record_order	segment_id	locus	page	section	currier	hand	code	kind	grammar_scope	segment_index	segment_count	physical_line_segment_position	starts_after_drawing	ends_before_drawing	group_count	symbol_count	family_expression	zl_sta_expression	it_sta_expression	rf_sta_expression	zl_basic_eva_lossy_expression	it_basic_eva_lossy_expression	rf_basic_eva_lossy_expression	member_exact_agreement_groups	member_exact_agreement_rate	lossy_eva_exact_agreement_groups	lossy_eva_exact_agreement_rate	internal_boundaries	unanimous_internal_boundaries	boundary_consensus_rate	favored_transitions	disfavored_transitions	unresolved_transitions	transition_opportunities	resolved_transition_rate	resolved_tendency_slots	tendency_opportunities	tendency_resolution_rate	opening_feature_groups	closing_feature_groups	favored_path_groups	formal_resolved_units	formal_opportunities	formal_resolution_rate	transcription_consensus_status	formal_expression	packet_eligible	packet_cell	packet_rank	packet_selected
796	f35v.9|S01	f35v.9	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	5	15	DAQKAG KA QLA B KAG	D1 A1 Q1 K1 A3 G1 | K1 A1 | Q1 L1 A1 | B2 | K1 A1 G1	D1 A1 Q1 K1 A3 G1 | K1 A1 | Q1 L1 A1 | B2 | K1 A1 G1	D1 A1 Q1 K1 Aa G1 | K1 A1 | Q2 L1 A1 | B2 | K1 A1 G1	qokchaiin cho ksho l choiin	qokchaiin cho ksho l choiin	qokchaiin cho tsho l choiin	3	0.600000	4	0.800000	4	2	0.500000	3	0	7	10	0.300000	1	10	0.100000	2	3	1	4	20	0.200000	READING_OR_BOUNDARY_VARIANT	F:DAQKAG{adj=FFFUU;fl=I;ec=I;o=0;c=0;p=DAQK} | C:KA{adj=U;fl=I;ec=C;o=1;c=3;p=-} | C:QLA{adj=UU;fl=I;ec=I;o=3;c=0;p=-} | C:B{adj=-;fl=I;ec=U;o=0;c=1;p=-} | L:KAG{adj=UU;fl=I;ec=U;o=0;c=2;p=-}	0	H|A	0	0
797	f35v.10|S01	f35v.10	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	3	14	AQKKA KACAC LACA	A1 Q1 K1 K2 A2 | K1 A1 C2 A3 C1 | L1 A1 C1 A2	A1 Q1 K1 K2 A2 | K1 A1 C2 A3 C1 | L1 A1 C1 A2	A1 Q1 K1 K2 A2 | K1 A1 C2 A3 C1 | L1 A1 C1 A2	okcheey chosar shory	okcheey chosar shory	okcheey chosar shory	3	1.000000	3	1.000000	2	2	1.000000	2	0	9	11	0.181818	0	6	0.000000	3	2	1	2	17	0.117647	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQKKA{adj=FFUU;fl=I;ec=I;o=1;c=0;p=AQK} | C:KACAC{adj=UUUU;fl=I;ec=I;o=2;c=2;p=-} | L:LACA{adj=UUU;fl=I;ec=I;o=1;c=1;p=-}	0	H|A	0	0
798	f35v.11|S01	f35v.11	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	2	12	DAQKKAG KABAG	D1 A1 Q2 K1 K2 A3 G1 | K1 A1 B1 A3 G1	D1 A1 Q2 K1 K2 A3 G1 | K1 A1 B1 A3 G1	D1 A1 Q2 K1 K2 A3 G1 | K1 A1 B1 A3 G1	qotcheeaiin chodaiin	qotcheeaiin chodaiin	qotcheeaiin chodaiin	2	1.000000	2	1.000000	1	1	1.000000	3	0	7	10	0.300000	0	4	0.000000	0	1	1	3	14	0.214286	ALL_MEMBER_AND_BOUNDARY_STABLE	F:DAQKKAG{adj=FFFUUU;fl=I;ec=I;o=0;c=0;p=DAQK} | L:KABAG{adj=UUUU;fl=I;ec=U;o=0;c=2;p=-}	0	H|A	0	0
799	f35v.12|S01	f35v.12	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	7	14	BKAG B AG B AG BAB C	B1 K1 A3 G1 | B1 | A3 G1 | B1 | A3 G1 | B1 A3 B2 | C2	B1 K1 A3 G1 | B1 | A3 G1 | B1 | A3 G1 | B1 A3 B2 | C2	Ba K1 A3 G1 | B1 | A3 G1 | B1 | A1 G1 | B1 A3 B2 | C2	dchaiin d aiin d aiin dal s	dchaiin d aiin d aiin dal s	dchaiin d aiin d oiin dal s	5	0.714286	6	0.857143	6	3	0.500000	0	0	7	7	0.000000	5	14	0.357143	2	6	0	5	21	0.238095	READING_OR_BOUNDARY_VARIANT	F:BKAG{adj=UUU;fl=I;ec=I;o=1;c=0;p=-} | C:B{adj=-;fl=I;ec=U;o=0;c=1;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:B{adj=-;fl=I;ec=U;o=0;c=1;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | L:C{adj=-;fl=U;ec=U;o=2;c=2;p=-}	0	H|A	0	0
800	f35v.13|S01	f35v.13	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	5	13	AB KAC AB AC KJAC	A1 B2 | K1 A3 C1 | A1 B1 | A3 C1 | K1 J1 A3 C1	A1 B2 | K1 A3 C1 | A1 B1 | A3 C1 | K1 J1 A3 C1	A1 B2 | K1 A3 C1 | A1 B1 | A3 C1 | K1 J1 A3 C1	ol char od ar chear	ol char od ar chear	ol char od ar chear	5	1.000000	5	1.000000	4	4	1.000000	1	0	7	8	0.125000	4	10	0.400000	3	5	1	5	18	0.277778	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | L:KJAC{adj=FUU;fl=I;ec=C;o=2;c=2;p=KJ}	1	H|A	63	0
801	f35v.14|S01	f35v.14	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	4	13	QKJAF LA QAC BAF	Q2 K1 J1 A3 F1 | L1 A2 | Q2 A3 C1 | B1 A3 F1	Q2 K1 J1 A3 F1 | L1 A2 | Q2 A3 C1 | B1 A3 F1	Q2 K1 J1 A3 F1 | L1 A2 | Q2 A3 C1 | B1 A3 F1	tcheain shy tar dain	tcheain shy tar dain	tcheain shy tar dain	4	1.000000	4	1.000000	3	3	1.000000	2	0	7	9	0.222222	2	8	0.250000	4	2	1	4	17	0.235294	ALL_MEMBER_AND_BOUNDARY_STABLE	F:QKJAF{adj=FFUU;fl=I;ec=I;o=4;c=0;p=QKJ} | C:LA{adj=U;fl=F;ec=U;o=2;c=1;p=-} | C:QAC{adj=UU;fl=F;ec=U;o=4;c=0;p=-} | L:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-}	0	H|A	0	0
802	f35v.15|S01	f35v.15	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	4	14	AQAB KJAB AQKA QK	A2 Q1 A1 B2 | K1 J1 A1 B2 | A1 Q1 K1 A2 | Q2 K1	A2 Q1 A1 B2 | K1 J1 A1 B2 | A1 Q1 K1 A2 | Q2 K1	A2 Q1 A1 B2 | K1 J1 A1 B2 | A1 Q1 K1 A2 | Q2 K1	ykol cheol okchy tch	ykol cheol okchy tch	ykol cheol okchy tch	4	1.000000	4	1.000000	3	3	1.000000	5	0	5	10	0.500000	2	8	0.250000	2	3	4	7	18	0.388889	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJAB{adj=FUU;fl=I;ec=U;o=0;c=4;p=KJ} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | L:QK{adj=F;fl=I;ec=I;o=2;c=1;p=QK}	0	H|A	0	0
803	f35v.16|S01	f35v.16	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	4	11	ABAG AQKA B AG	A2 B1 A3 G1 | A1 Q1 K2 A2 | B1 | A3 G1	A2 B1 A3 G1 | A1 Q1 K2 A2 | B1 | A3 G1	A2 B1 A3 G1 | A1 Q1 K2 A2 | B1 | A3 G1	ydaiin okeey d aiin	ydaiin okeey d aiin	ydaiin okeey d aiin	4	1.000000	4	1.000000	3	2	0.666667	2	0	5	7	0.285714	3	8	0.375000	1	3	1	5	15	0.333333	READING_OR_BOUNDARY_VARIANT	F:ABAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:B{adj=-;fl=I;ec=U;o=0;c=1;p=-} | L:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-}	0	H|A	0	0
804	f35v.17|S01	f35v.17	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	4	15	BAG BAF KQABA KABA	B1 A3 G1 | B1 A3 F1 | K1 Q1 A3 B2 A2 | K1 A1 B2 A2	B1 A3 G1 | B1 A3 F1 | K1 Q1 A3 B2 A2 | K1 A1 B2 A2	B1 A3 G1 | B1 A3 F1 | K1 Q1 A3 B2 A2 | K1 A1 B2 A2	daiin dain chkaly choly	daiin dain chkaly choly	daiin dain chkaly choly	4	1.000000	4	1.000000	3	3	1.000000	0	1	10	11	0.090909	0	8	0.000000	1	4	0	1	19	0.052632	ALL_MEMBER_AND_BOUNDARY_STABLE	F:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:KQABA{adj=DUUU;fl=I;ec=I;o=0;c=1;p=-} | L:KABA{adj=UUU;fl=I;ec=U;o=0;c=2;p=-}	0	H|A	0	0
805	f35v.19|S01	f35v.19	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	4	17	CKAQJA AQJAB KAB BAG	C2 K1 A1 Q1 J1 A2 | A2 Q1 J1 A1 B2 | K1 A1 B2 | B1 A3 G1	C2 K1 A1 Q1 J1 A2 | A2 Q1 J1 A1 B2 | K1 A1 B2 | B1 A3 G1	C2 K1 A1 Q1 J1 A2 | A2 Q1 J1 A1 B2 | K1 A1 B2 | B1 A3 G1	schokey ykeol chol daiin	schokey ykeol chol daiin	schokey ykeol chol daiin	4	1.000000	4	1.000000	3	3	1.000000	2	0	11	13	0.153846	1	8	0.125000	1	3	2	3	21	0.142857	ALL_MEMBER_AND_BOUNDARY_STABLE	F:CKAQJA{adj=UUFUU;fl=I;ec=I;o=3;c=0;p=AQ} | C:AQJAB{adj=FUUU;fl=I;ec=U;o=0;c=2;p=AQ} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | L:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-}	0	H|A	0	0
806	f35v.20|S01	f35v.20	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	5	15	CABAG LA BKA UA BAE	C2 A1 B1 A3 G1 | L1 A2 | B1 K1 A2 | U1 A2 | B1 A3 E2	C2 A1 B1 A3 G1 | L1 A2 | B1 K1 A2 | U1 A2 | B1 A3 E2	C2 A1 B1 A3 G1 | L1 A2 | B1 K1 A2 | U1 A2 | B1 A3 E2	sodaiin shy dchy ckhy dan	sodaiin shy dchy ckhy dan	sodaiin shy dchy ckhy dan	5	1.000000	5	1.000000	4	4	1.000000	0	0	10	10	0.000000	2	10	0.200000	3	3	0	2	20	0.100000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:CABAG{adj=UUUU;fl=I;ec=I;o=2;c=0;p=-} | C:LA{adj=U;fl=F;ec=U;o=2;c=1;p=-} | C:BKA{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | C:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-} | L:BAE{adj=UU;fl=I;ec=I;o=0;c=3;p=-}	1	H|A	275	0
807	f35v.21|S01	f35v.21	f35v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	3	9	BAG KAC KAC	B1 A1 G1 | K1 A1 C1 | K1 A1 C1	B1 A1 G1 | K1 A1 C1 | K1 A1 C1	B1 A1 G1 | K1 A1 C1 | K1 A1 C1	doiin chor chor	doiin chor chor	doiin chor chor	3	1.000000	3	1.000000	2	2	1.000000	0	0	6	6	0.000000	2	6	0.333333	2	3	0	2	12	0.166667	ALL_MEMBER_AND_BOUNDARY_STABLE	F:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | L:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-}	0	H|A	0	0
808	f36r.2|S01	f36r.2	f36r	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	9	33	ACAB LAC AQAG DAQAG DAABBA KQA KAB BA QAC	A1 C1 A3 B2 | L1 A1 C1 | A2 Q2 A3 G1 | D1 A1 Q2 A3 G1 | D1 A1 A1 B2 B1 A2 | K1 Q2 A2 | K1 A1 B2 | B1 A2 | Q2 A1 C1	A1 C1 A3 B2 | L1 A1 C1 | A2 Q2 A3 G1 | D1 A1 Q2 A3 G1 | D1 A1 A1 B2 B1 A2 | K1 Q2 A2 | K1 A1 B2 | B1 A2 | Q2 A1 C1	A1 C1 A3 B2 | L1 A1 C1 | A2 Q2 A3 G1 | D1 A1 Q2 A3 G1 | D1 A1 A1 B2 B1 A2 | K1 Q2 A2 | K1 A1 B2 | Ba A2 | Q2 A1 C1	oral shor ytaiin qotaiin qooldy chty chol dy tor	oral shor ytaiin qotaiin qooldy chty chol dy tor	oral shor ytaiin qotaiin qooldy chty chol dy tor	8	0.888889	9	1.000000	8	8	1.000000	4	3	17	24	0.291667	5	18	0.277778	2	4	3	12	42	0.285714	READING_OR_BOUNDARY_VARIANT	F:ACAB{adj=UUU;fl=L;ec=E;o=0;c=3;p=-} | C:LAC{adj=UU;fl=I;ec=U;o=3;c=0;p=-} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:DAABBA{adj=FDUDU;fl=I;ec=I;o=0;c=0;p=DA} | C:KQA{adj=DU;fl=I;ec=I;o=0;c=2;p=-} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:BA{adj=U;fl=L;ec=U;o=0;c=2;p=-} | L:QAC{adj=UU;fl=F;ec=U;o=4;c=0;p=-}	0	H|A	0	0
809	f36r.3|S01	f36r.3	f36r	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	5	20	DAQKA QKA BAG BAG BABCAF	D1 A1 Q2 K1 A2 | Q2 K1 A2 | B1 A3 G1 | Ba A3 G1 | B1 A1 B2 C2 A3 F1	D1 A1 Q2 K1 A2 | Q2 K1 A2 | B1 A3 G1 | B4 A3 G1 | B1 A1 B2 C2 A3 F1	D1 A1 Q2 K1 A2 | Q2 K1 A2 | B1 A3 G1 | Ba A3 G1 | B1 A1 B2 C2 A3 F1	qotchy tchy daiin daiin dolsain	qotchy tchy daiin gaiin dolsain	qotchy tchy daiin daiin dolsain	4	0.800000	4	0.800000	4	4	1.000000	4	1	10	15	0.333333	1	10	0.100000	3	3	2	6	25	0.240000	READING_OR_BOUNDARY_VARIANT	F:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:QKA{adj=FU;fl=I;ec=U;o=3;c=0;p=QK} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | L:BABCAF{adj=UUDUU;fl=I;ec=I;o=2;c=1;p=-}	0	H|A	0	0
810	f36r.5|S01	f36r.5	f36r	H	A	1	+P0	P	CONFIRMED_PROSE	1	5	FIRST	0	1	5	14	BAG DAC KAB UABA C	B1 A3 G1 | D1 A1 C1 | K1 A1 B2 | U2 A1 B2 A2 | C2	B1 A3 G1 | D1 A1 C1 | K1 A1 B2 | U2 A1 B2 A2 | C2	B1 A3 G1 | D1 A1 C1 | K1 A1 B2 | U2 A1 B2 A2 | C2	daiin qor chol ctholy s	daiin qor chol ctholy s	daiin qor chol ctholy s	5	1.000000	5	1.000000	4	4	1.000000	1	0	8	9	0.111111	1	10	0.100000	2	4	1	2	19	0.105263	ALL_MEMBER_AND_BOUNDARY_STABLE	F:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:DAC{adj=FU;fl=I;ec=I;o=2;c=0;p=DA} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:UABA{adj=UUU;fl=I;ec=I;o=0;c=2;p=-} | L:C{adj=-;fl=U;ec=U;o=2;c=2;p=-}	1	H|A	273	0
811	f36r.5|S02	f36r.5	f36r	H	A	1	+P0	P	CONFIRMED_PROSE	2	5	CORE	1	1	1	1	A	A1	A1	Aa	o	o	a	0	0.000000	0	0.000000	0	0	1.000000	0	0	0	0	NA	0	2	0.000000	1	0	0	0	2	0.000000	READING_OR_BOUNDARY_VARIANT	S:A{adj=-;fl=U;ec=U;o=2;c=0;p=-}	0	H|A	0	0
812	f36r.5|S03	f36r.5	f36r	H	A	1	+P0	P	CONFIRMED_PROSE	3	5	CORE	1	1	1	1	C	C1	C1	C1	r	r	r	1	1.000000	1	1.000000	0	0	1.000000	0	0	0	0	NA	0	2	0.000000	1	1	0	0	2	0.000000	ALL_MEMBER_AND_BOUNDARY_STABLE	S:C{adj=-;fl=U;ec=U;o=2;c=2;p=-}	0	H|A	0	0
813	f36r.5|S04	f36r.5	f36r	H	A	1	+P0	P	CONFIRMED_PROSE	4	5	CORE	1	1	2	4	KA CA	K1 A2 | C2 A2	K1 A2 | C2 A2	K1 A2 | C2 A2	chy sy	chy sy	chy sy	2	1.000000	2	1.000000	1	1	1.000000	0	0	2	2	0.000000	3	4	0.750000	2	2	0	3	6	0.500000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:KA{adj=U;fl=I;ec=C;o=1;c=3;p=-} | L:CA{adj=U;fl=L;ec=E;o=2;c=2;p=-}	0	H|A	0	0
814	f36r.5|S05	f36r.5	f36r	H	A	1	+P0	P	CONFIRMED_PROSE	5	5	LAST	1	0	1	7	KAQACAG	K1 A2 Q2 A3 C1 A1 G1	K1 A2 Q2 A3 C1 A1 G1	K1 A2 Q2 A3 C1 A1 G1	chytaroiin	chytaroiin	chytaroiin	1	1.000000	1	1.000000	0	0	1.000000	1	0	5	6	0.166667	0	2	0.000000	0	1	1	1	8	0.125000	ALL_MEMBER_AND_BOUNDARY_STABLE	S:KAQACAG{adj=UFUUUU;fl=I;ec=I;o=0;c=2;p=AQ}	0	H|A	0	0
815	f36r.6|S01	f36r.6	f36r	H	A	1	+P0	P	CONFIRMED_PROSE	1	3	FIRST	0	1	4	12	AQAG UAC AQAH C	A1 Q1 A3 G1 | U2 A1 C1 | A2 Q1 A3 H1 | C2	A1 Q1 A3 G1 | U2 A1 C1 | A2 Q1 A3 H1 | C2	A1 Q1 A3 G1 | U2 A1 C1 | A2 Q1 A3 H1 | C2	okaiin cthor ykaiiin s	okaiin cthor ykaiiin s	okaiin cthor ykaiiin s	4	1.000000	4	1.000000	3	3	1.000000	2	0	6	8	0.250000	0	8	0.000000	2	3	2	2	16	0.125000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:UAC{adj=UU;fl=I;ec=U;o=2;c=2;p=-} | C:AQAH{adj=FUU;fl=I;ec=I;o=0;c=2;p=AQ} | L:C{adj=-;fl=U;ec=U;o=2;c=2;p=-}	0	H|A	0	0
816	f36r.6|S02	f36r.6	f36r	H	A	1	+P0	P	CONFIRMED_PROSE	2	3	CORE	1	1	2	5	BAF AE	B1 A3 F1 | A3 E2	B1 A3 F1 | A3 E2	B1 A3 F1 | A3 E2	dain an	dain an	dain an	2	1.000000	2	1.000000	1	1	1.000000	0	0	3	3	0.000000	0	4	0.000000	1	2	0	0	7	0.000000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | L:AE{adj=U;fl=I;ec=I;o=0;c=3;p=-}	0	H|A	0	0
817	f36r.6|S03	f36r.6	f36r	H	A	1	+P0	P	CONFIRMED_PROSE	3	3	LAST	1	0	1	3	BAE	B1 A3 E2	B1 A3 E2	B1 A3 E2	dan	dan	dan	1	1.000000	1	1.000000	0	0	1.000000	0	0	2	2	0.000000	0	2	0.000000	0	1	0	0	4	0.000000	ALL_MEMBER_AND_BOUNDARY_STABLE	S:BAE{adj=UU;fl=I;ec=I;o=0;c=3;p=-}	0	H|A	0	0
818	f36r.7|S01	f36r.7	f36r	H	A	1	+P0	P	CONFIRMED_PROSE	1	3	FIRST	0	1	5	18	DAQAB UAB AQAB BA AQKA	D1 A1 Q2 A1 B2 | U2 A1 B2 | A1 Q1 A1 B2 | B1 A2 | A1 Q1 K1 A2	D1 A1 Q2 A1 B2 | U2 A1 B2 | A1 Q1 A1 B2 | B1 A2 | A1 Q1 K1 A2	D1 A1 Q2 A1 B2 | U2 A1 B2 | A1 Q1 A1 B2 | B1 A2 | A1 Q1 K1 A2	qotol cthol okol dy okchy	qotol cthol okol dy okchy	qotol cthol okol dy okchy	5	1.000000	5	1.000000	4	4	1.000000	5	0	8	13	0.384615	3	10	0.300000	1	4	3	8	23	0.347826	ALL_MEMBER_AND_BOUNDARY_STABLE	F:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | C:UAB{adj=UU;fl=I;ec=U;o=0;c=4;p=-} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:BA{adj=U;fl=L;ec=U;o=0;c=2;p=-} | L:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK}	1	H|A	21	0
819	f36r.7|S02	f36r.7	f36r	H	A	1	+P0	P	CONFIRMED_PROSE	2	3	CORE	1	1	1	7	AQACACA	A2 Q2 A1 C1 A1 C1 A2	A2 Q2 A1 C1 A1 C1 A2	A2 Q2 A1 C1 A1 C1 A2	ytorory	ytorory	ytorory	1	1.000000	1	1.000000	0	0	1.000000	1	0	5	6	0.166667	0	2	0.000000	0	1	1	1	8	0.125000	ALL_MEMBER_AND_BOUNDARY_STABLE	S:AQACACA{adj=FUUUUU;fl=I;ec=I;o=0;c=1;p=AQ}	0	H|A	0	0
820	f36r.7|S03	f36r.7	f36r	H	A	1	+P0	P	CONFIRMED_PROSE	3	3	LAST	1	0	1	4	CABB	C2 A1 B2 B1	C2 A1 B2 B1	C2 A1 B2 B1	sold	sold	sold	1	1.000000	1	1.000000	0	0	1.000000	0	1	2	3	0.333333	0	2	0.000000	1	1	0	1	5	0.200000	ALL_MEMBER_AND_BOUNDARY_STABLE	S:CABB{adj=UUD;fl=I;ec=I;o=2;c=2;p=-}	0	H|A	0	0
821	f36r.8|S01	f36r.8	f36r	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	4	13	AQKAC UAB KAG AB	A2 Q2 K1 A1 C1 | U2 A1 B2 | K1 A3 G1 | A2 B1	A2 Q2 K1 A1 C1 | U2 A1 B2 | K1 A3 G1 | A2 B1	A2 Q2 K1 A1 C1 | U2 A1 B2 | K1 A3 G1 | A2 B1	ytchor cthol chaiin yd	ytchor cthol chaiin yd	ytchor cthol chaiin yd	4	1.000000	4	1.000000	3	3	1.000000	2	0	7	9	0.222222	1	8	0.125000	1	3	1	3	17	0.176471	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQKAC{adj=FFUU;fl=I;ec=U;o=2;c=0;p=AQK} | C:UAB{adj=UU;fl=I;ec=U;o=0;c=4;p=-} | C:KAG{adj=UU;fl=I;ec=U;o=0;c=2;p=-} | L:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-}	0	H|A	0	0
822	f36r.9|S01	f36r.9	f36r	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	3	15	AQABABA BAG AQACA	A2 Q2 A1 B1 A3 B2 A2 | B1 A3 G1 | A1 Q2 A3 C1 A1	A2 Q2 A1 B1 A3 B2 A2 | B1 A3 G1 | A1 Q2 A3 C1 A1	A2 Q2 A1 B1 A3 B2 A2 | B1 A3 G1 | A1 Q2 A3 C1 A1	ytodaly daiin otaro	ytodaly daiin otaro	ytodaly daiin otaro	3	1.000000	3	1.000000	2	2	1.000000	2	0	10	12	0.166667	0	6	0.000000	0	2	2	2	18	0.111111	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQABABA{adj=FUUUUU;fl=I;ec=I;o=0;c=0;p=AQ} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | L:AQACA{adj=FUUU;fl=I;ec=I;o=0;c=1;p=AQ}	0	H|A	0	0
823	f36v.3|S01	f36v.3	f36v	H	A	1	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	3	11	BKAQKA AQAC C	B1 K1 A2 Q2 K1 A2 | A2 Q2 A1 C1 | C2	B1 K1 A2 Q2 K1 A2 | A2 Q2 A1 C1 | C2	B1 K1 A2 Q2 K1 A2 | A2 Q2 A1 C1 | C2	dchytchy ytor s	dchytchy ytor s	dchytchy ytor s	3	1.000000	3	1.000000	2	2	1.000000	3	0	5	8	0.375000	0	6	0.000000	3	1	2	3	14	0.214286	ALL_MEMBER_AND_BOUNDARY_STABLE	F:BKAQKA{adj=UUFFU;fl=I;ec=I;o=2;c=0;p=AQK} | C:AQAC{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | L:C{adj=-;fl=U;ec=U;o=2;c=2;p=-}	0	H|A	0	0
824	f36v.3|S02	f36v.3	f36v	H	A	1	+P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	5	20	AQAG DAPKAC AQAC AQKAG C	A1 Q2 A3 G1 | D1 A1 P1 K1 A1 C1 | A1 Q2 A3 C1 | A1 Q2 K1 A3 G1 | C2	A1 Q2 A3 G1 | D1 A1 P1 K1 A1 C1 | A1 Q2 A3 C1 | A1 Q2 K1 A3 G1 | C2	A1 Q2 A3 G1 | D1 A1 P1 K1 A1 C1 | A1 Q2 A3 C1 | A1 Q2 K1 A3 G1 | C2	otaiin qopchor otar otchaiin s	otaiin qopchor otar otchaiin s	otaiin qopchor otar otchaiin s	5	1.000000	5	1.000000	4	4	1.000000	6	0	9	15	0.400000	0	10	0.000000	3	1	4	6	25	0.240000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:DAPKAC{adj=FUFUU;fl=I;ec=I;o=2;c=0;p=DA} | C:AQAC{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:AQKAG{adj=FFUU;fl=I;ec=I;o=0;c=0;p=AQK} | L:C{adj=-;fl=U;ec=U;o=2;c=2;p=-}	1	H|A	106	0
