root_tuple	atom_count	structural_class	hybrid95_status	present_all_readings	ZL3b_count	ZL3b_prose_count	ZL3b_pages	ZL3b_sections	ZL3b_dominant_role_pattern	ZL3b_role_patterns	ZL3b_kind_counts	ZL3b_top_surfaces	ZL3b_line_start_share	ZL3b_line_end_share	IT2a_count	IT2a_prose_count	IT2a_pages	IT2a_sections	IT2a_dominant_role_pattern	IT2a_role_patterns	IT2a_kind_counts	IT2a_top_surfaces	IT2a_line_start_share	IT2a_line_end_share	RF1b_count	RF1b_prose_count	RF1b_pages	RF1b_sections	RF1b_dominant_role_pattern	RF1b_role_patterns	RF1b_kind_counts	RF1b_top_surfaces	RF1b_line_start_share	RF1b_line_end_share
Hcfhd	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE	BARE:1	P:1	chcfhdy:1	0.0	0.0	2	2	2	2	BARE	BARE:2	P:2	chcfhdy:1;pchcfhdy:1	0.0	0.0	1	1	1	1	BARE	BARE:1	P:1	chcfhdy:1	0.0	0.0
Hcfhh	1	NONCORE_PRESENT	UNCOVERED_AT_95	0											3	3	3	1	BARE	BARE:3	P:3	chcfhhy:3	0.0	0.6666666666666666										
Hcfho	1	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE	BARE:1	P:1	shcfho:1	0.0	0.0																				
Hch	1	NONCORE_PRESENT	ATOMIC_SINGLETON	1	28	24	24	8	BARE	BARE:12;BOUND_E:6;FREE_L:2;BOUND_D:2;FREE_A:1;FREE_R:1	P:24;C:4	chpchy:4;shchey:3;chchy:3;dchchy:2;shchy:2;chpchol:1;chpchey:1;chypchy:1	0.041666666666666664	0.041666666666666664	28	22	24	8	BARE	BARE:10;BOUND_E:6;FREE_L:2;BOUND_D:2;FREE_A:1;FREE_R:1	P:23;C:4;L:1	shchy:5;chpchy:4;shchey:2;chchy:2;chpchol:1;chpchey:1;chypchy:1;dchchy:1	0.09090909090909091	0.045454545454545456	28	23	24	8	BARE	BARE:10;BOUND_E:8;FREE_L:2;FREE_A:1;BOUND_D:1;FREE_R:1	P:23;C:4;L:1	shchy:4;chpchy:4;chchy:2;chpchol:1;chpchey:1;chypchy:1;dchchy:1;chypcham:1	0.08695652173913043	0.043478260869565216
Hch+k	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	chcheky:1	0.0	0.0										
Hch+od	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	chpcheod:1	0.0	0.0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	chpcheod:1	0.0	0.0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	chpcheod:1	0.0	0.0
Hch+or	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	chpcheor:1	0.0	0.0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	chpcheor:1	0.0	0.0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	chpcheor:1	0.0	0.0
Hch+os	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	chpcheos:1	0.0	0.0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	chpcheos:1	0.0	0.0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	chpcheos:1	0.0	0.0
Hch+t	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	0	1	1			P:1	chchet:1	0.0	0.0	1	0	1	1			P:1	chchetal:1	0.0	0.0	1	0	1	1			P:1	chchet:1	0.0	0.0
Hchd	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	3	2	3	2	BARE	BARE:2	P:2;C:1	chchdam:1;shchdy:1;chchdy:1	0.0	0.5	2	2	2	1	BARE	BARE:2	P:2	shchdy:1;chchdy:1	0.0	0.5	4	3	4	3	BARE	BARE:3	P:3;C:1	shchdy:2;chchdam:1;chchdy:1	0.0	0.3333333333333333
Hchk	1	NONCORE_PRESENT	UNCOVERED_AT_95	0	2	2	2	2	BARE	BARE:2	P:2	chchky:2	0.0	0.5	1	1	1	1	BARE	BARE:1	P:1	chchky:1	0.0	0.0										
Hcho	1	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			C:1	fchcho:1	0.0	0.0	1	1	1	1	BARE	BARE:1	P:1	tchypcho:1	1.0	0.0
Hchot	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	2	2	2	1	REL_I	REL_I:1;BARE:1	P:2	chchotaiin:1;chchoty:1	0.0	0.0	1	1	1	1	BARE	BARE:1	P:1	chchoty:1	0.0	0.0	1	1	1	1	BARE	BARE:1	P:1	chchoty:1	0.0	0.0
Hchs	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	4	3	4	3	BARE	BARE:3	P:3;C:1	chchs:2;chpchs:1;shchs:1	0.3333333333333333	0.0	3	2	3	2	BARE	BARE:2	P:2;C:1	chchs:1;chpchs:1;shchs:1	0.5	0.0	4	3	4	3	BARE	BARE:3	P:3;C:1	chchs:2;chpchs:1;shchs:1	0.3333333333333333	0.0
Hchs+t	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	chchsty:1	0.0	0.0										
Hchsh	1	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE	BARE:1	P:1	chpchsh:1	0.0	0.0
Hchshd	1	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE	BARE:1	P:1	chpchshdy:1	0.0	0.0	1	1	1	1	BARE	BARE:1	P:1	chpchshdy:1	0.0	0.0										
Hcht	1	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE	BARE:1	P:1	chchty:1	0.0	0.0	1	1	1	1	BARE	BARE:1	P:1	chchty:1	0.0	0.0										
Hck	1	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	0	1	1			P:1	shckeey:1	0.0	0.0	2	2	2	2	BARE	BARE:1;REL_I:1	P:2	chcky:1;chckaiin:1	0.0	0.0										
Hck+H	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	chckshy:1	0.0	0.0										
Hckh	1	CORE34_SPARSE_OR_MIXED	ATOMIC_SINGLETON	1	291	284	106	7	BARE	BARE:200;BOUND_E:44;BOUND_D:20;FREE_L:10;FREE_R:4;REL_I:4;FREE_A:2	P:285;C:5;R:1	chckhy:139;shckhy:60;chckhey:30;shckhey:11;chckhedy:11;shckhedy:6;chckhol:4;chckhal:4	0.017605633802816902	0.07746478873239436	291	286	106	7	BARE	BARE:204;BOUND_E:44;BOUND_D:19;FREE_L:9;FREE_R:4;REL_I:4;FREE_A:2	P:287;C:3;R:1	chckhy:140;shckhy:60;chckhey:30;shckhey:12;chckhedy:11;shckhedy:6;chckhal:5;chckh:3	0.017482517482517484	0.08391608391608392	288	279	108	7	BARE	BARE:199;BOUND_E:46;BOUND_D:14;FREE_L:10;FREE_R:4;REL_I:4;FREE_A:2	P:280;C:6;R:1;L:1	chckhy:133;shckhy:54;chckhey:30;chckh:12;shckhey:10;chckhedy:7;chckhol:4;chckhal:4	0.017921146953405017	0.07526881720430108
Hckh+o	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	shckheo:1	0.0	0.0											1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	shckheo:1	0.0	0.0
Hckh+od	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	1	3	3	3	3	BOUND_E+BARE	BOUND_E+BARE:3	P:3	chckheody:2;shckheody:1	0.0	0.0	2	2	2	2	BOUND_E+BARE	BOUND_E+BARE:2	P:2	chckheody:2	0.0	0.0	3	3	3	3	BOUND_E+BARE	BOUND_E+BARE:3	P:3	chckheody:2;shckheody:1	0.0	0.0
Hckh+ol	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	1	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	shckheol:1	0.0	0.0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	shckheol:1	0.0	0.0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	shckheol:1	0.0	0.0
Hckhch	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	2	2	2	2	BARE	BARE:2	P:2	shckhchy:1;chckhyfchy:1	0.0	0.0	2	2	2	2	BARE	BARE:2	P:2	shckhchy:1;chckhyfchy:1	0.0	0.0	1	1	1	1	BARE	BARE:1	P:1	chckhyfchy:1	0.0	0.0
Hckhd	1	NONCORE_PRESENT	ATOMIC_SINGLETON	1	20	18	17	5	BARE	BARE:18	P:19;L:1	chckhdy:13;chckhd:4;shckhdy:3	0.0	0.05555555555555555	20	19	17	4	BARE	BARE:19	P:20	chckhdy:13;chckhd:4;shckhdy:2;chckhyd:1	0.0	0.05263157894736842	11	10	11	4	BARE	BARE:10	P:11	chckhdy:7;shckhdy:2;chckhd:2	0.0	0.1
Hckhd+H	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	shckhdchy:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	shckhdchy:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	shckhdchy:1	0.0	0.0
Hckheedl+H	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+BOUND_D	BARE+BOUND_D:1	P:1	chckheedlched:1	0.0	0.0
Hckhes	1	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE	BARE:1	P:1	chckhes:1	0.0	0.0											1	1	1	1	BARE	BARE:1	P:1	chckhes:1	0.0	0.0
Hckhh	1	NONCORE_PRESENT	ATOMIC_SINGLETON	0											12	10	11	5	BARE	BARE:10	P:11;L:1	chckhhy:9;shckhhy:2;shckhh:1	0.0	0.0										
Hckhhd	1	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE	BARE:1	P:1	shckhhd:1	0.0	0.0										
Hckhhh	1	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE	BARE:1	P:1	chckhhhy:1	0.0	0.0										
Hckho	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	2	2	2	2	BARE	BARE:2	P:2	chckho:1;chckhom:1	0.0	0.5	2	2	2	2	BARE	BARE:2	P:2	chckhoy:1;chckhom:1	0.0	0.5	3	3	3	2	BARE	BARE:3	P:3	chckho:1;shckho:1;chckhom:1	0.0	0.3333333333333333
Hckhod	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	2	2	2	1	BARE	BARE:2	P:2	shckhody:1;chckhody:1	0.0	0.0	4	4	4	2	BARE	BARE:3;FREE_A:1	P:4	chckhod:1;shckhody:1;chckhoda:1;chckhody:1	0.0	0.25	1	1	1	1	BARE	BARE:1	P:1	chckhody:1	0.0	0.0
Hckhod+u	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	chckhodu:1	0.0	0.0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	chckhodu:1	0.0	0.0
Hckhs	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE	BARE:1	P:1	chckhs:1	0.0	1.0	1	1	1	1	BARE	BARE:1	P:1	chckhs:1	0.0	1.0	1	1	1	1	BARE	BARE:1	P:1	chckhs:1	0.0	1.0
Hcph	1	NONCORE_PRESENT	ATOMIC_SINGLETON	1	21	21	18	4	BARE	BARE:11;BOUND_D:4;BOUND_E:3;FREE_L:1;FREE_R:1;FREE_A:1	P:21	chcphy:10;chcphedy:4;chcphey:3;shcphy:1;chcphol:1;chcphar:1;chcpham:1	0.0	0.23809523809523808	22	21	20	5	BARE	BARE:12;BOUND_D:3;BOUND_E:3;FREE_L:1;FREE_R:1;FREE_A:1	P:21;R:1	chcphy:11;chcphedy:3;chcphey:3;shcphy:2;chcphol:1;chcphar:1;chcpham:1	0.0	0.19047619047619047	24	22	21	5	BARE	BARE:12;BOUND_E:4;BOUND_D:3;FREE_L:1;FREE_R:1;FREE_A:1	P:23;C:1	chcphy:10;chcphedy:3;chcphey:3;shcphy:2;chcph:2;chcphe:1;chcphol:1;chcphar:1	0.0	0.22727272727272727
Hcph+or	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	chcpheor:1	0.0	0.0																				
Hcphd	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	3	2	3	2	BARE	BARE:2	P:2;C:1	chcphdy:2;chcphdar:1	0.0	0.0	3	2	3	2	BARE	BARE:2	P:2;C:1	chcphdy:2;chcphdar:1	0.0	0.0	1	1	1	1	BARE	BARE:1	P:1	chcphdy:1	0.0	0.0
Hcphh	1	NONCORE_PRESENT	UNCOVERED_AT_95	0											5	4	5	5	BARE	BARE:4	P:4;C:1	chcphhy:3;shcphhy:2	0.0	0.0										
Hcphhd	1	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE	BARE:1	P:1	chcphhdy:1	0.0	0.0										
Hcpho	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	FREE_R	FREE_R:1	P:1	shcphoor:1	0.0	0.0	1	1	1	1	FREE_R	FREE_R:1	P:1	shcphoor:1	0.0	0.0	1	1	1	1	FREE_R	FREE_R:1	P:1	shcphoor:1	0.0	0.0
Hcs	1	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			R:1	chcs:1	0.0	0.0										
Hcs+e	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											2	1	2	2	BARE+BOUND_E	BARE+BOUND_E:1	R:1;P:1	kchcsey:1;ytchcseey:1	0.0	0.0										
Hct	1	NONCORE_PRESENT	UNCOVERED_AT_95	0											5	5	5	4	BARE	BARE:3;BOUND_E:1;FREE_A:1	P:5	chct:1;chctey:1;chcta:1;shcty:1;chcty:1	0.0	0.0										
Hcth	1	CORE34_SPARSE_OR_MIXED	ATOMIC_SINGLETON	1	150	146	83	8	BARE	BARE:115;BOUND_E:11;BOUND_D:8;FREE_L:4;REL_I:3;FREE_R:3;FREE_A:2	P:148;C:2	chcthy:81;shcthy:32;chcthey:7;chcthedy:6;shcthey:5;chcthal:2;chcth:2;chctham:2	0.00684931506849315	0.11643835616438356	149	145	78	8	BARE	BARE:113;BOUND_E:13;BOUND_D:9;REL_I:3;FREE_L:3;FREE_R:2;FREE_A:2	P:147;C:2	chcthy:79;shcthy:31;shcthey:7;chcthey:7;chcthedy:7;chcth:3;chcthal:2;chctham:2	0.006896551724137931	0.09655172413793103	153	149	81	8	BARE	BARE:119;BOUND_E:11;BOUND_D:8;FREE_L:4;REL_I:3;FREE_R:2;FREE_A:2	P:151;C:2	chcthy:81;shcthy:30;chcth:7;chcthey:6;chcthedy:6;shcthey:5;chcthal:2;shcthaiin:1	0.006711409395973154	0.10738255033557047
Hcth+o	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	1	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	shctheo:1	1.0	0.0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	shctheo:1	1.0	0.0	1	1	1	1	BOUND_E+BARE	BOUND_E+BARE:1	P:1	shctheo:1	1.0	0.0
Hcthd	1	NONCORE_PRESENT	ATOMIC_SINGLETON	1	10	10	9	4	BARE	BARE:9;REL_I:1	P:10	chcthdy:7;shcthdy:1;chcthydain:1;chcthd:1	0.0	0.3	9	9	8	4	BARE	BARE:9	P:9	chcthdy:7;shcthdy:1;chcthd:1	0.0	0.2222222222222222	6	6	5	2	BARE	BARE:6	P:6	chcthdy:4;shcthdy:1;chcthd:1	0.0	0.3333333333333333
Hcthh	1	NONCORE_PRESENT	ATOMIC_SINGLETON	0											10	8	10	5	BARE	BARE:8	P:9;L:1	chcthhy:7;shcthhy:3	0.0	0.125										
Hcthi+h	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	chcthihy:1	0.0	0.0										
Hcthk	1	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BOUND_D	BOUND_D:1	P:1	chcthykedy:1	0.0	0.0											1	1	1	1	BOUND_E	BOUND_E:1	P:1	chcthyke:1	0.0	0.0
Hctho	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	3	3	3	2	BARE	BARE:3	P:3	chctho:3	0.0	0.0	3	3	3	2	BARE	BARE:3	P:3	chctho:3	0.0	0.0	3	3	3	2	BARE	BARE:3	P:3	chctho:3	0.0	0.0
Hcthod	1	NONCORE_PRESENT	UNCOVERED_AT_95	1	5	5	5	2	BARE	BARE:5	P:5	chcthody:3;chcthod:1;ychcthod:1	0.0	0.2	5	5	5	2	BARE	BARE:5	P:5	chcthody:3;chcthod:1;ychcthod:1	0.0	0.2	5	5	5	2	BARE	BARE:5	P:5	chcthody:3;chcthod:1;ychcthod:1	0.0	0.2
Hcthos	1	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE	BARE:1	P:1	chcthosy:1	0.0	0.0	1	1	1	1	BARE	BARE:1	P:1	chcthosy:1	0.0	0.0
Hcths+o	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	chcthso:1	0.0	0.0										
Hd	1	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	466	427	116	8	BARE	BARE:296;REL_I:42;FREE_R:40;FREE_L:35;FREE_A:14	P:432;C:21;L:13	chdy:147;shdy:45;chdar:24;kchdy:20;chdal:19;chdaiin:17;tchdy:14;chdam:10	0.08899297423887588	0.11475409836065574	467	438	118	8	BARE	BARE:310;REL_I:40;FREE_R:40;FREE_L:34;FREE_A:14	P:443;C:13;L:11	chdy:152;shdy:46;kchdy:20;chdar:20;chdal:19;chdaiin:16;tchdy:15;pchdy:11	0.08904109589041095	0.11643835616438356	352	320	107	8	BARE	BARE:220;FREE_R:36;FREE_L:29;REL_I:28;FREE_A:7	P:324;C:16;L:10;R:2	chdy:110;shdy:29;chdar:20;chdal:16;kchdy:15;chdaiin:12;shd:9;tchdy:9	0.1125	0.115625
Hd+H	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	4	3	4	3	BARE+BARE	BARE+BARE:3	P:3;R:1	chdchy:1;chdchol:1;shdchy:1;shdpchy:1	0.3333333333333333	0.0	4	3	4	3	BARE+BARE	BARE+BARE:3	P:3;R:1	chdchy:1;chdchol:1;shdchy:1;shdpchy:1	0.3333333333333333	0.0	3	2	3	3	BARE+BARE	BARE+BARE:2	P:2;R:1	chdchy:1;chdchol:1;shdpchy:1	0.5	0.0
Hd+Hd	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	3	3	3	1	BARE+BARE	BARE+BARE:2;FREE_L+BARE:1	P:3	chdyshdy:1;chdalchdy:1;shdchdy:1	0.0	0.0	4	3	4	2	BARE+BARE	BARE+BARE:2;FREE_L+BARE:1	P:3;C:1	chdyshdy:1;chdalchdy:1;shdchdy:1;chdchdy:1	0.0	0.0	3	2	3	2	FREE_L+BARE	FREE_L+BARE:1;BARE+BARE:1	P:2;C:1	chdalchdy:1;shdchdy:1;chdchdy:1	0.0	0.0
Hd+cs+e	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	tshdcsey:1	1.0	0.0										
Hd+d	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	4	4	4	3	FREE_L+BARE	FREE_L+BARE:4	P:4	dchdaldy:1;shdaldy:1;kchdaldy:1;chdaldy:1	0.25	0.25	4	4	4	3	FREE_L+BARE	FREE_L+BARE:4	P:4	dchdaldy:1;shdaldy:1;kchdaldy:1;chdaldy:1	0.25	0.25	3	3	3	3	FREE_L+BARE	FREE_L+BARE:3	P:3	dchdaldy:1;shdaldy:1;kchdaldy:1	0.3333333333333333	0.0
Hd+e	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	4	2	3	2	BARE+BARE	BARE+BARE:1;BARE+BOUND_E:1	C:2;P:2	chdeedy:1;pchdeedy:1;tshdey:1;chdeey:1	0.5	0.0	2	1	2	2	BARE+BOUND_E	BARE+BOUND_E:1	C:1;P:1	pchdeedy:1;chdeey:1	0.0	0.0	3	2	3	2	BARE+BARE	BARE+BARE:2	P:2;C:1	pchdeedy:1;tshdey:1;chde:1	0.5	0.0
Hd+ed	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	1	2	2	2	1	BARE+BARE	BARE+BARE:2	P:2	chdedy:2	0.0	0.0	2	2	2	1	BARE+BARE	BARE+BARE:2	P:2	chdedy:2	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	chdedy:1	0.0	0.0
Hd+es	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	2	0	2	2			C:2	schdes:1;dchdes:1	0.0	0.0											1	0	1	1			C:1	dchdes:1	0.0	0.0
Hd+k	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	2	2	2	2	BARE+REL_I	BARE+REL_I:1;FREE_L+BARE:1	P:2	chdykain:1;shdalky:1	0.0	0.0	1	1	1	1	FREE_L+BARE	FREE_L+BARE:1	P:1	shdalky:1	0.0	0.0	1	1	1	1	FREE_L+BARE	FREE_L+BARE:1	P:1	shdalky:1	0.0	0.0
Hd+k+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BARE+BOUND_D	BARE+BARE+BOUND_D:1	P:1	chdykchedy:1	0.0	0.0	1	1	1	1	BARE+BARE+BOUND_D	BARE+BARE+BOUND_D:1	P:1	chdykchedy:1	0.0	0.0	1	1	1	1	BARE+BARE+BOUND_D	BARE+BARE+BOUND_D:1	P:1	chdykchedy:1	0.0	0.0
Hd+k+Hd	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	ychdykchdy:1	0.0	0.0											1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	chdykchdy:1	0.0	0.0
Hd+kair	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	FREE_L+BARE	FREE_L+BARE:1	P:1	chdalkair:1	0.0	0.0	2	2	2	1	FREE_L+BARE	FREE_L+BARE:1;BARE+BARE:1	P:2	chdalkair:1;shdykairy:1	0.0	0.0										
Hd+kairl	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE+FREE_A	BARE+FREE_A:1	P:1	shdykairylam:1	0.0	1.0											1	1	1	1	BARE+FREE_A	BARE+FREE_A:1	P:1	shdykairylam:1	0.0	1.0
Hd+o	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	4	4	4	2	BARE+BARE	BARE+BARE:3;FREE_L+BARE:1	P:4	pydchdom:1;shdalo:1;chdo:1;shdo:1	0.25	0.0	4	4	4	2	BARE+BARE	BARE+BARE:3;FREE_L+BARE:1	P:4	pydchdom:1;shdalo:1;chdo:1;shdo:1	0.25	0.0	4	4	4	2	BARE+BARE	BARE+BARE:3;FREE_L+BARE:1	P:4	pydchdom:1;shdalo:1;chdo:1;shdo:1	0.25	0.0
Hd+od	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	3	3	3	2	BARE+BARE	BARE+BARE:1;BARE+REL_I:1;FREE_R+BARE:1	P:3	chdody:1;chdodaiin:1;pchdarody:1	0.3333333333333333	0.0	3	3	3	2	BARE+BARE	BARE+BARE:1;BARE+REL_I:1;FREE_R+BARE:1	P:3	chdody:1;chdodaiin:1;pchdarody:1	0.3333333333333333	0.0	2	2	2	1	BARE+REL_I	BARE+REL_I:1;FREE_R+BARE:1	P:2	chdodaiin:1;pchdarody:1	0.5	0.0
Hd+oii	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	pchdoiin:1	1.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	pchdoiin:1	1.0	0.0										
Hd+ol	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	9	9	9	4	BARE+BARE	BARE+BARE:7;BARE+REL_I:1;FREE_R+BARE:1	P:9	pchdol:2;chdol:2;chdoly:1;chdolaiin:1;tchdarol:1;shdol:1;tshdol:1	0.2222222222222222	0.1111111111111111	12	12	12	5	BARE+BARE	BARE+BARE:9;FREE_R+BARE:2;BARE+REL_I:1	P:12	pchdol:2;chdol:2;tshdol:2;chdoly:1;chdolaiin:1;tchdarol:1;shdol:1;kchdol:1	0.25	0.08333333333333333	7	7	7	4	BARE+BARE	BARE+BARE:6;FREE_R+BARE:1	P:7	pchdol:2;chdoly:1;tchdarol:1;shdol:1;tshdol:1;chdol:1	0.2857142857142857	0.0
Hd+ol+td	3	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	tchdoltdy:1	0.0	1.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	tchdoltdy:1	0.0	1.0										
Hd+or	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	15	14	12	4	BARE+BARE	BARE+BARE:13;FREE_L+BARE:1	P:14;C:1	chdor:9;tchdor:2;shdor:1;chdalor:1;dchdor:1;kshdor:1	0.21428571428571427	0.0	14	13	12	4	BARE+BARE	BARE+BARE:12;FREE_L+BARE:1	P:13;C:1	chdor:8;tchdor:2;shdor:1;chdalor:1;dchdor:1;kshdor:1	0.23076923076923078	0.0	10	10	8	2	BARE+BARE	BARE+BARE:10	P:10	chdor:7;tchdor:2;kshdor:1	0.3	0.0
Hd+os	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	chdos:1	0.0	0.0	2	2	2	1	BARE+BARE	BARE+BARE:2	P:2	chdos:1;dchdos:1	0.0	0.0
Hd+s	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0											1	1	1	1	FREE_A+BARE	FREE_A+BARE:1	P:1	dchdas:1	0.0	0.0										
Hd+t	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	chdyty:1	0.0	0.0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	chdyty:1	0.0	0.0
Hd+t+od	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0											1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	shdytody:1	0.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	shdytody:1	0.0	0.0
