left_tuple	right_tuple	present_all_readings	stable_confirmed_role_edges	ZL3b_count	ZL3b_pages	ZL3b_sections	ZL3b_role_edges	IT2a_count	IT2a_pages	IT2a_sections	IT2a_role_edges	RF1b_count	RF1b_pages	RF1b_sections	RF1b_role_edges
H+k	H+k+H	1		1	1	1	FREE_R>BOUND_E:1	1	1	1	FREE_R>BOUND_E:1	2	2	2	FREE_R>BOUND_E:2
H+k	H+k+or	0										1	1	1	BOUND_E>BOUND_E:1
H+k	H+o	1		5	5	3	REL_I>BOUND_E:2;BARE>BOUND_E:2;BOUND_E>BOUND_E:1	4	4	3	BARE>BOUND_E:2;BOUND_E>BOUND_E:1;REL_I>BOUND_E:1	3	3	2	BARE>BOUND_E:1;BOUND_E>BOUND_E:1;REL_I>BOUND_E:1
H+k	H+o+H	0										1	1	1	REL_I>BOUND_E:1
H+k	H+od	0		1	1	1	BOUND_D>BOUND_E:1					1	1	1	BOUND_D>BOUND_E:1
H+k	H+od+e	0										1	1	1	BARE>BOUND_E:1
H+k	H+od+or	0										1	1	1	BARE>BOUND_E:1
H+k	H+ol	1		4	4	3	BARE>BOUND_E:2;BOUND_E>BOUND_E:1;REL_I>BOUND_E:1	4	4	3	BARE>BOUND_E:2;BOUND_E>BOUND_E:1;REL_I>BOUND_E:1	1	1	1	BARE>BOUND_E:1
H+k	H+ot	0		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1				
H+k	H+t	1		4	4	3	BARE>BOUND_E:2;BOUND_E>BOUND_E:1;REL_I>BOUND_D:1	4	4	3	BARE>BOUND_E:2;BOUND_E>BOUND_E:1;REL_I>BOUND_D:1	3	3	2	BARE>BOUND_E:2;BOUND_E>BOUND_E:1
H+k	H+ts	1		1	1	1	REL_I>BOUND_E:1	1	1	1	REL_I>BOUND_E:1	1	1	1	REL_I>BOUND_E:1
H+k	Hckh	1		6	5	4	FREE_L>BARE:2;FREE_L>FREE_R:1;BARE>BOUND_D:1;REL_I>BOUND_D:1;REL_I>BOUND_E:1	6	5	4	FREE_L>BARE:2;FREE_L>FREE_R:1;BARE>BOUND_D:1;REL_I>BOUND_D:1;REL_I>BOUND_E:1	6	5	4	FREE_L>BARE:2;FREE_L>FREE_R:1;BARE>BOUND_D:1;REL_I>BOUND_D:1;REL_I>BOUND_E:1
H+k	Hckhd	1		1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1
H+k	Hcphhd	0						1	1	1	BARE>BARE:1				
H+k	Hcth	1		2	2	2	BARE>BARE:2	1	1	1	BARE>BARE:1	2	2	2	BARE>BARE:2
H+k	Hd	1		5	4	4	BARE>BARE:2;FREE_R>REL_I:2;BOUND_E>BARE:1	4	4	3	BARE>BARE:2;BOUND_E>BARE:1;FREE_R>REL_I:1	5	4	4	BARE>BARE:2;FREE_R>REL_I:2;BOUND_E>BARE:1
H+k	Hk	1		2	2	2	REL_I>BARE:1;REL_I>REL_I:1	2	2	2	REL_I>BARE:1;REL_I>REL_I:1	2	2	2	REL_I>BARE:1;REL_I>REL_I:1
H+k	Hk+ol	1		2	2	1	BARE>BOUND_E:1;BARE>BARE:1	2	2	1	BARE>BOUND_E:1;BARE>BARE:1	2	2	1	BARE>BOUND_E:1;BARE>BARE:1
H+k	Ho	1		2	2	1	BARE>FREE_L:1;BARE>BARE:1	1	1	1	BARE>FREE_L:1	1	1	1	BARE>BARE:1
H+k	Ho+H	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	2	2	1	BARE>FREE_L:1;BARE>BARE:1
H+k	Hod	0		1	1	1	BARE>BARE:1	2	2	2	FREE_L>BARE:1;BARE>BARE:1				
H+k	Hok	1		2	2	1	BARE>BOUND_E:1;BARE>REL_I:1	3	3	2	BARE>BARE:1;BARE>BOUND_E:1;BARE>REL_I:1	3	3	2	BARE>BARE:1;BARE>BOUND_E:1;BARE>REL_I:1
H+k	Hot	0		1	1	1	BARE>BARE:1								
H+k	Hs	0						1	1	1	BARE>BARE:1				
H+k	Ht	0		1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1				
H+k	a	1		3	3	2	BOUND_D>BARE:1;BARE>BARE:1;REL_I>BARE:1	3	3	2	BOUND_D>BARE:1;BARE>BARE:1;REL_I>BARE:1	2	2	1	BOUND_D>BARE:1;BARE>BARE:1
H+k	a+k	0						1	1	1	FREE_L>Q_BARE:1				
H+k	a+s	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k	ai	1		6	6	4	BARE>BARE:4;REL_I>BARE:2	6	6	4	BARE>BARE:4;REL_I>BARE:2	7	7	4	BARE>BARE:4;REL_I>BARE:3
H+k	ai+dl	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k	aii	1		11	11	3	BARE>BARE:6;FREE_L>BARE:2;BOUND_D>BARE:1;BOUND_E>BARE:1;FREE_R>BARE:1	9	9	3	BARE>BARE:4;BOUND_E>BARE:2;FREE_L>BARE:2;BOUND_D>BARE:1	9	9	4	BARE>BARE:4;BOUND_E>BARE:2;FREE_L>BARE:2;FREE_R>BARE:1
H+k	aiir	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k	air	1		1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1
H+k	al	1		8	7	5	BARE>BARE:3;BOUND_E>BARE:2;FREE_L>BARE:2;BARE>FREE_R:1	9	8	5	BARE>BARE:3;FREE_L>BARE:3;BOUND_E>BARE:2;BARE>FREE_R:1	8	8	5	BARE>BARE:4;BOUND_E>BARE:2;BARE>FREE_R:1;FREE_L>BARE:1
H+k	al+d	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k	al+o	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
H+k	al+o+cthh	0						1	1	1	BARE>BARE:1				
H+k	al+s	0		1	1	1	FREE_L>BARE:1					1	1	1	FREE_L>BARE:1
H+k	ar	1		7	7	3	BARE>BARE:5;BARE>FREE_A:1;FREE_A>BARE:1	6	6	3	BARE>BARE:4;BARE>FREE_A:1;FREE_A>BARE:1	5	5	3	BARE>BARE:4;FREE_A>BARE:1
H+k	cthd	1		1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1
H+k	d	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k	e	1		6	6	2	BARE>BOUND_D:2;BOUND_E>Q_BARE:1;BOUND_D>BARE:1;BOUND_E>BARE:1;BARE>Q_BOUND_E:1	5	5	2	BOUND_D>BARE:1;BOUND_E>BARE:1;BARE>BOUND_D:1;BOUND_D>Q_BOUND_D:1;BARE>Q_BOUND_E:1	8	8	2	BARE>BOUND_E:2;BOUND_E>BARE:2;BOUND_E>Q_BARE:1;BARE>BOUND_D:1;BOUND_D>Q_BOUND_D:1;BARE>Q_BOUND_E:1
H+k	e+or	0						1	1	1	BARE>BOUND_E:1				
H+k	ed	1		2	2	2	BOUND_E>BARE:1;BARE>BARE:1	3	3	3	BOUND_E>BARE:1;BARE>BARE:1;FREE_R>REL_I:1	1	1	1	BARE>BARE:1
H+k	l	0		1	1	1	BARE>BARE:1					3	3	2	BARE>BARE:2;BOUND_D>BARE:1
H+k	l+H	1		4	3	1	BARE>BARE:3;BOUND_E>BARE:1	3	2	1	BARE>BARE:2;BOUND_E>BARE:1	3	3	1	BARE>BARE:2;BOUND_E>BARE:1
H+k	l+H+H	0										1	1	1	BOUND_E>BARE:1
H+k	l+H+Hd	0						1	1	1	BOUND_D>BARE:1				
H+k	l+d	0										1	1	1	REL_I>BARE:1
H+k	l+k	1		4	3	1	BOUND_D>BARE:2;BARE>BARE:2	3	3	1	BARE>BARE:2;BOUND_D>BARE:1	4	3	1	BOUND_D>BARE:2;BARE>BARE:2
H+k	l+k+od	0										1	1	1	FREE_L>BARE:1
H+k	l+ok	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k	l+ol	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k	l+ol+s	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k	l+or	0										1	1	1	REL_I>BARE:1
H+k	l+t	1		3	3	2	BARE>BARE:2;BOUND_E>BARE:1	3	3	2	BARE>BARE:2;BOUND_E>BARE:1	3	3	2	BARE>BARE:2;BOUND_E>BARE:1
H+k	o	0		2	2	2	FREE_R>Q_FREE_R:1;BOUND_D>Q_BOUND_D:1					3	3	2	FREE_R>Q_FREE_R:1;REL_I>BARE:1;BARE>BARE:1
H+k	o+H	1		1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1
H+k	o+Hd	1	BOUND_D>Q_BARE	1	1	1	BOUND_D>Q_BARE:1	1	1	1	BOUND_D>Q_BARE:1	1	1	1	BOUND_D>Q_BARE:1
H+k	o+Hes	0										1	1	1	BOUND_E>BARE:1
H+k	o+ckh+or	1		1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1
H+k	o+k	1		1	1	1	FREE_L>FREE_L:1	1	1	1	FREE_L>FREE_L:1	1	1	1	FREE_L>FREE_L:1
H+k	od	1		2	2	2	BOUND_D>Q_FREE_R:1;REL_I>FREE_L:1	1	1	1	REL_I>FREE_L:1	1	1	1	BOUND_D>Q_FREE_R:1
H+k	od+or	0						1	1	1	BOUND_D>Q_BARE:1				
H+k	ok	1	BOUND_D>Q_BOUND_D;BOUND_D>Q_REL_I;BOUND_E>Q_BARE;BOUND_E>Q_BOUND_E	54	35	5	BARE>Q_REL_I:6;BARE>Q_FREE_L:5;BOUND_D>Q_BOUND_D:3;BARE>BOUND_D:3;BARE>Q_BOUND_D:3;BOUND_E>Q_BOUND_D:3;BARE>BOUND_E:3;FREE_R>REL_I:2;BARE>Q_BARE:2;BARE>Q_BOUND_E:2;BOUND_E>Q_BOUND_E:2;BOUND_E>Q_BARE:2;BARE>REL_I:2;FREE_A>REL_I:1;FREE_L>Q_FREE_R:1;REL_I>REL_I:1;FREE_L>Q_FREE_L:1;FREE_A>Q_FREE_R:1;REL_I>BARE:1;BOUND_E>BOUND_D:1;FREE_R>BOUND_E:1;BARE>FREE_R:1;BARE>FREE_L:1;BOUND_D>BOUND_D:1;REL_I>Q_BOUND_D:1;REL_I>Q_REL_I:1;BOUND_D>Q_REL_I:1;BOUND_E>Q_REL_I:1;BOUND_E>BOUND_E:1	54	35	5	BARE>Q_REL_I:6;BARE>Q_FREE_L:4;BOUND_D>Q_BOUND_D:3;BARE>BOUND_D:3;BARE>Q_BOUND_D:3;BARE>BOUND_E:3;FREE_R>REL_I:2;BOUND_E>Q_BOUND_D:2;BARE>Q_BARE:2;BARE>Q_BOUND_E:2;REL_I>Q_REL_I:2;BOUND_E>Q_BOUND_E:2;BOUND_E>Q_BARE:2;BARE>REL_I:2;BOUND_E>BOUND_E:2;FREE_A>REL_I:1;REL_I>REL_I:1;FREE_L>Q_FREE_L:1;FREE_A>Q_FREE_R:1;REL_I>BARE:1;BOUND_E>BOUND_D:1;BARE>FREE_R:1;BARE>FREE_L:1;BOUND_D>BOUND_D:1;REL_I>FREE_R:1;BOUND_D>Q_FREE_A:1;REL_I>Q_BARE:1;BOUND_D>Q_REL_I:1;BOUND_E>Q_REL_I:1	47	31	5	BARE>Q_REL_I:5;BARE>Q_FREE_L:4;BARE>Q_BOUND_D:3;BOUND_E>Q_BOUND_E:3;BOUND_D>Q_BOUND_D:2;FREE_R>REL_I:2;BOUND_E>Q_BOUND_D:2;BARE>Q_BOUND_E:2;BARE>BOUND_E:2;BOUND_E>Q_BARE:2;BARE>REL_I:2;BARE>BOUND_D:2;BOUND_E>Q_REL_I:2;FREE_A>REL_I:1;FREE_L>Q_FREE_R:1;REL_I>REL_I:1;FREE_L>Q_FREE_L:1;FREE_A>Q_FREE_R:1;REL_I>BARE:1;BOUND_E>BOUND_D:1;BARE>Q_BARE:1;FREE_R>BOUND_E:1;BARE>FREE_R:1;BARE>FREE_L:1;BOUND_D>Q_BOUND_E:1;BOUND_D>Q_REL_I:1;BOUND_E>BOUND_E:1
H+k	ok+H	1		5	5	3	BARE>Q_BARE:1;BOUND_E>BARE:1;BARE>BOUND_E:1;FREE_L>BOUND_E:1;REL_I>BARE:1	4	4	2	BARE>Q_BARE:1;BARE>BOUND_E:1;FREE_L>BOUND_E:1;REL_I>BARE:1	6	6	3	BARE>BOUND_E:2;BARE>Q_BARE:1;BOUND_E>BARE:1;FREE_L>BOUND_E:1;REL_I>BARE:1
H+k	ok+Hd	1		3	3	2	BARE>Q_BARE:2;BARE>BOUND_E:1	3	3	2	BARE>Q_BARE:2;BARE>BOUND_E:1	2	2	1	BARE>Q_BARE:2
H+k	ok+Hoiii	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_E>BARE:1
H+k	ok+d	1		1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1
H+k	ok+o	0						1	1	1	FREE_R>Q_BOUND_E:1	1	1	1	FREE_R>Q_BOUND_E:1
H+k	ok+od	1		3	3	2	BARE>Q_BOUND_E:2;FREE_R>Q_BOUND_E:1	1	1	1	BARE>Q_BOUND_E:1	2	2	2	BARE>Q_BOUND_E:2
H+k	ok+od+or	0						1	1	1	BARE>Q_BOUND_E:1				
H+k	ok+ok	1		1	1	1	REL_I>Q_BOUND_E:1	1	1	1	REL_I>Q_BOUND_E:1	1	1	1	REL_I>Q_BOUND_E:1
H+k	ok+ol	1		2	2	1	BOUND_D>Q_BARE:1;BARE>BOUND_E:1	3	3	1	BOUND_D>Q_BARE:1;BARE>Q_BARE:1;BARE>BOUND_E:1	2	2	1	BARE>Q_BARE:1;BARE>BOUND_E:1
H+k	ok+or	1		1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1
H+k	okair	1		1	1	1	FREE_R>Q_BARE:1	1	1	1	FREE_R>Q_BARE:1	1	1	1	FREE_R>Q_BARE:1
H+k	okeees	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k	ol	1		7	5	2	BARE>BARE:5;BARE>Q_BARE:1;REL_I>BARE:1	7	5	2	BARE>BARE:5;BARE>Q_BARE:1;REL_I>BARE:1	8	7	2	BARE>BARE:6;BARE>Q_BARE:1;REL_I>BARE:1
H+k	ol+H	1		2	2	2	BARE>Q_BARE:1;REL_I>BARE:1	2	2	2	BARE>Q_BARE:1;REL_I>BARE:1	2	2	2	BARE>Q_BARE:1;REL_I>BARE:1
H+k	ol+Hd	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k	ol+d	1		3	3	3	BARE>BARE:1;FREE_R>BARE:1;REL_I>BARE:1	3	3	3	BARE>BARE:1;FREE_R>BARE:1;REL_I>BARE:1	1	1	1	FREE_R>BARE:1
H+k	ol+k	1		2	2	2	FREE_R>BARE:1;FREE_L>Q_BARE:1	2	2	2	FREE_R>BARE:1;FREE_L>Q_BARE:1	2	2	2	FREE_R>BARE:1;FREE_L>Q_BARE:1
H+k	ol+k+H	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k	ol+k+od	0						1	1	1	FREE_L>BARE:1				
H+k	ol+k+ol	0						1	1	1	FREE_R>BARE:1				
H+k	or	1		7	6	5	BOUND_E>BARE:3;BARE>BARE:2;BARE>REL_I:1;BOUND_E>REL_I:1	6	5	4	BOUND_E>BARE:2;BARE>BARE:1;BARE>REL_I:1;FREE_R>BARE:1;BOUND_E>REL_I:1	9	8	5	BARE>BARE:3;BOUND_E>BARE:3;BARE>REL_I:1;FREE_R>BARE:1;BOUND_E>REL_I:1
H+k	or+H	0		1	1	1	FREE_R>BARE:1								
H+k	or+Hos	0						1	1	1	BOUND_E>BARE:1				
H+k	os	1		2	2	2	BARE>REL_I:1;REL_I>BARE:1	2	2	2	BARE>REL_I:1;REL_I>BARE:1	2	2	2	BARE>REL_I:1;REL_I>BARE:1
H+k	ot	1		10	9	3	BARE>FREE_R:3;BARE>Q_FREE_L:1;BARE>Q_REL_I:1;BARE>REL_I:1;REL_I>REL_I:1;BOUND_D>BOUND_D:1;FREE_L>FREE_R:1;BARE>Q_BOUND_E:1	10	9	3	BARE>FREE_R:4;BARE>Q_REL_I:1;BARE>REL_I:1;REL_I>REL_I:1;BOUND_D>BOUND_D:1;FREE_L>FREE_R:1;BARE>Q_BOUND_E:1	11	10	3	BARE>REL_I:2;BARE>FREE_R:2;BARE>Q_FREE_L:1;BARE>FREE_A:1;BARE>Q_REL_I:1;BARE>BOUND_E:1;BOUND_D>BOUND_D:1;FREE_L>FREE_R:1;BARE>Q_BOUND_E:1
H+k	ot+H	1	BOUND_D>Q_BARE	3	3	2	BARE>BARE:2;BOUND_D>Q_BARE:1	4	4	2	BARE>BARE:2;REL_I>BOUND_E:1;BOUND_D>Q_BARE:1	2	2	1	BARE>BARE:1;BOUND_D>Q_BARE:1
H+k	ot+Hd	1		2	2	2	FREE_R>BARE:1;BARE>FREE_R:1	1	1	1	FREE_R>BARE:1	3	3	2	FREE_R>BARE:1;BARE>FREE_R:1;BARE>Q_BARE:1
H+k	ot+d	0										1	1	1	BOUND_E>FREE_L:1
H+k	ot+k	0						1	1	1	BARE>FREE_A:1				
H+k	ot+k+s	0		1	1	1	BARE>FREE_A:1								
H+k	ot+o	1		1	1	1	BOUND_E>BOUND_E:1	1	1	1	BOUND_E>BOUND_E:1	1	1	1	BOUND_E>BOUND_E:1
H+k	ot+ol	1		1	1	1	FREE_R>BARE:1	1	1	1	BARE>BARE:1	1	1	1	FREE_R>BOUND_E:1
H+k	ot+or	0		1	1	1	BOUND_E>BOUND_D:1	1	1	1	BOUND_E>BOUND_D:1				
H+k	otar	0										1	1	1	FREE_L>FREE_R:1
H+k	otar+s	0		1	1	1	FREE_L>FREE_A:1	1	1	1	FREE_L>FREE_A:1				
H+k	otees	0		1	1	1	BOUND_E>Q_BARE:1	1	1	1	BOUND_E>Q_BARE:1				
H+k	oteii	0										1	1	1	REL_I>BARE:1
H+k	r	1		2	2	2	BARE>FREE_R:1;BARE>REL_I:1	3	3	3	BARE>BARE:1;BARE>FREE_R:1;BARE>REL_I:1	4	4	3	BARE>REL_I:2;BARE>BARE:2
H+k	r+or	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1
H+k	s	1		2	2	1	BOUND_E>BARE:1;FREE_L>BARE:1	1	1	1	FREE_L>BARE:1	2	2	1	BOUND_E>BARE:1;FREE_L>BARE:1
H+k	t	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
H+k	x	1		1	1	1	BARE>FREE_R:1	1	1	1	BARE>FREE_R:1	1	1	1	BARE>FREE_R:1
H+k+H	H	1		2	2	2	BARE>REL_I:1;BARE>BOUND_D:1	4	4	4	BARE>REL_I:1;BARE>BOUND_D:1;BARE>FREE_L:1;BOUND_D>BOUND_D:1	2	2	2	BARE>REL_I:1;BARE>BOUND_D:1
H+k+H	H+k	0		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1				
H+k+H	H+o+cph	0										1	1	1	BOUND_D>BOUND_E:1
H+k+H	Ho	0		1	1	1	BARE>BARE:1								
H+k+H	Hs+e	0		1	1	1	BARE>BARE:1								
H+k+H	aii+d	0		1	1	1	BOUND_E>BARE:1					1	1	1	BOUND_E>BARE:1
H+k+H	ar	0		1	1	1	BARE>BARE:1								
H+k+H	cth	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k+H	e+od	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
H+k+H	o+Hes	0						1	1	1	BOUND_E>BARE:1				
H+k+H	oair	1		1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1
H+k+H	ok	1		3	3	3	BARE>Q_FREE_R:1;BARE>Q_BOUND_E:1;BARE>Q_REL_I:1	4	4	4	BARE>Q_FREE_R:1;BARE>Q_BOUND_E:1;BARE>Q_BOUND_D:1;BARE>Q_REL_I:1	4	4	3	BARE>Q_FREE_R:1;BOUND_E>Q_BOUND_E:1;BARE>Q_BOUND_E:1;BARE>Q_REL_I:1
H+k+H	ok+H	1		2	2	2	FREE_L>BARE:1;BARE>BOUND_E:1	2	2	2	FREE_L>BARE:1;BARE>BOUND_E:1	2	2	2	FREE_L>BARE:1;BARE>BOUND_E:1
H+k+H	ok+od	1	BOUND_E>Q_BARE	1	1	1	BOUND_E>Q_BARE:1	1	1	1	BOUND_E>Q_BARE:1	1	1	1	BOUND_E>Q_BARE:1
H+k+H	ok+s	0										1	1	1	BARE>Q_FREE_A:1
H+k+H	ol	1		2	2	2	BOUND_E>Q_REL_I:1;BARE>BARE:1	2	2	2	BOUND_E>Q_REL_I:1;BARE>BARE:1	2	2	2	BOUND_E>Q_REL_I:1;BARE>BARE:1
H+k+H	ol+H	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k+H	or	0						1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k+H	ot	0						1	1	1	BOUND_E>Q_BOUND_D:1	2	2	2	BARE>Q_REL_I:1;BOUND_E>Q_BOUND_E:1
H+k+H	ot+H	0		1	1	1	BARE>Q_BARE:1					1	1	1	BARE>Q_BARE:1
H+k+H	ot+Hd	0		1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1				
H+k+H	ot+d	0		1	1	1	BOUND_E>FREE_L:1	1	1	1	BOUND_E>FREE_L:1				
H+k+H	ot+ol	1	BOUND_D>Q_BARE	1	1	1	BOUND_D>Q_BARE:1	1	1	1	BOUND_D>Q_BARE:1	1	1	1	BOUND_D>Q_BARE:1
H+k+H	otees	0										1	1	1	BARE>Q_BARE:1
H+k+H+ol	ok+ol	1		1	1	1	BARE>Q_BOUND_E:1	1	1	1	BARE>Q_BOUND_E:1	1	1	1	BARE>Q_BOUND_E:1
H+k+H+or	ar	0						1	1	1	BARE>BARE:1				
H+k+H+or	s	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
H+k+H+t	H	0						1	1	1	BARE>BOUND_D:1				
H+k+Hd	H+ckh	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
H+k+Hd	H+t	0						1	1	1	BARE>FREE_L:1				
H+k+Hd	ok	0		1	1	1	BARE>Q_FREE_R:1	1	1	1	BARE>Q_FREE_R:1				
H+k+Ho	ckh	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k+e	ok	0										1	1	1	BOUND_E>BOUND_D:1
H+k+k	H+ckh	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
H+k+o	Hod	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
H+k+o	a+s	0										1	1	1	BARE>BARE:1
H+k+o	ai	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k+o	ok	0		1	1	1	FREE_L>BOUND_E:1								
H+k+o	ok+H	0		1	1	1	BARE>Q_BARE:1					1	1	1	BARE>Q_BARE:1
H+k+o	ot+H	0										1	1	1	BARE>BARE:1
H+k+o	ot+o	0										1	1	1	BARE>Q_BARE:1
H+k+o	r+ol	0						1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k+od	a+s	0						1	1	1	BARE>BARE:1				
H+k+od	aii	0		1	1	1	BARE>BARE:1								
H+k+od	al	0						1	1	1	BARE>BARE:1				
H+k+od	ar	0		1	1	1	BARE>BARE:1								
H+k+od	l	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k+od	ok	1		1	1	1	BARE>Q_BOUND_E:1	1	1	1	BARE>Q_BOUND_E:1	1	1	1	BARE>Q_BOUND_E:1
H+k+od	ok+H	0						1	1	1	BARE>Q_BARE:1				
H+k+od	ot+od	0		1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1				
H+k+od	s	0						1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k+oii	ok	0		1	1	1	BARE>FREE_R:1								
H+k+ol	H	0		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1				
H+k+ol	H+ckh	0										1	1	1	BARE>BOUND_E:1
H+k+ol	H+o	0		1	1	1	BARE>BOUND_E:1								
H+k+ol	Ho	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k+ol	aii	0		1	1	1	BARE>BARE:1								
H+k+ol	al+ol	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+k+ol	ar	1		1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1
H+k+ol	ckh	0		1	1	1	BARE>FREE_L:1								
H+k+ol	ok	0						1	1	1	BARE>FREE_A:1				
H+k+or	H+or	0		1	1	1	BARE>BOUND_E:1					1	1	1	BARE>BOUND_E:1
H+k+or	Hod	0						1	1	1	BARE>BARE:1				
H+k+or	ok+or	1		1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1
H+k+or	ol+k	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
H+k+or	ol+k+ol	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
H+k+or	ot+ol	0						1	1	1	BARE>BARE:1				
H+k+os	Ho	0										1	1	1	BARE>BARE:1
H+k+os	Hod	0		1	1	1	BARE>BARE:1								
H+k+s	o	1		1	1	1	BARE>FREE_R:1	1	1	1	BARE>FREE_R:1	1	1	1	BARE>FREE_R:1
H+kair	Hot	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+kair	odal	1		1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1
H+kair	ok	0		1	1	1	BARE>FREE_R:1								
H+kair	or	0						1	1	1	BARE>REL_I:1				
H+kair	or+k	0		1	1	1	BARE>REL_I:1					1	1	1	BARE>REL_I:1
H+kcsd	H+od	0						1	1	1	BARE>BOUND_E:1				
H+kd	Ho	0						1	1	1	FREE_A>BARE:1				
H+kd	ai	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
H+kd	o	0										1	1	1	REL_I>FREE_L:1
H+keii	ot	0										1	1	1	BARE>BOUND_E:1
H+kel	cthd	0						1	1	1	BARE>BARE:1				
H+kes	ot	0						1	1	1	BARE>FREE_L:1				
H+kh	ot	0						2	2	2	BARE>BARE:1;BARE>BOUND_E:1				
H+kh+ol	H	0						1	1	1	BARE>FREE_R:1				
H+khh	ar	0						1	1	1	BARE>BARE:1				
H+kiii	ok	0										1	1	1	BARE>FREE_R:1
H+kl	oii	0						1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
