source_order	manifest_id	manifest_sha256	label	manuscript_number	century	archetype	theme	description	circle_match	people_match	element_quality_match	marking_match	metadata_candidate
78	711fdad4-dd92-4051-b7ee-91941bf80b96	a4698f590e17265f240d42f9dd853f62fb09e594f9b29fb77c39dacda19011da	Medical Treatments	Sloane MS 1975, f. 91v	c. 1150-1200 AD		Medicine	"A full-page illuminated miniature in four compartments, putting in evidence three types of medical treatments, namely: (1) taking medication, (2) trepanation and (3) cauterization. The first image shows an old doctor sitting, with one hand holding knowledge and the other touching the arm of an assistant, getting his attention and instructing him how to prepare the medication in a pot plus a long stick or wooden spoon. The second image has the caption “Epilepticus sic curabitur” on top and shows two old doctors with work instruments looking at each other with a serious complexion, about to perform together a concerted operation on the head of a patient. The patient has his eyes open (in this century, anesthesia had not yet been invented), is already bleeding and is immobilized with his hands tied behind his back and a foot ""trapped"" by the foot of one of the doctors. “The way to cure an epileptic” would involve then a surgery (trepanation – the opening of the skull and removal of the cause of the epilepsy) and cauterization, medical procedures which the patient is, in this image, undergoing jointly. The two last miniatures address the same medical practice: cauterization. In the third image, the doctor is seen sitting in the center, surrounded by two patients portrayed with cautery points marked on the body. For example, above patient furthest down, there is a caption which reads “Ad dolorem capitis et mania incenditur sic”. Both epilepsy and mania were thought to be psychopathologies caused by the imbalance of the humours: in these cases, an excess of black bile. As can be read in medieval texts, “maniacus est insanus” or “mania, id est, mentis alienacio”, and that is why the visual representation of the maniac is giving him the appearance of insane: hair raised in the air, and physical gestures associated with being hyperactive (restless hands). The fourth image shows the doctor on the left holding the arm of one of the patients, placing the instrument of cautery on one of the points on the patient's body, and it reads “Ad dolorem capitis et prefocationem stomachi incenditur sic”."	0	0	0	1	0
79	d8c04434-32da-45fd-b838-a89831476b41	d5794e9f43af5b7b3fdd2eb1ac73bfd6150cbf4115600037d4b007b1ba7c3c56	Lions in alchemy's symbolism	Add MS 5025, f. 1br	c. 1600 AD		Alchemy	Two lions, one red and one green, rising on their forelegs, against the wall of a burning furnace. The lion belongs to alchemy's symbolism tradition: it can illustrate stages of transformation (whether physical or spiritual), to symbolize gold or the sun, or to be the ultimate protector of alchemical secrets.	0	0	0	0	0
80	d8ccd30c-cc6d-4a13-aa8d-9b71f58f52d8	bf1c59d6000144bb8363c8013f8d8c01943a8301dc142a57f2809299b65f8d24	Axis of the World	Harley 4940, f. 28r	c. 1300-1350 AD		Philosophy	The brief summa of love by Matfres (actually, a compendium of knowledge on varied subjects from the end of the 13th century), copied in southern France in a gothic script, is full of miniatures, bigger (two column length or full page) and smaller (column-wide), with multiple colours and gold. On folio 28r there is a very schematic diagram with two angels moving hand cranks used to turn the axis of the world, represented as a wheel decorated with colourful orthogonal patterns.	1	0	0	0	0
81	e1a296a7-6a6b-4740-8948-55b40f4222a0	8e033cc9c0dfd448667d363267f8019bd84ad45be3001fda553f916699c045d1	Latitudes	Cod. 347, f. 25r	c. 0800 AD	Latitudes	Astronomy	Large circular diagram displaying the planetary latitudes according to Plinius, located on folio 25r at the end of an excerpt from Plinius: 'Naturalis Historia', liver II, found on a Carolingian composite manuscript. Thirteen concentric circles represent the Zodiac and the sun performs a circular path along the seventh circle (the elliptic), represented as an undulating red line. Venus, Mercury and the Moon's orbits are eccentric, while Mars, Jupiter and Saturn follow concentric orbits.	1	0	0	0	0
82	e2c5ac4a-394c-4c05-860a-1584250be7c9	db92f9e46f6ed8be817d950755252f5f0e8923dea17c2c9ee77902dfbd413cd7	Five Circles	Cod. Sang. 238, p. 335	c. 0750-0800 AD	Five Circles | Climate Zones	Natural Philosophy	This diagram illustrates chapter X: De quinque circulis mundi. It consists of five superimposed rings painted in red, yellow and green, placed horizontally so that one always touches the two following rings. It is a total abstraction of the concept of the five climate zones of the Earth, as conceived since Antiquity, but it is also an intuitive from of the idea of successive changes in weather as one progresses north or south. This diagram is also one of the few examples in medieval manuscripts to make no use of words or signs.	0	0	0	1	0
83	e3cf3273-2b88-4ee9-bdcc-264c2321b145	238c78bc1bf98e5e0d10a2961c61e33fbf0d6ebf9dc1c6be8d3326867b119ee1	Alchemy and healing	Add MS 5025, f. 1ar	c. 1600 AD		Alchemy | Medicine	In the image one sees an angel addressing a human figure almost entirely lying down, with his/her head resting on an arm, on an area of grass, a figure characterized similar to a monk by the clothing (a hooded robe), and the angel is partially kneeling at his/her feet with a platter in his hands full of small unidentified objects. The human figure has one eye completely closed and the other open. Right below one sees the same human figure and the angel again, but now the person has both eyes open and the angel has a heart pierced by a knife on his bloody platter, and a phrase – no longer fully legible – comes out of his mouth: 'Collirio inunge oculus tuos vi videns'. The speech scroll that comes out of the angel's mouth shows that this imagery of the so-called Ripley Scrolls points out alchemy as a healing experience.	0	1	0	0	0
84	4c6cdd5e-c38f-4eee-9745-8e47c09e3bc1	a33731e6a34c48aaa1db09aeaedbafca0a29c34e2a78ec459d420bcc6fef941b	Philosopher's Stone	GB 247 MS Ferguson 6	c. 1600 AD		Alchemy	Illustration from a copy of Rosarium Philosophorum, a key alchemical treatise first printed in 1550. The image shows a stone basin in a green landscape, a cloud floating above with the heads of three blond cherubs, from whose mouths come streams of a greenish-blue liquid which go into the tub, from whence it flows through a spout into a glass flask. Those streams of angelic fluids are labelled with the alchemical symbols for mercury (spiritus), sulphur (anima) and salt (corpus). These three principles are fundamental for the preparation of the “Philosopher's Stone” and the image functions as a “visual recipe” which has to be interpreted by alchemical practitioners.	0	0	0	0	0
85	50b25abb-a0b1-4777-8629-0ae51232ed7c	b2cf7a7deeb1615136715722c0e4f227d964b7f581a49568559351ea3aa511ce	Cautery Practice Scene	MS. Rawl. C. 328, f. 003v	c. 1300-1350 AD		Medicine	The image shows a cautery practice scene, with three patients standing and awaiting treatment and a seated figure – Constantine, monk of Monte Cassino – trying to keep a fire burning, in which there are three metal tools being heated, with which patients will be treated. Cauterization consists of the burning of flesh with a heated piece of metal. In medieval medicine, a physician would strategically apply a cautery iron on specific cauterisation points in the human body to cure various health problems, from head to toe, such as headache, toothache, inflammation of the gums, tertian fever, quaternary fever and quotidian fever, asthma, hernia, sciatica, spleen disease, liver disease, kidney disease, stomach trouble, dropsy, elephantiasis, inflammation of the breast, swelling of the knees, pains in the kidneys, hips and toes, and so on.	0	0	0	0	0
86	e51f24ce-9174-437a-8190-9c532cbb6455	7f325d69e22b943f24fea2b29f155c2313ee2d4504a19cd5bc8c97fcb4fa4a34	Roses in alchemy	Add MS 5025, f. 3ar	c. 1600 AD		Alchemy	In the center, a large white and red rose, from which the stem has four other smaller roses, seen in profile. Above, an inscription that reads: 'Take the fayer Roses, white and red And joyne them all in won bed, So betwin these Roses mylde, Thou shalt bring forth a G(lowing?) chylde'. In alchemical texts, the rose is a fundamental symbol: it represents the male/female polarity, being the white rose feminine, the lunar soul (Salt) and the red masculine, the solar spirit (Sulfur) and from the coniunctio (conjunction) of both opposites happens the birth of the Philosopher’s Child (Mercury). The inscription expresses then the result of the mystical union of opposites, in this way summarily: 'Take the roses, white and red, and join them in bed: bring a child'.	0	0	0	1	0
87	e65b7abc-5ebd-45a3-8072-bcf3e3be3c84	4f537fb109ab19558d8a9c525a317debd862d08acb7f4c8660f36e7182c4b5ae	Board Game	res-261-v, flyleaf	1563 AD		Ethics	Printed woodcuts on a single sheet, folded to fit the 4º format, placed at the end of the book. There are three circular boards of the game and a pointer, spacialy arranged to best fit the paper sheet. The larger board contains the same information as the pieces of the game: twelve virtues and twenty-four vices; their order on the Tree Diagram; virtues’ natural order and vices’ type (excess/defect). The middle board contains twenty-four degrees (used to calculate the intentions and remissions of the soul). The smaller board contains twelve human passions, six of which intensify our actions and the other six “cool down” our intensions. The pointer represents free-will. The boards and pointer are meant to be placed on top of oneanother and spin ramdomly, thus providing the players of the game with all the information necessary to calculate the games’ moves and progress. Inside the book, there are thirty-six woodcuts of the pieces of the board game distributed in sets of 9 per sheet, ff. 15-16v, printed in 4º (21cm). The pieces are round, of c. 3cm in diameter. The pieces contain three levels of information: in the middle, the abbreviated name of a virtue or vice; on top, the order in which each appears on the Tree Diagram (also found on a separate sheet at the end of the book) from bottom to top, in roman numerals; bellow, the natural value of each virtue and/or the indication of the type of vice (excess/defect).	1	0	0	0	0
88	79fee80c-82c5-41cb-a6eb-dba1e9ed7e2f	6f49910d1b95beb6f5ecaea4a817f0efb6951a9e538ba93c40d11dc783e8e21b	Surgical procedures	Harley 1585, f. 9v	c. 1150-1200 AD		Medicine	Full page drawings of surgical procedures in pacients with eyes and nose health problems, showing how the physician performs the surgery in someone who suffers of “albule oculorus” (above) and “fungus de nare” (below).	0	0	0	0	0
89	2056564b-e97e-460c-ac95-5a60f1cb615f	06070343fdd65b5a1a82bf8d3d8ddeec5c2a263a992134a2578598ec57f1031e	Alchemy and Christianity	Add MS 5025, f. 3br	c. 1600 AD		Alchemy	In a hexagonal shaped fountain with water gushing out of the mouth of some figures that resemble an animal (the lion) is a tall, robust tree full of red apples, seen at the top; in the middle of the branches and foliage, a figure reminiscent of Christ crucified, bleeding on his feet, chest, hands and forehead. On both sides of the tree it reads: 'Lingnam sapientiae' and 'Lignum vite'. In the lower part of the Tree of Wisdom or Tree of Life trunk and inside the fountain are two human figures with hands clasped and embracing the tree trunk: naked, a woman with long hair and fully represented in white and a golden man. The water that flows from the fountain fills the battlemented enclosure (note the strokes of blue), whose entrance indicates it is the “phylosophie paradisus”. In four of the turrets between the walls are four well-dressed male figures, which can be seen up to the chest area. In front of the aforementioned tree appears a figure half woman half dragon: she hands Eve a fruit, which Adam also already has in his hand and is preparing to bite. Adam and Eve are represented in large size and these figures are similar to those in the fountain (above-mentioned), with the difference that they appear there in small size and Adam is entirely represented in golden tone. A baby/small child rises from Eva's shoulder in the direction of the dragon woman, who holds her with one of her arms. From this image, several connections between alchemy and Christianity can be explored, such as the Book of Genesis, the ideas of spirit, bodies, incarnation, crucifixion, death, etc.	0	1	0	0	0
