unified_serial	domain	page	unit_id	local_address	visible_identity	owner_or_namespace	construction_or_event	short_form_reading	concrete_unit_reading_de	unit_program_word_ids	unit_program_words_de	anchor_mix	provenance_warning
194	BATH_AND_SERVICE	f82r	B2	B2-S010	qokeey	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
195	BATH_AND_SERVICE	f82r	B2	B2-S010	qoky	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	C07	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
196	BATH_AND_SERVICE	f82r	B2	B2-S010	ls	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	C01	Setze die gelernte Fachkarte: Durchlassöffnung.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
197	BATH_AND_SERVICE	f82r	B2	B2-S010	cheey	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	C01	Setze die gelernte Fachkarte: klarer Auszug.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
198	BATH_AND_SERVICE	f82r	B2	B2-S011	okain	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	C06	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
199	BATH_AND_SERVICE	f82r	B2	B2-S011	char	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: aus dem Ansatz.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
200	BATH_AND_SERVICE	f82r	B2	B2-S011	okain	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	C06	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
201	BATH_AND_SERVICE	f82r	B2	B2-S011	qokeedy	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
202	BATH_AND_SERVICE	f82r	B2	B2-S012	lchy	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	C01	Setze die gelernte Fachkarte: abziehen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
203	BATH_AND_SERVICE	f82r	B2	B2-S012	cheey	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	C01	Setze die gelernte Fachkarte: klarer Auszug.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
204	BATH_AND_SERVICE	f82r	B2	B2-S012	qcthey	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz bereithalten.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
205	BATH_AND_SERVICE	f82r	B2	B2-S012	qokeey	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
206	BATH_AND_SERVICE	f82r	B2	B2-S012	lcheey	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	C01	Setze die gelernte Fachkarte: Klarlauf abfuehren.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
207	BATH_AND_SERVICE	f82r	B2	B2-S012	daiin	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	C10	Setze Maß, Portion oder Stufe: Sollmaß.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
208	BATH_AND_SERVICE	f82r	B2	B2-S012	chey	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	C12	Nimm diesen Posten wieder auf: dieser Posten.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
209	BATH_AND_SERVICE	f82r	B2	B2-S012	qokeeedy	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: vollständig ansetzen; Schluss.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
210	BATH_AND_SERVICE	f82r	B2	B2-S013	lchedy	B2_LOWER_GREEN_MULTI_FIGURE_POOL	C01	Setze die gelernte Fachkarte: abführen; Schluss.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
211	BATH_AND_SERVICE	f82r	B2	B2-S014	lar	B2_LOWER_GREEN_MULTI_FIGURE_POOL	C01	Setze die gelernte Fachkarte: von dort abfuehren.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
212	BATH_AND_SERVICE	f82r	B2	B2-S015	tshey	B2_LOWER_POOL_EDGE_STATIONS	C01	Setze die gelernte Fachkarte: Klarlauf zugeben.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
213	BATH_AND_SERVICE	f82r	B2	B2-S015	qokeedy	B2_LOWER_POOL_EDGE_STATIONS	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
214	BATH_AND_SERVICE	f82r	B2	B2-S016	cheal	B2_LOWER_POOL_EDGE_STATIONS	C11	Setze die bezeichnete Zielstelle: dorthin.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
215	BATH_AND_SERVICE	f82r	B2	B2-S016	lchedar	B2_LOWER_POOL_EDGE_STATIONS	C01	Setze die gelernte Fachkarte: von dort abführen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
216	BATH_AND_SERVICE	f82r	B2	B2-S016	ches	B2_LOWER_POOL_EDGE_STATIONS	C08	Führe die Handlung aus; schließe nur bei Endkarte: teilen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
217	BATH_AND_SERVICE	f82r	B2	B2-S016	aiin	B2_LOWER_POOL_EDGE_STATIONS	C10	Setze Maß, Portion oder Stufe: Sollmaß.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
218	BATH_AND_SERVICE	f82r	B2	B2-S016	oteey	B2_LOWER_POOL_EDGE_STATIONS	C02	Danach oder in demselben Gang: langer Folgeposten.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
219	BATH_AND_SERVICE	f82r	B2	B2-S016	qokaiin	B2_LOWER_POOL_EDGE_STATIONS	C06	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
220	BATH_AND_SERVICE	f82r	B2	B2-S016	okey	B2_LOWER_POOL_EDGE_STATIONS	C03	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
221	BATH_AND_SERVICE	f82r	B2	B2-S016	pchedy	B2_LOWER_POOL_EDGE_STATIONS	C01	Setze die gelernte Fachkarte: einführen; Schluss.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
222	BATH_AND_SERVICE	f82r	B2	B2-S017	rsheal	B2_LOWER_POOL_EDGE_STATIONS	C03	Führe aus und beachte Dauer oder Endpunkt: kurz am Ziel ruhen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
223	BATH_AND_SERVICE	f82r	B2	B2-S017	daldy	B2_LOWER_POOL_EDGE_STATIONS	C11	Setze die bezeichnete Zielstelle: Nebenoeffnung; Schluss.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
224	BATH_AND_SERVICE	f82r	B2	B2-S018	qokeedy	B2_LOWER_POOL_EDGE_STATIONS	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
225	BATH_AND_SERVICE	f82r	B2	B2-S019	rshedy	B2_LOWER_POOL_EDGE_STATIONS	C08	Führe die Handlung aus; schließe nur bei Endkarte: Waschgang abschließen.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	B_B01;B_B02;B_B03;B_B04;B_B05;B_B06;B_B08;B_B11;B_B12;B_B13;B_B14	Badende;Becken;Badwasser;Kräuterzusatz;Badwärme;Badezeit;Teilbad;Seihgang;Einlass;Ablauf;Wasserlauf	RECURRING_CARD_ANCHORED=4;VISIBLE_OWNER_ANCHORED=7	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
