surface_id	visible_surface	register_status	observed_groups	pages	atom_sequence	teaching_class	short_spoken_value_de	owner_rule_de	apprentice_action_de	memorized_body_or_residue	example_group	example_owner	example_value_de	original_classification
SF0374	schedy	PROSE_ONLY	2	f81v|f83r	CHD+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	Posten überführen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E120	B1	Posten überführen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0375	schoal	PROSE_ONLY	1	f11r	HO+AL	PRODUCTIVE_COMMON_COMPOSITION	Zutat an die Arbeitsstelle geben	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E040	H3	Zutat an die Arbeitsstelle geben	PRODUCTIVE_CORE_PLUS_EDGE
SF0376	schol	PROSE_ONLY	1	f56r	PREV+OL	LEARNED_TECHNICAL_BODY	vorigen Posten fortsetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	Fachkörper als Einheit lernen und Argumente anhängen	NONE	E083	H5	vorigen Posten fortsetzen	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT
SF0377	sh	PROSE_ONLY	1	f56r	SH	PRODUCTIVE_COMMON_COMPOSITION	halten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E087	H5	halten	CROSS_REGISTER_PRODUCTIVE_SH_HOLD_ROOT
SF0378	shckhedy	PROSE_ONLY	3	f81v|f83r	CKHE+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	seihen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E165	B1	seihen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0379	shckhy	PROSE_ONLY	1	f81v	CKH+Y	PRODUCTIVE_COMMON_COMPOSITION	durchleiten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E128	B1	durchleiten	PRODUCTIVE_CORE_PLUS_EDGE
SF0380	shcthey	PROSE_ONLY	1	f83r	CTH+E+Y	PRODUCTIVE_COMMON_COMPOSITION	kurz bereithalten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E258	B3	kurz bereithalten	PRODUCTIVE_CORE_PLUS_EDGE
SF0381	shcthy	PROSE_ONLY	2	f83r	CTH+Y	PRODUCTIVE_COMMON_COMPOSITION	bereit	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E271	B3	bereit	PRODUCTIVE_CORE_PLUS_EDGE
SF0382	sheckhal	PROSE_ONLY	1	f81v	CKH+E+AL	PRODUCTIVE_COMMON_COMPOSITION	kurz zur Zielstelle durchleiten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E115	B1	kurz zur Zielstelle durchleiten	PRODUCTIVE_CORE_PLUS_EDGE
SF0383	sheckhy	PROSE_ONLY	1	f82r	CKH+E+Y	PRODUCTIVE_COMMON_COMPOSITION	kurz durchleiten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E187	B2	kurz durchleiten	PRODUCTIVE_CORE_PLUS_EDGE
SF0384	shecthedchy	PROSE_ONLY	1	f83r	CTH+CHD+Y	PRODUCTIVE_COMMON_COMPOSITION	bereiten Posten umsetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	CHD	E250	B3	bereiten Posten umsetzen	PRODUCTIVE_CORE_PLUS_EDGE
SF0385	shecthy	PROSE_ONLY	1	f83r	CTH+E+Y	PRODUCTIVE_COMMON_COMPOSITION	kurz bereit halten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E276	B3	kurz bereit halten	PRODUCTIVE_CORE_PLUS_EDGE
SF0386	shedal	PROSE_ONLY	2	f83r	SHED+AL	PRODUCTIVE_COMMON_COMPOSITION	dort absetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E275	B3	dort absetzen	PRODUCTIVE_CORE_PLUS_EDGE
SF0387	shedy	PROSE_ONLY	10	f81v|f82r|f83r	SHED+E+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	kurz absetzen lassen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E125	B1	kurz absetzen lassen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0388	sheedy	PROSE_ONLY	1	f83r	SHED+EE+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	länger absetzen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	SHED	E261	B3	länger absetzen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0389	shees	ASTRO_ONLY	1	f67r2	SH+EE	PRODUCTIVE_COMMON_COMPOSITION	länger halten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	A1:G169	A1_RIGHT_OUTER_RING_TEXT	länger halten	CROSS_REGISTER_PRODUCTIVE_SH_HOLD_ROOT
SF0390	sheey	PROSE_AND_ASTRO	2	f69v|f83r	SH+EE+Y	PRODUCTIVE_COMMON_COMPOSITION	laenger ruhen	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	E334	B4	laenger ruhen	PRODUCTIVE_CORE_PLUS_EDGE
SF0391	shekchy	ASTRO_ONLY	1	f67r2	SH+KCH+Y	PRODUCTIVE_COMMON_COMPOSITION	aktuellen Posten beim Bearbeiten halten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	A1:G010	A1_RIGHT_SECTOR_SLOT_04	aktuellen Posten beim Bearbeiten halten	CROSS_REGISTER_PRODUCTIVE_SH_HOLD_ROOT
SF0392	sheody	ASTRO_ONLY	1	f67r2	E+OD+Y	TABLE_LOCAL_CODE	diesen gehaltenen Posten kurz markieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G111	A1_LEFT_LOCAL_FIELD_44	diesen gehaltenen Posten kurz markieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0393	shey	PROSE_AND_ASTRO	3	f11r|f68r1|f83r	CHEEY	PRODUCTIVE_COMMON_COMPOSITION	sichtbares Ergebnis / Ablesewert	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	E044	H3	klarer Auszug	CROSS_REGISTER_PRODUCTIVE_CHEEY_RESULT
SF0394	shfydaiin	PROSE_ONLY	1	f11r	SH+AIIN	PRODUCTIVE_COMMON_COMPOSITION	Standmaß	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E042	H3	Standmaß	PRODUCTIVE_CORE_PLUS_EDGE
SF0395	sho	PROSE_ONLY	2	f56r	HO	LEARNED_TECHNICAL_BODY	Zutat	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	Fachkörper als Einheit lernen und Argumente anhängen	NONE	E078	H5	Zutat	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT
SF0396	shokchy	ASTRO_ONLY	1	f68r1	HO+KCH	REGISTERED_RENDERER_ALLOGRAPH	Eingangsposten + Bearbeiten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A2:G001	A2_LEFT_PANEL_HEADER	Eingangsposten + Bearbeiten	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0397	shor	PROSE_ONLY	1	f10r	OR	PRODUCTIVE_COMMON_COMPOSITION	Ansatz	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E033	H2	Ansatz	PRODUCTIVE_BREVIGRAPH
SF0398	shoyty	PROSE_ONLY	1	f11r	HO+Y+TY	PRODUCTIVE_COMMON_COMPOSITION	Zutatenteil	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E046	H3	Zutatenteil	PRODUCTIVE_CORE_PLUS_EDGE
SF0399	shs	ASTRO_ONLY	1	f67r2	SH+S	PRODUCTIVE_COMMON_COMPOSITION	Nebenwert halten	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	A1:G008	A1_RIGHT_SECTOR_SLOT_03	Nebenwert halten	CROSS_REGISTER_PRODUCTIVE_SH_HOLD_ROOT
SF0400	shy	PROSE_ONLY	1	f10r	Y	PRODUCTIVE_COMMON_COMPOSITION	dieser Posten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E023	H2	dieser Posten	PRODUCTIVE_BREVIGRAPH
SF0401	skar	PROSE_ONLY	1	f83r	SK+AR	LEARNED_TECHNICAL_BODY	vom Ausgang ausgießen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	Fachkörper als Einheit lernen und Argumente anhängen	SK=AUSGIESSEN	E360	B4	vom Ausgang ausgießen	COMPOSED_LEARNED_PROSE_BODY
SF0402	sodar	ASTRO_ONLY	1	f67r2	AR	REGISTERED_RENDERER_ALLOGRAPH	Ausgangssektor, Ursprung oder Bezugswert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G059	A1_LEFT_LOCAL_FIELD_24	Ausgangssektor, Ursprung oder Bezugswert	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0403	soear	ASTRO_ONLY	1	f67r2	AR	REGISTERED_RENDERER_ALLOGRAPH	Ausgangssektor, Ursprung oder Bezugswert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G147	A1_RIGHT_PHASE_STATION_02	Ausgangssektor, Ursprung oder Bezugswert	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0404	soeey	ASTRO_ONLY	1	f67r2	EE	BOUND_MODIFIER_COMPOSITION	lange Tabellenstufe	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A1:G033	A1_RIGHT_RING_BAND_02	lange Tabellenstufe	ASTRO_PRODUCTIVE_BOUND_EE_GRADE
SF0405	soiiin	PROSE_ONLY	1	f83r	IIN	PRODUCTIVE_COMMON_COMPOSITION	Sollstufe	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E309	B3	Sollstufe	PRODUCTIVE_BREVIGRAPH
SF0406	sol	PROSE_ONLY	3	f83r	OL	PRODUCTIVE_COMMON_COMPOSITION	fortsetzen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E295	B3	fortsetzen	PRODUCTIVE_BREVIGRAPH
SF0407	solkaiin	PROSE_ONLY	1	f82r	SOLK+AIIN	PRODUCTIVE_COMMON_COMPOSITION	bis Sollmass sammeln	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E178	B2	bis Sollmass sammeln	PRODUCTIVE_CORE_PLUS_EDGE
SF0408	solkeedy	PROSE_ONLY	1	f83r	SOLK+EE+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	länger sammeln; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E291	B3	länger sammeln; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0409	solkeey	PROSE_ONLY	1	f83r	SOLK+EE+Y	PRODUCTIVE_COMMON_COMPOSITION	länger sammeln	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E373	B6	länger sammeln	PRODUCTIVE_CORE_PLUS_EDGE
SF0410	solkey	PROSE_ONLY	1	f83r	SOLK+E+Y	PRODUCTIVE_COMMON_COMPOSITION	kurz sammeln	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E356	B4	kurz sammeln	PRODUCTIVE_CORE_PLUS_EDGE
SF0411	solshedy	PROSE_ONLY	1	f82r	OL+SHED+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	weiter absetzen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E193	B2	weiter absetzen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0412	sor	PROSE_AND_ASTRO	2	f67r2|f83r	OR	REGISTERED_RENDERER_ALLOGRAPH	Satz/Ansatz	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	E254	B3	Ansatz	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0413	soraiir	ASTRO_ONLY	1	f67r2	OR	REGISTERED_RENDERER_ALLOGRAPH	Bedingungs-, Tabellen- oder Wahlansatz	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G042	A1_LEFT_LOCAL_FIELD_17	Bedingungs-, Tabellen- oder Wahlansatz	REGISTERED_RELATIONAL_CORE_ALLOGRAPH
SF0414	sosho	ASTRO_ONLY	1	f67r2	OS+HO	TABLE_LOCAL_CODE	Feldeingang	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G103	A1_LEFT_LOCAL_FIELD_42	Feldeingang	ASTRO_LOCAL_PRODUCTIVE_CONTENT_ROOT
SF0415	sotaiin	PROSE_ONLY	1	f82r	OT+AIIN	PRODUCTIVE_COMMON_COMPOSITION	Folgemaß	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E190	B2	Folgemaß	PRODUCTIVE_BREVIGRAPH
SF0416	sotodan	PROSE_ONLY	1	f56r	OT+DAN	LEARNED_TECHNICAL_BODY	danach anwenden	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	Fachkörper als Einheit lernen und Argumente anhängen	DAN=ANWENDEN	E097	H5	danach anwenden	COMPOSED_LEARNED_PROSE_BODY
SF0417	sshey	ASTRO_ONLY	1	f67r2	CHEEY	PRODUCTIVE_COMMON_COMPOSITION	sichtbares Ergebnis / Ablesewert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	A1:G167	A1_RIGHT_OUTER_RING_TEXT	Ablesewert	CROSS_REGISTER_PRODUCTIVE_CHEEY_RESULT
SF0418	sshkchdy	PROSE_ONLY	1	f81v	SH+KCH+CHD+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	im Arbeitsgang schwenken; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E122	B1	im Arbeitsgang schwenken; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0419	sy	PROSE_AND_ASTRO	2	f67r2|f83r	Y	PRODUCTIVE_COMMON_COMPOSITION	dieser Posten	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	E273	B3	dieser Posten	PRODUCTIVE_BREVIGRAPH
SF0420	sykos	ASTRO_ONLY	1	f67r2	YK+OS	TABLE_LOCAL_CODE	Klassenfeld	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G011	A1_RIGHT_SECTOR_SLOT_04	Klassenfeld	ASTRO_LOCAL_PRODUCTIVE_CONTENT_ROOT
SF0421	taiin	PROSE_ONLY	1	f10r	AIIN	REGISTERED_RENDERER_ALLOGRAPH	Sollmaß	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	Schreiberrahmen normalisieren und Kern lesen	NONE	E022	H2	Sollmaß	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0422	tal	PROSE_ONLY	1	f83r	AL	REGISTERED_RENDERER_ALLOGRAPH	dorthin	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	Schreiberrahmen normalisieren und Kern lesen	NONE	E278	B3	dorthin	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0423	talam	PROSE_ONLY	1	f55v	TALAM	MEMORIZED_WHOLE_CARD	am Ziel verwahren	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gesamte Karte auswendig aus dem Exemplar lernen	TALAM=AM ZIEL VERWAHREN	E063	H4	am Ziel verwahren	MEMORIZED_WHOLE_COMMAND
SF0424	tchedy	PROSE_ONLY	1	f83r	CHD+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	Posten überführen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E283	B3	Posten überführen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0425	tchody	PROSE_ONLY	1	f11r	HO+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	Eingangsposten beiseitestellen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E045	H3	Eingangsposten beiseitestellen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0426	tedy	PROSE_ONLY	1	f81v	SHED+E+CLOSE	PRODUCTIVE_COMMON_COMPOSITION	kurz absetzen lassen; Schluss	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	SHED	E163	B1	kurz absetzen lassen; Schluss	PRODUCTIVE_CORE_PLUS_EDGE
SF0427	teeo	ASTRO_ONLY	1	f69v	EE	BOUND_MODIFIER_COMPOSITION	lange Tabellenstufe	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A3:G017	A3_LEFT_WHEEL_RING_TEXT	lange Tabellenstufe	ASTRO_PRODUCTIVE_BOUND_EE_GRADE
SF0428	teol	PROSE_ONLY	1	f81v	E+OL	PRODUCTIVE_COMMON_COMPOSITION	kurz weiterleiten	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E157	B1	kurz weiterleiten	PRODUCTIVE_BREVIGRAPH
SF0429	tey	ASTRO_ONLY	1	f69v	T+Y	TABLE_LOCAL_CODE	aktuelle Phase	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G012	A3_LEFT_WHEEL_RING_TEXT	aktuelle Phase	ASTRO_LOCAL_PHASE_SELECTION_MICROCODE
SF0430	tochso	ASTRO_ONLY	1	f68r1	T+O+CH+S	TABLE_LOCAL_CODE	sekundärer Grundzustand der Phase	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A2:G010	A2_MIDDLE_PANEL_HEADER	sekundärer Grundzustand der Phase	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE
SF0431	todaiin	ASTRO_ONLY	1	f67r2	AIIN	REGISTERED_RENDERER_ALLOGRAPH	Sollwert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G119	A1_LEFT_LOCAL_FIELD_48	Sollwert	REGISTERED_IIN_AIIN_ALLOGRAPH
SF0432	tol	PROSE_AND_ASTRO	2	f67r2|f83r	OL	REGISTERED_RENDERER_ALLOGRAPH	Fortsetzen	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	E324	B4	fortsetzen	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0433	tshey	PROSE_ONLY	1	f82r	CHEEY	PRODUCTIVE_COMMON_COMPOSITION	sichtbares Ergebnis / Ablesewert	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	NONE	E212	B2	Klarlauf zugeben	CROSS_REGISTER_PRODUCTIVE_CHEEY_RESULT
SF0434	tshol	PROSE_ONLY	1	f11r	HO+L	LEARNED_TECHNICAL_BODY	Zutat entnehmen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	Fachkörper als Einheit lernen und Argumente anhängen	HO=ZUTAT; L=ENTNEHMEN	E039	H3	Zutat entnehmen	COMPOSED_LEARNED_PROSE_BODY
SF0435	y	PROSE_AND_ASTRO	10	f55v|f67r2|f69v	Y	REGISTERED_RENDERER_ALLOGRAPH	dieser Posten	gemeinsamer Kern bleibt; Bild oder Diagramm konkretisiert den Gegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	E072	H4	dieser Posten	RENDERER_ALLOGRAPH_OF_PRODUCTIVE
SF0436	ycheody	ASTRO_ONLY	1	f67r2	CHEO	REGISTERED_RENDERER_ALLOGRAPH	aktueller Ablesewert fest	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G113	A1_LEFT_LOCAL_FIELD_45	aktueller Ablesewert fest	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0437	ycheor	PROSE_ONLY	1	f10r	Y+CHEO+OR	PRODUCTIVE_COMMON_COMPOSITION	Auszugsansatz	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	Y	E015	H2	Auszugsansatz	PRODUCTIVE_CORE_PLUS_EDGE
SF0438	ychey	ASTRO_ONLY	1	f69v	Y+CHEEY	PRODUCTIVE_COMMON_COMPOSITION	sichtbares Ergebnis / Ablesewert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	A3:G077	A3_MIDDLE_WHEEL_RING_TEXT	aktueller Ablesewert	CROSS_REGISTER_PRODUCTIVE_CHEEY_RESULT
SF0439	ydaiin	ASTRO_ONLY	2	f67r2	YD+AIIN	TABLE_LOCAL_CODE	Sollwert der aktiven Zeile	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G157	A1_LEFT_OUTER_RING_TEXT	Sollwert der aktiven Zeile	ASTRO_LOCAL_PRODUCTIVE_YD_ROW_ROOT
SF0440	ydam	ASTRO_ONLY	1	f67r2	YD+AM	TABLE_LOCAL_CODE	Aspekt der aktiven Zeile	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G062	A1_LEFT_LOCAL_FIELD_25	Aspekt der aktiven Zeile	ASTRO_LOCAL_PRODUCTIVE_YD_ROW_ROOT
SF0441	ydchos	ASTRO_ONLY	1	f67r2	YD+HO	TABLE_LOCAL_CODE	Eingangsposten der aktiven Zeile	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G047	A1_LEFT_LOCAL_FIELD_19	Eingangsposten der aktiven Zeile	ASTRO_LOCAL_PRODUCTIVE_YD_ROW_ROOT
SF0442	ydoly	ASTRO_ONLY	1	f67r2	YD+OL	TABLE_LOCAL_CODE	aktive Zeile fortsetzen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G163	A1_LEFT_OUTER_RING_TEXT	aktive Zeile fortsetzen	ASTRO_LOCAL_PRODUCTIVE_YD_ROW_ROOT
SF0443	yekees	ASTRO_ONLY	1	f67r2	EE	BOUND_MODIFIER_COMPOSITION	lange Tabellenstufe	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	nur innerhalb der lizenzierten Familie auswerten	NONE	A1:G116	A1_LEFT_LOCAL_FIELD_46	lange Tabellenstufe	ASTRO_PRODUCTIVE_BOUND_EE_GRADE
SF0444	yetey	ASTRO_ONLY	1	f69v	SEL+T+Y	TABLE_LOCAL_CODE	ausgewählte aktuelle Phase	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G059	A3_MIDDLE_WHEEL_RING_TEXT	ausgewählte aktuelle Phase	ASTRO_LOCAL_PHASE_SELECTION_MICROCODE
SF0445	yfain	ASTRO_ONLY	1	f67r2	AIN	REGISTERED_RENDERER_ALLOGRAPH	gezaehlter Teil oder Unterabschnitt	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G118	A1_LEFT_LOCAL_FIELD_47	gezaehlter Teil oder Unterabschnitt	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0446	yka	ASTRO_ONLY	1	f69v	YK	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G041	A3_MIDDLE_WHEEL_RING_TEXT	bezeichnete Klasse oder Haus	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0447	ykady	ASTRO_ONLY	1	f69v	YK	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G045	A3_MIDDLE_WHEEL_RING_TEXT	bezeichnete Klasse oder Haus	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0448	ykaiin	PROSE_ONLY	1	f55v	Y+AIIN	PRODUCTIVE_COMMON_COMPOSITION	Postenmaß	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	Y	E064	H4	Postenmaß	PRODUCTIVE_BREVIGRAPH
SF0449	ykain	PROSE_ONLY	1	f55v	Y+AIN	PRODUCTIVE_COMMON_COMPOSITION	Postenportion	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	Y	E058	H4	Postenportion	PRODUCTIVE_BREVIGRAPH
SF0450	ykaly	ASTRO_ONLY	1	f67r2	YK+AL	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus + AL	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G020	A1_RIGHT_SECTOR_SLOT_09	bezeichnete Klasse oder Haus + AL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
