event_id	clause_id	physical_page	locus	position_in_clause	surface	component_recipe	reconciled_card_reading_de	natural_event_phrase_de
P912-E1406	P915-C245	f83r	f83r.1	3	opedy	O+P+E+DY	AUSFÜHREN · EINSETZEN · KURZ · SCHLUSS	kurz den Stationsgang ausführen, dann den Posten einsetzen, dann den Teilgang abschließen
P912-E1407	P915-C246	f83r	f83r.1	1	chepol	CH+E+P+OL	AUS STATION NEHMEN · KURZ · EINSETZEN · FORTSETZEN	kurz den Posten einsetzen, dann den Teilgang fortsetzen
P912-E1408	P915-C246	f83r	f83r.1	2	pchedar	P+CHD+AR	EINSETZEN · UMSETZEN · QUELLSTATION	den Posten einsetzen, dann den Posten umsetzen
P912-E1409	P915-C246	f83r	f83r.1	3	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1410	P915-C247	f83r	f83r.1	1	qopchedy	CARRIER_Q+O+P+CHD+Y	BEGINNEN · AUSFÜHREN · EINSETZEN · UMSETZEN · POSTEN	den Stationsgang ausführen, dann den Posten einsetzen, dann den Posten umsetzen
P912-E1411	P915-C247	f83r	f83r.2	2	sol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1412	P915-C247	f83r	f83r.2	3	cheey	SH+EE+Y	Klarlauf	den Klarlauf abnehmen
P912-E1413	P915-C247	f83r	f83r.2	4	qokaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E1414	P915-C247	f83r	f83r.2	5	shol	SH+OL	HALTEN · FORTSETZEN	den Posten halten, dann den Teilgang fortsetzen
P912-E1415	P915-C247	f83r	f83r.2	6	lchs	L+CH+S	LEITEN · AUS STATION NEHMEN · AUSWÄHLEN	den Posten weiterleiten, dann die bezeichnete Station auswählen
P912-E1416	P915-C247	f83r	f83r.2	7	shey	SH+E+Y	Klarlauf	den Klarlauf abnehmen
P912-E1417	P915-C247	f83r	f83r.2	8	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	länger zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E1418	P915-C248	f83r	f83r.2	1	rches	R+CH+E+S	MERKEN · AUS STATION NEHMEN · KURZ · AUSWÄHLEN	kurz den Zustand markieren, dann die bezeichnete Station auswählen
P912-E1419	P915-C248	f83r	f83r.2	2	ar	AR	QUELLSTATION	QUELLSTATION verwenden
P912-E1420	P915-C248	f83r	f83r.2	3	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1421	P915-C248	f83r	f83r.2	4	dor	D_ADDR+OR	TEIL · ANSATZ	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E1422	P915-C248	f83r	f83r.3	5	olkeedy	SOLK+EE+DY	AUFFANGEN · LÄNGER · SCHLUSS	länger den Posten auffangen, dann den Teilgang abschließen
P912-E1423	P915-C249	f83r	f83r.3	1	qotal	OT+AL	DANACH · ZIELSTATION	zum nächsten Teilgang gehen
P912-E1424	P915-C249	f83r	f83r.3	2	chkeedy	CHK+EE+DY	BEHANDELN · LÄNGER · SCHLUSS	länger den Posten behandeln, dann den Teilgang abschließen
P912-E1425	P915-C250	f83r	f83r.3	1	chey	Y	POSTEN	POSTEN verwenden
P912-E1426	P915-C250	f83r	f83r.3	2	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E1427	P915-C250	f83r	f83r.3	3	chey	Y	POSTEN	POSTEN verwenden
P912-E1428	P915-C250	f83r	f83r.3	4	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1429	P915-C251	f83r	f83r.3	1	qokaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E1430	P915-C251	f83r	f83r.3	2	qotal	OT+AL	DANACH · ZIELSTATION	zum nächsten Teilgang gehen
P912-E1431	P915-C251	f83r	f83r.3	3	dar	D_ADDR+AR	TEIL · QUELLSTATION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E1432	P915-C251	f83r	f83r.4	4	qokshedy	OK+SH+E+DY	AN STATION SETZEN · HALTEN · KURZ · SCHLUSS	kurz den Posten halten, dann den Teilgang abschließen
P912-E1433	P915-C252	f83r	f83r.4	1	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1434	P915-C252	f83r	f83r.4	2	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1435	P915-C253	f83r	f83r.4	1	chkedy	CHK+E+D_ADDR+Y	BEHANDELN · KURZ · TEIL · POSTEN	kurz den Posten behandeln mit dem Teilposten
P912-E1436	P915-C253	f83r	f83r.4	2	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E1437	P915-C253	f83r	f83r.4	3	shetar	SH+E+T+AR	HALTEN · KURZ · STELLEN · QUELLSTATION	kurz den Posten halten, dann die Stufe einstellen
P912-E1438	P915-C253	f83r	f83r.4	4	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1439	P915-C254	f83r	f83r.4	1	qekaiin	CARRIER_Q+E+K+AIIN	BEGINNEN · KURZ · IN STATION GEBEN · STATIONSWERT	kurz die bezeichnete Einstellung übernehmen
P912-E1440	P915-C254	f83r	f83r.4	2	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1441	P915-C254	f83r	f83r.5	3	deey	D_ADDR+EE+Y	TEIL · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten mit dem Teilposten
P912-E1442	P915-C254	f83r	f83r.5	4	qotaiin	OT+AIIN	DANACH · STATIONSWERT	zum nächsten Teilgang gehen
P912-E1443	P915-C254	f83r	f83r.5	5	checkhy	CH+E+CKH+Y	AUS STATION NEHMEN · KURZ · DURCHLASS · POSTEN	kurz den Posten durch den sichtbaren Durchlass führen
P912-E1444	P915-C254	f83r	f83r.5	6	qoty	OT+Y	DANACH · POSTEN	zum nächsten Teilgang gehen
P912-E1445	P915-C254	f83r	f83r.5	7	cheg	CH+E+LOCAL_CHAR_G	AUS STATION NEHMEN · KURZ · EINMAL	kurz die bezeichnete Einstellung übernehmen
P912-E1446	P915-C254	f83r	f83r.5	8	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1447	P915-C255	f83r	f83r.5	1	qokeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E1448	P915-C255	f83r	f83r.5	2	rchedy	R+CHD+Y	MERKEN · UMSETZEN · POSTEN	den Zustand markieren, dann den Posten umsetzen
P912-E1449	P915-C255	f83r	f83r.5	3	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	länger zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E1450	P915-C256	f83r	f83r.5	1	lo	L+O	Bodenablauf	Bodenablauf verwenden
P912-E1451	P915-C256	f83r	f83r.6	2	schedy	CHD+DY	UMSETZEN · SCHLUSS	den Posten umsetzen, dann den Teilgang abschließen
P912-E1452	P915-C257	f83r	f83r.6	1	chedchy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1453	P915-C257	f83r	f83r.6	2	qokal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E1454	P915-C257	f83r	f83r.6	3	olchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	den Teilgang fortsetzen, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1455	P915-C258	f83r	f83r.6	1	qokaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E1456	P915-C258	f83r	f83r.6	2	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1457	P915-C258	f83r	f83r.6	3	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1458	P915-C259	f83r	f83r.6	1	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1459	P915-C260	f83r	f83r.6	1	qoky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E1460	P915-C260	f83r	f83r.7	2	solshed	S+OL+SHED	AUSWÄHLEN · FORTSETZEN · ABSETZEN	die bezeichnete Station auswählen, dann den Teilgang fortsetzen, dann den Posten absetzen lassen
P912-E1461	P915-C260	f83r	f83r.7	3	lsheedy	LSH+EE+D_ADDR+Y	SPÜLEN · LÄNGER · TEIL · POSTEN	länger die Station spülen mit dem Teilposten
P912-E1462	P915-C260	f83r	f83r.7	4	qeeedy	CARRIER_Q+EEE+D_ADDR+Y	BEGINNEN · VOLL · TEIL · POSTEN	vollständig den aktuellen Posten beibehalten mit dem Teilposten
P912-E1463	P915-C260	f83r	f83r.7	5	qoky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E1464	P915-C260	f83r	f83r.7	6	o	O	AUSFÜHREN	AUSFÜHREN verwenden
P912-E1465	P915-C260	f83r	f83r.7	7	qol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1466	P915-C260	f83r	f83r.7	8	rsheedy	R+SH+EE+D_ADDR+Y	MERKEN · HALTEN · LÄNGER · TEIL · POSTEN	länger den Zustand markieren mit dem Teilposten, dann den Posten halten
P912-E1467	P915-C260	f83r	f83r.7	9	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1468	P915-C261	f83r	f83r.7	1	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	länger zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E1469	P915-C262	f83r	f83r.7	1	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	länger zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E1470	P915-C263	f83r	f83r.8	1	pchedal	P+CHD+AL	EINSETZEN · UMSETZEN · ZIELSTATION	den Posten einsetzen, dann den Posten umsetzen
P912-E1471	P915-C263	f83r	f83r.8	2	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	kurz zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E1472	P915-C264	f83r	f83r.8	1	shecthedchy	SH+E+CTH+CHD+Y	aufstreichen	aufstreichen verwenden
P912-E1473	P915-C264	f83r	f83r.8	2	qoky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E1474	P915-C264	f83r	f83r.8	3	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1475	P915-C264	f83r	f83r.8	4	chary	AR+Y	abkühlen	abkühlen verwenden
P912-E1476	P915-C264	f83r	f83r.9	5	pchor	P+CH+OR	EINSETZEN · AUS STATION NEHMEN · ANSATZ	den Posten einsetzen
P912-E1477	P915-C264	f83r	f83r.9	6	checphedy	CH+E+CPH+E+DY	AUS STATION NEHMEN · KURZ · UMLEITEN · KURZ · SCHLUSS	kurz den Posten umleiten, dann den Teilgang abschließen
P912-E1478	P915-C265	f83r	f83r.9	1	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1479	P915-C266	f83r	f83r.9	1	lsheedy	LSH+EE+D_ADDR+Y	SPÜLEN · LÄNGER · TEIL · POSTEN	länger die Station spülen mit dem Teilposten
P912-E1480	P915-C266	f83r	f83r.9	2	qokchdy	OK+CHD+DY	AN STATION SETZEN · UMSETZEN · SCHLUSS	den Posten umsetzen, dann den Teilgang abschließen
P912-E1481	P915-C267	f83r	f83r.9	1	r	R	MERKEN	den Zustand merken
P912-E1482	P915-C267	f83r	f83r.9	2	shedkedy	SHED+K+E+D_ADDR+Y	ABSETZEN · IN STATION GEBEN · KURZ · TEIL · POSTEN	kurz den Posten absetzen lassen mit dem Teilposten
P912-E1483	P915-C267	f83r	f83r.9	3	qopshdy	CARRIER_Q+O+P+SH+D_ADDR+Y	BEGINNEN · AUSFÜHREN · EINSETZEN · HALTEN · TEIL · POSTEN	den Stationsgang ausführen mit dem Teilposten, dann den Posten einsetzen, dann den Posten halten
P912-E1484	P915-C267	f83r	f83r.9	4	qopy	CARRIER_Q+O+P+Y	BEGINNEN · AUSFÜHREN · EINSETZEN · POSTEN	den Stationsgang ausführen, dann den Posten einsetzen
P912-E1485	P915-C267	f83r	f83r.10	5	olkeey	SOLK+EE+Y	AUFFANGEN · LÄNGER · POSTEN	länger den Posten auffangen
P912-E1486	P915-C267	f83r	f83r.10	6	rchs	R+CH+S	MERKEN · AUS STATION NEHMEN · AUSWÄHLEN	den Zustand markieren, dann die bezeichnete Station auswählen
P912-E1487	P915-C267	f83r	f83r.10	7	cheeb	CH+EE+LOCAL_CHAR_B	AUS STATION NEHMEN · LÄNGER · PAAR	länger die bezeichnete Einstellung übernehmen
P912-E1488	P915-C267	f83r	f83r.10	8	ols	OL+S	FORTSETZEN · AUSWÄHLEN	den Teilgang fortsetzen, dann die bezeichnete Station auswählen
P912-E1489	P915-C267	f83r	f83r.10	9	aiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E1490	P915-C267	f83r	f83r.10	10	skal	S+K+AL	AUSWÄHLEN · IN STATION GEBEN · ZIELSTATION	die bezeichnete Station auswählen
P912-E1491	P915-C267	f83r	f83r.10	11	dain	AIN	Tuch	den Posten durch das Tuch führen
P912-E1492	P915-C267	f83r	f83r.10	12	cthal	CTH+AL	BEREIT · ZIELSTATION	den Posten gebrauchsfertig machen
P912-E1493	P915-C267	f83r	f83r.10	13	s	S	AUSWÄHLEN	AUSWÄHLEN verwenden
P912-E1494	P915-C267	f83r	f83r.10	14	aiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E1495	P915-C267	f83r	f83r.10	15	chky	CHK+Y	BEHANDELN · POSTEN	den Posten behandeln
P912-E1496	P915-C267	f83r	f83r.10	16	lal	L+AL	LEITEN · ZIELSTATION	den Posten weiterleiten
P912-E1497	P915-C267	f83r	f83r.10	17	sam	S+AM_ADDR	AUSWÄHLEN · INNEN	die bezeichnete Station auswählen im inneren Becken
P912-E1498	P915-C267	f83r	f83r.11	18	sor	S+OR	AUSWÄHLEN · ANSATZ	die bezeichnete Station auswählen
P912-E1499	P915-C267	f83r	f83r.11	19	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1500	P915-C268	f83r	f83r.11	1	qokaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E1501	P915-C268	f83r	f83r.11	2	chkain	CHK+AIN	BEHANDELN · PORTION	den Posten behandeln mit dem Teilposten
P912-E1502	P915-C268	f83r	f83r.11	3	shcthey	SH+CTH+E+Y	HALTEN · BEREIT · KURZ · POSTEN	kurz den Posten halten, dann den Posten gebrauchsfertig machen
P912-E1503	P915-C268	f83r	f83r.11	4	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1504	P915-C269	f83r	f83r.11	1	okair	OK+AIR	AN STATION SETZEN · BECKENLAUF	die bezeichnete Einstellung übernehmen
P912-E1505	P915-C269	f83r	f83r.11	2	sheedy	SH+EE+DY	HALTEN · LÄNGER · SCHLUSS	länger den Posten halten, dann den Teilgang abschließen
P912-E1506	P915-C270	f83r	f83r.11	1	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1507	P915-C271	f83r	f83r.11	1	lo	L+O	Bodenablauf	Bodenablauf verwenden
P912-E1508	P915-C271	f83r	f83r.12	2	qockhol	CARRIER_Q+O+CKH+OL	BEGINNEN · AUSFÜHREN · DURCHLASS · FORTSETZEN	den Stationsgang ausführen, dann den Teilgang fortsetzen
P912-E1509	P915-C271	f83r	f83r.12	3	sheckhy	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · POSTEN	kurz den Posten halten
P912-E1510	P915-C271	f83r	f83r.12	4	otal	OT+AL	DANACH · ZIELSTATION	zum nächsten Teilgang gehen
P912-E1511	P915-C271	f83r	f83r.12	5	qokeal	OK+E+AL	AN STATION SETZEN · KURZ · ZIELSTATION	kurz die bezeichnete Einstellung übernehmen
P912-E1512	P915-C271	f83r	f83r.12	6	sheckhdy	SH+E+CKH+D_ADDR+Y	HALTEN · KURZ · DURCHLASS · TEIL · POSTEN	kurz den Posten halten mit dem Teilposten
P912-E1513	P915-C271	f83r	f83r.12	7	al	AL	ZIELSTATION	ZIELSTATION verwenden
P912-E1514	P915-C271	f83r	f83r.12	8	okedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1515	P915-C272	f83r	f83r.12	1	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1516	P915-C273	f83r	f83r.12	1	qokal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E1517	P915-C273	f83r	f83r.13	2	salcheol	S+AL+CHEO+L	AUSWÄHLEN · ZIELSTATION · AUSZUG · LEITEN	die bezeichnete Station auswählen, dann den Posten weiterleiten
P912-E1518	P915-C273	f83r	f83r.13	3	tar	T+AR	STELLEN · QUELLSTATION	die Stufe einstellen
P912-E1519	P915-C273	f83r	f83r.13	4	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1520	P915-C274	f83r	f83r.13	1	s	S	AUSWÄHLEN	AUSWÄHLEN verwenden
P912-E1521	P915-C274	f83r	f83r.13	2	altedy	AL+T+E+D_ADDR+Y	ZIELSTATION · STELLEN · KURZ · TEIL · POSTEN	kurz die Stufe einstellen mit dem Teilposten
P912-E1522	P915-C274	f83r	f83r.13	3	sair	S+AIR	AUSWÄHLEN · BECKENLAUF	die bezeichnete Station auswählen
P912-E1523	P915-C274	f83r	f83r.13	4	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1524	P915-C275	f83r	f83r.13	1	qedy	CARRIER_Q+E+DY	BEGINNEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E1525	P915-C276	f83r	f83r.13	1	lchcphedy	L+CH+CPH+E+DY	LEITEN · AUS STATION NEHMEN · UMLEITEN · KURZ · SCHLUSS	kurz den Posten weiterleiten, dann den Posten umleiten, dann den Teilgang abschließen
P912-E1526	P915-C277	f83r	f83r.13	1	ldar	L+DA+R	LEITEN · ZWEIT · MERKEN	den Posten weiterleiten, dann den Zustand markieren
P912-E1527	P915-C277	f83r	f83r.14	2	qokchedy	OK+CHD+Y	AN STATION SETZEN · UMSETZEN · POSTEN	den Posten umsetzen
P912-E1528	P915-C277	f83r	f83r.14	3	qokeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E1529	P915-C278	f83r	f83r.14	1	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1530	P915-C279	f83r	f83r.14	1	qokshedy	OK+SH+E+DY	AN STATION SETZEN · HALTEN · KURZ · SCHLUSS	kurz den Posten halten, dann den Teilgang abschließen
P912-E1531	P915-C280	f83r	f83r.14	1	dal	AL	ZIELSTATION	ZIELSTATION verwenden
P912-E1532	P915-C280	f83r	f83r.14	2	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1533	P915-C281	f83r	f83r.14	1	qokaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E1534	P915-C281	f83r	f83r.14	2	shcthy	SH+CTH+Y	HALTEN · BEREIT · POSTEN	den Posten halten, dann den Posten gebrauchsfertig machen
P912-E1535	P915-C281	f83r	f83r.14	3	dal	AL	ZIELSTATION	ZIELSTATION verwenden
P912-E1536	P915-C281	f83r	f83r.14	4	sy	Y	POSTEN	POSTEN verwenden
P912-E1537	P915-C281	f83r	f83r.15	5	saiin	S+AIIN	AUSWÄHLEN · STATIONSWERT	die bezeichnete Station auswählen
P912-E1538	P915-C281	f83r	f83r.15	6	shedal	SHED+AL	ABSETZEN · ZIELSTATION	den Posten absetzen lassen
P912-E1539	P915-C281	f83r	f83r.15	7	shecthy	SH+E+CTH+Y	handwarm	den Posten handwarm halten
P912-E1540	P915-C281	f83r	f83r.15	8	chey	Y	POSTEN	POSTEN verwenden
P912-E1541	P915-C281	f83r	f83r.15	9	tal	T+AL	STELLEN · ZIELSTATION	die Stufe einstellen
P912-E1542	P915-C281	f83r	f83r.15	10	shcthy	SH+CTH+Y	HALTEN · BEREIT · POSTEN	den Posten halten, dann den Posten gebrauchsfertig machen
P912-E1543	P915-C281	f83r	f83r.15	11	dalchdy	AL+CHD+DY	ZIELSTATION · UMSETZEN · SCHLUSS	den Posten umsetzen, dann den Teilgang abschließen
P912-E1544	P915-C282	f83r	f83r.15	1	qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	zum nächsten Teilgang gehen, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1545	P915-C283	f83r	f83r.15	1	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1546	P915-C284	f83r	f83r.16	1	tchedy	T+CHD+Y	STELLEN · UMSETZEN · POSTEN	die Stufe einstellen, dann den Posten umsetzen
P912-E1547	P915-C284	f83r	f83r.16	2	qokchdy	OK+CHD+DY	AN STATION SETZEN · UMSETZEN · SCHLUSS	den Posten umsetzen, dann den Teilgang abschließen
P912-E1548	P915-C285	f83r	f83r.16	1	cheedar	EE+AR	Sammelbecken	den Posten ins Sammelbecken geben
P912-E1549	P915-C285	f83r	f83r.16	2	chldaiin	L+AIIN	LEITEN · STATIONSWERT	den Posten weiterleiten
P912-E1550	P915-C285	f83r	f83r.16	3	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1551	P915-C285	f83r	f83r.16	4	qokain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E1552	P915-C285	f83r	f83r.16	5	checthy	CTH+Y	BEREIT · POSTEN	den Posten gebrauchsfertig machen
P912-E1553	P915-C285	f83r	f83r.16	6	chealror	AL+R+OR	klar	klar verwenden
P912-E1554	P915-C285	f83r	f83r.17	7	dcheokedy	D_ADDR+CHEO+K+E+D_ADDR+Y	TEIL · AUSZUG · IN STATION GEBEN · KURZ · TEIL · POSTEN	kurz den Auszug weitergeben mit dem Teilposten
P912-E1555	P915-C285	f83r	f83r.17	8	lkeed	L+K+EE+D_ADDR	LEITEN · IN STATION GEBEN · LÄNGER · TEIL	länger den Posten weiterleiten mit dem Teilposten
P912-E1556	P915-C285	f83r	f83r.17	9	shckhey	SH+CKH+E+Y	HALTEN · DURCHLASS · KURZ · POSTEN	kurz den Posten halten
P912-E1557	P915-C285	f83r	f83r.17	10	ytaiin	Y+T+AIIN	POSTEN · STELLEN · STATIONSWERT	die Stufe einstellen
P912-E1558	P915-C285	f83r	f83r.17	11	shechy	SH+E+CH+Y	HALTEN · KURZ · AUS STATION NEHMEN · POSTEN	kurz den Posten halten
P912-E1559	P915-C285	f83r	f83r.17	12	schety	S+CH+E+T+Y	AUSWÄHLEN · AUS STATION NEHMEN · KURZ · STELLEN · POSTEN	kurz die bezeichnete Station auswählen, dann die Stufe einstellen
P912-E1560	P915-C285	f83r	f83r.18	13	pdalshdy	P+DA+LSH+D_ADDR+Y	EINSETZEN · ZWEIT · SPÜLEN · TEIL · POSTEN	den Posten einsetzen mit dem Teilposten, dann die Station spülen
P912-E1561	P915-C285	f83r	f83r.18	14	shocphedy	SH+O+CPH+E+DY	HALTEN · AUSFÜHREN · UMLEITEN · KURZ · SCHLUSS	kurz den Posten halten, dann den Stationsgang ausführen, dann den Posten umleiten, dann den Teilgang abschließen
P912-E1562	P915-C286	f83r	f83r.18	1	otor	OT+OR	DANACH · ANSATZ	zum nächsten Teilgang gehen
P912-E1563	P915-C286	f83r	f83r.18	2	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1564	P915-C287	f83r	f83r.18	1	opshedy	O+P+SHED+Y	AUSFÜHREN · EINSETZEN · ABSETZEN · POSTEN	den Stationsgang ausführen, dann den Posten einsetzen, dann den Posten absetzen lassen
P912-E1565	P915-C287	f83r	f83r.18	2	otshdy	OT+SH+D_ADDR+Y	DANACH · HALTEN · TEIL · POSTEN	zum nächsten Teilgang gehen mit dem Teilposten, dann den Posten halten
P912-E1566	P915-C287	f83r	f83r.18	3	qokedol	OK+E+D_ADDR+OL	AN STATION SETZEN · KURZ · TEIL · FORTSETZEN	kurz den Teilgang fortsetzen mit dem Teilposten
P912-E1567	P915-C287	f83r	f83r.18	4	shdy	SH+D_ADDR+Y	HALTEN · TEIL · POSTEN	den Posten halten mit dem Teilposten
P912-E1568	P915-C287	f83r	f83r.18	5	soldy	S+OL+D_ADDR+Y	AUSWÄHLEN · FORTSETZEN · TEIL · POSTEN	die bezeichnete Station auswählen mit dem Teilposten, dann den Teilgang fortsetzen
P912-E1569	P915-C287	f83r	f83r.19	6	sar	S+AR	AUSWÄHLEN · QUELLSTATION	die bezeichnete Station auswählen
P912-E1570	P915-C287	f83r	f83r.19	7	shedaiin	SHED+AIIN	ABSETZEN · STATIONSWERT	den Posten absetzen lassen
P912-E1571	P915-C287	f83r	f83r.19	8	ockhey	O+CKH+E+Y	AUSFÜHREN · DURCHLASS · KURZ · POSTEN	kurz den Stationsgang ausführen
P912-E1572	P915-C287	f83r	f83r.19	9	sain	S+AIN	AUSWÄHLEN · PORTION	die bezeichnete Station auswählen mit dem Teilposten
P912-E1573	P915-C287	f83r	f83r.19	10	ched	CHD	UMSETZEN	UMSETZEN verwenden
P912-E1574	P915-C287	f83r	f83r.19	11	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1575	P915-C288	f83r	f83r.19	1	qetal	CARRIER_Q+E+T+AL	BEGINNEN · KURZ · STELLEN · ZIELSTATION	kurz die Stufe einstellen
P912-E1576	P915-C288	f83r	f83r.19	2	dal	AL	ZIELSTATION	ZIELSTATION verwenden
P912-E1577	P915-C288	f83r	f83r.19	3	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1578	P915-C289	f83r	f83r.19	1	shey	SH+E+Y	Klarlauf	den Klarlauf abnehmen
P912-E1579	P915-C289	f83r	f83r.19	2	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	den Posten weiterleiten, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1580	P915-C290	f83r	f83r.20	1	solkeedy	SOLK+EE+D_ADDR+Y	AUFFANGEN · LÄNGER · TEIL · POSTEN	länger den Posten auffangen mit dem Teilposten
P912-E1581	P915-C290	f83r	f83r.20	2	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	länger zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E1582	P915-C291	f83r	f83r.20	1	qokeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
