edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt570_modifier_voice_clause_de	outer_voice_working_clause_de	owner_bound_control_clause_de	outer_voice_changed	state_atom_alignment	guard
686	G407-E0686	G407-S032	46	f24v	HERBAL	F24V_WHOLE_PLANT	kchod	K+CH+O+D_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Gib den Pflanzenposten [wie zuvor] zu und nimm den Pflanzenposten [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	Gib den Pflanzenposten [wie zuvor] zu und nimm den Pflanzenposten [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	Gib den Pflanzenposten [wie zuvor] zu und nimm den Pflanzenposten [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
687	G407-E0687	G407-S032	47	f24v	HERBAL	F24V_WHOLE_PLANT	dchal	D_ADDR+CH+AL	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Pflanzenposten [wie zuvor]; zur Zielstelle; an der bezeichneten Stelle.	Nimm den Pflanzenposten [wie zuvor]; zur Zielstelle; an der bezeichneten Stelle.	Nimm den Pflanzenposten [wie zuvor]; zur Zielstelle; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
688	G407-E0688	G407-S032	48	f24v	HERBAL	F24V_WHOLE_PLANT	ochdy	O+CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Pflanzenposten; als Ausführung.	Bearbeite den Pflanzenposten; als Ausführung.	Bearbeite den Pflanzenposten; als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
689	G407-E0689	G407-S032	49	f24v	HERBAL	F24V_WHOLE_PLANT	otchol	OT+CH+OL	STATE_CARD	OT+OL	Danach: nimm denselben Pflanzenposten; weiterführen.	Danach: nimm denselben Pflanzenposten; führe den Gang weiter.	Danach und weiter nimm den Pflanzenposten [wie zuvor].	YES	1:OT=danach | 2:CH=nehmen | 3:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
690	G407-E0690	G407-S032	50	f24v	HERBAL	F24V_WHOLE_PLANT	odaiim	O+D_ADDR+AIIN+M_LOCAL	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm den Arbeitswert; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	Im laufenden Gang nimm den Arbeitswert; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	Im laufenden Gang nimm den Arbeitswert; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
691	G407-E0691	G407-S033	1	f55v	HERBAL	große aromatische Doldenpflanze	kcheedchdy	K+CH+EE+D_ADDR+CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Gib den Pflanzenposten zu, nimm den Pflanzenposten und bearbeite den Pflanzenposten; auf Grad II; an der bezeichneten Stelle.	Gib den Pflanzenposten zu, nimm den Pflanzenposten und bearbeite den Pflanzenposten; auf Grad II; an der bezeichneten Stelle.	Gib den Pflanzenposten zu, nimm den Pflanzenposten und bearbeite den Pflanzenposten; auf Grad II; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
692	G407-E0692	G407-S033	2	f55v	HERBAL	große aromatische Doldenpflanze	oedain	O+E+D_ADDR+AIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang bearbeite den Materialanteil; als Ausführung und auf Grad I; an der bezeichneten Stelle.	Im laufenden Gang bearbeite den Materialanteil; als Ausführung und auf Grad I; an der bezeichneten Stelle.	Im laufenden Gang bearbeite den Materialanteil; als Ausführung und auf Grad I; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
693	G407-E0693	G407-S033	3	f55v	HERBAL	große aromatische Doldenpflanze	chckhy	CH+K+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Pflanzenposten und gib den Pflanzenposten zu.	Nimm den Pflanzenposten und gib den Pflanzenposten zu.	Nimm den Pflanzenposten und gib den Pflanzenposten zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
694	G407-E0694	G407-S033	4	f55v	HERBAL	große aromatische Doldenpflanze	otoldaiin	OT+OL+D_ADDR+AIIN	STATE_CARD	OT+OL	Danach im laufenden Gang: gib den Arbeitswert zu; an der bezeichneten Stelle; weiterführen.	Danach im laufenden Gang: gib den Arbeitswert zu; an der bezeichneten Stelle; führe den Gang weiter.	Danach und weiter im laufenden Gang gib den Arbeitswert zu; an der bezeichneten Stelle.	YES	1:OT=danach | 2:OL=weiter | 3:D_ADDR=hier | 4:AIIN=den Wert	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
695	G407-E0695	G407-S033	5	f55v	HERBAL	große aromatische Doldenpflanze	dodyd	D_ADDR+O+DY+D_LABEL	STATE_CARD	DY	Im laufenden Gang: Gib denselben Arbeitswert zu; an der bezeichneten Stelle; als Ausführung; an der bezeichneten Stelle; schließe den Schritt.	Im laufenden Gang: Gib denselben Arbeitswert zu; an der bezeichneten Stelle; als Ausführung; an der bezeichneten Stelle; schließe den Schritt.	Im laufenden Gang gib den Arbeitswert [wie zuvor] zu; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle; schließe den Schritt.	NO	1:D_ADDR=hier | 2:O=zur Ausführung | 3:DY=abschließen | 4:D_LABEL=hier	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
696	G407-E0696	G407-S033	6	f55v	HERBAL	große aromatische Doldenpflanze	oeeed	O+EEE+D_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang gib den Arbeitswert [wie zuvor] zu; als Ausführung und auf Grad III; an der bezeichneten Stelle.	Im laufenden Gang gib den Arbeitswert [wie zuvor] zu; als Ausführung und auf Grad III; an der bezeichneten Stelle.	Im laufenden Gang gib den Arbeitswert [wie zuvor] zu; als Ausführung und auf Grad III; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
697	G407-E0697	G407-S033	7	f55v	HERBAL	große aromatische Doldenpflanze	yteey	Y+T+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein; auf Grad II.	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein; auf Grad II.	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein; auf Grad II.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
698	G407-E0698	G407-S033	8	f55v	HERBAL	große aromatische Doldenpflanze	okeedy	OK+EE+DY	STATE_CARD	DY	Setze denselben Pflanzenposten im Arbeitsgang an; auf Grad II; schließe den Schritt.	Setze denselben Pflanzenposten im Arbeitsgang an; auf Grad II; schließe den Schritt.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad II; schließe den Schritt.	NO	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
699	G407-E0699	G407-S034	1	f55v	HERBAL	große aromatische Doldenpflanze	qoaiin	CARRIER_Q+O+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an; als neuen Einsatz und als Ausführung.	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an; als neuen Einsatz und als Ausführung.	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an; als neuen Einsatz und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
700	G407-E0700	G407-S034	2	f55v	HERBAL	große aromatische Doldenpflanze	okeody	OK+E+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Pflanzenposten im Arbeitsgang an; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Setze den Pflanzenposten im Arbeitsgang an; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Setze den Pflanzenposten im Arbeitsgang an; auf Grad I und als Ausführung; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
701	G407-E0701	G407-S034	3	f55v	HERBAL	große aromatische Doldenpflanze	ykeesan	Y+K+EE+S+AN	NONSTATE_CARD	NOT_APPLICABLE	Gib den Pflanzenposten zu und wähle den Pflanzenposten; auf Grad II; in der bezeichneten Klasse.	Gib den Pflanzenposten zu und wähle den Pflanzenposten; auf Grad II; in der bezeichneten Klasse.	Gib den Pflanzenposten zu und wähle den Pflanzenposten; auf Grad II; in der bezeichneten Klasse.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
702	G407-E0702	G407-S034	4	f55v	HERBAL	große aromatische Doldenpflanze	qokeeey	OK+EEE+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Pflanzenposten im Arbeitsgang an; auf Grad III.	Setze den Pflanzenposten im Arbeitsgang an; auf Grad III.	Setze den Pflanzenposten im Arbeitsgang an; auf Grad III.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
703	G407-E0703	G407-S034	5	f55v	HERBAL	große aromatische Doldenpflanze	os	OS	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; wie zuvor.	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; wie zuvor.	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; wie zuvor.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
704	G407-E0704	G407-S034	6	f55v	HERBAL	große aromatische Doldenpflanze	ain	AIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Materialanteil im Arbeitsgang an.	Im laufenden Gang setze den Materialanteil im Arbeitsgang an.	Im laufenden Gang setze den Materialanteil im Arbeitsgang an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
705	G407-E0705	G407-S034	7	f55v	HERBAL	große aromatische Doldenpflanze	qool	CARRIER_Q+O+OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Materialanteil im Arbeitsgang an; als neuen Einsatz und als Ausführung.	Weiter im laufenden Gang: setze denselben Materialanteil im Arbeitsgang an; als neuen Einsatz und als Ausführung.	Weiter im laufenden Gang setze den Materialanteil [wie zuvor] im Arbeitsgang an; als neuen Einsatz und als Ausführung.	NO	1:CARRIER_Q=am Beginn | 2:O=zur Ausführung | 3:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
706	G407-E0706	G407-S034	8	f55v	HERBAL	große aromatische Doldenpflanze	al	AL	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Materialanteil [wie zuvor] im Arbeitsgang an; zur Zielstelle.	Im laufenden Gang setze den Materialanteil [wie zuvor] im Arbeitsgang an; zur Zielstelle.	Im laufenden Gang setze den Materialanteil [wie zuvor] im Arbeitsgang an; zur Zielstelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
707	G407-E0707	G407-S034	9	f55v	HERBAL	große aromatische Doldenpflanze	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Pflanzenposten.	Bearbeite den Pflanzenposten.	Bearbeite den Pflanzenposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
708	G407-E0708	G407-S034	10	f55v	HERBAL	große aromatische Doldenpflanze	sar	S+AR	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial.	Wähle den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial.	Wähle den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
709	G407-E0709	G407-S034	11	f55v	HERBAL	große aromatische Doldenpflanze	aiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle den Arbeitswert.	Im laufenden Gang wähle den Arbeitswert.	Im laufenden Gang wähle den Arbeitswert.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
710	G407-E0710	G407-S034	12	f55v	HERBAL	große aromatische Doldenpflanze	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: wähle denselben Arbeitswert.	Weiter im laufenden Gang: wähle denselben Arbeitswert.	Weiter im laufenden Gang wähle den Arbeitswert [wie zuvor].	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
711	G407-E0711	G407-S034	13	f55v	HERBAL	große aromatische Doldenpflanze	kar	K+AR	NONSTATE_CARD	NOT_APPLICABLE	Gib den Arbeitswert [wie zuvor] zu; vom Ausgangsmaterial.	Gib den Arbeitswert [wie zuvor] zu; vom Ausgangsmaterial.	Gib den Arbeitswert [wie zuvor] zu; vom Ausgangsmaterial.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
712	G407-E0712	G407-S034	14	f55v	HERBAL	große aromatische Doldenpflanze	am	AM_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang gib den Arbeitswert [wie zuvor] zu; an der bezeichneten Stelle.	Im laufenden Gang gib den Arbeitswert [wie zuvor] zu; an der bezeichneten Stelle.	Im laufenden Gang gib den Arbeitswert [wie zuvor] zu; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
713	G407-E0713	G407-S034	15	f55v	HERBAL	große aromatische Doldenpflanze	okar	OK+AR	NONSTATE_CARD	NOT_APPLICABLE	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
714	G407-E0714	G407-S034	16	f55v	HERBAL	große aromatische Doldenpflanze	chckhdy	CH+CH+K+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Pflanzenposten, nimm den Pflanzenposten und gib den Pflanzenposten zu; an der bezeichneten Stelle.	Nimm den Pflanzenposten, nimm den Pflanzenposten und gib den Pflanzenposten zu; an der bezeichneten Stelle.	Nimm den Pflanzenposten, nimm den Pflanzenposten und gib den Pflanzenposten zu; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
715	G407-E0715	G407-S034	17	f55v	HERBAL	große aromatische Doldenpflanze	cheody	CH+E+O+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Pflanzenposten; auf Grad I und als Ausführung.	Nimm den Pflanzenposten; auf Grad I und als Ausführung.	Nimm den Pflanzenposten; auf Grad I und als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
716	G407-E0716	G407-S034	18	f55v	HERBAL	große aromatische Doldenpflanze	keeyfar	K+EE+Y+LOCAL_CHAR_F+AR	NONSTATE_CARD	NOT_APPLICABLE	Gib den Pflanzenposten zu; vom Ausgangsmaterial; auf Grad II; an der bezeichneten Stelle.	Gib den Pflanzenposten zu; vom Ausgangsmaterial; auf Grad II; an der bezeichneten Stelle.	Gib den Pflanzenposten zu; vom Ausgangsmaterial; auf Grad II; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
717	G407-E0717	G407-S034	19	f55v	HERBAL	große aromatische Doldenpflanze	al	AL	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	Im laufenden Gang gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	Im laufenden Gang gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
718	G407-E0718	G407-S034	20	f55v	HERBAL	große aromatische Doldenpflanze	ochedy	O+CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Pflanzenposten; als Ausführung.	Bearbeite den Pflanzenposten; als Ausführung.	Bearbeite den Pflanzenposten; als Ausführung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
719	G407-E0719	G407-S034	21	f55v	HERBAL	große aromatische Doldenpflanze	qokain	OK+AIN	NONSTATE_CARD	NOT_APPLICABLE	Setze den Materialanteil im Arbeitsgang an.	Setze den Materialanteil im Arbeitsgang an.	Setze den Materialanteil im Arbeitsgang an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
720	G407-E0720	G407-S034	22	f55v	HERBAL	große aromatische Doldenpflanze	ody	O+DY	STATE_CARD	DY	Im laufenden Gang: Setze denselben Materialanteil im Arbeitsgang an; als Ausführung; schließe den Schritt.	Im laufenden Gang: Setze denselben Materialanteil im Arbeitsgang an; als Ausführung; schließe den Schritt.	Im laufenden Gang setze den Materialanteil [wie zuvor] im Arbeitsgang an; als Ausführung; schließe den Schritt.	NO	1:O=zur Ausführung | 2:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
721	G407-E0721	G407-S035	1	f55v	HERBAL	große aromatische Doldenpflanze	qokaiin	OK+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Setze den Arbeitswert im Arbeitsgang an.	Setze den Arbeitswert im Arbeitsgang an.	Setze den Arbeitswert im Arbeitsgang an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
722	G407-E0722	G407-S035	2	f55v	HERBAL	große aromatische Doldenpflanze	chaiin	CH+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Arbeitswert.	Nimm den Arbeitswert.	Nimm den Arbeitswert.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
723	G407-E0723	G407-S035	3	f55v	HERBAL	große aromatische Doldenpflanze	ykain	Y+K+AIN	NONSTATE_CARD	NOT_APPLICABLE	Gib den Pflanzenposten und den Materialanteil zu.	Gib den Pflanzenposten und den Materialanteil zu.	Gib den Pflanzenposten und den Materialanteil zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
724	G407-E0724	G407-S035	4	f55v	HERBAL	große aromatische Doldenpflanze	ykan	Y+K+AN	NONSTATE_CARD	NOT_APPLICABLE	Gib den Pflanzenposten zu; in der bezeichneten Klasse.	Gib den Pflanzenposten zu; in der bezeichneten Klasse.	Gib den Pflanzenposten zu; in der bezeichneten Klasse.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
725	G407-E0725	G407-S035	5	f55v	HERBAL	große aromatische Doldenpflanze	ody	O+DY	STATE_CARD	DY	Im laufenden Gang: Gib denselben Pflanzenposten zu; als Ausführung; schließe den Schritt.	Im laufenden Gang: Gib denselben Pflanzenposten zu; als Ausführung; schließe den Schritt.	Im laufenden Gang gib den Pflanzenposten [wie zuvor] zu; als Ausführung; schließe den Schritt.	NO	1:O=zur Ausführung | 2:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
726	G407-E0726	G407-S036	1	f55v	HERBAL	große aromatische Doldenpflanze	daiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang gib den Arbeitswert zu.	Im laufenden Gang gib den Arbeitswert zu.	Im laufenden Gang gib den Arbeitswert zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
727	G407-E0727	G407-S036	2	f55v	HERBAL	große aromatische Doldenpflanze	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Pflanzenposten.	Bearbeite den Pflanzenposten.	Bearbeite den Pflanzenposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
728	G407-E0728	G407-S036	3	f55v	HERBAL	große aromatische Doldenpflanze	talam	T+AL+AM_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Pflanzenposten [wie zuvor] ein; zur Zielstelle; an der bezeichneten Stelle.	Stelle den Pflanzenposten [wie zuvor] ein; zur Zielstelle; an der bezeichneten Stelle.	Stelle den Pflanzenposten [wie zuvor] ein; zur Zielstelle; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
729	G407-E0729	G407-S036	4	f55v	HERBAL	große aromatische Doldenpflanze	ykaiin	Y+K+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Gib den Pflanzenposten und den Arbeitswert zu.	Gib den Pflanzenposten und den Arbeitswert zu.	Gib den Pflanzenposten und den Arbeitswert zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
730	G407-E0730	G407-S036	5	f55v	HERBAL	große aromatische Doldenpflanze	daiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang gib den Arbeitswert zu.	Im laufenden Gang gib den Arbeitswert zu.	Im laufenden Gang gib den Arbeitswert zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
731	G407-E0731	G407-S036	6	f55v	HERBAL	große aromatische Doldenpflanze	ykair	Y+K+AIR	NONSTATE_CARD	NOT_APPLICABLE	Gib den Pflanzenposten zu; entlang der Verarbeitungsbahn.	Gib den Pflanzenposten zu; entlang der Verarbeitungsbahn.	Gib den Pflanzenposten zu; entlang der Verarbeitungsbahn.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
732	G407-E0732	G407-S036	7	f55v	HERBAL	große aromatische Doldenpflanze	cheky	CH+K+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I.	Nimm den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I.	Nimm den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
733	G407-E0733	G407-S036	8	f55v	HERBAL	große aromatische Doldenpflanze	daiiny	D_ADDR+AIIN+Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang gib den Arbeitswert und den Pflanzenposten zu; an der bezeichneten Stelle.	Im laufenden Gang gib den Arbeitswert und den Pflanzenposten zu; an der bezeichneten Stelle.	Im laufenden Gang gib den Arbeitswert und den Pflanzenposten zu; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
734	G407-E0734	G407-S036	9	f55v	HERBAL	große aromatische Doldenpflanze	okchd	OK+CHD	NONSTATE_CARD	NOT_APPLICABLE	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an und bearbeite den Pflanzenposten [wie zuvor].	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an und bearbeite den Pflanzenposten [wie zuvor].	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an und bearbeite den Pflanzenposten [wie zuvor].	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
735	G407-E0735	G407-S036	10	f55v	HERBAL	große aromatische Doldenpflanze	ykain	Y+K+AIN	NONSTATE_CARD	NOT_APPLICABLE	Gib den Pflanzenposten und den Materialanteil zu.	Gib den Pflanzenposten und den Materialanteil zu.	Gib den Pflanzenposten und den Materialanteil zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
736	G407-E0736	G407-S036	11	f55v	HERBAL	große aromatische Doldenpflanze	sheokey	SH+E+OK+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Pflanzenposten und setze den Pflanzenposten im Arbeitsgang an; auf Grad I und auf Grad I.	Halte den Pflanzenposten und setze den Pflanzenposten im Arbeitsgang an; auf Grad I und auf Grad I.	Halte den Pflanzenposten und setze den Pflanzenposten im Arbeitsgang an; auf Grad I und auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
737	G407-E0737	G407-S036	12	f55v	HERBAL	große aromatische Doldenpflanze	or	OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze die Arbeitseinheit im Arbeitsgang an.	Im laufenden Gang setze die Arbeitseinheit im Arbeitsgang an.	Im laufenden Gang setze die Arbeitseinheit im Arbeitsgang an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
738	G407-E0738	G407-S036	13	f55v	HERBAL	große aromatische Doldenpflanze	ain	AIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Materialanteil im Arbeitsgang an.	Im laufenden Gang setze den Materialanteil im Arbeitsgang an.	Im laufenden Gang setze den Materialanteil im Arbeitsgang an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
739	G407-E0739	G407-S036	14	f55v	HERBAL	große aromatische Doldenpflanze	ch	CH	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Materialanteil [wie zuvor].	Nimm den Materialanteil [wie zuvor].	Nimm den Materialanteil [wie zuvor].	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
740	G407-E0740	G407-S036	15	f55v	HERBAL	große aromatische Doldenpflanze	kchdy	K+CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
