assignment_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	state_marker_sequence	marker_ordinal_in_sequence	recipe_atom_position	operator	working_value	outer_slot	position_realization_de	finite_voice_changed	guard
605	G407-E1926	G407-S213	f76r	BIOLOGICAL	oteedy	OT+EE+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
606	G407-E1928	G407-S214	f76r	BIOLOGICAL	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
607	G407-E1935	G407-S214	f76r	BIOLOGICAL	oty	OT+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
608	G407-E1936	G407-S214	f76r	BIOLOGICAL	solshedy	OL+SH+E+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
609	G407-E1936	G407-S214	f76r	BIOLOGICAL	solshedy	OL+SH+E+DY	OL+DY	2	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
610	G407-E1937	G407-S215	f76r	BIOLOGICAL	qool	CARRIER_Q+O+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
611	G407-E1941	G407-S215	f76r	BIOLOGICAL	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
612	G407-E1947	G407-S215	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
613	G407-E1949	G407-S216	f76r	BIOLOGICAL	okeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
614	G407-E1950	G407-S217	f76r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
615	G407-E1956	G407-S218	f76r	BIOLOGICAL	okeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
616	G407-E1957	G407-S219	f76r	BIOLOGICAL	otey	OT+E+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
617	G407-E1963	G407-S220	f76r	BIOLOGICAL	chorshedy	CH+OR+SH+E+DY	DY	1	5	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
618	G407-E1972	G407-S221	f76r	BIOLOGICAL	lchedy	L+CHD+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
619	G407-E1973	G407-S222	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
620	G407-E1974	G407-S223	f76r	BIOLOGICAL	qolair	OL+D_ADDR+AIR	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
621	G407-E1976	G407-S223	f76r	BIOLOGICAL	qotes	OT+E+S	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
622	G407-E1983	G407-S223	f76r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
623	G407-E1984	G407-S224	f76r	BIOLOGICAL	qotey	OT+E+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
624	G407-E1985	G407-S224	f76r	BIOLOGICAL	qotain	OT+AIN	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
625	G407-E1991	G407-S224	f76r	BIOLOGICAL	chol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
626	G407-E1993	G407-S224	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
627	G407-E1994	G407-S225	f76r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
628	G407-E2000	G407-S228	f76r	BIOLOGICAL	qolchey	OL+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
629	G407-E2005	G407-S228	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
630	G407-E2006	G407-S229	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
631	G407-E2007	G407-S230	f76r	BIOLOGICAL	lshedy	L+SH+E+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
632	G407-E2008	G407-S231	f76r	BIOLOGICAL	qolchedy	OL+CHD+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
633	G407-E2008	G407-S231	f76r	BIOLOGICAL	qolchedy	OL+CHD+DY	OL+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
634	G407-E2009	G407-S232	f76r	BIOLOGICAL	otedyl	OT+E+DY+L	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
635	G407-E2009	G407-S232	f76r	BIOLOGICAL	otedyl	OT+E+DY+L	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
636	G407-E2010	G407-S233	f76r	BIOLOGICAL	dshedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
637	G407-E2013	G407-S234	f76r	BIOLOGICAL	lchedy	L+CHD+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
638	G407-E2015	G407-S235	f76r	BIOLOGICAL	qolchey	OL+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
639	G407-E2016	G407-S235	f76r	BIOLOGICAL	qotain	OT+AIN	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
640	G407-E2021	G407-S235	f76r	BIOLOGICAL	alchdy	AL+CHD+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
641	G407-E2022	G407-S236	f76r	BIOLOGICAL	qokchsdy	OK+CHD+S+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
642	G407-E2024	G407-S237	f76r	BIOLOGICAL	lchedy	L+CHD+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
643	G407-E2026	G407-S238	f76r	BIOLOGICAL	olain	OL+AIN	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
644	G407-E2027	G407-S238	f76r	BIOLOGICAL	ot	OT	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
645	G407-E2028	G407-S238	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
646	G407-E2029	G407-S239	f76r	BIOLOGICAL	qotaly	OT+AL+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
647	G407-E2032	G407-S239	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
648	G407-E2033	G407-S240	f76r	BIOLOGICAL	oleeed	OL+EEE+D_ADDR	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
649	G407-E2034	G407-S241	f76r	BIOLOGICAL	sheedy	SH+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
650	G407-E2035	G407-S242	f76r	BIOLOGICAL	qokedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
651	G407-E2040	G407-S243	f76r	BIOLOGICAL	olchy	OL+CH+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
652	G407-E2043	G407-S243	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
653	G407-E2044	G407-S244	f76r	BIOLOGICAL	olaiin	OL+AIIN	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
654	G407-E2047	G407-S244	f76r	BIOLOGICAL	dalshedy	AL+SH+E+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
655	G407-E2048	G407-S245	f76r	BIOLOGICAL	qol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
656	G407-E2049	G407-S245	f76r	BIOLOGICAL	sheedy	SH+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
657	G407-E2053	G407-S246	f76r	BIOLOGICAL	alolor	OL+OR	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
658	G407-E2054	G407-S246	f76r	BIOLOGICAL	olain	OL+AIN	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
659	G407-E2059	G407-S246	f76r	BIOLOGICAL	qoloin	OL+O+IIN	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
660	G407-E2062	G407-S246	f76r	BIOLOGICAL	lchedy	L+CHD+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
661	G407-E2067	G407-S247	f76r	BIOLOGICAL	qolal	OL+AL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
662	G407-E2069	G407-S247	f76r	BIOLOGICAL	lchedy	L+CHD+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
663	G407-E2076	G407-S248	f76r	BIOLOGICAL	qolchedy	OL+CHD+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
664	G407-E2076	G407-S248	f76r	BIOLOGICAL	qolchedy	OL+CHD+DY	OL+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
665	G407-E2077	G407-S249	f76r	BIOLOGICAL	qolain	OL+AIN	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
666	G407-E2085	G407-S249	f76r	BIOLOGICAL	oly	OL+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
667	G407-E2090	G407-S250	f76r	BIOLOGICAL	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
668	G407-E2101	G407-S250	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
669	G407-E2102	G407-S251	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
670	G407-E2104	G407-S252	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
671	G407-E2115	G407-S253	f76r	BIOLOGICAL	cheolchey	CH+E+OL+CH+E+Y	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
672	G407-E2123	G407-S253	f76r	BIOLOGICAL	olky	OL+K+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
673	G407-E2132	G407-S254	f76r	BIOLOGICAL	dalshedy	AL+SH+E+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
674	G407-E2140	G407-S255	f76r	BIOLOGICAL	qokedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
675	G407-E2143	G407-S257	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
676	G407-E2147	G407-S258	f76r	BIOLOGICAL	pchedy	P+CHD+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
677	G407-E2151	G407-S259	f76r	BIOLOGICAL	lol	L+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
678	G407-E2153	G407-S259	f76r	BIOLOGICAL	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
679	G407-E2158	G407-S259	f76r	BIOLOGICAL	qoolkal	OL+AL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
680	G407-E2159	G407-S259	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
681	G407-E2160	G407-S260	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
682	G407-E2162	G407-S261	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
683	G407-E2163	G407-S262	f76r	BIOLOGICAL	ollchy	OL+L+CH+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
684	G407-E2167	G407-S262	f76r	BIOLOGICAL	oly	OL+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
685	G407-E2169	G407-S262	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
686	G407-E2173	G407-S263	f76r	BIOLOGICAL	okeolor	OK+E+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
687	G407-E2175	G407-S263	f76r	BIOLOGICAL	otar	OT+AR	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
688	G407-E2177	G407-S263	f76r	BIOLOGICAL	qol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
689	G407-E2181	G407-S263	f76r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
690	G407-E2182	G407-S264	f76r	BIOLOGICAL	sheol	SH+E+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
691	G407-E2185	G407-S264	f76r	BIOLOGICAL	chol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
692	G407-E2188	G407-S264	f76r	BIOLOGICAL	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
693	G407-E2190	G407-S264	f76r	BIOLOGICAL	chol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
694	G407-E2194	G407-S264	f76r	BIOLOGICAL	oly	OL+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
695	G407-E2195	G407-S265	f76r	BIOLOGICAL	oteey	OT+EE+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
696	G407-E2198	G407-S265	f76r	BIOLOGICAL	olsheol	OL+K+E+OL	OL+OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
697	G407-E2198	G407-S265	f76r	BIOLOGICAL	olsheol	OL+K+E+OL	OL+OL	2	4	OL	FORTSETZEN	FOLLOWER_SUFFIX	führe den Gang weiter	YES	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
698	G407-E2201	G407-S266	f76r	BIOLOGICAL	polalchdy	P+OL+AL+CHD+DY	OL+DY	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
699	G407-E2201	G407-S266	f76r	BIOLOGICAL	polalchdy	P+OL+AL+CHD+DY	OL+DY	2	5	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
700	G407-E2202	G407-S267	f76r	BIOLOGICAL	pshedy	P+SH+E+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
701	G407-E2203	G407-S268	f76r	BIOLOGICAL	opchedy	O+P+CHD+DY	DY	1	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
702	G407-E2205	G407-S269	f76r	BIOLOGICAL	yksheol	SH+E+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
703	G407-E2206	G407-S269	f76r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
704	G407-E2207	G407-S270	f76r	BIOLOGICAL	oty	OT+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
705	G407-E2209	G407-S270	f76r	BIOLOGICAL	chpsheedy	CH+P+SH+EE+DY	DY	1	5	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
706	G407-E2211	G407-S271	f76r	BIOLOGICAL	qolchey	OL+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
707	G407-E2219	G407-S271	f76r	BIOLOGICAL	olchdy	OL+CHD+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
708	G407-E2219	G407-S271	f76r	BIOLOGICAL	olchdy	OL+CHD+DY	OL+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
709	G407-E2221	G407-S272	f76r	BIOLOGICAL	oty	OT+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
710	G407-E2223	G407-S272	f76r	BIOLOGICAL	lchedy	L+CHD+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
711	G407-E2226	G407-S273	f76r	BIOLOGICAL	okedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
712	G407-E2230	G407-S274	f76r	BIOLOGICAL	otedy	OT+E+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
