statement_ordinal	statement_id	physical_page	register	owner_id	host_count	action_count	completed_object_action_count	remaining_action_gap_count	changed_host_count	paragraph_count	coverage_state	completed_root_profile	remaining_root_profile	gdt584_reader_de	gdt598_integrated_reader_de	paragraph_count_preserved
111	G407-S379	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	5	4	2	2	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|SH:1	CH:1|OK:1	Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab. Halte den Stationsansatz im Bad auf Grad II. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab. Halte den Körper im Bad auf Grad II. Behandle denselben Körper über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
112	G407-S380	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	P:1	Wende an. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Wende an. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
113	G407-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	8	6	2	4	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1|T:1	CH:2|OK:1|P:1	Beschicke oder bereite den Stationsansatz und das Stations- oder Badmaß in Anwendungsform, auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle vor. Entnimm oder lass ab. Entnimm oder lass ab. Wende den Stationsansatz auf Grad I an. Fahre im selben Arbeitsgang fort. Reguliere das Stations- oder Badmaß über den Stationskontakt oder die Leitung. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz und das Stations- oder Badmaß in Anwendungsform, auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle vor. Entnimm oder lass ab. Entnimm oder lass ab. Wende den Stationsansatz auf Grad I an. Fahre im selben Arbeitsgang fort. Reguliere das Stationsmaß über den Stationskontakt oder die Leitung. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	YES
114	G407-S382	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	10	7	4	3	3	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:4	CH:1|K:2	Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Halte das Stations- oder Badmaß und den Stationsansatz im Bad auf Grad II. Halte im Bad auf Grad I. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung. Führe den Stationsansatz und das Stations- oder Badmaß zu. Halte im Bad auf Grad II. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad bei der angegebenen Füllung auf Grad II. Halte denselben Körper im Bad auf Grad I. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung. Führe den Stationsansatz und das Stations- oder Badmaß zu. Halte denselben Stationsansatz im Bad auf Grad II. Schließe den Arbeitsgang.	YES
115	G407-S384	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	7	3	2	1	2	2	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:2	OK:1	"Beschicke oder bereite das Stations- oder Badmaß vor. Halte das Stations- oder Badmaß im Bad. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Halte im Bad in Anwendungsform. Schließe den Arbeitsgang."	"Beschicke oder bereite das Stations- oder Badmaß vor. Halte den Körper im Bad bei der angegebenen Füllung. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Halte den Stationsansatz im Bad in Anwendungsform. Schließe den Arbeitsgang."	YES
116	G407-S385	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	7	1	1	0	1	3	ALL_ACTIONS_OBJECT_COMPLETE	SH:1	NONE	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt den Stationsansatz. Halte das Stations- oder Badmaß und den Stationsansatz im Bad. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt den Stationsansatz. Halte den Körper im Bad bei der angegebenen Füllung. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	YES
117	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	7	4	1	3	0	2	MIXED_COMPLETED_AND_GAP_ACTIONS	S:1	CH:1|OK:1|R:1	"Beginne danach den nächsten Arbeitsgang.

Kennzeichne oder prüfe die Anwendungsportion zur Zielstation oder ins Zielbecken. Entnimm oder lass über den Stationskontakt oder die Leitung ab. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Fahre im selben Arbeitsgang fort. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Kennzeichne oder prüfe die Anwendungsportion zur Zielstation oder ins Zielbecken. Entnimm oder lass über den Stationskontakt oder die Leitung ab. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Fahre im selben Arbeitsgang fort. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang."	YES
118	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	10	4	2	2	2	3	MIXED_COMPLETED_AND_GAP_ACTIONS	S:1|SH:1	CH:1|OK:1	"Beschicke oder bereite den Stationsansatz auf Grad II vor. Leite das Stations- oder Badmaß zur Zielstation oder ins Zielbecken um. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Halte im Bad auf Grad II. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz und das Stations- oder Badmaß auf Grad II und an der Stations-Arbeitsstelle ab. Beginne danach den nächsten Arbeitsgang.

Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	"Beschicke oder bereite den Stationsansatz auf Grad II vor. Leite die angegebene Menge zur Zielstation oder ins Zielbecken um. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Halte denselben Stationsansatz im Bad auf Grad II. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz und das Stations- oder Badmaß auf Grad II und an der Stations-Arbeitsstelle ab. Beginne danach den nächsten Arbeitsgang.

Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	YES
119	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	40	32	15	17	7	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|S:8|SH:4|T:2	CH:7|OK:3|P:2|R:5	"Kennzeichne oder prüfe das Stations- oder Badmaß. Halte den Stationsansatz im Bad auf Grad II. Wende auf Grad I und als neuer Bad- oder Stationsansatz an. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab. Beschicke oder bereite auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Beschicke oder bereite das Stations- oder Badmaß vor. Entnimm oder lass auf Grad I ab. Wähle die Einheit aus. Entnimm oder lass auf Grad I, zur Zielstation oder ins Zielbecken, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung ab. Entnimm oder lass ab. Kennzeichne oder prüfe. Leite den Strom über den Stationskontakt oder die Leitung um. Wähle die Anwendungsportion aus. Fahre im selben Arbeitsgang fort. Kennzeichne oder prüfe das Stations- oder Badmaß in Anwendungsform, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung. Entnimm oder lass ab. Entnimm oder lass über den Stationskontakt oder die Leitung ab. Wende an. Halte den Stationsansatz im Bad auf Grad II. Reguliere die Stationsbedingung zur Zielstation oder ins Zielbecken. Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab. Verwende für den vorangehenden Arbeitsschritt im zweiten Durchgang und in der Alternativform. Wähle den Stationsansatz und das Stations- oder Badmaß an der Stations-Hauptstelle aus. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Halte den Stationsansatz im Bad auf Grad II und zur Zielstation oder ins Zielbecken. Wähle die Einheit an der Stations-Hauptstelle aus. Wähle die Einheit auf der Anwendungsstufe aus. Fahre im selben Arbeitsgang fort. Leite den Strom in Anwendungsform, an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken um. Reguliere die Anwendungsportion. Kennzeichne oder prüfe den Stationsansatz in Anwendungsform, im zweiten Durchgang, an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken. Wähle die Einheit in Anwendungsform aus. Kennzeichne oder prüfe im zweiten Durchgang. Fahre im selben Arbeitsgang fort. Beschicke oder bereite den Stationsansatz vor."	"Kennzeichne oder prüfe das Stations- oder Badmaß. Halte den Körper im Bad auf Grad II. Wende auf Grad I und als neuer Bad- oder Stationsansatz an. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab. Beschicke oder bereite auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Beschicke oder bereite das Stations- oder Badmaß vor. Entnimm oder lass auf Grad I ab. Wähle dasselbe Stations- oder Badmaß aus. Entnimm oder lass auf Grad I, zur Zielstation oder ins Zielbecken, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung ab. Entnimm oder lass ab. Kennzeichne oder prüfe. Leite den Strom über den Stationskontakt oder die Leitung um. Wähle die Anwendungsportion aus. Fahre im selben Arbeitsgang fort. Kennzeichne oder prüfe das Stations- oder Badmaß in Anwendungsform, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung. Entnimm oder lass ab. Entnimm oder lass über den Stationskontakt oder die Leitung ab. Wende an. Halte den Körper im Bad auf Grad II. Reguliere die Stationsbedingung zur Zielstation oder ins Zielbecken. Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab. Verwende für den vorangehenden Arbeitsschritt im zweiten Durchgang und in der Alternativform. Wähle den Stationsansatz und das Stationsmaß an der Stations-Hauptstelle aus. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Halte den Stationsansatz im Bad auf Grad II und zur Zielstation oder ins Zielbecken. Wähle denselben Stationsansatz an der Stations-Hauptstelle aus. Wähle denselben Stationsansatz auf der Anwendungsstufe aus. Fahre im selben Arbeitsgang fort. Leite den Strom in Anwendungsform, an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken um. Reguliere die Anwendungsportion. Kennzeichne oder prüfe den Stationsansatz in Anwendungsform, im zweiten Durchgang, an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken. Wähle denselben Stationsansatz in Anwendungsform aus. Kennzeichne oder prüfe im zweiten Durchgang. Fahre im selben Arbeitsgang fort. Beschicke oder bereite den Stationsansatz vor."	YES
120	G407-S394	f81r	BIOLOGICAL	F81R_UPPER_POOL	5	3	1	2	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1	P:1|SH:1	Halte den Zustand. Fahre im selben Arbeitsgang fort. Wende in Anwendungsform an. Behandle den Ansatz. Schließe den Arbeitsgang.	Halte den Zustand. Fahre im selben Arbeitsgang fort. Wende in Anwendungsform an. Behandle den Stationsansatz. Schließe den Arbeitsgang.	YES
121	G407-S395	f81r	BIOLOGICAL	F81R_UPPER_POOL	4	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1	P:1	Fahre im selben Arbeitsgang fort. Wende an. Behandle den Ansatz. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Wende an. Behandle den Stationsansatz. Schließe den Arbeitsgang.	YES
122	G407-S396	f81r	BIOLOGICAL	F81R_UPPER_POOL	21	12	6	6	3	3	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:3|SH:3	CH:1|K:1|OK:3|SH:1	"Halte den Stationsansatz im Bad in Anwendungsform, in Feinform und an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz auf Grad I ab. Halte den Zustand zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung. Behandle den Ansatz. Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Behandle den Stationsansatz. Beschicke oder bereite den Stationsansatz über den Stationskontakt oder die Leitung vor. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Halte im Bad auf Grad II und an der Stations-Endstelle. Fahre im selben Arbeitsgang fort. Führe zur Zielstation oder ins Zielbecken zu. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Halte den Stationsansatz im Bad in Anwendungsform, in Feinform und an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz auf Grad I ab. Halte den Zustand zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung. Behandle denselben Stationsansatz. Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Behandle den Stationsansatz. Beschicke oder bereite den Stationsansatz über den Stationskontakt oder die Leitung vor. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Halte den Stationsansatz im Bad auf Grad II und an der Stations-Endstelle. Fahre im selben Arbeitsgang fort. Führe zur Zielstation oder ins Zielbecken zu. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang."	YES
123	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	36	22	10	12	5	3	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:2|S:4|SH:2|T:2	CH:5|K:1|OK:5|P:1	"Behandle den Stationsansatz an der Stations-Arbeitsstelle. Beschicke oder bereite die Anwendungsportion vor. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Entnimm oder lass ab. Entnimm oder lass ab. Reguliere den Stationsansatz. Führe den Stationsansatz auf Grad II, an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken zu. Fahre im selben Arbeitsgang fort. Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab. Beschicke oder bereite den Stationsansatz, das Stations- oder Badmaß, die Becken- oder Körpereinheit und die Anwendungsportion auf Grad II vor. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Fahre im selben Arbeitsgang fort. Wähle die Einheit auf Grad I aus. Wähle den Stationsansatz aus. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Halte die Becken- oder Körpereinheit im Bad. Beschicke oder bereite den Stationsansatz auf Grad II vor. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad II und an der Stations-Arbeitsstelle. Wähle die Einheit aus. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Entnimm oder lass ab. Reguliere den Stationsansatz. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Beschicke oder bereite die Anwendungsportion vor. Wende an. Behandle den Ansatz. Schließe den Arbeitsgang."	"Behandle den Stationsansatz an der Stations-Arbeitsstelle. Beschicke oder bereite die Anwendungsportion vor. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Entnimm oder lass ab. Entnimm oder lass ab. Reguliere den Stationsansatz. Führe den Stationsansatz auf Grad II, an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken zu. Fahre im selben Arbeitsgang fort. Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab. Beschicke oder bereite den Stationsansatz, das Stations- oder Badmaß, die Becken- oder Körpereinheit und die Anwendungsportion auf Grad II vor. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Fahre im selben Arbeitsgang fort. Wähle den Stationsansatz auf Grad I aus. Wähle den Stationsansatz aus. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Halte die Badeinheit im Bad. Beschicke oder bereite den Stationsansatz auf Grad II vor. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad auf Grad II und an der Stations-Arbeitsstelle. Wähle denselben Stationsansatz aus. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Entnimm oder lass ab. Reguliere den Stationsansatz. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Beschicke oder bereite die Anwendungsportion vor. Wende an. Behandle den Stationsansatz. Schließe den Arbeitsgang."	YES
124	G407-S398	f81r	BIOLOGICAL	F81R_UPPER_POOL	13	2	1	1	0	6	MIXED_COMPLETED_AND_GAP_ACTIONS	S:1	OK:1	"Beschicke oder bereite den Stationsansatz auf Grad II vor. Beginne danach den nächsten Arbeitsgang.

Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Wähle den Stationsansatz aus. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	"Beschicke oder bereite den Stationsansatz auf Grad II vor. Beginne danach den nächsten Arbeitsgang.

Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Wähle den Stationsansatz aus. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	YES
