gap_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	written_carrier_count	written_carrier_roots	written_carrier_lemmas_de	gdt584_upstream_clause_de	gap_route	next_object_task
257	3104	G407-S379	2	f77r	BIOLOGICAL	ACTION:G407-E2624@1:CH	G407-E2624	RUNNING:G407-E2624@1	CH	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
258	3108	G407-S380	1	f77r	BIOLOGICAL	ACTION:G407-E2627@1:P	G407-E2627	RUNNING:G407-E2627@1	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
259	3112	G407-S381	1	f77r	BIOLOGICAL	ACTION:G407-E2630@1:OK	G407-E2630	RUNNING:G407-E2630@1	OK	GDT582_RETAINED_NON_TARGET	2	Y+AIIN	Stationsansatz|Stations- oder Badmaß	Beschicke oder bereite den Stationsansatz und das Stations- oder Badmaß in Anwendungsform, auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
260	3113	G407-S381	2	f77r	BIOLOGICAL	ACTION:G407-E2631@1:CH	G407-E2631	RUNNING:G407-E2631@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
261	3114	G407-S381	3	f77r	BIOLOGICAL	ACTION:G407-E2631@2:CH	G407-E2631	RUNNING:G407-E2631@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
262	3115	G407-S381	4	f77r	BIOLOGICAL	ACTION:G407-E2631@3:P	G407-E2631	RUNNING:G407-E2631@3	P	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Wende den Stationsansatz auf Grad I an	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
263	3124	G407-S382	5	f77r	BIOLOGICAL	ACTION:G407-E2638@3:CH	G407-E2638	RUNNING:G407-E2638@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
264	3125	G407-S382	6	f77r	BIOLOGICAL	ACTION:G407-E2638@4:K	G407-E2638	RUNNING:G407-E2638@4	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz auf Grad I zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
265	3127	G407-S382	8	f77r	BIOLOGICAL	ACTION:G407-E2640@2:K	G407-E2640	RUNNING:G407-E2640@2	K	GDT582_RETAINED_NON_TARGET	2	Y+AIIN	Stationsansatz|Stations- oder Badmaß	Führe den Stationsansatz und das Stations- oder Badmaß zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
266	3130	G407-S384	1	f77r	BIOLOGICAL	ACTION:G407-E2646@1:OK	G407-E2646	RUNNING:G407-E2646@1	OK	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Beschicke oder bereite das Stations- oder Badmaß vor	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
267	3145	G407-S386	2	f77r	BIOLOGICAL	ACTION:G407-E2656@1:R	G407-E2656	RUNNING:G407-E2656@1	R	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Kennzeichne oder prüfe die Anwendungsportion zur Zielstation oder ins Zielbecken	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
268	3146	G407-S386	3	f77r	BIOLOGICAL	ACTION:G407-E2658@1:CH	G407-E2658	RUNNING:G407-E2658@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass über den Stationskontakt oder die Leitung ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
269	3149	G407-S386	6	f77r	BIOLOGICAL	ACTION:G407-E2661@1:OK	G407-E2661	RUNNING:G407-E2661@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad II vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
270	3151	G407-S390	1	f77r	BIOLOGICAL	ACTION:G407-E2665@1:OK	G407-E2665	RUNNING:G407-E2665@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad II vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
271	3156	G407-S390	6	f77r	BIOLOGICAL	ACTION:G407-E2672@1:CH	G407-E2672	RUNNING:G407-E2672@1	CH	GDT582_RETAINED_NON_TARGET	2	Y+AIIN	Stationsansatz|Stations- oder Badmaß	Entnimm oder lass den Stationsansatz und das Stations- oder Badmaß auf Grad II und an der Stations-Arbeitsstelle ab	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
272	3161	G407-S392	1	f77r	BIOLOGICAL	ACTION:G407-E2676@1:R	G407-E2676	RUNNING:G407-E2676@1	R	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Kennzeichne oder prüfe das Stations- oder Badmaß	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
273	3163	G407-S392	3	f77r	BIOLOGICAL	ACTION:G407-E2678@3:P	G407-E2678	RUNNING:G407-E2678@3	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende auf Grad I und als neuer Bad- oder Stationsansatz an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
274	3166	G407-S392	6	f77r	BIOLOGICAL	ACTION:G407-E2680@1:CH	G407-E2680	RUNNING:G407-E2680@1	CH	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
275	3167	G407-S392	7	f77r	BIOLOGICAL	ACTION:G407-E2681@1:OK	G407-E2681	RUNNING:G407-E2681@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
276	3170	G407-S392	10	f77r	BIOLOGICAL	ACTION:G407-E2685@1:OK	G407-E2685	RUNNING:G407-E2685@1	OK	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Beschicke oder bereite das Stations- oder Badmaß vor	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
277	3171	G407-S392	11	f77r	BIOLOGICAL	ACTION:G407-E2686@1:CH	G407-E2686	RUNNING:G407-E2686@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass auf Grad I ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
278	3173	G407-S392	13	f77r	BIOLOGICAL	ACTION:G407-E2687@2:CH	G407-E2687	RUNNING:G407-E2687@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass auf Grad I, zur Zielstation oder ins Zielbecken, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
279	3174	G407-S392	14	f77r	BIOLOGICAL	ACTION:G407-E2689@1:CH	G407-E2689	RUNNING:G407-E2689@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
280	3175	G407-S392	15	f77r	BIOLOGICAL	ACTION:G407-E2689@2:R	G407-E2689	RUNNING:G407-E2689@2	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
281	3179	G407-S392	19	f77r	BIOLOGICAL	ACTION:G407-E2694@1:R	G407-E2694	RUNNING:G407-E2694@1	R	GDT582_RETAINED_NON_TARGET	2	AIIN+AIIN	Stations- oder Badmaß|Stations- oder Badmaß	Kennzeichne oder prüfe das Stations- oder Badmaß in Anwendungsform, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
282	3180	G407-S392	20	f77r	BIOLOGICAL	ACTION:G407-E2697@1:CH	G407-E2697	RUNNING:G407-E2697@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
283	3181	G407-S392	21	f77r	BIOLOGICAL	ACTION:G407-E2697@3:CH	G407-E2697	RUNNING:G407-E2697@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass über den Stationskontakt oder die Leitung ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
284	3182	G407-S392	22	f77r	BIOLOGICAL	ACTION:G407-E2697@4:P	G407-E2697	RUNNING:G407-E2697@4	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
285	3185	G407-S392	25	f77r	BIOLOGICAL	ACTION:G407-E2699@1:CH	G407-E2699	RUNNING:G407-E2699@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
286	3196	G407-S392	36	f77r	BIOLOGICAL	ACTION:G407-E2710@2:R	G407-E2710	RUNNING:G407-E2710@2	R	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Kennzeichne oder prüfe den Stationsansatz in Anwendungsform, im zweiten Durchgang, an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
287	3198	G407-S392	38	f77r	BIOLOGICAL	ACTION:G407-E2712@4:R	G407-E2712	RUNNING:G407-E2712@4	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe im zweiten Durchgang	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
288	3200	G407-S392	40	f77r	BIOLOGICAL	ACTION:G407-E2713@2:OK	G407-E2713	RUNNING:G407-E2713@2	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
289	3201	G407-S394	1	f81r	BIOLOGICAL	ACTION:G407-E2716@1:SH	G407-E2716	RUNNING:G407-E2716@1	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
290	3203	G407-S394	3	f81r	BIOLOGICAL	ACTION:G407-E2717@2:P	G407-E2717	RUNNING:G407-E2717@2	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende in Anwendungsform an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
291	3207	G407-S395	2	f81r	BIOLOGICAL	ACTION:G407-E2718@2:P	G407-E2718	RUNNING:G407-E2718@2	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
292	3212	G407-S396	3	f81r	BIOLOGICAL	ACTION:G407-E2721@1:CH	G407-E2721	RUNNING:G407-E2721@1	CH	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Entnimm oder lass den Stationsansatz auf Grad I ab	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
293	3213	G407-S396	4	f81r	BIOLOGICAL	ACTION:G407-E2722@2:SH	G407-E2722	RUNNING:G407-E2722@2	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
294	3215	G407-S396	6	f81r	BIOLOGICAL	ACTION:G407-E2724@1:OK	G407-E2724	RUNNING:G407-E2724@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
295	3220	G407-S396	11	f81r	BIOLOGICAL	ACTION:G407-E2728@1:OK	G407-E2728	RUNNING:G407-E2728@1	OK	GDT582_RETAINED_NON_TARGET	2	Y+Y	Stationsansatz|Stationsansatz	Beschicke oder bereite den Stationsansatz über den Stationskontakt oder die Leitung vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
296	3225	G407-S396	16	f81r	BIOLOGICAL	ACTION:G407-E2732@2:K	G407-E2732	RUNNING:G407-E2732@2	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe zur Zielstation oder ins Zielbecken zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
297	3228	G407-S396	19	f81r	BIOLOGICAL	ACTION:G407-E2735@1:OK	G407-E2735	RUNNING:G407-E2735@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
298	3232	G407-S397	2	f81r	BIOLOGICAL	ACTION:G407-E2738@1:OK	G407-E2738	RUNNING:G407-E2738@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
299	3235	G407-S397	5	f81r	BIOLOGICAL	ACTION:G407-E2741@1:CH	G407-E2741	RUNNING:G407-E2741@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
300	3236	G407-S397	6	f81r	BIOLOGICAL	ACTION:G407-E2741@2:CH	G407-E2741	RUNNING:G407-E2741@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
301	3238	G407-S397	8	f81r	BIOLOGICAL	ACTION:G407-E2742@2:K	G407-E2742	RUNNING:G407-E2742@2	K	GDT582_RETAINED_NON_TARGET	2	Y+Y	Stationsansatz|Stationsansatz	Führe den Stationsansatz auf Grad II, an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
302	3240	G407-S397	10	f81r	BIOLOGICAL	ACTION:G407-E2745@1:CH	G407-E2745	RUNNING:G407-E2745@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
303	3241	G407-S397	11	f81r	BIOLOGICAL	ACTION:G407-E2746@1:OK	G407-E2746	RUNNING:G407-E2746@1	OK	GDT582_RETAINED_NON_TARGET	4	Y+AIIN+OR+AIN	Stationsansatz|Stations- oder Badmaß|Becken- oder Körpereinheit|Anwendungsportion	Beschicke oder bereite den Stationsansatz, das Stations- oder Badmaß, die Becken- oder Körpereinheit und die Anwendungsportion auf Grad II vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
304	3253	G407-S397	23	f81r	BIOLOGICAL	ACTION:G407-E2758@1:OK	G407-E2758	RUNNING:G407-E2758@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad II vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
305	3257	G407-S397	27	f81r	BIOLOGICAL	ACTION:G407-E2761@1:OK	G407-E2761	RUNNING:G407-E2761@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
306	3258	G407-S397	28	f81r	BIOLOGICAL	ACTION:G407-E2762@1:CH	G407-E2762	RUNNING:G407-E2762@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
307	3259	G407-S397	29	f81r	BIOLOGICAL	ACTION:G407-E2762@2:CH	G407-E2762	RUNNING:G407-E2762@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
308	3263	G407-S397	33	f81r	BIOLOGICAL	ACTION:G407-E2764@1:OK	G407-E2764	RUNNING:G407-E2764@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
309	3264	G407-S397	34	f81r	BIOLOGICAL	ACTION:G407-E2765@1:P	G407-E2765	RUNNING:G407-E2765@1	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
310	3267	G407-S398	1	f81r	BIOLOGICAL	ACTION:G407-E2766@1:OK	G407-E2766	RUNNING:G407-E2766@1	OK	GDT582_RETAINED_NON_TARGET	5	Y+Y+Y+Y+Y	Stationsansatz|Stationsansatz|Stationsansatz|Stationsansatz|Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad II vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
311	3283	G407-S401	4	f81r	BIOLOGICAL	ACTION:G407-E2781@2:K	G407-E2781	RUNNING:G407-E2781@2	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
312	3287	G407-S401	8	f81r	BIOLOGICAL	ACTION:G407-E2782@2:K	G407-E2782	RUNNING:G407-E2782@2	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
313	3291	G407-S402	2	f81r	BIOLOGICAL	ACTION:G407-E2783@3:CH	G407-E2783	RUNNING:G407-E2783@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
314	3292	G407-S402	3	f81r	BIOLOGICAL	ACTION:G407-E2783@4:K	G407-E2783	RUNNING:G407-E2783@4	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe auf Grad I zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
315	3304	G407-S406	1	f81r	BIOLOGICAL	ACTION:G407-E2789@1:OK	G407-E2789	RUNNING:G407-E2789@1	OK	GDT582_RETAINED_NON_TARGET	2	Y+Y	Stationsansatz|Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad II und über den Stationskontakt oder die Leitung vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
316	3312	G407-S408	3	f81r	BIOLOGICAL	ACTION:G407-E2796@1:CH	G407-E2796	RUNNING:G407-E2796@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass auf Grad I ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
317	3314	G407-S408	5	f81r	BIOLOGICAL	ACTION:G407-E2796@5:R	G407-E2796	RUNNING:G407-E2796@5	R	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Kennzeichne oder prüfe den Stationsansatz	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
318	3315	G407-S408	6	f81r	BIOLOGICAL	ACTION:G407-E2797@1:OK	G407-E2797	RUNNING:G407-E2797@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad I vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
319	3319	G407-S409	2	f81r	BIOLOGICAL	ACTION:G407-E2798@2:SH	G407-E2798	RUNNING:G407-E2798@2	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
320	3324	G407-S411	3	f81r	BIOLOGICAL	ACTION:G407-E2805@1:CH	G407-E2805	RUNNING:G407-E2805@1	CH	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
321	3325	G407-S411	4	f81r	BIOLOGICAL	ACTION:G407-E2806@1:OK	G407-E2806	RUNNING:G407-E2806@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad II vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
322	3327	G407-S413	1	f81r	BIOLOGICAL	ACTION:G407-E2808@1:P	G407-E2808	RUNNING:G407-E2808@1	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
323	3331	G407-S414	1	f81r	BIOLOGICAL	ACTION:G407-E2809@3:P	G407-E2809	RUNNING:G407-E2809@3	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
324	3332	G407-S414	2	f81r	BIOLOGICAL	ACTION:G407-E2809@4:CH	G407-E2809	RUNNING:G407-E2809@4	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
325	3334	G407-S414	4	f81r	BIOLOGICAL	ACTION:G407-E2810@1:OK	G407-E2810	RUNNING:G407-E2810@1	OK	GDT582_RETAINED_NON_TARGET	1	OR	Becken- oder Körpereinheit	Beschicke oder bereite die Becken- oder Körpereinheit vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
326	3336	G407-S414	6	f81r	BIOLOGICAL	ACTION:G407-E2811@2:P	G407-E2811	RUNNING:G407-E2811@2	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
327	3339	G407-S415	1	f81r	BIOLOGICAL	ACTION:G407-E2812@2:P	G407-E2812	RUNNING:G407-E2812@2	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende in Anwendungsform an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
328	3342	G407-S415	4	f81r	BIOLOGICAL	ACTION:G407-E2815@1:CH	G407-E2815	RUNNING:G407-E2815@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
