completed_action_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	completion_layer	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt598_integrated_clause_de	clause_changed
208	3110	G407-S380	3	f77r	ACTION:G407-E2628@1:SH	G407-E2628	RUNNING:G407-E2628@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
209	3117	G407-S381	6	f77r	ACTION:G407-E2633@2:T	G407-E2633	RUNNING:G407-E2633@2	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	MEASURE	Stationsmaß	das Stationsmaß	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2633@2:T	Reguliere das Stations- oder Badmaß über den Stationskontakt oder die Leitung	Reguliere das Stationsmaß über den Stationskontakt oder die Leitung	YES
210	3118	G407-S381	7	f77r	ACTION:G407-E2634@1:SH	G407-E2634	RUNNING:G407-E2634@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT595:G407-E2634:RUNNING:G407-E2631@5	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES
211	3122	G407-S382	3	f77r	ACTION:G407-E2637@1:SH	G407-E2637	RUNNING:G407-E2637@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2637:RUNNING:G407-E2636@2|RUNNING:G407-E2637@3	Halte das Stations- oder Badmaß und den Stationsansatz im Bad auf Grad II	Halte den Körper im Bad bei der angegebenen Füllung auf Grad II	YES
212	3123	G407-S382	4	f77r	ACTION:G407-E2638@1:SH	G407-E2638	RUNNING:G407-E2638@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	denselben Körper	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	CARRY:G407-E2637	Halte im Bad auf Grad I	Halte denselben Körper im Bad auf Grad I	YES
213	3126	G407-S382	7	f77r	ACTION:G407-E2639@2:SH	G407-E2639	RUNNING:G407-E2639@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2639:RUNNING:G407-E2639@4	Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung	NO
214	3128	G407-S382	9	f77r	ACTION:G407-E2641@1:SH	G407-E2641	RUNNING:G407-E2641@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	HANDOFF:G407-E2640:RUNNING:G407-E2640@1	Halte im Bad auf Grad II	Halte denselben Stationsansatz im Bad auf Grad II	YES
215	3131	G407-S384	2	f77r	ACTION:G407-E2647@1:SH	G407-E2647	RUNNING:G407-E2647@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte das Stations- oder Badmaß im Bad	Halte den Körper im Bad bei der angegebenen Füllung	YES
216	3135	G407-S384	6	f77r	ACTION:G407-E2649@1:SH	G407-E2649	RUNNING:G407-E2649@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:O	Halte im Bad in Anwendungsform	Halte den Stationsansatz im Bad in Anwendungsform	YES
217	3139	G407-S385	3	f77r	ACTION:G407-E2652@1:SH	G407-E2652	RUNNING:G407-E2652@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2652:RUNNING:G407-E2651@1|RUNNING:G407-E2653@2	Halte das Stations- oder Badmaß und den Stationsansatz im Bad	Halte den Körper im Bad bei der angegebenen Füllung	YES
218	3147	G407-S386	4	f77r	ACTION:G407-E2659@1:S	G407-E2659	RUNNING:G407-E2659@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	NO
219	3152	G407-S390	2	f77r	ACTION:G407-E2666@1:S	G407-E2666	RUNNING:G407-E2666@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	FLOW	Mengenangabe	die Mengenangabe	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2666@1:S	Leite das Stations- oder Badmaß zur Zielstation oder ins Zielbecken um	Leite die angegebene Menge zur Zielstation oder ins Zielbecken um	YES
220	3154	G407-S390	4	f77r	ACTION:G407-E2670@1:SH	G407-E2670	RUNNING:G407-E2670@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT595:G407-E2670:RUNNING:G407-E2665@3	Halte im Bad auf Grad II	Halte denselben Stationsansatz im Bad auf Grad II	YES
221	3162	G407-S392	2	f77r	ACTION:G407-E2677@1:SH	G407-E2677	RUNNING:G407-E2677@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2677:RUNNING:G407-E2677@3	Halte den Stationsansatz im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES
222	3164	G407-S392	4	f77r	ACTION:G407-E2678@4:CHD	G407-E2678	RUNNING:G407-E2678@4	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2678@4:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
223	3168	G407-S392	8	f77r	ACTION:G407-E2682@1:SH	G407-E2682	RUNNING:G407-E2682@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2682:RUNNING:G407-E2682@3|RUNNING:G407-E2683@3|RUNNING:G407-E2684@1	Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung	NO
224	3172	G407-S392	12	f77r	ACTION:G407-E2686@3:S	G407-E2686	RUNNING:G407-E2686@3	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	MEASURE	Stations- oder Badmaß	dasselbe Stations- oder Badmaß	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2685@1:OK	Wähle die Einheit aus	Wähle dasselbe Stations- oder Badmaß aus	YES
225	3176	G407-S392	16	f77r	ACTION:G407-E2690@1:S	G407-E2690	RUNNING:G407-E2690@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom über den Stationskontakt oder die Leitung um	Leite den Strom über den Stationskontakt oder die Leitung um	NO
226	3177	G407-S392	17	f77r	ACTION:G407-E2691@1:S	G407-E2691	RUNNING:G407-E2691@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	die Anwendungsportion	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2691@1:S	Wähle die Anwendungsportion aus	Wähle die Anwendungsportion aus	NO
227	3183	G407-S392	23	f77r	ACTION:G407-E2697@5:SH	G407-E2697	RUNNING:G407-E2697@5	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2697:RUNNING:G407-E2697@7	Halte den Stationsansatz im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES
228	3184	G407-S392	24	f77r	ACTION:G407-E2698@1:T	G407-E2698	RUNNING:G407-E2698@1	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	CONDITION	Stationsbedingung	die Stationsbedingung	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Reguliere die Stationsbedingung zur Zielstation oder ins Zielbecken	Reguliere die Stationsbedingung zur Zielstation oder ins Zielbecken	NO
229	3187	G407-S392	27	f77r	ACTION:G407-E2701@2:S	G407-E2701	RUNNING:G407-E2701@2	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2701@2:S	Wähle den Stationsansatz und das Stations- oder Badmaß an der Stations-Hauptstelle aus	Wähle den Stationsansatz und das Stationsmaß an der Stations-Hauptstelle aus	YES
230	3190	G407-S392	30	f77r	ACTION:G407-E2704@2:SH	G407-E2704	RUNNING:G407-E2704@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2704:RUNNING:G407-E2704@1|RUNNING:G407-E2704@4	Halte den Stationsansatz im Bad auf Grad II und zur Zielstation oder ins Zielbecken	Halte den Stationsansatz im Bad auf Grad II und zur Zielstation oder ins Zielbecken	NO
231	3191	G407-S392	31	f77r	ACTION:G407-E2706@1:S	G407-E2706	RUNNING:G407-E2706@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2704@2:SH	Wähle die Einheit an der Stations-Hauptstelle aus	Wähle denselben Stationsansatz an der Stations-Hauptstelle aus	YES
232	3192	G407-S392	32	f77r	ACTION:G407-E2706@4:S	G407-E2706	RUNNING:G407-E2706@4	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2706@1:S	Wähle die Einheit auf der Anwendungsstufe aus	Wähle denselben Stationsansatz auf der Anwendungsstufe aus	YES
233	3194	G407-S392	34	f77r	ACTION:G407-E2707@1:S	G407-E2707	RUNNING:G407-E2707@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom in Anwendungsform, an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken um	Leite den Strom in Anwendungsform, an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken um	NO
234	3195	G407-S392	35	f77r	ACTION:G407-E2709@1:T	G407-E2709	RUNNING:G407-E2709@1	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	die Anwendungsportion	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2709@1:T	Reguliere die Anwendungsportion	Reguliere die Anwendungsportion	NO
235	3197	G407-S392	37	f77r	ACTION:G407-E2712@1:S	G407-E2712	RUNNING:G407-E2712@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2710@2:R	Wähle die Einheit in Anwendungsform aus	Wähle denselben Stationsansatz in Anwendungsform aus	YES
236	3204	G407-S394	4	f81r	ACTION:G407-E2717@3:CHD	G407-E2717	RUNNING:G407-E2717@3	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz	Behandle den Stationsansatz	YES
237	3208	G407-S395	3	f81r	ACTION:G407-E2718@3:CHD	G407-E2718	RUNNING:G407-E2718@3	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz	Behandle den Stationsansatz	YES
238	3210	G407-S396	1	f81r	ACTION:G407-E2719@3:SH	G407-E2719	RUNNING:G407-E2719@3	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2719:RUNNING:G407-E2719@5|RUNNING:G407-E2720@2	Halte den Stationsansatz im Bad in Anwendungsform, in Feinform und an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad in Anwendungsform, in Feinform und an der Stations-Arbeitsstelle	NO
239	3214	G407-S396	5	f81r	ACTION:G407-E2723@2:CHD	G407-E2723	RUNNING:G407-E2723@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2721@1:CH	Behandle den Ansatz	Behandle denselben Stationsansatz	YES
240	3219	G407-S396	10	f81r	ACTION:G407-E2727@1:CHD	G407-E2727	RUNNING:G407-E2727@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2727@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
241	3223	G407-S396	14	f81r	ACTION:G407-E2731@1:SH	G407-E2731	RUNNING:G407-E2731@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:S_ADDR	Halte im Bad auf Grad II und an der Stations-Endstelle	Halte den Stationsansatz im Bad auf Grad II und an der Stations-Endstelle	YES
242	3227	G407-S396	18	f81r	ACTION:G407-E2734@1:CHD	G407-E2734	RUNNING:G407-E2734@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2734@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
243	3229	G407-S396	20	f81r	ACTION:G407-E2736@1:SH	G407-E2736	RUNNING:G407-E2736@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	HANDOFF:G407-E2734:RUNNING:G407-E2734@2	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES
244	3231	G407-S397	1	f81r	ACTION:G407-E2737@2:CHD	G407-E2737	RUNNING:G407-E2737@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2737@2:CHD	Behandle den Stationsansatz an der Stations-Arbeitsstelle	Behandle den Stationsansatz an der Stations-Arbeitsstelle	NO
245	3237	G407-S397	7	f81r	ACTION:G407-E2741@3:T	G407-E2741	RUNNING:G407-E2741@3	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2741@3:T	Reguliere den Stationsansatz	Reguliere den Stationsansatz	NO
246	3246	G407-S397	16	f81r	ACTION:G407-E2753@1:S	G407-E2753	RUNNING:G407-E2753@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	NO
247	3248	G407-S397	18	f81r	ACTION:G407-E2755@2:S	G407-E2755	RUNNING:G407-E2755@2	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q02_RIGHT_SAME_EVENT_DEFINITE	DEFINITE	ACTION:G407-E2755@4:S	Wähle die Einheit auf Grad I aus	Wähle den Stationsansatz auf Grad I aus	YES
248	3249	G407-S397	19	f81r	ACTION:G407-E2755@4:S	G407-E2755	RUNNING:G407-E2755@4	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2755@4:S	Wähle den Stationsansatz aus	Wähle den Stationsansatz aus	NO
249	3252	G407-S397	22	f81r	ACTION:G407-E2757@1:SH	G407-E2757	RUNNING:G407-E2757@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	UNIT	Badeinheit	die Badeinheit	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2757:RUNNING:G407-E2757@2	Halte die Becken- oder Körpereinheit im Bad	Halte die Badeinheit im Bad	YES
250	3255	G407-S397	25	f81r	ACTION:G407-E2760@2:SH	G407-E2760	RUNNING:G407-E2760@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:D_ADDR	Halte im Bad auf Grad II und an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad auf Grad II und an der Stations-Arbeitsstelle	YES
251	3256	G407-S397	26	f81r	ACTION:G407-E2760@4:S	G407-E2760	RUNNING:G407-E2760@4	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2760@2:SH	Wähle die Einheit aus	Wähle denselben Stationsansatz aus	YES
252	3260	G407-S397	30	f81r	ACTION:G407-E2762@3:T	G407-E2762	RUNNING:G407-E2762@3	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2762@3:T	Reguliere den Stationsansatz	Reguliere den Stationsansatz	NO
253	3265	G407-S397	35	f81r	ACTION:G407-E2765@2:CHD	G407-E2765	RUNNING:G407-E2765@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz	Behandle den Stationsansatz	YES
254	3276	G407-S398	10	f81r	ACTION:G407-E2771@3:S	G407-E2771	RUNNING:G407-E2771@3	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2771@3:S	Wähle den Stationsansatz aus	Wähle den Stationsansatz aus	NO
255	3280	G407-S401	1	f81r	ACTION:G407-E2778@1:SH	G407-E2778	RUNNING:G407-E2778@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2778:RUNNING:G407-E2778@3|RUNNING:G407-E2779@2|RUNNING:G407-E2780@2	Halte den Stationsansatz und die Anwendungsportion im Bad auf Grad II und über den Stationskontakt oder die Leitung	Halte den Stationsansatz und die Anwendungsportion im Bad auf Grad II und über den Stationskontakt oder die Leitung	NO
256	3290	G407-S402	1	f81r	ACTION:G407-E2783@1:SH	G407-E2783	RUNNING:G407-E2783@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES
257	3295	G407-S403	2	f81r	ACTION:G407-E2784@2:T	G407-E2784	RUNNING:G407-E2784@2	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Temperiere	Temperiere den Stationsansatz	YES
258	3298	G407-S404	1	f81r	ACTION:G407-E2785@2:CHD	G407-E2785	RUNNING:G407-E2785@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2785@2:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
259	3299	G407-S404	2	f81r	ACTION:G407-E2786@1:T	G407-E2786	RUNNING:G407-E2786@1	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2785@2:CHD	Temperiere auf Grad I	Temperiere denselben Stationsansatz auf Grad I	YES
260	3302	G407-S405	2	f81r	ACTION:G407-E2788@1:SH	G407-E2788	RUNNING:G407-E2788@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES
261	3308	G407-S406	5	f81r	ACTION:G407-E2792@1:SH	G407-E2792	RUNNING:G407-E2792@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT594:G407-E2790	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES
262	3311	G407-S408	2	f81r	ACTION:G407-E2795@1:CHD	G407-E2795	RUNNING:G407-E2795@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2795@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
263	3313	G407-S408	4	f81r	ACTION:G407-E2796@3:T	G407-E2796	RUNNING:G407-E2796@3	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2796@3:T	Reguliere den Stationsansatz	Reguliere den Stationsansatz	NO
264	3316	G407-S408	7	f81r	ACTION:G407-E2797@3:CHD	G407-E2797	RUNNING:G407-E2797@3	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2796@5:R	Behandle den Ansatz	Behandle denselben Stationsansatz	YES
265	3322	G407-S411	1	f81r	ACTION:G407-E2803@1:S	G407-E2803	RUNNING:G407-E2803@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	PORTION	Anwendungsportion	die Anwendungsportion	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2803@1:S	Wähle die Anwendungsportion aus	Wähle die Anwendungsportion aus	NO
