statement_ordinal	statement_id	physical_page	register	owner_de	event_count	surface_sequence	corrected_recipe_sequence	action_chain_de	arguments_de	relations_de	grades_de	end_mode	focus_attachment_count	bounded_forward_count	owner_only_count	rule_families	scope_skeleton_de	pass1026_recipe_changed	scope_result
76	P1009-S076	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	8	shey kar chey ckhey r ain ol olsheedy	SH+E+Y | K+AR | Y | CH+K+E+Y | R | AIN | OL | OL+SH+EE+DY	HALTEN > GEBEN > NEHMEN > GEBEN > MARKIEREN > HALTEN	ANTEIL×1+AKTIVER POSTEN×3	AUSGANG×1	GRAD I×2+GRAD II×1	LICENSED_DY_CLOSE	8	0	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[NEHMEN×1+HALTEN×2+GEBEN×2+MARKIEREN×1] > ARG[ANTEIL×1+AKTIVER POSTEN×3] > REL[AUSGANG×1] > GRAD[GRAD I×2+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
77	P1009-S077	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	9	qokeey qoky pcheykeeor olky dar okey qokain chcthy qokeedy	OK+EE+Y | OK+Y | P+Y+K+EE+OR | OL+K+Y | D_ADDR+AR | OK+E+Y | OK+AIN | CH+CH+T+Y | OK+EE+DY	SETZEN > SETZEN > EINSETZEN > GEBEN > GEBEN > SETZEN > SETZEN > NEHMEN > NEHMEN > EINSTELLEN > SETZEN	ANTEIL×1+EINHEIT×1+AKTIVER POSTEN×6	AUSGANG×1	GRAD I×1+GRAD II×3	LICENSED_DY_CLOSE	13	0	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×5+NEHMEN×2+GEBEN×2+EINSTELLEN×1+EINSETZEN×1] > ARG[ANTEIL×1+EINHEIT×1+AKTIVER POSTEN×6] > REL[AUSGANG×1] > GRAD[GRAD I×1+GRAD II×3] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
78	P1009-S078	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qoky pchedy	OK+Y | P+CHD+DY	SETZEN > EINSETZEN > UMSETZEN	AKTIVER POSTEN×1	NONE	NONE	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1+UMSETZEN×1+EINSETZEN×1] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
79	P1009-S079	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokshdy	OK+SH+DY	SETZEN > HALTEN	NONE	NONE	NONE	LICENSED_DY_CLOSE	0	0	0	NONE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1+HALTEN×1] > ARG[NONE] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
80	P1009-S080	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	10	ytain chedy qokar chy lol chedy qoky sor chey qokardy	Y+T+AIN | CHD+Y | OK+AR | Y | L+OL | CHD+Y | OK+Y | S+OR | Y | OK+AR+DY	EINSTELLEN > UMSETZEN > SETZEN > UMSETZEN > SETZEN > WÄHLEN > SETZEN	ANTEIL×1+EINHEIT×1+AKTIVER POSTEN×6	AUSGANG×2+VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	11	0	0	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×3+WÄHLEN×1+EINSTELLEN×1+UMSETZEN×2] > ARG[ANTEIL×1+EINHEIT×1+AKTIVER POSTEN×6] > REL[AUSGANG×2+VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
81	P1009-S081	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	4	dsheckhy qokain chckhy lshedy	D_ADDR+SH+E+CH+K+Y | OK+AIN | CH+K+Y | L+SH+E+DY	HALTEN > NEHMEN > GEBEN > SETZEN > NEHMEN > GEBEN > HALTEN	ANTEIL×1+AKTIVER POSTEN×2	VERBINDUNG×1	GRAD I×2	LICENSED_DY_CLOSE	6	0	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1+NEHMEN×2+HALTEN×2+GEBEN×2] > ARG[ANTEIL×1+AKTIVER POSTEN×2] > REL[VERBINDUNG×1] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
82	P1009-S082	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	okeedy	OK+EE+DY	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
83	P1009-S083	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokchdy	OK+CHD+DY	SETZEN > UMSETZEN	NONE	NONE	NONE	LICENSED_DY_CLOSE	0	0	0	NONE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1+UMSETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
84	P1009-S084	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	chcthy lo qokedy	CH+CH+T+Y | L+O | OK+E+DY	NEHMEN > NEHMEN > EINSTELLEN > SETZEN	AKTIVER POSTEN×1	VERBINDUNG×1	GRAD I×1	LICENSED_DY_CLOSE	3	0	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1+NEHMEN×2+EINSTELLEN×1] > ARG[AKTIVER POSTEN×1] > REL[VERBINDUNG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
85	P1009-S085	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	4	qokan checkhy qokar olchedy	OK+AN | CH+E+CH+K+Y | OK+AR | OL+CHD+DY	SETZEN > NEHMEN > NEHMEN > GEBEN > SETZEN > UMSETZEN	AKTIVER POSTEN×1	AUSGANG×1	GRAD I×1	LICENSED_DY_CLOSE	3	0	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×2+NEHMEN×2+GEBEN×1+UMSETZEN×1] > ARG[AKTIVER POSTEN×1] > REL[AUSGANG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
86	P1009-S086	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	10	sal dshor qotar chdy shey qokain chckhy dy otey tedy	S+AL | D_ADDR+SH+OR | OT+AR | CHD+Y | SH+E+Y | OK+AIN | CH+K+Y | Y | OT+E+Y | T+E+DY	WÄHLEN > HALTEN > UMSETZEN > HALTEN > SETZEN > NEHMEN > GEBEN > EINSTELLEN	ANTEIL×1+EINHEIT×1+AKTIVER POSTEN×5	ZIELORT×1+AUSGANG×1	GRAD I×3	LICENSED_DY_CLOSE	12	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1+NEHMEN×1+HALTEN×2+GEBEN×1+WÄHLEN×1+EINSTELLEN×1+UMSETZEN×1] > ARG[ANTEIL×1+EINHEIT×1+AKTIVER POSTEN×5] > REL[ZIELORT×1+AUSGANG×1] > GRAD[GRAD I×3] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
87	P1009-S087	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	lchedy	L+CHD+DY	UMSETZEN	NONE	VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	1	0	0	L_AIR_RIGHT_FALLBACK	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[UMSETZEN×1] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
88	P1009-S088	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
89	P1009-S089	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	qokair oly qokeedy	OK+AIR | OL+Y | OK+EE+DY	SETZEN > SETZEN	AKTIVER POSTEN×1	LAUF×1	GRAD II×1	LICENSED_DY_CLOSE	3	0	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×2] > ARG[AKTIVER POSTEN×1] > REL[LAUF×1] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
90	P1009-S090	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	4	dy qokal okar shedy	Y | OK+AL | OK+AR | SH+E+DY	SETZEN > SETZEN > HALTEN	AKTIVER POSTEN×1	ZIELORT×1+AUSGANG×1	GRAD I×1	LICENSED_DY_CLOSE	4	1	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×2+HALTEN×1] > ARG[AKTIVER POSTEN×1] > REL[ZIELORT×1+AUSGANG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
91	P1009-S091	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	12	dor chekam ssheckhy qokal oly shey r ol cheey shey dy olshedy	D_ADDR+OR | CH+K+AM_ADDR | S+SH+E+CH+K+Y | OK+AL | OL+Y | SH+E+Y | R | OL | SH+EE+Y | SH+E+Y | Y | OL+SH+E+DY	NEHMEN > GEBEN > WÄHLEN > HALTEN > NEHMEN > GEBEN > SETZEN > HALTEN > MARKIEREN > HALTEN > HALTEN > HALTEN	EINHEIT×1+AKTIVER POSTEN×6	ZIELORT×1	GRAD I×4+GRAD II×1	LICENSED_DY_CLOSE	13	1	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1+NEHMEN×2+HALTEN×5+GEBEN×2+WÄHLEN×1+MARKIEREN×1] > ARG[EINHEIT×1+AKTIVER POSTEN×6] > REL[ZIELORT×1] > GRAD[GRAD I×4+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
92	P1009-S092	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qoky pchedy	OK+Y | P+CHD+DY	SETZEN > EINSETZEN > UMSETZEN	AKTIVER POSTEN×1	NONE	NONE	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1+UMSETZEN×1+EINSETZEN×1] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
93	P1009-S093	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	keedy	K+EE+DY	GEBEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[GEBEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
94	P1009-S094	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	OK+E+DY	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
95	P1009-S095	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	OK+E+DY	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
96	P1009-S096	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	OK+E+DY	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
97	P1009-S097	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	OK+E+DY	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
98	P1009-S098	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qokain olshedy	OK+AIN | OL+SH+E+DY	SETZEN > HALTEN	ANTEIL×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	2	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1+HALTEN×1] > ARG[ANTEIL×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
99	P1009-S099	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	6	sain al keishy qokain dy olshedy	S+AIN | AL | K+E+SH+Y | OK+AIN | Y | OL+SH+E+DY	WÄHLEN > GEBEN > HALTEN > SETZEN > HALTEN	ANTEIL×2+AKTIVER POSTEN×2	ZIELORT×1	GRAD I×2	LICENSED_DY_CLOSE	7	0	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1+HALTEN×2+GEBEN×1+WÄHLEN×1] > ARG[ANTEIL×2+AKTIVER POSTEN×2] > REL[ZIELORT×1] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
100	P1009-S100	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	13	qokain chckhy qokain otar aly sain qokain qolkeeoly saiin chedy sol or shedy	OK+AIN | CH+K+Y | OK+AIN | OT+AR | AL+Y | S+AIN | OK+AIN | OL+K+EE+OL+Y | S+AIIN | CHD+Y | OL | OR | SH+E+DY	SETZEN > NEHMEN > GEBEN > SETZEN > WÄHLEN > SETZEN > GEBEN > WÄHLEN > UMSETZEN > HALTEN	WERT×1+ANTEIL×4+EINHEIT×1+AKTIVER POSTEN×4	ZIELORT×1+AUSGANG×1	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	14	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×3+NEHMEN×1+HALTEN×1+GEBEN×2+WÄHLEN×2+UMSETZEN×1] > ARG[WERT×1+ANTEIL×4+EINHEIT×1+AKTIVER POSTEN×4] > REL[ZIELORT×1+AUSGANG×1] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
101	P1009-S101	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	okchdy	OK+CHD+DY	SETZEN > UMSETZEN	NONE	NONE	NONE	LICENSED_DY_CLOSE	0	0	0	NONE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1+UMSETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
102	P1009-S102	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qoky dshedy	OK+Y | SH+E+DY	SETZEN > HALTEN	AKTIVER POSTEN×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	2	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1+HALTEN×1] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
103	P1009-S103	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qokar sheedy	OK+AR | SH+EE+DY	SETZEN > HALTEN	NONE	AUSGANG×1	GRAD II×1	LICENSED_DY_CLOSE	2	0	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1+HALTEN×1] > ARG[NONE] > REL[AUSGANG×1] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
104	P1009-S104	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	4	lch shokain chy okshedy	L+CH | SH+OK+AIN | Y | OK+SH+E+DY	NEHMEN > HALTEN > SETZEN > SETZEN > HALTEN	ANTEIL×1+AKTIVER POSTEN×1	VERBINDUNG×1	GRAD I×1	LICENSED_DY_CLOSE	4	0	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×2+NEHMEN×1+HALTEN×2] > ARG[ANTEIL×1+AKTIVER POSTEN×1] > REL[VERBINDUNG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
105	P1009-S105	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	10	qokain chedy pchedar shepchy lshedary dal shal shy kol shedy	OK+AIN | CHD+Y | P+CHD+AR | SH+E+P+Y | L+SH+E+D_ADDR+AR+Y | AL | SH+AL | Y | K+OL | SH+E+DY	SETZEN > UMSETZEN > EINSETZEN > UMSETZEN > HALTEN > EINSETZEN > HALTEN > HALTEN > GEBEN > HALTEN	ANTEIL×1+AKTIVER POSTEN×4	ZIELORT×2+AUSGANG×2+VERBINDUNG×1	GRAD I×3	LICENSED_DY_CLOSE	13	0	0	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1+HALTEN×4+GEBEN×1+UMSETZEN×2+EINSETZEN×2] > ARG[ANTEIL×1+AKTIVER POSTEN×4] > REL[ZIELORT×2+AUSGANG×2+VERBINDUNG×1] > GRAD[GRAD I×3] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
106	P1009-S106	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	qokam sol sheedy	OK+AM_ADDR | OL | SH+EE+DY	SETZEN > HALTEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1+HALTEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
107	P1009-S107	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qol shedy	OL | SH+E+DY	HALTEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[HALTEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
108	P1009-S108	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	6	qol otain char sar oly qokshedy	OL | OT+AIN | AR | S+AR | OL+Y | OK+SH+E+DY	WÄHLEN > SETZEN > HALTEN	ANTEIL×1+AKTIVER POSTEN×1	AUSGANG×2	GRAD I×1	LICENSED_DY_CLOSE	5	0	2	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|OWNER_CONTEXT|PREVIOUS_CARD_STACK	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×1+HALTEN×1+WÄHLEN×1] > ARG[ANTEIL×1+AKTIVER POSTEN×1] > REL[AUSGANG×2] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
109	P1009-S109	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	50	qol shey qoky shey ey qokain ar ry shey qor chey lchey lo ydain shey qokain oqokain chey qckhsy or ysheor ol lor am odar shey qokain chedy or shey kar chedy sar pchey kshey qokeey qokal sshey qol chedyqokam qokain olkeey qolkary sain checthy lor ol sain shckhy qokeedy	OL | SH+E+Y | OK+Y | SH+E+Y | E+Y | OK+AIN | AR | R+Y | SH+E+Y | OR | Y | L+Y | L+O | Y+AIN | SH+E+Y | OK+AIN | O+OK+AIN | Y | CH+K+Y | OR | Y+SH+E+OR | OL | L+OR | AM_ADDR | O+D_ADDR+AR | SH+E+Y | OK+AIN | CHD+Y | OR | SH+E+Y | K+AR | CHD+Y | S+AR | P+Y | K+SH+E+Y | OK+EE+Y | OK+AL | S+SH+E+Y | OL | CHD+Y+OK+AM_ADDR | OK+AIN | OL+K+EE+Y | OL+K+AR+Y | S+AIN | CH+T+Y | L+OR | OL | S+AIN | SH+CH+K+Y | OK+EE+DY	HALTEN > SETZEN > HALTEN > SETZEN > MARKIEREN > HALTEN > HALTEN > SETZEN > SETZEN > NEHMEN > GEBEN > HALTEN > HALTEN > SETZEN > UMSETZEN > HALTEN > GEBEN > UMSETZEN > WÄHLEN > EINSETZEN > GEBEN > HALTEN > SETZEN > SETZEN > WÄHLEN > HALTEN > UMSETZEN > SETZEN > SETZEN > GEBEN > GEBEN > WÄHLEN > NEHMEN > EINSTELLEN > WÄHLEN > HALTEN > NEHMEN > GEBEN > SETZEN	ANTEIL×8+EINHEIT×6+AKTIVER POSTEN×26	ZIELORT×1+AUSGANG×5+VERBINDUNG×4	GRAD I×10+GRAD II×3	LICENSED_DY_CLOSE	63	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN×10+NEHMEN×3+HALTEN×10+GEBEN×6+WÄHLEN×4+EINSTELLEN×1+UMSETZEN×3+MARKIEREN×1+EINSETZEN×1] > ARG[ANTEIL×8+EINHEIT×6+AKTIVER POSTEN×26] > REL[ZIELORT×1+AUSGANG×5+VERBINDUNG×4] > GRAD[GRAD I×10+GRAD II×3] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
