replay_event_id	event_id	pass1026_event_id	physical_page	register	statement_id	locus	surface	component_recipe	component_atom_count	pass1026_change	all_atoms_on_fixed_sheet	outside_surface_pages	outside_recipe_pages	outside_surface_registers	outside_recipe_registers	page_replay_result	register_replay_result
G399-E0284	P1003-E0056	P1026-E0284	f17r	HERBAL	P1009-S017	f17r.8	dchchy	D_ADDR+CH+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0285	P1003-E0057	P1026-E0285	f17r	HERBAL	P1009-S017	f17r.8	dychear	D_ADDR+Y+CH+E+AR	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0286	P1003-E0058	P1026-E0286	f17r	HERBAL	P1009-S017	f17r.8	schar	S+AR	2	UNCHANGED	YES	NONE	f55v|f75r|f76r|f77r|f81v|f82r|f83r|f88r	NONE	BIOLOGICAL|PHARMA	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0287	P1003-E0059	P1026-E0287	f17r	HERBAL	P1009-S017	f17r.8	ykchy	Y+K+Y	3	UNCHANGED	YES	f13r	f13r|f68r1	NONE	CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0288	P1003-E0060	P1026-E0288	f17r	HERBAL	P1009-S017	f17r.9	soy	S+O+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0289	P1003-E0061	P1026-E0289	f17r	HERBAL	P1009-S017	f17r.9	chckho	CH+K+O	3	UNCHANGED	YES	NONE	f89r	NONE	PHARMA	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0290	P1003-E0062	P1026-E0290	f17r	HERBAL	P1009-S017	f17r.9	o	O	1	UNCHANGED	YES	f10r|f56r|f72r|f75r|f76r|f83r|f89r	f10r|f56r|f72r|f75r|f76r|f77r|f83r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0291	P1003-E0063	P1026-E0291	f17r	HERBAL	P1009-S017	f17r.9	das	DA+S	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0292	P1003-E0064	P1026-E0292	f17r	HERBAL	P1009-S017	f17r.9	chypcham	CH+Y+P+CH+AM_ADDR	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0293	P1003-E0065	P1026-E0293	f17r	HERBAL	P1009-S017	f17r.10	dar	D_ADDR+AR	2	UNCHANGED	YES	f10r|f13r|f18r|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f13r|f18r|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0294	P1003-E0066	P1026-E0294	f17r	HERBAL	P1009-S017	f17r.10	chear	CH+E+AR	3	UNCHANGED	YES	f76r|f88r	f76r|f88r|f89r	BIOLOGICAL|PHARMA	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0295	P1003-E0067	P1026-E0295	f17r	HERBAL	P1009-S017	f17r.10	dcheor	D_ADDR+CH+E+O+R	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0296	P1003-E0068	P1026-E0296	f17r	HERBAL	P1009-S017	f17r.10	sain	S+AIN	2	UNCHANGED	YES	f67r2|f75r|f76r|f77r|f82r|f83r|f89r	f67r2|f75r|f76r|f77r|f82r|f83r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0297	P1003-E0069	P1026-E0297	f17r	HERBAL	P1009-S017	f17r.10	y	Y	1	UNCHANGED	YES	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f72r|f76r|f77r|f81v|f88v|f89r	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0298	P1003-E0070	P1026-E0298	f17r	HERBAL	P1009-S017	f17r.10	mol	M_LOCAL+OL	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0299	P1003-E0071	P1026-E0299	f17r	HERBAL	P1009-S017	f17r.11	otchol	OT+CH+OL	3	UNCHANGED	YES	f13r|f88r|f89r	f10r|f13r|f88r|f89r	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0300	P1003-E0072	P1026-E0300	f17r	HERBAL	P1009-S017	f17r.11	cthar	CH+T+AR	3	UNCHANGED	YES	f18r|f76r	f18r|f76r	BIOLOGICAL	BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0301	P1003-E0073	P1026-E0301	f17r	HERBAL	P1009-S017	f17r.11	okaiin	OK+AIIN	2	UNCHANGED	YES	f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f88r	f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0302	P1003-E0074	P1026-E0302	f17r	HERBAL	P1009-S017	f17r.11	chol	OL	1	UNCHANGED	YES	f10r|f11r|f13r|f18r|f56r|f67r2|f72r|f76r|f77r|f88r|f89r	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0303	P1003-E0075	P1026-E0303	f17r	HERBAL	P1009-S017	f17r.11	daiiin	DA+IIN	2	UNCHANGED	YES	f77r|f83r|f89r	f77r|f83r|f89r	BIOLOGICAL|PHARMA	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0304	P1003-E0076	P1026-E0304	f17r	HERBAL	P1009-S017	f17r.12	ychod	Y+CH+O+D_ADDR	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0305	P1003-E0077	P1026-E0305	f17r	HERBAL	P1009-S017	f17r.12	y	Y	1	UNCHANGED	YES	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f72r|f76r|f77r|f81v|f88v|f89r	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0306	P1003-E0078	P1026-E0306	f17r	HERBAL	P1009-S017	f17r.12	chotom	CH+OT+O+M_LOCAL	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0307	P1008-E0001	P1026-E0307	f18r	HERBAL	P1009-S018	f18r.1	pdrairdy	P+D_ADDR+R+AIR+DY	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0308	P1008-E0002	P1026-E0308	f18r	HERBAL	P1009-S019	f18r.1	darod	D_ADDR+AR+O+D_ADDR	4	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0309	P1008-E0003	P1026-E0309	f18r	HERBAL	P1009-S019	f18r.1	yoar	Y+O+AR	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0310	P1008-E0004	P1026-E0310	f18r	HERBAL	P1009-S019	f18r.1	ykchol	Y+K+OL	3	RESEGMENTED	YES	NONE	f81v	NONE	BIOLOGICAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0311	P1008-E0005	P1026-E0311	f18r	HERBAL	P1009-S019	f18r.1	dar	D_ADDR+AR	2	UNCHANGED	YES	f10r|f13r|f17r|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f13r|f17r|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0312	P1008-E0006	P1026-E0312	f18r	HERBAL	P1009-S019	f18r.1	om	O+AM_ADDR	2	UNCHANGED	YES	f88r|f89r	f88r|f89r	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0313	P1008-E0007	P1026-E0313	f18r	HERBAL	P1009-S019	f18r.1	chckhy	CH+K+Y	3	UNCHANGED	YES	f13r|f55v|f72r|f75r|f76r|f77r|f81v|f82r|f88v|f89r	f10r|f13r|f55v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0314	P1008-E0008	P1026-E0314	f18r	HERBAL	P1009-S019	f18r.1	octhor	O+CH+T+OR	4	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0315	P1008-E0009	P1026-E0315	f18r	HERBAL	P1009-S019	f18r.1	dal	AL	1	UNCHANGED	YES	f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0316	P1008-E0010	P1026-E0316	f18r	HERBAL	P1009-S019	f18r.2	otshol	OT+SH+OL	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0317	P1008-E0011	P1026-E0317	f18r	HERBAL	P1009-S019	f18r.2	qokchol	OK+OL	2	UNCHANGED	YES	f10r	f10r|f11r|f17r|f56r|f67r2|f71v|f77r|f83r|f88r|f88v|f89r	NONE	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0318	P1008-E0012	P1026-E0318	f18r	HERBAL	P1009-S019	f18r.2	chykchy	Y+K+CH+Y	4	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0319	P1008-E0013	P1026-E0319	f18r	HERBAL	P1009-S019	f18r.2	okchal	OK+CH+AL	3	UNCHANGED	YES	f13r	f13r|f72r	NONE	CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0320	P1008-E0014	P1026-E0320	f18r	HERBAL	P1009-S019	f18r.2	daiin	AIIN	1	UNCHANGED	YES	f10r|f11r|f13r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f11r|f13r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0321	P1008-E0015	P1026-E0321	f18r	HERBAL	P1009-S019	f18r.2	dy	Y	1	UNCHANGED	YES	f10r|f11r|f13r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f88v|f89r	f10r|f11r|f13r|f17r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0322	P1008-E0016	P1026-E0322	f18r	HERBAL	P1009-S019	f18r.2	chol	OL	1	UNCHANGED	YES	f10r|f11r|f13r|f17r|f56r|f67r2|f72r|f76r|f77r|f88r|f89r	f10r|f11r|f13r|f17r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0323	P1008-E0017	P1026-E0323	f18r	HERBAL	P1009-S019	f18r.2	dain	AIN	1	UNCHANGED	YES	f10r|f11r|f67r2|f75r|f76r|f81v|f83r|f88v|f89r	f10r|f11r|f55v|f67r2|f75r|f76r|f77r|f81v|f83r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0324	P1008-E0018	P1026-E0324	f18r	HERBAL	P1009-S019	f18r.3	qokchor	OK+CH+OR	3	UNCHANGED	YES	NONE	f13r|f71v	NONE	CELESTIAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0325	P1008-E0019	P1026-E0325	f18r	HERBAL	P1009-S019	f18r.3	chor	CH+OR	2	UNCHANGED	YES	f10r|f13r|f17r|f56r|f88r|f88v|f89r	f10r|f13r|f17r|f56r|f88r|f88v|f89r	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0326	P1008-E0020	P1026-E0326	f18r	HERBAL	P1009-S019	f18r.3	ey	E+Y	2	UNCHANGED	YES	f75r|f82r	f75r|f82r|f89r	BIOLOGICAL	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0327	P1008-E0021	P1026-E0327	f18r	HERBAL	P1009-S019	f18r.3	or	OR	1	UNCHANGED	YES	f10r|f17r|f55v|f67r2|f71v|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r	f10r|f17r|f55v|f67r2|f71v|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0328	P1008-E0022	P1026-E0328	f18r	HERBAL	P1009-S019	f18r.3	chey	Y	1	UNCHANGED	YES	f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r	f10r|f11r|f13r|f17r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0329	P1008-E0023	P1026-E0329	f18r	HERBAL	P1009-S019	f18r.3	qokchol	OK+OL	2	UNCHANGED	YES	f10r	f10r|f11r|f17r|f56r|f67r2|f71v|f77r|f83r|f88r|f88v|f89r	NONE	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0330	P1008-E0024	P1026-E0330	f18r	HERBAL	P1009-S019	f18r.3	dy	Y	1	UNCHANGED	YES	f10r|f11r|f13r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f88v|f89r	f10r|f11r|f13r|f17r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0331	P1008-E0025	P1026-E0331	f18r	HERBAL	P1009-S019	f18r.3	ytcharg	K+CH+AR+LOCAL_CHAR_G	4	UNCHANGED	YES	NONE	f56r	NONE	NONE	ROOT_RECIPE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0332	P1008-E0026	P1026-E0332	f18r	HERBAL	P1009-S019	f18r.4	chor	CH+OR	2	UNCHANGED	YES	f10r|f13r|f17r|f56r|f88r|f88v|f89r	f10r|f13r|f17r|f56r|f88r|f88v|f89r	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0333	P1008-E0027	P1026-E0333	f18r	HERBAL	P1009-S019	f18r.4	cthor	CH+T+OR	3	UNCHANGED	YES	f10r	f10r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0334	P1008-E0028	P1026-E0334	f18r	HERBAL	P1009-S019	f18r.4	okeor	OK+E+OR	3	UNCHANGED	YES	f72r|f76r	f72r|f76r|f88r|f89r	BIOLOGICAL|CELESTIAL	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0335	P1008-E0029	P1026-E0335	f18r	HERBAL	P1009-S019	f18r.4	ykchol	Y+K+OL	3	RESEGMENTED	YES	NONE	f81v	NONE	BIOLOGICAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0336	P1008-E0030	P1026-E0336	f18r	HERBAL	P1009-S019	f18r.4	okain	OK+AIN	2	UNCHANGED	YES	f76r|f81v|f82r|f83r	f55v|f75r|f76r|f77r|f81v|f82r|f83r|f89r	BIOLOGICAL	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0337	P1008-E0031	P1026-E0337	f18r	HERBAL	P1009-S020	f18r.5	tchor	T+CH+OR	3	UNCHANGED	YES	f13r	f13r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0338	P1008-E0032	P1026-E0338	f18r	HERBAL	P1009-S020	f18r.5	shor	SH+OR	2	UNCHANGED	YES	f10r|f11r|f17r|f77r|f88v|f89r	f10r|f11r|f17r|f77r|f88v|f89r	BIOLOGICAL|PHARMA	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0339	P1008-E0033	P1026-E0339	f18r	HERBAL	P1009-S020	f18r.5	cthaiin	CH+T+AIIN	3	UNCHANGED	YES	f10r	f10r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0340	P1008-E0034	P1026-E0340	f18r	HERBAL	P1009-S020	f18r.5	cthol	CH+T+OL	3	UNCHANGED	YES	f56r|f82r|f88r	f56r|f82r|f88r	BIOLOGICAL|PHARMA	BIOLOGICAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0341	P1008-E0035	P1026-E0341	f18r	HERBAL	P1009-S020	f18r.5	chlol	L+OL	2	RESEGMENTED	YES	f72r	f72r|f75r|f76r|f77r|f83r	CELESTIAL	BIOLOGICAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0342	P1008-E0036	P1026-E0342	f18r	HERBAL	P1009-S020	f18r.5	chom	HO+M_LOCAL	2	RESEGMENTED	YES	f89r	f89r	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0343	P1008-E0037	P1026-E0343	f18r	HERBAL	P1009-S020	f18r.6	ychy	Y+Y	2	RESEGMENTED	YES	NONE	f88r|f89r	NONE	PHARMA	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0344	P1008-E0038	P1026-E0344	f18r	HERBAL	P1009-S020	f18r.6	kchor	K+CH+OR	3	UNCHANGED	YES	f88r	f88r	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0345	P1008-E0039	P1026-E0345	f18r	HERBAL	P1009-S020	f18r.6	dair	D_ADDR+AIR	2	UNCHANGED	YES	f10r|f11r|f17r|f88v|f89r	f10r|f11r|f17r|f88v|f89r	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0346	P1008-E0040	P1026-E0346	f18r	HERBAL	P1009-S020	f18r.6	ytol	Y+T+OL	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0347	P1008-E0041	P1026-E0347	f18r	HERBAL	P1009-S020	f18r.6	chcthy	CH+CH+T+Y	4	UNCHANGED	YES	f10r|f75r|f76r|f77r|f81v	f10r|f75r|f76r|f77r|f81v	BIOLOGICAL	BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0348	P1008-E0042	P1026-E0348	f18r	HERBAL	P1009-S020	f18r.6	dar	D_ADDR+AR	2	UNCHANGED	YES	f10r|f13r|f17r|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f13r|f17r|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0349	P1008-E0043	P1026-E0349	f18r	HERBAL	P1009-S020	f18r.6	dar	D_ADDR+AR	2	UNCHANGED	YES	f10r|f13r|f17r|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f13r|f17r|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0350	P1008-E0044	P1026-E0350	f18r	HERBAL	P1009-S020	f18r.6	dal	AL	1	UNCHANGED	YES	f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	BIOLOGICAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0351	P1008-E0045	P1026-E0351	f18r	HERBAL	P1009-S020	f18r.7	oshor	O+SH+OR	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0352	P1008-E0046	P1026-E0352	f18r	HERBAL	P1009-S020	f18r.7	shaiin	SH+AIIN	2	UNCHANGED	YES	f13r	f13r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E0353	P1008-E0047	P1026-E0353	f18r	HERBAL	P1009-S020	f18r.7	cthy	CH+T+Y	3	UNCHANGED	YES	f10r|f11r|f17r|f56r	f10r|f11r|f17r|f56r|f75r|f76r|f83r	NONE	BIOLOGICAL	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E0354	P1008-E0048	P1026-E0354	f18r	HERBAL	P1009-S020	f18r.7	sholdy	SH+OL+D_ADDR+Y	4	RESEGMENTED	YES	f89r	f89r	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E0355	P1008-E0049	P1026-E0355	f18r	HERBAL	P1009-S020	f18r.7	doldy	OL+DY	2	UNCHANGED	YES	NONE	f13r|f55v|f67r2|f75r|f76r|f81v|f83r|f88r|f89r	NONE	BIOLOGICAL|CELESTIAL|PHARMA	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
