global_index	section	page	unit_id	locus	local_index	opaque_identity	surface_display_only	source_segment	compiler_mechanism	source_recoverable_without_local_exemplar	register_context	field_or_diagram_context	roundtrip_contract
249	BIOLOGICAL	f83r	B3	f83r.8	249	c45ebac60774620561e2	otedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Klarheit ziehen und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	F080	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
250	BIOLOGICAL	f83r	B3	f83r.8	250	348e81ba084c5acdb32b	shecthedchy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A004+A011+A014+A022:wende es an der markierten Stelle an]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	F081	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
251	BIOLOGICAL	f83r	B3	f83r.8	251	276a7c2d74d1143446f4	qoky	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	F081	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
252	BIOLOGICAL	f83r	B3	f83r.8	252	6f7ff8287eddf4da9fdb	chedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:rühre, bis alles gleichmäßig vermischt ist]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	F081	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
253	BIOLOGICAL	f83r	B3	f83r.8	253	0bdc8b6db811b4e67a63	chary	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A008+A011+A022:und lasse es abkühlen]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	F081	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
254	BIOLOGICAL	f83r	B3	f83r.11	254	7a4bb8136330ee4e6e56	sor	[CARD:ANSATZ?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;PREVIOUS_ITEM=B3:I002] [EXEMPLAR:A010+A011+A013+A022:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	F082	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
255	BIOLOGICAL	f83r	B3	f83r.11	255	bc4f1f5c006c74a4d26d	shedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	F082	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
256	BIOLOGICAL	f83r	B3	f83r.11	256	b5fcea1eaed06b2f2291	qokaiin	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	FORMAL_SLOT_CARD	FORMAL_ROLE_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	F083	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
257	BIOLOGICAL	f83r	B3	f83r.11	257	9da1b6ac2c929daea697	chkain	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:ein abgemessener Anteil]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	F083	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
258	BIOLOGICAL	f83r	B3	f83r.11	258	6b89d6dd70635bc60fe0	shcthey	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A022:unter derselben Einstellung]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	F083	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
259	BIOLOGICAL	f83r	B3	f83r.11	259	7db18b2f0fb7ed0fcfd3	qokedy	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T006] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A022:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	F083	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
260	BIOLOGICAL	f83r	B3	f83r.11	260	7d2404c835b10a2c06af	okair	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A009+A011+A022:öffne danach den oberen Lauf]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T006;PREVIOUS_ITEM=B3:I002	F084	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
261	BIOLOGICAL	f83r	B3	f83r.11	261	03626ca94cb17800d767	sheedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A005+A009+A011+A015+A022:wasche einmal und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T006;PREVIOUS_ITEM=B3:I002	F084	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
262	BIOLOGICAL	f83r	B3	f83r.11	262	de7321bface5628e35d6	lchedy	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	F085	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
263	BIOLOGICAL	f83r	B3	f83r.11	263	2b7fa918d1b2f5c656e3	lo	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A011+A022:schließe den unteren Ablauf]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	F086	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
264	BIOLOGICAL	f83r	B3	f83r.14	264	07913ef9b1fb773cd325	qokchedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A008+A011+A022:lasse es abkühlen und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	F087	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
265	BIOLOGICAL	f83r	B3	f83r.14	265	7d25241b0e56c836372a	qokeedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	F088	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
266	BIOLOGICAL	f83r	B3	f83r.14	266	bc4f1f5c006c74a4d26d	shedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	F089	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
267	BIOLOGICAL	f83r	B3	f83r.14	267	db167f8e9b53eefb58f8	qokshedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A005+A007+A008+A011+A015+A022:erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	F090	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
268	BIOLOGICAL	f83r	B3	f83r.14	268	dd0ecaf5e27d81befffc	dal	[CARD:ZIEL?] [REGISTER:OWNER=B3:O01;TARGET/STATION=B3:T009] [EXEMPLAR:A003+A010+A011+A013+A014+A022:den aktiven Posten an der örtlich bezeichneten Station führen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	F091	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
269	BIOLOGICAL	f83r	B3	f83r.14	269	de7321bface5628e35d6	lchedy	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	F091	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
270	BIOLOGICAL	f83r	B3	f83r.14	270	b5fcea1eaed06b2f2291	qokaiin	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	FORMAL_SLOT_CARD	FORMAL_ROLE_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	F092	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
271	BIOLOGICAL	f83r	B3	f83r.14	271	e0b630cb1b5df5e7105b	shcthy	[CARD:BEREIT?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A004+A011+A022:den örtlichen Prüfzustand der Charge feststellen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	F092	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
272	BIOLOGICAL	f83r	B3	f83r.14	272	dd0ecaf5e27d81befffc	dal	[CARD:ZIEL?] [REGISTER:OWNER=B3:O01;TARGET/STATION=B3:T010] [EXEMPLAR:A003+A010+A011+A013+A014+A022:den aktiven Posten an der örtlich bezeichneten Station führen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	F092	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
273	BIOLOGICAL	f83r	B3	f83r.14	273	b921a237be883a820352	sy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:Diese aktive Portion]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	F092	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
274	BIOLOGICAL	f83r	B3	f83r.15	274	2f1c5e56e8f0ff459065	saiin	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	F093	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
275	BIOLOGICAL	f83r	B3	f83r.15	275	abb23e5e6936b4147f76	shedal	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A022:für einen Zeitabschnitt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	F093	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
276	BIOLOGICAL	f83r	B3	f83r.15	276	cb57b696b815fdef9cb7	shecthy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A008+A011+A022:warmes Wasser]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	F093	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
277	BIOLOGICAL	f83r	B3	f83r.15	277	b921a237be883a820352	chey	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:Diese aktive Portion]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	F093	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
278	BIOLOGICAL	f83r	B3	f83r.15	278	dd0ecaf5e27d81befffc	tal	[CARD:ZIEL?] [REGISTER:OWNER=B3:O01;TARGET/STATION=B3:T010] [EXEMPLAR:A003+A010+A011+A013+A014+A022:den aktiven Posten an der örtlich bezeichneten Station führen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	F093	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
279	BIOLOGICAL	f83r	B3	f83r.15	279	e0b630cb1b5df5e7105b	shcthy	[CARD:BEREIT?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A004+A011+A022:den örtlichen Prüfzustand der Charge feststellen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	F093	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
280	BIOLOGICAL	f83r	B3	f83r.15	280	2bc2ed2630dbdaaa6b59	dalchdy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:behalte den Rückstand und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	F093	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
281	BIOLOGICAL	f83r	B3	f83r.15	281	4de12cf322dfb76ded1e	qotchedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:mische zu gleichen Teilen und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	F094	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
282	BIOLOGICAL	f83r	B3	f83r.15	282	de7321bface5628e35d6	lchedy	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	F095	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
283	BIOLOGICAL	f83r	B3	f83r.16	283	259b2b3b0bf859882e2c	tchedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A022:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	F096	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
284	BIOLOGICAL	f83r	B3	f83r.16	284	87411f84689b4f93a303	qokchdy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A008+A009+A011+A022:erwärme es einmal und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	F097	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
285	BIOLOGICAL	f83r	B3	f83r.16	285	342c3f0777337648f4b3	cheedar	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A003+A011+A014+A022:richte die bezeichnete Beckenstation ein]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	F098	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
286	BIOLOGICAL	f83r	B3	f83r.16	286	d72f71baff01cd0a0406	chldaiin	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:nach dem Absetzen]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	F098	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
287	BIOLOGICAL	f83r	B3	f83r.16	287	6f7ff8287eddf4da9fdb	chedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:rühre, bis alles gleichmäßig vermischt ist]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	F098	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
288	BIOLOGICAL	f83r	B3	f83r.16	288	1645e612504fcef59ced	qokain	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A010+A011+A022:gib einen abgemessenen Anteil in das Gefäß]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	F098	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
289	BIOLOGICAL	f83r	B3	f83r.16	289	e0b630cb1b5df5e7105b	checthy	[CARD:BEREIT?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003] [EXEMPLAR:A004+A011+A022:den örtlichen Prüfzustand der Charge feststellen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	F098	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
290	BIOLOGICAL	f83r	B3	f83r.16	290	d788d8d72d41b25a3c71	chealror	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A011+A012+A022:bis der Strom klar wird]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	F098	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
291	BIOLOGICAL	f83r	B3	f83r.20	291	3b70942557b3a40e8030	solkeedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A011+A022:lasse die Flüssigkeit sich setzen und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	F099	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
292	BIOLOGICAL	f83r	B3	f83r.20	292	ff178343c18e287ce3b7	qoteedy	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A004+A006+A008+A011+A014+A022:lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	F100	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
293	BIOLOGICAL	f83r	B3	f83r.20	293	0275fbf14e07935b0a45	qokeey	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003] [EXEMPLAR:A005+A008+A011+A015+A022:die Charge für den vorgesehenen Gebrauch temperieren]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	F101	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
