mobility_ordinal	carrier_slot_id	primary_governor_key	statement_or_record_id	physical_page	layer	register	gdt584_rule_id	carrier_root	carrier_root_signature	gdt587_context_family	gdt587_lemma_de	gdt587_packet_rule_id	strict_exact_foreign_page_count	strict_exact_foreign_pages	same_action_root_foreign_page_count	same_action_root_foreign_pages	same_action_root_lemma_foreign_pages	same_register_root_foreign_page_count	same_register_root_foreign_pages	same_register_root_lemma_foreign_pages	cross_register_same_root_lemma_foreign_pages	transfer_tier	transfer_tier_short	tier_supporting_pages	foreign_example_carrier_slot_id	same_layer_transfer_tier	same_layer_supporting_pages	future_intake_action	guard
396	RUNNING:G407-E1653@2	ACTION:G407-E1648@1:SH	G407-S122	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y+AIN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f81r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f81r	RUNNING:G407-E2778@3	EXACT_SELECTION_OTHER_PAGE	f81r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
397	RUNNING:G407-E1654@5	ACTION:G407-E1654@4:SH	G407-S122	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	OR	OR	BIOLOGICAL_BATH_OR_STATION_UNIT	Badeinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	3	f77r|f81r|f83r	3	f77r|f81r|f83r	f77r|f81r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f77r|f81r|f83r	f77r|f81r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81r|f83r	RUNNING:G407-E2530@2	EXACT_SELECTION_OTHER_PAGE	f77r|f81r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
398	RUNNING:G407-E1656@2	ACTION:G407-E1655@2:T	G407-S122	f75r	RUNNING_ATOM	BIOLOGICAL	T_AFTER_SH_COOL	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	2	f77r|f81v	2	f77r|f81v	f77r|f81v	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81v	RUNNING:G407-E2452@4	EXACT_SELECTION_OTHER_PAGE	f77r|f81v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
399	RUNNING:G407-E1665@3	ACTION:G407-E1665@2:CHD	G407-S125	f75r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	6	f76r|f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E1841@4	EXACT_SELECTION_OTHER_PAGE	f76r|f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
400	RUNNING:G407-E1670@5	ACTION:G407-E1670@4:T	G407-S126	f75r	RUNNING_ATOM	BIOLOGICAL	T_BIO_STATION_REGULATE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f77r|f81r|f81v|f82r|f83r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2401@3	EXACT_SELECTION_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
401	RUNNING:G407-E1686@2	ACTION:G407-E1686@1:CHD	G407-S130	f75r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y+AIN	BIOLOGICAL_BODY_OR_STATION	Körper	BIOLOGICAL_BODY_PART	3	f76r|f77r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f77r|f83r	RUNNING:G407-E2292@2	EXACT_SELECTION_OTHER_PAGE	f76r|f77r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
402	RUNNING:G407-E1689@1	ACTION:G407-E1686@1:CHD	G407-S130	f75r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	AIN	Y+AIN	BIOLOGICAL_PART_OR_PORTION	Teil	BIOLOGICAL_BODY_PART	3	f76r|f77r|f83r	4	f76r|f77r|f82r|f83r	f76r|f77r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f83r	f76r|f77r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f77r|f83r	RUNNING:G407-E2293@2	EXACT_SELECTION_OTHER_PAGE	f76r|f77r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
403	RUNNING:G407-E1696@2	ACTION:G407-E1696@1:CHD	G407-S130	f75r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	6	f76r|f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E1841@4	EXACT_SELECTION_OTHER_PAGE	f76r|f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
404	RUNNING:G407-E1711@4	ACTION:G407-E1711@3:SH	G407-S135	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f77r|f81r|f81v|f82r|f83r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2435@5	EXACT_SELECTION_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
405	RUNNING:G407-E1726@2	ACTION:G407-E1726@1:CHD	G407-S141	f75r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	6	f76r|f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E1841@4	EXACT_SELECTION_OTHER_PAGE	f76r|f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
406	RUNNING:G407-E1742@4	ACTION:G407-E1742@3:T	G407-S145	f75r	RUNNING_ATOM	BIOLOGICAL	T_AFTER_SH_COOL	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	2	f77r|f81v	2	f77r|f81v	f77r|f81v	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81v	RUNNING:G407-E2452@4	EXACT_SELECTION_OTHER_PAGE	f77r|f81v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
407	RUNNING:G407-E1757@1	ACTION:G407-E1758@1:SH	G407-S151	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f77r|f81r|f81v|f82r|f83r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2499@3	EXACT_SELECTION_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
408	RUNNING:G407-E1758@4	ACTION:G407-E1758@3:T	G407-S151	f75r	RUNNING_ATOM	BIOLOGICAL	T_AFTER_SH_COOL	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	2	f77r|f81v	2	f77r|f81v	f77r|f81v	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81v	RUNNING:G407-E2452@4	EXACT_SELECTION_OTHER_PAGE	f77r|f81v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
409	RUNNING:G407-E1769@1	ACTION:G407-E1769@2:SH	G407-S160	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f77r|f81r|f81v|f82r|f83r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2499@3	EXACT_SELECTION_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
410	RUNNING:G407-E1788@1	ACTION:G407-E1789@1:SH	G407-S173	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f77r|f81r|f81v|f82r|f83r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E2499@3	EXACT_SELECTION_OTHER_PAGE	f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
411	RUNNING:G407-E1794@2	ACTION:G407-E1795@2:SH	G407-S177	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	OR	Y+OR	BIOLOGICAL_BATH_OR_STATION_UNIT	Badeinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f77r	3	f77r|f81r|f83r	f77r|f81r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f77r|f81r|f83r	f77r|f81r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r	RUNNING:G407-E2479@1	EXACT_SELECTION_OTHER_PAGE	f77r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
412	RUNNING:G407-E1795@1	ACTION:G407-E1795@2:SH	G407-S177	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y+OR	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f77r	5	f77r|f81r|f81v|f82r|f83r	f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f77r	RUNNING:G407-E2476@4	EXACT_SELECTION_OTHER_PAGE	f77r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
413	RUNNING:G407-E1802@3	ACTION:G407-E1802@2:CHD	G407-S180	f75r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	6	f76r|f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E1841@4	EXACT_SELECTION_OTHER_PAGE	f76r|f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
414	RUNNING:G407-E1803@2	ACTION:G407-E1803@1:S	G407-S180	f75r	RUNNING_ATOM	BIOLOGICAL	S_REST_SELECT	AIN	AIN	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f76r|f77r|f81r|f82r|f83r	5	f76r|f77r|f81r|f82r|f83r	f76r|f77r|f81r|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f77r|f81r|f82r|f83r	RUNNING:G407-E1842@2	EXACT_SELECTION_OTHER_PAGE	f76r|f77r|f81r|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
415	RUNNING:G407-E1819@2	ACTION:G407-E1818@1:S	G407-S186	f75r	RUNNING_ATOM	BIOLOGICAL	S_BIO_DIVERT	Y	Y	BIOLOGICAL_FLOW_PACKET	Strom	BIOLOGICAL_FLOW_PACKET	2	f76r|f81r	3	f76r|f81r|f82r	f76r|f81r|f82r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f81r|f82r	f76r|f81r|f82r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f81r	RUNNING:G407-E1935@2	EXACT_SELECTION_OTHER_PAGE	f76r|f81r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
416	RUNNING:G407-E1828@1	ACTION:G407-E1829@1:SH	G407-S191	f75r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	AIN	AIN	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f81v	2	f81r|f81v	f81r|f81v	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f81v	RUNNING:G407-E3112@2	EXACT_SELECTION_OTHER_PAGE	f81v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
417	RUNNING:G407-E1831@2	ACTION:G407-E1831@1:CHD	G407-S192	f75r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y+OR	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	4	f76r|f77r|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f77r|f82r|f83r	RUNNING:G407-E2186@2	EXACT_SELECTION_OTHER_PAGE	f76r|f77r|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
418	RUNNING:G407-E1832@2	ACTION:G407-E1831@1:CHD	G407-S192	f75r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	OR	Y+OR	BIOLOGICAL_BATH_OR_STATION_UNIT	Stationseinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	4	f76r|f77r|f82r|f83r	4	f76r|f77r|f82r|f83r	f76r|f77r|f82r|f83r	6	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	f76r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f77r|f82r|f83r	RUNNING:G407-E2187@3	EXACT_SELECTION_OTHER_PAGE	f76r|f77r|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
419	RUNNING:G407-E1835@5	ACTION:G407-E1835@3:SH	G407-S193	f76r	RUNNING_ATOM	BIOLOGICAL	SH_REST_HOLD	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	0	NONE	NONE	6	f75r|f77r|f81r|f81v|f82r|f83r	f75r|f77r|f81r|f81v|f82r|f83r	f75r|f77r|f81r|f81v|f82r|f83r	SAME_REGISTER_ROOT_OTHER_PAGE	R	f75r|f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E1425@3	SAME_REGISTER_ROOT_OTHER_PAGE	f75r|f77r|f81r|f81v|f82r|f83r	USE_REGISTER_ROOT_FALLBACK_UNLESS_CELL_OBSERVED	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
420	RUNNING:G407-E1839@5	ACTION:G407-E1839@3:SH	G407-S193	f76r	RUNNING_ATOM	BIOLOGICAL	SH_REST_HOLD	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	0	NONE	NONE	6	f75r|f77r|f81r|f81v|f82r|f83r	f75r|f77r|f81r|f81v|f82r|f83r	f75r|f77r|f81r|f81v|f82r|f83r	SAME_REGISTER_ROOT_OTHER_PAGE	R	f75r|f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E1425@3	SAME_REGISTER_ROOT_OTHER_PAGE	f75r|f77r|f81r|f81v|f82r|f83r	USE_REGISTER_ROOT_FALLBACK_UNLESS_CELL_OBSERVED	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
421	RUNNING:G407-E1840@6	ACTION:G407-E1840@4:SH	G407-S193	f76r	RUNNING_ATOM	BIOLOGICAL	SH_REST_HOLD	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	0	NONE	NONE	6	f75r|f77r|f81r|f81v|f82r|f83r	f75r|f77r|f81r|f81v|f82r|f83r	f75r|f77r|f81r|f81v|f82r|f83r	SAME_REGISTER_ROOT_OTHER_PAGE	R	f75r|f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E1425@3	SAME_REGISTER_ROOT_OTHER_PAGE	f75r|f77r|f81r|f81v|f82r|f83r	USE_REGISTER_ROOT_FALLBACK_UNLESS_CELL_OBSERVED	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
422	RUNNING:G407-E1841@4	ACTION:G407-E1841@3:CHD	G407-S193	f76r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	6	f75r|f77r|f81r|f81v|f82r|f83r	6	f75r|f77r|f81r|f81v|f82r|f83r	f75r|f77r|f81r|f81v|f82r|f83r	6	f75r|f77r|f81r|f81v|f82r|f83r	f75r|f77r|f81r|f81v|f82r|f83r	f75r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E1425@3	EXACT_SELECTION_OTHER_PAGE	f75r|f77r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
423	RUNNING:G407-E1842@2	ACTION:G407-E1842@1:S	G407-S193	f76r	RUNNING_ATOM	BIOLOGICAL	S_REST_SELECT	AIN	AIN	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f75r|f77r|f81r|f82r|f83r	5	f75r|f77r|f81r|f82r|f83r	f75r|f77r|f81r|f82r|f83r	6	f75r|f77r|f81r|f81v|f82r|f83r	f75r|f77r|f81r|f81v|f82r|f83r	f75r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f77r|f81r|f82r|f83r	RUNNING:G407-E1553@2	EXACT_SELECTION_OTHER_PAGE	f75r|f77r|f81r|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
424	RUNNING:G407-E1844@1	ACTION:G407-E1843@2:S	G407-S193	f76r	RUNNING_ATOM	BIOLOGICAL	S_REST_SELECT	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	3	f81r|f82r|f83r	5	f75r|f77r|f81r|f82r|f83r	f75r|f77r|f81r|f82r|f83r	6	f75r|f77r|f81r|f81v|f82r|f83r	f75r|f77r|f81r|f81v|f82r|f83r	f75r|f77r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f81r|f82r|f83r	RUNNING:G407-E2756@3	EXACT_SELECTION_OTHER_PAGE	f81r|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
425	RUNNING:G407-E1854@1	ACTION:G407-E1855@1:SH	G407-S195	f76r	RUNNING_ATOM	BIOLOGICAL	SH_REST_HOLD	AIN	AIN	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	0	NONE	NONE	6	f75r|f77r|f81r|f81v|f82r|f83r	f75r|f77r|f81r|f81v|f82r|f83r	f75r|f77r|f81r|f81v|f82r|f83r	SAME_REGISTER_ROOT_OTHER_PAGE	R	f75r|f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E1432@1	SAME_REGISTER_ROOT_OTHER_PAGE	f75r|f77r|f81r|f81v|f82r|f83r	USE_REGISTER_ROOT_FALLBACK_UNLESS_CELL_OBSERVED	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
426	RUNNING:G407-E1857@1	ACTION:G407-E1857@2:SH	G407-S195	f76r	RUNNING_ATOM	BIOLOGICAL	SH_REST_HOLD	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	0	NONE	0	NONE	NONE	6	f75r|f77r|f81r|f81v|f82r|f83r	f75r|f77r|f81r|f81v|f82r|f83r	f75r|f77r|f81r|f81v|f82r|f83r	SAME_REGISTER_ROOT_OTHER_PAGE	R	f75r|f77r|f81r|f81v|f82r|f83r	RUNNING:G407-E1425@3	SAME_REGISTER_ROOT_OTHER_PAGE	f75r|f77r|f81r|f81v|f82r|f83r	USE_REGISTER_ROOT_FALLBACK_UNLESS_CELL_OBSERVED	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
