unified_serial	register	page	source_group_id	reading_unit_id	visible_owner	visible_surface	surface_id	atom_sequence	short_value_de	unit_reading_de	lookup_mode	autonomy
462	ASTRO	f67r2	A1:G081	f67r2.33	A1_LEFT_LOCAL_FIELD_33	dokan	SF0127	OK	Diagrammposten setzen oder aktivieren	left local field 33: Diagrammposten setzen oder aktivieren; Ausgangssektor, Ursprung oder Bezugswert; Ziel markieren	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
463	ASTRO	f67r2	A1:G082	f67r2.33	A1_LEFT_LOCAL_FIELD_33	oear	SF0192	AR	Ausgangssektor, Ursprung oder Bezugswert	left local field 33: Diagrammposten setzen oder aktivieren; Ausgangssektor, Ursprung oder Bezugswert; Ziel markieren	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
464	ASTRO	f67r2	A1:G083	f67r2.33	A1_LEFT_LOCAL_FIELD_33	odal	SF0188	OD+AL	Ziel markieren	left local field 33: Diagrammposten setzen oder aktivieren; Ausgangssektor, Ursprung oder Bezugswert; Ziel markieren	ASTRO_OD_MARKED_ENTRY_MODIFIER	FULL
465	ASTRO	f67r2	A1:G084	f67r2.34	A1_LEFT_LOCAL_FIELD_34	ofar	SF0199	AR	Ausgangssektor, Ursprung oder Bezugswert	left local field 34: Ausgangssektor, Ursprung oder Bezugswert; im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
466	ASTRO	f67r2	A1:G085	f67r2.34	A1_LEFT_LOCAL_FIELD_34	oeoldan	SF0197	OL	im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden	left local field 34: Ausgangssektor, Ursprung oder Bezugswert; im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
467	ASTRO	f67r2	A1:G086	f67r2.35	A1_LEFT_LOCAL_FIELD_35	chol	SF0080	HO	im selben Ring oder Band fortsetzen	left local field 35: im selben Ring oder Band fortsetzen; Gradstufe; Fortsetzung aktivieren	EXACT_SHARED_SURFACE_READING	FULL
468	ASTRO	f67r2	A1:G087	f67r2.35	A1_LEFT_LOCAL_FIELD_35	giin	SF0141	G+IIN	Gradstufe	left local field 35: im selben Ring oder Band fortsetzen; Gradstufe; Fortsetzung aktivieren	ASTRO_LOCAL_AM_G_OS_ROOT	FULL
469	ASTRO	f67r2	A1:G088	f67r2.35	A1_LEFT_LOCAL_FIELD_35	okol	SF0239	OK+OL	Fortsetzung aktivieren	left local field 35: im selben Ring oder Band fortsetzen; Gradstufe; Fortsetzung aktivieren	ENRICHED_COMPONENT_READING	FULL
470	ASTRO	f67r2	A1:G089	f67r2.36	A1_LEFT_LOCAL_FIELD_36	ytor	SF0485	YT+OR	bezeichneter Platz oder Phase + OR	left local field 36: bezeichneter Platz oder Phase + OR; Sollwert; Bedingungs- oder Tabellensatz	ASTRO_LOCAL_TABLE_STEM	FULL
471	ASTRO	f67r2	A1:G090	f67r2.36	A1_LEFT_LOCAL_FIELD_36	daiin	SF0105	AIIN	Sollwert	left local field 36: bezeichneter Platz oder Phase + OR; Sollwert; Bedingungs- oder Tabellensatz	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
472	ASTRO	f67r2	A1:G091	f67r2.36	A1_LEFT_LOCAL_FIELD_36	or	SF0260	OR	Bedingungs- oder Tabellensatz	left local field 36: bezeichneter Platz oder Phase + OR; Sollwert; Bedingungs- oder Tabellensatz	EXACT_SHARED_SURFACE_READING	FULL
473	ASTRO	f67r2	A1:G092	f67r2.37	A1_LEFT_LOCAL_FIELD_37	ytoaiin	SF0480	YT+AIIN	bezeichneter Platz oder Phase + AIIN	left local field 37: bezeichneter Platz oder Phase + AIIN	ASTRO_LOCAL_TABLE_STEM	FULL
474	ASTRO	f67r2	A1:G093	f67r2.38	A1_LEFT_LOCAL_FIELD_38	otoldos	SF0293	OT+OL	als nächstes fortsetzen; lokaler DOS-Status	left local field 38: als nächstes fortsetzen; lokaler DOS-Status; Bereitwert + Fortsetzen	ENRICHED_COMPONENT_READING	FULL
475	ASTRO	f67r2	A1:G094	f67r2.38	A1_LEFT_LOCAL_FIELD_38	octhole	SF0182	CTH+OL	Bereitwert + Fortsetzen	left local field 38: als nächstes fortsetzen; lokaler DOS-Status; Bereitwert + Fortsetzen	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
476	ASTRO	f67r2	A1:G095	f67r2.39	A1_LEFT_LOCAL_FIELD_39	sor	SF0412	OR	Satz/Ansatz	left local field 39: Satz/Ansatz; ZUM SOLLWERT UMSETZEN; dieser lokale Diagrammposten	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
477	ASTRO	f67r2	A1:G096	f67r2.39	A1_LEFT_LOCAL_FIELD_39	chedaiin	SF0032	CHD+AIIN	ZUM SOLLWERT UMSETZEN	left local field 39: Satz/Ansatz; ZUM SOLLWERT UMSETZEN; dieser lokale Diagrammposten	COMPONENT_HINT_READING	FULL
478	ASTRO	f67r2	A1:G097	f67r2.39	A1_LEFT_LOCAL_FIELD_39	dy	SF0133	NONE	dieser lokale Diagrammposten	left local field 39: Satz/Ansatz; ZUM SOLLWERT UMSETZEN; dieser lokale Diagrammposten	EXACT_SHARED_SURFACE_READING	FULL
479	ASTRO	f67r2	A1:G098	f67r2.40	A1_LEFT_LOCAL_FIELD_40	yteos	SF0477	YT	bezeichneter Platz oder Phase	left local field 40: bezeichneter Platz oder Phase; Tabellenstufe; Grundgrad	ASTRO_LOCAL_TABLE_STEM	FULL
480	ASTRO	f67r2	A1:G099	f67r2.40	A1_LEFT_LOCAL_FIELD_40	oiin	SF0204	IIN	Tabellenstufe	left local field 40: bezeichneter Platz oder Phase; Tabellenstufe; Grundgrad	ASTRO_REGISTERED_IIN_AIIN_ALLOGRAPH	FULL
481	ASTRO	f67r2	A1:G100	f67r2.40	A1_LEFT_LOCAL_FIELD_40	og	SF0202	G	Grundgrad	left local field 40: bezeichneter Platz oder Phase; Tabellenstufe; Grundgrad	ASTRO_LOCAL_AM_G_OS_ROOT	FULL
482	ASTRO	f67r2	A1:G101	f67r2.41	A1_LEFT_LOCAL_FIELD_41	ytoeopchey	SF0483	YT	bezeichneter Platz oder Phase	left local field 41: bezeichneter Platz oder Phase; erwärmten/gehaltenen Posten markieren	ASTRO_LOCAL_TABLE_STEM	FULL
483	ASTRO	f67r2	A1:G102	f67r2.41	A1_LEFT_LOCAL_FIELD_41	chekody	SF0044	CHK+OD+Y	erwärmten/gehaltenen Posten markieren	left local field 41: bezeichneter Platz oder Phase; erwärmten/gehaltenen Posten markieren	ASTRO_OD_MARKED_ENTRY_MODIFIER	FULL
484	ASTRO	f67r2	A1:G103	f67r2.42	A1_LEFT_LOCAL_FIELD_42	sosho	SF0414	OS+HO	Feldeingang	left local field 42: Feldeingang; Eingangsposten; durch Sektor, Ring oder Pruefweg fuehren	ASTRO_LOCAL_AM_G_OS_ROOT	FULL
485	ASTRO	f67r2	A1:G104	f67r2.42	A1_LEFT_LOCAL_FIELD_42	chos	SF0084	HO	Eingangsposten	left local field 42: Feldeingang; Eingangsposten; durch Sektor, Ring oder Pruefweg fuehren	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
486	ASTRO	f67r2	A1:G105	f67r2.42	A1_LEFT_LOCAL_FIELD_42	ockhy	SF0178	CKH	durch Sektor, Ring oder Pruefweg fuehren	left local field 42: Feldeingang; Eingangsposten; durch Sektor, Ring oder Pruefweg fuehren	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
487	ASTRO	f67r2	A1:G106	f67r2.43	A1_LEFT_LOCAL_FIELD_43	daiin	SF0105	AIIN	Sollwert	left local field 43: Sollwert; Sollwert oder Grad des bezeichneten Himmelsplatzes; FELD/RAHMEN; Nebengrad	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
488	ASTRO	f67r2	A1:G107	f67r2.43	A1_LEFT_LOCAL_FIELD_43	aiin	SF0002	AIIN	Sollwert oder Grad des bezeichneten Himmelsplatzes	left local field 43: Sollwert; Sollwert oder Grad des bezeichneten Himmelsplatzes; FELD/RAHMEN; Nebengrad	EXACT_SHARED_SURFACE_READING	FULL
489	ASTRO	f67r2	A1:G108	f67r2.43	A1_LEFT_LOCAL_FIELD_43	os	SF0264	OS	FELD/RAHMEN	left local field 43: Sollwert; Sollwert oder Grad des bezeichneten Himmelsplatzes; FELD/RAHMEN; Nebengrad	ASTRO_LOCAL_AM_G_OS_ROOT	FULL
490	ASTRO	f67r2	A1:G109	f67r2.43	A1_LEFT_LOCAL_FIELD_43	qsg	SF0355	G	Nebengrad	left local field 43: Sollwert; Sollwert oder Grad des bezeichneten Himmelsplatzes; FELD/RAHMEN; Nebengrad	ASTRO_LOCAL_AM_G_OS_ROOT	FULL
491	ASTRO	f67r2	A1:G110	f67r2.44	A1_LEFT_LOCAL_FIELD_44	ofydy	SF0201	O+Y+DY	aktuellen Grundwert festhalten	left local field 44: aktuellen Grundwert festhalten; diesen gehaltenen Posten kurz markieren; Sollwert oder Grad des bezeichneten Himmelsplatzes	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	FULL
492	ASTRO	f67r2	A1:G111	f67r2.44	A1_LEFT_LOCAL_FIELD_44	sheody	SF0392	E+OD+Y	diesen gehaltenen Posten kurz markieren	left local field 44: aktuellen Grundwert festhalten; diesen gehaltenen Posten kurz markieren; Sollwert oder Grad des bezeichneten Himmelsplatzes	ASTRO_OD_MARKED_ENTRY_MODIFIER	FULL
493	ASTRO	f67r2	A1:G112	f67r2.44	A1_LEFT_LOCAL_FIELD_44	aiin	SF0002	AIIN	Sollwert oder Grad des bezeichneten Himmelsplatzes	left local field 44: aktuellen Grundwert festhalten; diesen gehaltenen Posten kurz markieren; Sollwert oder Grad des bezeichneten Himmelsplatzes	EXACT_SHARED_SURFACE_READING	FULL
494	ASTRO	f67r2	A1:G113	f67r2.45	A1_LEFT_LOCAL_FIELD_45	ycheody	SF0436	CHEO	aktueller Ablesewert fest	left local field 45: aktueller Ablesewert fest; ausgewählter Nebenwert; Stufe markieren	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
495	ASTRO	f67r2	A1:G114	f67r2.45	A1_LEFT_LOCAL_FIELD_45	es	SF0136	SEL+S	ausgewählter Nebenwert	left local field 45: aktueller Ablesewert fest; ausgewählter Nebenwert; Stufe markieren	ASTRO_LOCAL_PHASE_SELECTION_MICROCODE	FULL
496	ASTRO	f67r2	A1:G115	f67r2.45	A1_LEFT_LOCAL_FIELD_45	odaiiin	SF0185	OD+IIN	Stufe markieren	left local field 45: aktueller Ablesewert fest; ausgewählter Nebenwert; Stufe markieren	ASTRO_OD_MARKED_ENTRY_MODIFIER	FULL
497	ASTRO	f67r2	A1:G116	f67r2.46	A1_LEFT_LOCAL_FIELD_46	yekees	SF0443	EE	lange Tabellenstufe	left local field 46: lange Tabellenstufe; Ansatz/Satz + Ziel	ASTRO_BOUND_EE_GRADE	FULL
498	ASTRO	f67r2	A1:G117	f67r2.46	A1_LEFT_LOCAL_FIELD_46	oraly	SF0262	OR+AL	Ansatz/Satz + Ziel	left local field 46: lange Tabellenstufe; Ansatz/Satz + Ziel	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
499	ASTRO	f67r2	A1:G118	f67r2.47	A1_LEFT_LOCAL_FIELD_47	yfain	SF0445	AIN	gezaehlter Teil oder Unterabschnitt	left local field 47: gezaehlter Teil oder Unterabschnitt	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
500	ASTRO	f67r2	A1:G119	f67r2.48	A1_LEFT_LOCAL_FIELD_48	todaiin	SF0431	AIIN	Sollwert	left local field 48: Sollwert; Portion; dieser lokale Diagrammposten	ASTRO_REGISTERED_IIN_AIIN_ALLOGRAPH	FULL
501	ASTRO	f67r2	A1:G120	f67r2.48	A1_LEFT_LOCAL_FIELD_48	dain	SF0106	AIN	Portion	left local field 48: Sollwert; Portion; dieser lokale Diagrammposten	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
502	ASTRO	f67r2	A1:G121	f67r2.48	A1_LEFT_LOCAL_FIELD_48	dy	SF0133	NONE	dieser lokale Diagrammposten	left local field 48: Sollwert; Portion; dieser lokale Diagrammposten	EXACT_SHARED_SURFACE_READING	FULL
503	ASTRO	f67r2	A1:G122	f67r2.49	A1_LEFT_LOCAL_FIELD_49	os	SF0264	OS	FELD/RAHMEN	left local field 49: FELD/RAHMEN; Himmelsobjekt oder Eingangsbedingung; Sollwert oder Grad des bezeichneten Himmelsplatzes	ASTRO_LOCAL_AM_G_OS_ROOT	FULL
504	ASTRO	f67r2	A1:G123	f67r2.49	A1_LEFT_LOCAL_FIELD_49	choer	SF0075	HO	Himmelsobjekt oder Eingangsbedingung	left local field 49: FELD/RAHMEN; Himmelsobjekt oder Eingangsbedingung; Sollwert oder Grad des bezeichneten Himmelsplatzes	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
505	ASTRO	f67r2	A1:G124	f67r2.49	A1_LEFT_LOCAL_FIELD_49	aiin	SF0002	AIIN	Sollwert oder Grad des bezeichneten Himmelsplatzes	left local field 49: FELD/RAHMEN; Himmelsobjekt oder Eingangsbedingung; Sollwert oder Grad des bezeichneten Himmelsplatzes	EXACT_SHARED_SURFACE_READING	FULL
506	ASTRO	f67r2	A1:G125	f67r2.50	A1_LEFT_LOCAL_FIELD_50	choeea	SF0074	HO+EE	Eingangsposten länger halten	left local field 50: Eingangsposten länger halten; Ziel	ASTRO_BOUND_EE_GRADE	FULL
507	ASTRO	f67r2	A1:G126	f67r2.50	A1_LEFT_LOCAL_FIELD_50	sal	SF0367	AL	Ziel	left local field 50: Eingangsposten länger halten; Ziel	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
508	ASTRO	f67r2	A1:G127	f67r2.51	A1_LEFT_LOCAL_FIELD_51	dadaiin	SF0102	AIIN	Sollwert	left local field 51: Sollwert	ASTRO_REGISTERED_IIN_AIIN_ALLOGRAPH	FULL
509	ASTRO	f67r2	A1:G128	f67r2.52	A1_LEFT_OUTER_STAR_STATION_01	qotoear	SF0354	OT+E+AR	nächste Quelle kurz nehmen	left outer star station 01: nächste Quelle kurz nehmen	ENRICHED_COMPONENT_READING	FULL
510	ASTRO	f67r2	A1:G129	f67r2.53	A1_LEFT_OUTER_STAR_STATION_02	dchdar	SF0115	CHD+AR	von Quelle umsetzen	left outer star station 02: von Quelle umsetzen	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
511	ASTRO	f67r2	A1:G130	f67r2.54	A1_LEFT_OUTER_STAR_STATION_03	y	SF0435	NONE	dieser lokale Diagrammposten	left outer star station 03: dieser lokale Diagrammposten; Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld	EXACT_SHARED_SURFACE_READING	FULL
512	ASTRO	f67r2	A1:G131	f67r2.54	A1_LEFT_OUTER_STAR_STATION_03	saldal	SF0368	AL+AL	Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld	left outer star station 03: dieser lokale Diagrammposten; Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
513	ASTRO	f67r2	A1:G132	f67r2.55	A1_LEFT_OUTER_STAR_STATION_04	ytodal	SF0481	YT+AL	bezeichneter Platz oder Phase + AL	left outer star station 04: bezeichneter Platz oder Phase + AL	ASTRO_LOCAL_TABLE_STEM	FULL
514	ASTRO	f67r2	A1:G133	f67r2.56	A1_LEFT_OUTER_STAR_STATION_05	tol	SF0432	OL	Fortsetzen	left outer star station 05: Fortsetzen; Sollwert	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
515	ASTRO	f67r2	A1:G134	f67r2.56	A1_LEFT_OUTER_STAR_STATION_05	daiin	SF0105	AIIN	Sollwert	left outer star station 05: Fortsetzen; Sollwert	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
516	ASTRO	f67r2	A1:G135	f67r2.57	A1_LEFT_OUTER_STAR_STATION_06	otar	SF0271	OT+AR	danach vom bezeichneten Ausgangsplatz	left outer star station 06: danach vom bezeichneten Ausgangsplatz; dieser lokale Diagrammposten	EXACT_SHARED_SURFACE_READING	FULL
517	ASTRO	f67r2	A1:G136	f67r2.57	A1_LEFT_OUTER_STAR_STATION_06	dy	SF0133	NONE	dieser lokale Diagrammposten	left outer star station 06: danach vom bezeichneten Ausgangsplatz; dieser lokale Diagrammposten	EXACT_SHARED_SURFACE_READING	FULL
518	ASTRO	f67r2	A1:G137	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	cho	SF0066	HO	Eingangsposten oder Zutat	left outer star station 07: Eingangsobjekt oder Eingangsbedingung; Ziel; GRAD	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT	FULL
519	ASTRO	f67r2	A1:G138	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	dal	SF0109	AL	Ziel	left outer star station 07: Eingangsobjekt oder Eingangsbedingung; Ziel; GRAD	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
520	ASTRO	f67r2	A1:G139	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	g	SF0140	G	GRAD	left outer star station 07: Eingangsobjekt oder Eingangsbedingung; Ziel; GRAD	ASTRO_LOCAL_AM_G_OS_ROOT	FULL
521	ASTRO	f67r2	A1:G140	f67r2.59	A1_LEFT_OUTER_STAR_STATION_08	ytchodly	SF0473	YT+HO	bezeichneter Platz oder Phase + HO	left outer star station 08: bezeichneter Platz oder Phase + HO	ASTRO_LOCAL_TABLE_STEM	FULL
522	ASTRO	f67r2	A1:G141	f67r2.60	A1_LEFT_OUTER_STAR_STATION_09	octhys	SF0183	CTH	sekundäre Grundbedingung	left outer star station 09: sekundäre Grundbedingung	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
523	ASTRO	f67r2	A1:G142	f67r2.61	A1_LEFT_OUTER_STAR_STATION_10	ytokar	SF0484	YT+OK+AR	bezeichneter Platz oder Phase + OK+AR	left outer star station 10: bezeichneter Platz oder Phase + OK+AR	ASTRO_LOCAL_TABLE_STEM	FULL
524	ASTRO	f67r2	A1:G143	f67r2.62	A1_LEFT_OUTER_STAR_STATION_11	otolor	SF0294	OT+OL+OR	Folge + Fortsetzen + Ansatz/Satz	left outer star station 11: Folge + Fortsetzen + Ansatz/Satz	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
525	ASTRO	f67r2	A1:G144	f67r2.63	A1_LEFT_OUTER_STAR_STATION_12	okodar	SF0234	OK+OD+AR	markierte Quelle aktivieren	left outer star station 12: markierte Quelle aktivieren	ASTRO_OD_MARKED_ENTRY_MODIFIER	FULL
526	ASTRO	f67r2	A1:G145	f67r2.64	A1_RIGHT_PHASE_STATION_01	s	SF0363	S	Nebenwert	right phase station 01: Nebenwert; Himmels-, Ring- oder Zeigerlauf	ASTRO_LOCAL_PRIMITIVE_MICROCODE	FULL
527	ASTRO	f67r2	A1:G146	f67r2.64	A1_RIGHT_PHASE_STATION_01	air	SF0004	AIR	Himmels-, Ring- oder Zeigerlauf	right phase station 01: Nebenwert; Himmels-, Ring- oder Zeigerlauf	LOCAL_ASTRO_WORD	FULL
528	ASTRO	f67r2	A1:G147	f67r2.65	A1_RIGHT_PHASE_STATION_02	soear	SF0403	AR	Ausgangssektor, Ursprung oder Bezugswert	right phase station 02: Ausgangssektor, Ursprung oder Bezugswert	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
529	ASTRO	f67r2	A1:G148	f67r2.66	A1_RIGHT_PHASE_STATION_03	cpheey	SF0094	EE	lange Tabellenstufe	right phase station 03: lange Tabellenstufe	ASTRO_BOUND_EE_GRADE	FULL
530	ASTRO	f67r2	A1:G149	f67r2.67	A1_RIGHT_PHASE_STATION_04	okodar	SF0234	OK+OD+AR	markierte Quelle aktivieren	right phase station 04: markierte Quelle aktivieren	ASTRO_OD_MARKED_ENTRY_MODIFIER	FULL
531	ASTRO	f67r2	A1:G150	f67r2.68	A1_RIGHT_PHASE_STATION_05	oepchod	SF0198	HO	Himmelsobjekt oder Eingangsbedingung	right phase station 05: Himmelsobjekt oder Eingangsbedingung	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
532	ASTRO	f67r2	A1:G151	f67r2.69	A1_RIGHT_PHASE_STATION_06	s	SF0363	S	Nebenwert	right phase station 06: Nebenwert; aktueller Hauptwert	ASTRO_LOCAL_PRIMITIVE_MICROCODE	FULL
533	ASTRO	f67r2	A1:G152	f67r2.69	A1_RIGHT_PHASE_STATION_06	ay	SF0015	A+Y	aktueller Hauptwert	right phase station 06: Nebenwert; aktueller Hauptwert	ASTRO_LOCAL_PRIMITIVE_MICROCODE	FULL
534	ASTRO	f67r2	A1:G153	f67r2.70	A1_RIGHT_PHASE_STATION_07	osar	SF0265	OS+AR	Feldquelle	right phase station 07: Feldquelle	ASTRO_LOCAL_AM_G_OS_ROOT	FULL
535	ASTRO	f67r2	A1:G154	f67r2.71	A1_RIGHT_PHASE_STATION_08	oran	SF0263	OR	Bedingungs-, Tabellen- oder Wahlansatz	right phase station 08: Bedingungs-, Tabellen- oder Wahlansatz	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
536	ASTRO	f67r2	A1:G155	f67r2.72	A1_LEFT_OUTER_RING_TEXT	dar	SF0112	AR	Quelle	left outer ring text: Quelle; Ziel-Sollwert; Sollwert der aktiven Zeile; aktuelle Grundklasse; Sollwert der aktiven Zeile; Himmels-, Ring- oder Zeigerlauf; Himmels-, Ring- oder Zeigerlauf; bezeichnete Klasse oder Haus + AIIN; aktive Zeile fortsetzen; bezeichneter Platz oder Phase + AL+HO; im selben Ring, Band oder Satz fortsetzen; in kurzer Stufe setzen	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
537	ASTRO	f67r2	A1:G156	f67r2.72	A1_LEFT_OUTER_RING_TEXT	aldaiin	SF0008	AL+AIIN	Ziel-Sollwert	left outer ring text: Quelle; Ziel-Sollwert; Sollwert der aktiven Zeile; aktuelle Grundklasse; Sollwert der aktiven Zeile; Himmels-, Ring- oder Zeigerlauf; Himmels-, Ring- oder Zeigerlauf; bezeichnete Klasse oder Haus + AIIN; aktive Zeile fortsetzen; bezeichneter Platz oder Phase + AL+HO; im selben Ring, Band oder Satz fortsetzen; in kurzer Stufe setzen	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
538	ASTRO	f67r2	A1:G157	f67r2.72	A1_LEFT_OUTER_RING_TEXT	ydaiin	SF0439	YD+AIIN	Sollwert der aktiven Zeile	left outer ring text: Quelle; Ziel-Sollwert; Sollwert der aktiven Zeile; aktuelle Grundklasse; Sollwert der aktiven Zeile; Himmels-, Ring- oder Zeigerlauf; Himmels-, Ring- oder Zeigerlauf; bezeichnete Klasse oder Haus + AIIN; aktive Zeile fortsetzen; bezeichneter Platz oder Phase + AL+HO; im selben Ring, Band oder Satz fortsetzen; in kurzer Stufe setzen	ASTRO_LOCAL_YD_ACTIVE_ROW	FULL
539	ASTRO	f67r2	A1:G158	f67r2.72	A1_LEFT_OUTER_RING_TEXT	qkoy	SF0311	K+O+Y	aktuelle Grundklasse	left outer ring text: Quelle; Ziel-Sollwert; Sollwert der aktiven Zeile; aktuelle Grundklasse; Sollwert der aktiven Zeile; Himmels-, Ring- oder Zeigerlauf; Himmels-, Ring- oder Zeigerlauf; bezeichnete Klasse oder Haus + AIIN; aktive Zeile fortsetzen; bezeichneter Platz oder Phase + AL+HO; im selben Ring, Band oder Satz fortsetzen; in kurzer Stufe setzen	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	FULL
540	ASTRO	f67r2	A1:G159	f67r2.72	A1_LEFT_OUTER_RING_TEXT	ydaiin	SF0439	YD+AIIN	Sollwert der aktiven Zeile	left outer ring text: Quelle; Ziel-Sollwert; Sollwert der aktiven Zeile; aktuelle Grundklasse; Sollwert der aktiven Zeile; Himmels-, Ring- oder Zeigerlauf; Himmels-, Ring- oder Zeigerlauf; bezeichnete Klasse oder Haus + AIIN; aktive Zeile fortsetzen; bezeichneter Platz oder Phase + AL+HO; im selben Ring, Band oder Satz fortsetzen; in kurzer Stufe setzen	ASTRO_LOCAL_YD_ACTIVE_ROW	FULL
541	ASTRO	f67r2	A1:G160	f67r2.72	A1_LEFT_OUTER_RING_TEXT	qofair	SF0316	AIR	Himmels-, Ring- oder Zeigerlauf	left outer ring text: Quelle; Ziel-Sollwert; Sollwert der aktiven Zeile; aktuelle Grundklasse; Sollwert der aktiven Zeile; Himmels-, Ring- oder Zeigerlauf; Himmels-, Ring- oder Zeigerlauf; bezeichnete Klasse oder Haus + AIIN; aktive Zeile fortsetzen; bezeichneter Platz oder Phase + AL+HO; im selben Ring, Band oder Satz fortsetzen; in kurzer Stufe setzen	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
542	ASTRO	f67r2	A1:G161	f67r2.72	A1_LEFT_OUTER_RING_TEXT	ypair	SF0470	AIR	Himmels-, Ring- oder Zeigerlauf	left outer ring text: Quelle; Ziel-Sollwert; Sollwert der aktiven Zeile; aktuelle Grundklasse; Sollwert der aktiven Zeile; Himmels-, Ring- oder Zeigerlauf; Himmels-, Ring- oder Zeigerlauf; bezeichnete Klasse oder Haus + AIIN; aktive Zeile fortsetzen; bezeichneter Platz oder Phase + AL+HO; im selben Ring, Band oder Satz fortsetzen; in kurzer Stufe setzen	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
543	ASTRO	f67r2	A1:G162	f67r2.72	A1_LEFT_OUTER_RING_TEXT	ykoaiin	SF0466	YK+AIIN	bezeichnete Klasse oder Haus + AIIN	left outer ring text: Quelle; Ziel-Sollwert; Sollwert der aktiven Zeile; aktuelle Grundklasse; Sollwert der aktiven Zeile; Himmels-, Ring- oder Zeigerlauf; Himmels-, Ring- oder Zeigerlauf; bezeichnete Klasse oder Haus + AIIN; aktive Zeile fortsetzen; bezeichneter Platz oder Phase + AL+HO; im selben Ring, Band oder Satz fortsetzen; in kurzer Stufe setzen	ASTRO_LOCAL_TABLE_STEM	FULL
544	ASTRO	f67r2	A1:G163	f67r2.72	A1_LEFT_OUTER_RING_TEXT	ydoly	SF0442	YD+OL	aktive Zeile fortsetzen	left outer ring text: Quelle; Ziel-Sollwert; Sollwert der aktiven Zeile; aktuelle Grundklasse; Sollwert der aktiven Zeile; Himmels-, Ring- oder Zeigerlauf; Himmels-, Ring- oder Zeigerlauf; bezeichnete Klasse oder Haus + AIIN; aktive Zeile fortsetzen; bezeichneter Platz oder Phase + AL+HO; im selben Ring, Band oder Satz fortsetzen; in kurzer Stufe setzen	ASTRO_LOCAL_YD_ACTIVE_ROW	FULL
545	ASTRO	f67r2	A1:G164	f67r2.72	A1_LEFT_OUTER_RING_TEXT	ytalchos	SF0472	YT+AL+HO	bezeichneter Platz oder Phase + AL+HO	left outer ring text: Quelle; Ziel-Sollwert; Sollwert der aktiven Zeile; aktuelle Grundklasse; Sollwert der aktiven Zeile; Himmels-, Ring- oder Zeigerlauf; Himmels-, Ring- oder Zeigerlauf; bezeichnete Klasse oder Haus + AIIN; aktive Zeile fortsetzen; bezeichneter Platz oder Phase + AL+HO; im selben Ring, Band oder Satz fortsetzen; in kurzer Stufe setzen	ASTRO_LOCAL_TABLE_STEM	FULL
