surface_id	visible_surface	register_status	prose_occurrences	astro_occurrences	common_atom_sequences	classification	historical_layer	composition_autonomy	apprentice_action_de	memorized_body_or_residue	classification_evidence	short_spoken_value_de
SF0470	ypair	ASTRO_ONLY	0	1	AIR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Himmels-, Ring- oder Zeigerlauf
SF0471	yshey	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	yshey	ASTRO:NO_COMMON_CORE	abgelesener oder freigegebener Wert
SF0472	ytalchos	ASTRO_ONLY	0	1	YT+AL+HO	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YT lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YT	bezeichneter Platz oder Phase + AL+HO
SF0473	ytchodly	ASTRO_ONLY	0	1	YT+HO	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YT lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YT	bezeichneter Platz oder Phase + HO
SF0474	ytchody	ASTRO_ONLY	0	1	YT+HO	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YT lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YT	bezeichneter Platz oder Phase + HO
SF0475	yteody	ASTRO_ONLY	0	1	YT+E+OD+Y	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	diesen Platz kurz markieren
SF0476	yteoor	ASTRO_ONLY	0	1	YT+OR	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YT lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YT	bezeichneter Platz oder Phase + OR
SF0477	yteos	ASTRO_ONLY	0	1	YT	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YT lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YT	bezeichneter Platz oder Phase
SF0478	ytey	PROSE_ONLY	1	0	Y+E+TY	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	TY	PROSE:LITERAL_PRODUCTIVE_PARSE	kurzen Teil des aktuellen Postens nehmen
SF0479	yto	ASTRO_ONLY	0	2	YT	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YT lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YT	bezeichneter Platz oder Phase
SF0480	ytoaiin	ASTRO_ONLY	0	1	YT+AIIN	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YT lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YT	bezeichneter Platz oder Phase + AIIN
SF0481	ytodal	ASTRO_ONLY	0	1	YT+AL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YT lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YT	bezeichneter Platz oder Phase + AL
SF0482	ytody	ASTRO_ONLY	0	2	YT+OD+Y	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	diesen Platz eintragen
SF0483	ytoeopchey	ASTRO_ONLY	0	1	YT	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YT lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YT	bezeichneter Platz oder Phase
SF0484	ytokar	ASTRO_ONLY	0	1	YT+OK+AR	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YT lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YT	bezeichneter Platz oder Phase + OK+AR
SF0485	ytor	ASTRO_ONLY	0	1	YT+OR	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YT lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YT	bezeichneter Platz oder Phase + OR
SF0486	ytory	ASTRO_ONLY	0	1	YT+OR	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YT lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YT	bezeichneter Platz oder Phase + OR
SF0487	ytyd	ASTRO_ONLY	0	1	YT+TY	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM	LOCAL_TABLE_STEM_PLUS_BREVIGRAPH	FULL_WITH_OWNER	YT lesen; bekannte Kerne anfügen; Besitzer ergänzen	NONE	ASTRO_LOCAL:YT	bezeichneter Platz oder Phase + TY
