gdt513_local_id	source_event_id	physical_page	source_panel	register	locus	source_order	owner_de	surface	component_recipe	component_atom_count	portable_core_atoms	formal_or_local_atoms	legacy_structural_atoms	unresolved_atoms	component_trace_de	record_role	default_working_reading_de	running_support_tier	running_surface_event_count	running_surface_recipe_count	running_surface_recipes	running_recipe_event_count	running_recipe_surface_count	running_recipe_pages	local_leaveout_class	other_local_surface_pages	other_local_recipe_pages	gdt405_lock_contact	gdt405_locked_recipe	gdt405_lock_alignment	future_batch_recipe_policy	formula_hypothesis_signal	nomenclator_hypothesis_signal	record_hypothesis_signal	renderer_hypothesis_signal	mixed_model_assignment	meaning_status	portable_meaning_changed	structural_tag_promoted_to_word	guard
G513-L155	P912-E2060	f69v	f69v	CELESTIAL	f69v.2	915	drei getrennte heterogene Himmelsraeder	cheody	CHEO+Y	2	Y	CHEO	CHEO	NONE	[CHEO:LOKALSTRUKTUR=LOKALER EINTRAG] · POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: [CHEO:LOKALSTRUKTUR=LOKALER EINTRAG] · POSTEN	C_RUNNING_SURFACE_DIFFERENT_LOCAL_PARSE	12	1	CH+E+O+Y	0	0	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v|f89r	f70v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L156	P912-E2061	f69v	f69v	CELESTIAL	f69v.2	916	drei getrennte heterogene Himmelsraeder	cheal	AL	1	AL	NONE	NONE	NONE	ZIELORT	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: ZIELORT	A_EXACT_RUNNING_SURFACE_RECIPE	3	1	AL	75	3	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	LOCAL_RECIPE_SHAPE_OTHER_PAGE	NONE	f67r2|f70v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L157	P912-E2062	f69v	f69v	CELESTIAL	f69v.2	917	drei getrennte heterogene Himmelsraeder	yetey	Y+E+T+E+Y	5	Y+T+Y	E+E	NONE	NONE	POSTEN · [E:STEUERUNG=GRAD I] · EINSTELLEN · [E:STEUERUNG=GRAD I] · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: POSTEN · [E:STEUERUNG=GRAD I] · EINSTELLEN · [E:STEUERUNG=GRAD I] · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L158	P912-E2063	f69v	f69v	CELESTIAL	f69v.2	918	drei getrennte heterogene Himmelsraeder	chear	CH+E+AR	3	CH+AR	E	NONE	NONE	NEHMEN · [E:STEUERUNG=GRAD I] · AUSGANG	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: NEHMEN · [E:STEUERUNG=GRAD I] · AUSGANG	A_EXACT_RUNNING_SURFACE_RECIPE	6	1	CH+E+AR	7	2	f17r|f1r|f24v|f76r|f88r|f89r	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	YES	CH+E+AR	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L159	P912-E2064	f69v	f69v	CELESTIAL	f69v.2	919	drei getrennte heterogene Himmelsraeder	y	Y	1	Y	NONE	NONE	NONE	POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	39	1	Y	183	7	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f89r	f67r2|f70v	YES	Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L160	P912-E2065	f69v	f69v	CELESTIAL	f69v.2	920	drei getrennte heterogene Himmelsraeder	dy	Y	1	Y	NONE	NONE	NONE	POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	44	1	Y	183	7	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f70v|f72r|f89r	f67r2|f70v	YES	Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L161	P912-E2066	f69v	f69v	CELESTIAL	f69v.2	921	drei getrennte heterogene Himmelsraeder	ykey	Y+K+E+Y	4	Y+K+Y	E	NONE	NONE	POSTEN · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: POSTEN · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L162	P912-E2067	f69v	f69v	CELESTIAL	f69v.2	922	drei getrennte heterogene Himmelsraeder	ch	CH	1	CH	NONE	NONE	NONE	NEHMEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: NEHMEN	A_EXACT_RUNNING_SURFACE_RECIPE	2	1	CH	2	1	f55v|f75r	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L163	P912-E2068	f69v	f69v	CELESTIAL	f69v.2	923	drei getrennte heterogene Himmelsraeder	y	Y	1	Y	NONE	NONE	NONE	POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	39	1	Y	183	7	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f89r	f67r2|f70v	YES	Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L164	P912-E2069	f69v	f69v	CELESTIAL	f69v.2	924	drei getrennte heterogene Himmelsraeder	dy	Y	1	Y	NONE	NONE	NONE	POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	44	1	Y	183	7	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f70v|f72r|f89r	f67r2|f70v	YES	Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L165	P912-E2070	f69v	f69v	CELESTIAL	f69v.2	925	drei getrennte heterogene Himmelsraeder	chol	OL	1	OL	NONE	NONE	NONE	FORTSETZEN	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI drei getrennte heterogene Himmelsraeder: FORTSETZEN	A_EXACT_RUNNING_SURFACE_RECIPE	48	1	OL	175	5	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v|f89r	f70v	YES	OL	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L166	P912-E2071	f69v	f69v	CELESTIAL	f69v.2	926	drei getrennte heterogene Himmelsraeder	ykar	Y+K+AR	3	Y+K+AR	NONE	NONE	NONE	POSTEN · GEBEN · AUSGANG	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: POSTEN · GEBEN · AUSGANG	A_EXACT_RUNNING_SURFACE_RECIPE	3	1	Y+K+AR	3	1	f55v|f76r|f88r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2	f67r2	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L167	P912-E2072	f69v	f69v	CELESTIAL	f69v.2	927	drei getrennte heterogene Himmelsraeder	ol	OL	1	OL	NONE	NONE	NONE	FORTSETZEN	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI drei getrennte heterogene Himmelsraeder: FORTSETZEN	A_EXACT_RUNNING_SURFACE_RECIPE	78	1	OL	175	5	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	LOCAL_RECIPE_SHAPE_OTHER_PAGE	NONE	f70v	YES	OL	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L168	P912-E2073	f69v	f69v	CELESTIAL	f69v.2	928	drei getrennte heterogene Himmelsraeder	y	Y	1	Y	NONE	NONE	NONE	POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	39	1	Y	183	7	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f89r	f67r2|f70v	YES	Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L169	P912-E2074	f69v	f69v	CELESTIAL	f69v.2	929	drei getrennte heterogene Himmelsraeder	ykeeody	Y+K+EE+O+Y	5	Y+K+Y	EE+O	NONE	NONE	POSTEN · GEBEN · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: POSTEN · GEBEN · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L170	P912-E2075	f69v	f69v	CELESTIAL	f69v.2	930	drei getrennte heterogene Himmelsraeder	chey	Y	1	Y	NONE	NONE	NONE	POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	57	1	Y	183	7	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	LOCAL_RECIPE_SHAPE_OTHER_PAGE	NONE	f67r2|f70v	YES	Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L171	P912-E2076	f69v	f69v	CELESTIAL	f69v.2	931	drei getrennte heterogene Himmelsraeder	dal	AL	1	AL	NONE	NONE	NONE	ZIELORT	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: ZIELORT	A_EXACT_RUNNING_SURFACE_RECIPE	44	1	AL	75	3	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f70v	f67r2|f70v	YES	AL	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L172	P912-E2077	f69v	f69v	CELESTIAL	f69v.2	932	drei getrennte heterogene Himmelsraeder	ody	O+DY	2	NONE	O+DY	NONE	NONE	[O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	LOCAL_CLASS_OR_NAME_CARD	LOKALE KENNUNG BEI drei getrennte heterogene Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	A_EXACT_RUNNING_SURFACE_RECIPE	5	1	O+DY	5	1	f10r|f55v|f81r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v	f70v	YES	O+DY	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	YES	YES	NO	LOCAL_CLASS_OR_NAME_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L173	P912-E2078	f69v	f69v	CELESTIAL	f69v.2	933	drei getrennte heterogene Himmelsraeder	airchy	AIR+Y	2	AIR+Y	NONE	NONE	NONE	BAHN · POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: BAHN · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L174	P912-E2079	f69v	f69v	CELESTIAL	f69v.2	934	drei getrennte heterogene Himmelsraeder	choky	OK+Y	2	OK+Y	NONE	NONE	NONE	SETZEN · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: SETZEN · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	4	1	OK+Y	59	8	f10r|f13r|f17r|f18r|f1r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	LOCAL_RECIPE_SHAPE_OTHER_PAGE	NONE	f67r2|f68r1|f70v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L175	P912-E2080	f69v	f69v	CELESTIAL	f69v.2	935	drei getrennte heterogene Himmelsraeder	ychey	Y+Y	2	Y+Y	NONE	NONE	NONE	POSTEN · POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: POSTEN · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	1	1	Y+Y	3	3	f18r|f88r|f89r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f75r	f75r	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L176	P912-E2081	f69v	f69v	CELESTIAL	f69v.2	936	drei getrennte heterogene Himmelsraeder	chey	Y	1	Y	NONE	NONE	NONE	POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	57	1	Y	183	7	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	LOCAL_RECIPE_SHAPE_OTHER_PAGE	NONE	f67r2|f70v	YES	Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L177	P912-E2082	f69v	f69v	CELESTIAL	f69v.3	937	drei getrennte heterogene Himmelsraeder	doair	D_ADDR+O+AIR	3	AIR	D_ADDR+O	NONE	NONE	[D_ADDR:LOKALSTRUKTUR=HIER] · [O:STEUERUNG=AUSFÜHRUNG] · BAHN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: [D_ADDR:LOKALSTRUKTUR=HIER] · [O:STEUERUNG=AUSFÜHRUNG] · BAHN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L178	P912-E2083	f69v	f69v	CELESTIAL	f69v.3	938	drei getrennte heterogene Himmelsraeder	otaldal	OT+AL+AL	3	OT+AL+AL	NONE	NONE	NONE	DANACH · ZIELORT · ZIELORT	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI drei getrennte heterogene Himmelsraeder: DANACH · ZIELORT · ZIELORT	E_LOCAL_RECIPE_OTHER_PAGE	0	0	NONE	0	0	NONE	LOCAL_RECIPE_SHAPE_OTHER_PAGE	NONE	f70v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	YES	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L179	P912-E2084	f69v	f69v	CELESTIAL	f69v.3	939	drei getrennte heterogene Himmelsraeder	dair	D_ADDR+AIR	2	AIR	D_ADDR	NONE	NONE	[D_ADDR:LOKALSTRUKTUR=HIER] · BAHN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: [D_ADDR:LOKALSTRUKTUR=HIER] · BAHN	A_EXACT_RUNNING_SURFACE_RECIPE	9	1	D_ADDR+AIR	9	1	f10r|f11r|f17r|f18r|f88v|f89r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v	f70v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L180	P912-E2085	f69v	f69v	CELESTIAL	f69v.3	940	drei getrennte heterogene Himmelsraeder	chdy	CHD+Y	2	CHD+Y	NONE	NONE	NONE	BEARBEITEN · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: BEARBEITEN · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	16	1	CHD+Y	107	3	f1r|f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	LOCAL_RECIPE_SHAPE_OTHER_PAGE	NONE	f70v	YES	CHD+Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L181	P912-E2086	f69v	f69v	CELESTIAL	f69v.3	941	drei getrennte heterogene Himmelsraeder	otoar	OT+O+AR	3	OT+AR	O	NONE	NONE	DANACH · [O:STEUERUNG=AUSFÜHRUNG] · AUSGANG	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI drei getrennte heterogene Himmelsraeder: DANACH · [O:STEUERUNG=AUSFÜHRUNG] · AUSGANG	A_EXACT_RUNNING_SURFACE_RECIPE	1	1	OT+O+AR	1	1	f72r	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L182	P912-E2087	f69v	f69v	CELESTIAL	f69v.3	942	drei getrennte heterogene Himmelsraeder	ar	AR	1	AR	NONE	NONE	NONE	AUSGANG	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: AUSGANG	A_EXACT_RUNNING_SURFACE_RECIPE	34	1	AR	39	2	f10r|f1r|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f82r|f83r|f88r|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v|f71v|f72r	f70v	YES	AR	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
