component_recipe	intake_tier	atom_count	support_count	reachable_state_count	register_count	transition_cell_count	order_repaired_cell_count	distinct_outgoing_state_count	distinct_clause_count	state_signature_sha256	clause_signature_sha256	full_transition_signature_sha256
CH+S	T0_EXACT_OBSERVED	2	1	49	5	245	0	5	23	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	5917b2639057ca245235c1a87a6011b39ca7741d129da2508959368fc2dc4962	ed45f50b1dba282c99b10118fd6e68d7d3e41ad65625fca3a15346080012b6e9
CH+S+DY	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	23	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	22184aee7c730a45a5d350a0b70c06a7c18eebfb8266a77cd2b2e744bfbf860e	c3e2d7f46d6fdc39f9b964e438efc850c4040956553260c73f27eca9e39b7a5b
CH+T	T0_EXACT_OBSERVED	2	1	49	5	245	0	5	24	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	fe953c48247e24184b4951e8ab39e24c6e39f92d24acc15c99944e973f1c2ba2	eb78148c7824a4225a4eb5e039c0d3744b23d9c4bb11109e91d22c066d122efa
CH+T+AIIN	T0_EXACT_OBSERVED	3	4	49	5	245	0	1	5	2df417ace50d3b2c11e97e89bead9023422345b310dc06f894f7d4c7597e0496	d54366dadc857a011337021664de2831890311d8830728cc5ae04fc02751d04c	3c95626c0be529fc7ac81273722d5168d493a381f6a4016effcc45f44af8de92
CH+T+AIN	T2_FUTURE_STRONG	3	3	49	5	245	0	1	5	8afafd7d767b0f744afcc28c756fc8c3613ac3f14b8867c6d9e4e11c89dfcdb7	809ecd2d65776a9063f9dd672d002e65ef04d1c2695cb16f5e5e73542fe58335	5536a96f702ed0f8a76704554010f4d492bf38d5c5b24b21f0016f2ddb59589d
CH+T+AIR	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	55651501d65bde88d2cf4402f0cc1441dcbfbdf685fa3edb59eb24cec1968d4a	0cdfa663a16b30bf0359528f2879de5330e126f537e85ca3e3e96996d6b36b1f
CH+T+AL	T0_EXACT_OBSERVED	3	6	49	5	245	0	5	25	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	31e770730f473cfa4e9d3e1f9cc04af4ad2293ab6fbf5a54253762ef3cbc1e69	a5a98443e3902f05d7bb751dc5a0df1b521e483eb53f267e6190a1f4f5f0ef4f
CH+T+AR	T0_EXACT_OBSERVED	3	6	49	5	245	0	5	25	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	0756ee7bf895ebc2b8df6e30ddb09e977c4d86281022318f0f6629216023e70f	21c97599fdb7b493e0bdce256da8c3f7cd11ae2a369eb69393a34b684e7ddb80
CH+T+CH+OR	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	8bfc98c988dd74d23342052b9aaf131e9e1cf58ef286ae2c7b406f2b74d16bfb	ef2ff5aeb79ae6a572fd56b5e5cd8dbf3f7e822a8146f119975354972bbc1810	b11fb55808c76f2be39848a9503f58c8326d87fa697c2813f99596f4de558a00
CH+T+D_ADDR+Y+S	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	d0c2fc14c184c015c2b16aba322a969e1b5335fbf55d403b004e61f0806a269a	5efa123aeb0282b40db95cd5b96ec41f424d39f6a779fda549252173a95a22cd	8455537af16d3065ee5e86b433617de64aa83aac0f17e850abd2b41f86a190c3
CH+T+E+O+D_ADDR	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	24	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	a72215f11e741692e599fcb70947031eb45919d31f0706d196043339ff166b0b	c5210b33304a3df3a7429836507a83283c9932aec3a06bc77dccbf9a5328b0c5
CH+T+E+O+S	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	24	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	1e452030ace1f582c40863c8b1cdb1bc947d9d646c6307ce60cfd15ec60c2cb8	c48d0ad1db3761475a390fd61b6f46897209969304f6f52921ecf234dac3077a
CH+T+E+O+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	eb008850fb1cc0c09d1b138fe4836b50e78885bf4d0186b35061a1359adeb339	32681c96c8787d8aaf42a3df8af2b8992e7f11263fa6cb98b6b21476868bfc48
CH+T+E+OL	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	24	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	7b05a8c6f70f2a3052b63d9b4905f5c90ee17d263fa4c2708f6c820cb4cabc7f	1516fcee3eef69d5b5478e8cc29b2268a54d8348372cfa532fa5081b7fe5d6a5
CH+T+E+S	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	24	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	de179d1d02d8d2d7727032f1ce73b1480c7bccb9ca03468b6a4135c7098aa7eb	02634c90a19bf174b3c047f906a849793dd390e8789082b2a0e1dc0117e9ab37
CH+T+E+Y	T0_EXACT_OBSERVED	4	6	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	45aec1cc88dd7003f75342a16355fcb8349d1be0d438ba753d965f881265f714	82fb00b29a0275159ef06de93b94a5513c586d0413b15913824cbf5e055709e0
CH+T+EE+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	2170c66e8e2a7b5cbc8834a3b68807398ce8834fdb92dc6a40a51589e085728b	336dc369d33bcecd7d2212476e770ad62bb1fca88ae1dc592176ebef7f59279d
CH+T+L	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	5c372aadbc23f2fe06e0101ee1a3839e313777c53d4c194218401d24f4fb2465	b27d73195d7eb0bf7bd62a026b21acb93f0b855f2fbeb3303e06cdd3953c1a35
CH+T+LOCAL_CHAR_I+AR	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	9178dd54cf8b01aebb2b44251b6c7a726b12bad0bd1bbfbd17b2bc8ae1f26968	a16c6330064a6717ee6bb3a816144756cc5acfcd228e597281aaea919c5588db
CH+T+O	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	24	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	09565e7c9099898075ee5d1f9e99b2892e7a7152ad098fb1c1f61ff0fca47eb8	c0f367a7fad5256a96176b4223fb8cc61fe825061b87645bde785db34bf97b3e
CH+T+O+AR+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	491975eabaeb529174ae5631358c2182e80e2a7ff721ed25b3eaeec4d357e1e9	0d90ac5f872abb1cd25332ff430ea7ac614ad102614c96f8ea4408626ecafad4
CH+T+O+OR	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	943d60c1264b8ed19958c0c744c9bfdea51c675e1bfde08c4aafe7955c8ed81c	2567c83884c0fbf69361e655deef6a9bcdaa00dd1a87f0607745f4c9cdc201ad	4934103096702ce5202f41a41c275a2a1ce31e24738bbc1df397ba5809afc95d
CH+T+O+S	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	24	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	ae73afd53f06abfb35c66f5cc8dff05762b442e4e677f11ba7cab7d383a308d4	c8165b6c6c50432bcc149b50e5434958f567260f282ad413f3678fb799ce835e
CH+T+OL	T0_EXACT_OBSERVED	3	6	49	5	245	0	5	24	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	2aeabded774d60da9a6f85968f6cc036cb57f7b87d74dba2349376f7fd402e2d	6454e6664b65fc05266dd7e7a354a6819ceaaa54d7d8c86f1424eb4a2d4de1e7
CH+T+OL+D_ADDR+AR	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	25	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	dd771ce7864c99df14aff11008e3f066d91681e25733cf95da8d45a8015e373f	ea0807d85564aadeaf735fea18879aacc2046d51ea0a3a1b1cc5dad52c613c33
CH+T+OL+S	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	24	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	d746a88b05efca30e65f6e034de54dfec9ddbf4ec4660e36d62341091565b4b5	8c7adc7e025221661097179f61c60e4e21ccac2579ff5288ab16d8812e3b8884
CH+T+OR	T0_EXACT_OBSERVED	3	3	49	5	245	0	1	5	943d60c1264b8ed19958c0c744c9bfdea51c675e1bfde08c4aafe7955c8ed81c	db1f82aadbc709f0bb779d942b7f6da434abb37bbc78e747a05014cdb0df00b5	b77d484be316b5fcf2f2228b8331f1ebc308c362fb0653ff9405b5850e5d5320
CH+T+R+E+S	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	24	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	c92f8fb48b76df4d283c7006c61a62b5ae89e8832cdb43330f1a45fde2f05276	c2821989ad7937218153f30088fd9dc1278e25e17d3d8477bb9876bf6aeeb6e3
CH+T+Y	T0_EXACT_OBSERVED	3	19	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	4e772a096c179eb44ad2a43ecd801635678a1bc1ed91307ec5f2606fadbddf6f	327ede4c6bfd1b60c4d24f4ed0bec2765d956ba69572691d020efedf504f35ae
CH+T+Y+D_ADDR	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	482baecf226ad43dd540914a73d77ef718e9282450147dfd34b2b31df0ba2d02	14c1547901ddc5aef34ad9587b153d261baa6f5d33cbfb0b7dc0aae72c3b5d65
CH+Y	T4_NARROW_APPENDIX	2	2	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	f16d500e816bf8d8114251ed24dc92ebb98faa42bb0fc3ef58fac8abdf6a7452	0a54234949ba7dd20fe0495d4036fb4e1c13bfc5b1d248daec6be6b80a753a7a
CH+Y+K+E+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	b9a5a0ac5deb58b66244c3ff1fd3f70a94306665ae8f6e04b7a9ec47fa332eed	43577cb24a82bf8c4ba94194bfe891528cc61c129ce35a1eee1387588408dbcf
CH+Y+P+CH+AM_ADDR	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	caba31eba846026ee52cf7822798d43b810453145a65a9c70369cfd7886d135a	9b73421676c4dfcb83a706a829ddb806ee2a8525f9450bb4ad50a83db7034c47
CHD	T0_EXACT_OBSERVED	1	2	49	5	245	0	5	21	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	d4d22ab3ec45b75bb16ec2f942a6d1132f4d9f19be547586a9beebe5eb640734	f57c96c619b143e21438c71945287675a46f421b4448ce4ccd135742497d5561
CHD+AIIN	T0_EXACT_OBSERVED	2	8	49	5	245	0	1	5	dfb4419a3e627550b47886dfac740f1add5bd39ccc1a65c5812ece362c7049ee	74f4d6a0297709dd3f2886a149c7d521159aac410599fe61adc4704029604809	b64cd187c4099c27e5db727090df862c7c5e403cca8fbc6d0708daae2a95b8b4
CHD+AIN	T0_EXACT_OBSERVED	2	4	49	5	245	0	1	5	1b694d9176f9754ddbb952b5bc0df465168795d4bf3440b58288673b694c89e6	7d12582033d81ebc2faf995687d909f218ba0bb92472719cb55755476d13e094	9fe7a0b01d590c86115c1309fb60361a0b1abd6dbe7f74a3da1066e1b7dbb37b
CHD+AIR	T0_EXACT_OBSERVED	2	1	49	5	245	0	5	25	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	c8c272402432dec3da9a101cbb6072a69a10ac6254ab5ea6b0184ad45bbd7206	af07a4f654b11db120055daa25f15c324e97884400a547dbbff445a2b6e6e1b6
CHD+AL	T0_EXACT_OBSERVED	2	2	49	5	245	0	5	25	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	307036f7c74276554951637b1a3de60e20ca8a025b4daf88553b340cecb77a08	ee2c718bba449028edd3fe7923375f1d950fa481b3fab7ce1824d5385880b6bf
CHD+AM_ADDR	T0_EXACT_OBSERVED	2	2	49	5	245	0	5	21	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	b7c97e10b6e8089fc6465a902a31b54da76845c2157341114bd724a098ea6c00	ba61717d7875bf5003035ac872a3a439e546a12d22c848ab72d244d05c72af93
CHD+AR	T0_EXACT_OBSERVED	2	3	49	5	245	0	5	25	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	6309983ec0e960c70fc03a1f9554f223811f1f490b8d259091aa659ccef06703	c54978fd19d0fe8126fd8aecebf5e848b4a5d6caab71d06ab26b26d7a39e1730
CHD+DY	T0_EXACT_OBSERVED	2	4	49	5	245	0	5	21	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	a463d949477213754f718f493c7f96806056913f15960324b958787fb915a529	d532989bffd1687f86c49344f9065a5562b6773d656632fbb2a704db50fa8c6b
CHD+L	T2_FUTURE_STRONG	2	3	49	5	245	0	5	25	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	2150de933e431fccc427146368207421b8ce1a68b31abb504e235409881e24d1	76ab73bf58a3b55179eb297053c67b20738970ec7e2a5692388a1f9862455516
CHD+OL	T0_EXACT_OBSERVED	2	2	49	5	245	0	5	21	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	989a98dc75586b441fbdb51876750d048ffcbff71c0cefd61f5181c5168759e5	38b09540bece6cf9bbe673cec574fa1d6907c45fbc13a70c95c5c124062df462
CHD+OR	T0_EXACT_OBSERVED	2	1	49	5	245	0	1	5	b9c408edb0e62a4adf006225207554756de33e5413d5b68545eb942e987e0d5b	f91a1fba06342b33b8c2d809b3d9580f12bdae7e662c773abdb8c129483307f4	67ebeb90af5c25fca82ba0380105483e7d302a70f18c3b0f199783416e226ff4
CHD+Y	T0_EXACT_OBSERVED	2	107	49	5	245	0	1	5	ab17118a547e57ee5dfc60b9d588ff0612d27ef1e7b32687f8772ce8c9a9862c	118cdcb3184ef16339a0f33d593e12f56b18a58a24fa39fe6e0bf10e26762e79	6d336f9c9d47a24726235c02c13e3189b6aef0148004f95ec44953e74a1593b1
CHD+Y+K+AIN	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	a143e8ea70234eb1b76f15ff69a31ccb7939290c82805d0462d7e82fa4419131	fa50da5d68f2bd4e3d6111d654f7301a31a1edc1b4f7c76feac109d40209ed4d	0eb3bcc359e00fd7d0ba4055d8926d490eb9f061c6269627932e647aae6d4dbf
CHD+Y+K+AR	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	a0df37f68d44cee31b078bc88596656e1ab3150332b2095ba3baa82cd6554d75	b3ee8434196acd63f84baff86a0f70e86bfb24d583e65ad94f23fecd5b09f73e
CHD+Y+L	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	ab17118a547e57ee5dfc60b9d588ff0612d27ef1e7b32687f8772ce8c9a9862c	220f42cfd1ec1396e5b241853a957528e579d7107c2a03f7b53326e5f69c0483	de7ff48d36e5c9b59ff316e91cc3a5c50b80fdb43e0f5bb6b9712377560803da
CHD+Y+OK+AM_ADDR	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	304e6c1d205e574c290b4a03f2e45c9c44e5add05b74df5c0a778bacb3929292	e2b613581acb50d877ac6cf8fb8432766074ffffda3fb3650f7fbd3222ff3208
CHD+Y+T+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	68d45187b48c1b16fff24f14658a4c09f399a2e17432ffd7279d01e69447b551	89868721a95a8baf749a040c86f7c2da4030855a12315dd1cdc45a33ead8edc7
DA+AM_ADDR	T0_EXACT_OBSERVED	2	5	49	5	245	0	49	201	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	9a2077a3eea4e7007b5edd1eff2ff66d75607287dab078c78cc28ae1872f177e	e013f6b120da05fdf2f9c1b26ae610c55ac15bb06a4d1207c075a4dd5c5e14f2
DA+CH+K+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	aaf23bf9daed598a517321cd70addd2ab3a15849151888f8d9a6965b5ea7597b	3099e5fb7bfb29d0a6641dd336a3806eb89eccea72737ab9ca79a021faab42b2
DA+D_ADDR+AIIN	T0_EXACT_OBSERVED	3	1	49	5	245	0	10	50	b7db7ebf91c5c330edc58279f60b6a1109934d9063f3e5012b1f4abe10019816	42f623ac349f3592dc84f2c8c0d25fae4ebe01cea1a716821f735774d5b46c3d	d2467582aead983c95f50e910f379e1968f9246a38d1c701e116b18306a6f4d2
DA+IIN	T0_EXACT_OBSERVED	2	5	49	5	245	0	49	201	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	69ee822011866304657dcc5af022fe1cdb5de4c12ec3660635f8f7345bbd7256	047d03fd60ad3c5fc68975ff4d7aa58176990e566e0957fe78a4ea342a0aa423
DA+IIN+DY	T0_EXACT_OBSERVED	3	1	49	5	245	0	49	201	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	2c95e7a30a6b5f4c476c58832b1b75aaaaf0772152c09b7d03b0b9169783f779	24a096219c4a905e5889a398192b4ee3cf27e177def70903862b1132c22ad98c
DA+IIN+M_LOCAL+D_ADDR	T0_EXACT_OBSERVED	4	1	49	5	245	0	49	201	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	0019e1cbaac2b560fad0a808b1d8a9936baf32d7e83b06b07aca50d3f0761b3e	d586bb8503423ccfa9d2e64360aa544c7419d6f0f33d9830acc6a95157db2eab
DA+LOCAL_CHAR_G	T0_EXACT_OBSERVED	2	1	49	5	245	0	49	201	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	92dfde3b282402d8fa74c933467ae5b18886f01444e4724fd74555b41094d5cb	d4d576a3183eacdc8c063ba1f50e3bdfacf43671485f693c95fedcf0da1b4f45
DA+R+A_ADDR+AM_ADDR	T0_EXACT_OBSERVED	4	2	49	5	245	0	5	22	88b439dc726edcd943c6e5b83796a48eb99f1b6574c789d7e9dbbe378d91c142	3b78d6e5e05cf9de7d9ee091f9c2979ff559a809343d4e87beb5df67a165d15d	b645c1c4eedb6c675f215fdaeceacb6a9329af069c35a3be8a959a1141aab174
DA+R+Y	T0_EXACT_OBSERVED	3	5	49	5	245	0	1	5	585061f262a471ce2b8d7dc617412b7ef8a224e4a271d7e98bb4ee32967584ec	712671194850115f18a363b9bcd8140482c1433f5eb8647aeccead20e33ad924	eb878b18b10f90e818fd9456eb3b918695c0ae23313288534b577ccdf410eb7d
DA+S	T0_EXACT_OBSERVED	2	1	49	5	245	0	5	21	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	f72f899b5822aff3805d76e2847edbcc608ffd4064f1cae9a13abdab5569a1d0	744367e5cd9abc19945c3cbdd72896a433bcdab82af6ec77a08e3c097ab02698
D_ADDR	T0_EXACT_OBSERVED	1	11	49	5	245	0	49	201	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	e1cacb854e9193315815236539a7f425f341ee4727da18de9c3f6170656cde98	b61e28f10031d52bee2d3d1dd7baa10fbaf4a6bcd7d276085cddf85b989d4047
D_ADDR+AIIN	T4_NARROW_APPENDIX	2	2	49	5	245	0	10	50	b7db7ebf91c5c330edc58279f60b6a1109934d9063f3e5012b1f4abe10019816	fd35585693217dc797fd945f542635f38a39532fedfc31d5243fd6a1353f22ea	2fa9ba5ab7881e8e293f3d688597eb1186ce73c69575d4cc8fca59379df45bf9
D_ADDR+AIIN+Y	T0_EXACT_OBSERVED	3	2	49	5	245	0	10	50	e9def4f002058a388b0cf9ed6964fc9fdf39f30f0ffee0e976e574760e7350be	29794dfea8132435185c5d9e2aeb44323bdbb3a5344b5c88b3cabeac46694a66	582ed38f86b63f3bfd765c1f26ccb68703fa3384828fa21c6811809a8aab45d6
D_ADDR+AIN	T4_NARROW_APPENDIX	2	2	49	5	245	0	10	50	77d2e2599f1aa01b5c01284d78c1a5644657a684117cbd4616b5d86cdc64d6a0	ed0bad7bdc81d295b55af7a4bd8d0482e9009551dcb767ba0f6c0c993a25c0e5	cb4b7d1335b9783c3d804912473481c069c3902f8cfbc3f9c65fcb1fe803e66f
D_ADDR+AIN+AL+DY	T0_EXACT_OBSERVED	4	1	49	5	245	0	10	50	77d2e2599f1aa01b5c01284d78c1a5644657a684117cbd4616b5d86cdc64d6a0	eaff9fe9f8cd1b273640820a28f8454364642fd3f22f0c13ff5e431f6666fd01	eb2c50084b3bb7115b805580dc566c45222e0ee899b6a048fd0297db23a8cb41
D_ADDR+AIN+Y	T4_NARROW_APPENDIX	3	2	49	5	245	0	10	50	e9def4f002058a388b0cf9ed6964fc9fdf39f30f0ffee0e976e574760e7350be	f0d570fcb96d6908323f97a0109e2dae4fdaff67fd73175ac89f87741ce96f72	5a79ab6bbb83592a6adc62052bc422c7b8d680ae1a2c9fecd1935f5f00d8a980
D_ADDR+AIR	T0_EXACT_OBSERVED	2	9	49	5	245	0	49	230	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	57b44776823ebfa63f38175efd02022c4d08ace77e17c6baaa7de50419dd17ad	67d4e31bf82b60a6766f6734636087a3dd2090da0fdd24b1694389704325ed63
D_ADDR+AIR+A_ADDR+AM_ADDR	T0_EXACT_OBSERVED	4	1	49	5	245	0	49	230	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	f8f9cc666eba86edb8e9ad2f03b4173bc689a4d8d518f4a292f3048921558bd4	14c80a60377b732c3e1a006f6a7899c60b9bfd5aac2ed7444d3a178ffde3244d
D_ADDR+AIR+CH+E+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	7a92b19d269e19afdbfe518f3e26ea872ac9250e98f81f47172c769aaaa90cf6	071b3ed5d95c0de3aeb895083b1e1543e546aa36ae2148b31f5291605a01c01a
D_ADDR+AIR+O+D_ADDR+AIN	T0_EXACT_OBSERVED	5	1	49	5	245	245	10	50	77d2e2599f1aa01b5c01284d78c1a5644657a684117cbd4616b5d86cdc64d6a0	707ed65084d8521919c9afcaa8eb0d4df1781240d3acd1c5a5e2f6522c7bf157	5406d4d731d5069af636ae845f88f35b55af1b21e3049fd14105ea5d2e89b43d
D_ADDR+AL	T4_NARROW_APPENDIX	2	2	49	5	245	0	49	230	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	f3ea9ad704bcc06b0f7a467468dcf8aad3307075e7733e6ff0cdec199f2871ef	047ca082743782f39af558e7002af8cbbf56a89ab0943ac88c659e86735bcbbd
D_ADDR+AL+O	T0_EXACT_OBSERVED	3	2	49	5	245	0	49	230	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	3132ba6cb6d62bee8a90ce77dfd599771d296849cc768f657d6bcc6a7097a577	bcef5ca0a4922080feb0b4bb827239f00aca0f8dd74b291432e7e133576e694a
D_ADDR+AN	T0_EXACT_OBSERVED	2	1	49	5	245	0	49	201	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	2d212916283884aa55a3a451827fd9a1fb8c07d621b7ede763a7185ef5d85332	97d4f5c299e761c25502c5662d2a9e342f330174e8cbd4852a46c3fed4a25399
D_ADDR+AR	T0_EXACT_OBSERVED	2	47	49	5	245	0	49	230	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	6157eb74863a5806bb48db5c8e4fbbb4bb5ee097dd1165f84bace85f8c5b91ce	4b5b68787c8ef3e7acf525e0ccf1dd7e8e7d783b4baaba1f8b8e231db466833d
D_ADDR+AR+AIIN	T0_EXACT_OBSERVED	3	1	49	5	245	245	10	50	b7db7ebf91c5c330edc58279f60b6a1109934d9063f3e5012b1f4abe10019816	f094a1a74f6be78b6f7de6930d56f7acd7630f4ac8afc187f1007dc54993fa66	5c2fb0948bb28fa84ebe4b08cf66a377d0f0868b79ac3a1758c1e46fc38ebb93
D_ADDR+AR+AIN	T4_NARROW_APPENDIX	3	2	49	5	245	245	10	50	77d2e2599f1aa01b5c01284d78c1a5644657a684117cbd4616b5d86cdc64d6a0	285114d9f933c47aab927f8d3a62e96e0964e286ea713b9164a38e6a44928e0f	93ac262dc93fb7c7613c1c51a892efa6d34f4a6aa23a004cb8eeba45b0d519fe
D_ADDR+AR+AL+Y	T0_EXACT_OBSERVED	4	1	49	5	245	245	10	50	e9def4f002058a388b0cf9ed6964fc9fdf39f30f0ffee0e976e574760e7350be	09c84bc0c674ae11cfdc65acc6f7a86152aa638b9c3b76cc6e99a484e4db92e3	f0c1c2111219e11302f43471768dd310d5f886761980d69aa5c86ed395ed990c
D_ADDR+AR+D_ADDR+AR+DY	T0_EXACT_OBSERVED	5	1	49	5	245	0	49	230	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	13fb1ebd14627c64645d0a35d83300e589e1bf9b496fb03cb35847194bd343b6	fb6dee421dec45bacdccc9cc29ed64782f842df6f2936a54d87bac4bb15959a4
D_ADDR+AR+O+AM_ADDR	T0_EXACT_OBSERVED	4	1	49	5	245	0	49	230	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	1e9a13744dc7edb8a6ebe8a9157cda43a054751c913b0ed6e0fdba6c8b464935	986035fb0980146ad380a6b5fd85580411736c16fe18898f8a05cd37db80ce57
D_ADDR+AR+O+D_ADDR	T0_EXACT_OBSERVED	4	1	49	5	245	0	49	230	6e9465bd7e345c433e8d2d1de320cdb77e20e27139b5a304bc844e0c6a2891cb	1e9a13744dc7edb8a6ebe8a9157cda43a054751c913b0ed6e0fdba6c8b464935	986035fb0980146ad380a6b5fd85580411736c16fe18898f8a05cd37db80ce57
D_ADDR+AR+OR	T0_EXACT_OBSERVED	3	1	49	5	245	245	10	50	69deda7d351e2a884cddd51414d4727f8a289d2fa6796a2f2851c0d8b36a7a88	f58b011ab1e3ca544e236c95259d165a6f2b771422fae6d026fd2d5309cf0cc7	baf8fbe3e8aa196298db70fa5db8feeb0b640c2b893199dc1f3e3332e18eff99
