local_witness_id	target_matrix_cell_id	target_frame	target_action_root	target_action_recipe	target_register	observed_matrix_cell_id	observed_action_root	observed_action_recipe	observed_event_count	observed_clause_form_count	observed_pages	observed_event_ids	observed_selected_phrase_de	all_observed_clause_forms_de	exact_same_frame_and_register
G499-L0473	G498-M342	@ACTION+OL	CHD	CHD+OL	HERBAL	G498-M332	K	K+OL	4	1	f11r|f13r|f56r	G407-E0322|G407-E0403|G407-E0840|G407-E0849	Weiter gib den Pflanzenposten [wie zuvor] zu.	Weiter gib den Pflanzenposten [wie zuvor] zu.	YES
G499-L0474	G498-M342	@ACTION+OL	CHD	CHD+OL	HERBAL	G498-M347	T	T+OL	3	2	f11r|f56r	G407-E0339|G407-E0852|G407-E0880	Weiter stelle den Pflanzenposten [wie zuvor] ein.	Weiter stelle den Arbeitswert [wie zuvor] ein. || Weiter stelle den Pflanzenposten [wie zuvor] ein.	YES
G499-L0475	G498-M344	@ACTION+OL	CHD	CHD+OL	CELESTIAL	G498-M319	OK	OK+OL	3	2	f67r2|f71v	G407-E0954|G407-E1012|G407-E1124	Weiter setze den Positionswert [wie zuvor].	Weiter setze den Positionsposten [wie zuvor]. || Weiter setze den Positionswert [wie zuvor].	YES
G499-L0476	G498-M344	@ACTION+OL	CHD	CHD+OL	CELESTIAL	G498-M329	SH	SH+OL	2	2	f72r	G407-E1159|G407-E1376	Weiter halte den Positionsposten [wie zuvor].	Weiter halte den Positionsposten [wie zuvor]. || Weiter halte die Positionseinheit [wie zuvor].	YES
G499-L0477	G498-M344	@ACTION+OL	CHD	CHD+OL	CELESTIAL	G498-M334	K	K+OL	1	1	f72r	G407-E1162	Weiter ordne den Positionswert [wie zuvor] zu.	Weiter ordne den Positionswert [wie zuvor] zu.	YES
G499-L0478	G498-M345	@ACTION+OL	CHD	CHD+OL	PHARMA	G498-M320	OK	OK+OL	10	2	f88r|f88v|f89r	G407-E3851|G407-E3856|G407-E3889|G407-E3891|G407-E3892|G407-E3910|G407-E3913|G407-E3990|G407-E4277|G407-E4369	Weiter setze den Drogenposten [wie zuvor] als Ansatz an.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an. || Weiter setze den Mengenwert [wie zuvor] als Ansatz an.	YES
G499-L0479	G498-M345	@ACTION+OL	CHD	CHD+OL	PHARMA	G498-M350	T	T+OL	2	2	f88v|f89r	G407-E4032|G407-E4218	Weiter stelle den Drogenanteil [wie zuvor] ein.	Weiter stelle den Drogenanteil [wie zuvor] ein. || Weiter stelle den Drogenposten [wie zuvor] ein.	YES
G499-L0480	G498-M349	@ACTION+OL	T	T+OL	CELESTIAL	G498-M319	OK	OK+OL	3	2	f67r2|f71v	G407-E0954|G407-E1012|G407-E1124	Weiter setze den Positionswert [wie zuvor].	Weiter setze den Positionsposten [wie zuvor]. || Weiter setze den Positionswert [wie zuvor].	YES
G499-L0481	G498-M349	@ACTION+OL	T	T+OL	CELESTIAL	G498-M329	SH	SH+OL	2	2	f72r	G407-E1159|G407-E1376	Weiter halte den Positionsposten [wie zuvor].	Weiter halte den Positionsposten [wie zuvor]. || Weiter halte die Positionseinheit [wie zuvor].	YES
G499-L0482	G498-M349	@ACTION+OL	T	T+OL	CELESTIAL	G498-M334	K	K+OL	1	1	f72r	G407-E1162	Weiter ordne den Positionswert [wie zuvor] zu.	Weiter ordne den Positionswert [wie zuvor] zu.	YES
G499-L0483	G498-M351	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	G498-M316	OK	OK+OL	1	1	f1r	G407-E0184	Weiter trage den Kennwert [wie zuvor] ein.	Weiter trage den Kennwert [wie zuvor] ein.	YES
G499-L0484	G498-M351	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	G498-M326	SH	SH+OL	3	3	f1r	G407-E0005|G407-E0048|G407-E0137	Weiter halte fest.	Weiter halte den Kennwert [wie zuvor] fest. || Weiter halte den laufenden Eintrag [wie zuvor] fest. || Weiter halte fest.	YES
G499-L0485	G498-M351	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	G498-M331	K	K+OL	1	1	f1r	G407-E0113	Weiter ordne den laufenden Eintrag [wie zuvor] zu.	Weiter ordne den laufenden Eintrag [wie zuvor] zu.	YES
G499-L0486	G498-M351	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	G498-M346	T	T+OL	1	1	f1r	G407-E0150	Weiter lege den laufenden Eintrag [wie zuvor] fest.	Weiter lege den laufenden Eintrag [wie zuvor] fest.	YES
G499-L0487	G498-M352	@ACTION+OL	R	R+OL	HERBAL	G498-M317	OK	OK+OL	8	2	f10r|f11r|f17r|f18r|f24v|f56r	G407-E0268|G407-E0363|G407-E0471|G407-E0531|G407-E0543|G407-E0583|G407-E0633|G407-E0815	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an.	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an. || Weiter setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an.	YES
G499-L0488	G498-M352	@ACTION+OL	R	R+OL	HERBAL	G498-M327	SH	SH+OL	6	3	f13r|f17r|f24v|f56r|f95v	G407-E0368|G407-E0371|G407-E0470|G407-E0651|G407-E0850|G407-E4537	Weiter halte den Pflanzenposten [wie zuvor].	Weiter halte den Arbeitswert [wie zuvor]. || Weiter halte den Pflanzenposten [wie zuvor]. || Weiter halte die Arbeitseinheit [wie zuvor].	YES
G499-L0489	G498-M352	@ACTION+OL	R	R+OL	HERBAL	G498-M332	K	K+OL	4	1	f11r|f13r|f56r	G407-E0322|G407-E0403|G407-E0840|G407-E0849	Weiter gib den Pflanzenposten [wie zuvor] zu.	Weiter gib den Pflanzenposten [wie zuvor] zu.	YES
G499-L0490	G498-M352	@ACTION+OL	R	R+OL	HERBAL	G498-M347	T	T+OL	3	2	f11r|f56r	G407-E0339|G407-E0852|G407-E0880	Weiter stelle den Pflanzenposten [wie zuvor] ein.	Weiter stelle den Arbeitswert [wie zuvor] ein. || Weiter stelle den Pflanzenposten [wie zuvor] ein.	YES
G499-L0491	G498-M354	@ACTION+OL	R	R+OL	CELESTIAL	G498-M319	OK	OK+OL	3	2	f67r2|f71v	G407-E0954|G407-E1012|G407-E1124	Weiter setze den Positionswert [wie zuvor].	Weiter setze den Positionsposten [wie zuvor]. || Weiter setze den Positionswert [wie zuvor].	YES
G499-L0492	G498-M354	@ACTION+OL	R	R+OL	CELESTIAL	G498-M329	SH	SH+OL	2	2	f72r	G407-E1159|G407-E1376	Weiter halte den Positionsposten [wie zuvor].	Weiter halte den Positionsposten [wie zuvor]. || Weiter halte die Positionseinheit [wie zuvor].	YES
G499-L0493	G498-M354	@ACTION+OL	R	R+OL	CELESTIAL	G498-M334	K	K+OL	1	1	f72r	G407-E1162	Weiter ordne den Positionswert [wie zuvor] zu.	Weiter ordne den Positionswert [wie zuvor] zu.	YES
G499-L0494	G498-M355	@ACTION+OL	R	R+OL	PHARMA	G498-M320	OK	OK+OL	10	2	f88r|f88v|f89r	G407-E3851|G407-E3856|G407-E3889|G407-E3891|G407-E3892|G407-E3910|G407-E3913|G407-E3990|G407-E4277|G407-E4369	Weiter setze den Drogenposten [wie zuvor] als Ansatz an.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an. || Weiter setze den Mengenwert [wie zuvor] als Ansatz an.	YES
G499-L0495	G498-M355	@ACTION+OL	R	R+OL	PHARMA	G498-M350	T	T+OL	2	2	f88v|f89r	G407-E4032|G407-E4218	Weiter stelle den Drogenanteil [wie zuvor] ein.	Weiter stelle den Drogenanteil [wie zuvor] ein. || Weiter stelle den Drogenposten [wie zuvor] ein.	YES
G499-L0496	G498-M356	@ACTION+OL	P	P+OL	SOURCE_SECTION_T	G498-M316	OK	OK+OL	1	1	f1r	G407-E0184	Weiter trage den Kennwert [wie zuvor] ein.	Weiter trage den Kennwert [wie zuvor] ein.	YES
G499-L0497	G498-M356	@ACTION+OL	P	P+OL	SOURCE_SECTION_T	G498-M326	SH	SH+OL	3	3	f1r	G407-E0005|G407-E0048|G407-E0137	Weiter halte fest.	Weiter halte den Kennwert [wie zuvor] fest. || Weiter halte den laufenden Eintrag [wie zuvor] fest. || Weiter halte fest.	YES
G499-L0498	G498-M356	@ACTION+OL	P	P+OL	SOURCE_SECTION_T	G498-M331	K	K+OL	1	1	f1r	G407-E0113	Weiter ordne den laufenden Eintrag [wie zuvor] zu.	Weiter ordne den laufenden Eintrag [wie zuvor] zu.	YES
G499-L0499	G498-M356	@ACTION+OL	P	P+OL	SOURCE_SECTION_T	G498-M346	T	T+OL	1	1	f1r	G407-E0150	Weiter lege den laufenden Eintrag [wie zuvor] fest.	Weiter lege den laufenden Eintrag [wie zuvor] fest.	YES
G499-L0500	G498-M357	@ACTION+OL	P	P+OL	HERBAL	G498-M317	OK	OK+OL	8	2	f10r|f11r|f17r|f18r|f24v|f56r	G407-E0268|G407-E0363|G407-E0471|G407-E0531|G407-E0543|G407-E0583|G407-E0633|G407-E0815	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an.	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an. || Weiter setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an.	YES
G499-L0501	G498-M357	@ACTION+OL	P	P+OL	HERBAL	G498-M327	SH	SH+OL	6	3	f13r|f17r|f24v|f56r|f95v	G407-E0368|G407-E0371|G407-E0470|G407-E0651|G407-E0850|G407-E4537	Weiter halte den Pflanzenposten [wie zuvor].	Weiter halte den Arbeitswert [wie zuvor]. || Weiter halte den Pflanzenposten [wie zuvor]. || Weiter halte die Arbeitseinheit [wie zuvor].	YES
G499-L0502	G498-M357	@ACTION+OL	P	P+OL	HERBAL	G498-M332	K	K+OL	4	1	f11r|f13r|f56r	G407-E0322|G407-E0403|G407-E0840|G407-E0849	Weiter gib den Pflanzenposten [wie zuvor] zu.	Weiter gib den Pflanzenposten [wie zuvor] zu.	YES
G499-L0503	G498-M357	@ACTION+OL	P	P+OL	HERBAL	G498-M347	T	T+OL	3	2	f11r|f56r	G407-E0339|G407-E0852|G407-E0880	Weiter stelle den Pflanzenposten [wie zuvor] ein.	Weiter stelle den Arbeitswert [wie zuvor] ein. || Weiter stelle den Pflanzenposten [wie zuvor] ein.	YES
G499-L0504	G498-M359	@ACTION+OL	P	P+OL	CELESTIAL	G498-M319	OK	OK+OL	3	2	f67r2|f71v	G407-E0954|G407-E1012|G407-E1124	Weiter setze den Positionswert [wie zuvor].	Weiter setze den Positionsposten [wie zuvor]. || Weiter setze den Positionswert [wie zuvor].	YES
G499-L0505	G498-M359	@ACTION+OL	P	P+OL	CELESTIAL	G498-M329	SH	SH+OL	2	2	f72r	G407-E1159|G407-E1376	Weiter halte den Positionsposten [wie zuvor].	Weiter halte den Positionsposten [wie zuvor]. || Weiter halte die Positionseinheit [wie zuvor].	YES
G499-L0506	G498-M359	@ACTION+OL	P	P+OL	CELESTIAL	G498-M334	K	K+OL	1	1	f72r	G407-E1162	Weiter ordne den Positionswert [wie zuvor] zu.	Weiter ordne den Positionswert [wie zuvor] zu.	YES
G499-L0507	G498-M360	@ACTION+OL	P	P+OL	PHARMA	G498-M320	OK	OK+OL	10	2	f88r|f88v|f89r	G407-E3851|G407-E3856|G407-E3889|G407-E3891|G407-E3892|G407-E3910|G407-E3913|G407-E3990|G407-E4277|G407-E4369	Weiter setze den Drogenposten [wie zuvor] als Ansatz an.	Weiter setze den Drogenposten [wie zuvor] als Ansatz an. || Weiter setze den Mengenwert [wie zuvor] als Ansatz an.	YES
G499-L0508	G498-M360	@ACTION+OL	P	P+OL	PHARMA	G498-M350	T	T+OL	2	2	f88v|f89r	G407-E4032|G407-E4218	Weiter stelle den Drogenanteil [wie zuvor] ein.	Weiter stelle den Drogenanteil [wie zuvor] ein. || Weiter stelle den Drogenposten [wie zuvor] ein.	YES
G499-L0509	G498-M361	@ACTION+OR+Y	OK	OK+OR+Y	SOURCE_SECTION_T	G498-M371	SH	SH+OR+Y	1	1	f1r	G407-E0006	Halte die Eintragseinheit und den laufenden Eintrag fest.	Halte die Eintragseinheit und den laufenden Eintrag fest.	YES
G499-L0510	G498-M361	@ACTION+OR+Y	OK	OK+OR+Y	SOURCE_SECTION_T	G498-M381	S	S+OR+Y	1	1	f1r	G407-E0011	Wähle die Eintragseinheit und den laufenden Eintrag.	Wähle die Eintragseinheit und den laufenden Eintrag.	YES
G499-L0511	G498-M362	@ACTION+OR+Y	OK	OK+OR+Y	HERBAL	G498-M392	T	T+OR+Y	1	1	f13r	G407-E0428	Stelle die Arbeitseinheit und den Pflanzenposten ein.	Stelle die Arbeitseinheit und den Pflanzenposten ein.	YES
G499-L0512	G498-M363	@ACTION+OR+Y	OK	OK+OR+Y	BIOLOGICAL	G498-M398	R	R+OR+Y	1	1	f76r	G407-E2334	Markiere die Stationseinheit und den Stationsposten.	Markiere die Stationseinheit und den Stationsposten.	YES
G499-L0513	G498-M366	@ACTION+OR+Y	CH	CH+OR+Y	SOURCE_SECTION_T	G498-M371	SH	SH+OR+Y	1	1	f1r	G407-E0006	Halte die Eintragseinheit und den laufenden Eintrag fest.	Halte die Eintragseinheit und den laufenden Eintrag fest.	YES
G499-L0514	G498-M366	@ACTION+OR+Y	CH	CH+OR+Y	SOURCE_SECTION_T	G498-M381	S	S+OR+Y	1	1	f1r	G407-E0011	Wähle die Eintragseinheit und den laufenden Eintrag.	Wähle die Eintragseinheit und den laufenden Eintrag.	YES
G499-L0515	G498-M367	@ACTION+OR+Y	CH	CH+OR+Y	HERBAL	G498-M392	T	T+OR+Y	1	1	f13r	G407-E0428	Stelle die Arbeitseinheit und den Pflanzenposten ein.	Stelle die Arbeitseinheit und den Pflanzenposten ein.	YES
G499-L0516	G498-M368	@ACTION+OR+Y	CH	CH+OR+Y	BIOLOGICAL	G498-M398	R	R+OR+Y	1	1	f76r	G407-E2334	Markiere die Stationseinheit und den Stationsposten.	Markiere die Stationseinheit und den Stationsposten.	YES
G499-L0517	G498-M372	@ACTION+OR+Y	SH	SH+OR+Y	HERBAL	G498-M392	T	T+OR+Y	1	1	f13r	G407-E0428	Stelle die Arbeitseinheit und den Pflanzenposten ein.	Stelle die Arbeitseinheit und den Pflanzenposten ein.	YES
G499-L0518	G498-M373	@ACTION+OR+Y	SH	SH+OR+Y	BIOLOGICAL	G498-M398	R	R+OR+Y	1	1	f76r	G407-E2334	Markiere die Stationseinheit und den Stationsposten.	Markiere die Stationseinheit und den Stationsposten.	YES
G499-L0519	G498-M376	@ACTION+OR+Y	K	K+OR+Y	SOURCE_SECTION_T	G498-M371	SH	SH+OR+Y	1	1	f1r	G407-E0006	Halte die Eintragseinheit und den laufenden Eintrag fest.	Halte die Eintragseinheit und den laufenden Eintrag fest.	YES
G499-L0520	G498-M376	@ACTION+OR+Y	K	K+OR+Y	SOURCE_SECTION_T	G498-M381	S	S+OR+Y	1	1	f1r	G407-E0011	Wähle die Eintragseinheit und den laufenden Eintrag.	Wähle die Eintragseinheit und den laufenden Eintrag.	YES
G499-L0521	G498-M377	@ACTION+OR+Y	K	K+OR+Y	HERBAL	G498-M392	T	T+OR+Y	1	1	f13r	G407-E0428	Stelle die Arbeitseinheit und den Pflanzenposten ein.	Stelle die Arbeitseinheit und den Pflanzenposten ein.	YES
G499-L0522	G498-M378	@ACTION+OR+Y	K	K+OR+Y	BIOLOGICAL	G498-M398	R	R+OR+Y	1	1	f76r	G407-E2334	Markiere die Stationseinheit und den Stationsposten.	Markiere die Stationseinheit und den Stationsposten.	YES
G499-L0523	G498-M382	@ACTION+OR+Y	S	S+OR+Y	HERBAL	G498-M392	T	T+OR+Y	1	1	f13r	G407-E0428	Stelle die Arbeitseinheit und den Pflanzenposten ein.	Stelle die Arbeitseinheit und den Pflanzenposten ein.	YES
G499-L0524	G498-M383	@ACTION+OR+Y	S	S+OR+Y	BIOLOGICAL	G498-M398	R	R+OR+Y	1	1	f76r	G407-E2334	Markiere die Stationseinheit und den Stationsposten.	Markiere die Stationseinheit und den Stationsposten.	YES
G499-L0525	G498-M386	@ACTION+OR+Y	CHD	CHD+OR+Y	SOURCE_SECTION_T	G498-M371	SH	SH+OR+Y	1	1	f1r	G407-E0006	Halte die Eintragseinheit und den laufenden Eintrag fest.	Halte die Eintragseinheit und den laufenden Eintrag fest.	YES
G499-L0526	G498-M386	@ACTION+OR+Y	CHD	CHD+OR+Y	SOURCE_SECTION_T	G498-M381	S	S+OR+Y	1	1	f1r	G407-E0011	Wähle die Eintragseinheit und den laufenden Eintrag.	Wähle die Eintragseinheit und den laufenden Eintrag.	YES
G499-L0527	G498-M387	@ACTION+OR+Y	CHD	CHD+OR+Y	HERBAL	G498-M392	T	T+OR+Y	1	1	f13r	G407-E0428	Stelle die Arbeitseinheit und den Pflanzenposten ein.	Stelle die Arbeitseinheit und den Pflanzenposten ein.	YES
G499-L0528	G498-M388	@ACTION+OR+Y	CHD	CHD+OR+Y	BIOLOGICAL	G498-M398	R	R+OR+Y	1	1	f76r	G407-E2334	Markiere die Stationseinheit und den Stationsposten.	Markiere die Stationseinheit und den Stationsposten.	YES
G499-L0529	G498-M391	@ACTION+OR+Y	T	T+OR+Y	SOURCE_SECTION_T	G498-M371	SH	SH+OR+Y	1	1	f1r	G407-E0006	Halte die Eintragseinheit und den laufenden Eintrag fest.	Halte die Eintragseinheit und den laufenden Eintrag fest.	YES
G499-L0530	G498-M391	@ACTION+OR+Y	T	T+OR+Y	SOURCE_SECTION_T	G498-M381	S	S+OR+Y	1	1	f1r	G407-E0011	Wähle die Eintragseinheit und den laufenden Eintrag.	Wähle die Eintragseinheit und den laufenden Eintrag.	YES
G499-L0531	G498-M393	@ACTION+OR+Y	T	T+OR+Y	BIOLOGICAL	G498-M398	R	R+OR+Y	1	1	f76r	G407-E2334	Markiere die Stationseinheit und den Stationsposten.	Markiere die Stationseinheit und den Stationsposten.	YES
G499-L0532	G498-M396	@ACTION+OR+Y	R	R+OR+Y	SOURCE_SECTION_T	G498-M371	SH	SH+OR+Y	1	1	f1r	G407-E0006	Halte die Eintragseinheit und den laufenden Eintrag fest.	Halte die Eintragseinheit und den laufenden Eintrag fest.	YES
G499-L0533	G498-M396	@ACTION+OR+Y	R	R+OR+Y	SOURCE_SECTION_T	G498-M381	S	S+OR+Y	1	1	f1r	G407-E0011	Wähle die Eintragseinheit und den laufenden Eintrag.	Wähle die Eintragseinheit und den laufenden Eintrag.	YES
G499-L0534	G498-M397	@ACTION+OR+Y	R	R+OR+Y	HERBAL	G498-M392	T	T+OR+Y	1	1	f13r	G407-E0428	Stelle die Arbeitseinheit und den Pflanzenposten ein.	Stelle die Arbeitseinheit und den Pflanzenposten ein.	YES
G499-L0535	G498-M401	@ACTION+OR+Y	P	P+OR+Y	SOURCE_SECTION_T	G498-M371	SH	SH+OR+Y	1	1	f1r	G407-E0006	Halte die Eintragseinheit und den laufenden Eintrag fest.	Halte die Eintragseinheit und den laufenden Eintrag fest.	YES
G499-L0536	G498-M401	@ACTION+OR+Y	P	P+OR+Y	SOURCE_SECTION_T	G498-M381	S	S+OR+Y	1	1	f1r	G407-E0011	Wähle die Eintragseinheit und den laufenden Eintrag.	Wähle die Eintragseinheit und den laufenden Eintrag.	YES
G499-L0537	G498-M402	@ACTION+OR+Y	P	P+OR+Y	HERBAL	G498-M392	T	T+OR+Y	1	1	f13r	G407-E0428	Stelle die Arbeitseinheit und den Pflanzenposten ein.	Stelle die Arbeitseinheit und den Pflanzenposten ein.	YES
G499-L0538	G498-M403	@ACTION+OR+Y	P	P+OR+Y	BIOLOGICAL	G498-M398	R	R+OR+Y	1	1	f76r	G407-E2334	Markiere die Stationseinheit und den Stationsposten.	Markiere die Stationseinheit und den Stationsposten.	YES
G499-L0539	G498-M409	@ACTION+Y	OK	OK+Y	CELESTIAL	G498-M434	CHD	CHD+Y	2	1	f72r	G407-E1408|G407-E1409	Bearbeite den Positionsposten.	Bearbeite den Positionsposten.	YES
G499-L0540	G498-M411	@ACTION+Y	CH	CH+Y	SOURCE_SECTION_T	G498-M406	OK	OK+Y	2	1	f1r	G407-E0192|G407-E0194	Trage den laufenden Eintrag ein.	Trage den laufenden Eintrag ein.	YES
G499-L0541	G498-M411	@ACTION+Y	CH	CH+Y	SOURCE_SECTION_T	G498-M421	K	K+Y	1	1	f1r	G407-E0122	Ordne den laufenden Eintrag zu.	Ordne den laufenden Eintrag zu.	YES
G499-L0542	G498-M411	@ACTION+Y	CH	CH+Y	SOURCE_SECTION_T	G498-M431	CHD	CHD+Y	1	1	f1r	G407-E0102	Bearbeite den laufenden Eintrag.	Bearbeite den laufenden Eintrag.	YES
G499-L0543	G498-M412	@ACTION+Y	CH	CH+Y	HERBAL	G498-M407	OK	OK+Y	17	1	f10r|f13r|f17r|f18r|f55v|f56r|f95v	G407-E0230|G407-E0254|G407-E0412|G407-E0418|G407-E0427|G407-E0431|G407-E0454|G407-E0455|G407-E0493|G407-E0594|G407-E0757|G407-E0771|G407-E0842|G407-E0846|G407-E0872|G407-E4464|G407-E4468	Setze den Pflanzenposten im Arbeitsgang an.	Setze den Pflanzenposten im Arbeitsgang an.	YES
G499-L0544	G498-M412	@ACTION+Y	CH	CH+Y	HERBAL	G498-M422	K	K+Y	3	1	f11r|f13r	G407-E0336|G407-E0395|G407-E0441	Gib den Pflanzenposten zu.	Gib den Pflanzenposten zu.	YES
G499-L0545	G498-M412	@ACTION+Y	CH	CH+Y	HERBAL	G498-M432	CHD	CHD+Y	7	1	f55v|f56r|f95v	G407-E0707|G407-E0727|G407-E0746|G407-E0828|G407-E4485|G407-E4499|G407-E4521	Bearbeite den Pflanzenposten.	Bearbeite den Pflanzenposten.	YES
G499-L0546	G498-M412	@ACTION+Y	CH	CH+Y	HERBAL	G498-M437	T	T+Y	2	1	f10r|f13r	G407-E0235|G407-E0402	Stelle den Pflanzenposten ein.	Stelle den Pflanzenposten ein.	YES
G499-L0547	G498-M413	@ACTION+Y	CH	CH+Y	BIOLOGICAL	G498-M408	OK	OK+Y	33	1	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1468|G407-E1476|G407-E1485|G407-E1533|G407-E1562|G407-E1593|G407-E1785|G407-E2148|G407-E2233|G407-E2304|G407-E2308|G407-E2317|G407-E2320|G407-E2519|G407-E2728|G407-E2971|G407-E3023|G407-E3025|G407-E3026|G407-E3094|G407-E3135|G407-E3160|G407-E3206|G407-E3230|G407-E3418|G407-E3510|G407-E3514|G407-E3524|G407-E3638|G407-E3682|G407-E3705|G407-E3724|G407-E3735	Setze den Stationsposten im Stationsgang an.	Setze den Stationsposten im Stationsgang an.	YES
G499-L0548	G498-M413	@ACTION+Y	CH	CH+Y	BIOLOGICAL	G498-M418	SH	SH+Y	1	1	f81v	G407-E3154	Halte den Stationsposten.	Halte den Stationsposten.	YES
G499-L0549	G498-M413	@ACTION+Y	CH	CH+Y	BIOLOGICAL	G498-M423	K	K+Y	2	1	f76r|f81v	G407-E2065|G407-E3029	Führe den Stationsposten zu.	Führe den Stationsposten zu.	YES
G499-L0550	G498-M413	@ACTION+Y	CH	CH+Y	BIOLOGICAL	G498-M433	CHD	CHD+Y	96	1	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1429|G407-E1480|G407-E1484|G407-E1505|G407-E1557|G407-E1571|G407-E1618|G407-E1622|G407-E1686|G407-E1696|G407-E1726|G407-E1831|G407-E1868|G407-E1879|G407-E1921|G407-E1927|G407-E1929|G407-E1961|G407-E1975|G407-E1977|G407-E1996|G407-E2003|G407-E2012|G407-E2036|G407-E2037|G407-E2045|G407-E2055|G407-E2097|G407-E2117|G407-E2136|G407-E2138|G407-E2176|G407-E2186|G407-E2235|G407-E2258|G407-E2290|G407-E2292|G407-E2323|G407-E2343|G407-E2368|G407-E2408|G407-E2425|G407-E2434|G407-E2438|G407-E2459|G407-E2507|G407-E2522|G407-E2526|G407-E2541|G407-E2588|G407-E2598|G407-E2606|G407-E2615|G407-E2727|G407-E2734|G407-E2795|G407-E2829|G407-E2834|G407-E2847|G407-E2874|G407-E2884|G407-E2890|G407-E2953|G407-E2978|G407-E3033|G407-E3058|G407-E3064|G407-E3074|G407-E3077|G407-E3107|G407-E3117|G407-E3128|G407-E3152|G407-E3158|G407-E3212|G407-E3241|G407-E3255|G407-E3290|G407-E3306|G407-E3345|G407-E3471|G407-E3484|G407-E3491|G407-E3503|G407-E3507|G407-E3525|G407-E3601|G407-E3644|G407-E3654|G407-E3667|G407-E3678|G407-E3687|G407-E3729|G407-E3760|G407-E3764|G407-E3779	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	YES
G499-L0551	G498-M413	@ACTION+Y	CH	CH+Y	BIOLOGICAL	G498-M438	T	T+Y	1	1	f83r	G407-E3670	Stelle den Stationsposten ein.	Stelle den Stationsposten ein.	YES
G499-L0552	G498-M413	@ACTION+Y	CH	CH+Y	BIOLOGICAL	G498-M443	R	R+Y	2	1	f75r|f82r	G407-E1598|G407-E3385	Markiere den Stationsposten.	Markiere den Stationsposten.	YES
G499-L0553	G498-M413	@ACTION+Y	CH	CH+Y	BIOLOGICAL	G498-M448	P	P+Y	1	1	f75r	G407-E1624	Setze den Stationsposten ein.	Setze den Stationsposten ein.	YES
G499-L0554	G498-M414	@ACTION+Y	CH	CH+Y	CELESTIAL	G498-M434	CHD	CHD+Y	2	1	f72r	G407-E1408|G407-E1409	Bearbeite den Positionsposten.	Bearbeite den Positionsposten.	YES
G499-L0555	G498-M415	@ACTION+Y	CH	CH+Y	PHARMA	G498-M410	OK	OK+Y	7	1	f88r|f88v|f89r	G407-E3814|G407-E3980|G407-E4034|G407-E4058|G407-E4165|G407-E4217|G407-E4228	Setze den Drogenposten als Ansatz an.	Setze den Drogenposten als Ansatz an.	YES
G499-L0556	G498-M415	@ACTION+Y	CH	CH+Y	PHARMA	G498-M425	K	K+Y	1	1	f89r	G407-E4330	Gib den Drogenposten zu.	Gib den Drogenposten zu.	YES
G499-L0557	G498-M415	@ACTION+Y	CH	CH+Y	PHARMA	G498-M435	CHD	CHD+Y	1	1	f89r	G407-E4075	Bearbeite den Drogenposten.	Bearbeite den Drogenposten.	YES
G499-L0558	G498-M416	@ACTION+Y	SH	SH+Y	SOURCE_SECTION_T	G498-M406	OK	OK+Y	2	1	f1r	G407-E0192|G407-E0194	Trage den laufenden Eintrag ein.	Trage den laufenden Eintrag ein.	YES
G499-L0559	G498-M416	@ACTION+Y	SH	SH+Y	SOURCE_SECTION_T	G498-M421	K	K+Y	1	1	f1r	G407-E0122	Ordne den laufenden Eintrag zu.	Ordne den laufenden Eintrag zu.	YES
G499-L0560	G498-M416	@ACTION+Y	SH	SH+Y	SOURCE_SECTION_T	G498-M431	CHD	CHD+Y	1	1	f1r	G407-E0102	Bearbeite den laufenden Eintrag.	Bearbeite den laufenden Eintrag.	YES
G499-L0561	G498-M417	@ACTION+Y	SH	SH+Y	HERBAL	G498-M407	OK	OK+Y	17	1	f10r|f13r|f17r|f18r|f55v|f56r|f95v	G407-E0230|G407-E0254|G407-E0412|G407-E0418|G407-E0427|G407-E0431|G407-E0454|G407-E0455|G407-E0493|G407-E0594|G407-E0757|G407-E0771|G407-E0842|G407-E0846|G407-E0872|G407-E4464|G407-E4468	Setze den Pflanzenposten im Arbeitsgang an.	Setze den Pflanzenposten im Arbeitsgang an.	YES
G499-L0562	G498-M417	@ACTION+Y	SH	SH+Y	HERBAL	G498-M422	K	K+Y	3	1	f11r|f13r	G407-E0336|G407-E0395|G407-E0441	Gib den Pflanzenposten zu.	Gib den Pflanzenposten zu.	YES
