surface	page	locus	zl3b_line	it2a_line	rf1b_line	reader_support	new_meaning_de	decision
chedy	f41r	f41r.9	qokeedy okedy chekedy chedy chckheody chekol daiin cheo al otedy	qokeedy okedy chekedy chedy chckheody chekal daiin cheo al okedy	qokeedy okedy chekedy che y chckheody chekal daiin cheo al okedy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f41v	f41v.8	daiin olkeeo lkol chedy okeey	daiin olkeeo lkol chedy okeey	aiin olkeeo lkolchedy okeey	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f43r	f43r.4	das ar ytey tedy kar arar she kalchdy cholky qotaly chedy oty otam	dasar ytey tedy kar or ar shekalchdy cholty qotaly chedy oty otam	dar ar ytey te ykar r r she kalch y cholky qotaly che y oty otam	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f43r	f43r.5	ykar chedy shekody qotody qotar okedy dar choetchy dam otain y tam	ykor chdy shekody qotody qotar okedy dar choetchy dam otain ytam	ykar chedy sheko y qoto y qotar oke y ar choetchy am otain ytam	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f43r	f43r.6	kchedy chedy daly cheody cheolkeepchy	kchedy chedy daly cheody cheolkeepchy	kchedy che y daly cheo y cheolkeepchy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f43r	f43r.8	ytchedy chedy cheody shy qoiiin sheeeky chedy dain shy ykolor otaiin old	ytchedy chedy cheody shy qoiiin sheeeky chedy dain shy ykolor otaiin old	ytchedy chedy cheody shy qoiiin eeeky che y dain shy ykol r taiin ol	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f43v	f43v.12	yshee kedy dar chey qotedy etaiin chedy cthey oteol or aiin odain	y shee kedy dar chey qotedy ekaiin chedy cthey oteol or aiin odain	yshee kedy dar chey qote y ekaiin che y cthey oteol or aiin odain	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f43v	f43v.14	dykeedain chedy okeedy chedal olkey cheky choal chedy oteorom	dykeedain chedy okeedy chedal olkey cheky choal chedy oteorom	dykee ain che y okee y che al olkey cheky choalche y oteorom	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f43v	f43v.14	dykeedain chedy okeedy chedal olkey cheky choal chedy oteorom	dykeedain chedy okeedy chedal olkey cheky choal chedy oteorom	dykee ain che y okee y che al olkey cheky choalche y oteorom	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f43v	f43v.2	shedy octhy otedy chedy dar chesy okeody oky okaldy kchdy okar	shedy octhy otedy chedy dar chesckhy okeody oky okaldy kchdy okar	she y octhy ote y che y dar chesy okeody oky okaldy kchdy okar	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f43v	f43v.7	ytshedy ykeody oykeedy chedy tedy chcthy otam ot ytaiin otas	ytshedy ykeody oykeedy chedy tedy chcthy otam ot ytaiin otas	ytshe y ykeody oykee y che y tedy chcthy otam ot ytaiin otas	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f43v	f43v.8	shetcheodchs ochedy oteody chedy chody daiin sheody ykar chef	shetcheodchs ochedy oteody chedy chody daiin sheody ykar chef	shetcheodchs oche y oteo y che y cho y aiin sheo y ykar chef	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f46v	f46v.13	ykar chedy	ykar chedy	ykar che y	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f46v	f46v.3	ytchey keody chockhdy chotal okalshdy shy qokar oty qoty shedy chedy dam	ytchey keody chockhdy chotal okalshdy shdy qokar oty qoty shedy chedy dam	ytchey keody chockh y chotal okalsh y sh y qokar oty qoty she y che y dam	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f48v	f48v.6	shdy qokain okar otar or otees ol or ain otal ok y tar chedy am	shdy qokain okar otar or otees ol or ain otal ok ytar chedy am	shdy qokain okar otar or otees ol or ain otal ok ytar che y am	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f50v	f50v.5	y chy tair chckhy qekaiin qodaiin olcheky chedy chkedy okedyd	y chy tair chckhy qekaiin qodaiin olcheky chedy chkedy okedyd	ychy tair chckhy qekaiin qodaiin olcheky che y chke y oke yd	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f55v	f55v.3	qokeeey os ain qool al chedy sar aiin ol kar am	qokeeey os aiin qool al chedy ear aiin ol kar am	qokeeey os ain qool al che y sar aiin ol kar am	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f55v	f55v.5	qokaiin chaiin ykain ykan ody daiin chedy talam	qokaiin chaiin ykain ykan ody daiin chedy talam	qokaiin chaiin ykain ykan ody daiin ched talam	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f55v	f55v.8	tar chedy qokaiin okar qol otar cho ar talody okar y	tor chdy qokaiin okar qol otarcho cthar talody okary	t r che y qokaiin okar qol otarcho ar talody okary	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f66r	f66r.52	ykshedy chady cthdy qokees cheeo okcho dy chekeey chedy chckhy	ykshedy chody cthdy qokees cheeo okcho dy chekeey chedy chckhy	ykshedy cho y cthdy qokees cheeo okcho y chekeey che y chckhy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f75r	f75r.1	kchedykary okeey qokar shyk chedy qotar shedy	kchedy kary okeey qokar shy kchedy qotar shedy	kchedykary okeey qokar shykche y qotar she y	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f75r	f75r.22	odar shey qokain chedy or shey kar chedy sar	odar shey qokain chedy or shey kar chedy sar	odar shey qokain chedy orshey kar che y rar	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f75r	f75r.33	qokeey l shedy qo l chedy qokain chcthedy ltedy darom	qokeey lshedy qol chedy qokain chcthedy ltedy darom	qokeey lshedy qol ched qokain chcthedy ltedy darom	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f75r	f75r.46	qokey qokedy sheol qokedy dain shedy otol chedy olor	qokey qokedy sheol qokedy dain shedy otol chedy olor	qokey qokedy sheol qokedy dain shedy tol che y olar	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f75r	f75r.7	pchedy qokshdy ytain chedy qokar chy lol chedy qoky	pchedy qokshdy ytain chedy qokar chy lol chedy qoky	pchedy qok y ytain che y qokar chy lol che y qoky	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f75r	f75r.7	pchedy qokshdy ytain chedy qokar chy lol chedy qoky	pchedy qokshdy ytain chedy qokar chy lol chedy qoky	pchedy qok y ytain che y qokar chy lol che y qoky	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f75v	f75v.10	qokeed chedy ky okedy lchedy dar ody dchedy dar olchedy otedy qoky	qokeed chedy ky okedy lchedy dar ody dchedy dar olchedy otedy qoky	qokeed chedyky oke y lchedy dar ojy dchedy dar olchedy ote y qok	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f76r	f76r.20	dshedy qo chedy lchedy qokey qolchey qotain chckhy shckhy lchar okar alchdy	dshedy qo chedy lchedy qokey qolchey qotain chckhy shckhy lchar okar alchdy	shedy qo che y lchedy qokey qolchey qotain chckhy shckhy lchar okar alchdy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f76r	f76r.23	sheedy qokedy chedy chedy qokain chckhy olchy l ain shedy olaiin chedy qokey	sheedy qokedy chedy chedy qokain chckhy olchy l ain shedy olain chedy qokey	sheedy qokedy chedy che y qokain chckhy olchy l ain shedy olaiin chedy qokey	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f76r	f76r.3	yshey qokeey qokey qokeed okedy shky qotedy otedy shol qoty ol chedy aiiny	yshey qokeey qokey qokeed okedy shky qotedy otedy shol qoty ol chedy aiiny	yshey qokeey qokey qokeed okedy shky qotedy otedy shol qoty ol che y aiiny	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f76r	f76r.32	cheo r ain okaiin dain chey dalshedy qokaiin cheol shy chedy rain chedy shy	cheor ain okaiin dain chey dal shedy qokaiin cheol shy chedy rain chedy shy	chear ain okaiin dain chey dalshedy qokaiin che l shy chedy ain che y y	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f76r	f76r.46	dain shear okedy otedy okedy lchedy chedy okar chedy otarain	doin shear okedy otedy okedy lchedy chedy okar chedy otar ain	d in shear okedy otedy oke y lchedy chedy okar che y otar ain	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f76v	f76v.15	tchedy lsheedy chedal chedy checthey	tchedy lsheedy chedal chedy checthey	tchedy lsheedy che al che y checthey	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f76v	f76v.22	sol shey qotedy chey dytey teedy lchey qokedy chedy lal chedy lchedy	sol shey qotedy chey dytey teedy lchey qokedy chedy lal chedy lchedy	sol shey qotedy chey dytey teedy lchey qoke y che y lal che y lche y	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f76v	f76v.22	sol shey qotedy chey dytey teedy lchey qokedy chedy lal chedy lchedy	sol shey qotedy chey dytey teedy lchey qokedy chedy lal chedy lchedy	sol shey qotedy chey dytey teedy lchey qoke y che y lal che y lche y	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f77r	f77r.12	solteedy qoteedy qodeedy chedaiin chedy shedaiin shealol ched	solteedy qoteedy qodeedy shedaiin chedy shedaiin sheol ol ched	soltee y qotee y qodeedy che aiin che y shedaiin sheolol che	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f77r	f77r.13	qokeedy qol sheedy shol tedy chedy lsheedy qokedy qolal chedy	qokeedy qolsheedy shol tedy chedy lsheedy qokedy qolal chedy	qokeedy qol eedy shol tedy che y lshee y qoke y qol al chedy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f77r	f77r.16	sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol	sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol	sshedy qotaiin che y qokaiin edy qolcheedy qokeedy lol	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f77r	f77r.23	sheoky qokaiin chedy lchedy olshedy qokeedy chedy qokal	sheoky qokaiin chedy lchedy olshedy qokeedy chedy qokol	eoky qokaiin che y lche y olshe y qokeedy chedy qokal	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f77v	f77v.19	qoraiin shey qokaiin chal aiiin chedy qol	qoraiin shey qokaiin chal aiiin chedy qol	qoraiin shey qokaiin chal aiiin che qol	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f78r	f78r.41	ykain chdar chedy qokain dy	ykain chdar chedy qokain dy	y kain chdar che y qokeiin y	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f78r	f78r.5	qckhedy cheky dol chedy qokedy qokain olkedy	qckhedy cheky dol chedy qokedy qokain olkedy	qckhed cheky d l che y qokedy qokain olke y	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f78v	f78v.1	ykedy olfchedy qokedy spchy chedy rol dor ofchedy qokedy	pykedy olfchedy qokedy spchy chedy rol dor ofchedy qokedy	pyke y olfchedy qokedy spchy che y rol dor ofchedy qokedy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f78v	f78v.20	qofcheol opchedy qokain op chedy lchey cphar ol okalor	qofcheol opchedy qokain opchedy lchey cphar ol okalor	qofcheol opchedy qokain opchedylchey cphar ol okalor	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f78v	f78v.22	okol shey ol shedy okal okchey okeol ol chedy qol	okal shey ol shedy okal okchey okeol olchedy qol	kol shey ol shedy okal okchey o e l ol chedy qol	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f78v	f78v.27	lol kar shr r ol ols sheey ol chedy oltar olkaiin	lol kar shr r ol ols sheey ol chedy oltar olkaiin	lol kar shr r ol ols eey ol che y oltar olkaiin	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f78v	f78v.29	lchedy otchey qol chedy lr al s aiiin ol shedy ary	lchedy otchey qol chedy lr al s aiiin ol shedy ary	lchedy tchey qol che y lr al s aiiin ol e y ary	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f79r	f79r.11	shoy chedy tshey dshdy otchar shek chcthy otal ory	shoikhy chedy tshey dshdy otchar shek chcthy otal ory	shoy che y tshey dsh y otchar shek chcthy otal ory	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f79r	f79r.15	qokl shey qokal chedy okol dyty r aiin ol sheol lchey	qokl shey qokal chedy okol dyty saiin ol sheol lchey	qokl shey qokal che y okol dyty r aiin ol sheol lchey	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f79v	f79v.24	ycheear o oiin oeedy qotain chedy qokeey oteey qokeey lol	ycheear o oiin oeedy qotain chedy qokeey oteey qokchy lol	ycheeas o oiin oeedy qotain che y qokeey oteey qokeeylol	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f79v	f79v.42	okchedy qokain sheky chedy ol ain y daral	okchedy qokain sheky chedy olaiin ydaral	okchedy qokain eky che y olain y daral	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f79v	f79v.6	ycheckhey r ain chedy qokain chedy ol shedy dar ytam	ycheckhey r ain chedy qokain chedy olshedy dar ytam	ycheckhey r ain chedy qokain che y ol she y dar ytam	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f80r	f80r.13	tchedy qotair cheol qokal qokal cheety qokaiin qokar qokain chedy qokam	tchedy qotair cheol qokal qokal cheety qokain qokar qokain chedy qokam	tchedy qotair cheol qokal qokal cheety qokaiin qokar qokain che y qokam	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f80r	f80r.16	solchedy qokeedy qokar ol chedy qokain shecthy qokeedy saltar chkain oty	solchedy qokeedy qokar ol chedy qokain shecthy qokeedy saltar chkain oty	solchedy qokeedy qokar ol che y qokain shecthy qokee y saltar chkain oty	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f80v	f80v.11	tol sheedy qokar olky rorcheey sheckhy qotain chedy rol	tol sheedy qokar olky rorcheey sheckhy qotain chedy rol	t l eedy qokar olky ror cheey eckhy qotain che y rol	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f80v	f80v.12	ycheol kain shey qokain chedy qokol olkain shy l	ycheol kain shey qokaiin chedy qokol olkain shcthhy l	ycheol kain she qokain ched qokol olkain shy l	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f80v	f80v.31	qol ol oiin olkain ol chedy qokain olshey qokain	qol oloiin olkain ol chedy qokain olshey qokain	qol ol oiin olkain l che y qokain olshey qokain	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f81r	f81r.13	dchol shedy qotedy qol chedy chetyry	dchol shedy qotedy qol chedy chety ry	dchol ed qoted qol ched chetyry	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f81r	f81r.27	sol chedy qokedy olkedy dol qokchedy	sal chedy qokedy olkedy dol qokchedy	s l che y qoke y olkedy dol qokchedy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f81v	f81v.20	qocthey chekal chedy qokedy lshety qoldy ltedy qotain	qocthey chekal chody qokedy lshety qoldy ltedy qotain	qocthey chekal chedy qoke y lshety qoldy lte y qotain	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f81v	f81v.22	qokal qol oiin cheey dal lchedy chedy salchtedytar	qokal qol oiin cheey dal lohedy shedy sal chtedytar	qokal qol oiin chee dal lchedy chedy salchtedytar	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f81v	f81v.25	oshedy qotedy shol chedy y shchey ol chey qol chedy tchd oky	oshedy qotedy shol chedy yshchey ol chey qol chedy tchd oky	oshedy qotedy ol che y yshchey ol chey qol che ytchd oky	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f81v	f81v.25	oshedy qotedy shol chedy y shchey ol chey qol chedy tchd oky	oshedy qotedy shol chedy yshchey ol chey qol chedy tchd oky	oshedy qotedy ol che y yshchey ol chey qol che ytchd oky	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f82r	f82r.17	dshedy qoteey chedy qokeeey qokedy lteedy qokeedy ralchey	dshedy qoteey chedy qokeeey qokedy lteedy qokeedy rolchey	dshedy qoteey che y qokeeey qokedy lteedy qokeedy rolchey	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f82r	f82r.5	sol lkchedy qokeedy qokal cthol chedy qoteedy qokal	sol lkchedy qokeedy qokal cthol chedy qoteedy qokal	sol lkchedy qokeedy qokal cthol che y qotee y qotal	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f82r	f82r.8	qekeey sheedy qokedy lcho r cheey qokey qotal chedy qoteor	qokeey sheedy qokedy lchor cheey qokey qotal chedy qoteor	qekeey sheedy qoke y lchor cheey qokey qotal che y qoteor	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f82v	f82v.18	ykeedy qokeedy chedy qokar okeey lkedy qokal olkeedy qokeedy oky	ykeedy qokeedy chedy qokar okeey lkedy qokal olkeedy qokeedy oky	ykeedy qokeedy che y qokar okeey lkedy qokal olkeedy qokeedy oky	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f83r	f83r.16	tchedy qokchdy cheedar chldaiin chedy qokain checthy chealror	tchedy qokchdy cheedar chldaiin chedy qokain checthy chealror	tchedy qokchdy cheedar chldaiin che y qokain checthy chealror	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f83r	f83r.21	solkeedy qokedy otedy sol chedy lkedy qokchedy qokedy chckhdy sar	solkeedy qokedy otedy sol chedy lkedy qokchedy qokedy chckhdy sar	solkeedy qokedy ote y solchedy lkedy qokchedy qokedy chckhdy sar	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f83r	f83r.23	tchedy qotedy qokal shedy qokedy shecthedy shecthy otor chedy	tchedy qotedy qokal shedy qokedy shecthedy shecthy otor chedy	tchedy qotedy qokal shedy qokedy shecthedy shecthy ot r che y	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f83r	f83r.4	qokshedy chedy qokedy chkedy daiin shetar shedy qekaiin chedy	qokshedy chedy qokedy chkedy daiin shetar shedy qekaiin chedy	qokshedy che y qokedy chke y daiin shetar shedy qekeiiin chedy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
