group_serial	page	locus	event_index	source_event_serial	surface_ZL3b	locus_role	inventory_item	default_content_German	content_status	external_label_status	historical_basis_ids	rotation_start_status	f68_f69_mapping	confidence
270	f69v	f69v.1	15	12960	okeey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 15/40; KEINE KARTENGLOSSE] Kranken,	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
271	f69v	f69v.1	16	12961	doiir	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 16/40; KEINE KARTENGLOSSE] die	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
272	f69v	f69v.1	17	12962	teeo	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 17/40; KEINE KARTENGLOSSE] Art	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
273	f69v	f69v.1	18	12963	y	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 18/40; KEINE KARTENGLOSSE] des	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
274	f69v	f69v.1	19	12964	chey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 19/40; KEINE KARTENGLOSSE] Eingriffs	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
275	f69v	f69v.1	20	12965	ot	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 20/40; KEINE KARTENGLOSSE] und	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
276	f69v	f69v.1	21	12966	y	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 21/40; KEINE KARTENGLOSSE] den	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
277	f69v	f69v.1	22	12967	okedy	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 22/40; KEINE KARTENGLOSSE] beherrschten	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
278	f69v	f69v.1	23	12968	chsdy	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 23/40; KEINE KARTENGLOSSE] Körperbezirk.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
279	f69v	f69v.1	24	12969	okeod	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 24/40; KEINE KARTENGLOSSE] Eine	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
280	f69v	f69v.1	25	12970	y	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 25/40; KEINE KARTENGLOSSE] günstige	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
281	f69v	f69v.1	26	12971	dy	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 26/40; KEINE KARTENGLOSSE] Stelle	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
282	f69v	f69v.1	27	12972	choaiin	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 27/40; KEINE KARTENGLOSSE] erlaubt	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
283	f69v	f69v.1	28	12973	okar	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 28/40; KEINE KARTENGLOSSE] nur	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
284	f69v	f69v.1	29	12974	okar	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 29/40; KEINE KARTENGLOSSE] die	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
285	f69v	f69v.1	30	12975	chol	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 30/40; KEINE KARTENGLOSSE] im	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
286	f69v	f69v.1	31	12976	chees	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 31/40; KEINE KARTENGLOSSE] Rezept	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
287	f69v	f69v.1	32	12977	yto	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 32/40; KEINE KARTENGLOSSE] bereits	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
288	f69v	f69v.1	33	12978	odair	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 33/40; KEINE KARTENGLOSSE] bestimmte	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
289	f69v	f69v.1	34	12979	oty	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 34/40; KEINE KARTENGLOSSE] Maßnahme;	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
290	f69v	f69v.1	35	12980	oteeo	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 35/40; KEINE KARTENGLOSSE] sie	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
291	f69v	f69v.1	36	12981	dar	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 36/40; KEINE KARTENGLOSSE] erfindet	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
292	f69v	f69v.1	37	12982	o	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 37/40; KEINE KARTENGLOSSE] weder	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
293	f69v	f69v.1	38	12983	eykeody	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 38/40; KEINE KARTENGLOSSE] Krankheit	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
294	f69v	f69v.1	39	12984	dchor	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 39/40; KEINE KARTENGLOSSE] noch	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
295	f69v	f69v.1	40	12985	char	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC1	[LOKALER EXEMPLARTEXT 40/40; KEINE KARTENGLOSSE] Arznei.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
296	f69v	f69v.2	1	12986	yka	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 1/38; KEINE KARTENGLOSSE] Bei schädlichem	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
297	f69v	f69v.2	2	12987	chol	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 2/38; KEINE KARTENGLOSSE] Mondstand, Verbindung	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
298	f69v	f69v.2	3	12988	ykar	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 3/38; KEINE KARTENGLOSSE] mit Saturn	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
299	f69v	f69v.2	4	12989	dal	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 4/38; KEINE KARTENGLOSSE] oder	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
300	f69v	f69v.2	5	12990	ykady	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 5/38; KEINE KARTENGLOSSE] Mars	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
301	f69v	f69v.2	6	12991	iokeeor	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 6/38; KEINE KARTENGLOSSE] oder	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
302	f69v	f69v.2	7	12992	cheey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 7/38; KEINE KARTENGLOSSE] Beherrschung	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
303	f69v	f69v.2	8	12993	choly	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 8/38; KEINE KARTENGLOSSE] des	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
304	f69v	f69v.2	9	12994	ykeeal	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 9/38; KEINE KARTENGLOSSE] betroffenen	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
305	f69v	f69v.2	10	12995	cheo	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 10/38; KEINE KARTENGLOSSE] Körperteils	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
306	f69v	f69v.2	11	12996	oaram	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 11/38; KEINE KARTENGLOSSE] werde	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
307	f69v	f69v.2	12	12997	ockhy	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 12/38; KEINE KARTENGLOSSE] ein	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
308	f69v	f69v.2	13	12998	sheey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 13/38; KEINE KARTENGLOSSE] starker	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
309	f69v	f69v.2	14	12999	aiin	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 14/38; KEINE KARTENGLOSSE] Eingriff	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
310	f69v	f69v.2	15	13000	y	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 15/38; KEINE KARTENGLOSSE] verschoben.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
311	f69v	f69v.2	16	13001	daiial	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 16/38; KEINE KARTENGLOSSE] Bei	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
312	f69v	f69v.2	17	13002	cheody	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 17/38; KEINE KARTENGLOSSE] unsicherem	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
313	f69v	f69v.2	18	13003	cheal	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 18/38; KEINE KARTENGLOSSE] Anfang	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
314	f69v	f69v.2	19	13004	yetey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 19/38; KEINE KARTENGLOSSE] des	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
315	f69v	f69v.2	20	13005	chear	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 20/38; KEINE KARTENGLOSSE] Kreises	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
316	f69v	f69v.2	21	13006	y	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 21/38; KEINE KARTENGLOSSE] benutze	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
317	f69v	f69v.2	22	13007	dy	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 22/38; KEINE KARTENGLOSSE] die	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
318	f69v	f69v.2	23	13008	ykey	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 23/38; KEINE KARTENGLOSSE] lokal	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
319	f69v	f69v.2	24	13009	ch	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 24/38; KEINE KARTENGLOSSE] gelernte	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
320	f69v	f69v.2	25	13010	y	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 25/38; KEINE KARTENGLOSSE] Reihenfolge	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
321	f69v	f69v.2	26	13011	dy	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 26/38; KEINE KARTENGLOSSE] des	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
322	f69v	f69v.2	27	13012	chol	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 27/38; KEINE KARTENGLOSSE] Exemplars	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
323	f69v	f69v.2	28	13013	ykar	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 28/38; KEINE KARTENGLOSSE] und	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
324	f69v	f69v.2	29	13014	ol	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 29/38; KEINE KARTENGLOSSE] übertrage	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
325	f69v	f69v.2	30	13015	y	ORDERED_RULE_CIRCULAR_RUBRIC_LOCAL_SOURCE_TEXT	RUBRIC2	[LOKALER EXEMPLARTEXT 30/38; KEINE KARTENGLOSSE] niemals	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S4|S5|S7|S8	TRANSCRIPTION_R01_EQUALS_SOURCE_LOCUS_4; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.32
