group_serial	page	locus	opaque_local_id	local_namespace	condition_shelf	condition_family_de	copied_local_label	orientation_status	crosspage_key	word_translation
274	f69v	f69v.1	A3:G019	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 19/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
275	f69v	f69v.1	A3:G020	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 20/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
276	f69v	f69v.1	A3:G021	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 21/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
277	f69v	f69v.1	A3:G022	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 22/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
278	f69v	f69v.1	A3:G023	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 23/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
279	f69v	f69v.1	A3:G024	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 24/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
280	f69v	f69v.1	A3:G025	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 25/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
281	f69v	f69v.1	A3:G026	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 26/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
282	f69v	f69v.1	A3:G027	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 27/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
283	f69v	f69v.1	A3:G028	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 28/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
284	f69v	f69v.1	A3:G029	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 29/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
285	f69v	f69v.1	A3:G030	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 30/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
286	f69v	f69v.1	A3:G031	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 31/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
287	f69v	f69v.1	A3:G032	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 32/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
288	f69v	f69v.1	A3:G033	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 33/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
289	f69v	f69v.1	A3:G034	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 34/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
290	f69v	f69v.1	A3:G035	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 35/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
291	f69v	f69v.1	A3:G036	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 36/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
292	f69v	f69v.1	A3:G037	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 37/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
293	f69v	f69v.1	A3:G038	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 38/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
294	f69v	f69v.1	A3:G039	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 39/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
295	f69v	f69v.1	A3:G040	A3_LEFT_WHEEL_ONLY	C4	lokale 28er Stations- oder Tagesbedingung	Kopiersegment 40/40 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
296	f69v	f69v.2	A3:G041	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 01/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
297	f69v	f69v.2	A3:G042	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 02/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
298	f69v	f69v.2	A3:G043	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 03/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
299	f69v	f69v.2	A3:G044	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 04/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
300	f69v	f69v.2	A3:G045	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 05/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
301	f69v	f69v.2	A3:G046	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 06/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
302	f69v	f69v.2	A3:G047	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 07/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
303	f69v	f69v.2	A3:G048	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 08/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
304	f69v	f69v.2	A3:G049	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 09/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
305	f69v	f69v.2	A3:G050	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 10/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
306	f69v	f69v.2	A3:G051	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 11/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
307	f69v	f69v.2	A3:G052	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 12/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
308	f69v	f69v.2	A3:G053	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 13/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
309	f69v	f69v.2	A3:G054	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 14/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
310	f69v	f69v.2	A3:G055	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 15/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
311	f69v	f69v.2	A3:G056	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 16/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
312	f69v	f69v.2	A3:G057	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 17/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
313	f69v	f69v.2	A3:G058	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 18/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
314	f69v	f69v.2	A3:G059	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 19/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
315	f69v	f69v.2	A3:G060	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 20/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
316	f69v	f69v.2	A3:G061	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 21/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
317	f69v	f69v.2	A3:G062	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 22/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
318	f69v	f69v.2	A3:G063	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 23/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
319	f69v	f69v.2	A3:G064	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 24/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
320	f69v	f69v.2	A3:G065	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 25/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
321	f69v	f69v.2	A3:G066	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 26/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
322	f69v	f69v.2	A3:G067	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 27/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
323	f69v	f69v.2	A3:G068	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 28/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
324	f69v	f69v.2	A3:G069	A3_MIDDLE_WHEEL_ONLY	C5	Wetter-, Feuchte- oder Luftbedingung	Kopiersegment 29/38 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
