clause_id	physical_page	register	start_event	end_event	events	instructions	crosses_physical_line	end_reason	phase_run_sequence	phase_runs	verb_counts	source_quantity_inventory	target_path_inventory	grade_inventory	natural_process_summary_de
P915-C247	f83r	BIOLOGICAL	P912-E1410	P912-E1417	8	7	YES	LICENSED_DY_CLOSE	EXECUTEx1>CONDITIONx1>PREPAREx1>CONDITIONx1>SELECTx1>CONDITIONx1>CONTEXTx1	7	SH:3;O:1;P:1;CHD:1;OK:1;CH:1;S:1	Sollmaß	weiterer Lauf	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× halten, 1× ausführen, 1× einsetzen, 1× umsetzen, 1× ansetzen, 1× entnehmen. Als Einsatzgrößen erscheinen Sollmaß. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C248	f83r	BIOLOGICAL	P912-E1418	P912-E1422	5	3	YES	LICENSED_DY_CLOSE	SELECTx1>TRANSFERx2	2	R:1;CH:1;S:1;CHD:1;SOLK:1	Entnahmestelle oder bezeichnetes Teil;Ansatz	NONE	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× kennzeichnen, 1× entnehmen, 1× auswählen, 1× umsetzen, 1× auffangen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C249	f83r	BIOLOGICAL	P912-E1423	P912-E1424	2	1	NO	LICENSED_DY_CLOSE	CONDITIONx1	1	CHK:1	NONE	Ziel- oder Anschlussstelle	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× behandeln. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C250	f83r	BIOLOGICAL	P912-E1425	P912-E1428	4	1	NO	LICENSED_DY_CLOSE	TRANSFERx1	1	CHD:1	Sollmaß	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Als Einsatzgrößen erscheinen Sollmaß. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C251	f83r	BIOLOGICAL	P912-E1429	P912-E1432	4	2	YES	LICENSED_DY_CLOSE	PREPAREx2	1	OK:2;SH:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß	Ziel- oder Anschlussstelle	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C252	f83r	BIOLOGICAL	P912-E1433	P912-E1434	2	2	NO	LICENSED_DY_CLOSE	TRANSFERx1>PREPAREx1	2	CHD:1;OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen, 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C253	f83r	BIOLOGICAL	P912-E1435	P912-E1438	4	3	NO	LICENSED_DY_CLOSE	CONDITIONx3	1	CHK:1;SH:1;T:1;SHED:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× behandeln, 1× halten, 1× einstellen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C254	f83r	BIOLOGICAL	P912-E1439	P912-E1446	8	5	YES	LICENSED_DY_CLOSE	PREPAREx1>TRANSFERx1>SELECTx2>CONDITIONx1	4	CH:2;K:1;CHD:1;SHED:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß	Durchlass	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× entnehmen, 1× zugeben, 1× umsetzen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C255	f83r	BIOLOGICAL	P912-E1447	P912-E1449	3	3	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1>CONTEXTx1	3	OK:1;R:1;CHD:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× kennzeichnen, 1× umsetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C256	f83r	BIOLOGICAL	P912-E1450	P912-E1451	2	2	YES	LICENSED_DY_CLOSE	EXECUTEx1>TRANSFERx1	2	O:1;CHD:1	NONE	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ausführen, 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C257	f83r	BIOLOGICAL	P912-E1452	P912-E1454	3	3	NO	LICENSED_DY_CLOSE	TRANSFERx1>PREPAREx1>TRANSFERx1	3	CHD:2;OK:1	NONE	Ziel- oder Anschlussstelle	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× ansetzen. Der Gang führt über Ziel- oder Anschlussstelle. Danach wird der Arbeitsschritt geschlossen.
P915-C258	f83r	BIOLOGICAL	P912-E1455	P912-E1457	3	3	NO	LICENSED_DY_CLOSE	PREPAREx1>TRANSFERx1>PREPAREx1	3	OK:2;CHD:1	Sollmaß	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× umsetzen. Als Einsatzgrößen erscheinen Sollmaß. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C259	f83r	BIOLOGICAL	P912-E1458	P912-E1458	1	1	NO	LICENSED_DY_CLOSE	TRANSFERx1	1	CHD:1	NONE	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C260	f83r	BIOLOGICAL	P912-E1459	P912-E1467	9	7	YES	LICENSED_DY_CLOSE	PREPAREx1>SELECTx1>TRANSFERx1>PREPAREx1>EXECUTEx1>CONDITIONx1>PREPAREx1	7	OK:3;S:1;SHED:1;LSH:1;O:1;R:1;SH:1	Entnahmestelle oder bezeichnetes Teil	NONE	kurz;länger;vollständig	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ansetzen, 1× auswählen, 1× absetzen, 1× spülen, 1× ausführen, 1× kennzeichnen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz, länger, vollständig. Danach wird der Arbeitsschritt geschlossen.
P915-C261	f83r	BIOLOGICAL	P912-E1468	P912-E1468	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C262	f83r	BIOLOGICAL	P912-E1469	P912-E1469	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C263	f83r	BIOLOGICAL	P912-E1470	P912-E1471	2	2	NO	LICENSED_DY_CLOSE	PREPAREx1>CONTEXTx1	2	P:1;CHD:1	NONE	Ziel- oder Anschlussstelle	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einsetzen, 1× umsetzen. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C264	f83r	BIOLOGICAL	P912-E1472	P912-E1477	6	5	YES	LICENSED_DY_CLOSE	CONDITIONx1>PREPAREx1>TRANSFERx1>PREPAREx1>SELECTx1	5	CHD:2;CH:2;SH:1;CTH:1;OK:1;P:1;CPH:1	Entnahmestelle oder bezeichnetes Teil;Ansatz	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 2× entnehmen, 1× halten, 1× bereitstellen, 1× ansetzen, 1× einsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C265	f83r	BIOLOGICAL	P912-E1478	P912-E1478	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C266	f83r	BIOLOGICAL	P912-E1479	P912-E1480	2	2	NO	LICENSED_DY_CLOSE	TRANSFERx1>PREPAREx1	2	LSH:1;OK:1;CHD:1	Entnahmestelle oder bezeichnetes Teil	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× spülen, 1× ansetzen, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C267	f83r	BIOLOGICAL	P912-E1481	P912-E1499	19	15	YES	LICENSED_DY_CLOSE	CONDITIONx2>EXECUTEx2>TRANSFERx1>SELECTx4>CONDITIONx1>SELECTx1>CONDITIONx1>SELECTx2>CONDITIONx1	9	S:6;R:2;SHED:2;K:2;O:2;P:2;CH:2;SH:1;SOLK:1;CTH:1;CHK:1	Entnahmestelle oder bezeichnetes Teil;Ansatz;Sollmaß;Portion	Ziel- oder Anschlussstelle;weiterer Lauf	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 15 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 6× auswählen, 2× kennzeichnen, 2× absetzen, 2× zugeben, 2× ausführen, 2× einsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C268	f83r	BIOLOGICAL	P912-E1500	P912-E1503	4	4	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx2>PREPAREx1	3	OK:2;CHK:1;SH:1;CTH:1	Sollmaß;Portion	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× behandeln, 1× halten, 1× bereitstellen. Als Einsatzgrößen erscheinen Sollmaß, Portion. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C269	f83r	BIOLOGICAL	P912-E1504	P912-E1505	2	2	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1	2	OK:1;SH:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× halten. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C270	f83r	BIOLOGICAL	P912-E1506	P912-E1506	1	1	NO	LICENSED_DY_CLOSE	TRANSFERx1	1	CHD:1	NONE	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C271	f83r	BIOLOGICAL	P912-E1507	P912-E1514	8	6	YES	LICENSED_DY_CLOSE	EXECUTEx2>CONDITIONx1>PREPAREx1>CONDITIONx1>PREPAREx1	5	O:2;SH:2;OK:2	Entnahmestelle oder bezeichnetes Teil	Ziel- oder Anschlussstelle;weiterer Lauf;Durchlass	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 6 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ausführen, 2× halten, 2× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C272	f83r	BIOLOGICAL	P912-E1515	P912-E1515	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C273	f83r	BIOLOGICAL	P912-E1516	P912-E1519	4	4	YES	LICENSED_DY_CLOSE	PREPAREx1>SELECTx1>EXECUTEx1>CONDITIONx1	4	OK:1;S:1;T:1;SHED:1	Entnahmestelle oder bezeichnetes Teil;Auszug	Ziel- oder Anschlussstelle;weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× auswählen, 1× einstellen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Auszug. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C274	f83r	BIOLOGICAL	P912-E1520	P912-E1523	4	4	NO	LICENSED_DY_CLOSE	SELECTx1>EXECUTEx1>SELECTx1>PREPAREx1	4	S:2;T:1;OK:1	Entnahmestelle oder bezeichnetes Teil	Ziel- oder Anschlussstelle	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× auswählen, 1× einstellen, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C275	f83r	BIOLOGICAL	P912-E1524	P912-E1524	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C276	f83r	BIOLOGICAL	P912-E1525	P912-E1525	1	1	NO	LICENSED_DY_CLOSE	SELECTx1	1	CH:1;CPH:1	NONE	weiterer Lauf	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× entnehmen, 1× umleiten. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C277	f83r	BIOLOGICAL	P912-E1526	P912-E1528	3	3	YES	LICENSED_DY_CLOSE	CONDITIONx1>PREPAREx2	2	OK:2;R:1;CHD:1	NONE	weiterer Lauf	länger	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× kennzeichnen, 1× umsetzen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C278	f83r	BIOLOGICAL	P912-E1529	P912-E1529	1	1	NO	LICENSED_DY_CLOSE	CONDITIONx1	1	SHED:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C279	f83r	BIOLOGICAL	P912-E1530	P912-E1530	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1;SH:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× halten. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C280	f83r	BIOLOGICAL	P912-E1531	P912-E1532	2	1	NO	LICENSED_DY_CLOSE	TRANSFERx1	1	CHD:1	NONE	Ziel- oder Anschlussstelle;weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C281	f83r	BIOLOGICAL	P912-E1533	P912-E1543	11	8	YES	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1>SELECTx1>CONDITIONx2>EXECUTEx1>CONDITIONx1>TRANSFERx1	7	SH:3;CTH:3;OK:1;S:1;SHED:1;T:1;CHD:1	Sollmaß	Ziel- oder Anschlussstelle	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 8 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× halten, 3× bereitstellen, 1× ansetzen, 1× auswählen, 1× absetzen, 1× einstellen. Als Einsatzgrößen erscheinen Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C282	f83r	BIOLOGICAL	P912-E1544	P912-E1544	1	1	NO	LICENSED_DY_CLOSE	TRANSFERx1	1	CHD:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C283	f83r	BIOLOGICAL	P912-E1545	P912-E1545	1	1	NO	LICENSED_DY_CLOSE	TRANSFERx1	1	CHD:1	NONE	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C284	f83r	BIOLOGICAL	P912-E1546	P912-E1547	2	2	NO	LICENSED_DY_CLOSE	EXECUTEx1>PREPAREx1	2	CHD:2;T:1;OK:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× einstellen, 1× ansetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C285	f83r	BIOLOGICAL	P912-E1548	P912-E1561	14	12	YES	LICENSED_DY_CLOSE	TRANSFERx1>PREPAREx1>CONDITIONx2>PREPAREx2>CONDITIONx1>EXECUTEx1>CONDITIONx1>SELECTx1>PREPAREx1>CONDITIONx1	10	SH:3;K:2;T:2;CH:2;CHD:1;OK:1;CTH:1;R:1;S:1;P:1;LSH:1;O:1;CPH:1	Entnahmestelle oder bezeichnetes Teil;Ansatz;Auszug;Sollmaß;Portion	Ziel- oder Anschlussstelle;weiterer Lauf;Durchlass	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 12 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× halten, 2× zugeben, 2× einstellen, 2× entnehmen, 1× umsetzen, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Auszug, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C286	f83r	BIOLOGICAL	P912-E1562	P912-E1563	2	1	NO	LICENSED_DY_CLOSE	CONDITIONx1	1	SHED:1	Ansatz	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen. Als Einsatzgrößen erscheinen Ansatz. Danach wird der Arbeitsschritt geschlossen.
P915-C287	f83r	BIOLOGICAL	P912-E1564	P912-E1574	11	11	YES	LICENSED_DY_CLOSE	EXECUTEx1>CONDITIONx1>PREPAREx1>CONDITIONx1>SELECTx2>CONDITIONx1>EXECUTEx1>SELECTx1>TRANSFERx1>CONDITIONx1	10	SHED:3;S:3;O:2;SH:2;P:1;OK:1;CHD:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß;Portion	Durchlass	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 11 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× absetzen, 3× auswählen, 2× ausführen, 2× halten, 1× einsetzen, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C288	f83r	BIOLOGICAL	P912-E1575	P912-E1577	3	2	NO	LICENSED_DY_CLOSE	EXECUTEx1>CONDITIONx1	2	T:1;SHED:1	NONE	Ziel- oder Anschlussstelle	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen, 1× absetzen. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C289	f83r	BIOLOGICAL	P912-E1578	P912-E1579	2	2	NO	LICENSED_DY_CLOSE	CONDITIONx1>TRANSFERx1	2	SH:1;CHD:1	NONE	weiterer Lauf	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten, 1× umsetzen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C290	f83r	BIOLOGICAL	P912-E1580	P912-E1581	2	2	NO	LICENSED_DY_CLOSE	TRANSFERx1>CONTEXTx1	2	SOLK:1	Entnahmestelle oder bezeichnetes Teil	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auffangen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C291	f83r	BIOLOGICAL	P912-E1582	P912-E1583	2	2	NO	LICENSED_DY_CLOSE	PREPAREx2	1	OK:2	NONE	NONE	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C292	f83r	BIOLOGICAL	P912-E1584	P912-E1586	3	2	NO	LICENSED_DY_CLOSE	EXECUTEx1>PREPAREx1	2	T:1;OK:1	NONE	NONE	kurz;vollständig	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen, 1× ansetzen. Die notierten Wirkstufen sind kurz, vollständig. Danach wird der Arbeitsschritt geschlossen.
P915-C293	f83r	BIOLOGICAL	P912-E1587	P912-E1590	4	4	YES	LICENSED_DY_CLOSE	PREPAREx1>SELECTx1>TRANSFERx1>PREPAREx1	4	OK:2;S:1;SOLK:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß	NONE	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× auswählen, 1× auffangen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C294	f83r	BIOLOGICAL	P912-E1591	P912-E1591	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C295	f83r	BIOLOGICAL	P912-E1592	P912-E1594	3	2	NO	LICENSED_DY_CLOSE	TRANSFERx1>PREPAREx1	2	CHD:1;K:1	NONE	weiterer Lauf	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen, 1× zugeben. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C296	f83r	BIOLOGICAL	P912-E1595	P912-E1596	2	2	NO	LICENSED_DY_CLOSE	PREPAREx2	1	OK:2;CHD:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× umsetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
