target_recipe	neighbor_row_count	distinct_source_recipe_count	mutation_families	target_is_exact_catalog_key	target_identity_route	target_execution_decision	target_blocked_factor_rules	source_recipes	fuzzy_identity_matching_used
CH+E+OL+CH+E	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OL+CH+E+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OL+CH+E+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OL+CH+E+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OL+CH+EE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OL+CH+EEE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OL+CH+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OL+CH+Y+E	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OL+CHD+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+T+AR	NO
CH+E+OL+CHD+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OL+D_ADDR+LOCAL_CHAR_G	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OL+D_ADDR+LOCAL_CHAR_G	NO
CH+E+OL+E+CH+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OL+E+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OL+K+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+T+AR	NO
CH+E+OL+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OL+OK+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+T+AR	NO
CH+E+OL+OK+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OL+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OL+OR	NO
CH+E+OL+P	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P+OL	NO
CH+E+OL+P+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+T+AR	NO
CH+E+OL+P+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OL+R+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+T+AR	NO
CH+E+OL+R+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OL+S+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+T+AR	NO
CH+E+OL+S+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OL+SH+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+T+AR	NO
CH+E+OL+SH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OL+T	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+T+AR	NO
CH+E+OL+T+AIR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+T+AR	NO
CH+E+OL+T+AL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+T+AR	NO
CH+E+OL+T+E+Y	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y|SH+E+OL+T+E+Y	NO
CH+E+OL+T+L	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+T+AR	NO
CH+E+OL+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+OL+Y	NO
CH+E+OR	8	8	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+Y|CH+EE+OR|CH+K+E+OR|CH+P+E+OR|K+E+OR|OK+E+OR|P+E+OR|SH+E+OR	NO
CH+E+OT+CH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+CH+E+Y	NO
CH+E+OT+T+AR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+T+AR	NO
CH+E+OT+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+OT+E+Y	NO
CH+E+P	3	3	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+E+P+OL|CH+E+P+Y|CH+E+S	NO
CH+E+P+AIIN	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P+Y|SH+E+P+AIIN	NO
CH+E+P+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P+Y	NO
CH+E+P+AL+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+P+E+AL+Y	NO
CH+E+P+CH+E+DY	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+CH+P+E+DY	NO
CH+E+P+CH+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	SH+E+P+CH+OL	NO
CH+E+P+CH+Y	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+CH+Y|S+E+P+CH+Y	NO
CH+E+P+DY	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+P+E+DY	NO
CH+E+P+E+DY	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+CH+P+E+DY	NO
CH+E+P+E+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+D_ADDR+Y	NO
CH+E+P+E+LOCAL_CHAR_G	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+LOCAL_CHAR_G	NO
CH+E+P+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+Y	NO
CH+E+P+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:P>K	CH+E+CH+K+E+Y	NO
CH+E+P+K+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:P>K	CH+E+CH+K+O	NO
CH+E+P+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:P>K	CH+E+CH+K+Y	NO
CH+E+P+O+DY	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+P+E+O+DY	NO
CH+E+P+OR	3	3	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P+Y|CH+P+E+OR|SH+E+P+OR	NO
CH+E+P+OT	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P+OL	NO
CH+E+P+P+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:P>P	CH+E+CH+P+E+DY	NO
CH+E+P+S+AIIN	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:P>S	CH+P+E+S+AIIN	NO
CH+E+P+Y	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+P+E+Y|SH+E+P+Y	NO
CH+E+P+Y+R+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+Y+R+Y	NO
CH+E+R	4	4	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+R|CH+E+P|CH+E+S|CH+O+E+R	NO
CH+E+R+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+CH+Y	NO
CH+E+R+E+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+D_ADDR+Y	NO
CH+E+R+E+LOCAL_CHAR_G	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+LOCAL_CHAR_G	NO
CH+E+R+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+Y	NO
CH+E+R+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:R>K	CH+E+CH+K+E+Y	NO
CH+E+R+K+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:R>K	CH+E+CH+K+O	NO
CH+E+R+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:R>K	CH+E+CH+K+Y	NO
CH+E+R+O	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+R	NO
CH+E+R+O+OL	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+R+OL	NO
CH+E+R+OL	2	2	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+R+OL|CH+E+P+OL	NO
CH+E+R+P+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:R>P	CH+E+CH+P+E+DY	NO
CH+E+R+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P+Y	NO
CH+E+R+Y+R+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+Y+R+Y	NO
CH+E+S	6	6	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+E+O+S|CH+E+P|CH+T+E+S|OT+CH+E+S|R+CH+E+S|SH+E+S	NO
CH+E+S+AIIN	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+P+E+S+AIIN	NO
CH+E+S+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+CH+Y	NO
CH+E+S+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	OK+E+S+DY	NO
CH+E+S+E+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+D_ADDR+Y	NO
CH+E+S+E+LOCAL_CHAR_G	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+LOCAL_CHAR_G	NO
CH+E+S+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+Y	NO
CH+E+S+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+CH+K+E+Y	NO
CH+E+S+K+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+CH+K+O	NO
CH+E+S+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+CH+K+Y	NO
CH+E+S+O	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+S	NO
CH+E+S+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P+OL	NO
CH+E+S+P+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:S>P	CH+E+CH+P+E+DY	NO
CH+E+S+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P+Y	NO
CH+E+S+Y+R+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+Y+R+Y	NO
CH+E+SH	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P|CH+E+S	NO
CH+E+SH+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+CH+Y	NO
CH+E+SH+E+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+D_ADDR+Y	NO
CH+E+SH+E+LOCAL_CHAR_G	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+LOCAL_CHAR_G	NO
CH+E+SH+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+Y	NO
CH+E+SH+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+CH+K+E+Y	NO
CH+E+SH+K+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+CH+K+O	NO
CH+E+SH+K+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+CH+K+Y	NO
CH+E+SH+OL	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P+OL	NO
CH+E+SH+P+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:SH>P	CH+E+CH+P+E+DY	NO
CH+E+SH+Y	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P+Y|K+E+SH+Y	NO
CH+E+SH+Y+R+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+Y+R+Y	NO
CH+E+S_ADDR+D_ADDR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	K+E+S_ADDR+D_ADDR	NO
CH+E+T	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P|CH+E+S	NO
CH+E+T+AIIN+R+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+Y+R+Y	NO
CH+E+T+AIN+R+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+Y+R+Y	NO
CH+E+T+AR	2	2	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+T+AR|SH+E+T+AR	NO
CH+E+T+CH	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+CH+Y	NO
CH+E+T+CH+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+CH+Y	NO
CH+E+T+CH+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+CH+Y	NO
CH+E+T+CH+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+CH+Y	NO
CH+E+T+CHD+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+CH+Y	NO
CH+E+T+D_ADDR+E+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+D_ADDR+Y	NO
CH+E+T+D_ADDR+Y	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+D_ADDR+Y	NO
CH+E+T+E	2	2	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+LOCAL_CHAR_G|CH+E+T+E+Y	NO
CH+E+T+E+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+Y	NO
CH+E+T+E+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+Y	NO
CH+E+T+E+D_ADDR	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+D_ADDR+Y	NO
CH+E+T+E+D_ADDR+AIIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+D_ADDR+Y	NO
CH+E+T+E+D_ADDR+AIN	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+D_ADDR+Y	NO
CH+E+T+E+D_ADDR+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+D_ADDR+Y	NO
CH+E+T+E+OR	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+Y	NO
CH+E+T+E+Y	3	3	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	YES	IDENTITY_EXACT_OBSERVED	READ	NONE	CH+E+O+T+E+Y|CH+E+T+E+D_ADDR+Y|SH+E+T+E+Y	NO
CH+E+T+E+Y+D_ADDR	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+D_ADDR+Y	NO
CH+E+T+EE+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+D_ADDR+Y	NO
CH+E+T+EE+LOCAL_CHAR_G	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+LOCAL_CHAR_G	NO
CH+E+T+EE+Y	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+Y|CH+EE+T+EE+Y	NO
CH+E+T+EEE+D_ADDR+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+D_ADDR+Y	NO
CH+E+T+EEE+LOCAL_CHAR_G	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+LOCAL_CHAR_G	NO
CH+E+T+EEE+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+Y	NO
CH+E+T+K+E+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>K	CH+E+CH+K+E+Y	NO
CH+E+T+K+O	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>K	CH+E+CH+K+O	NO
CH+E+T+K+Y	2	2	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>K	CH+E+CH+K+Y|CH+E+T+CH+Y	NO
CH+E+T+LOCAL_CHAR_G	1	1	ATOM_DELETION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+LOCAL_CHAR_G	NO
CH+E+T+LOCAL_CHAR_G+E	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+E+LOCAL_CHAR_G	NO
CH+E+T+O+D_ADDR	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+T+E+O+D_ADDR	NO
CH+E+T+O+E+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+O+T+E+Y	NO
CH+E+T+O+S	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+T+E+O+S	NO
CH+E+T+O+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+T+E+O+Y	NO
CH+E+T+OK+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+CH+Y	NO
CH+E+T+OL	2	2	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P+OL|CH+T+E+OL	NO
CH+E+T+OL+AR	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+OL+T+AR	NO
CH+E+T+OR+R+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+Y+R+Y	NO
CH+E+T+P+E+DY	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>P	CH+E+CH+P+E+DY	NO
CH+E+T+P+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>P	CH+E+T+CH+Y	NO
CH+E+T+R+Y	2	2	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+CH+Y|CH+E+T+Y+R+Y	NO
CH+E+T+R+Y+Y	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+Y+R+Y	NO
CH+E+T+S	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>S	CH+T+E+S	NO
CH+E+T+S+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>S	CH+E+T+CH+Y	NO
CH+E+T+SH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+CH+Y	NO
CH+E+T+T+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	STOP	PAIR:T>T	CH+E+T+CH+Y	NO
CH+E+T+Y	6	6	ADJACENT_SWAP|ATOM_DELETION|SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+P+Y|CH+E+T+CH+Y|CH+E+T+E+Y|CH+EE+T+Y|CH+T+E+Y|S+CH+E+T+Y	NO
CH+E+T+Y+CH	1	1	ADJACENT_SWAP	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+CH+Y	NO
CH+E+T+Y+CH+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+Y+R+Y	NO
CH+E+T+Y+CHD+Y	1	1	SAME_CLASS_SUBSTITUTION	NO	IDENTITY_NEW_VISIBLE_RECIPE	READ	NONE	CH+E+T+Y+R+Y	NO
