component_recipe	component_count	events	surface_types	surfaces	page_count	physical_pages	residual_drawer	current_short_reading_de	teaching_instruction_de
Y+T+E+O+OR	5	1	1	yteoor	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+T+E+O+S_ADDR	5	1	1	yteos	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; bezeichnete s-Stelle	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+T+EE+Y	4	1	1	yteey	1	f55v	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+T+O	3	1	1	yto	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+T+O+DY	4	1	1	ytody	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; Arbeitsschritt schließen	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+T+O+E+O+P+CH+E+Y	9	1	1	ytoeopchey	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; kurz oder direkt; Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+T+O+IIN	4	1	1	ytoiin	1	f10r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; Arbeitsstufe	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+T+OK+Y	4	1	1	ytchoky	1	f11r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+T+OR	3	1	1	ytor	1	f67r2	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Ansatz oder Zubereitung	Einmalig aus den bekannten Kürzeln zusammensetzen.
Y+Y	2	1	1	ychey	1	f88r	ONE_OFF_PRODUCTIVE_COMPOSITION	dieser Arbeitsgegenstand; dieser Arbeitsgegenstand	Einmalig aus den bekannten Kürzeln zusammensetzen.
OT+CHD+DY	3	4	3	qotchedy|otchedy|otchdy	1	f83r	RECURRENT_TRANSPARENT_COMPOSITION	danach oder nächster Posten; Arbeitsgut umsetzen; Arbeitsschritt schließen	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
Y+T+E+DY	4	4	1	ytedy	1	f81v	RECURRENT_TRANSPARENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsschritt schließen	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CHEO+AM_ADDR	2	3	1	cheom	1	f88r	RECURRENT_TRANSPARENT_COMPOSITION	Auszug; Innenstelle	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
OK+CHD+Y	3	3	1	qokchedy	1	f83r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgang ansetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
R+AIIN	2	3	1	raiin	1	f82r	RECURRENT_TRANSPARENT_COMPOSITION	Zustand kennzeichnen; Sollmaß	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
Y+K+AIN	3	3	1	ykain	1	f55v	RECURRENT_TRANSPARENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; Portion	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
AL+D_ADDR+Y	3	2	1	aldy	2	f55v|f67r2	RECURRENT_TRANSPARENT_COMPOSITION	Ziel- oder Anschlussstelle; bezeichneter Teil; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
A_ADDR+Y	2	2	2	ajy|ay	2	f67r2|f75r	RECURRENT_TRANSPARENT_COMPOSITION	lokale Arbeitsstelle; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CARRIER_Q+O+CKH+OL	4	2	1	qockhol	2	f83r|f88r	RECURRENT_TRANSPARENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; durch einen Durchlass führen; im selben Arbeitsgang fortfahren	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CARRIER_Q+O+E+K+OL	5	2	1	qoekol	1	f88r	RECURRENT_TRANSPARENT_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; kurz oder direkt; Material zugeben; im selben Arbeitsgang fortfahren	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CFH+Y	2	2	1	cfhy	2	f10r|f11r	RECURRENT_TRANSPARENT_COMPOSITION	trennen; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CH+CKH+D_ADDR+Y	4	2	1	chckhdy	2	f55v|f83r	RECURRENT_TRANSPARENT_COMPOSITION	bezeichneten Anteil entnehmen; durch einen Durchlass führen; bezeichneter Teil; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CH+E+AR	3	2	1	chear	1	f88r	RECURRENT_TRANSPARENT_COMPOSITION	bezeichneten Anteil entnehmen; kurz oder direkt; Entnahmestelle	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CH+EE+D_ADDR+Y	4	2	1	cheedy	2	f81v|f82r	RECURRENT_TRANSPARENT_COMPOSITION	bezeichneten Anteil entnehmen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CH+EE+LOCAL_CHAR_B	3	2	1	cheeb	2	f83r|f88r	RECURRENT_TRANSPARENT_COMPOSITION	bezeichneten Anteil entnehmen; länger oder gehalten; paarweise entnehmen	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CH+OR+CH+Y	4	2	1	chorchy	2	f10r|f56r	RECURRENT_TRANSPARENT_COMPOSITION	bezeichneten Anteil entnehmen; Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CH+OT+Y	3	2	1	choty	2	f11r|f56r	RECURRENT_TRANSPARENT_COMPOSITION	bezeichneten Anteil entnehmen; danach oder nächster Posten; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CHD+AIIN	2	2	1	chedaiin	2	f67r2|f83r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgut umsetzen; Sollmaß	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CHD+AR	2	2	1	chedar	1	f82r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgut umsetzen; Entnahmestelle	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CHEO+S	2	2	1	cheos	2	f67r2|f88r	RECURRENT_TRANSPARENT_COMPOSITION	Auszug; Arbeitsvariante auswählen	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CHEO+Y	2	2	1	cheody	2	f55v|f88r	RECURRENT_TRANSPARENT_COMPOSITION	Auszug; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CHK+AL	2	2	2	chkal|chekal	2	f75r|f81v	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgegenstand behandeln; Ziel- oder Anschlussstelle	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CHK+AR	2	2	2	chekar|chkar	1	f75r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgegenstand behandeln; Entnahmestelle	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CHK+E+D_ADDR+Y	4	2	1	chkedy	2	f82r|f83r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgegenstand behandeln; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CHK+EE+DY	3	2	2	chekeedy|chkeedy	2	f75r|f83r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgegenstand behandeln; länger oder gehalten; Arbeitsschritt schließen	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CKH+E+Y	3	2	1	ckhey	2	f75r|f88r	RECURRENT_TRANSPARENT_COMPOSITION	durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CPH+OL	2	2	1	cphol	2	f68r1|f88r	RECURRENT_TRANSPARENT_COMPOSITION	umleiten; im selben Arbeitsgang fortfahren	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CTH+AL	2	2	1	cthal	1	f83r	RECURRENT_TRANSPARENT_COMPOSITION	bis bereit führen; Ziel- oder Anschlussstelle	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
CTH+O	2	2	1	ctho	2	f10r|f56r	RECURRENT_TRANSPARENT_COMPOSITION	bis bereit führen; Arbeitsgang ausführen	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
DA+R+Y	3	2	1	dary	2	f55v|f68r1	RECURRENT_TRANSPARENT_COMPOSITION	zweite Arbeitsstufe; Zustand kennzeichnen; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
D_ADDR+AIR	2	2	1	dair	2	f10r|f11r	RECURRENT_TRANSPARENT_COMPOSITION	bezeichneter Teil; Flüssigkeits- oder Stationslauf	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
D_ADDR+CH+OR	3	2	1	dchor	2	f13r|f68r1	RECURRENT_TRANSPARENT_COMPOSITION	bezeichneter Teil; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
D_ADDR+O+IIN	3	2	1	doiin	2	f13r|f67r2	RECURRENT_TRANSPARENT_COMPOSITION	bezeichneter Teil; Arbeitsgang ausführen; Arbeitsstufe	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
D_ADDR+Y	2	2	1	dchy	2	f10r|f13r	RECURRENT_TRANSPARENT_COMPOSITION	bezeichneter Teil; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
E+OL	2	2	1	teol	2	f81v|f88r	RECURRENT_TRANSPARENT_COMPOSITION	kurz oder direkt; im selben Arbeitsgang fortfahren	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
HO+Y	2	2	2	shochy|choy	2	f13r|f56r	RECURRENT_TRANSPARENT_COMPOSITION	Teil des sichtbaren Gegenstands; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
K+AIIN	2	2	1	kaiin	1	f81v	RECURRENT_TRANSPARENT_COMPOSITION	Material zugeben; Sollmaß	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
K+AL	2	2	1	kal	2	f55v|f75r	RECURRENT_TRANSPARENT_COMPOSITION	Material zugeben; Ziel- oder Anschlussstelle	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
K+E+OL	3	2	1	keol	2	f56r|f88r	RECURRENT_TRANSPARENT_COMPOSITION	Material zugeben; kurz oder direkt; im selben Arbeitsgang fortfahren	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
K+EE+Y	3	2	1	keey	1	f56r	RECURRENT_TRANSPARENT_COMPOSITION	Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
K+EEE+D_ADDR+Y	4	2	1	keeedy	1	f82r	RECURRENT_TRANSPARENT_COMPOSITION	Material zugeben; vollständig; bezeichneter Teil; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
L+AR	2	2	1	lar	1	f82r	RECURRENT_TRANSPARENT_COMPOSITION	entlang des Arbeitswegs führen; Entnahmestelle	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
L+CHD	2	2	1	lched	1	f82r	RECURRENT_TRANSPARENT_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgut umsetzen	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
L+CKH+Y	3	2	1	lcheckhy	1	f82r	RECURRENT_TRANSPARENT_COMPOSITION	entlang des Arbeitswegs führen; durch einen Durchlass führen; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
L+K+AIIN	3	2	1	lkaiin	2	f75r|f82r	RECURRENT_TRANSPARENT_COMPOSITION	entlang des Arbeitswegs führen; Material zugeben; Sollmaß	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
L+K+Y	3	2	1	lky	1	f81v	RECURRENT_TRANSPARENT_COMPOSITION	entlang des Arbeitswegs führen; Material zugeben; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
L+T+E+DY	4	2	1	ltedy	2	f75r|f81v	RECURRENT_TRANSPARENT_COMPOSITION	entlang des Arbeitswegs führen; Arbeitsgang einstellen; kurz oder direkt; Arbeitsschritt schließen	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
LSH+EE+D_ADDR+Y	4	2	1	lsheedy	1	f83r	RECURRENT_TRANSPARENT_COMPOSITION	spülen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
O+AIIN	2	2	1	oaiin	2	f55v|f67r2	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgang ausführen; Sollmaß	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
O+AM_ADDR	2	2	1	om	1	f88r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgang ausführen; Innenstelle	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
OK+AIR	2	2	2	qokair|okair	2	f75r|f83r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgang ansetzen; Flüssigkeits- oder Stationslauf	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
OK+CH+OR	3	2	1	okchor	1	f13r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
OK+E+O+D_ADDR+Y	5	2	2	okeody|qokeody	2	f55v|f88r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
OK+EE+O+D_ADDR+Y	5	2	2	qokeeody|okeeody	1	f67r2	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
OK+EEE+DY	3	2	1	qokeeedy	2	f68r1|f82r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgang ansetzen; vollständig; Arbeitsschritt schließen	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
OK+OL+DY	3	2	1	okoldy	2	f75r|f88r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
OL+CH+Y	3	2	1	olchy	2	f81v|f82r	RECURRENT_TRANSPARENT_COMPOSITION	im selben Arbeitsgang fortfahren; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
OL+K+AIN	3	2	1	olkain	1	f81v	RECURRENT_TRANSPARENT_COMPOSITION	im selben Arbeitsgang fortfahren; Material zugeben; Portion	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
OR+Y	2	2	2	orchey|ory	2	f75r|f82r	RECURRENT_TRANSPARENT_COMPOSITION	Ansatz oder Zubereitung; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
OT+E+OR	3	2	2	qoteor|oteor	2	f82r|f88r	RECURRENT_TRANSPARENT_COMPOSITION	danach oder nächster Posten; kurz oder direkt; Ansatz oder Zubereitung	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
OT+E+Y	3	2	1	otey	1	f75r	RECURRENT_TRANSPARENT_COMPOSITION	danach oder nächster Posten; kurz oder direkt; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
P+CHD+AR	3	2	1	pchedar	2	f75r|f83r	RECURRENT_TRANSPARENT_COMPOSITION	Material einsetzen; Arbeitsgut umsetzen; Entnahmestelle	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
P+OL+SH+Y	4	2	1	polshy	2	f75r|f81v	RECURRENT_TRANSPARENT_COMPOSITION	Material einsetzen; im selben Arbeitsgang fortfahren; Arbeitsgegenstand halten; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
R+AL	2	2	1	ral	2	f81v|f88r	RECURRENT_TRANSPARENT_COMPOSITION	Zustand kennzeichnen; Ziel- oder Anschlussstelle	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
R+CHD+Y	3	2	1	rchedy	2	f82r|f83r	RECURRENT_TRANSPARENT_COMPOSITION	Zustand kennzeichnen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
R+OR	2	2	1	ror	2	f68r1|f75r	RECURRENT_TRANSPARENT_COMPOSITION	Zustand kennzeichnen; Ansatz oder Zubereitung	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
R+SH+EE+D_ADDR+Y	5	2	1	rsheedy	2	f82r|f83r	RECURRENT_TRANSPARENT_COMPOSITION	Zustand kennzeichnen; Arbeitsgegenstand halten; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
R+SHED+DY	3	2	1	rshedy	2	f75r|f82r	RECURRENT_TRANSPARENT_COMPOSITION	Zustand kennzeichnen; absetzen lassen; Arbeitsschritt schließen	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
R+Y	2	2	1	ry	2	f75r|f82r	RECURRENT_TRANSPARENT_COMPOSITION	Zustand kennzeichnen; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
S+SH+E+Y	4	2	1	sshey	2	f67r2|f75r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
SH+CKH+E+Y	4	2	1	shckhey	2	f82r|f83r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgegenstand halten; durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
SH+CTH+Y	3	2	1	shcthy	1	f83r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgegenstand halten; bis bereit führen; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
SH+E+K	3	2	1	shek	1	f81v	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
SH+EE+K+Y	4	2	1	sheeky	2	f75r|f81v	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgegenstand halten; länger oder gehalten; Material zugeben; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
SH+EE+T+Y	4	2	1	sheety	1	f75r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsgang einstellen; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
SH+K+Y	3	2	2	shkchy|shky	2	f13r|f83r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgegenstand halten; Material zugeben; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
SH+O	2	2	1	sho	1	f56r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ausführen	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
SHED+AL	2	2	1	shedal	1	f83r	RECURRENT_TRANSPARENT_COMPOSITION	absetzen lassen; Ziel- oder Anschlussstelle	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
SOLK+Y	2	2	2	olky|qolky	2	f75r|f81v	RECURRENT_TRANSPARENT_COMPOSITION	auffangen; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
T+AIIN	2	2	1	taiin	2	f10r|f82r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgang einstellen; Sollmaß	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
T+AR	2	2	1	tar	2	f55v|f83r	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgang einstellen; Entnahmestelle	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
T+E+DY	3	2	1	tedy	2	f75r|f81v	RECURRENT_TRANSPARENT_COMPOSITION	Arbeitsgang einstellen; kurz oder direkt; Arbeitsschritt schließen	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
Y+D_ADDR+AIIN	3	2	1	ydaiin	1	f67r2	RECURRENT_TRANSPARENT_COMPOSITION	dieser Arbeitsgegenstand; bezeichneter Teil; Sollmaß	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
Y+K+AR	3	2	1	ykar	2	f55v|f88r	RECURRENT_TRANSPARENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
Y+K+CH+E+Y	5	2	1	ykchey	1	f67r2	RECURRENT_TRANSPARENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
Y+SH+E+DY	4	2	1	yshedy	1	f75r	RECURRENT_TRANSPARENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
Y+SH+E+Y	4	2	1	yshey	2	f67r2|f81v	RECURRENT_TRANSPARENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
Y+T+AIIN	3	2	1	ytaiin	2	f55v|f83r	RECURRENT_TRANSPARENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Sollmaß	Aus den bekannten Kürzeln zusammensetzen; Wiederkehr allein erzwingt keine Ganzkarte.
