surface	component_recipe	atomic_pocket_gloss_de	workshop_composition_de	image_composition_de	events	physical_pages	registers	observed_channels	channel_class	event_ids	visible_owner_examples
yto	Y+T+O	DIES + EINSTELLUNG + GANG	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen	dieser Bildplatz; Platz oder Wert einstellen; Reihe aufrufen	2	f67r2|f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E1812|P912-E2035	zwei lokale Himmelsraeder|drei getrennte heterogene Himmelsraeder
ytody	Y+T+O+DY	DIES + EINSTELLUNG + GANG + ENDE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; Arbeitsschritt schließen	dieser Bildplatz; Platz oder Wert einstellen; Reihe aufrufen; Bildeintrag schließen	2	f67r2|f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM|WORKSHOP_PROSE	BICHANNEL	P912-E1820|P912-E2119	zwei lokale Himmelsraeder|drei getrennte heterogene Himmelsraeder
yty	Y+T+Y	DIES + EINSTELLUNG + DIES	dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	dieser Bildplatz; Platz oder Wert einstellen; dieser Bildplatz	2	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0027|P912-E0057	abgebildeter Pflanzenartikel f10r
a	A_ADDR	ADRESSE	lokale Arbeitsstelle	lokale Bildadresse	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2099	drei getrennte heterogene Himmelsraeder
aildy	A_ADDR+IIN+L+DY	ADRESSE + STUFE + VERBINDUNG + ENDE	lokale Arbeitsstelle; Arbeitsstufe; entlang des Arbeitswegs führen; Arbeitsschritt schließen	lokale Bildadresse; Wertstufe; Bildverbindung; Bildeintrag schließen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2343	Fischrad mit Stern tragenden Figuren
airchy	AIR+Y	LAUFWEG + DIES	Flüssigkeits- oder Stationslauf; dieser Arbeitsgegenstand	Ringlauf; dieser Bildplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2078	drei getrennte heterogene Himmelsraeder
ajy	A_ADDR+Y	ADRESSE + DIES	lokale Arbeitsstelle; dieser Arbeitsgegenstand	lokale Bildadresse; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0668	mehrstufige Becken-, Figuren- und Laufseite
alaiin	AL+AIIN	ZIEL + SOLLWERT	Ziel- oder Anschlussstelle; Sollmaß	Zielplatz; verzeichneter Sollwert	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1828	zwei lokale Himmelsraeder
alain	AL+AIN	ZIEL + EINHEIT	Ziel- oder Anschlussstelle; Portion	Zielplatz; Einheit oder Index	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2247	Fischrad mit Stern tragenden Figuren
alals	AL+AL+S_ADDR	ZIEL + ZIEL + STERNORT	Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle; bezeichnete s-Stelle	Zielplatz; Zielplatz; Stern- oder s-Stelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2223	Widderrad mit Stern tragenden Figuren
aldaiin	AL+D_ADDR+AIIN	ZIEL + UNTER + SOLLWERT	Ziel- oder Anschlussstelle; bezeichneter Teil; Sollmaß	Zielplatz; Unterplatz; verzeichneter Sollwert	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1904	zwei lokale Himmelsraeder
alody	AL+O+DY	ZIEL + GANG + ENDE	Ziel- oder Anschlussstelle; Arbeitsgang ausführen; Arbeitsschritt schließen	Zielplatz; Reihe aufrufen; Bildeintrag schließen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2312	Fischrad mit Stern tragenden Figuren
alos	AL+O+S_ADDR	ZIEL + GANG + STERNORT	Ziel- oder Anschlussstelle; Arbeitsgang ausführen; bezeichnete s-Stelle	Zielplatz; Reihe aufrufen; Stern- oder s-Stelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2326	Fischrad mit Stern tragenden Figuren
alsy	AL+S+Y	ZIEL + WAHL + DIES	Ziel- oder Anschlussstelle; Arbeitsvariante auswählen; dieser Arbeitsgegenstand	Zielplatz; Bildklasse auswählen; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2489	drei Gefaesse mit Wurzel- und Blattreihen
altedy	AL+T+E+D_ADDR+Y	ZIEL + EINSTELLUNG + KURZ + UNTER + DIES	Ziel- oder Anschlussstelle; Arbeitsgang einstellen; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand	Zielplatz; Platz oder Wert einstellen; erster Grad; Unterplatz; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1521	lokale Becken-, Figuren- und Verbindungsstationen
aly	AL+Y	ZIEL + DIES	Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Zielplatz; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0567	mehrstufige Becken-, Figuren- und Laufseite
alys	AL+Y+S	ZIEL + DIES + WAHL	Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand; Arbeitsvariante auswählen	Zielplatz; dieser Bildplatz; Bildklasse auswählen	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2143	drei getrennte heterogene Himmelsraeder
amdy	AM_ADDR+DY	INNEN + ENDE	Innenstelle; Arbeitsschritt schließen	Innenplatz; Bildeintrag schließen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2295	Fischrad mit Stern tragenden Figuren
amy	AM_ADDR+Y	INNEN + DIES	Innenstelle; dieser Arbeitsgegenstand	Innenplatz; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1798	zwei lokale Himmelsraeder
araiin	AR+AIIN	QUELLE + SOLLWERT	Entnahmestelle; Sollmaß	Quell- oder Bezugsstelle; verzeichneter Sollwert	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1259	mehrere lokale Bad- und Leitungsstationen
aral	AR+AL	QUELLE + ZIEL	Entnahmestelle; Ziel- oder Anschlussstelle	Quell- oder Bezugsstelle; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2298	Fischrad mit Stern tragenden Figuren
araly	AR+AL+Y	QUELLE + ZIEL + DIES	Entnahmestelle; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Quell- oder Bezugsstelle; Zielplatz; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2224	Widderrad mit Stern tragenden Figuren
aram	AR+AM_ADDR	QUELLE + INNEN	Entnahmestelle; Innenstelle	Quell- oder Bezugsstelle; Innenplatz	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1751	zwei lokale Himmelsraeder
araydy	AR+A_ADDR+Y+DY	QUELLE + ADRESSE + DIES + ENDE	Entnahmestelle; lokale Arbeitsstelle; dieser Arbeitsgegenstand; Arbeitsschritt schließen	Quell- oder Bezugsstelle; lokale Bildadresse; dieser Bildplatz; Bildeintrag schließen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2229	Widderrad mit Stern tragenden Figuren
ashyteed	A_ADDR+SH+Y+T+EE+D_ADDR	ADRESSE + HALT + DIES + EINSTELLUNG + LANG + UNTER	lokale Arbeitsstelle; Arbeitsgegenstand halten; dieser Arbeitsgegenstand; Arbeitsgang einstellen; länger oder gehalten; bezeichneter Teil	lokale Bildadresse; Bezug festhalten; dieser Bildplatz; Platz oder Wert einstellen; zweiter Grad; Unterplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0947	gemeinsames Bad- und Beckenfeld
cfholdy	CFH+OL+DY	TRENNEN + WEITER + ENDE	trennen; im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	Trennklasse; dieselbe Reihe fortführen; Bildeintrag schließen	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0193	grosse abgebildete Pflanze mit Knollenwurzel
chair	CH+AIR	AUSWAHL + LAUFWEG	bezeichneten Anteil entnehmen; Flüssigkeits- oder Stationslauf	Klasse oder Figur kennzeichnen; Ringlauf	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0014	abgebildeter Pflanzenartikel f10r
chalaly	CH+AL+AL+Y	AUSWAHL + ZIEL + ZIEL + DIES	bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; Zielplatz; Zielplatz; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2305	Fischrad mit Stern tragenden Figuren
chary	AR+Y	QUELLE + DIES	Entnahmestelle; dieser Arbeitsgegenstand	Quell- oder Bezugsstelle; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1475	lokale Becken-, Figuren- und Verbindungsstationen
chchs	CH+CH+S	AUSWAHL + AUSWAHL + WAHL	bezeichneten Anteil entnehmen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen	Klasse oder Figur kennzeichnen; Klasse oder Figur kennzeichnen; Bildklasse auswählen	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0337	abgebildeter Pflanzenartikel f56r
chckhal	CH+CKH+AL	AUSWAHL + DURCHLASS + ZIEL	bezeichneten Anteil entnehmen; durch einen Durchlass führen; Ziel- oder Anschlussstelle	Klasse oder Figur kennzeichnen; Verbindung oder Durchlass; Zielplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1697	lokale Becken-, Figuren- und Verbindungsstationen
chckhey	CH+CKH+E+Y	AUSWAHL + DURCHLASS + KURZ + DIES	bezeichneten Anteil entnehmen; durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; Verbindung oder Durchlass; erster Grad; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1379	mehrere lokale Bad- und Leitungsstationen
chcthdy	CH+CTH+D_ADDR+Y	AUSWAHL + BEREIT + UNTER + DIES	bezeichneten Anteil entnehmen; bis bereit führen; bezeichneter Teil; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; Bereitschaftsklasse; Unterplatz; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1707	lokale Becken-, Figuren- und Verbindungsstationen
chcthedy	CH+CTH+E+DY	AUSWAHL + BEREIT + KURZ + ENDE	bezeichneten Anteil entnehmen; bis bereit führen; kurz oder direkt; Arbeitsschritt schließen	Klasse oder Figur kennzeichnen; Bereitschaftsklasse; erster Grad; Bildeintrag schließen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0743	mehrstufige Becken-, Figuren- und Laufseite
chcthey	CH+CTH+E+Y	AUSWAHL + BEREIT + KURZ + DIES	bezeichneten Anteil entnehmen; bis bereit führen; kurz oder direkt; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; Bereitschaftsklasse; erster Grad; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1344	mehrere lokale Bad- und Leitungsstationen
chcthol	CH+CTH+OL	AUSWAHL + BEREIT + WEITER	bezeichneten Anteil entnehmen; bis bereit führen; im selben Arbeitsgang fortfahren	Klasse oder Figur kennzeichnen; Bereitschaftsklasse; dieselbe Reihe fortführen	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2375	drei Gefaesse mit Wurzel- und Blattreihen
chda	CHD+A_ADDR	WECHSEL + ADRESSE	Arbeitsgut umsetzen; lokale Arbeitsstelle	zu Gegen- oder Folgeplatz wechseln; lokale Bildadresse	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2092	drei getrennte heterogene Himmelsraeder
chdal	CHD+AL	WECHSEL + ZIEL	Arbeitsgut umsetzen; Ziel- oder Anschlussstelle	zu Gegen- oder Folgeplatz wechseln; Zielplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1726	lokale Becken-, Figuren- und Verbindungsstationen
chealror	AL+R+OR	ZIEL + MARKE + EINTRAG	Ziel- oder Anschlussstelle; Zustand kennzeichnen; Ansatz oder Zubereitung	Zielplatz; Zustandsmarke; Eintragsklasse	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1553	lokale Becken-, Figuren- und Verbindungsstationen
checholtar	CH+E+OL+T+AR	AUSWAHL + KURZ + WEITER + EINSTELLUNG + QUELLE	bezeichneten Anteil entnehmen; kurz oder direkt; im selben Arbeitsgang fortfahren; Arbeitsgang einstellen; Entnahmestelle	Klasse oder Figur kennzeichnen; erster Grad; dieselbe Reihe fortführen; Platz oder Wert einstellen; Quell- oder Bezugsstelle	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1096	gemeinsames Bad- und Beckenfeld
checkho	CH+E+CKH+O	AUSWAHL + KURZ + DURCHLASS + GANG	bezeichneten Anteil entnehmen; kurz oder direkt; durch einen Durchlass führen; Arbeitsgang ausführen	Klasse oder Figur kennzeichnen; erster Grad; Verbindung oder Durchlass; Reihe aufrufen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1198	mehrere lokale Bad- und Leitungsstationen
checphedy	CH+E+CPH+E+DY	AUSWAHL + KURZ + GEGENLAUF + KURZ + ENDE	bezeichneten Anteil entnehmen; kurz oder direkt; umleiten; kurz oder direkt; Arbeitsschritt schließen	Klasse oder Figur kennzeichnen; erster Grad; Gegenplatz; erster Grad; Bildeintrag schließen	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1477	lokale Becken-, Figuren- und Verbindungsstationen
ched	CHD	WECHSEL	Arbeitsgut umsetzen	zu Gegen- oder Folgeplatz wechseln	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1573	lokale Becken-, Figuren- und Verbindungsstationen
chedain	CHD+AIN	WECHSEL + EINHEIT	Arbeitsgut umsetzen; Portion	zu Gegen- oder Folgeplatz wechseln; Einheit oder Index	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1602	lokale Becken-, Figuren- und Verbindungsstationen
chedchy	CHD+Y	WECHSEL + DIES	Arbeitsgut umsetzen; dieser Arbeitsgegenstand	zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1452	lokale Becken-, Figuren- und Verbindungsstationen
chedol	CHD+OL	WECHSEL + WEITER	Arbeitsgut umsetzen; im selben Arbeitsgang fortfahren	zu Gegen- oder Folgeplatz wechseln; dieselbe Reihe fortführen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1159	mehrere lokale Bad- und Leitungsstationen
chedykar	CHD+Y+K+AR	WECHSEL + DIES + ZUORDNUNG + QUELLE	Arbeitsgut umsetzen; dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle	zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz; Wert zuordnen; Quell- oder Bezugsstelle	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0452	mehrstufige Becken-, Figuren- und Laufseite
chedyqokam	CHD+Y+OK+AM_ADDR	WECHSEL + DIES + START + INNEN	Arbeitsgut umsetzen; dieser Arbeitsgegenstand; Arbeitsgang ansetzen; Innenstelle	zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz; Bildplatz aktivieren; Innenplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0645	mehrstufige Becken-, Figuren- und Laufseite
cheeckhody	CH+EE+CKH+O+DY	AUSWAHL + LANG + DURCHLASS + GANG + ENDE	bezeichneten Anteil entnehmen; länger oder gehalten; durch einen Durchlass führen; Arbeitsgang ausführen; Arbeitsschritt schließen	Klasse oder Figur kennzeichnen; zweiter Grad; Verbindung oder Durchlass; Reihe aufrufen; Bildeintrag schließen	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0385	abgebildeter Pflanzenartikel f56r
cheedar	EE+AR	LANG + QUELLE	länger oder gehalten; Entnahmestelle	zweiter Grad; Quell- oder Bezugsstelle	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1548	lokale Becken-, Figuren- und Verbindungsstationen
cheeety	EEE+T+Y	VOLL + EINSTELLUNG + DIES	vollständig; Arbeitsgang einstellen; dieser Arbeitsgegenstand	dritter oder voller Grad; Platz oder Wert einstellen; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1585	lokale Becken-, Figuren- und Verbindungsstationen
cheeor	CH+EE+OR	AUSWAHL + LANG + EINTRAG	bezeichneten Anteil entnehmen; länger oder gehalten; Ansatz oder Zubereitung	Klasse oder Figur kennzeichnen; zweiter Grad; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2393	drei Gefaesse mit Wurzel- und Blattreihen
cheeteey	CH+EE+T+EE+Y	AUSWAHL + LANG + EINSTELLUNG + LANG + DIES	bezeichneten Anteil entnehmen; länger oder gehalten; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; zweiter Grad; Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1952	mehrteiliger Sternatlas mit lokalen Zentren
cheg	CH+E+LOCAL_CHAR_G	AUSWAHL + KURZ + GLOKAL	bezeichneten Anteil entnehmen; kurz oder direkt; lokales Schreibzeichen	Klasse oder Figur kennzeichnen; erster Grad; lokales Bildzeichen	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1445	lokale Becken-, Figuren- und Verbindungsstationen
chekal	CHK+AL	BEHANDLUNG + ZIEL	Arbeitsgegenstand behandeln; Ziel- oder Anschlussstelle	Behandlungsklasse; Zielplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1040	gemeinsames Bad- und Beckenfeld
chekam	CHK+AM_ADDR	BEHANDLUNG + INNEN	Arbeitsgegenstand behandeln; Innenstelle	Behandlungsklasse; Innenplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0537	mehrstufige Becken-, Figuren- und Laufseite
chekar	CHK+AR	BEHANDLUNG + QUELLE	Arbeitsgegenstand behandeln; Entnahmestelle	Behandlungsklasse; Quell- oder Bezugsstelle	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0811	mehrstufige Becken-, Figuren- und Laufseite
chekeal	CHK+E+AL	BEHANDLUNG + KURZ + ZIEL	Arbeitsgegenstand behandeln; kurz oder direkt; Ziel- oder Anschlussstelle	Behandlungsklasse; erster Grad; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2208	Widderrad mit Stern tragenden Figuren
chekeedy	CHK+EE+DY	BEHANDLUNG + LANG + ENDE	Arbeitsgegenstand behandeln; länger oder gehalten; Arbeitsschritt schließen	Behandlungsklasse; zweiter Grad; Bildeintrag schließen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0453	mehrstufige Becken-, Figuren- und Laufseite
chekey	CHK+E+Y	BEHANDLUNG + KURZ + DIES	Arbeitsgegenstand behandeln; kurz oder direkt; dieser Arbeitsgegenstand	Behandlungsklasse; erster Grad; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2210	Widderrad mit Stern tragenden Figuren
chekody	CHK+O+D_ADDR+Y	BEHANDLUNG + GANG + UNTER + DIES	Arbeitsgegenstand behandeln; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Behandlungsklasse; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1850	zwei lokale Himmelsraeder
cheo	CHEO	AUSZUG	Auszug	lokaler Eintrag	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2053	drei getrennte heterogene Himmelsraeder
cheoar	CH+E+O+AR	AUSWAHL + KURZ + GANG + QUELLE	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang ausführen; Entnahmestelle	Klasse oder Figur kennzeichnen; erster Grad; Reihe aufrufen; Quell- oder Bezugsstelle	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0317	abgebildeter Pflanzenartikel f55v
cheojam	CHEO+LOCAL_CHAR_J+A_ADDR+AM_ADDR	AUSZUG + J + ADRESSE + INNEN	Auszug; lokales Schreibzeichen; lokale Arbeitsstelle; Innenstelle	lokaler Eintrag; lokales Bildzeichen; lokale Bildadresse; Innenplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2407	drei Gefaesse mit Wurzel- und Blattreihen
cheokeeo	CH+E+OK+EE+O	AUSWAHL + KURZ + START + LANG + GANG	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang ansetzen; länger oder gehalten; Arbeitsgang ausführen	Klasse oder Figur kennzeichnen; erster Grad; Bildplatz aktivieren; zweiter Grad; Reihe aufrufen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2200	Widderrad mit Stern tragenden Figuren
cheokeo	CH+E+OK+E+O	AUSWAHL + KURZ + START + KURZ + GANG	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen	Klasse oder Figur kennzeichnen; erster Grad; Bildplatz aktivieren; erster Grad; Reihe aufrufen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2174	Widderrad mit Stern tragenden Figuren
cheokorchey	CHEO+K+OR+CH+E+Y	AUSZUG + ZUORDNUNG + EINTRAG + AUSWAHL + KURZ + DIES	Auszug; Material zugeben; Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	lokaler Eintrag; Wert zuordnen; Eintragsklasse; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1955	mehrteiliger Sternatlas mit lokalen Zentren
cheoky	CHEO+K+Y	AUSZUG + ZUORDNUNG + DIES	Auszug; Material zugeben; dieser Arbeitsgegenstand	lokaler Eintrag; Wert zuordnen; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1276	mehrere lokale Bad- und Leitungsstationen
cheoltey	CH+E+OL+T+E+Y	AUSWAHL + KURZ + WEITER + EINSTELLUNG + KURZ + DIES	bezeichneten Anteil entnehmen; kurz oder direkt; im selben Arbeitsgang fortfahren; Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; erster Grad; dieselbe Reihe fortführen; Platz oder Wert einstellen; erster Grad; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2318	Fischrad mit Stern tragenden Figuren
cheotey	CHEO+T+E+Y	AUSZUG + EINSTELLUNG + KURZ + DIES	Auszug; Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand	lokaler Eintrag; Platz oder Wert einstellen; erster Grad; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2501	drei Gefaesse mit Wurzel- und Blattreihen
chepol	CH+E+P+OL	AUSWAHL + KURZ + EINSATZ + WEITER	bezeichneten Anteil entnehmen; kurz oder direkt; Material einsetzen; im selben Arbeitsgang fortfahren	Klasse oder Figur kennzeichnen; erster Grad; Platz besetzen; dieselbe Reihe fortführen	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1407	lokale Becken-, Figuren- und Verbindungsstationen
ches	CH+E+S	AUSWAHL + KURZ + WAHL	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsvariante auswählen	Klasse oder Figur kennzeichnen; erster Grad; Bildklasse auswählen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1327	mehrere lokale Bad- und Leitungsstationen
chetalchs	CH+E+T+AL+CH+S_ADDR	AUSWAHL + KURZ + EINSTELLUNG + ZIEL + AUSWAHL + STERNORT	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang einstellen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; bezeichnete s-Stelle	Klasse oder Figur kennzeichnen; erster Grad; Platz oder Wert einstellen; Zielplatz; Klasse oder Figur kennzeichnen; Stern- oder s-Stelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2166	Widderrad mit Stern tragenden Figuren
chetchy	CH+E+T+CH+Y	AUSWAHL + KURZ + EINSTELLUNG + AUSWAHL + DIES	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang einstellen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; erster Grad; Platz oder Wert einstellen; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2504	drei Gefaesse mit Wurzel- und Blattreihen
chetedy	CH+E+T+E+D_ADDR+Y	AUSWAHL + KURZ + EINSTELLUNG + KURZ + UNTER + DIES	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang einstellen; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; erster Grad; Platz oder Wert einstellen; erster Grad; Unterplatz; dieser Bildplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0971	gemeinsames Bad- und Beckenfeld
