event_id	physical_page	locus	surface	component_recipe	component_slots	collapsed_slot_pattern	portable_atomic_reading_de	compact_layer
P912-E0896	f81v	f81v.4	dain	AIN	ARGUMENT	ARGUMENT	EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0897	f81v	f81v.4	dy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0898	f81v	f81v.4	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0899	f81v	f81v.4	chcthy	CH+CTH+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	NEHMEN · BEREIT · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0900	f81v	f81v.5	okaiin	OK+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · SOLLWERT	LEARNED_FORMULA_CARD
P912-E0901	f81v	f81v.5	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0902	f81v	f81v.5	otain	OT+AIN	ORDER+ARGUMENT	ORDER>ARGUMENT	DANACH · EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0903	f81v	f81v.5	chckhy	CKH+Y	ACTION+REFERENT	ACTION>REFERENT	DURCHLASS · DIES	LEARNED_FORMULA_CARD
P912-E0904	f81v	f81v.5	okeedy	OK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0905	f81v	f81v.5	qoky	OK+Y	ACTION+REFERENT	ACTION>REFERENT	SETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0906	f81v	f81v.5	kar	K+AR	ACTION+ARGUMENT	ACTION>ARGUMENT	GEBEN · QUELLE	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0907	f81v	f81v.5	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0908	f81v	f81v.5	okar	OK+AR	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · QUELLE	LEARNED_FORMULA_CARD
P912-E0909	f81v	f81v.6	qokain	OK+AIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · EINHEIT	LEARNED_FORMULA_CARD
P912-E0910	f81v	f81v.6	okaiin	OK+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · SOLLWERT	LEARNED_FORMULA_CARD
P912-E0911	f81v	f81v.6	ol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0912	f81v	f81v.6	chedy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0913	f81v	f81v.6	cheol	CHEO+L	ACTION+ACTION	ACTION	AUSZUG · LEITEN	LEARNED_FORMULA_CARD
P912-E0914	f81v	f81v.6	lky	L+K+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	LEITEN · GEBEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0915	f81v	f81v.6	l	L	ACTION	ACTION	LEITEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0916	f81v	f81v.6	s	S	ACTION	ACTION	AUSWÄHLEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0917	f81v	f81v.6	aiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0918	f81v	f81v.6	okain	OK+AIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · EINHEIT	LEARNED_FORMULA_CARD
P912-E0919	f81v	f81v.6	daldy	AL+DY	ARGUMENT+CLOSE	ARGUMENT>CLOSE	ZIEL · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0920	f81v	f81v.7	olor	OL+OR	ORDER+ARGUMENT	ORDER>ARGUMENT	FORTSETZEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0921	f81v	f81v.7	ol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0922	f81v	f81v.7	sheckhal	SH+E+CKH+AL	ACTION+GRADE+ACTION+ARGUMENT	ACTION>GRADE>ACTION>ARGUMENT	HALTEN · KURZ · DURCHLASS · ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0923	f81v	f81v.7	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0924	f81v	f81v.7	qokeedal	OK+EE+AL	ACTION+GRADE+ARGUMENT	ACTION>GRADE>ARGUMENT	SETZEN · LÄNGER · ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0925	f81v	f81v.7	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0926	f81v	f81v.7	chckhy	CKH+Y	ACTION+REFERENT	ACTION>REFERENT	DURCHLASS · DIES	LEARNED_FORMULA_CARD
P912-E0927	f81v	f81v.7	schedy	CHD+DY	ACTION+CLOSE	ACTION>CLOSE	UMSETZEN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0928	f81v	f81v.7	qol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0929	f81v	f81v.8	ykol	Y+K+OL	REFERENT+ACTION+ORDER	REFERENT>ACTION>ORDER	DIES · GEBEN · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0930	f81v	f81v.8	or	OR	ARGUMENT	ARGUMENT	SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0931	f81v	f81v.8	shedy	SHED+DY	ACTION+CLOSE	ACTION>CLOSE	ABSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0932	f81v	f81v.8	sheedy	SH+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	HALTEN · LÄNGER · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0933	f81v	f81v.8	qolkeedy	SOLK+EE+D_ADDR+Y	ACTION+GRADE+ARGUMENT+REFERENT	ACTION>GRADE>ARGUMENT>REFERENT	AUFFANGEN · LÄNGER · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0934	f81v	f81v.8	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0935	f81v	f81v.8	dkain	D_ADDR+K+AIN	ARGUMENT+ACTION+ARGUMENT	ARGUMENT>ACTION>ARGUMENT	TEIL · GEBEN · EINHEIT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0936	f81v	f81v.8	cphedy	CPH+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	UMLEITEN · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0937	f81v	f81v.8	oldy	OL+DY	ORDER+CLOSE	ORDER>CLOSE	FORTSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0938	f81v	f81v.9	yar	Y+AR	REFERENT+ARGUMENT	REFERENT>ARGUMENT	DIES · QUELLE	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0939	f81v	f81v.9	olchey	OL+Y	ORDER+REFERENT	ORDER>REFERENT	FORTSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0940	f81v	f81v.9	kaiin	K+AIIN	ACTION+ARGUMENT	ACTION>ARGUMENT	GEBEN · SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0941	f81v	f81v.9	okeey	OK+EE+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	SETZEN · LÄNGER · DIES	LEARNED_FORMULA_CARD
P912-E0942	f81v	f81v.9	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0943	f81v	f81v.9	olor	OL+OR	ORDER+ARGUMENT	ORDER>ARGUMENT	FORTSETZEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0944	f81v	f81v.9	checkhy	CH+E+CKH+Y	ACTION+GRADE+ACTION+REFERENT	ACTION>GRADE>ACTION>REFERENT	NEHMEN · KURZ · DURCHLASS · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0945	f81v	f81v.9	daiidy	DA+IIN+DY	GRADE+GRADE+CLOSE	GRADE>CLOSE	ZWEIT · STUFE · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0946	f81v	f81v.10	polshy	P+OL+SH+Y	ACTION+ORDER+ACTION+REFERENT	ACTION>ORDER>ACTION>REFERENT	EINSETZEN · FORTSETZEN · HALTEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0947	f81v	f81v.10	ashyteed	A_ADDR+SH+Y+T+EE+D_ADDR	ARGUMENT+ACTION+REFERENT+ACTION+GRADE+ARGUMENT	ARGUMENT>ACTION>REFERENT>ACTION>GRADE>ARGUMENT	ORT · HALTEN · DIES · EINSTELLEN · LÄNGER · TEIL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0948	f81v	f81v.10	qop	CARRIER_Q+O+P	FRAME+ACTION+ACTION	FRAME>ACTION	BEGINNEN · AUSFÜHREN · EINSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0949	f81v	f81v.10	okeedy	OK+EE+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · LÄNGER · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0950	f81v	f81v.10	otedy	OT+E+DY	ORDER+GRADE+CLOSE	ORDER>GRADE>CLOSE	DANACH · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0951	f81v	f81v.10	okshedy	OK+SH+E+DY	ACTION+ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · HALTEN · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0952	f81v	f81v.10	qoty	OT+Y	ORDER+REFERENT	ORDER>REFERENT	DANACH · DIES	LEARNED_FORMULA_CARD
P912-E0953	f81v	f81v.10	dairam	D_ADDR+AIR+A_ADDR+AM_ADDR	ARGUMENT+ARGUMENT+ARGUMENT+ARGUMENT	ARGUMENT	TEIL · LAUF · ORT · INNEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0954	f81v	f81v.11	yshey	Y+SH+E+Y	REFERENT+ACTION+GRADE+REFERENT	REFERENT>ACTION>GRADE>REFERENT	DIES · HALTEN · KURZ · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0955	f81v	f81v.11	qokeey	OK+EE+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	SETZEN · LÄNGER · DIES	LEARNED_FORMULA_CARD
P912-E0956	f81v	f81v.11	okeey	OK+EE+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	SETZEN · LÄNGER · DIES	LEARNED_FORMULA_CARD
P912-E0957	f81v	f81v.11	oky	OK+Y	ACTION+REFERENT	ACTION>REFERENT	SETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0958	f81v	f81v.11	ykeey	Y+K+EE+Y	REFERENT+ACTION+GRADE+REFERENT	REFERENT>ACTION>GRADE>REFERENT	DIES · GEBEN · LÄNGER · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0959	f81v	f81v.11	qoky	OK+Y	ACTION+REFERENT	ACTION>REFERENT	SETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0960	f81v	f81v.11	oky	OK+Y	ACTION+REFERENT	ACTION>REFERENT	SETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0961	f81v	f81v.11	lky	L+K+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	LEITEN · GEBEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0962	f81v	f81v.11	olchy	OL+CH+Y	ORDER+ACTION+REFERENT	ORDER>ACTION>REFERENT	FORTSETZEN · NEHMEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0963	f81v	f81v.11	ky	K+Y	ACTION+REFERENT	ACTION>REFERENT	GEBEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0964	f81v	f81v.11	dsholyd	D_ADDR+SH+OL+Y+D_ADDR	ARGUMENT+ACTION+ORDER+REFERENT+ARGUMENT	ARGUMENT>ACTION>ORDER>REFERENT>ARGUMENT	TEIL · HALTEN · FORTSETZEN · DIES · TEIL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0965	f81v	f81v.12	qol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0966	f81v	f81v.12	ol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0967	f81v	f81v.12	chdy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0968	f81v	f81v.12	shedy	SHED+DY	ACTION+CLOSE	ACTION>CLOSE	ABSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0969	f81v	f81v.12	qokedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0970	f81v	f81v.12	ytedy	Y+T+E+DY	REFERENT+ACTION+GRADE+CLOSE	REFERENT>ACTION>GRADE>CLOSE	DIES · EINSTELLEN · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0971	f81v	f81v.12	chetedy	CH+E+T+E+D_ADDR+Y	ACTION+GRADE+ACTION+GRADE+ARGUMENT+REFERENT	ACTION>GRADE>ACTION>GRADE>ARGUMENT>REFERENT	NEHMEN · KURZ · EINSTELLEN · KURZ · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0972	f81v	f81v.12	lkedey	L+K+E+D_ADDR+E+Y	ACTION+ACTION+GRADE+ARGUMENT+GRADE+REFERENT	ACTION>GRADE>ARGUMENT>GRADE>REFERENT	LEITEN · GEBEN · KURZ · TEIL · KURZ · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0973	f81v	f81v.12	ytedy	Y+T+E+DY	REFERENT+ACTION+GRADE+CLOSE	REFERENT>ACTION>GRADE>CLOSE	DIES · EINSTELLEN · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0974	f81v	f81v.13	ykeshey	Y+K+E+SH+E+Y	REFERENT+ACTION+GRADE+ACTION+GRADE+REFERENT	REFERENT>ACTION>GRADE>ACTION>GRADE>REFERENT	DIES · GEBEN · KURZ · HALTEN · KURZ · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0975	f81v	f81v.13	dchsed	D_ADDR+CH+S+E+D_ADDR	ARGUMENT+ACTION+ACTION+GRADE+ARGUMENT	ARGUMENT>ACTION>GRADE>ARGUMENT	TEIL · NEHMEN · AUSWÄHLEN · KURZ · TEIL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0976	f81v	f81v.13	ytedy	Y+T+E+DY	REFERENT+ACTION+GRADE+CLOSE	REFERENT>ACTION>GRADE>CLOSE	DIES · EINSTELLEN · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0977	f81v	f81v.13	ytedy	Y+T+E+DY	REFERENT+ACTION+GRADE+CLOSE	REFERENT>ACTION>GRADE>CLOSE	DIES · EINSTELLEN · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0978	f81v	f81v.13	dar	D_ADDR+AR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · QUELLE	LEARNED_FORMULA_CARD
P912-E0979	f81v	f81v.13	ykeday	Y+K+E+DA+Y	REFERENT+ACTION+GRADE+GRADE+REFERENT	REFERENT>ACTION>GRADE>REFERENT	DIES · GEBEN · KURZ · ZWEIT · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0980	f81v	f81v.13	qoty	OT+Y	ORDER+REFERENT	ORDER>REFERENT	DANACH · DIES	LEARNED_FORMULA_CARD
P912-E0981	f81v	f81v.13	ykedy	Y+K+E+DY	REFERENT+ACTION+GRADE+CLOSE	REFERENT>ACTION>GRADE>CLOSE	DIES · GEBEN · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0982	f81v	f81v.13	okal	OK+AL	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · ZIEL	LEARNED_FORMULA_CARD
P912-E0983	f81v	f81v.14	dshedy	SH+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	HALTEN · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0984	f81v	f81v.14	ykeedy	Y+K+EE+D_ADDR+Y	REFERENT+ACTION+GRADE+ARGUMENT+REFERENT	REFERENT>ACTION>GRADE>ARGUMENT>REFERENT	DIES · GEBEN · LÄNGER · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0985	f81v	f81v.14	sheeky	SH+EE+K+Y	ACTION+GRADE+ACTION+REFERENT	ACTION>GRADE>ACTION>REFERENT	HALTEN · LÄNGER · GEBEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0986	f81v	f81v.14	daiin	AIIN	ARGUMENT	ARGUMENT	SOLLWERT	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0987	f81v	f81v.14	okedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0988	f81v	f81v.14	qokeed	OK+EE+D_ADDR	ACTION+GRADE+ARGUMENT	ACTION>GRADE>ARGUMENT	SETZEN · LÄNGER · TEIL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0989	f81v	f81v.14	qokedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E0990	f81v	f81v.14	lchpchdy	L+CH+P+CHD+Y	ACTION+ACTION+ACTION+ACTION+REFERENT	ACTION>REFERENT	LEITEN · NEHMEN · EINSETZEN · UMSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0991	f81v	f81v.15	qokal	OK+AL	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · ZIEL	LEARNED_FORMULA_CARD
P912-E0992	f81v	f81v.15	chedy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0993	f81v	f81v.15	ol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0994	f81v	f81v.15	sheey	SH+EE+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	HALTEN · LÄNGER · DIES	LEARNED_FORMULA_CARD
P912-E0995	f81v	f81v.15	salshcthdy	S+A_ADDR+LSH+CTH+D_ADDR+Y	ACTION+ARGUMENT+ACTION+ACTION+ARGUMENT+REFERENT	ACTION>ARGUMENT>ACTION>ARGUMENT>REFERENT	AUSWÄHLEN · ORT · SPÜLEN · BEREIT · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0996	f81v	f81v.15	qofchedy	CARRIER_Q+O+LOCAL_CHAR_F+CHD+Y	FRAME+ACTION+ARGUMENT+ACTION+REFERENT	FRAME>ACTION>ARGUMENT>ACTION>REFERENT	BEGINNEN · AUSFÜHREN · NEBENWEG · UMSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0997	f81v	f81v.15	r	R	ACTION	ACTION	MARKIEREN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E0998	f81v	f81v.15	chedy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E0999	f81v	f81v.15	ltary	L+T+AR+Y	ACTION+ACTION+ARGUMENT+REFERENT	ACTION>ARGUMENT>REFERENT	LEITEN · EINSTELLEN · QUELLE · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1000	f81v	f81v.16	lor	L+OR	ACTION+ARGUMENT	ACTION>ARGUMENT	LEITEN · SATZ	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1001	f81v	f81v.16	shedy	SHED+DY	ACTION+CLOSE	ACTION>CLOSE	ABSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1002	f81v	f81v.16	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	FRAME+ACTION+GRADE+ARGUMENT+REFERENT	FRAME>ACTION>GRADE>ARGUMENT>REFERENT	BEGINNEN · AUSFÜHREN · LÄNGER · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1003	f81v	f81v.16	ol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1004	f81v	f81v.16	chy	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1005	f81v	f81v.16	rshdy	R+SH+D_ADDR+Y	ACTION+ACTION+ARGUMENT+REFERENT	ACTION>ARGUMENT>REFERENT	MARKIEREN · HALTEN · TEIL · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1006	f81v	f81v.16	lshedy	LSH+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SPÜLEN · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1007	f81v	f81v.16	dar	D_ADDR+AR	ARGUMENT+ARGUMENT	ARGUMENT	TEIL · QUELLE	LEARNED_FORMULA_CARD
P912-E1008	f81v	f81v.16	chdy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E1009	f81v	f81v.16	pchdy	P+CHD+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	EINSETZEN · UMSETZEN · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1010	f81v	f81v.17	sshkchdy	SH+K+CHD+DY	ACTION+ACTION+ACTION+CLOSE	ACTION>CLOSE	HALTEN · GEBEN · UMSETZEN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1011	f81v	f81v.17	chedy	CHD+Y	ACTION+REFERENT	ACTION>REFERENT	UMSETZEN · DIES	LEARNED_FORMULA_CARD
P912-E1012	f81v	f81v.17	ol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1013	f81v	f81v.17	shedy	SHED+DY	ACTION+CLOSE	ACTION>CLOSE	ABSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1014	f81v	f81v.17	qolchedy	OL+CHD+DY	ORDER+ACTION+CLOSE	ORDER>ACTION>CLOSE	FORTSETZEN · UMSETZEN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1015	f81v	f81v.17	qokain	OK+AIN	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · EINHEIT	LEARNED_FORMULA_CARD
P912-E1016	f81v	f81v.17	ckhy	CKH+Y	ACTION+REFERENT	ACTION>REFERENT	DURCHLASS · DIES	LEARNED_FORMULA_CARD
P912-E1017	f81v	f81v.17	dl	L	ACTION	ACTION	LEITEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1018	f81v	f81v.17	ral	R+AL	ACTION+ARGUMENT	ACTION>ARGUMENT	MARKIEREN · ZIEL	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1019	f81v	f81v.18	qokchdy	OK+CHD+DY	ACTION+ACTION+CLOSE	ACTION>CLOSE	SETZEN · UMSETZEN · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1020	f81v	f81v.18	chey	Y	REFERENT	REFERENT	DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1021	f81v	f81v.18	ol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1022	f81v	f81v.18	cheky	CHK+E+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	BEHANDELN · KURZ · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1023	f81v	f81v.18	ol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1024	f81v	f81v.18	shedy	SHED+DY	ACTION+CLOSE	ACTION>CLOSE	ABSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1025	f81v	f81v.18	qokedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1026	f81v	f81v.18	qokedy	OK+E+DY	ACTION+GRADE+CLOSE	ACTION>GRADE>CLOSE	SETZEN · KURZ · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1027	f81v	f81v.18	chckhy	CKH+Y	ACTION+REFERENT	ACTION>REFERENT	DURCHLASS · DIES	LEARNED_FORMULA_CARD
P912-E1028	f81v	f81v.18	qoky	OK+Y	ACTION+REFERENT	ACTION>REFERENT	SETZEN · DIES	LEARNED_FORMULA_CARD
P912-E1029	f81v	f81v.19	solkeey	SOLK+EE+Y	ACTION+GRADE+REFERENT	ACTION>GRADE>REFERENT	AUFFANGEN · LÄNGER · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1030	f81v	f81v.19	ol	OL	ORDER	ORDER	FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1031	f81v	f81v.19	shedy	SHED+DY	ACTION+CLOSE	ACTION>CLOSE	ABSETZEN · SCHLIESSEN	LEARNED_FORMULA_CARD
P912-E1032	f81v	f81v.19	qokar	OK+AR	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · QUELLE	LEARNED_FORMULA_CARD
P912-E1033	f81v	f81v.19	shckhy	SH+CKH+Y	ACTION+ACTION+REFERENT	ACTION>REFERENT	HALTEN · DURCHLASS · DIES	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1034	f81v	f81v.19	dedy	D_ADDR+E+DY	ARGUMENT+GRADE+CLOSE	ARGUMENT>GRADE>CLOSE	TEIL · KURZ · SCHLIESSEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
P912-E1035	f81v	f81v.19	qokar	OK+AR	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · QUELLE	LEARNED_FORMULA_CARD
P912-E1036	f81v	f81v.19	qokal	OK+AL	ACTION+ARGUMENT	ACTION>ARGUMENT	SETZEN · ZIEL	LEARNED_FORMULA_CARD
P912-E1037	f81v	f81v.19	dol	D_ADDR+OL	ARGUMENT+ORDER	ARGUMENT>ORDER	TEIL · FORTSETZEN	PRODUCTIVE_ABBREVIATION_COMPOSITION
