target_recipe	target_is_exact_catalog_key	target_identity_route	source_neighbor_edge_count	distinct_source_recipe_count	source_recipes	mutation_families	unique_sampled_context_count	sampled_page_count	sampled_pages	green_context_count	amber_context_count	stop_context_count	observed_context_robustness	stop_factor_rules	deck_instruction	identity_is_not_inferred_from_robustness	occurrence_is_not_predicted_from_robustness
E+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+S+E+DY	ATOM_DELETION	1	1	f56r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+E+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+K+E+Y	ADJACENT_SWAP	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+S+E+S	ATOM_DELETION	1	1	f81r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+E+S+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+S+E+DY	ADJACENT_SWAP	1	1	f56r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+E+S+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+S+E+S	ADJACENT_SWAP	1	1	f81r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:S>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
E+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+K+E+Y	ATOM_DELETION	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+EEE+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+T+EEE+Y	ADJACENT_SWAP	1	1	f72r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+EEE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+T+EEE+Y	ATOM_DELETION	1	1	f72r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	E+K+Y|E+S|SH+E+K	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	5	4	f1r|f67r2|f81v|f89r	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	CARRIER_Q+E+K+AIIN|E+K+Y|SH+E+K+AIIN	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	3	3	f83r|f89r|f95v	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	E+K+Y|O+E+K+AIN	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	2	2	f67r2|f89r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	SH+E+K+AL	ATOM_DELETION	1	1	f81v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+CH+E+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	ADJACENT_SWAP	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	K+E+DY	ADJACENT_SWAP	1	1	f82r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+E	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+K+E+Y	ATOM_DELETION	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+E+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+K+E+Y	SAME_CLASS_SUBSTITUTION	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+E+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+K+E+Y	SAME_CLASS_SUBSTITUTION	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+E+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	ATOM_DELETION	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+S+E+DY	SAME_CLASS_SUBSTITUTION	1	1	f56r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+E+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	SH+E+K+E+D_ADDR+Y	ATOM_DELETION	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+E+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+E+OL	ATOM_DELETION	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+E+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+K+E+Y	SAME_CLASS_SUBSTITUTION	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+S+E+S	SAME_CLASS_SUBSTITUTION	1	1	f81r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+EE+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	Y+E+K+EE+S	ATOM_DELETION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+EE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CARRIER_Q+E+K+EE+Y|E+K+E+Y	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	2	2	f82r|f83r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+EEE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	E+K+E+Y|E+T+EEE+Y	SAME_CLASS_SUBSTITUTION	2	2	f72r|f83r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+K+E+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+CH+K+E+AR	SAME_CLASS_SUBSTITUTION	1	1	f68r1	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:K>K	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
E+K+O+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	K+E+O+AL	ADJACENT_SWAP	1	1	f72r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+O+IIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	SH+E+K+O+IIN	ATOM_DELETION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	K+E+OL	ADJACENT_SWAP	4	4	f24v|f56r|f88r|f89r	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	E+K+Y|K+E+OR|SH+E+K+OR	ADJACENT_SWAP|ATOM_DELETION|SAME_CLASS_SUBSTITUTION	3	3	f71v|f88r|f89r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+SH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	SH+E+K+SH+E+Y	ATOM_DELETION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+SH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	K+E+SH+Y|O+E+K+SH+Y	ADJACENT_SWAP|ATOM_DELETION	2	2	f75r|f95v	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+S_ADDR+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	K+E+S_ADDR+D_ADDR	ADJACENT_SWAP	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+Y	YES	IDENTITY_EXACT_OBSERVED	4	4	E+K+E+Y|E+T+Y|K+E+Y|SH+E+K+Y	ADJACENT_SWAP|ATOM_DELETION|SAME_CLASS_SUBSTITUTION	7	7	f10r|f1r|f71v|f82r|f83r|f88v|f95v	7	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+Y+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	SH+E+K+Y+DY	ATOM_DELETION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+K+Y+E	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+K+E+Y	ADJACENT_SWAP	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+LOCAL_CHAR_F+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+LOCAL_CHAR_F+AR	ATOM_DELETION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+LOCAL_CHAR_G	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+LOCAL_CHAR_G	ATOM_DELETION	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O	YES	IDENTITY_EXACT_OBSERVED	5	5	CH+E+O|OK+E+O|OT+E+O|SH+E+O|T+E+O	ATOM_DELETION	24	7	f1r|f67r2|f71v|f72r|f76r|f88v|f89r	24	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	4	4	CH+E+O+AL|K+E+O+AL|OK+E+O+AL|SH+E+O+AL	ATOM_DELETION	5	2	f72r|f89r	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+AM_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	CH+E+O+AM_ADDR|OK+E+O+AM_ADDR|SH+E+O+AM_ADDR	ATOM_DELETION	7	3	f88r|f88v|f89r	7	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CH+E+O+AR|O+E+AR	ADJACENT_SWAP|ATOM_DELETION	2	2	f55v|f67r2	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+CH+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CH+E+O+CH+K+Y|O+E+CH+K+Y	ADJACENT_SWAP|ATOM_DELETION	3	2	f88v|f89r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+CH+P+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+CH+P+Y	ATOM_DELETION	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+CH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OK+E+O+CH+Y	ATOM_DELETION	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	OT+E+O+DY|T+E+O+DY	ATOM_DELETION	2	2	f1r|f88v	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+D_ADDR+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CH+E+O+D_ADDR+AIN|O+E+D_ADDR+AIN	ADJACENT_SWAP|ATOM_DELETION	2	2	f55v|f89r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+D_ADDR+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+E+O+D_ADDR+AL	ATOM_DELETION	2	2	f72r|f88v	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+D_ADDR+AL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OK+E+O+D_ADDR+AL+Y	ATOM_DELETION	2	2	f71v|f72r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+D_ADDR+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OT+E+O+D_ADDR+AR	ATOM_DELETION	3	2	f71v|f72r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	OK+E+O+D_ADDR+Y|SH+E+O+D_ADDR+Y	ATOM_DELETION	17	7	f55v|f67r2|f72r|f88r|f88v|f89r|f95v	17	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+K	ATOM_DELETION	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+K+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+AIN	ADJACENT_SWAP	1	1	f67r2	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+K+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+K+AL	ATOM_DELETION	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+K+AM_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+K+AM_ADDR	ATOM_DELETION	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+K+E+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+E+OL	ADJACENT_SWAP	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+K+EE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OT+E+O+K+EE+Y	ATOM_DELETION	2	2	f71v|f72r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+K+OR+CH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+K+OR+CH+E+Y	ATOM_DELETION	1	1	f68r1	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+K+SH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+K+SH+Y	ADJACENT_SWAP	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+K+Y	ATOM_DELETION	4	3	f72r|f82r|f89r	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+L	ATOM_DELETION	29	11	f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r	29	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+L+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+L+S	ATOM_DELETION	1	1	f71v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+L+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+L+Y	ATOM_DELETION	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+LOCAL_CHAR_J+A_ADDR+AM_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+LOCAL_CHAR_J+A_ADDR+AM_ADDR	ATOM_DELETION	1	1	f88r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+OR	ADJACENT_SWAP	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+P+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+P+AIIN	ADJACENT_SWAP	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+R	ATOM_DELETION	16	8	f68r1|f71v|f72r|f76r|f82r|f88r|f88v|f89r	16	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+R+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+R+OL	ATOM_DELETION	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	CH+E+O+S|OK+E+O+S|SH+E+O+S	ATOM_DELETION	7	6	f67r2|f72r|f88r|f88v|f89r|f95v	7	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+S+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OK+E+O+S+AR	ATOM_DELETION	1	1	f71v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+S+E+AR+LOCAL_CHAR_I+E+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	O+E+S+E+AR+LOCAL_CHAR_I+E+S	ADJACENT_SWAP	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+SH+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OT+E+O+SH+AR	ATOM_DELETION	1	1	f71v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+S_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OT+E+O+S_ADDR	ATOM_DELETION	7	3	f1r|f72r|f89r	7	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+T+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+E+O+T+E+Y	ATOM_DELETION	1	1	f88r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+O+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	CH+E+O+Y|OK+E+O+Y|OT+E+O+Y	ATOM_DELETION	19	6	f55v|f72r|f82r|f88r|f88v|f89r	19	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+OK	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	E+S	SAME_CLASS_SUBSTITUTION	2	2	f1r|f67r2	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+OK+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OK+E+AL	ADJACENT_SWAP	1	1	f83r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+OK+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OK+E+AR	ADJACENT_SWAP	1	1	f77r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+OK+AR+CH+E+O+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OK+E+AR+CH+E+O+L	ADJACENT_SWAP	1	1	f88v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+OK+CHD+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OK+E+CHD+DY	ADJACENT_SWAP	2	2	f75r|f81r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+OK+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OK+E+DY	ADJACENT_SWAP	25	9	f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	25	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+OK+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OK+E+D_ADDR	ADJACENT_SWAP	3	2	f75r|f76r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+OK+D_ADDR+AL+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OK+E+D_ADDR+AL+OR	ADJACENT_SWAP	1	1	f76r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
E+OK+D_ADDR+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OK+E+D_ADDR+AR	ADJACENT_SWAP	1	1	f76r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
