dictionary_entry_id	surfaces	component_recipe	abstract_composition_de	workshop_prose_composition_de	owner_address_composition_de	observed_events	physical_pages	registers	observed_channel	observed_channel_reading_de	composition_status
P912-D1233	t	T	EINSTELLUNG	Arbeitsgang einstellen	Platz oder Wert einstellen	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang einstellen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1032	r	R	MARKE	Zustand kennzeichnen	Zustandsmarke	2	f56r	HERBAL	WORKSHOP_PROSE	Zustand kennzeichnen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0425	kcheey	K+CH+EE+Y	ZUORDNUNG → AUSWAHL_ENTNAHME → GRAD_2 → REFERENT	Material zugeben; bezeichneten Anteil entnehmen; länger oder gehalten; dieser Arbeitsgegenstand	Wert zuordnen; Klasse oder Figur kennzeichnen; zweiter Grad; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	Material zugeben; bezeichneten Anteil entnehmen; länger oder gehalten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0273	cthol	CTH+OL	BEREITSTATUS → FORTSETZUNG	bis bereit führen; im selben Arbeitsgang fortfahren	Bereitschaftsklasse; dieselbe Reihe fortführen	1	f56r	HERBAL	WORKSHOP_PROSE	bis bereit führen; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0230	chos	CH+O+S	AUSWAHL_ENTNAHME → LAUF → AUSWAHL	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen	Klasse oder Figur kennzeichnen; Reihe aufrufen; Bildklasse auswählen	1	f56r	HERBAL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1107	sh	SH	HALTEN	Arbeitsgegenstand halten	Bezug festhalten	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgegenstand halten	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0426	kchey	K+CH+E+Y	ZUORDNUNG → AUSWAHL_ENTNAHME → GRAD_1 → REFERENT	Material zugeben; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Wert zuordnen; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	Material zugeben; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0974	qokokchy	OK+OK+CH+Y	AKTIVIEREN → AKTIVIEREN → AUSWAHL_ENTNAHME → REFERENT	Arbeitsgang ansetzen; Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Bildplatz aktivieren; Bildplatz aktivieren; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0204	chokcheo	OK+CHEO	AKTIVIEREN → LOKALINHALT	Arbeitsgang ansetzen; Auszug	Bildplatz aktivieren; lokaler Eintrag	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; Auszug	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0420	kchal	K+CH+AL	ZUORDNUNG → AUSWAHL_ENTNAHME → ZIEL	Material zugeben; bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	Wert zuordnen; Klasse oder Figur kennzeichnen; Zielplatz	1	f56r	HERBAL	WORKSHOP_PROSE	Material zugeben; bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0236	chotol	CH+OT+OL	AUSWAHL_ENTNAHME → NAECHSTER → FORTSETZUNG	bezeichneten Anteil entnehmen; danach oder nächster Posten; im selben Arbeitsgang fortfahren	Klasse oder Figur kennzeichnen; nächster Bildplatz; dieselbe Reihe fortführen	1	f56r	HERBAL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; danach oder nächster Posten; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1245	tcho	T+CH+O	EINSTELLUNG → AUSWAHL_ENTNAHME → LAUF	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen	Platz oder Wert einstellen; Klasse oder Figur kennzeichnen; Reihe aufrufen	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0421	kcharg	K+CH+AR+LOCAL_CHAR_G	ZUORDNUNG → AUSWAHL_ENTNAHME → QUELLE → G-LOKALZEICHEN	Material zugeben; bezeichneten Anteil entnehmen; Entnahmestelle; lokales Schreibzeichen	Wert zuordnen; Klasse oder Figur kennzeichnen; Quell- oder Bezugsstelle; lokales Bildzeichen	1	f56r	HERBAL	WORKSHOP_PROSE	Material zugeben; bezeichneten Anteil entnehmen; Entnahmestelle; lokales Schreibzeichen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0944	qokcheey	OK+CH+EE+Y	AKTIVIEREN → AUSWAHL_ENTNAHME → GRAD_2 → REFERENT	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; länger oder gehalten; dieser Arbeitsgegenstand	Bildplatz aktivieren; Klasse oder Figur kennzeichnen; zweiter Grad; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; länger oder gehalten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1104	schey	S+CH+E+Y	AUSWAHL → AUSWAHL_ENTNAHME → GRAD_1 → REFERENT	Arbeitsvariante auswählen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Bildklasse auswählen; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsvariante auswählen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0207	chokchy	OK+CH+Y	AKTIVIEREN → AUSWAHL_ENTNAHME → REFERENT	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Bildplatz aktivieren; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0428	kchoar	K+CH+O+AR	ZUORDNUNG → AUSWAHL_ENTNAHME → LAUF → QUELLE	Material zugeben; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Entnahmestelle	Wert zuordnen; Klasse oder Figur kennzeichnen; Reihe aufrufen; Quell- oder Bezugsstelle	1	f56r	HERBAL	WORKSHOP_PROSE	Material zugeben; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1222	sotodan	S+OT+O+D_ADDR+AN	AUSWAHL → NAECHSTER → LAUF → UNTERADRESSE → ZUSATZ	Arbeitsvariante auswählen; danach oder nächster Posten; Arbeitsgang ausführen; bezeichneter Teil; weiteren Posten zugeben	Bildklasse auswählen; nächster Bildplatz; Reihe aufrufen; Unterplatz; zusätzlicher Eintrag	1	f56r	HERBAL	WORKSHOP_PROSE	Arbeitsvariante auswählen; danach oder nächster Posten; Arbeitsgang ausführen; bezeichneter Teil; weiteren Posten zugeben	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0794	otchey	OT+Y	NAECHSTER → REFERENT	danach oder nächster Posten; dieser Arbeitsgegenstand	nächster Bildplatz; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	danach oder nächster Posten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0439	keol	K+E+OL	ZUORDNUNG → GRAD_1 → FORTSETZUNG	Material zugeben; kurz oder direkt; im selben Arbeitsgang fortfahren	Wert zuordnen; erster Grad; dieselbe Reihe fortführen	1	f56r	HERBAL	WORKSHOP_PROSE	Material zugeben; kurz oder direkt; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0423	kchedykary	K+CHD+Y+K+AR+Y	ZUORDNUNG → WECHSEL → REFERENT → ZUORDNUNG → QUELLE → REFERENT	Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle; dieser Arbeitsgegenstand	Wert zuordnen; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz; Wert zuordnen; Quell- oder Bezugsstelle; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0625	okeey	OK+EE+Y	AKTIVIEREN → GRAD_2 → REFERENT	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	Bildplatz aktivieren; zweiter Grad; dieser Bildplatz	4	f75r,f81v	BIOLOGICAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0940	qokar	OK+AR	AKTIVIEREN → QUELLE	Arbeitsgang ansetzen; Entnahmestelle	Bildplatz aktivieren; Quell- oder Bezugsstelle	8	f75r,f81v,f82r	BIOLOGICAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1189	shyk	Y+K	REFERENT → ZUORDNUNG	dieser Arbeitsgegenstand; Material zugeben	dieser Bildplatz; Wert zuordnen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0107	chedy	CHD+Y	WECHSEL → REFERENT	Arbeitsgut umsetzen; dieser Arbeitsgegenstand	zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	39	f75r,f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	Arbeitsgut umsetzen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1011	qotar	OT+AR	NAECHSTER → QUELLE	danach oder nächster Posten; Entnahmestelle	nächster Bildplatz; Quell- oder Bezugsstelle	4	f75r,f83r	BIOLOGICAL	WORKSHOP_PROSE	danach oder nächster Posten; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1132	shedy	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Absetzklasse; Bildeintrag schließen	46	f75r,f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	absetzen lassen; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0297	dain	AIN	EINHEIT	Portion	Einheit oder Index	13	f75r,f81v,f83r	BIOLOGICAL	WORKSHOP_PROSE	Portion	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1161	shey	SH+E+Y	HALTEN → GRAD_1 → REFERENT	Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; dieser Bildplatz	20	f75r,f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0505	ly	L+Y	VERBINDUNG → REFERENT	entlang des Arbeitswegs führen; dieser Arbeitsgegenstand	Bildverbindung; dieser Bildplatz	2	f75r,f81v	BIOLOGICAL	WORKSHOP_PROSE	entlang des Arbeitswegs führen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1225	ssheol	S+SH+E+OL	AUSWAHL → HALTEN → GRAD_1 → FORTSETZUNG	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren	Bildklasse auswählen; Bezug festhalten; erster Grad; dieselbe Reihe fortführen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0987	qoldy	OL+DY	FORTSETZUNG → ABSCHLUSS	im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	dieselbe Reihe fortführen; Bildeintrag schließen	2	f75r,f81v	BIOLOGICAL	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0110	chedykar	CHD+Y+K+AR	WECHSEL → REFERENT → ZUORDNUNG → QUELLE	Arbeitsgut umsetzen; dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle	zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz; Wert zuordnen; Quell- oder Bezugsstelle	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	Arbeitsgut umsetzen; dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0132	chekeedy	CHK+EE+DY	BEHANDLUNG → GRAD_2 → ABSCHLUSS	Arbeitsgegenstand behandeln; länger oder gehalten; Arbeitsschritt schließen	Behandlungsklasse; zweiter Grad; Bildeintrag schließen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	Arbeitsgegenstand behandeln; länger oder gehalten; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1050	ror	R+OR	MARKE → EINTRAG	Zustand kennzeichnen; Ansatz oder Zubereitung	Zustandsmarke; Eintragsklasse	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	Zustand kennzeichnen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0933	qokain	OK+AIN	AKTIVIEREN → EINHEIT	Arbeitsgang ansetzen; Portion	Bildplatz aktivieren; Einheit oder Index	29	f75r,f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; Portion	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0063	chal	CH+AL	AUSWAHL_ENTNAHME → ZIEL	bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	Klasse oder Figur kennzeichnen; Zielplatz	2	f75r,f81v	BIOLOGICAL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Ziel- oder Anschlussstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0746	orchey	OR+Y	EINTRAG → REFERENT	Ansatz oder Zubereitung; dieser Arbeitsgegenstand	Eintragsklasse; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	Ansatz oder Zubereitung; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0908	qey	E+Y	GRAD_1 → REFERENT	kurz oder direkt; dieser Arbeitsgegenstand	erster Grad; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0411	kain	K+AIN	ZUORDNUNG → EINHEIT	Material zugeben; Portion	Wert zuordnen; Einheit oder Index	4	f75r,f81v,f83r	BIOLOGICAL	WORKSHOP_PROSE	Material zugeben; Portion	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1136	sheeky	SH+EE+K+Y	HALTEN → GRAD_2 → ZUORDNUNG → REFERENT	Arbeitsgegenstand halten; länger oder gehalten; Material zugeben; dieser Arbeitsgegenstand	Bezug festhalten; zweiter Grad; Wert zuordnen; dieser Bildplatz	2	f75r,f81v	BIOLOGICAL	WORKSHOP_PROSE	Arbeitsgegenstand halten; länger oder gehalten; Material zugeben; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0501	ltain	L+T+AIN	VERBINDUNG → EINSTELLUNG → EINHEIT	entlang des Arbeitswegs führen; Arbeitsgang einstellen; Portion	Bildverbindung; Platz oder Wert einstellen; Einheit oder Index	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Arbeitsgang einstellen; Portion	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0696	olkar	SOLK+AR	SAMMELSTELLE → QUELLE	auffangen; Entnahmestelle	Sammelstelle; Quell- oder Bezugsstelle	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	auffangen; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0737	or	OR	EINTRAG	Ansatz oder Zubereitung	Eintragsklasse	7	f75r,f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0282	dackhy	DA+CKH+Y	STUFE_2 → DURCHLASS → REFERENT	zweite Arbeitsstufe; durch einen Durchlass führen; dieser Arbeitsgegenstand	zweite Bildstufe; Verbindung oder Durchlass; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	zweite Arbeitsstufe; durch einen Durchlass führen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0476	lkamo	L+K+AM_ADDR+O	VERBINDUNG → ZUORDNUNG → INNENADRESSE → LAUF	entlang des Arbeitswegs führen; Material zugeben; Innenstelle; Arbeitsgang ausführen	Bildverbindung; Wert zuordnen; Innenplatz; Reihe aufrufen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Material zugeben; Innenstelle; Arbeitsgang ausführen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1327	ykeey	Y+K+EE+Y	REFERENT → ZUORDNUNG → GRAD_2 → REFERENT	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; zweiter Grad; dieser Bildplatz	3	f75r,f81v,f82r	BIOLOGICAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0499	lshey	L+SH+E+Y	VERBINDUNG → HALTEN → GRAD_1 → REFERENT	entlang des Arbeitswegs führen; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Bildverbindung; Bezug festhalten; erster Grad; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0413	kal	K+AL	ZUORDNUNG → ZIEL	Material zugeben; Ziel- oder Anschlussstelle	Wert zuordnen; Zielplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	Material zugeben; Ziel- oder Anschlussstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0389	dy	Y	REFERENT	dieser Arbeitsgegenstand	dieser Bildplatz	16	f75r,f81v,f82r	BIOLOGICAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0567	ok	OK	AKTIVIEREN	Arbeitsgang ansetzen	Bildplatz aktivieren	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	Arbeitsgang ansetzen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0955	qokeedy	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Bildplatz aktivieren; zweiter Grad; Bildeintrag schließen	38	f75r,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0417	kar	K+AR	ZUORDNUNG → QUELLE	Material zugeben; Entnahmestelle	Wert zuordnen; Quell- oder Bezugsstelle	3	f75r,f81v	BIOLOGICAL	WORKSHOP_PROSE	Material zugeben; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0166	chey	Y	REFERENT	dieser Arbeitsgegenstand	dieser Bildplatz	19	f75r,f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0255	ckhey	CKH+E+Y	DURCHLASS → GRAD_1 → REFERENT	durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	Verbindung oder Durchlass; erster Grad; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1031	r	R	MARKE	Zustand kennzeichnen	Zustandsmarke	7	f75r,f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	Zustand kennzeichnen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0008	ain	AIN	EINHEIT	Portion	Einheit oder Index	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	Portion	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0673	ol	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	dieselbe Reihe fortführen	30	f75r,f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0715	olsheedy	OL+SH+EE+DY	FORTSETZUNG → HALTEN → GRAD_2 → ABSCHLUSS	im selben Arbeitsgang fortfahren; Arbeitsgegenstand halten; länger oder gehalten; Arbeitsschritt schließen	dieselbe Reihe fortführen; Bezug festhalten; zweiter Grad; Bildeintrag schließen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Arbeitsgegenstand halten; länger oder gehalten; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0962	qokeey	OK+EE+Y	AKTIVIEREN → GRAD_2 → REFERENT	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	Bildplatz aktivieren; zweiter Grad; dieser Bildplatz	18	f75r,f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0980	qoky	OK+Y	AKTIVIEREN → REFERENT	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Bildplatz aktivieren; dieser Bildplatz	20	f75r,f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0886	pcheykeeor	P+Y+K+EE+OR	EINSETZUNG → REFERENT → ZUORDNUNG → GRAD_2 → EINTRAG	Material einsetzen; dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Ansatz oder Zubereitung	Platz besetzen; dieser Bildplatz; Wert zuordnen; zweiter Grad; Eintragsklasse	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	Material einsetzen; dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0704	olky	SOLK+Y	SAMMELSTELLE → REFERENT	auffangen; dieser Arbeitsgegenstand	Sammelstelle; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	auffangen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0321	dar	D_ADDR+AR	UNTERADRESSE → QUELLE	bezeichneter Teil; Entnahmestelle	Unterplatz; Quell- oder Bezugsstelle	14	f75r,f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	bezeichneter Teil; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0640	okey	OK+E+Y	AKTIVIEREN → GRAD_1 → REFERENT	Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	Bildplatz aktivieren; erster Grad; dieser Bildplatz	2	f75r,f82r	BIOLOGICAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0081	chcthy	CH+CTH+Y	AUSWAHL_ENTNAHME → BEREITSTATUS → REFERENT	bezeichneten Anteil entnehmen; bis bereit führen; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; Bereitschaftsklasse; dieser Bildplatz	3	f75r,f81v	BIOLOGICAL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; bis bereit führen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0883	pchedy	P+CHD+DY	EINSETZUNG → WECHSEL → ABSCHLUSS	Material einsetzen; Arbeitsgut umsetzen; Arbeitsschritt schließen	Platz besetzen; zu Gegen- oder Folgeplatz wechseln; Bildeintrag schließen	5	f75r,f81v,f82r	BIOLOGICAL	WORKSHOP_PROSE	Material einsetzen; Arbeitsgut umsetzen; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0978	qokshdy	OK+SH+DY	AKTIVIEREN → HALTEN → ABSCHLUSS	Arbeitsgang ansetzen; Arbeitsgegenstand halten; Arbeitsschritt schließen	Bildplatz aktivieren; Bezug festhalten; Bildeintrag schließen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	Arbeitsgang ansetzen; Arbeitsgegenstand halten; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1357	ytain	Y+T+AIN	REFERENT → EINSTELLUNG → EINHEIT	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Portion	dieser Bildplatz; Platz oder Wert einstellen; Einheit oder Index	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Portion	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0247	chy	Y	REFERENT	dieser Arbeitsgegenstand	dieser Bildplatz	4	f75r,f81v	BIOLOGICAL	WORKSHOP_PROSE	dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
