event_id	dictionary_entry_id	physical_page	locus	surface	channel	visible_owner_de	component_recipe	abstract_composition_de	register_composition_de	current_fluent_or_address_de
P912-E0780	P912-D0952	f75r	f75r.38	qokedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+DY	AKTIVIEREN → GRAD_1 → ABSCHLUSS	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsschritt schließen	Kurz ansetzen; fertig.
P912-E0781	P912-D0952	f75r	f75r.38	qokedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+DY	AKTIVIEREN → GRAD_1 → ABSCHLUSS	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsschritt schließen	Kurz ansetzen; fertig.
P912-E0782	P912-D0955	f75r	f75r.38	qokeedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger ansetzen; fertig.
P912-E0783	P912-D0474	f75r	f75r.38	ldy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	L+DY	VERBINDUNG → ABSCHLUSS	entlang des Arbeitswegs führen; Arbeitsschritt schließen	In den nächsten Lauf weiterarbeiten; fertig.
P912-E0784	P912-D1350	f75r	f75r.39	yshedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	Y+SH+E+DY	REFERENT → HALTEN → GRAD_1 → ABSCHLUSS	dieser Arbeitsgegenstand; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen	Diesen Posten kurz halten; fertig.
P912-E0785	P912-D0955	f75r	f75r.39	qokeedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger ansetzen; fertig.
P912-E0786	P912-D0955	f75r	f75r.39	qokeedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger ansetzen; fertig.
P912-E0787	P912-D0699	f75r	f75r.39	olkeedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SOLK+EE+DY	SAMMELSTELLE → GRAD_2 → ABSCHLUSS	auffangen; länger oder gehalten; Arbeitsschritt schließen	Länger auffangen; fertig.
P912-E0788	P912-D0837	f75r	f75r.39	otey	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+E+Y	NAECHSTER → GRAD_1 → REFERENT	danach oder nächster Posten; kurz oder direkt; dieser Arbeitsgegenstand	Danach weiter diesen Posten kurz zugeben; fertig.
P912-E0789	P912-D0445	f75r	f75r.39	koldy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	K+OL+DY	ZUORDNUNG → FORTSETZUNG → ABSCHLUSS	Material zugeben; im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	Danach weiter diesen Posten kurz zugeben; fertig.
P912-E0790	P912-D0321	f75r	f75r.40	dar	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	D_ADDR+AR	UNTERADRESSE → QUELLE	bezeichneter Teil; Entnahmestelle	Aus diesem Teil von der Entnahmestelle absetzen; fertig.
P912-E0791	P912-D1132	f75r	f75r.40	shedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Aus diesem Teil von der Entnahmestelle absetzen; fertig.
P912-E0792	P912-D0933	f75r	f75r.40	qokain	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+AIN	AKTIVIEREN → EINHEIT	Arbeitsgang ansetzen; Portion	Als eine Portion ansetzen.
P912-E0793	P912-D1132	f75r	f75r.40	shedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Absetzen; fertig.
P912-E0794	P912-D0306	f75r	f75r.40	dal	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	AL	ZIEL	Ziel- oder Anschlussstelle	Länger zugeben zur Ziel- oder Anschlussstelle; fertig.
P912-E0795	P912-D0434	f75r	f75r.40	keedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	K+EE+DY	ZUORDNUNG → GRAD_2 → ABSCHLUSS	Material zugeben; länger oder gehalten; Arbeitsschritt schließen	Länger zugeben zur Ziel- oder Anschlussstelle; fertig.
P912-E0796	P912-D1054	f75r	f75r.40	rshedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	R+SHED+DY	MARKE → ABSETZUNG → ABSCHLUSS	Zustand kennzeichnen; absetzen lassen; Arbeitsschritt schließen	Kennzeichnen und absetzen; fertig.
P912-E0797	P912-D1198	f75r	f75r.41	sokeedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	S+OK+EE+DY	AUSWAHL → AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsvariante auswählen; Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger wählen und ansetzen; fertig.
P912-E0798	P912-D0955	f75r	f75r.41	qokeedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger ansetzen; fertig.
P912-E0799	P912-D0811	f75r	f75r.41	oteedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+EE+DY	NAECHSTER → GRAD_2 → ABSCHLUSS	danach oder nächster Posten; länger oder gehalten; Arbeitsschritt schließen	Danach länger weiterarbeiten; fertig.
P912-E0800	P912-D0980	f75r	f75r.41	qoky	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+Y	AKTIVIEREN → REFERENT	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Diesen Posten ansetzen.
P912-E0801	P912-D0389	f75r	f75r.41	dy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	Y	REFERENT	dieser Arbeitsgegenstand	Diesen Posten länger zugeben; fertig.
P912-E0802	P912-D0434	f75r	f75r.41	keedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	K+EE+DY	ZUORDNUNG → GRAD_2 → ABSCHLUSS	Material zugeben; länger oder gehalten; Arbeitsschritt schließen	Diesen Posten länger zugeben; fertig.
P912-E0803	P912-D1230	f75r	f75r.41	sy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	Y	REFERENT	dieser Arbeitsgegenstand	Diesen Posten kurz halten; fertig.
P912-E0804	P912-D0384	f75r	f75r.42	dshedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SH+E+DY	HALTEN → GRAD_1 → ABSCHLUSS	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen	Diesen Posten kurz halten; fertig.
P912-E0805	P912-D0952	f75r	f75r.42	qokedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+DY	AKTIVIEREN → GRAD_1 → ABSCHLUSS	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsschritt schließen	Kurz ansetzen; fertig.
P912-E0806	P912-D0955	f75r	f75r.42	qokeedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Länger ansetzen; fertig.
P912-E0807	P912-D1022	f75r	f75r.42	qoteey	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+EE+Y	NAECHSTER → GRAD_2 → REFERENT	danach oder nächster Posten; länger oder gehalten; dieser Arbeitsgegenstand	Danach diesen Posten länger weiterarbeiten; fertig.
P912-E0808	P912-D1020	f75r	f75r.42	qoteedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+EE+DY	NAECHSTER → GRAD_2 → ABSCHLUSS	danach oder nächster Posten; länger oder gehalten; Arbeitsschritt schließen	Danach diesen Posten länger weiterarbeiten; fertig.
P912-E0809	P912-D0377	f75r	f75r.42	dor	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	D_ADDR+OR	UNTERADRESSE → EINTRAG	bezeichneter Teil; Ansatz oder Zubereitung	Aus diesem Teil den Ansatz und diesen Posten kurz halten; fertig.
P912-E0810	P912-D1350	f75r	f75r.43	yshedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	Y+SH+E+DY	REFERENT → HALTEN → GRAD_1 → ABSCHLUSS	dieser Arbeitsgegenstand; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen	Aus diesem Teil den Ansatz und diesen Posten kurz halten; fertig.
P912-E0811	P912-D0130	f75r	f75r.43	chekar	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	CHK+AR	BEHANDLUNG → QUELLE	Arbeitsgegenstand behandeln; Entnahmestelle	Von der Entnahmestelle behandeln.
P912-E0812	P912-D0690	f75r	f75r.43	oldy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OL+DY	FORTSETZUNG → ABSCHLUSS	im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	Weiter weiterarbeiten; fertig.
P912-E0813	P912-D0933	f75r	f75r.43	qokain	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+AIN	AKTIVIEREN → EINHEIT	Arbeitsgang ansetzen; Portion	Als eine Portion ansetzen.
P912-E0814	P912-D0173	f75r	f75r.43	chkar	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	CHK+AR	BEHANDLUNG → QUELLE	Arbeitsgegenstand behandeln; Entnahmestelle	Von der Entnahmestelle behandeln.
P912-E0815	P912-D0784	f75r	f75r.43	otar	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+AR	NAECHSTER → QUELLE	danach oder nächster Posten; Entnahmestelle	Danach weiter von der Entnahmestelle weiterarbeiten; fertig.
P912-E0816	P912-D0690	f75r	f75r.43	oldy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OL+DY	FORTSETZUNG → ABSCHLUSS	im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	Danach weiter von der Entnahmestelle weiterarbeiten; fertig.
P912-E0817	P912-D0339	f75r	f75r.44	dchedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	D_ADDR+CHD+Y	UNTERADRESSE → WECHSEL → REFERENT	bezeichneter Teil; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Aus diesem Teil diesen Posten umsetzen.
P912-E0818	P912-D1070	f75r	f75r.44	sain	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	S+AIN	AUSWAHL → EINHEIT	Arbeitsvariante auswählen; Portion	Als eine Portion wählen.
P912-E0819	P912-D0609	f75r	f75r.44	okedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+DY	AKTIVIEREN → GRAD_1 → ABSCHLUSS	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsschritt schließen	Kurz ansetzen; fertig.
P912-E0820	P912-D0952	f75r	f75r.44	qokedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+DY	AKTIVIEREN → GRAD_1 → ABSCHLUSS	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsschritt schließen	Kurz ansetzen; fertig.
P912-E0821	P912-D0807	f75r	f75r.44	otedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+E+DY	NAECHSTER → GRAD_1 → ABSCHLUSS	danach oder nächster Posten; kurz oder direkt; Arbeitsschritt schließen	Danach kurz weiterarbeiten; fertig.
P912-E0822	P912-D0658	f75r	f75r.44	okoldy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+OL+DY	AKTIVIEREN → FORTSETZUNG → ABSCHLUSS	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	Weiter ansetzen; fertig.
P912-E0823	P912-D0784	f75r	f75r.44	otar	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+AR	NAECHSTER → QUELLE	danach oder nächster Posten; Entnahmestelle	Danach weiter von der Entnahmestelle nach Sollmaß entnehmen zur Innenstelle.
P912-E0824	P912-D0781	f75r	f75r.44	otam	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+AM_ADDR	NAECHSTER → INNENADRESSE	danach oder nächster Posten; Innenstelle	Danach weiter von der Entnahmestelle nach Sollmaß entnehmen zur Innenstelle.
P912-E0825	P912-D0678	f75r	f75r.44	olaiin	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OL+AIIN	FORTSETZUNG → SOLLWERT	im selben Arbeitsgang fortfahren; Sollmaß	Danach weiter von der Entnahmestelle nach Sollmaß entnehmen zur Innenstelle.
P912-E0826	P912-D0058	f75r	f75r.44	ch	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen	Danach weiter von der Entnahmestelle nach Sollmaß entnehmen zur Innenstelle.
P912-E0827	P912-D0321	f75r	f75r.44	dar	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	D_ADDR+AR	UNTERADRESSE → QUELLE	bezeichneter Teil; Entnahmestelle	Aus diesem Teil von der Entnahmestelle diesen Posten kurz wählen und halten; fertig.
P912-E0828	P912-D0389	f75r	f75r.44	dy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	Y	REFERENT	dieser Arbeitsgegenstand	Aus diesem Teil von der Entnahmestelle diesen Posten kurz wählen und halten; fertig.
P912-E0829	P912-D1224	f75r	f75r.45	sshedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	S+SH+E+DY	AUSWAHL → HALTEN → GRAD_1 → ABSCHLUSS	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen	Aus diesem Teil von der Entnahmestelle diesen Posten kurz wählen und halten; fertig.
P912-E0830	P912-D1115	f75r	f75r.45	shckhy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SH+CKH+Y	HALTEN → DURCHLASS → REFERENT	Arbeitsgegenstand halten; durch einen Durchlass führen; dieser Arbeitsgegenstand	Diesen Posten halten durch den Durchlass.
P912-E0831	P912-D0971	f75r	f75r.45	qokey	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+Y	AKTIVIEREN → GRAD_1 → REFERENT	Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	Diesen Posten kurz ansetzen.
P912-E0832	P912-D0609	f75r	f75r.45	okedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+DY	AKTIVIEREN → GRAD_1 → ABSCHLUSS	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsschritt schließen	Kurz ansetzen; fertig.
P912-E0833	P912-D1098	f75r	f75r.45	sarol	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	S+AR+OL	AUSWAHL → QUELLE → FORTSETZUNG	Arbeitsvariante auswählen; Entnahmestelle; im selben Arbeitsgang fortfahren	Weiter von der Entnahmestelle wählen.
P912-E0834	P912-D0867	f75r	f75r.45	oty	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+Y	NAECHSTER → REFERENT	danach oder nächster Posten; dieser Arbeitsgegenstand	Danach diesen Posten kurz weiterarbeiten; fertig.
P912-E0835	P912-D0807	f75r	f75r.45	otedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+E+DY	NAECHSTER → GRAD_1 → ABSCHLUSS	danach oder nächster Posten; kurz oder direkt; Arbeitsschritt schließen	Danach diesen Posten kurz weiterarbeiten; fertig.
P912-E0836	P912-D1018	f75r	f75r.45	qotedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+E+DY	NAECHSTER → GRAD_1 → ABSCHLUSS	danach oder nächster Posten; kurz oder direkt; Arbeitsschritt schließen	Danach kurz weiterarbeiten; fertig.
P912-E0837	P912-D0807	f75r	f75r.45	otedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+E+DY	NAECHSTER → GRAD_1 → ABSCHLUSS	danach oder nächster Posten; kurz oder direkt; Arbeitsschritt schließen	Danach kurz weiterarbeiten; fertig.
P912-E0838	P912-D0569	f75r	f75r.45	okaiin	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+AIIN	AKTIVIEREN → SOLLWERT	Arbeitsgang ansetzen; Sollmaß	Nach Sollmaß ansetzen.
P912-E0839	P912-D0971	f75r	f75r.46	qokey	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+Y	AKTIVIEREN → GRAD_1 → REFERENT	Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	Diesen Posten kurz ansetzen.
P912-E0840	P912-D0952	f75r	f75r.46	qokedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+DY	AKTIVIEREN → GRAD_1 → ABSCHLUSS	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsschritt schließen	Kurz ansetzen; fertig.
P912-E0841	P912-D1154	f75r	f75r.46	sheol	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SH+E+OL	HALTEN → GRAD_1 → FORTSETZUNG	Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren	Weiter kurz halten.
P912-E0842	P912-D0952	f75r	f75r.46	qokedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OK+E+DY	AKTIVIEREN → GRAD_1 → ABSCHLUSS	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsschritt schließen	Kurz ansetzen; fertig.
P912-E0843	P912-D0297	f75r	f75r.46	dain	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	AIN	EINHEIT	Portion	Als eine Portion absetzen; fertig.
P912-E0844	P912-D1132	f75r	f75r.46	shedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	SHED+DY	ABSETZUNG → ABSCHLUSS	absetzen lassen; Arbeitsschritt schließen	Als eine Portion absetzen; fertig.
P912-E0845	P912-D0848	f75r	f75r.46	otol	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OT+OL	NAECHSTER → FORTSETZUNG	danach oder nächster Posten; im selben Arbeitsgang fortfahren	Danach weiter diesen Posten umsetzen.
P912-E0846	P912-D0107	f75r	f75r.46	chedy	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	CHD+Y	WECHSEL → REFERENT	Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Danach weiter diesen Posten umsetzen.
P912-E0847	P912-D0707	f75r	f75r.46	olor	WORKSHOP_PROSE	mehrstufige Becken-, Figuren- und Laufseite	OL+OR	FORTSETZUNG → EINTRAG	im selben Arbeitsgang fortfahren; Ansatz oder Zubereitung	Weiter den Ansatz weiterarbeiten.
P912-E0848	P912-D1074	f75r	f75r.47	sal	OWNER_ADDRESS_OR_DIAGRAM	mehrstufige Becken-, Figuren- und Laufseite	S+AL	AUSWAHL → ZIEL	Bildklasse auswählen; Zielplatz	mehrstufige Becken-, Figuren- und Laufseite: Klasse wählen, Zielplatz.
P912-E0849	P912-D0612	f75r	f75r.47	okeedy	OWNER_ADDRESS_OR_DIAGRAM	mehrstufige Becken-, Figuren- und Laufseite	OK+EE+DY	AKTIVIEREN → GRAD_2 → ABSCHLUSS	Bildplatz aktivieren; zweiter Grad; Bildeintrag schließen	mehrstufige Becken-, Figuren- und Laufseite: Platz aktivieren, zweiter Grad, Eintrag schließen.
P912-E0850	P912-D0318	f75r	f75r.48	daly	OWNER_ADDRESS_OR_DIAGRAM	mehrstufige Becken-, Figuren- und Laufseite	AL+Y	ZIEL → REFERENT	Zielplatz; dieser Bildplatz	mehrstufige Becken-, Figuren- und Laufseite: Zielplatz, dieser Platz.
P912-E0851	P912-D1279	f75r	f75r.48	ychey	OWNER_ADDRESS_OR_DIAGRAM	mehrstufige Becken-, Figuren- und Laufseite	Y+Y	REFERENT → REFERENT	dieser Bildplatz; dieser Bildplatz	mehrstufige Becken-, Figuren- und Laufseite: dieser Platz.
P912-E0852	P912-D1209	f75r	f75r.49	sols	OWNER_ADDRESS_OR_DIAGRAM	mehrstufige Becken-, Figuren- und Laufseite	OL+S	FORTSETZUNG → AUSWAHL	dieselbe Reihe fortführen; Bildklasse auswählen	mehrstufige Becken-, Figuren- und Laufseite: gleiche Reihe weiter, Klasse wählen.
P912-E0853	P912-D0326	f75r	f75r.49	dara	OWNER_ADDRESS_OR_DIAGRAM	mehrstufige Becken-, Figuren- und Laufseite	D_ADDR+AR+A_ADDR	UNTERADRESSE → QUELLE → ADRESSE	Unterplatz; Quell- oder Bezugsstelle; lokale Bildadresse	mehrstufige Becken-, Figuren- und Laufseite: Unterplatz, Quell- oder Bezugsstelle, lokale Adresse.
P912-E0854	P912-D1283	f75r	f75r.50	ychty	OWNER_ADDRESS_OR_DIAGRAM	mehrstufige Becken-, Figuren- und Laufseite	Y+CH+T+Y	REFERENT → AUSWAHL_ENTNAHME → EINSTELLUNG → REFERENT	dieser Bildplatz; Klasse oder Figur kennzeichnen; Platz oder Wert einstellen; dieser Bildplatz	mehrstufige Becken-, Figuren- und Laufseite: dieser Platz, Klassenkennung, Platz einstellen, dieser Platz.
P912-E0855	P912-D1072	f75r	f75r.51	saino	OWNER_ADDRESS_OR_DIAGRAM	mehrstufige Becken-, Figuren- und Laufseite	S+AIN+O	AUSWAHL → EINHEIT → LAUF	Bildklasse auswählen; Einheit oder Index; Reihe aufrufen	mehrstufige Becken-, Figuren- und Laufseite: Klasse wählen, Einheit, Reihe aufrufen.
P912-E0856	P912-D1083	f75r	f75r.52	saldy	OWNER_ADDRESS_OR_DIAGRAM	mehrstufige Becken-, Figuren- und Laufseite	S+AL+DY	AUSWAHL → ZIEL → ABSCHLUSS	Bildklasse auswählen; Zielplatz; Bildeintrag schließen	mehrstufige Becken-, Figuren- und Laufseite: Klasse wählen, Zielplatz, Eintrag schließen.
P912-E0857	P912-D0300	f75r	f75r.53	dainy	OWNER_ADDRESS_OR_DIAGRAM	mehrstufige Becken-, Figuren- und Laufseite	AIN+Y	EINHEIT → REFERENT	Einheit oder Index; dieser Bildplatz	mehrstufige Becken-, Figuren- und Laufseite: Einheit, dieser Platz.
P912-E0858	P912-D0878	f81v	f81v.1	par	WORKSHOP_PROSE	gemeinsames Bad- und Beckenfeld	P+AR	EINSETZUNG → QUELLE	Material einsetzen; Entnahmestelle	Von der Entnahmestelle einsetzen.
P912-E0859	P912-D1161	f81v	f81v.1	shey	WORKSHOP_PROSE	gemeinsames Bad- und Beckenfeld	SH+E+Y	HALTEN → GRAD_1 → REFERENT	Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Diesen Posten kurz halten.
P912-E0860	P912-D0434	f81v	f81v.1	keedy	WORKSHOP_PROSE	gemeinsames Bad- und Beckenfeld	K+EE+DY	ZUORDNUNG → GRAD_2 → ABSCHLUSS	Material zugeben; länger oder gehalten; Arbeitsschritt schließen	Länger zugeben; fertig.
P912-E0861	P912-D1145	f81v	f81v.1	shekal	WORKSHOP_PROSE	gemeinsames Bad- und Beckenfeld	SH+E+K+AL	HALTEN → GRAD_1 → ZUORDNUNG → ZIEL	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben; Ziel- oder Anschlussstelle	Kurz halten und zugeben zur Ziel- oder Anschlussstelle.
P912-E0862	P912-D0306	f81v	f81v.1	dal	WORKSHOP_PROSE	gemeinsames Bad- und Beckenfeld	AL	ZIEL	Ziel- oder Anschlussstelle	Weiter aus diesem Teil von der Entnahmestelle einsetzen und umsetzen zur Ziel- oder Anschlussstelle; fertig.
P912-E0863	P912-D0321	f81v	f81v.1	dar	WORKSHOP_PROSE	gemeinsames Bad- und Beckenfeld	D_ADDR+AR	UNTERADRESSE → QUELLE	bezeichneter Teil; Entnahmestelle	Weiter aus diesem Teil von der Entnahmestelle einsetzen und umsetzen zur Ziel- oder Anschlussstelle; fertig.
P912-E0864	P912-D0673	f81v	f81v.1	ol	WORKSHOP_PROSE	gemeinsames Bad- und Beckenfeld	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	Weiter aus diesem Teil von der Entnahmestelle einsetzen und umsetzen zur Ziel- oder Anschlussstelle; fertig.
P912-E0865	P912-D0883	f81v	f81v.1	pchedy	WORKSHOP_PROSE	gemeinsames Bad- und Beckenfeld	P+CHD+DY	EINSETZUNG → WECHSEL → ABSCHLUSS	Material einsetzen; Arbeitsgut umsetzen; Arbeitsschritt schließen	Weiter aus diesem Teil von der Entnahmestelle einsetzen und umsetzen zur Ziel- oder Anschlussstelle; fertig.
P912-E0866	P912-D1144	f81v	f81v.1	shek	WORKSHOP_PROSE	gemeinsames Bad- und Beckenfeld	SH+E+K	HALTEN → GRAD_1 → ZUORDNUNG	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben	Kurz halten und zugeben.
P912-E0867	P912-D0297	f81v	f81v.1	dain	WORKSHOP_PROSE	gemeinsames Bad- und Beckenfeld	AIN	EINHEIT	Portion	Von der lokalen Stelle als eine Portion diesen Posten kurz ausführen, spülen und zugeben mit f-Zeichen.
P912-E0868	P912-D0555	f81v	f81v.1	ofalsheky	WORKSHOP_PROSE	gemeinsames Bad- und Beckenfeld	O+LOCAL_CHAR_F+A_ADDR+LSH+E+K+Y	LAUF → F → ADRESSE → SPUELUNG → GRAD_1 → ZUORDNUNG → REFERENT	Arbeitsgang ausführen; lokales Schreibzeichen; lokale Arbeitsstelle; spülen; kurz oder direkt; Material zugeben; dieser Arbeitsgegenstand	Von der lokalen Stelle als eine Portion diesen Posten kurz ausführen, spülen und zugeben mit f-Zeichen.
P912-E0869	P912-D0952	f81v	f81v.2	qokedy	WORKSHOP_PROSE	gemeinsames Bad- und Beckenfeld	OK+E+DY	AKTIVIEREN → GRAD_1 → ABSCHLUSS	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsschritt schließen	Kurz ansetzen; fertig.
P912-E0870	P912-D0569	f81v	f81v.2	okaiin	WORKSHOP_PROSE	gemeinsames Bad- und Beckenfeld	OK+AIIN	AKTIVIEREN → SOLLWERT	Arbeitsgang ansetzen; Sollmaß	Nach Sollmaß ansetzen.
P912-E0871	P912-D0412	f81v	f81v.2	kair	WORKSHOP_PROSE	gemeinsames Bad- und Beckenfeld	K+AIR	ZUORDNUNG → LAUFWEG	Material zugeben; Flüssigkeits- oder Stationslauf	Zugeben entlang des Laufs.
P912-E0872	P912-D0577	f81v	f81v.2	okal	WORKSHOP_PROSE	gemeinsames Bad- und Beckenfeld	OK+AL	AKTIVIEREN → ZIEL	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle	Ansetzen zur Ziel- oder Anschlussstelle.
