group_serial	page	locus	visible_owner	namespace_id	desired_diagram_value_de	portable_role	curriculum_layer	writer_strategy	copied_or_registered_core_surface	productive_affix_or_modifier	resulting_visible_surface	reverse_instruction_de	exact_prose_card_id	generation_status
348	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf.	COMPOSED_ASTRO_PATH_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	air	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
352	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT: fester Zustand.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	dch	Y	dchy	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
353	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	otol	Y	otoly	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
354	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest eod.	ASTRO_TARGET_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	okeod	AL	okeodal	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
355	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest eo.	ASTRO_FOLLOWING_POST_CARD	ASTRO_OT_TRANSITION_COMPOSITION	PREFIX_FOLLOWING_POST	eoarar	OT	oteoarar	Setze OT vor den folgenden örtlichen Posten und behalte dessen Adresse, Relation oder Grad.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
357	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	COMPOSED_ASTRO_PATH_CARD	ASTRO_COMPOSED_FROM_40_COMPONENTS	COMPOSE_FROM_PRODUCTIVE_STEMS	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	dair	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
358	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	chey	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC123	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
360	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	dal	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC154	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
361	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.	ORDER_GRADE	KNOWN_PROSE_CARD_IN_ASTRO	REUSE_REGISTERED_PROSE_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	oteey	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	MC063	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
362	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.	ORDER_GRADE	KNOWN_PROSE_CARD_IN_ASTRO	REUSE_REGISTERED_PROSE_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	oteey	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	MC063	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
363	f69v	f69v.4	A3_LEFT_RADIAL_SLOT_01	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_RADIAL_SLOT_01: in langer Stufe setzen.	GRADE_SET	KNOWN_PROSE_CARD_IN_ASTRO	REUSE_REGISTERED_PROSE_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	okeey	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	MC002	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
364	f69v	f69v.4	A3_LEFT_RADIAL_SLOT_01	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_RADIAL_SLOT_01: vom bezeichneten Ausgangsplatz.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	sar	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC055	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
366	f69v	f69v.5	A3_LEFT_RADIAL_SLOT_02	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_RADIAL_SLOT_02: dieser lokale Diagrammposten.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	dy	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC123	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
368	f69v	f69v.7	A3_LEFT_RADIAL_SLOT_04	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_RADIAL_SLOT_04: lange oder volle Diagrammstufe; lokaler Namensrest yk/y.	ASTRO_GRADED_CURRENT_VALUE	ASTRO_GRADED_VALUE_Y_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y	yk	EE+Y	ykeey	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
369	f69v	f69v.8	A3_LEFT_RADIAL_SLOT_05	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_RADIAL_SLOT_05: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt/y.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	ytor	Y	ytory	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
374	f69v	f69v.13	A3_LEFT_RADIAL_SLOT_10	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_RADIAL_SLOT_10: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest e.	ASTRO_TARGET_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	oke	AL	okeal	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
376	f69v	f69v.15	A3_LEFT_RADIAL_SLOT_12	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_RADIAL_SLOT_12: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest ys.	ASTRO_FOLLOWING_POST_CARD	ASTRO_OT_TRANSITION_COMPOSITION	PREFIX_FOLLOWING_POST	eeys	OT	oteeys	Setze OT vor den folgenden örtlichen Posten und behalte dessen Adresse, Relation oder Grad.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
377	f69v	f69v.16	A3_LEFT_RADIAL_SLOT_13	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_RADIAL_SLOT_13: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest e.	ASTRO_FOLLOWING_POST_CARD	ASTRO_OT_TRANSITION_COMPOSITION	PREFIX_FOLLOWING_POST	eol	OT	oteol	Setze OT vor den folgenden örtlichen Posten und behalte dessen Adresse, Relation oder Grad.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
380	f69v	f69v.19	A3_LEFT_RADIAL_SLOT_16	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_RADIAL_SLOT_16: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s.	ASTRO_TARGET_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	s	AR+AL	saral	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
382	f69v	f69v.21	A3_LEFT_RADIAL_SLOT_18	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_RADIAL_SLOT_18: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	okol	AR	okolar	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
385	f69v	f69v.24	A3_LEFT_RADIAL_SLOT_21	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_RADIAL_SLOT_21: naechster Platz oder folgende Bedingung; lokaler Namensrest chy.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	otch	Y	otchy	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
386	f69v	f69v.25	A3_LEFT_RADIAL_SLOT_22	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_RADIAL_SLOT_22: in langer Stufe setzen.	GRADE_SET	KNOWN_PROSE_CARD_IN_ASTRO	REUSE_REGISTERED_PROSE_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	okeey	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	MC002	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
387	f69v	f69v.25	A3_LEFT_RADIAL_SLOT_22	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_RADIAL_SLOT_22: dieser lokale Diagrammposten.	THREE_REGISTER_COMMON_CORE	THREE_REGISTER_COMMON_CORE	REUSE_COMMON_STEM_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	dy	Schreibe die bereits gelernte gemeinsame Stammkarte.	MC123	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
388	f69v	f69v.26	A3_LEFT_RADIAL_SLOT_23	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_RADIAL_SLOT_23: in kurzer Stufe setzen.	GRADE_SET	KNOWN_PROSE_CARD_IN_ASTRO	REUSE_REGISTERED_PROSE_CARD	NONE	REGISTERED_CARD_OR_FULL_COMPOSITION	okey	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	MC007	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
391	f69v	f69v.28	A3_LEFT_RADIAL_SLOT_25	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_RADIAL_SLOT_25: Diagrammposten setzen oder aktivieren; lokaler Namensrest odchy.	ASTRO_CURRENT_ITEM_COMPOSITION	ASTRO_LICENSED_CURRENT_ITEM_Y	COPY_OPERATION_ATTACH_Y	okodch	Y	okodchy	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
394	f69v	f69v.31	A3_LEFT_RADIAL_SLOT_28	F69_LEFT_WHEEL_NS	Radstelle A3_LEFT_RADIAL_SLOT_28: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.	ASTRO_SOURCE_ADDRESS_CARD	ASTRO_ADDRESS_SUFFIX_COMPOSITION	COPY_CORE_ATTACH_ADDRESS	o	AR	oar	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	NONE	GENERATED_FROM_RULE_PLUS_REGISTERED_OR_LOCAL_CORE
