occurrence_id	page	locus	token_index	ordinal	line_length	surface	token_kind	position	section	language	hand	scope_mode	context_class	placement_class	attachment_class	left_surface	right_surface	left_fused_surface	left_fused_occurrences	right_fused_surface	right_fused_occurrences	working_gloss_de	working_render_de	strongest_rival_de	reader_exact	split_normalized	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line
G660-T348	f55r	f55r.9	10	10	11	dy	P	MEDIAL	H	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	kaiin	kag	kaiindy	0	dykag	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	dain cheky dar chckhy dal qoko lkeedy dar kaiin dy kag	dain cheky das chckhy dal qoko lkeedy dar kaiin dy kam	dain cheky ar chckhy al qoko lkeedy ar kaiin dy kam
G660-T349	f55v	f55v.10	3	3	12	s	P	MEDIAL	H	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	ol	aiin	ols	17	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	oaiin ol s aiin okaiin oky ytaiin otar ykal ykar ol	oaiin ol s aiin okaiin oky ytaiin otar kal ykar ol
G660-T350	f56r	f56r.14	1	1	4	s	P	BOS	H	A	1	CONTEXT_SCOPED	S_BOS	NONE	RIGHT_SEED_HEAD	<BOS>	chol	NONE	0	schol	3	Samen-/Saatgutposten	Samen-/Saatgutposten:	Salzposten oder bloßer Rubrikkopf	0	0	1	0	s chol chotol qotchy	schol chotol qotchy	s chol chotol qotchy
G660-T351	f56r	f56r.17	6	6	6	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	aiin	<EOS>	aiindy	1	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	chokeey qokcheey schey d aiin dy	chokeey qokcheey schey daiin dy	chokeey qokcheey schey d aiin dy
G660-T352	f56r	f56r.6	2	2	6	dy	P	MEDIAL	H	A	1	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	ykcho	dchey	ykchody	3	dydchey	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	1	ykcho dy dchey keey daiin y	ykcho dy dchey keey daiin y	ykcho dy dchey keey daiin y
G660-T353	f56v	f56v.10	8	8	8	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	y	<EOS>	ydy	5	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	ol kchy ksho shy ytol chotor y dy	ol kchy ksho shy ytol chotor ydy	olkchy ksho shy ytol chotor ydy
G660-T354	f56v	f56v.16	1	1	6	s	P	BOS	H	A	1	CONTEXT_SCOPED	S_BOS	NONE	RIGHT_SEED_HEAD	<BOS>	o	NONE	0	so	7	Samen-/Saatgutposten	Samen-/Saatgutposten:	Salzposten oder bloßer Rubrikkopf	0	0	1	0	s o kchol chol chol daiin	sokchol chol chol daiin	sokchol chol chol daiin
G660-T355	f56v	f56v.5	4	4	5	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	kcheey	aiin	kcheeys	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	qoteees sho kcheey s aiin	qoteees sho kcheey saiin	qoteees sho kcheey saiin
G660-T356	f58r	f58r.15	5	5	6	dy	P	MEDIAL	S	A	3	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	cholaly	shedy	cholalydy	0	dyshedy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	daiir shal qopaim cholaly dy shedy	dy r chal qopaiim cholaly dy shedy	daiir shal qopaim cholaly shedy
G660-T357	f58r	f58r.17	9	9	11	s	P	MEDIAL	S	A	3	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	ytchody	olar	ytchodys	0	solar	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	ysholshy qotoly daiin ykal dalchdy qoky dal ytchody s olar aly	ysholshy qotoly daiin ykal dalchdy qoky dal ytchody s olaraly	ysholshy qotoly daiin ykal alchdy qoky dal ytcho y s olar aly
G660-T358	f58r	f58r.28	5	5	9	s	P	MEDIAL	S	A	3	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chy	air	chys	0	sair	22	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	yshealkair odalaly dalal chy s air shokar olaldy okalody	yshealkair odalaly dalal chy s air shokar olaldy okalody	yshealkair odalaly dalal ch s air okar olal y okalo y
G660-T359	f58r	f58r.3	8	8	8	s	P	EOS	S	A	3	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	shoty	<EOS>	shotys	0	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	1	ykechod dalaldam ytam choty otchy otaly shoty s	ykechod dalaldam ytam choty otchy otaly shoty s	ykechod dalaldam ytam choty otchy otaly shoty s
G660-T360	f58r	f58r.33	8	8	8	dy	P	EOS	S	A	3	CONTEXT_SCOPED	DY_EOS	NONE	EOS	qokar	<EOS>	qokardy	1	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	schoy dalols qokalos cheor oekeody qokaly qokar dy	schocthhy dalols qokalos cheor oekeody qokaly qokar dy	schoy alols qokalos cheor oekeody qokaly qokar y
G660-T361	f58r	f58r.38	1	1	10	s	P	BOS	S	A	3	CONTEXT_SCOPED	S_BOS	NONE	RIGHT_SEED_HEAD	<BOS>	ysheos	NONE	0	sysheos	0	Samen-/Saatgutposten	Samen-/Saatgutposten:	Salzposten oder bloßer Rubrikkopf	0	0	1	0	s ysheos okaly cheos otey ykar ls aiin okaiin ytolkal	sysheos okaly cheos otey ykar ls aiin okaiin ytolkal	sysheos okaly cheos otey kar ls aiin okaiin tolkal
G660-T362	f58r	f58r.41	6	6	7	s	P	MEDIAL	S	A	3	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	okal	alchey	okals	0	salchey	1	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	dchol chokal saiin dal okal s alchey	dchol chokal saiin dal okalsalchey	dchol chokal saiin dal okals alchey
G660-T363	f58r	f58r.8	9	9	10	dy	P	MEDIAL	S	A	3	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	kal	alam	kaldy	3	dyalam	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	toleeshal oleeam dalor chy oteodchy yteochy otey kal dy alam	toleeshal oleeam dalor chy oteodchy yteochy otey kal dy alam	toleeshal oleeam dalor chy oteodchy yteochy oteykal y alam
G660-T364	f58v	f58v.12	6	6	10	dy	P	MEDIAL	S	A	3	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	chedal	tolair	chedaldy	0	dytolair	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	oreeey cheekey cheal qokey chedal dy tolair opchey poaly cfhy	oreeey cheekey cheal qokey chedal dy tolair opchey poaly cfhy	oreeey cheekey cheal qokey che al y tolair opchey poaly cfhy
G660-T365	f58v	f58v.15	5	5	12	s	P	MEDIAL	S	A	3	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	aral	air	arals	0	sair	22	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	qot oiin okal aral s air qoal talchos okal cho ytam dam	qotoiin otal aral s air qoal talchos okal cho ytam dam	qot oiin okal aral s air qoal talchos okal cho ytam am
G660-T366	f58v	f58v.2	7	7	13	s	P	MEDIAL	S	A	3	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	qotalody	aiin	qotalodys	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	dair or aiin tair y qotalody s aiin okeody qotair ar alor orky	dair or sheaiin tair y qotalody saiin okeody qotair ar alor orky	dair ar aiin tair y qotalojy saiin okeody qotair ar alor orky
G660-T367	f58v	f58v.27	2	2	11	s	P	MEDIAL	S	A	3	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	qokar	aiin	qokars	0	saiin	109	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	qokar s aiin al y qokchedy qoekaly odaiin qokar char alaiinom	qokar s aiin al y qokchedy qoekaly odaiin qokar chos alaiin om	qokar s aiin al y qokchedy qoekaly odaiin qokar chor alaiinom
G660-T368	f5r	f5r.1	9	9	9	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	dkshy	<EOS>	dkshydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	kchody fchoy chkoy oaiin oar olsy chody dkshy dy	kshody fchoy chkoy oaiin oar olsy chody dkshy dy	kchody pchoy chkoy oaiin oar olsy chody dkshy dy
G660-T369	f5r	f5r.4	4	4	6	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	chan	cheor	chans	0	scheor	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	otain sheody chan s cheor chocthy	otain sheody chan s cheor chocthy	otain sheody chan s cheor chocthy
G660-T370	f5r	f5r.6	9	9	9	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	shotshy	<EOS>	shotshydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	sho cheor chey qoeeey qoykeeey qoeor cthy shotshy dy	sho cheor chey qoeeey qoykeeey qoeor cthy shotshy dy	sho cheorchey qoeeey qoykeeey qoeor cthy shotshy dy
G660-T371	f66r	f66r.18	1	1	1	s	L	ONLY	T	B	5	CONTEXT_SCOPED	S_LABEL_SIGLUM	NONE	LABEL_SIGLUM	<BOS>	<EOS>	NONE	0	NONE	0	[Beschriftungszeichen]	[Beschriftungszeichen]	Sorten- oder Formzeichen ohne Stoffbezug	1	1	1	1	s	s	s
G660-T372	f66r	f66r.35	1	1	1	s	L	ONLY	T	B	5	CONTEXT_SCOPED	S_LABEL_SIGLUM	NONE	LABEL_SIGLUM	<BOS>	<EOS>	NONE	0	NONE	0	[Beschriftungszeichen]	[Beschriftungszeichen]	Sorten- oder Formzeichen ohne Stoffbezug	0	0	1	0	s	r	r
G660-T373	f66r	f66r.52	7	7	10	dy	P	MEDIAL	T	B	5	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	okcho	chekeey	okchody	3	dychekeey	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	ykshedy chady cthdy qokees cheeo okcho dy chekeey chedy chckhy	ykshedy chody cthdy qokees cheeo okcho dy chekeey chedy chckhy	ykshedy cho y cthdy qokees cheeo okcho y chekeey che y chckhy
G660-T374	f66v	f66v.3	2	2	10	s	P	MEDIAL	H	B	5	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	ytos	or	ytoss	0	sor	43	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	ytos s or sheeky okechdy okeedal dar otal chody cheky	ytos s ar sheeky okechdy okchdal dar otal chody cheky	ykeos s or sheeky okech y okchdal ar otal chody cheky
G660-T375	f6r	f6r.4	3	3	8	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	LEFT_ATTACHED	cho	sheor	chos	30	ssheor	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	dar cho s sheor choy otcham yaiir chy	dar cho s sheor chocthy otcham yaiir chy	dar chos sheor choy otcham yaiir chy
G660-T376	f6r	f6r.7	4	4	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	BIDIRECTIONAL	cho	chol	chos	30	schol	3	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	1	daiin qodaiin cho s chol okaiin s	daiin qodaiin cho s chol okaiin s	daiin qodaiin cho s chol okaiin s
G660-T377	f6r	f6r.7	7	7	7	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	okaiin	<EOS>	okaiins	0	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	1	daiin qodaiin cho s chol okaiin s	daiin qodaiin cho s chol okaiin s	daiin qodaiin cho s chol okaiin s
G660-T378	f6v	f6v.1	7	7	10	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	UNRESOLVED_EXPLICIT_SEED_DEFAULT	chapchy	chear	chapchys	0	schear	0	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	koary sar cheekar qoor shor chapchy s chear char otchy	koar y sar oheekar qoar shor chapchy s chear char otchy	koarysar cheekar qoar shor chapchy s chear char otchy
G660-T379	f6v	f6v.11	6	6	6	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	m	<EOS>	mdy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	lor char otam ctho m dy	lor char otam cthom dy	lar char otag cthomdy
G660-T380	f6v	f6v.13	3	3	6	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	cthy	chor	cthys	0	schor	3	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	yodaiin cthy s chor oees or	yodaiin cthy s chor oees or	yodaiin cthy s chor oees r
G660-T381	f6v	f6v.15	2	2	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chockhy	or	chockhys	0	sor	43	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	1	1	1	0	chockhy s or chy s ain ar	chockhy s os chy sain or	chockhy s or chy s ain ar
G660-T382	f6v	f6v.15	5	5	7	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	chy	ain	chys	0	sain	60	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	chockhy s or chy s ain ar	chockhy s os chy sain or	chockhy s or chy s ain ar
G660-T383	f6v	f6v.17	5	5	5	dy	P	EOS	H	A	1	CONTEXT_SCOPED	DY_EOS	NONE	EOS	cthodam	<EOS>	cthodamdy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	y chaies ckhal cthodam dy	y chaiir ckhal cthodam dy	ychaies ckhal cthodam dy
G660-T384	f6v	f6v.4	4	4	11	s	P	MEDIAL	H	A	1	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	ytchoy	os	ytchoys	0	sos	3	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	y shckhy ytchoy s os y jajy dchy dey okody ytody	y shckhy ytchoy sos y dady dchy dey okody ytody	yshckhy ytchoy s os y jajy dchy dey okody ytody
G660-T385	f6v	f6v.6	4	4	4	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	choy	<EOS>	choys	0	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	0	tchody shocthol choy s	tchody shocthol chocthey s	tchody shocthol choy s
G660-T386	f6v	f6v.9	5	5	5	s	P	EOS	H	A	1	CONTEXT_SCOPED	S_EOS	NONE	LEFT_OR_SPECIES_RIVAL	cthom	<EOS>	cthoms	0	NONE	0	Samen-/Saatgutposten	Samen-/Saatgutposten.	links gebundene Species-/Drogenart	1	1	1	1	oeeo dal chor cthom s	oeeo dal chor cthom s	oeeo dal chor cthom s
G660-T387	f75r	f75r.10	7	7	10	dy	P	MEDIAL	B	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	chckhy	otey	chckhydy	0	dyotey	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	1	dshor qotar chdy shey qokain chckhy dy otey tedy lchedy	dshor qotar chdy shey qokain chckhy dy otey tedy lchedy	dshor qotar chdy shey qokain chckhy dy otey tedy lchedy
G660-T388	f75r	f75r.11	5	5	10	dy	P	MEDIAL	B	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	qokeedy	qokal	qokeedydy	0	dyqokal	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	qokeedy qokair oly qokeedy dy qokal okar shedy dor chekam	qokeedy qokain oly qokeedy dy qokal okar shedy dor chekam	qokeedy qokain oly qokeedy dy qokal okar shedy dar chekam
G660-T389	f75r	f75r.12	9	9	11	dy	P	MEDIAL	B	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	shey	olshedy	sheydy	0	dyolshedy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	ssheckhy qokal oly shey r ol cheey shey dy olshedy qoky	ssheckhy qokal oly shey r ol cheey shey dy ol shedy qoky	ssheckhy qokal oly shey r ol cheey shey y ol shedy qoky
G660-T390	f75r	f75r.14	5	5	11	dy	P	MEDIAL	B	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	qokain	olshedy	qokaindy	0	dyolshedy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	sain al keishy qokain dy olshedy qokain chckhy qokain otar aly	sain ol keeshy qokain dy olshedy qokain chckhy qokain otar aly	sair alkeeshy qokain dy olshedy qokain chckhy qokain otar aly
G660-T391	f75r	f75r.25	5	5	8	dy	P	MEDIAL	B	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	shy	qokeedy	shydy	0	dyqokeedy	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	sain shckhy qokeedy shy dy qokeedy lchedy ram	saiin shckhy qokeedy shy dy qokeedy lchedy ram	sain shckhy qokeedy shy dy qokeedy lche y ram
G660-T392	f75r	f75r.27	10	10	11	dy	P	MEDIAL	B	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	otody	rol	otodydy	0	dyrol	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	pdalshor shtol qoty pshar shedy okaldy dar otar otody dy rol	pdalshor shtol qoty pshar shedy okaldy dar otar otedy dy rol	pdalshor shtol qoty pshar shedy okal y dar otar oto y dy ol
G660-T393	f75r	f75r.29	3	3	12	dy	P	MEDIAL	B	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	chkal	lo	chkaldy	0	dylo	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	dain chkal dy lo lkaiin ol okeedyqol dain olchey qokeedy chedy qotan	dain chkal dy lolkaiin ol okeedy qol dain olchey qokeedy chedy qotan	dain chkal dy lo lkaiin ol okeedy qol ain olchey qokeedy chedy qotan
G660-T394	f75r	f75r.34	1	1	10	s	P	BOS	B	B	2	CONTEXT_SCOPED	S_BOS	NONE	RIGHT_SEED_HEAD	<BOS>	olkedy	NONE	0	solkedy	2	Samen-/Saatgutposten	Samen-/Saatgutposten:	Salzposten oder bloßer Rubrikkopf	0	0	1	0	s olkedy okal dar oty okar otar ol kain oltedy	solkedy okal dar oty otar otar ol kain olkedy	s olke y okal dar oty okar otar ol kain olkedy
G660-T395	f75r	f75r.37	2	2	7	dy	P	MEDIAL	B	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	qokedy	sheety	qokedydy	0	dysheety	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	qokedy dy sheety qokedy qokeedy qokechdy lol	qokedy dy sheety qokedy qokchdy qokechdy lol	qoke y dy sheety qoke y qokee y qokechdy lol
G660-T396	f75r	f75r.4	6	6	10	dy	P	MEDIAL	B	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	kal	shey	kaldy	3	dyshey	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy	dackhy lkamo ykeey lshey kal dy shey or shey qokeedy	dacthy lkago ykeey ley kal dy shey ok ey qokeed
G660-T397	f75r	f75r.41	5	5	7	dy	P	MEDIAL	B	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	qoky	keedy	qokydy	1	dykeedy	1	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	sokeedy qokeedy oteedy qoky dy keedy sy	sokeedy qokeedy oteedy qoky dykeedy sy	sokee y qokee y oteedy qoky dykeedy sy
G660-T398	f75r	f75r.44	12	12	12	dy	P	EOS	B	B	2	CONTEXT_SCOPED	DY_EOS	NONE	EOS	dar	<EOS>	dardy	2	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	0	dchedy sain okedy qokedy otedy okoldy otar otam olaiin ch dar dy	dchedy sain okedy qokedy otedy okoldy otar otam olaiin chdar dy	dchedy sain oke y qoke y ote y okoldy otar otam olaiin ch dar dy
G660-T399	f75v	f75v.11	1	1	1	s	L	ONLY	B	B	2	CONTEXT_SCOPED	S_LABEL_SIGLUM	NONE	LABEL_SIGLUM	<BOS>	<EOS>	NONE	0	NONE	0	[Beschriftungszeichen]	[Beschriftungszeichen]	Sorten- oder Formzeichen ohne Stoffbezug	1	1	1	1	s	s	s
G660-T400	f75v	f75v.12	10	10	14	dy	P	MEDIAL	B	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	key	kedy	keydy	0	dykedy	1	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	0	0	1	0	qokedy rshey qol chey ol chey keed sol key dy kedy qokal dar oly	qokedy rshey qol chey ol chey keed sol key dykedy qokol dar oly	qokedy shey qol che ol chey keed sol key dykedy qok l dar oly
G660-T401	f75v	f75v.2	1	1	1	s	L	ONLY	B	B	2	CONTEXT_SCOPED	S_LABEL_SIGLUM	NONE	LABEL_SIGLUM	<BOS>	<EOS>	NONE	0	NONE	0	[Beschriftungszeichen]	[Beschriftungszeichen]	Sorten- oder Formzeichen ohne Stoffbezug	1	1	1	1	s	s	s
G660-T402	f75v	f75v.43	11	11	12	dy	P	MEDIAL	B	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	MEDIAL	tal	qol	taldy	0	dyqol	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	pokain okeedy or chesy solshey qokeey qotedy olkedy chey tal dy qol	pokain okeedy or chesy sol shey qokeey qotedy olkedy chey tal dy qol	pokain okeedy r chesy soley qokee qotedy olkedy cheytal dy qol
G660-T403	f75v	f75v.45	12	12	12	dy	P	EOS	B	B	2	CONTEXT_SCOPED	DY_EOS	NONE	EOS	qoky	<EOS>	qokydy	1	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	1	1	1	1	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy
G660-T404	f75v	f75v.58	1	1	3	s	P	BOS	B	B	2	CONTEXT_SCOPED	S_BOS	NONE	RIGHT_SEED_HEAD	<BOS>	alchedy	NONE	0	salchedy	3	Samen-/Saatgutposten	Samen-/Saatgutposten:	Salzposten oder bloßer Rubrikkopf	0	0	1	0	s alchedy solkedy	solchedy solkedy	solchedy solkedy
G660-T405	f75v	f75v.64	3	3	6	dy	P	MEDIAL	B	B	2	CONTEXT_SCOPED	DY_MEDIAL	NONE	LEFT_BOUND	qol	qokar	qoldy	3	dyqokar	0	Qualitäts-/Wertfeld geschlossen	;	eigenständige Arzneiform statt Feldschluss	1	1	1	0	sshey qol dy qokar shey ldy	sshey qol dy qokar shey ldy	s shey qol dy qokar shey l y
G660-T406	f76r	f76r.12	10	10	14	s	P	MEDIAL	T	B	2	CONTEXT_SCOPED	S_MEDIAL	NONE	RIGHT_HEAD	saiin	ar	saiins	0	sar	62	Samen-/Saatgutposten	Samen-/Saatgutposten	links gebundene Species-/Drogenart	0	0	1	0	solshedy qool qctheed shdy qa ol keey dain saiin s ar shedy qokeor okeedy	sol shedy qool qctheed shdy qo ol keey dain saiin sar shedy qokeor okeedy	solshedy qool qctheed shdy q ol teey ain saiin s ar shedy qokeor okee
G660-T407	f76r	f76r.14	1	1	1	s	L	ONLY	T	B	2	CONTEXT_SCOPED	S_LABEL_SIGLUM	NONE	LABEL_SIGLUM	<BOS>	<EOS>	NONE	0	NONE	0	[Beschriftungszeichen]	[Beschriftungszeichen]	Sorten- oder Formzeichen ohne Stoffbezug	1	1	1	1	s	s	s
G660-T408	f76r	f76r.26	14	14	14	dy	P	EOS	T	B	2	CONTEXT_SCOPED	DY_EOS	NONE	EOS	oly	<EOS>	olydy	0	NONE	0	Qualitäts-/Wertfeld geschlossen	.	eigenständige Arzneiform statt Schlusszeichen	0	0	1	0	shedal shey qokey qolchedy qolain ain chey qokaiin okain cheedy lchey l oly dy	shedal shey qokey qolchedy qolain ain chey qokaiin okain cheedy lchey loly sy	shedal shey qoke qolche y qolain ain chey qotaiin okain cheedy lcheyloly dy
G660-T410	f76r	f76r.37	1	1	1	s	L	ONLY	T	B	2	CONTEXT_SCOPED	S_LABEL_SIGLUM	NONE	LABEL_SIGLUM	<BOS>	<EOS>	NONE	0	NONE	0	[Beschriftungszeichen]	[Beschriftungszeichen]	Sorten- oder Formzeichen ohne Stoffbezug	1	1	1	1	s	s	s
G660-T411	f76r	f76r.4	1	1	1	s	L	ONLY	T	B	2	CONTEXT_SCOPED	S_LABEL_SIGLUM	NONE	LABEL_SIGLUM	<BOS>	<EOS>	NONE	0	NONE	0	[Beschriftungszeichen]	[Beschriftungszeichen]	Sorten- oder Formzeichen ohne Stoffbezug	1	1	1	1	s	s	s
