occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	all_present_exact	zl3b_line	it2a_line	rf1b_line	semantic_scope	claim_boundary
G660-T458	f81v	f81v.4	4	dy	MEDIAL	1	1	0	qokaiin okain cheeky dy ol kaiin dain dy daiin chcthy	qokaiin okain cheeky dy ol kaiin dain dy daiin chckhy	qokaiin kain cheeky y ol kaiin dain dy daiin chckhy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T459	f81v	f81v.4	8	dy	MEDIAL	0	0	0	qokaiin okain cheeky dy ol kaiin dain dy daiin chcthy	qokaiin okain cheeky dy ol kaiin dain dy daiin chckhy	qokaiin kain cheeky y ol kaiin dain dy daiin chckhy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T460	f81v	f81v.6	8	s	MEDIAL	0	0	0	qokain okaiin ol chedy cheol lky l s aiin okain daldy	qokain okaiin ol chedy cheol lky ls aiin okain daldy	qokain okaiin ol chedy cheol lky l s aiin okain dal y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T461	f82r	f82r.15	7	dy	MEDIAL	1	1	0	kedy lchedy qokedy qokeedy lkeedy qokaiin dy daiin chdy dy	tedy lchedy qokedy qokchdy lkeedy qokaiin dy daiin chdy dy	tedy lchedy qokedy qokee y lkee y qokaiin dy daiin ch y dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T462	f82r	f82r.15	10	dy	EOS	1	1	0	kedy lchedy qokedy qokeedy lkeedy qokaiin dy daiin chdy dy	tedy lchedy qokedy qokchdy lkeedy qokaiin dy daiin chdy dy	tedy lchedy qokedy qokee y lkee y qokaiin dy daiin ch y dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T463	f82r	f82r.16	8	s	MEDIAL	0	0	0	qokeedy lchedy qokeedy cheey r or ol s aiin chey ra dam	qokeedy lchedy qokeedy cheey ror ol saiin chey raity dam	qokeedy lchedy qokeedy cheey r r ol s aiin chey ra am	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T464	f82r	f82r.18	10	s	MEDIAL	0	0	0	polched otain shedy shedy dal chedar qokeey ykeey l s araiin ory	polched otain shedy shedy dal chedar qokeey okeey lsoraiin ory	polched otain shedy shedy al che ar qokeey ykeey lsoraiin ory	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T465	f82r	f82r.2	4	dy	MEDIAL	1	1	0	dchedy qolchedy qokain dy qokeedy qokal lcheckhy lched	dchedy qolchedy qokain dy qokeedy qokal lcheckhy lched	dche y qolchedy qokain dy qokeedy qokal lcheckhy lched	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T466	f82r	f82r.24	10	ydy	EOS	1	1	0	qokeedy lcheedy qokeoy sal raiin qokeey lkeey qokeey raiin ydy	qokeedy lcheedy qokeey sal raiin qokeey lkeey qokeey raiin ydy	qokeedy lcheedy qokee sal raiin qokeey lkeey qokeey raiin ydy	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T467	f82r	f82r.8	4	lcho	MEDIAL	0	0	0	qekeey sheedy qokedy lcho r cheey qokey qotal chedy qoteor	qokeey sheedy qokedy lchor cheey qokey qotal chedy qoteor	qekeey sheedy qoke y lchor cheey qokey qotal che y qoteor	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T468	f82v	f82v.14	6	s	MEDIAL	0	0	0	dalchedy lchey rol rol cheey s ain shey	dolchedy lchey rol rol cheey sain shey	dalchedy lchey r ol rol cheey sain ey	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T469	f82v	f82v.16	9	dy	MEDIAL	1	1	0	qokedy lchey cheey raiin shes qokchey qokain okal dy lchedam	qokedy lchey cheey raiin shes qokchey qokain okal dy lchedam	qokedy lchey cheey r aiin es qokchey qokain okal dy lchedam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T470	f82v	f82v.19	7	dy	MEDIAL	1	1	0	qokol chedy cheal chedy oty chdy dy checkhy otal chl s	qokol chedy cheal chedy oty chdy dy checkhy otal chls	qokol chedy cheal chedy oty ch y dy checkhy otal chl s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T471	f82v	f82v.19	11	s	EOS	0	0	0	qokol chedy cheal chedy oty chdy dy checkhy otal chl s	qokol chedy cheal chedy oty chdy dy checkhy otal chls	qokol chedy cheal chedy oty ch y dy checkhy otal chl s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T472	f82v	f82v.34	1	yckhey	BOS	1	1	1	yckhey qokain cheky otaiin olor okain qolkeey qotar olkain	yckhey qokain cheky otaiin olor okain qolkeey qotar olkain	yckhey qokain cheky otaiin olor okain qolkeey qotar olkain	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T473	f82v	f82v.6	7	dy	MEDIAL	0	0	0	qokedy lshedy qotol dol shedy shedy dy darotedy chetedy lokam	qokedy lshedy qotol dol shedy shedy dy dar otedy chetedy lokam	qokedy lshedy qotol dol shedy shedydy dar otedy chetedy olkam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T474	f83r	f83r.10	9	s	MEDIAL	0	0	0	olkeey rchs cheeb ols aiin skal dain cthal s aiin chky lal sam	olkeey rchs cheen ols aiin skal dain cthal saiin chky lal ram	olkeey rchs cheeb ols aiin skal dain cthalsaiin chky lal sam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T475	f83r	f83r.13	4	s	MEDIAL	0	0	0	salcheol tar shedy s altedy sair qokedy qedy lchcphedy ldar	solcheol tar shedy saltedy sair qokedy qpchedy lchcphedy ldar	solcheol tar shedy s altedy s air qotedy qedy lchcphedy ldar	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T476	f83r	f83r.30	1	s	BOS	0	0	0	s okeedy qokeedy qoky saii	sokeedy qokeedy qoky sairn	sokeedy qokeedy qoky saiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T477	f83r	f83r.33	2	s	MEDIAL	0	0	0	sy s aiin sheekchy qokey sain	sy saiin sheekchy qokey sain	sy s aiin sheekchy qokey sain	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T478	f83v	f83v.18	1	s	BOS	0	0	0	s olkeedy qokeedy qokeedy saiin okaiin chedy qokeedy qolkeedy	solkeedy qokeedy qokeedy saiin okaiin chedy qokeedy qolkeedy	s olkee y qokeedy qokeedy saiin okaiin chedy qokeedy qolkeedy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T479	f83v	f83v.7	5	dy	MEDIAL	1	1	0	qokeey oteey qokalol chedy dy dol qokal olkshedy qokeedy qokal	qokeey oteey qokalol chedy dy dol qokal olkshedy qokeedy qokal	qokeey oteey qokalol chedy dy d l qokal oltshe y qokeedy qokal	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T480	f85r1	f85r1.13	8	s	MEDIAL	1	1	0	rsheodar qocthy kar okaiin ykeeeody qotal ol s aiin ol daldy shody	rsheodor qoctho kar okaiin ykeeeody qotal ol s aiin ol daldy shody	reodar qocth kar okaiin ykeeeody qotal ol s aiin ol al y shody	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T481	f85r1	f85r1.14	5	s	MEDIAL	0	0	0	daror sheedy keody oteody s ar aiin cheedy otaiin dar al odaiiin	daror sheedy keody oteody sar aiin cheedy otaiin dar al odaiiin	dar r sheedy keody oteo y s ar aiin cheedy otaiin ar al odaiiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T482	f85r1	f85r1.20	11	dy	EOS	0	0	0	pcheo y kshedy qocphdy qofol shdaldy dairar cheeteey otchedy qokchdy dy	pcheoy kshedy qocphdy qofol shdaldy dairar cheeteey otchedy qokchdy dy	pcheoykshe y qocph y qofol shdaldy dairar cheeteey otche y qokch y y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T483	f85r1	f85r1.23	9	dy	MEDIAL	1	1	0	pchdaiin shodaiin shofshedy yteody ypar ches aiin chol dy qopar shetam	pchdaiin shodaiin shofshedy yteody ypar ches aiin chol dy qopar shetam	pch aiin shodaiin shopedy yteody yp r ches aiin chol dy qopar shetam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T484	f85r1	f85r1.26	8	s	MEDIAL	1	1	0	pchdair or shshdar qopchedy opchdy qofchdy dar s aiin chcphdy dar or daiin	pchdairor shshdar qopchedy opchdy qofchdy dar s ain chcphdy darordaiin	pchdair or shshdar qopchedy opchdy qofch y dar s aiin chcph y dar or daiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T485	f85r1	f85r1.29	6	s	MEDIAL	0	0	0	oees aiin ol keeody or s cheey qokchdy qotol okar otar otchy okam	oees aiin olkeeody ors cheey qokchdy qotol okar otar otchy dkam	oees aiin olkeeody or s cheey qokch y qotol okar otar otchy okam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T486	f85r1	f85r1.35	1	s	BOS	0	0	0	s ar chedar olpchdy otol otchedy	sar chedar olpchdy otol otchedy	sar che ar olpchdy otol otche y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T487	f85r2	f85r2.19	2	qodain	MEDIAL	0	0	0	qokshedy qodain chckhy ykeedy chedy	qokshedy qodain chckhy ykeedy chedy	qokshedy qo ain chckhy ykeedy chedy	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T488	f86v3	f86v3.34	2	dy	MEDIAL	0	0	0	yteeo dy chedy qokal yteey qokar am	yteeo dy chedy qokal yteey qotar am	yteeody chedy qokal yteey qotar am	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T489	f86v5	f86v5.28	10	dy	MEDIAL	0	0	0	odaiin o al kar ar or ytdar qokeeey teo dy tey tar a ytarar	odaiin oal kar ar or ytdar qokeeey teodyteytar an ytarar	odaiin o al kar ar or ytdar qokeeey teodyteytar ytarar	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T490	f86v5	f86v5.32	3	dy	MEDIAL	1	1	0	dshey ytchy dy qotal shdy or aiin chody chey ol teody aiin	dshey ytchy dy qotal shdy or aiin chody chey ol teody aiin	dey ytchy dy qotal shdy or aiin chody chey ol teody aiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T491	f86v5	f86v5.35	10	s	MEDIAL	0	0	0	ychey or aiin ytair ytaim otal shod qokchy qoody s aim	ychey or aiin ytair ytaim otal shod qokchy qoody saim	ychey or aiin ytair ytaim otal shod qo kchy qoo y s aim	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T492	f86v5	f86v5.39	5	dy	EOS	0	0	0	yteody chedy qoteey octhy dy	yteody chedy qoteey octhy dy	yteody chedy qoteey octhy y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T493	f86v6	f86v6.19	7	cholkar	EOS	1	1	0	pol sheopchey pchecfhey or aiiin qokaiin cholkar	pol shopchey pchecfhey or aiiin qokaiin cholkar	pol sheopchey pchecfhey or aiiin qokaiin cholkar	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T494	f86v6	f86v6.28	14	dy	EOS	1	1	0	qokaiin qokar okar qotar lor qokchdy dar shey d y tshedy qotol dytshy dy	qokaiin qokar okar qotar lor qokchdy dar shey dytshedy qotol dytshy dy	qokaiin qokar okar qotar lor qokchdy dar shey dy tshe y qotol dytshy dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T495	f86v6	f86v6.29	8	dy	MEDIAL	1	1	0	dchedy chcthdy shol oky ytaiin ykaiin chedy dy dal shdaiin	dchedy chcthdy shol oky ytaiin ykain chedy dy dal shdaiin	dchedy chcthdy shol oky ytaiin ykaiin chedy dy dal shdaiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T496	f86v6	f86v6.33	3	ydy	MEDIAL	1	1	0	dar olkaiin ydy lkchedy okeeeykeey dl ld lo l sheey qokshey taiin g	dar olkaiin ydy lkchedy okeeeykchy dl ld lol sheey qokshey tain g	dar olkaiin ydy lkchedy okeeey keey dl ld lo l sheey qoksheytaiin g	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T497	f86v6	f86v6.39	10	cheoty	MEDIAL	1	1	0	y aiin dar otol qokain qoky lkor dal oraiin cheoty qotaiin olkam	yaiin dar otol qokain qoky lkor dal oraiin cheoty qotaiin olkam	yaiin dar otol qokain qoky lkor al oraiin cheoty qotaiin olkam	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T498	f86v6	f86v6.7	12	s	MEDIAL	0	0	0	qokaiin y lchedor or aiin ol or olkal or shedy qokal s ar archey dy	qokaiin ylchedor or aiin ol or olkal or shedy qokal sar orchey dy	qokaiin y lche or or aiin ol or olkal or shedy qokal s ar orchey dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T499	f86v6	f86v6.7	15	dy	EOS	1	1	0	qokaiin y lchedor or aiin ol or olkal or shedy qokal s ar archey dy	qokaiin ylchedor or aiin ol or olkal or shedy qokal sar orchey dy	qokaiin y lche or or aiin ol or olkal or shedy qokal s ar orchey dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T500	f87r	f87r.13	5	s	MEDIAL	0	0	0	keor ckheey shody qoeeeety s chody daiin	keor ckheey shody qoeeeety schody daiin	keor ckheey shody qoeeeety s chody daiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T501	f87r	f87r.4	6	s	MEDIAL	1	1	1	soraiin qockhos cheodor ckheokey chcthody s odar	soraiin qockhos cheodor ckheokey chcthody s odar	soraiin qockhos cheodor ckheokey chcthody s odar	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T502	f87r	f87r.5	6	s	MEDIAL	0	0	0	daiin ctheey ckheckhy cthody chor s al dar chor	daiin ctheey ckheckhy cthody chor sal dar chor	daiin ctheey ckheckhy cthody chor sal dar chor	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T503	f87v	f87v.11	1	kchor	BOS	1	1	0	kchor ol cheeol qok odal lseeey keodam	kchor ol cheeol qokodal lseeey keodam	kchor ol cheeol qokodal lseee keodam	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T504	f87v	f87v.12	5	s	MEDIAL	0	0	0	ytcheoqo chos ckheos cheoy s cheol sal dain	ytcheo qy chos ckheos cheoy scheol sal dain	ytche q chos ckheor cheoy s cheol sal dain	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T505	f87v	f87v.2	4	s	MEDIAL	1	1	0	schey ctheey qocthsy s dcheoky s cth	schey ctheey qocthsy s dcheoky scth	schey ctheey qocthsy s cheoky s cth	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T506	f87v	f87v.2	6	s	MEDIAL	0	0	0	schey ctheey qocthsy s dcheoky s cth	schey ctheey qocthsy s dcheoky scth	schey ctheey qocthsy s cheoky s cth	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T507	f88r	f88r.20	3	s	MEDIAL	1	1	0	dsheol qokeey s chy s aiin chor oteor aiin chosals	dsheol qokeey s chy saiin chor oteor aiin chosals	dsheol qokeey s chy s aiin chor oteor aiin chosals	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T508	f88r	f88r.20	5	s	MEDIAL	0	0	0	dsheol qokeey s chy s aiin chor oteor aiin chosals	dsheol qokeey s chy saiin chor oteor aiin chosals	dsheol qokeey s chy s aiin chor oteor aiin chosals	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T509	f88r	f88r.26	6	s	MEDIAL	1	1	0	poeear sheoky olkeey cthol poldy s okoldy	poeeas sheoky olkeey cthol poldy s okoldy	poeear sheoky olkeey cthol pol y s okoldy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T510	f88r	f88r.28	6	s	MEDIAL	1	1	1	ykar cheol chol chey ckhey s or shear ar alsy	ykar cheol chol chey ckhey s or shear ar alsy	ykar cheol chol chey ckhey s or shear ar alsy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T511	f88r	f88r.29	7	kchor	MEDIAL	0	0	0	kor chey qokol cheol chody qokol kchor chol dal	kor chey qokol cheol chody qokol kchor chol dal	kor chey qokol cheol chody qokol chos chol al	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T512	f88r	f88r.8	9	s	MEDIAL	0	0	0	ral sheom keol chear shekor qokor daiin sar s aiin oky sam	sal sheom kol chear shekor qokor daiin sar raiin oky sam	sal sheom keol chear shekor qokor aiin sar s aiin oky sam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T513	f88v	f88v.19	9	dy	EOS	1	1	0	odaiin sheo ol qokeey olaiin cheody chocthey oteody dy	odoiin sheo ol qokeey olaiin cheody chocthey oteody dy	odaiin sheo ol qokeey ol aiin cheody chocthey oteody dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T514	f88v	f88v.9	4	s	MEDIAL	1	1	0	choeey keeod y s aiin chody okearcheol archeey sairal	choeey keeody s aiin chody okearcheol archeey rainal	choeey keeo y s aiin chody okear cheol ar cheey rairal	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T515	f89r1	f89r1.10	2	s	MEDIAL	1	1	0	tdain s chol cheoky cheody qokar dal chor y daiin	tdain s chol cheoky cheody qokar dal chor ckhhy daiin	t ain s chol cheoky cheody qokar dal chor y daiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T516	f89r1	f89r1.16	11	dy	EOS	0	0	0	om sheey qokey l daiin dalchom chy chol cheos aiin dy	om sheey qokey l daiin dal chom chekechy chol cheos aiin dy	om sheey qokey l aiin dal chom chy chol cheos aiin y	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T517	f89r1	f89r1.19	5	s	MEDIAL	1	1	0	pshol sheo qoay cheocphy s sheyr qokair ydam daly	pshol sheo oaithy cheoepey s sheor qokair y dam daly	pshol sheo qoay cheocphy s sheyr qokair ydam daly	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T518	f89r1	f89r1.9	2	s	MEDIAL	0	0	0	yshor s oiiin daiin qokeey daiin ckhol qokain cheamy	yshor oiiin daiin qokeey daiin ckhol qokain cheamy	yshor s oiiin daiin qokeey daiin ckhol qokain cheamy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T519	f89v1	f89v1.11	2	s	MEDIAL	0	0	0	osheokaiin s ain ol shodain qokar ain chekal daiin dar	osheokaiin sain ol shodain qokar ain chekal daiin dar	osheokaiin s ain ol sho ain qokar ain chekal aiin dar	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T520	f89v1	f89v1.7	5	dy	MEDIAL	0	0	0	qokey daiin cheey ctho dy qoor shear s ol chor chearory	qokey daiin cheey cthody qoor sheor sol chor cheor ory	qokeo daiin cheey ctho dy qoor she r s ol chor che rory	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T521	f89v1	f89v1.7	8	s	MEDIAL	0	0	0	qokey daiin cheey ctho dy qoor shear s ol chor chearory	qokey daiin cheey cthody qoor sheor sol chor cheor ory	qokeo daiin cheey ctho dy qoor she r s ol chor che rory	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T522	f8r	f8r.10	4	dy	MEDIAL	1	1	0	daiin cheey teeodan dy cheocthy oksheo dol dairg	daiin cheey teeodan dy cheocthy oksheo dol daird	daiin cheey teeodan dy cheocthy oksheo dol dairg	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T523	f8r	f8r.3	7	dy	EOS	1	1	0	chodar shy sy chodaiin shokchy chor dy	chodar shy ry chodaiin shokchy chor dy	chodar shy sy chodaiin shokchy chor dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T524	f8r	f8r.5	5	dy	MEDIAL	1	1	0	okchey do r cheeey dy ky scho chky ooaiin chy taiin	okchey do r cheeey dy ky scho chky ckooaiin chy taiin	okchey do r cheeey dy ky scho chky ooaiin ch taiin	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T525	f8v	f8v.13	1	kchor	BOS	1	1	1	kchor otchar oky chokain keoky otorchy satar	kchor otchar oky chokain keoky otorchy satar	kchor otchar oky chokain keoky otorchy satar	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T526	f90r1	f90r1.3	3	s	MEDIAL	1	1	0	dair shkeea s sary okar ykorshy lkaldy	dair shkeeo s sary okor ykarshy lkaldy	dair shkeeo s sary okar ykory lkaldy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T527	f90r1	f90r1.8	9	s	MEDIAL	1	1	1	kor sheol qodar oko ykeey qokeey qodar qokeed s choky	kor sheol qodar oko ykeey qokeey qodar qokeed s choky	kor sheol qodar oko ykeey qokeey qodar qokeed s choky	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T528	f93r	f93r.1	7	s	MEDIAL	1	1	0	kodshol otolsheeos octhodaly opalepam oepchksheey qotodain s oar	kodshol otolsheeos octhodaly opalefom oepchksheey qotodain s oar	kodshol otolsheeos octhodaly opalefom oepchksheey qotodain s oar	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T529	f93r	f93r.11	3	s	MEDIAL	0	0	0	okeol oteol s odam sheo al sal	okeol oteol sodal sheo al sal	okeol oteol s odal sheo al sal	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T530	f93r	f93r.2	2	s	MEDIAL	1	1	1	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T531	f93r	f93r.2	7	s	MEDIAL	1	1	1	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T532	f93r	f93r.2	9	s	MEDIAL	1	1	1	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T533	f93r	f93r.22	1	kchor	BOS	1	1	0	kchor cthy chakal daiin	kchor cthy chokal daiin	kchor cthy ch tal daiin	EXACT_WHOLE	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T534	f93r	f93r.24	4	s	EOS	0	0	0	ychocthy chotey teey s	ychocthy chotey teeys	ychocthy chotey teeys	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T535	f93r	f93r.28	4	s	EOS	1	1	0	ychor odol chodaiin s	ychor odol cho daiin s	ychor odol chodaiin s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T536	f93r	f93r.4	6	s	MEDIAL	0	0	0	sol shotol qokchodal shody chotol s otol ytchdg	sol shotol qokchodal shody chotols otol ykchdg	sol shotol qokcho al shody chotol s otol ykchdg	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T537	f93r	f93r.6	3	s	MEDIAL	1	1	0	tar otor s cho s chol sheoees	tor otor s cho s chol sheoees	tor otor s cho s chol sheoees	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T538	f93r	f93r.6	5	s	MEDIAL	1	1	0	tar otor s cho s chol sheoees	tor otor s cho s chol sheoees	tor otor s cho s chol sheoees	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T539	f93r	f93r.7	5	s	EOS	1	1	0	shor shol ody cheodaiin s	shor shol ody cheodaiin s	shor shol ody cheo aiin s	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T540	f93r	f93r.8	4	s	MEDIAL	0	0	0	lor sheeody chodaiin s odar	lor sheeody chodaiin sodar	lor sheeody chodaiin s odar	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T541	f93v	f93v.10	4	s	MEDIAL	0	0	0	ychol chs ckhy s cheeol	ychol chs ckhy scheeol	ychol chs ckhy s cheeol	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T542	f93v	f93v.5	6	s	MEDIAL	1	1	0	tshoky cthody qotchol ckhol dchog s olo oteo chodaiindy	tshoky cthody qotchol ckhol dchog s olo oteoc chodaiindy	tshoky ctho y qotchol ckhol dchog s olo oteoc chodaiin dy	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T543	f93v	f93v.6	7	s	MEDIAL	1	1	0	ytchl ckhol qochocthy ctho chkeey cthody s dar sheyokam	ytchl ckhol qochoithy ctha chkeey cthody s dar sheqokam	ytchol ckhol qochocthy cth chkeey cthody s dar sheyokam	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T544	f94r	f94r.6	7	dy	MEDIAL	1	1	0	saiin choky qotchdy otaly chedy dal dy chckhaiin chk qof	saiin choky qotchdy otaly chedy dal dy chckhaiin chk qof	saiin chaky qotchdy otaly che y dal dy chckhaiin chk qof	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
G660-T545	f94v	f94v.9	9	s	MEDIAL	1	1	0	ytar okedy okeedy qokshey otaiin y ypchdair ol s aiin oly	ytar okedy okeedy qokshey otaiin y ypchdair ol s aiin oly	ytar okedy okeedy qokey otaiin y ypch air ol s aiin oly	CONTEXT_SCOPED	reader agreement conditions confidence only; it does not identify glyphs or plaintext
