unified_serial	section	page	unit_id	local_statement_or_locus	local_event_id	surface_display_only	reader_layer	portable_or_local_value_de	silent_owner_or_namespace	complete_local_instruction_de	section_role	handoff_status	exact_source_binding
211	BIOLOGICAL	f82r	B2	B2-S014	E211	lar	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · davon	unteres grünes Mehrfigurenbecken	Bildbesitzer: unteres grünes Mehrfigurenbecken. Folge: ableiten.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
212	BIOLOGICAL	f82r	B2	B2-S015	E212	tshey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	halte · kurz · dies	kleine Randstationen des unteren Beckens	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: stehen lassen → einwirken lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
213	BIOLOGICAL	f82r	B2	B2-S015	E213	qokeedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · länger · schließe	kleine Randstationen des unteren Beckens	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: stehen lassen → einwirken lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
214	BIOLOGICAL	f82r	B2	B2-S016	E214	cheal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dorthin	kleine Randstationen des unteren Beckens	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
215	BIOLOGICAL	f82r	B2	B2-S016	E215	lchedar	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · setze um · davon	kleine Randstationen des unteren Beckens	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
216	BIOLOGICAL	f82r	B2	B2-S016	E216	ches	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	ziehe ab · kurz · teile	kleine Randstationen des unteren Beckens	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
217	BIOLOGICAL	f82r	B2	B2-S016	E217	aiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Maß	kleine Randstationen des unteren Beckens	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
218	BIOLOGICAL	f82r	B2	B2-S016	E218	oteey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	danach · länger · dies	kleine Randstationen des unteren Beckens	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
219	BIOLOGICAL	f82r	B2	B2-S016	E219	qokaiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · Maß	kleine Randstationen des unteren Beckens	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
220	BIOLOGICAL	f82r	B2	B2-S016	E220	okey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · kurz · dies	kleine Randstationen des unteren Beckens	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
221	BIOLOGICAL	f82r	B2	B2-S016	E221	pchedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	gib hinein · setze um · schließe	kleine Randstationen des unteren Beckens	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
222	BIOLOGICAL	f82r	B2	B2-S017	E222	rsheal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	kühle · halte · kurz · dorthin	kleine Randstationen des unteren Beckens	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: abkühlen lassen + ruhen lassen. Angaben: Ziel; Schritt schließen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
223	BIOLOGICAL	f82r	B2	B2-S017	E223	daldy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dorthin · schließe	kleine Randstationen des unteren Beckens	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: abkühlen lassen + ruhen lassen. Angaben: Ziel; Schritt schließen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
224	BIOLOGICAL	f82r	B2	B2-S018	E224	qokeedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · länger · schließe	kleine Randstationen des unteren Beckens	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: einwirken lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
225	BIOLOGICAL	f82r	B2	B2-S019	E225	rshedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	kühle · setze ab · schließe	kleine Randstationen des unteren Beckens	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: auskühlen lassen + absetzen lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
226	BIOLOGICAL	f82r	B2	B2-S020	E226	qoteedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	danach · länger · schließe	kleine Randstationen des unteren Beckens	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: danach · länger; Schritt schließen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
227	BIOLOGICAL	f82r	B2	B2-S021	E227	qokeedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · länger · schließe	kleine Randstationen des unteren Beckens	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: einwirken lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
228	BIOLOGICAL	f82r	B2	B2-S022	E228	lochedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · Gang · setze um · schließe	kleine Randstationen des unteren Beckens	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: abführen + überführen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
229	BIOLOGICAL	f83r	B3	B3-S001	E229	olkeedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fange auf · länger · schließe	obere offene Fächerstation am Rand	Bildbesitzer: obere offene Fächerstation am Rand. Folge: auffangen und stehen lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
230	BIOLOGICAL	f83r	B3	B3-S002	E230	qotal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	danach · dorthin	obere offene Fächerstation am Rand	Bildbesitzer: obere offene Fächerstation am Rand. Folge: anwärmen. Angaben: danach · Ziel.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
231	BIOLOGICAL	f83r	B3	B3-S002	E231	chkeedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	wärme · länger · schließe	obere offene Fächerstation am Rand	Bildbesitzer: obere offene Fächerstation am Rand. Folge: anwärmen. Angaben: danach · Ziel.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
232	BIOLOGICAL	f83r	B3	B3-S003	E232	chey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dies	obere offene Fächerstation am Rand	Bildbesitzer: obere offene Fächerstation am Rand. Folge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
233	BIOLOGICAL	f83r	B3	B3-S003	E233	daiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Maß	obere offene Fächerstation am Rand	Bildbesitzer: obere offene Fächerstation am Rand. Folge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
234	BIOLOGICAL	f83r	B3	B3-S003	E234	chey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dies	obere offene Fächerstation am Rand	Bildbesitzer: obere offene Fächerstation am Rand. Folge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
235	BIOLOGICAL	f83r	B3	B3-S003	E235	lchedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · setze um · schließe	obere offene Fächerstation am Rand	Bildbesitzer: obere offene Fächerstation am Rand. Folge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
236	BIOLOGICAL	f83r	B3	B3-S004	E236	qokaiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · Maß	obere offene Fächerstation am Rand	Bildbesitzer: obere offene Fächerstation am Rand. Folge: setze nach Maß an. Angaben: danach · Ziel | davon.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
237	BIOLOGICAL	f83r	B3	B3-S004	E237	qotal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	danach · dorthin	obere offene Fächerstation am Rand	Bildbesitzer: obere offene Fächerstation am Rand. Folge: setze nach Maß an. Angaben: danach · Ziel | davon.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
238	BIOLOGICAL	f83r	B3	B3-S004	E238	dar	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	davon	obere offene Fächerstation am Rand	Bildbesitzer: obere offene Fächerstation am Rand. Folge: setze nach Maß an. Angaben: danach · Ziel | davon.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
239	BIOLOGICAL	f83r	B3	B3-S005	E239	schedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze um · schließe	mittlere Randfigur im runden Gefäß	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: umfüllen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
240	BIOLOGICAL	f83r	B3	B3-S006	E240	chedchy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze um · dies	mittlere Randfigur im runden Gefäß	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: umschöpfen → anlegen → führe zur nächsten Station.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
241	BIOLOGICAL	f83r	B3	B3-S006	E241	qokal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · dorthin	mittlere Randfigur im runden Gefäß	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: umschöpfen → anlegen → führe zur nächsten Station.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
242	BIOLOGICAL	f83r	B3	B3-S006	E242	olchedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	fort · setze um · schließe	mittlere Randfigur im runden Gefäß	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: umschöpfen → anlegen → führe zur nächsten Station.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
243	BIOLOGICAL	f83r	B3	B3-S007	E243	qokaiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · Maß	mittlere Randfigur im runden Gefäß	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: setze nach Maß an → umschöpfen → einwirken lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
244	BIOLOGICAL	f83r	B3	B3-S007	E244	chedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze um · dies	mittlere Randfigur im runden Gefäß	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: setze nach Maß an → umschöpfen → einwirken lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
245	BIOLOGICAL	f83r	B3	B3-S007	E245	qokeedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · länger · schließe	mittlere Randfigur im runden Gefäß	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: setze nach Maß an → umschöpfen → einwirken lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
246	BIOLOGICAL	f83r	B3	B3-S008	E246	lchedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · setze um · schließe	mittlere Randfigur im runden Gefäß	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: abführen + überführen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
247	BIOLOGICAL	f83r	B3	B3-S009	E247	qoky	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · dies	mittlere Randfigur im runden Gefäß	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: setze dies ein.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
248	BIOLOGICAL	f83r	B3	B3-S010	E248	pchedal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	gib hinein · setze um · dorthin	untere Randfigur im korbartigen Gefäß	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: einfüllen + umfüllen. Angaben: danach · kurz; Schritt schließen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
249	BIOLOGICAL	f83r	B3	B3-S010	E249	otedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	danach · kurz · schließe	untere Randfigur im korbartigen Gefäß	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: einfüllen + umfüllen. Angaben: danach · kurz; Schritt schließen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
250	BIOLOGICAL	f83r	B3	B3-S011	E250	shecthedchy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	halte · kurz · bereit · setze um · dies	untere Randfigur im korbartigen Gefäß	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
251	BIOLOGICAL	f83r	B3	B3-S011	E251	qoky	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · dies	untere Randfigur im korbartigen Gefäß	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
252	BIOLOGICAL	f83r	B3	B3-S011	E252	chedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze um · dies	untere Randfigur im korbartigen Gefäß	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
253	BIOLOGICAL	f83r	B3	B3-S011	E253	chary	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	davon · dies	untere Randfigur im korbartigen Gefäß	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
254	BIOLOGICAL	f83r	B3	B3-S012	E254	sor	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	Ansatz	untere Randfigur im korbartigen Gefäß	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: absetzen lassen. Angaben: Ansatz.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
255	BIOLOGICAL	f83r	B3	B3-S012	E255	shedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze ab · schließe	untere Randfigur im korbartigen Gefäß	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: absetzen lassen. Angaben: Ansatz.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
256	BIOLOGICAL	f83r	B3	B3-S013	E256	qokaiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · Maß	untere Randfigur im korbartigen Gefäß	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
257	BIOLOGICAL	f83r	B3	B3-S013	E257	chkain	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	gib zu · Teil	untere Randfigur im korbartigen Gefäß	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
258	BIOLOGICAL	f83r	B3	B3-S013	E258	shcthey	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	bereit · kurz · dies	untere Randfigur im korbartigen Gefäß	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
259	BIOLOGICAL	f83r	B3	B3-S013	E259	qokedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · kurz · schließe	untere Randfigur im korbartigen Gefäß	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
260	BIOLOGICAL	f83r	B3	B3-S014	E260	okair	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · Lauf	untere Randfigur im korbartigen Gefäß	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: einleiten → ruhen lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
261	BIOLOGICAL	f83r	B3	B3-S014	E261	sheedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	halte · länger · schließe	untere Randfigur im korbartigen Gefäß	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: einleiten → ruhen lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
262	BIOLOGICAL	f83r	B3	B3-S015	E262	lchedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · setze um · schließe	untere Randfigur im korbartigen Gefäß	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: abführen + überführen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
263	BIOLOGICAL	f83r	B3	B3-S016	E263	lo	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · Gang	untere Randfigur im korbartigen Gefäß	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: führen → einsetzen + überführen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
264	BIOLOGICAL	f83r	B3	B3-S016	E264	qokchedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · setze um · schließe	untere Randfigur im korbartigen Gefäß	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: führen → einsetzen + überführen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
265	BIOLOGICAL	f83r	B3	B3-S017	E265	qokeedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · länger · schließe	unverbundener Zwischenbereich	Bildbesitzer: unverbundener Zwischenbereich. Folge: einwirken lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
266	BIOLOGICAL	f83r	B3	B3-S018	E266	shedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze ab · schließe	unverbundener Zwischenbereich	Bildbesitzer: unverbundener Zwischenbereich. Folge: absetzen lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
267	BIOLOGICAL	f83r	B3	B3-S019	E267	qokshedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · halte · kurz · schließe	unverbundener Zwischenbereich	Bildbesitzer: unverbundener Zwischenbereich. Folge: einwirken lassen + ruhen lassen.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
268	BIOLOGICAL	f83r	B3	B3-S020	E268	dal	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	dorthin	unverbundener Zwischenbereich	Bildbesitzer: unverbundener Zwischenbereich. Folge: hinleiten + umfüllen. Angaben: Ziel.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
269	BIOLOGICAL	f83r	B3	B3-S020	E269	lchedy	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	führe · setze um · schließe	unverbundener Zwischenbereich	Bildbesitzer: unverbundener Zwischenbereich. Folge: hinleiten + umfüllen. Angaben: Ziel.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
270	BIOLOGICAL	f83r	B3	B3-S021	E270	qokaiin	SHARED_COMPOSITIONAL_PROSE_GRAMMAR	setze an · Maß	unverbundener Zwischenbereich	Bildbesitzer: unverbundener Zwischenbereich. Folge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	HOW_WHERE_LOCAL_STATION_AND_APPLICATION	WORKSHOP_MEMORY_ONLY__NO_WRITTEN_CROSS_POINTER	PASS587_EVENT_INDEX
