fold_id	context	pair_id	view_id	held_physical_folio	train_paragraphs	train_positive_paragraphs	train_negative_paragraphs	test_paragraphs	test_positive_paragraphs	test_negative_paragraphs	training_vocabulary_types	training_positive_vocabulary_tokens	training_negative_vocabulary_tokens	both_training_classes_present	empty_vocabulary_neutral_tie_policy	fold_scoreable	fold_status
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f22v	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f22v	76	23	53	1	0	1	309	492	1225	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f23v	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f23v	76	23	53	1	0	1	311	494	1239	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f24r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f24r	76	22	54	1	1	0	309	452	1251	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f28r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f28r	76	23	53	1	0	1	308	490	1215	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f3r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f3r	76	23	53	1	0	1	310	492	1235	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f40r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f40r	76	23	53	1	0	1	311	494	1228	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f40v	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f40v	76	23	53	1	0	1	313	494	1240	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f41v	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f41v	76	23	53	1	0	1	307	492	1223	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f43r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f43r	76	23	53	1	0	1	311	494	1231	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f45r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f45r	76	23	53	1	0	1	310	494	1233	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f46r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f46r	76	23	53	1	0	1	307	493	1224	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f48r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f48r	76	22	54	1	1	0	307	461	1248	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f49v	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f49v	76	22	54	1	1	0	309	460	1248	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f50v	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f50v	76	23	53	1	0	1	305	490	1202	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f51v	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f51v	76	23	53	1	0	1	311	494	1220	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f53v	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f53v	76	23	53	1	0	1	306	493	1212	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f58v	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f58v	75	21	54	2	2	0	300	413	1240	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f66r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f66r	76	23	53	1	0	1	309	494	1211	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f66v	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f66v	76	23	53	1	0	1	312	494	1242	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f76v	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f76v	75	23	52	2	0	2	306	492	1179	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f77r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f77r	75	23	52	2	0	2	298	494	1090	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f78r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f78r	76	23	53	1	0	1	303	491	1165	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f79r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f79r	75	23	52	2	0	2	312	494	1227	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f79v	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f79v	76	23	53	1	0	1	311	493	1242	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f80v	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f80v	75	23	52	2	0	2	305	491	1211	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f81r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f81r	76	23	53	1	0	1	309	494	1222	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f82r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f82r	76	22	54	1	1	0	310	464	1248	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f82v	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f82v	75	23	52	2	0	2	306	492	1209	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f83r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f83r	76	23	53	1	0	1	307	493	1215	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f86v	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f86v	75	23	52	2	0	2	300	487	1162	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f88r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f88r	74	21	53	3	2	1	305	457	1242	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f89r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f89r	76	22	54	1	1	0	311	468	1250	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f89v	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f89v	75	23	52	2	0	2	304	490	1211	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f93r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f93r	76	23	53	1	0	1	303	491	1185	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f95r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f95r	76	23	53	1	0	1	313	494	1238	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f96r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f96r	76	22	54	1	1	0	302	456	1247	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f99r	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f99r	76	23	53	1	0	1	311	493	1238	1	0	1	SCOREABLE
TARGET:G807-P03:STABLE_ED1_SENSITIVITY:f99v	TARGET	G807-P03	STABLE_ED1_SENSITIVITY	f99v	76	22	54	1	1	0	313	488	1252	1	0	1	SCOREABLE
