paragraph_id	paragraph_ordinal	page	physical_folio	paragraph_ordinal_on_page	start_locus	end_locus	start_line_number	end_line_number	section	language	hand	source_line_count	source_token_count	common_masked_line_count	common_masked_loci	surviving_line_count	surviving_loci	basis_retained_token_count	basis_nonempty_retained_lines	post_mask_length_bin	basis_eligible_12_tokens_2_lines	exact_feature_token_count	exact_feature_type_count	exact_feature_counts	ed1_feature_token_count	ed1_feature_type_count	ed1_feature_counts	raw_target_memberships	stable_target_memberships	lcs_audit_target_memberships	raw_target_membership_count	stable_target_membership_count	lcs_audit_target_membership_count	semantic_credit
G807-P0191	191	f51r	f51r	1	f51r.1	f51r.15	1	15	H	A	1	15	89	4	f51r.7|f51r.10|f51r.11|f51r.15	11	f51r.1|f51r.2|f51r.3|f51r.4|f51r.5|f51r.6|f51r.8|f51r.9|f51r.12|f51r.13|f51r.14	63	11	5	1	63	56	al=1|cheeal=1|cheeey=1|cheody=1|chody=1|chokaiin=1|ckheey=1|ckheodar=1|ckheody=2|ckhey=2|ckhody=1|ckhol=1|ckhy=1|cpheo=1|cphodal=1|daiin=4|daiiy=1|daim=1|dal=1|dam=1|dcheodaiin=1|es=1|kaiiidal=1|kol=1|oaiin=1|odaiin=1|okeey=1|okeor=1|okol=1|opchear=1|oshol=1|otchey=1|oty=1|otydy=1|pchodal=1|qchodal=1|qockhey=2|qodaiin=2|qody=1|qoetam=1|qokey=1|qoky=1|qotchy=1|s=1|taiin=1|tcheody=1|tol=1|tsholdchy=1|ycho=1|ydchody=1|ykald=1|ykchodaiin=1|ykeoldy=1|ykieol=1|yoees=1|ypchedy=1	59	52	cheeal=1|cheeey=1|cheody=1|chody=1|chokaiin=1|ckheey=1|ckheodar=1|ckheody=2|ckhey=2|ckhody=1|ckhol=1|ckhy=1|cpheo=1|cphodal=1|daiin=4|daiiy=1|daim=1|dal=1|dam=1|dcheodaiin=1|es=1|kaiiidal=1|oaiin=1|odaiin=1|okeey=1|okeor=1|opchear=1|oshol=1|otchey=1|oty=1|otydy=1|pchodal=1|qchodal=1|qockhey=2|qodaiin=2|qody=1|qoetam=1|qokey=1|qoky=1|qotchy=1|s=1|taiin=1|tcheody=1|tsholdchy=1|ycho=1|ydchody=1|ykald=1|ykchodaiin=1|ykeoldy=1|ykieol=1|yoees=1|ypchedy=1	otal|qokeol|qokol|qotal	qokeol|qokol|qotal	qokeol|qokol|qotal	4	3	3	0
G807-P0192	192	f51v	f51v	1	f51v.1	f51v.13	1	13	H	A	1	13	82	4	f51v.1|f51v.2|f51v.5|f51v.13	9	f51v.3|f51v.4|f51v.6|f51v.7|f51v.8|f51v.9|f51v.10|f51v.11|f51v.12	55	9	5	1	55	49	chckhey=1|cheodar=1|chey=1|cho=2|chod=1|chodaiin=1|chol=1|ckhey=1|ckhol=1|ctheody=1|cthy=1|daiin=4|dchol=1|fold=1|kcholol=1|l=1|ochockhy=1|ody=1|okor=1|olcheety=1|olkeeody=1|or=1|otaiin=1|oteo=1|otykol=1|qocphy=1|qod=1|qodaiin=1|qodal=1|qokal=2|qokcheody=1|qokody=1|qotaiin=1|qotol=1|r=1|s=2|saiin=1|shain=1|sheey=1|sheo=1|shokog=1|tchody=1|ycheoky=1|ycthol=1|ykeey=1|ykeol=1|ytam=1|ytchody=1|ytol=1	48	43	chckhey=1|cheodar=1|chey=1|cho=2|chod=1|chodaiin=1|ckhey=1|ckhol=1|ctheody=1|cthy=1|daiin=4|dchol=1|fold=1|kcholol=1|ochockhy=1|ody=1|okor=1|olcheety=1|olkeeody=1|otaiin=1|oteo=1|otykol=1|qocphy=1|qod=1|qodaiin=1|qokcheody=1|qokody=1|qotaiin=1|r=1|s=2|saiin=1|shain=1|sheey=1|sheo=1|shokog=1|tchody=1|ycheoky=1|ycthol=1|ykeey=1|ykeol=1|ytam=1|ytchody=1|ytol=1	cheol|qokol|qotal	cheol|qokol|qotal	cheol|qokol|qotal	3	3	3	0
G807-P0193	193	f52r	f52r	1	f52r.1	f52r.8	1	8	H	A	1	8	69	0	NONE	8	f52r.1|f52r.2|f52r.3|f52r.4|f52r.5|f52r.6|f52r.7|f52r.8	69	8	6	1	68	56	am=1|cheey=2|chokam=1|chor=1|daig=1|daiin=3|dals=2|dam=1|dar=2|dchom=1|dl=1|do=1|dody=1|dor=1|dy=1|koldal=1|kom=1|l=1|okchal=1|okchar=1|okchol=2|oky=2|or=1|otar=1|otchol=1|otchordy=1|oteees=1|oty=3|qockhom=1|qodal=1|qofy=1|qoky=3|qotchy=1|qoty=1|s=1|shar=1|shedaiin=1|shey=1|shodaim=1|shopchy=1|shor=2|tcham=1|tchody=1|tchotshey=1|tdokchcfhy=1|tol=1|ychcthod=1|ycphko=1|ykair=1|ykeey=1|ykoldy=1|ypchy=1|ytair=1|ytchdam=1|ytoldy=1|yty=1	62	50	am=1|cheey=2|chokam=1|chor=1|daig=1|daiin=3|dals=2|dam=1|dar=2|dchom=1|do=1|dody=1|dor=1|dy=1|koldal=1|kom=1|okchal=1|okchar=1|okchol=2|oky=2|otchol=1|otchordy=1|oteees=1|oty=3|qockhom=1|qofy=1|qoky=3|qotchy=1|qoty=1|s=1|shar=1|shedaiin=1|shey=1|shodaim=1|shopchy=1|shor=2|tcham=1|tchody=1|tchotshey=1|tdokchcfhy=1|ychcthod=1|ycphko=1|ykair=1|ykeey=1|ykoldy=1|ypchy=1|ytair=1|ytchdam=1|ytoldy=1|yty=1	NONE	NONE	NONE	0	0	0	0
G807-P0194	194	f52v	f52v	1	f52v.1	f52v.6	1	6	H	A	1	6	42	1	f52v.4	5	f52v.1|f52v.2|f52v.3|f52v.5|f52v.6	35	5	5	1	34	32	chcphol=1|cheos=1|chochar=1|chocphar=1|chol=1|chor=2|chteeor=1|chy=1|cphaiiin=1|cpheodar=1|ctho=1|cthor=2|daiir=1|dam=1|dy=1|ese=1|kcholy=1|kol=1|kor=1|ls=1|oor=1|otcheor=1|oty=1|pchor=1|qotodaiin=1|sarg=1|sheol=1|shy=1|ytchey=1|yteey=1|ytol=1|ytor=1	30	28	chcphol=1|chochar=1|chocphar=1|chor=2|chteeor=1|chy=1|cphaiiin=1|cpheodar=1|ctho=1|cthor=2|daiir=1|dam=1|dy=1|ese=1|kcholy=1|kor=1|ls=1|oor=1|otcheor=1|oty=1|pchor=1|qotodaiin=1|sarg=1|shy=1|ytchey=1|yteey=1|ytol=1|ytor=1	cheol	cheol	cheol	1	1	1	0
G807-P0195	195	f52v	f52v	2	f52v.7	f52v.14	7	14	H	A	1	8	36	1	f52v.8	7	f52v.7|f52v.9|f52v.10|f52v.11|f52v.12|f52v.13|f52v.14	31	7	4	1	31	27	aiin=2|cheokor=1|chol=2|ckheeey=1|ckheey=1|ckheol=1|ckhey=1|ckhol=1|ckhy=1|cthor=1|daiig=1|daiin=3|odar=1|okaiiin=1|pcheol=1|qodaiin=1|qoekar=1|qokeyl=1|qokody=1|s=1|sal=1|sholoiin=1|shor=1|sol=1|ykchody=1|ykor=1|yokeey=1	25	22	aiin=2|cheokor=1|ckheeey=1|ckheey=1|ckhey=1|ckhol=1|ckhy=1|cthor=1|daiig=1|daiin=3|odar=1|okaiiin=1|qodaiin=1|qoekar=1|qokody=1|s=1|sal=1|sholoiin=1|shor=1|ykchody=1|ykor=1|yokeey=1	ol	ol	ol	1	1	1	0
G807-P0196	196	f53r	f53r	1	f53r.1	f53r.9	1	9	H	A	1	9	60	0	NONE	9	f53r.1|f53r.2|f53r.3|f53r.4|f53r.5|f53r.6|f53r.7|f53r.8|f53r.9	60	9	5	1	60	55	as=1|cfhy=1|chain=1|chees=1|cho=1|chocthody=1|chod=1|chokan=1|chol=1|chos=1|chtor=1|cphodol=1|ctheees=1|dain=1|dal=1|dar=1|dol=1|kodam=1|o=2|odor=1|ody=1|okod=1|oksh=1|oltsho=1|oqoor=1|orol=1|os=1|otchey=1|otcho=1|otey=1|otod=1|otol=2|otos=1|oty=3|qokchod=1|qokchy=1|qokod=1|qot=1|qotchol=1|qoty=2|qoy=1|s=1|she=1|sho=1|sodar=1|tchy=1|toyd=1|y=1|ykchdy=1|ykchody=1|ykeeod=1|ykeodar=1|ykody=1|yky=1|ytchodaiin=1	52	49	as=1|cfhy=1|chain=1|chees=1|cho=1|chocthody=1|chod=1|chokan=1|chos=1|chtor=1|cphodol=1|ctheees=1|dain=1|dal=1|dar=1|kodam=1|odor=1|ody=1|okod=1|oksh=1|oltsho=1|oqoor=1|orol=1|otchey=1|otcho=1|otey=1|otod=1|otos=1|oty=3|qokchod=1|qokchy=1|qot=1|qotchol=1|qoty=2|qoy=1|s=1|she=1|sho=1|sodar=1|tchy=1|toyd=1|y=1|ykchdy=1|ykchody=1|ykeeod=1|ykeodar=1|ykody=1|yky=1|ytchodaiin=1	NONE	NONE	NONE	0	0	0	0
G807-P0197	197	f53v	f53v	1	f53v.1	f53v.13	1	13	H	A	1	13	73	1	f53v.4	12	f53v.1|f53v.2|f53v.3|f53v.5|f53v.6|f53v.7|f53v.8|f53v.9|f53v.10|f53v.11|f53v.12|f53v.13	66	12	6	1	66	60	chckhey=1|chear=1|chkodal=1|chol=2|choldam=1|ckhol=1|cphom=1|ctheody=1|cthody=1|cthol=1|cthy=1|daiin=3|dam=1|dchom=1|dchy=1|do=1|dockhy=1|dshey=1|eo=1|kchy=1|kody=1|kshody=1|ochoiky=1|octheody=1|odaiin=1|okeey=1|oky=1|oltshey=1|opod=1|or=1|otoldy=1|otsho=1|oty=1|qodal=2|qodckhy=1|qopchy=1|qotea=1|qotod=1|sheekol=1|sheetchy=1|sheey=1|sheod=1|sheody=1|sheos=1|shey=1|shodaiin=3|shody=1|shol=1|shom=1|todaiin=1|tsheody=1|tshor=1|ycheey=1|ychocthy=1|yckhodaiin=1|ydaiin=1|ydam=1|ydy=1|ykcheody=1|ysheey=1	61	57	chckhey=1|chear=1|chkodal=1|choldam=1|ckhol=1|cphom=1|ctheody=1|cthody=1|cthol=1|cthy=1|daiin=3|dam=1|dchom=1|dchy=1|do=1|dockhy=1|dshey=1|eo=1|kchy=1|kody=1|kshody=1|ochoiky=1|octheody=1|odaiin=1|okeey=1|oky=1|oltshey=1|opod=1|otoldy=1|otsho=1|oty=1|qodckhy=1|qopchy=1|qotea=1|qotod=1|sheekol=1|sheetchy=1|sheey=1|sheod=1|sheody=1|sheos=1|shey=1|shodaiin=3|shody=1|shol=1|shom=1|todaiin=1|tsheody=1|tshor=1|ycheey=1|ychocthy=1|yckhodaiin=1|ydaiin=1|ydam=1|ydy=1|ykcheody=1|ysheey=1	qokol	qokol	qokol	1	1	1	0
G807-P0198	198	f54v	f54v	1	f54v.1	f54v.16	1	16	H	A	1	16	93	5	f54v.3|f54v.6|f54v.8|f54v.9|f54v.13	11	f54v.1|f54v.2|f54v.4|f54v.5|f54v.7|f54v.10|f54v.11|f54v.12|f54v.14|f54v.15|f54v.16	63	11	5	1	63	53	aiin=2|al=1|alchy=1|aldam=1|am=1|ar=1|chckhy=1|cheky=1|cheor=1|chodoldy=1|chody=1|chol=4|chor=1|chpal=1|chy=1|ckhey=1|cphaiin=1|cpheeain=1|cphey=1|cthaildy=1|cthol=1|daiin=2|dal=1|dar=2|dcheain=1|dol=1|dy=1|kol=1|oaiin=1|odaiin=1|okaiin=1|oldaiin=1|oloiin=1|or=1|pcheodar=1|qockhy=1|qoctheol=1|qocthy=1|qodaiin=1|qodaim=1|qokal=1|qokam=1|qokar=1|qokeey=1|qotchy=1|s=5|sheody=1|tam=1|tar=1|tol=1|ypchal=1|ytaiin=1|ytal=1	51	44	aiin=2|alchy=1|aldam=1|am=1|ar=1|chckhy=1|cheky=1|chodoldy=1|chody=1|chor=1|chpal=1|chy=1|ckhey=1|cphaiin=1|cpheeain=1|cphey=1|cthaildy=1|cthol=1|daiin=2|dal=1|dar=2|dcheain=1|dy=1|oaiin=1|odaiin=1|okaiin=1|oldaiin=1|oloiin=1|pcheodar=1|qockhy=1|qoctheol=1|qocthy=1|qodaiin=1|qodaim=1|qokam=1|qokar=1|qokeey=1|qotchy=1|s=5|sheody=1|tam=1|tar=1|ypchal=1|ytaiin=1	cheol|okal	cheol|okal	cheol|okal	2	2	2	0
G807-P0199	199	f55r	f55r	1	f55r.1	f55r.6	1	6	H	B	2	6	60	2	f55r.2|f55r.5	4	f55r.1|f55r.3|f55r.4|f55r.6	38	4	5	1	38	34	aiin=1|ar=1|arod=1|char=1|chckhy=1|chdolaiin=1|chdy=2|chky=2|chol=1|daiin=2|epaiin=1|kaiin=1|ke=1|kedy=1|odaiin=1|okaiin=1|okar=2|okchd=1|okol=1|or=1|orol=1|os=1|podaiin=1|qofair=1|qokar=1|qokchdy=1|s=1|shekchy=1|sho=1|tcho=1|y=1|yk=1|ykaiir=1|ykar=1	32	29	aiin=1|ar=1|arod=1|char=1|chckhy=1|chdolaiin=1|chdy=2|chky=2|daiin=2|epaiin=1|kaiin=1|ke=1|kedy=1|odaiin=1|okaiin=1|okchd=1|orol=1|podaiin=1|qofair=1|qokar=1|qokchdy=1|s=1|shekchy=1|sho=1|tcho=1|y=1|yk=1|ykaiir=1|ykar=1	okal|ol	okal	okal	2	1	1	0
G807-P0200	200	f55r	f55r	2	f55r.7	f55r.13	7	13	H	B	2	7	65	3	f55r.7|f55r.10|f55r.11	4	f55r.8|f55r.9|f55r.12|f55r.13	36	4	5	1	36	34	ain=1|char=1|chckhy=1|chek=1|cheky=1|chelal=1|ckhy=1|cpheody=1|daiin=2|dain=1|dal=1|dar=2|dchykey=1|dl=1|dy=1|kag=1|kaiin=1|lchdal=1|lkeedy=1|oain=1|ockhy=1|odas=1|oiiin=1|okaiin=1|okain=1|otar=1|otol=1|qokaiin=1|qokeeody=1|qoko=1|r=1|shar=1|xaloeees=1|xar=1	32	30	ain=1|char=1|chckhy=1|chek=1|cheky=1|chelal=1|ckhy=1|cpheody=1|daiin=2|dain=1|dal=1|dar=2|dchykey=1|dy=1|kag=1|kaiin=1|lchdal=1|lkeedy=1|oain=1|ockhy=1|odas=1|oiiin=1|okaiin=1|okain=1|qokaiin=1|qokeeody=1|r=1|shar=1|xaloeees=1|xar=1	cheol|okal|ol|otal	okal|ol|otal	okal|ol	4	3	2	0
G807-P0201	201	f55v	f55v	1	f55v.1	f55v.6	1	6	H	B	2	6	43	1	f55v.3	5	f55v.1|f55v.2|f55v.4|f55v.5|f55v.6	32	5	5	1	32	30	al=1|chaiin=1|chckhdy=1|chckhy=1|chedy=1|cheky=1|cheody=1|daiin=2|daiiny=1|dodyd=1|kcheedchdy=1|keeyfar=1|ochedy=1|ody=2|oedain=1|oeeed=1|okar=1|okeedy=1|okeody=1|otoldaiin=1|qoaiin=1|qokaiin=1|qokain=1|talam=1|ykaiin=1|ykain=1|ykair=1|ykan=1|ykeesan=1|yteey=1	30	28	chaiin=1|chckhdy=1|chckhy=1|chedy=1|cheky=1|cheody=1|daiin=2|daiiny=1|dodyd=1|kcheedchdy=1|keeyfar=1|ochedy=1|ody=2|oedain=1|oeeed=1|okeedy=1|okeody=1|otoldaiin=1|qoaiin=1|qokaiin=1|qokain=1|talam=1|ykaiin=1|ykain=1|ykair=1|ykan=1|ykeesan=1|yteey=1	ol	ol	ol	1	1	1	0
G807-P0202	202	f55v	f55v	2	f55v.7	f55v.12	7	12	H	B	2	6	63	3	f55v.9|f55v.10|f55v.11	3	f55v.7|f55v.8|f55v.12	31	3	4	1	30	25	aiin=1|ain=1|aldy=1|ar=4|ch=1|chedy=1|cheky=1|cho=1|daiin=2|dary=1|kchdy=1|okar=2|okchd=1|olkeechy=1|or=1|otar=1|pchal=1|qokaiin=1|qol=1|sheokey=1|sl=1|talody=1|tar=1|y=1|ykain=1	24	20	aiin=1|ain=1|aldy=1|ar=4|ch=1|chedy=1|cheky=1|cho=1|daiin=2|dary=1|kchdy=1|okchd=1|olkeechy=1|pchal=1|qokaiin=1|sheokey=1|talody=1|tar=1|y=1|ykain=1	okal|ol	okal|ol	okal|ol	2	2	2	0
G807-P0203	203	f56r	f56r	1	f56r.1	f56r.8	1	8	H	A	1	8	51	0	NONE	8	f56r.1|f56r.2|f56r.3|f56r.4|f56r.5|f56r.6|f56r.7|f56r.8	51	8	5	1	50	43	chchs=1|chdy=1|cheeckhody=1|chey=1|chkor=1|cho=1|chochor=1|chodaly=1|chokchey=1|chokchol=1|chokeey=1|chokor=1|choksy=1|choky=2|chol=1|choly=1|chor=2|chorchy=1|choty=1|choy=1|chy=3|chykey=1|daiin=2|dal=1|dchey=1|dy=1|esedy=1|kchol=1|keey=2|korchy=1|o=1|okar=1|olchey=1|otchor=1|oty=1|qokeey=1|qot=1|schol=1|sho=1|shokaiin=1|y=2|ychocphy=1|ykcho=1	47	40	chchs=1|chdy=1|cheeckhody=1|chey=1|chkor=1|cho=1|chochor=1|chodaly=1|chokchey=1|chokchol=1|chokeey=1|chokor=1|choksy=1|choky=2|choly=1|chor=2|chorchy=1|choty=1|choy=1|chy=3|chykey=1|daiin=2|dal=1|dchey=1|dy=1|esedy=1|kchol=1|keey=2|korchy=1|olchey=1|otchor=1|oty=1|qokeey=1|qot=1|schol=1|sho=1|shokaiin=1|y=2|ychocphy=1|ykcho=1	NONE	NONE	NONE	0	0	0	0
G807-P0204	204	f56r	f56r	2	f56r.9	f56r.19	9	19	H	A	1	11	54	0	NONE	11	f56r.9|f56r.10|f56r.11|f56r.12|f56r.13|f56r.14|f56r.15|f56r.16|f56r.17|f56r.18|f56r.19	54	11	5	1	54	48	aiin=1|chey=2|cho=1|chody=1|chok=1|chokcheo=1|chokchy=1|chokeey=1|chokor=1|chol=2|chor=1|chos=1|chotchey=1|chotol=1|ctho=1|cthol=1|cthy=1|d=1|daiin=2|dy=1|kchal=1|kcharg=1|kcheey=1|kchey=1|kchoar=1|kchol=1|keol=1|okaiin=1|okchy=1|otchey=1|otchy=1|qokcheey=1|qokokchy=1|qotchy=2|r=2|s=1|schey=1|sh=1|sho=1|shol=1|shy=1|sotodan=1|t=1|tcho=1|tchoky=1|tchol=2|y=1|yt=1	52	47	aiin=1|chey=2|cho=1|chody=1|chok=1|chokcheo=1|chokchy=1|chokeey=1|chokor=1|chor=1|chos=1|chotchey=1|chotol=1|ctho=1|cthol=1|cthy=1|d=1|daiin=2|dy=1|kchal=1|kcharg=1|kcheey=1|kchey=1|kchoar=1|kchol=1|keol=1|okaiin=1|okchy=1|otchey=1|otchy=1|qokcheey=1|qokokchy=1|qotchy=2|r=2|s=1|schey=1|sh=1|sho=1|shol=1|shy=1|sotodan=1|t=1|tcho=1|tchoky=1|tchol=2|y=1|yt=1	NONE	NONE	NONE	0	0	0	0
G807-P0205	205	f56v	f56v	1	f56v.1	f56v.6	1	6	H	A	1	6	36	0	NONE	6	f56v.1|f56v.2|f56v.3|f56v.4|f56v.5|f56v.6	36	6	5	1	36	31	aiin=1|chey=2|chokchol=1|chol=2|chor=1|choror=1|choteeey=1|ckhos=1|cthar=1|d=1|daiin=3|dain=1|dal=1|eey=1|kcheat=1|kcheey=1|ochey=1|qokoiin=1|qotcheol=1|qotchey=1|qoteees=1|qoteeey=1|qoteey=2|s=1|schy=1|sho=1|shodshey=1|shol=1|shor=1|t=1|tad=1	34	30	aiin=1|chey=2|chokchol=1|chor=1|choror=1|choteeey=1|ckhos=1|cthar=1|d=1|daiin=3|dain=1|dal=1|eey=1|kcheat=1|kcheey=1|ochey=1|qokoiin=1|qotcheol=1|qotchey=1|qoteees=1|qoteeey=1|qoteey=2|s=1|schy=1|sho=1|shodshey=1|shol=1|shor=1|t=1|tad=1	NONE	NONE	NONE	0	0	0	0
G807-P0206	206	f56v	f56v	2	f56v.7	f56v.16	7	16	H	A	1	10	55	1	f56v.10	9	f56v.7|f56v.8|f56v.9|f56v.11|f56v.12|f56v.13|f56v.14|f56v.15|f56v.16	47	9	5	1	47	35	aiin=1|cheo=1|chey=1|chokcho=1|chokchy=1|choky=1|chol=8|chorol=1|chotaiin=1|chotchey=1|chotor=1|ctheey=1|daiin=3|kaiin=1|kcheeytain=1|kcho=1|kchokchy=1|kchol=3|keeol=1|kol=1|lkeey=1|o=1|oky=1|otchol=1|otchyd=1|qokchey=1|qokcho=1|s=1|sho=1|shol=2|shotchot=1|tchain=1|tcheey=1|ykchor=1|ykor=1	36	31	aiin=1|chey=1|chokcho=1|chokchy=1|choky=1|chorol=1|chotaiin=1|chotchey=1|chotor=1|ctheey=1|daiin=3|kaiin=1|kcheeytain=1|kcho=1|kchokchy=1|kchol=3|keeol=1|lkeey=1|oky=1|otchol=1|otchyd=1|qokchey=1|qokcho=1|s=1|sho=1|shol=2|shotchot=1|tchain=1|tcheey=1|ykchor=1|ykor=1	ol	NONE	NONE	1	0	0	0
G807-P0207	207	f58r	f58r	1	f58r.1	f58r.15	1	15	S	A	3	15	140	3	f58r.6|f58r.10|f58r.13	12	f58r.1|f58r.2|f58r.3|f58r.4|f58r.5|f58r.7|f58r.8|f58r.9|f58r.11|f58r.12|f58r.14|f58r.15	109	12	6	1	107	93	aiin=2|airaldy=1|al=1|alam=2|am=1|ar=3|arary=1|ary=1|chairal=1|char=3|cheey=1|chekaiin=1|cheoly=1|chofchol=1|cholaly=1|choldal=1|choldy=1|cholfy=1|cholkeey=1|choty=1|chy=1|ckhy=1|daiin=1|daiir=1|dal=4|dalaldam=1|dalchal=1|dalchy=1|dalor=2|dchair=1|dshodal=1|dshor=1|dy=2|e=1|kal=1|kor=1|m=1|o=1|okair=1|okalal=1|okalys=1|olchear=1|olchokal=1|oleeam=1|oly=1|or=1|orar=1|otalal=1|otalchal=1|otaly=2|otar=2|otchy=1|oteodchy=1|oteom=1|otey=2|otoralchy=1|qoaiin=1|qoar=1|qocphody=1|qokalam=1|qopaim=1|qor=1|s=1|saiin=1|shal=1|shalom=1|shaly=1|shar=1|sharam=1|shedy=1|sheey=1|shoar=1|shofchy=1|sholaiin=1|sholala=1|sholar=1|sholteol=1|sholy=1|shom=1|shoty=1|tal=1|tchy=1|toleeshal=1|ykal=1|ykechod=1|ytal=1|ytalar=1|ytalody=1|ytam=1|ytar=1|ytchaly=1|yteochy=1|yteodaiin=1	94	82	aiin=2|airaldy=1|alam=2|am=1|ar=3|arary=1|ary=1|chairal=1|char=3|cheey=1|chekaiin=1|chofchol=1|cholaly=1|choldal=1|choldy=1|cholfy=1|cholkeey=1|choty=1|chy=1|ckhy=1|daiin=1|daiir=1|dal=4|dalaldam=1|dalchal=1|dalchy=1|dalor=2|dchair=1|dshodal=1|dshor=1|dy=2|e=1|kor=1|m=1|okair=1|okalal=1|okalys=1|olchear=1|olchokal=1|oleeam=1|orar=1|otalal=1|otalchal=1|otchy=1|oteodchy=1|oteom=1|otey=2|otoralchy=1|qoaiin=1|qoar=1|qocphody=1|qokalam=1|qopaim=1|qor=1|s=1|saiin=1|shal=1|shalom=1|shaly=1|shar=1|sharam=1|shedy=1|sheey=1|shoar=1|shofchy=1|sholaiin=1|sholala=1|sholar=1|sholteol=1|sholy=1|shom=1|shoty=1|tchy=1|toleeshal=1|ykechod=1|ytalar=1|ytalody=1|ytam=1|ytar=1|ytchaly=1|yteochy=1|yteodaiin=1	ol|otal	ol|otal	ol|otal	2	2	2	0
G807-P0208	208	f58r	f58r	2	f58r.16	f58r.25	16	25	S	A	3	10	94	2	f58r.18|f58r.23	8	f58r.16|f58r.17|f58r.19|f58r.20|f58r.21|f58r.22|f58r.24|f58r.25	75	8	6	1	73	68	air=1|alaiin=1|aldar=1|alkar=1|aly=1|ar=3|arodaim=1|chalolky=1|chaly=1|cheekey=1|cheky=1|cheoekar=1|choky=1|chol=1|cholkor=1|chotam=1|chy=1|daiin=2|dal=3|dalchdy=1|daldy=1|dcholy=1|dshaly=1|ees=1|oar=1|ochaly=1|okalal=1|okeal=1|okey=1|olar=1|olchey=1|oleesey=1|olkeal=1|olkeol=1|olseeg=1|opy=1|or=1|osal=1|otakas=1|otalar=1|otalor=1|otar=1|otary=1|oteeoaly=1|oteeos=1|oty=1|pchdy=1|pydaly=1|qoaiir=1|qokaldy=1|qoky=1|qotaily=1|qotey=1|qotoly=1|qotyshey=1|s=1|sheain=1|tazain=1|tcheos=1|todal=1|typchey=1|ycheor=1|ykal=1|ysheockhy=1|ysholshy=1|ytar=1|ytashy=1|ytchody=1	67	62	air=1|alaiin=1|aldar=1|alkar=1|aly=1|ar=3|arodaim=1|chalolky=1|chaly=1|cheekey=1|cheky=1|cheoekar=1|choky=1|cholkor=1|chotam=1|chy=1|daiin=2|dal=3|dalchdy=1|daldy=1|dcholy=1|dshaly=1|ees=1|oar=1|ochaly=1|okalal=1|okey=1|olar=1|olchey=1|oleesey=1|olkeal=1|olkeol=1|olseeg=1|opy=1|otakas=1|otalar=1|otalor=1|otary=1|oteeoaly=1|oteeos=1|oty=1|pchdy=1|pydaly=1|qoaiir=1|qokaldy=1|qoky=1|qotaily=1|qotey=1|qotoly=1|qotyshey=1|s=1|sheain=1|tazain=1|tcheos=1|todal=1|typchey=1|ycheor=1|ysheockhy=1|ysholshy=1|ytar=1|ytashy=1|ytchody=1	okal|otal	okal|otal	okal|otal	2	2	2	0
