template_replay_ordinal	event_id	statement_id	physical_page	register	surface	recipe	state_marker_sequence	state_frame_role	sentence_prefix_de	sentence_suffix_de	base_mode	effective_action_roots	action_topology	generated_action_chain_de	effective_argument_roots	argument_topology	generated_argument_phrase_de	modifier_atoms	modifier_type_sequence	generated_modifier_phrase_de	outer_template_signature	structural_template_signature	generated_microphrase_de	source_microphrase_de	exact_replay	replay_status	written_atom_alignment	guard	outer_template_id	structural_template_id
323	G407-E1394	G407-S079	f72r	CELESTIAL	opcholalaiin	O+P+CH+OL+AL+AIIN	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	P|CH	A+A	setze den Wert ein und nimm den Wert	AIIN	SINGLE	den Wert	O+AL	FORMAL_CONTROL+RELATION	zur Ausführung; zum Zielort	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A+A || SINGLE || FORMAL_CONTROL+RELATION	Weiter: setze den Wert ein und nimm den Wert; zur Ausführung; zum Zielort.	Weiter: setze den Wert ein und nimm den Wert; zur Ausführung; zum Zielort.	YES	EXACT_SOURCE_REPLAY	1:O=zur Ausführung | 2:P=einsetzen | 3:CH=nehmen | 4:OL=weiter | 5:AL=zum Zielort | 6:AIIN=den Wert	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T084
324	G407-E1395	G407-S079	f72r	CELESTIAL	oteeor	OT+EE+OR	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	CH	A	nimm die Einheit	OR	SINGLE	die Einheit	EE	GRADE	auf Grad II	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || GRADE	Danach: nimm die Einheit; auf Grad II.	Danach: nimm die Einheit; auf Grad II.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:EE=auf Grad II | 3:OR=die Einheit	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T127
325	G407-E1399	G407-S079	f72r	CELESTIAL	oteees	OT+EEE+S_ADDR	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	CH	A	nimm den Posten	Y	SINGLE	den Posten	EEE+S_ADDR	GRADE+LOCAL_OR_CLASS_SIGN	auf Grad III; hier	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || GRADE+LOCAL_OR_CLASS_SIGN	Danach: nimm den Posten; auf Grad III; hier.	Danach: nimm den Posten; auf Grad III; hier.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:EEE=auf Grad III | 3:S_ADDR=hier	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T133
326	G407-E1402	G407-S079	f72r	CELESTIAL	olaiin	OL+AIIN	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CH	A	nimm den Wert	AIIN	SINGLE	den Wert	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: nimm den Wert.	Weiter: nimm den Wert.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:AIIN=den Wert	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
327	G407-E1403	G407-S079	f72r	CELESTIAL	otedar	OT+E+D_ADDR+AR	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	CH	A	nimm den Wert	AIIN	SINGLE	den Wert	E+D_ADDR+AR	GRADE+LOCAL_OR_CLASS_SIGN+RELATION	auf Grad I; hier; vom Ausgang	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || GRADE+LOCAL_OR_CLASS_SIGN+RELATION	Danach: nimm den Wert; auf Grad I; hier; vom Ausgang.	Danach: nimm den Wert; auf Grad I; hier; vom Ausgang.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:E=auf Grad I | 3:D_ADDR=hier | 4:AR=vom Ausgang	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T134
328	G407-E1404	G407-S079	f72r	CELESTIAL	olol	OL+OL	OL+OL	DOUBLE_CONTINUATION_BRIDGE	Weiter	nochmals weiterführen	ACTION_CHAIN	CH	A	nimm den Wert	AIIN	SINGLE	den Wert	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	OL+OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: nimm den Wert; nochmals weiterführen.	Weiter: nimm den Wert; nochmals weiterführen.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O06	GDT565-T118
329	G407-E1405	G407-S079	f72r	CELESTIAL	choty	CH+OT+Y	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	CH	A	nimm den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: nimm den Posten.	Danach: nimm den Posten.	YES	EXACT_SOURCE_REPLAY	1:CH=nehmen | 2:OT=danach | 3:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
330	G407-E1406	G407-S079	f72r	CELESTIAL	oteol	OT+E+OL	OT+OL	ADVANCE_THEN_CONTINUE	Danach	weiterführen	ACTION_CHAIN	CH	A	nimm den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	OT+OL || ACTION_CHAIN || A || SINGLE || GRADE	Danach: nimm den Posten; auf Grad I; weiterführen.	Danach: nimm den Posten; auf Grad I; weiterführen.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:E=auf Grad I | 3:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O04	GDT565-T164
331	G407-E1412	G407-S079	f72r	CELESTIAL	eedy	EE+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	S	A	wähle den Posten	Y	SINGLE	den Posten	EE	GRADE	auf Grad II	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Wähle den Posten; auf Grad II; abschließen.	Wähle den Posten; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:EE=auf Grad II | 2:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
332	G407-E1413	G407-S080	f72r	CELESTIAL	sheol	SH+E+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || GRADE	Weiter: halte den Posten; auf Grad I.	Weiter: halte den Posten; auf Grad I.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:E=auf Grad I | 3:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T064
333	G407-E1415	G407-S080	f72r	CELESTIAL	ckhol	CH+K+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CH|K	A+A	nimm den Posten und gib den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A+A || SINGLE || NONE	Weiter: nimm den Posten und gib den Posten.	Weiter: nimm den Posten und gib den Posten.	YES	EXACT_SOURCE_REPLAY	1:CH=nehmen | 2:K=geben | 3:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T094
334	G407-E1418	G407-S081	f72r	CELESTIAL	olaiin	OL+AIIN	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	S	A	wähle den Wert	AIIN	SINGLE	den Wert	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: wähle den Wert.	Weiter: wähle den Wert.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:AIIN=den Wert	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
335	G407-E1420	G407-S081	f72r	CELESTIAL	octheolarl	O+CH+T+E+OL+AR+L	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CH|T	A+A	nimm den Wert und stelle den Wert ein	AIIN	SINGLE	den Wert	O+E+AR+L	FORMAL_CONTROL+GRADE+RELATION+RELATION	zur Ausführung; auf Grad I; vom Ausgang; über die Verbindung	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A+A || SINGLE || FORMAL_CONTROL+GRADE+RELATION+RELATION	Weiter: nimm den Wert und stelle den Wert ein; zur Ausführung; auf Grad I; vom Ausgang; über die Verbindung.	Weiter: nimm den Wert und stelle den Wert ein; zur Ausführung; auf Grad I; vom Ausgang; über die Verbindung.	YES	EXACT_SOURCE_REPLAY	1:O=zur Ausführung | 2:CH=nehmen | 3:T=einstellen | 4:E=auf Grad I | 5:OL=weiter | 6:AR=vom Ausgang | 7:L=über die Verbindung	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T082
336	G407-E1422	G407-S081	f72r	CELESTIAL	oteos	OT+E+O+S_ADDR	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	E+O+S_ADDR	GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	auf Grad I; zur Ausführung; hier	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	Danach: setze den Posten; auf Grad I; zur Ausführung; hier.	Danach: setze den Posten; auf Grad I; zur Ausführung; hier.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:E=auf Grad I | 3:O=zur Ausführung | 4:S_ADDR=hier	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T130
337	G407-E1424	G407-S081	f72r	CELESTIAL	koly	K+OL+Y	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: gib den Posten.	Weiter: gib den Posten.	YES	EXACT_SOURCE_REPLAY	1:K=geben | 2:OL=weiter | 3:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
338	G407-E1430	G407-S082	f75r	BIOLOGICAL	qotar	OT+AR	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	AR	RELATION	vom Ausgang	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || RELATION	Danach: bearbeite den Posten; vom Ausgang.	Danach: bearbeite den Posten; vom Ausgang.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:AR=vom Ausgang	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T140
339	G407-E1431	G407-S082	f75r	BIOLOGICAL	shedy	SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Halte den Posten; auf Grad I; abschließen.	Halte den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
340	G407-E1435	G407-S083	f75r	BIOLOGICAL	ssheol	S+SH+E+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	S|SH	A+A	wähle den Posten und halte den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A+A || SINGLE || GRADE	Weiter: wähle den Posten und halte den Posten; auf Grad I.	Weiter: wähle den Posten und halte den Posten; auf Grad I.	YES	EXACT_SOURCE_REPLAY	1:S=wählen | 2:SH=halten | 3:E=auf Grad I | 4:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T085
341	G407-E1436	G407-S083	f75r	BIOLOGICAL	qoldy	OL+DY	OL+DY	CONTINUE_THEN_CLOSE	Weiter	abschließen	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	OL+DY || ACTION_CHAIN || A || SINGLE || NONE	Weiter: halte den Posten; abschließen.	Weiter: halte den Posten; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O06	GDT565-T110
342	G407-E1438	G407-S084	f75r	BIOLOGICAL	chekeedy	CH+K+EE+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	CH|K	A+A	nimm den Posten und gib den Posten	Y	SINGLE	den Posten	EE	GRADE	auf Grad II	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A+A || SINGLE || GRADE	Nimm den Posten und gib den Posten; auf Grad II; abschließen.	Nimm den Posten und gib den Posten; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:CH=nehmen | 2:K=geben | 3:EE=auf Grad II | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T034
343	G407-E1447	G407-S085	f75r	BIOLOGICAL	olkar	OL+K+AR	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	K	A	gib den Anteil	AIN	SINGLE	den Anteil	AR	RELATION	vom Ausgang	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || RELATION	Weiter: gib den Anteil; vom Ausgang.	Weiter: gib den Anteil; vom Ausgang.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:K=geben | 3:AR=vom Ausgang	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T073
344	G407-E1458	G407-S085	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	EE	GRADE	auf Grad II	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad II; abschließen.	Setze den Posten; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
345	G407-E1465	G407-S086	f75r	BIOLOGICAL	ol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	R	A	markiere den Anteil	AIN	SINGLE	den Anteil	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: markiere den Anteil.	Weiter: markiere den Anteil.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
346	G407-E1466	G407-S086	f75r	BIOLOGICAL	olsheedy	OL+SH+EE+DY	OL+DY	CONTINUE_THEN_CLOSE	Weiter	abschließen	ACTION_CHAIN	SH	A	halte den Anteil	AIN	SINGLE	den Anteil	EE	GRADE	auf Grad II	PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	OL+DY || ACTION_CHAIN || A || SINGLE || GRADE	Weiter: halte den Anteil; auf Grad II; abschließen.	Weiter: halte den Anteil; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:SH=halten | 3:EE=auf Grad II | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O04	GDT565-T107
347	G407-E1470	G407-S087	f75r	BIOLOGICAL	olky	OL+K+Y	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: gib den Posten.	Weiter: gib den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:K=geben | 3:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
348	G407-E1475	G407-S087	f75r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	EE	GRADE	auf Grad II	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad II; abschließen.	Setze den Posten; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
349	G407-E1477	G407-S088	f75r	BIOLOGICAL	pchedy	P+CHD+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	P|CHD	A+A	setze den Posten ein und bearbeite den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	NO_PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	DY || ACTION_CHAIN || A+A || SINGLE || NONE	Setze den Posten ein und bearbeite den Posten; abschließen.	Setze den Posten ein und bearbeite den Posten; abschließen.	YES	EXACT_SOURCE_REPLAY	1:P=einsetzen | 2:CHD=bearbeiten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O02	GDT565-T037
350	G407-E1478	G407-S089	f75r	BIOLOGICAL	qokshdy	OK+SH+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK|SH	A+A	setze den Posten und halte den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	NO_PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	DY || ACTION_CHAIN || A+A || SINGLE || NONE	Setze den Posten und halte den Posten; abschließen.	Setze den Posten und halte den Posten; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:SH=halten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O02	GDT565-T037
351	G407-E1483	G407-S090	f75r	BIOLOGICAL	lol	L+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	L	RELATION	über die Verbindung	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || RELATION	Weiter: setze den Posten; über die Verbindung.	Weiter: setze den Posten; über die Verbindung.	YES	EXACT_SOURCE_REPLAY	1:L=über die Verbindung | 2:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T073
352	G407-E1488	G407-S090	f75r	BIOLOGICAL	qokardy	OK+AR+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	AR	RELATION	vom Ausgang	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || RELATION	Setze den Posten; vom Ausgang; abschließen.	Setze den Posten; vom Ausgang; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:AR=vom Ausgang | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T024
353	G407-E1492	G407-S091	f75r	BIOLOGICAL	lshedy	L+SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	L+E	RELATION+GRADE	über die Verbindung; auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || RELATION+GRADE	Halte den Posten; über die Verbindung; auf Grad I; abschließen.	Halte den Posten; über die Verbindung; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:L=über die Verbindung | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T026
354	G407-E1493	G407-S092	f75r	BIOLOGICAL	okeedy	OK+EE+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	EE	GRADE	auf Grad II	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad II; abschließen.	Setze den Posten; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
355	G407-E1494	G407-S093	f75r	BIOLOGICAL	qokchdy	OK+CHD+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK|CHD	A+A	setze den Posten und bearbeite den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	NO_PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	DY || ACTION_CHAIN || A+A || SINGLE || NONE	Setze den Posten und bearbeite den Posten; abschließen.	Setze den Posten und bearbeite den Posten; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:CHD=bearbeiten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O02	GDT565-T037
356	G407-E1497	G407-S094	f75r	BIOLOGICAL	qokedy	OK+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad I; abschließen.	Setze den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
357	G407-E1501	G407-S095	f75r	BIOLOGICAL	olchedy	OL+CHD+DY	OL+DY	CONTINUE_THEN_CLOSE	Weiter	abschließen	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	OL+DY || ACTION_CHAIN || A || SINGLE || NONE	Weiter: bearbeite den Posten; abschließen.	Weiter: bearbeite den Posten; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:CHD=bearbeiten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O06	GDT565-T110
358	G407-E1504	G407-S096	f75r	BIOLOGICAL	qotar	OT+AR	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	SH	A	halte die Einheit	OR	SINGLE	die Einheit	AR	RELATION	vom Ausgang	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || RELATION	Danach: halte die Einheit; vom Ausgang.	Danach: halte die Einheit; vom Ausgang.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:AR=vom Ausgang	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T140
359	G407-E1510	G407-S096	f75r	BIOLOGICAL	otey	OT+E+Y	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || GRADE	Danach: gib den Posten; auf Grad I.	Danach: gib den Posten; auf Grad I.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:E=auf Grad I | 3:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T127
360	G407-E1511	G407-S096	f75r	BIOLOGICAL	tedy	T+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	T	A	stelle den Posten ein	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Stelle den Posten ein; auf Grad I; abschließen.	Stelle den Posten ein; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:T=einstellen | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
