recipe_context_cell_ordinal	recipe_context_cell_id	gdt564_source_cell_id	recipe	portable_route	event_count	effective_action_signatures	effective_argument_signatures	state_marker_sequence	base_mode	action_topology	argument_topology	modifier_atoms	modifier_type_sequence	outer_template_id	structural_template_id	generated_owner_free_microphrase_de	source_microphrases_de	event_ids	physical_page_count	physical_pages	register_count	registers	exact_replay_event_count	normalized_event_count	all_events_accounted	guard
245	GDT565-C0245	GDT564-C0127	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	17	CHD	Y	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	G407-E1558 || G407-E1928 || G407-E2177 || G407-E2589 || G407-E2679 || G407-E2833 || G407-E2848 || G407-E2849 || G407-E2994 || G407-E3059 || G407-E3078 || G407-E3087 || G407-E3120 || G407-E3462 || G407-E4123 || G407-E4168 || G407-E4511	8	f75r || f76r || f77r || f81r || f81v || f83r || f89r || f95v	3	BIOLOGICAL || HERBAL || PHARMA	17	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
246	GDT565-C0246	GDT564-C0125	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	3	CHD	AIIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: bearbeite den Wert.	Weiter: bearbeite den Wert.	G407-E2851 || G407-E2853 || G407-E3777	2	f81r || f83r	1	BIOLOGICAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
247	GDT565-C0247	GDT564-C0126	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	CHD	OR	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: bearbeite die Einheit.	Weiter: bearbeite die Einheit.	G407-E2188 || G407-E2190	1	f76r	1	BIOLOGICAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
248	GDT565-C0248	GDT564-C0129	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	3	K	AIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: gib den Anteil.	Weiter: gib den Anteil.	G407-E2944 || G407-E3756 || G407-E3757	2	f81v || f83r	1	BIOLOGICAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
249	GDT565-C0249	GDT564-C0131	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	15	K	Y	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: gib den Posten.	Weiter: gib den Posten.	G407-E0114 || G407-E0115 || G407-E0325 || G407-E0777 || G407-E1226 || G407-E2733 || G407-E2744 || G407-E2930 || G407-E2960 || G407-E3089 || G407-E3096 || G407-E3353 || G407-E4256 || G407-E4350 || G515-E0404	9	f11r || f1r || f55v || f66r || f72r || f81r || f81v || f82r || f89r	5	BIOLOGICAL || CELESTIAL || HERBAL || PHARMA || SOURCE_SECTION_T	15	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
250	GDT565-C0250	GDT564-C0128	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	5	K	AIIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: gib den Wert.	Weiter: gib den Wert.	G407-E0767 || G407-E1681 || G407-E2265 || G407-E2904 || G407-E4258	5	f55v || f75r || f76r || f81r || f89r	3	BIOLOGICAL || HERBAL || PHARMA	5	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
251	GDT565-C0251	GDT564-C0130	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	K	OR	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: gib die Einheit.	Weiter: gib die Einheit.	G407-E2482 || G407-E2910	2	f77r || f81r	1	BIOLOGICAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
252	GDT565-C0252	GDT564-C0147	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	SH	AIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: halte den Anteil.	Weiter: halte den Anteil.	G407-E0099 || G407-E1650	2	f1r || f75r	2	BIOLOGICAL || SOURCE_SECTION_T	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
253	GDT565-C0253	GDT564-C0150	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	24	SH	Y	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: halte den Posten.	Weiter: halte den Posten.	G407-E0435 || G407-E1583 || G407-E1585 || G407-E1591 || G407-E1629 || G407-E1867 || G407-E1941 || G407-E1991 || G407-E2048 || G407-E2185 || G407-E2254 || G407-E2794 || G407-E2823 || G407-E2870 || G407-E2913 || G407-E2915 || G407-E3031 || G407-E3032 || G407-E3069 || G407-E3155 || G407-E3157 || G407-E3217 || G407-E3344 || G407-E3873	7	f13r || f75r || f76r || f81r || f81v || f82r || f88r	3	BIOLOGICAL || HERBAL || PHARMA	24	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
254	GDT565-C0254	GDT564-C0146	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	6	SH	AIIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: halte den Wert.	Weiter: halte den Wert.	G407-E2358 || G407-E2415 || G407-E2635 || G407-E2644 || G407-E2671 || G407-E4003	3	f76r || f77r || f88v	2	BIOLOGICAL || PHARMA	6	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
255	GDT565-C0255	GDT564-C0149	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	3	SH	OR	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: halte die Einheit.	Weiter: halte die Einheit.	G407-E0119 || G407-E1612 || G407-E1853	3	f1r || f75r || f76r	2	BIOLOGICAL || SOURCE_SECTION_T	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
256	GDT565-C0256	GDT564-C0148	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	SH	NONE	OL	ACTION_CHAIN	A	NONE	NONE	NONE	GDT565-O05	GDT565-T054	Weiter: halte.	Weiter: halte.	G515-E0004	1	f4r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
257	GDT565-C0257	GDT564-C0139	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	3	R	AIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: markiere den Anteil.	Weiter: markiere den Anteil.	G407-E1465 || G407-E1647 || G407-E4390	2	f75r || f89r	2	BIOLOGICAL || PHARMA	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
258	GDT565-C0258	GDT564-C0141	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	6	R	Y	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: markiere den Posten.	Weiter: markiere den Posten.	G407-E0171 || G407-E0577 || G407-E1528 || G407-E2153 || G407-E3783 || G515-E0542	6	f18r || f1r || f66r || f75r || f76r || f83r	3	BIOLOGICAL || HERBAL || SOURCE_SECTION_T	6	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
259	GDT565-C0259	GDT564-C0138	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	R	AIIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: markiere den Wert.	Weiter: markiere den Wert.	G407-E3880 || G407-E4393	2	f88r || f89r	1	PHARMA	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
260	GDT565-C0260	GDT564-C0140	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	R	OR	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: markiere die Einheit.	Weiter: markiere die Einheit.	G407-E3298	1	f82r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
261	GDT565-C0261	GDT564-C0122	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	CH	AIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: nimm den Anteil.	Weiter: nimm den Anteil.	G407-E2582	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
262	GDT565-C0262	GDT564-C0124	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	13	CH	Y	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: nimm den Posten.	Weiter: nimm den Posten.	G407-E0163 || G407-E0256 || G407-E0376 || G407-E0536 || G407-E0675 || G407-E0808 || G407-E1266 || G407-E2090 || G407-E3432 || G407-E3787 || G407-E3900 || G407-E3926 || G515-E0078	12	f10r || f13r || f18r || f1r || f20v || f24v || f56r || f72r || f76r || f82r || f83r || f88r	5	BIOLOGICAL || CELESTIAL || HERBAL || PHARMA || SOURCE_SECTION_T	13	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
263	GDT565-C0263	GDT564-C0121	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	CH	AIIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: nimm den Wert.	Weiter: nimm den Wert.	G407-E3789 || G515-E0020	2	f4r || f83r	2	BIOLOGICAL || HERBAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
264	GDT565-C0264	GDT564-C0123	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	4	CH	OR	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: nimm die Einheit.	Weiter: nimm die Einheit.	G407-E0280 || G407-E0282 || G407-E3793 || G407-E3915	3	f10r || f83r || f88r	3	BIOLOGICAL || HERBAL || PHARMA	4	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
265	GDT565-C0265	GDT564-C0134	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	3	OK	AIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: setze den Anteil.	Weiter: setze den Anteil.	G407-E1749 || G407-E2739 || G407-E2740	2	f75r || f81r	1	BIOLOGICAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
266	GDT565-C0266	GDT564-C0137	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	P	Y	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: setze den Posten ein.	Weiter: setze den Posten ein.	G407-E2632 || G407-E2775	2	f77r || f81r	1	BIOLOGICAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
267	GDT565-C0267	GDT564-C0136	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	26	OK	Y	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: setze den Posten.	Weiter: setze den Posten.	G407-E0419 || G407-E1147 || G407-E1264 || G407-E1581 || G407-E1668 || G407-E1738 || G407-E2725 || G407-E2747 || G407-E2748 || G407-E2759 || G407-E2819 || G407-E2879 || G407-E3123 || G407-E3143 || G407-E3161 || G407-E3207 || G407-E3231 || G407-E3516 || G407-E3635 || G407-E3643 || G407-E3736 || G407-E3890 || G407-E3893 || G407-E4346 || G515-E0149 || G515-E0475	11	f13r || f20v || f66r || f72r || f75r || f81r || f81v || f82r || f83r || f88r || f89r	5	BIOLOGICAL || CELESTIAL || HERBAL || PHARMA || SOURCE_SECTION_T	26	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
268	GDT565-C0268	GDT564-C0133	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	10	OK	AIIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: setze den Wert.	Weiter: setze den Wert.	G407-E0516 || G407-E0749 || G407-E0952 || G407-E2388 || G407-E2430 || G407-E2750 || G407-E2977 || G407-E3878 || G407-E4081 || G407-E4083	9	f17r || f55v || f67r2 || f76r || f77r || f81r || f81v || f88r || f89r	4	BIOLOGICAL || CELESTIAL || HERBAL || PHARMA	10	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
269	GDT565-C0269	GDT564-C0135	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	4	OK	OR	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: setze die Einheit.	Weiter: setze die Einheit.	G407-E0584 || G407-E1211 || G407-E2987 || G407-E4253	4	f18r || f72r || f81v || f89r	4	BIOLOGICAL || CELESTIAL || HERBAL || PHARMA	4	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
270	GDT565-C0270	GDT564-C0153	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	8	T	Y	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: stelle den Posten ein.	Weiter: stelle den Posten ein.	G407-E0239 || G407-E0881 || G407-E1671 || G407-E2787 || G515-E0082 || G515-E0136 || G515-E0142 || G515-E0506	6	f10r || f20v || f56r || f66r || f75r || f81r	3	BIOLOGICAL || HERBAL || SOURCE_SECTION_T	8	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
271	GDT565-C0271	GDT564-C0151	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	T	AIIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: stelle den Wert ein.	Weiter: stelle den Wert ein.	G407-E4535	1	f95v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
272	GDT565-C0272	GDT564-C0152	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	T	OR	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: stelle die Einheit ein.	Weiter: stelle die Einheit ein.	G407-E0210 || G407-E1637	2	f1r || f75r	2	BIOLOGICAL || SOURCE_SECTION_T	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
273	GDT565-C0273	GDT564-C0143	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	6	S	AIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: wähle den Anteil.	Weiter: wähle den Anteil.	G407-E2693 || G407-E2754 || G407-E2804 || G407-E3450 || G407-E4100 || G407-E4408	5	f77r || f81r || f82r || f89r || f95v	3	BIOLOGICAL || HERBAL || PHARMA	6	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
274	GDT565-C0274	GDT564-C0145	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	5	S	Y	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: wähle den Posten.	Weiter: wähle den Posten.	G407-E0462 || G407-E0654 || G407-E0876 || G407-E2883 || G515-E0535	5	f17r || f24v || f56r || f66r || f81r	3	BIOLOGICAL || HERBAL || SOURCE_SECTION_T	5	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
275	GDT565-C0275	GDT564-C0142	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	4	S	AIIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: wähle den Wert.	Weiter: wähle den Wert.	G407-E0710 || G407-E2356 || G407-E2940 || G407-E4265	4	f55v || f76r || f81v || f89r	3	BIOLOGICAL || HERBAL || PHARMA	4	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
276	GDT565-C0276	GDT564-C0144	OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	2	S	NONE	OL	ACTION_CHAIN	A	NONE	NONE	NONE	GDT565-O05	GDT565-T054	Weiter: wähle.	Weiter: wähle.	G407-E2394 || G515-E0461	2	f66r || f77r	2	BIOLOGICAL || SOURCE_SECTION_T	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
277	GDT565-C0277	GDT564-C0155	OL+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	1	CHD	AIIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: bearbeite den Wert.	Weiter: bearbeite den Wert.	G407-E2369	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
278	GDT565-C0278	GDT564-C0158	OL+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	4	SH	AIIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: halte den Wert.	Weiter: halte den Wert.	G407-E0570 || G407-E2044 || G407-E2636 || G407-E4450	4	f18r || f76r || f77r || f95v	2	BIOLOGICAL || HERBAL	4	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
279	GDT565-C0279	GDT564-C0154	OL+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	1	CH	AIIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: nimm den Wert.	Weiter: nimm den Wert.	G407-E1402	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
280	GDT565-C0280	GDT564-C0156	OL+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	5	OK	AIIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: setze den Wert.	Weiter: setze den Wert.	G407-E0473 || G407-E1299 || G407-E1810 || G407-E2749 || G407-E4005	5	f17r || f72r || f75r || f81r || f88v	4	BIOLOGICAL || CELESTIAL || HERBAL || PHARMA	5	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
281	GDT565-C0281	GDT564-C0157	OL+AIIN	WRITTEN_ARGUMENT__SELECT_ACTION	2	S	AIIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: wähle den Wert.	Weiter: wähle den Wert.	G407-E1418 || G407-E2316	2	f72r || f76r	2	BIOLOGICAL || CELESTIAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
282	GDT565-C0282	FIXED_RECIPE	OL+AIIN+Y	FIXED_RECIPE	1	SH	AIIN|Y	OL	ACTION_CHAIN	A	PAIR	NONE	NONE	GDT565-O05	GDT565-T057	Weiter: halte den Wert und den Posten.	Weiter: halte den Wert und den Posten.	G407-E2509	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
283	GDT565-C0283	GDT564-C0159	OL+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	3	CHD	AIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: bearbeite den Anteil.	Weiter: bearbeite den Anteil.	G407-E2026 || G407-E2077 || G407-E2243	1	f76r	1	BIOLOGICAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
284	GDT565-C0284	GDT564-C0162	OL+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	2	SH	AIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: halte den Anteil.	Weiter: halte den Anteil.	G407-E0095 || G407-E2303	2	f1r || f76r	2	BIOLOGICAL || SOURCE_SECTION_T	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
285	GDT565-C0285	GDT564-C0160	OL+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	1	P	AIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: setze den Anteil ein.	Weiter: setze den Anteil ein.	G407-E2054	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
286	GDT565-C0286	GDT564-C0161	OL+AIN	WRITTEN_ARGUMENT__SELECT_ACTION	1	S	AIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: wähle den Anteil.	Weiter: wähle den Anteil.	G407-E4070	1	f89r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
287	GDT565-C0287	GDT564-C0163	OL+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	K	Y	OL	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T073	Weiter: gib den Posten; zum Zielort.	Weiter: gib den Posten; zum Zielort.	G407-E2067	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
288	GDT565-C0288	GDT564-C0165	OL+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	SH	Y	OL	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T073	Weiter: halte den Posten; zum Zielort.	Weiter: halte den Posten; zum Zielort.	G407-E2158	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
289	GDT565-C0289	GDT564-C0164	OL+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	1	OK	Y	OL	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T073	Weiter: setze den Posten; zum Zielort.	Weiter: setze den Posten; zum Zielort.	G407-E2437	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
290	GDT565-C0290	FIXED_RECIPE	OL+AL+Y	FIXED_RECIPE	1	T	Y	OL	ACTION_CHAIN	A	SINGLE	AL	RELATION	GDT565-O03	GDT565-T073	Weiter: stelle den Posten ein; zum Zielort.	Weiter: stelle den Posten ein; zum Zielort.	G407-E3672	1	f83r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
291	GDT565-C0291	FIXED_RECIPE	OL+AM_ADDR	FIXED_RECIPE	1	CHD	Y	OL	ACTION_CHAIN	A	SINGLE	AM_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T068	Weiter: bearbeite den Posten; hier.	Weiter: bearbeite den Posten; hier.	G407-E2831	1	f81r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
292	GDT565-C0292	FIXED_RECIPE	OL+AR	FIXED_RECIPE	1	OK	AIIN	OL	ACTION_CHAIN	A	SINGLE	AR	RELATION	GDT565-O03	GDT565-T073	Weiter: setze den Wert; vom Ausgang.	Weiter: setze den Wert; vom Ausgang.	G407-E1014	1	f67r2	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
293	GDT565-C0293	FIXED_RECIPE	OL+CARRIER_Q+O	FIXED_RECIPE	1	CHD	Y	OL	ACTION_CHAIN	A	SINGLE	CARRIER_Q+O	FORMAL_CONTROL+FORMAL_CONTROL	GDT565-O03	GDT565-T059	Weiter: bearbeite den Posten; am Beginn; zur Ausführung.	Weiter: bearbeite den Posten; am Beginn; zur Ausführung.	G407-E3259	1	f82r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
294	GDT565-C0294	GDT564-C0167	OL+CH+E+O+DY	WRITTEN_ACTION__SELECT_ARGUMENT	2	CH	Y	OL+DY	ACTION_CHAIN	A	SINGLE	E+O	GRADE+FORMAL_CONTROL	GDT565-O04	GDT565-T108	Weiter: nimm den Posten; auf Grad I; zur Ausführung; abschließen.	Weiter: nimm den Posten; auf Grad I; zur Ausführung; abschließen.	G407-E1141 || G407-E3949	2	f72r || f88v	2	CELESTIAL || PHARMA	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
295	GDT565-C0295	GDT564-C0166	OL+CH+E+O+DY	WRITTEN_ACTION__SELECT_ARGUMENT	1	CH	AIIN	OL+DY	ACTION_CHAIN	A	SINGLE	E+O	GRADE+FORMAL_CONTROL	GDT565-O04	GDT565-T108	Weiter: nimm den Wert; auf Grad I; zur Ausführung; abschließen.	Weiter: nimm den Wert; auf Grad I; zur Ausführung; abschließen.	G407-E4261	1	f89r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
296	GDT565-C0296	FIXED_RECIPE	OL+CH+EE+DY	FIXED_RECIPE	1	CH	AIN	OL+DY	ACTION_CHAIN	A	SINGLE	EE	GRADE	GDT565-O04	GDT565-T107	Weiter: nimm den Anteil; auf Grad II; abschließen.	Weiter: nimm den Anteil; auf Grad II; abschließen.	G407-E2558	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
297	GDT565-C0297	FIXED_RECIPE	OL+CH+T+D_ADDR+Y	FIXED_RECIPE	1	CH|T	Y	OL	ACTION_CHAIN	A+A	SINGLE	D_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T090	Weiter: nimm den Posten und stelle den Posten ein; hier.	Weiter: nimm den Posten und stelle den Posten ein; hier.	G407-E3138	1	f81v	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
298	GDT565-C0298	FIXED_RECIPE	OL+CH+Y	FIXED_RECIPE	4	CH	Y	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: nimm den Posten.	Weiter: nimm den Posten.	G407-E2040 || G407-E2534 || G407-E3028 || G407-E3274	4	f76r || f77r || f81v || f82r	1	BIOLOGICAL	4	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
