clause_id	physical_page	register	start_event	end_event	events	learned_card_events	composed_events	spoken_units	end_reason	hybrid_card_translation_de	event_ids
P915-C226	f82r	BIOLOGICAL	P912-E1320	P912-E1324	5	3	2	5	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, Entnahmestelle; dann Merkformel: länger halten; dann gebildete Karte: Zustand kennzeichnen, dieser Arbeitsgegenstand; dann Merkformel: kurz halten; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1320|P912-E1321|P912-E1322|P912-E1323|P912-E1324
P915-C227	f82r	BIOLOGICAL	P912-E1325	P912-E1332	8	5	3	8	LICENSED_DY_CLOSE	Merkformel: zur zielstelle; dann gebildete Karte: entlang des Arbeitswegs führen, Arbeitsgut umsetzen, Entnahmestelle; dann gebildete Karte: bezeichneten Anteil entnehmen, kurz oder direkt, Arbeitsvariante auswählen; dann Merkformel: nach sollmaß; dann Merkformel: nächsten posten länger halten; dann Merkformel: nach sollmaß ansetzen; dann Merkformel: kurz ansetzen; dann gebildete Karte: Material einsetzen, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1325|P912-E1326|P912-E1327|P912-E1328|P912-E1329|P912-E1330|P912-E1331|P912-E1332
P915-C228	f82r	BIOLOGICAL	P912-E1333	P912-E1334	2	0	2	2	LICENSED_DY_CLOSE	gebildete Karte: Zustand kennzeichnen, Arbeitsgegenstand halten, kurz oder direkt, Ziel- oder Anschlussstelle; dann gebildete Karte: Ziel- oder Anschlussstelle, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1333|P912-E1334
P915-C229	f82r	BIOLOGICAL	P912-E1335	P912-E1335	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1335
P915-C230	f82r	BIOLOGICAL	P912-E1336	P912-E1336	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Zustand kennzeichnen, absetzen lassen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1336
P915-C231	f82r	BIOLOGICAL	P912-E1337	P912-E1337	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: nächsten schritt länger; ende. Arbeitszug beendet.	P912-E1337
P915-C232	f82r	BIOLOGICAL	P912-E1338	P912-E1338	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1338
P915-C233	f82r	BIOLOGICAL	P912-E1339	P912-E1339	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, Arbeitsgang ausführen, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1339
P915-C234	f82r	BIOLOGICAL	P912-E1340	P912-E1341	2	1	1	2	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, Arbeitsgang ausführen, Arbeitsstufe; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1340|P912-E1341
P915-C235	f82r	BIOLOGICAL	P912-E1342	P912-E1342	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1342
P915-C236	f82r	BIOLOGICAL	P912-E1343	P912-E1351	9	5	4	9	LICENSED_DY_CLOSE	gebildete Karte: danach oder nächster Posten, Sollmaß; dann gebildete Karte: bezeichneten Anteil entnehmen, bis bereit führen, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: danach oder nächster Posten, länger oder gehalten, im selben Arbeitsgang fortfahren; dann Merkformel: dieser posten; dann Merkformel: nach sollmaß ansetzen; dann gebildete Karte: im selben Arbeitsgang fortfahren, dieser Arbeitsgegenstand; dann Merkformel: der bezeichnete teil; dann Merkformel: länger halten; dann Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E1343|P912-E1344|P912-E1345|P912-E1346|P912-E1347|P912-E1348|P912-E1349|P912-E1350|P912-E1351
P915-C237	f82r	BIOLOGICAL	P912-E1352	P912-E1352	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1352
P915-C238	f82r	BIOLOGICAL	P912-E1353	P912-E1353	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E1353
P915-C239	f82r	BIOLOGICAL	P912-E1354	P912-E1356	3	2	1	3	LICENSED_DY_CLOSE	gebildete Karte: Zustand kennzeichnen, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann Merkformel: diesen posten ansetzen; dann Merkformel: nächsten schritt kurz; ende. Arbeitszug beendet.	P912-E1354|P912-E1355|P912-E1356
P915-C240	f82r	BIOLOGICAL	P912-E1357	P912-E1363	7	6	1	6	LICENSED_DY_CLOSE	Merkformel: danach dieser posten (2×); dann Merkformel: nächsten posten länger halten; dann gebildete Karte: Zustand kennzeichnen, Sollmaß; dann Merkformel: den auszug weiterführen; dann Merkformel: nächsten posten länger halten; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1357|P912-E1358|P912-E1359|P912-E1360|P912-E1361|P912-E1362|P912-E1363
P915-C241	f82r	BIOLOGICAL	P912-E1364	P912-E1365	2	1	1	2	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; dann gebildete Karte: spülen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1364|P912-E1365
P915-C242	f82r	BIOLOGICAL	P912-E1366	P912-E1366	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1366
P915-C243	f82r	BIOLOGICAL	P912-E1367	P912-E1371	5	3	2	5	LICENSED_DY_CLOSE	gebildete Karte: Zustand kennzeichnen, lokale Arbeitsstelle, Prüfmarke setzen; dann Merkformel: den auszug weiterführen; dann Merkformel: damit weiter; dann gebildete Karte: Zustand kennzeichnen, Arbeitsgegenstand halten, länger oder gehalten, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E1367|P912-E1368|P912-E1369|P912-E1370|P912-E1371
P915-C244	f82r	BIOLOGICAL	P912-E1372	P912-E1391	20	9	11	20	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Merkformel: danach dieser posten; dann gebildete Karte: entlang des Arbeitswegs führen, bezeichneten Anteil entnehmen, länger oder gehalten, Ansatz oder Zubereitung; dann Merkformel: eine portion ansetzen; dann gebildete Karte: bezeichneten Anteil entnehmen, länger oder gehalten, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen, Arbeitsgut umsetzen; dann gebildete Karte: Arbeitsgang einstellen, Sollmaß; dann gebildete Karte: absetzen lassen, Sollmaß; dann gebildete Karte: bezeichneten Anteil entnehmen, durch einen Durchlass führen, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen, durch einen Durchlass führen, dieser Arbeitsgegenstand; dann Merkformel: länger halten; dann gebildete Karte: entlang des Arbeitswegs führen, Zustand kennzeichnen; dann Merkformel: dieser posten; dann gebildete Karte: Zustand kennzeichnen, Portion; dann Merkformel: einheit wählen; dann Merkformel: damit weiter; dann Merkformel: den auszug weiterführen; dann gebildete Karte: kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: auszug markieren; dann Merkformel: dieser posten. Zur Fortsetzung offen.	P912-E1372|P912-E1373|P912-E1374|P912-E1375|P912-E1376|P912-E1377|P912-E1378|P912-E1379|P912-E1380|P912-E1381|P912-E1382|P912-E1383|P912-E1384|P912-E1385|P912-E1386|P912-E1387|P912-E1388|P912-E1389|P912-E1390|P912-E1391
P915-C245	f83r	BIOLOGICAL	P912-E1404	P912-E1406	3	0	3	3	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang einstellen, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen, Material einsetzen, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ausführen, Material einsetzen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1404|P912-E1405|P912-E1406
P915-C246	f83r	BIOLOGICAL	P912-E1407	P912-E1409	3	1	2	3	LICENSED_DY_CLOSE	gebildete Karte: bezeichneten Anteil entnehmen, kurz oder direkt, Material einsetzen, im selben Arbeitsgang fortfahren; dann gebildete Karte: Material einsetzen, Arbeitsgut umsetzen, Entnahmestelle; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1407|P912-E1408|P912-E1409
P915-C247	f83r	BIOLOGICAL	P912-E1410	P912-E1417	8	6	2	8	LICENSED_DY_CLOSE	gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, Material einsetzen, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann Merkformel: damit weiter; dann Merkformel: länger halten; dann Merkformel: nach sollmaß ansetzen; dann Merkformel: weiter halten; dann gebildete Karte: entlang des Arbeitswegs führen, bezeichneten Anteil entnehmen, Arbeitsvariante auswählen; dann Merkformel: kurz halten; dann Merkformel: nächsten schritt länger; ende. Arbeitszug beendet.	P912-E1410|P912-E1411|P912-E1412|P912-E1413|P912-E1414|P912-E1415|P912-E1416|P912-E1417
P915-C248	f83r	BIOLOGICAL	P912-E1418	P912-E1422	5	2	3	5	LICENSED_DY_CLOSE	gebildete Karte: Zustand kennzeichnen, bezeichneten Anteil entnehmen, kurz oder direkt, Arbeitsvariante auswählen; dann Merkformel: aus der quelle; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: bezeichneter Teil, Ansatz oder Zubereitung; dann gebildete Karte: auffangen, länger oder gehalten, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1418|P912-E1419|P912-E1420|P912-E1421|P912-E1422
P915-C249	f83r	BIOLOGICAL	P912-E1423	P912-E1424	2	0	2	2	LICENSED_DY_CLOSE	gebildete Karte: danach oder nächster Posten, Ziel- oder Anschlussstelle; dann gebildete Karte: Arbeitsgegenstand behandeln, länger oder gehalten, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1423|P912-E1424
P915-C250	f83r	BIOLOGICAL	P912-E1425	P912-E1428	4	4	0	4	LICENSED_DY_CLOSE	Merkformel: dieser posten; dann Merkformel: nach sollmaß; dann Merkformel: dieser posten; dann Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E1425|P912-E1426|P912-E1427|P912-E1428
P915-C251	f83r	BIOLOGICAL	P912-E1429	P912-E1432	4	2	2	4	LICENSED_DY_CLOSE	Merkformel: nach sollmaß ansetzen; dann gebildete Karte: danach oder nächster Posten, Ziel- oder Anschlussstelle; dann Merkformel: aus dem bezeichneten teil; dann gebildete Karte: Arbeitsgang ansetzen, Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1429|P912-E1430|P912-E1431|P912-E1432
P915-C252	f83r	BIOLOGICAL	P912-E1433	P912-E1434	2	2	0	2	LICENSED_DY_CLOSE	Merkformel: diesen posten umsetzen; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1433|P912-E1434
P915-C253	f83r	BIOLOGICAL	P912-E1435	P912-E1438	4	2	2	4	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgegenstand behandeln, kurz oder direkt, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: nach sollmaß; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Arbeitsgang einstellen, Entnahmestelle; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1435|P912-E1436|P912-E1437|P912-E1438
P915-C254	f83r	BIOLOGICAL	P912-E1439	P912-E1446	8	3	5	8	LICENSED_DY_CLOSE	gebildete Karte: neuen Kartenblock beginnen, kurz oder direkt, Material zugeben, Sollmaß; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: bezeichneter Teil, länger oder gehalten, dieser Arbeitsgegenstand; dann gebildete Karte: danach oder nächster Posten, Sollmaß; dann gebildete Karte: bezeichneten Anteil entnehmen, kurz oder direkt, durch einen Durchlass führen, dieser Arbeitsgegenstand; dann Merkformel: danach dieser posten; dann gebildete Karte: bezeichneten Anteil entnehmen, kurz oder direkt, einmal ausführen; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1439|P912-E1440|P912-E1441|P912-E1442|P912-E1443|P912-E1444|P912-E1445|P912-E1446
P915-C255	f83r	BIOLOGICAL	P912-E1447	P912-E1449	3	2	1	3	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; dann gebildete Karte: Zustand kennzeichnen, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann Merkformel: nächsten schritt länger; ende. Arbeitszug beendet.	P912-E1447|P912-E1448|P912-E1449
P915-C256	f83r	BIOLOGICAL	P912-E1450	P912-E1451	2	0	2	2	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, Arbeitsgang ausführen; dann gebildete Karte: Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1450|P912-E1451
P915-C257	f83r	BIOLOGICAL	P912-E1452	P912-E1454	3	2	1	3	LICENSED_DY_CLOSE	Merkformel: diesen posten umsetzen; dann Merkformel: an der zielstelle ansetzen; dann gebildete Karte: im selben Arbeitsgang fortfahren, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1452|P912-E1453|P912-E1454
P915-C258	f83r	BIOLOGICAL	P912-E1455	P912-E1457	3	3	0	3	LICENSED_DY_CLOSE	Merkformel: nach sollmaß ansetzen; dann Merkformel: diesen posten umsetzen; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1455|P912-E1456|P912-E1457
P915-C259	f83r	BIOLOGICAL	P912-E1458	P912-E1458	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E1458
P915-C260	f83r	BIOLOGICAL	P912-E1459	P912-E1467	9	5	4	9	LICENSED_DY_CLOSE	Merkformel: diesen posten ansetzen; dann gebildete Karte: Arbeitsvariante auswählen, im selben Arbeitsgang fortfahren, absetzen lassen; dann gebildete Karte: spülen, länger oder gehalten, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: neuen Kartenblock beginnen, vollständig, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: diesen posten ansetzen; dann Merkformel: arbeitsgang ausführen; dann Merkformel: damit weiter; dann gebildete Karte: Zustand kennzeichnen, Arbeitsgegenstand halten, länger oder gehalten, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1459|P912-E1460|P912-E1461|P912-E1462|P912-E1463|P912-E1464|P912-E1465|P912-E1466|P912-E1467
P915-C261	f83r	BIOLOGICAL	P912-E1468	P912-E1468	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: nächsten schritt länger; ende. Arbeitszug beendet.	P912-E1468
P915-C262	f83r	BIOLOGICAL	P912-E1469	P912-E1469	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: nächsten schritt länger; ende. Arbeitszug beendet.	P912-E1469
P915-C263	f83r	BIOLOGICAL	P912-E1470	P912-E1471	2	1	1	2	LICENSED_DY_CLOSE	gebildete Karte: Material einsetzen, Arbeitsgut umsetzen, Ziel- oder Anschlussstelle; dann Merkformel: nächsten schritt kurz; ende. Arbeitszug beendet.	P912-E1470|P912-E1471
P915-C264	f83r	BIOLOGICAL	P912-E1472	P912-E1477	6	2	4	6	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, bis bereit führen, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann Merkformel: diesen posten ansetzen; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: Entnahmestelle, dieser Arbeitsgegenstand; dann gebildete Karte: Material einsetzen, bezeichneten Anteil entnehmen, Ansatz oder Zubereitung; dann gebildete Karte: bezeichneten Anteil entnehmen, kurz oder direkt, umleiten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1472|P912-E1473|P912-E1474|P912-E1475|P912-E1476|P912-E1477
P915-C265	f83r	BIOLOGICAL	P912-E1478	P912-E1478	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1478
P915-C266	f83r	BIOLOGICAL	P912-E1479	P912-E1480	2	0	2	2	LICENSED_DY_CLOSE	gebildete Karte: spülen, länger oder gehalten, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1479|P912-E1480
P915-C267	f83r	BIOLOGICAL	P912-E1481	P912-E1499	19	6	13	19	LICENSED_DY_CLOSE	Merkformel: zustand markieren; dann gebildete Karte: absetzen lassen, Material zugeben, kurz oder direkt, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, Material einsetzen, Arbeitsgegenstand halten, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, Material einsetzen, dieser Arbeitsgegenstand; dann gebildete Karte: auffangen, länger oder gehalten, dieser Arbeitsgegenstand; dann gebildete Karte: Zustand kennzeichnen, bezeichneten Anteil entnehmen, Arbeitsvariante auswählen; dann gebildete Karte: bezeichneten Anteil entnehmen, länger oder gehalten, paarweise entnehmen; dann gebildete Karte: im selben Arbeitsgang fortfahren, Arbeitsvariante auswählen; dann Merkformel: nach sollmaß; dann gebildete Karte: Arbeitsvariante auswählen, Material zugeben, Ziel- oder Anschlussstelle; dann Merkformel: eine portion; dann gebildete Karte: bis bereit führen, Ziel- oder Anschlussstelle; dann Merkformel: variante wählen; dann Merkformel: nach sollmaß; dann gebildete Karte: Arbeitsgegenstand behandeln, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen, Ziel- oder Anschlussstelle; dann gebildete Karte: Arbeitsvariante auswählen, Innenstelle; dann gebildete Karte: Arbeitsvariante auswählen, Ansatz oder Zubereitung; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1481|P912-E1482|P912-E1483|P912-E1484|P912-E1485|P912-E1486|P912-E1487|P912-E1488|P912-E1489|P912-E1490|P912-E1491|P912-E1492|P912-E1493|P912-E1494|P912-E1495|P912-E1496|P912-E1497|P912-E1498|P912-E1499
P915-C268	f83r	BIOLOGICAL	P912-E1500	P912-E1503	4	2	2	4	LICENSED_DY_CLOSE	Merkformel: nach sollmaß ansetzen; dann gebildete Karte: Arbeitsgegenstand behandeln, Portion; dann gebildete Karte: Arbeitsgegenstand halten, bis bereit führen, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1500|P912-E1501|P912-E1502|P912-E1503
P915-C269	f83r	BIOLOGICAL	P912-E1504	P912-E1505	2	1	1	2	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, Flüssigkeits- oder Stationslauf; dann Merkformel: länger halten; ende. Arbeitszug beendet.	P912-E1504|P912-E1505
P915-C270	f83r	BIOLOGICAL	P912-E1506	P912-E1506	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E1506
P915-C271	f83r	BIOLOGICAL	P912-E1507	P912-E1514	8	2	6	8	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, Arbeitsgang ausführen; dann gebildete Karte: neuen Kartenblock beginnen, Arbeitsgang ausführen, durch einen Durchlass führen, im selben Arbeitsgang fortfahren; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, durch einen Durchlass führen, dieser Arbeitsgegenstand; dann gebildete Karte: danach oder nächster Posten, Ziel- oder Anschlussstelle; dann gebildete Karte: Arbeitsgang ansetzen, kurz oder direkt, Ziel- oder Anschlussstelle; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, durch einen Durchlass führen, bezeichneter Teil, dieser Arbeitsgegenstand; dann Merkformel: zur zielstelle; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1507|P912-E1508|P912-E1509|P912-E1510|P912-E1511|P912-E1512|P912-E1513|P912-E1514
P915-C272	f83r	BIOLOGICAL	P912-E1515	P912-E1515	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1515
P915-C273	f83r	BIOLOGICAL	P912-E1516	P912-E1519	4	2	2	4	LICENSED_DY_CLOSE	Merkformel: an der zielstelle ansetzen; dann gebildete Karte: Arbeitsvariante auswählen, Ziel- oder Anschlussstelle, Auszug, entlang des Arbeitswegs führen; dann gebildete Karte: Arbeitsgang einstellen, Entnahmestelle; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1516|P912-E1517|P912-E1518|P912-E1519
P915-C274	f83r	BIOLOGICAL	P912-E1520	P912-E1523	4	2	2	4	LICENSED_DY_CLOSE	Merkformel: variante wählen; dann gebildete Karte: Ziel- oder Anschlussstelle, Arbeitsgang einstellen, kurz oder direkt, bezeichneter Teil, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsvariante auswählen, Flüssigkeits- oder Stationslauf; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E1520|P912-E1521|P912-E1522|P912-E1523
P915-C275	f83r	BIOLOGICAL	P912-E1524	P912-E1524	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: neuen Kartenblock beginnen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1524
P915-C276	f83r	BIOLOGICAL	P912-E1525	P912-E1525	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, bezeichneten Anteil entnehmen, umleiten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1525
P915-C277	f83r	BIOLOGICAL	P912-E1526	P912-E1528	3	1	2	3	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, zweite Arbeitsstufe, Zustand kennzeichnen; dann gebildete Karte: Arbeitsgang ansetzen, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E1526|P912-E1527|P912-E1528
P915-C278	f83r	BIOLOGICAL	P912-E1529	P912-E1529	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E1529
P915-C279	f83r	BIOLOGICAL	P912-E1530	P912-E1530	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E1530
P915-C280	f83r	BIOLOGICAL	P912-E1531	P912-E1532	2	2	0	2	LICENSED_DY_CLOSE	Merkformel: zur zielstelle; dann Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E1531|P912-E1532
