assignment_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	bracket_ordinal_in_clause	bracket_marker	host_class	argument_root	explicit_argument_phrase_de	replacement_card_id	source_fragment_de	target_fragment_de	context_source_layer	inherited_argument_source_event_id	guard
360	G407-E0886	G407-S040	f56r	HERBAL	r	R	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
361	G407-E0888	G407-S040	f56r	HERBAL	kcharg	K+CH+AR+LOCAL_CHAR_G	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
362	G407-E0888	G407-S040	f56r	HERBAL	kcharg	K+CH+AR+LOCAL_CHAR_G	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
363	G407-E0892	G407-S040	f56r	HERBAL	d	D_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
364	G407-E0895	G407-S040	f56r	HERBAL	sho	SH+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
365	G407-E0897	G407-S040	f56r	HERBAL	kchoar	K+CH+O+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
366	G407-E0897	G407-S040	f56r	HERBAL	kchoar	K+CH+O+AR	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
367	G407-E0907	G407-S041	f67r2	CELESTIAL	doiin	D_ADDR+O+IIN	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
368	G407-E0909	G407-S042	f67r2	CELESTIAL	odaeiin	O+DA+E+IIN	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
369	G407-E0910	G407-S042	f67r2	CELESTIAL	okoes	OK+O+E+S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
370	G407-E0910	G407-S042	f67r2	CELESTIAL	okoes	OK+O+E+S	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
371	G407-E0918	G407-S042	f67r2	CELESTIAL	dal	AL	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Positionswert	GDT572-A10	den Positionswert [wie zuvor]	denselben Positionswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
372	G407-E0921	G407-S042	f67r2	CELESTIAL	ar	AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Sektoranteil	GDT572-A11	den Sektoranteil [wie zuvor]	denselben Sektoranteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
373	G407-E0924	G407-S042	f67r2	CELESTIAL	saral	S+AR+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
374	G407-E0926	G407-S042	f67r2	CELESTIAL	am	AM_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Sektoranteil	GDT572-A11	den Sektoranteil [wie zuvor]	denselben Sektoranteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
375	G407-E0927	G407-S042	f67r2	CELESTIAL	ar	AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Sektoranteil	GDT572-A11	den Sektoranteil [wie zuvor]	denselben Sektoranteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
376	G407-E0930	G407-S043	f67r2	CELESTIAL	sodar	S+O+DA+R	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Sektoranteil	GDT572-A11	den Sektoranteil [wie zuvor]	denselben Sektoranteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
377	G407-E0930	G407-S043	f67r2	CELESTIAL	sodar	S+O+DA+R	2	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Sektoranteil	GDT572-A11	den Sektoranteil [wie zuvor]	denselben Sektoranteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
378	G407-E0931	G407-S043	f67r2	CELESTIAL	ofar	O+LOCAL_CHAR_F+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Sektoranteil	GDT572-A11	den Sektoranteil [wie zuvor]	denselben Sektoranteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
379	G407-E0932	G407-S043	f67r2	CELESTIAL	ar	AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIN	den Sektoranteil	GDT572-A11	den Sektoranteil [wie zuvor]	denselben Sektoranteil	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
380	G407-E0937	G407-S043	f67r2	CELESTIAL	okeo	OK+E+O	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Positionseinheit	GDT572-A12	die Positionseinheit [wie zuvor]	dieselbe Positionseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
381	G407-E0938	G407-S043	f67r2	CELESTIAL	r	R	1	[wie zuvor]	INHERITED_ARGUMENT	OR	die Positionseinheit	GDT572-A12	die Positionseinheit [wie zuvor]	dieselbe Positionseinheit	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
382	G407-E0940	G407-S043	f67r2	CELESTIAL	am	AM_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Positionswert	GDT572-A10	den Positionswert [wie zuvor]	denselben Positionswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
383	G407-E0945	G407-S046	f67r2	CELESTIAL	dosar	D_ADDR+O+S+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Positionswert	GDT572-A10	den Positionswert [wie zuvor]	denselben Positionswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
384	G407-E0946	G407-S046	f67r2	CELESTIAL	odas	O+DA+S	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Positionswert	GDT572-A10	den Positionswert [wie zuvor]	denselben Positionswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
385	G407-E0947	G407-S046	f67r2	CELESTIAL	air	AIR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Positionswert	GDT572-A10	den Positionswert [wie zuvor]	denselben Positionswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
386	G407-E0949	G407-S046	f67r2	CELESTIAL	dokan	D_ADDR+OK+AN	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Positionswert	GDT572-A10	den Positionswert [wie zuvor]	denselben Positionswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
387	G407-E0950	G407-S046	f67r2	CELESTIAL	oear	O+E+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Positionswert	GDT572-A10	den Positionswert [wie zuvor]	denselben Positionswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
388	G407-E0951	G407-S046	f67r2	CELESTIAL	odal	O+DA+L	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Positionswert	GDT572-A10	den Positionswert [wie zuvor]	denselben Positionswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
389	G407-E0953	G407-S047	f67r2	CELESTIAL	giin	LOCAL_CHAR_G+IIN	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Positionswert	GDT572-A10	den Positionswert [wie zuvor]	denselben Positionswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
390	G407-E0964	G407-S048	f67r2	CELESTIAL	oiin	O+IIN	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
391	G407-E0965	G407-S048	f67r2	CELESTIAL	og	O+G_LABEL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
392	G407-E0966	G407-S048	f67r2	CELESTIAL	ytoeopchey	Y+T+O+E+O+P+CH+E+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S01	den Positionsposten [außen]	den äußeren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
393	G407-E0966	G407-S048	f67r2	CELESTIAL	ytoeopchey	Y+T+O+E+O+P+CH+E+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S02	den Positionsposten [innen]	den inneren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
394	G407-E0966	G407-S048	f67r2	CELESTIAL	ytoeopchey	Y+T+O+E+O+P+CH+E+Y	3	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S01	den Positionsposten [außen]	den äußeren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
395	G407-E0966	G407-S048	f67r2	CELESTIAL	ytoeopchey	Y+T+O+E+O+P+CH+E+Y	4	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S02	den Positionsposten [innen]	den inneren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
396	G407-E0966	G407-S048	f67r2	CELESTIAL	ytoeopchey	Y+T+O+E+O+P+CH+E+Y	5	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S01	den Positionsposten [außen]	den äußeren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
397	G407-E0966	G407-S048	f67r2	CELESTIAL	ytoeopchey	Y+T+O+E+O+P+CH+E+Y	6	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S02	den Positionsposten [innen]	den inneren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
398	G407-E0968	G407-S048	f67r2	CELESTIAL	sosho	S+O+SH+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
399	G407-E0968	G407-S048	f67r2	CELESTIAL	sosho	S+O+SH+O	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
400	G407-E0969	G407-S048	f67r2	CELESTIAL	chos	CH+O+S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
401	G407-E0969	G407-S048	f67r2	CELESTIAL	chos	CH+O+S	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
402	G407-E0973	G407-S048	f67r2	CELESTIAL	os	OS	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Positionswert	GDT572-A10	den Positionswert [wie zuvor]	denselben Positionswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
403	G407-E0974	G407-S048	f67r2	CELESTIAL	qsg	CARRIER_Q+S+G_LABEL	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Positionswert	GDT572-A10	den Positionswert [wie zuvor]	denselben Positionswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
404	G407-E0978	G407-S049	f67r2	CELESTIAL	ycheody	Y+CH+E+O+D_ADDR+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S01	den Positionsposten [außen]	den äußeren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
405	G407-E0978	G407-S049	f67r2	CELESTIAL	ycheody	Y+CH+E+O+D_ADDR+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S02	den Positionsposten [innen]	den inneren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
406	G407-E0979	G407-S049	f67r2	CELESTIAL	es	E+S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
407	G407-E0980	G407-S049	f67r2	CELESTIAL	odaiiin	O+DA+LOCAL_CHAR_I+IIN	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
408	G407-E0986	G407-S050	f67r2	CELESTIAL	os	OS	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
409	G407-E0987	G407-S050	f67r2	CELESTIAL	choer	CH+O+E+R	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
410	G407-E0987	G407-S050	f67r2	CELESTIAL	choer	CH+O+E+R	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
411	G407-E0989	G407-S050	f67r2	CELESTIAL	choeea	CH+O+EE+A_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Positionswert	GDT572-A10	den Positionswert [wie zuvor]	denselben Positionswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
412	G407-E0990	G407-S050	f67r2	CELESTIAL	sal	S+AL	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Positionswert	GDT572-A10	den Positionswert [wie zuvor]	denselben Positionswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
413	G407-E0992	G407-S051	f67r2	CELESTIAL	dar	D_ADDR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Positionswert	GDT572-A10	den Positionswert [wie zuvor]	denselben Positionswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
414	G407-E0997	G407-S051	f67r2	CELESTIAL	qofair	CARRIER_Q+O+LOCAL_CHAR_F+AIR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Positionswert	GDT572-A10	den Positionswert [wie zuvor]	denselben Positionswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
415	G407-E1006	G407-S051	f67r2	CELESTIAL	shees	SH+EE+S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
416	G407-E1006	G407-S051	f67r2	CELESTIAL	shees	SH+EE+S	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
417	G407-E1007	G407-S051	f67r2	CELESTIAL	qeykeey	CARRIER_Q+E+Y+K+EE+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S01	den Positionsposten [außen]	den äußeren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
418	G407-E1007	G407-S051	f67r2	CELESTIAL	qeykeey	CARRIER_Q+E+Y+K+EE+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S02	den Positionsposten [innen]	den inneren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
419	G407-E1008	G407-S051	f67r2	CELESTIAL	ykchey	Y+K+CH+E+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S01	den Positionsposten [außen]	den äußeren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
420	G407-E1008	G407-S051	f67r2	CELESTIAL	ykchey	Y+K+CH+E+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S02	den Positionsposten [innen]	den inneren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
421	G407-E1008	G407-S051	f67r2	CELESTIAL	ykchey	Y+K+CH+E+Y	3	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S01	den Positionsposten [außen]	den äußeren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
422	G407-E1008	G407-S051	f67r2	CELESTIAL	ykchey	Y+K+CH+E+Y	4	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S02	den Positionsposten [innen]	den inneren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
423	G407-E1009	G407-S051	f67r2	CELESTIAL	ykchey	Y+K+CH+E+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S01	den Positionsposten [außen]	den äußeren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
424	G407-E1009	G407-S051	f67r2	CELESTIAL	ykchey	Y+K+CH+E+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S02	den Positionsposten [innen]	den inneren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
425	G407-E1009	G407-S051	f67r2	CELESTIAL	ykchey	Y+K+CH+E+Y	3	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S01	den Positionsposten [außen]	den äußeren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
426	G407-E1009	G407-S051	f67r2	CELESTIAL	ykchey	Y+K+CH+E+Y	4	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S02	den Positionsposten [innen]	den inneren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
427	G407-E1013	G407-S051	f67r2	CELESTIAL	ar	AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Positionswert	GDT572-A10	den Positionswert [wie zuvor]	denselben Positionswert	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
428	G407-E1015	G407-S051	f67r2	CELESTIAL	yshey	Y+SH+E+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S01	den Positionsposten [außen]	den äußeren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
429	G407-E1015	G407-S051	f67r2	CELESTIAL	yshey	Y+SH+E+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Positionsposten	GDT572-S02	den Positionsposten [innen]	den inneren Positionsposten	GDT416_OLD26	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
430	G407-E1017	G407-S051	f67r2	CELESTIAL	cheos	CH+E+O+S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
431	G407-E1017	G407-S051	f67r2	CELESTIAL	cheos	CH+E+O+S	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
432	G407-E1018	G407-S051	f67r2	CELESTIAL	oeeos	O+EE+O+S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
433	G407-E1020	G407-S051	f67r2	CELESTIAL	chos	CH+O+S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Positionsposten	GDT572-A09	den Positionsposten [wie zuvor]	denselben Positionsposten	GDT416_OLD26	OWNER_CONTEXT_STATE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
