change_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	bracket_signature	bracket_occurrence_count	before_clause_de	after_clause_de	guard
315	G407-E1066	G407-S055	f71v	CELESTIAL	dal	AL	[wie zuvor]	1	Im laufenden Gang ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	Im laufenden Gang ordne denselben Positionsposten zu; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
316	G407-E1067	G407-S055	f71v	CELESTIAL	al	AL	[wie zuvor]	1	Im laufenden Gang ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	Im laufenden Gang ordne denselben Positionsposten zu; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
317	G407-E1073	G407-S055	f71v	CELESTIAL	sheeo	SH+EE+O	[wie zuvor]	1	Halte den Positionsposten [wie zuvor]; auf Grad II und als Ausführung.	Halte denselben Positionsposten; auf Grad II und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
318	G407-E1078	G407-S056	f71v	CELESTIAL	cheol	CH+E+O+L	[wie zuvor]	1	Nimm den Positionsposten [wie zuvor] auf; über die Ringverbindung; auf Grad I und als Ausführung.	Nimm denselben Positionsposten auf; über die Ringverbindung; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
319	G407-E1080	G407-S056	f71v	CELESTIAL	okam	OK+AM_ADDR	[wie zuvor]	1	Setze den Positionsposten [wie zuvor]; an der bezeichneten Stelle.	Setze denselben Positionsposten; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
320	G407-E1083	G407-S056	f71v	CELESTIAL	ar	AR	[wie zuvor]	1	Im laufenden Gang nimm den Positionsposten [wie zuvor] auf; von der Ausgangsposition.	Im laufenden Gang nimm denselben Positionsposten auf; von der Ausgangsposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
321	G407-E1084	G407-S056	f71v	CELESTIAL	al	AL	[wie zuvor]	1	Im laufenden Gang nimm den Positionsposten [wie zuvor] auf; zur Zielposition.	Im laufenden Gang nimm denselben Positionsposten auf; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
322	G407-E1094	G407-S056	f71v	CELESTIAL	cheols	CH+E+O+L+S	[wie zuvor]|[wie zuvor]	2	Nimm die Positionseinheit [wie zuvor] auf und wähle die Positionseinheit [wie zuvor]; über die Ringverbindung; auf Grad I und als Ausführung.	Nimm dieselbe Positionseinheit auf und wähle dieselbe Positionseinheit; über die Ringverbindung; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
323	G407-E1100	G407-S057	f71v	CELESTIAL	okalar	OK+AL+AR	[wie zuvor]	1	Setze den Positionsposten [wie zuvor]; zur Zielposition und von der Ausgangsposition.	Setze denselben Positionsposten; zur Zielposition und von der Ausgangsposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
324	G407-E1101	G407-S057	f71v	CELESTIAL	ar	AR	[wie zuvor]	1	Im laufenden Gang setze den Positionsposten [wie zuvor]; von der Ausgangsposition.	Im laufenden Gang setze denselben Positionsposten; von der Ausgangsposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
325	G407-E1102	G407-S057	f71v	CELESTIAL	okeo	OK+E+O	[wie zuvor]	1	Setze den Positionsposten [wie zuvor]; auf Grad I und als Ausführung.	Setze denselben Positionsposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
326	G407-E1103	G407-S057	f71v	CELESTIAL	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang setze den Positionsposten [wie zuvor]; von der Ausgangsposition; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Positionsposten; von der Ausgangsposition; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
327	G407-E1108	G407-S057	f71v	CELESTIAL	tal	T+AL	[wie zuvor]	1	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	Stelle denselben Positionsposten ein; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
328	G407-E1110	G407-S057	f71v	CELESTIAL	chtos	CH+T+O+S	[wie zuvor]|[wie zuvor]|[wie zuvor]	3	Nimm den Positionsposten [wie zuvor] auf, stelle den Positionsposten [wie zuvor] ein und wähle den Positionsposten [wie zuvor]; als Ausführung.	Nimm denselben Positionsposten auf, stelle denselben Positionsposten ein und wähle denselben Positionsposten; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
329	G407-E1111	G407-S057	f71v	CELESTIAL	cheor	CH+E+O+R	[wie zuvor]|[wie zuvor]	2	Nimm den Positionsposten [wie zuvor] auf und markiere den Positionsposten [wie zuvor]; auf Grad I und als Ausführung.	Nimm denselben Positionsposten auf und markiere denselben Positionsposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
330	G407-E1114	G407-S057	f71v	CELESTIAL	sheo	SH+E+O	[wie zuvor]	1	Halte die Positionseinheit [wie zuvor]; auf Grad I und als Ausführung.	Halte dieselbe Positionseinheit; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
331	G407-E1115	G407-S057	f71v	CELESTIAL	shopcho	SH+O+P+CH+O	[wie zuvor]|[wie zuvor]|[wie zuvor]	3	Halte die Positionseinheit [wie zuvor], setze die Positionseinheit [wie zuvor] ein und nimm die Positionseinheit [wie zuvor] auf; als Ausführung und als Ausführung.	Halte dieselbe Positionseinheit, setze dieselbe Positionseinheit ein und nimm dieselbe Positionseinheit auf; als Ausführung und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
332	G407-E1116	G407-S057	f71v	CELESTIAL	ar	AR	[wie zuvor]	1	Im laufenden Gang nimm die Positionseinheit [wie zuvor] auf; von der Ausgangsposition.	Im laufenden Gang nimm dieselbe Positionseinheit auf; von der Ausgangsposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
333	G407-E1118	G407-S057	f71v	CELESTIAL	okeo	OK+E+O	[wie zuvor]	1	Setze den Positionsposten [wie zuvor]; auf Grad I und als Ausführung.	Setze denselben Positionsposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
334	G407-E1121	G407-S057	f71v	CELESTIAL	al	AL	[wie zuvor]	1	Im laufenden Gang halte den Positionsposten [wie zuvor]; zur Zielposition.	Im laufenden Gang halte denselben Positionsposten; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
335	G407-E1127	G407-S059	f71v	CELESTIAL	okeosar	OK+E+O+S+AR	[wie zuvor]|[wie zuvor]	2	Setze den Positionsposten [wie zuvor] und wähle den Positionsposten [wie zuvor]; von der Ausgangsposition; auf Grad I und als Ausführung.	Setze denselben Positionsposten und wähle denselben Positionsposten; von der Ausgangsposition; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
336	G407-E1129	G407-S059	f71v	CELESTIAL	chkeeal	CH+K+EE+AL	[wie zuvor]|[wie zuvor]	2	Nimm den Positionswert [wie zuvor] auf und ordne den Positionswert [wie zuvor] zu; zur Zielposition; auf Grad II.	Nimm denselben Positionswert auf und ordne denselben Positionswert zu; zur Zielposition; auf Grad II.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
337	G407-E1130	G407-S059	f71v	CELESTIAL	okal	OK+AL	[wie zuvor]	1	Setze den Positionswert [wie zuvor]; zur Zielposition.	Setze denselben Positionswert; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
338	G407-E1134	G407-S059	f71v	CELESTIAL	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang nimm die Positionseinheit [wie zuvor] auf; von der Ausgangsposition; an der bezeichneten Stelle.	Im laufenden Gang nimm dieselbe Positionseinheit auf; von der Ausgangsposition; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
339	G407-E1136	G407-S059	f71v	CELESTIAL	kal	K+AL	[wie zuvor]	1	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	Ordne denselben Positionsposten zu; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
340	G407-E1140	G407-S060	f72r	CELESTIAL	cheol	CH+E+O+L	[wie zuvor]	1	Nimm den Positionsposten [wie zuvor] auf; über die Ringverbindung; auf Grad I und als Ausführung.	Nimm denselben Positionsposten auf; über die Ringverbindung; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
341	G407-E1142	G407-S061	f72r	CELESTIAL	al	AL	[wie zuvor]	1	Im laufenden Gang nimm den Positionsposten [wie zuvor] auf; zur Zielposition.	Im laufenden Gang nimm denselben Positionsposten auf; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
342	G407-E1144	G407-S061	f72r	CELESTIAL	chedal	CHD+AL	[wie zuvor]	1	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	Bearbeite denselben Positionsposten; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
343	G407-E1150	G407-S062	f72r	CELESTIAL	okaiir	OK+IIN+R	[wie zuvor]|[wie zuvor]	2	Setze den Positionsposten [wie zuvor] und markiere den Positionsposten [wie zuvor]; auf der bezeichneten Stufe.	Setze denselben Positionsposten und markiere denselben Positionsposten; auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
344	G407-E1153	G407-S063	f72r	CELESTIAL	cheor	CH+E+O+R	[wie zuvor]|[wie zuvor]	2	Nimm den Positionsposten [wie zuvor] auf und markiere den Positionsposten [wie zuvor]; auf Grad I und als Ausführung.	Nimm denselben Positionsposten auf und markiere denselben Positionsposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
345	G407-E1157	G407-S063	f72r	CELESTIAL	sho	SH+O	[wie zuvor]	1	Halte den Positionsposten [wie zuvor]; als Ausführung.	Halte denselben Positionsposten; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
346	G407-E1164	G407-S063	f72r	CELESTIAL	ar	AR	[wie zuvor]	1	Im laufenden Gang wähle den Positionswert [wie zuvor]; von der Ausgangsposition.	Im laufenden Gang wähle denselben Positionswert; von der Ausgangsposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
347	G407-E1169	G407-S063	f72r	CELESTIAL	sal	S+AL	[wie zuvor]	1	Wähle den Positionswert [wie zuvor]; zur Zielposition.	Wähle denselben Positionswert; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
348	G407-E1170	G407-S063	f72r	CELESTIAL	okeo	OK+E+O	[wie zuvor]	1	Setze den Positionswert [wie zuvor]; auf Grad I und als Ausführung.	Setze denselben Positionswert; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
349	G407-E1171	G407-S063	f72r	CELESTIAL	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang setze den Positionswert [wie zuvor]; von der Ausgangsposition; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Positionswert; von der Ausgangsposition; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
350	G407-E1172	G407-S063	f72r	CELESTIAL	ar	AR	[wie zuvor]	1	Im laufenden Gang setze den Positionswert [wie zuvor]; von der Ausgangsposition.	Im laufenden Gang setze denselben Positionswert; von der Ausgangsposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
351	G407-E1173	G407-S063	f72r	CELESTIAL	adal	A_ADDR+AL	[wie zuvor]	1	Im laufenden Gang setze den Positionswert [wie zuvor]; zur Zielposition; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Positionswert; zur Zielposition; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
352	G407-E1174	G407-S063	f72r	CELESTIAL	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang setze den Positionswert [wie zuvor]; von der Ausgangsposition; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Positionswert; von der Ausgangsposition; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
353	G407-E1184	G407-S064	f72r	CELESTIAL	okalal	OK+AL+AL	[wie zuvor]|[außen]|[innen]	3	Setze die Positionseinheit [wie zuvor]; zur Zielposition [außen] und zur Zielposition [innen].	Setze dieselbe Positionseinheit; zur Zielposition im äußeren Zweig und zur Zielposition im inneren Zweig.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
354	G407-E1195	G407-S065	f72r	CELESTIAL	al	AL	[wie zuvor]	1	Im laufenden Gang setze den Positionswert [wie zuvor]; zur Zielposition.	Im laufenden Gang setze denselben Positionswert; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
355	G407-E1196	G407-S065	f72r	CELESTIAL	alo	AL+O	[wie zuvor]	1	Im laufenden Gang setze den Positionswert [wie zuvor]; zur Zielposition; als Ausführung.	Im laufenden Gang setze denselben Positionswert; zur Zielposition; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
356	G407-E1199	G407-S065	f72r	CELESTIAL	ar	AR	[wie zuvor]	1	Im laufenden Gang nimm den Positionsposten [wie zuvor] auf; von der Ausgangsposition.	Im laufenden Gang nimm denselben Positionsposten auf; von der Ausgangsposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
357	G407-E1201	G407-S065	f72r	CELESTIAL	chokal	OK+AL	[wie zuvor]	1	Setze den Positionsposten [wie zuvor]; zur Zielposition.	Setze denselben Positionsposten; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
358	G407-E1203	G407-S065	f72r	CELESTIAL	al	AL	[wie zuvor]	1	Im laufenden Gang setze den Positionsposten [wie zuvor]; zur Zielposition.	Im laufenden Gang setze denselben Positionsposten; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
359	G407-E1204	G407-S065	f72r	CELESTIAL	o	O	[wie zuvor]	1	Im laufenden Gang setze den Positionsposten [wie zuvor]; als Ausführung.	Im laufenden Gang setze denselben Positionsposten; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
360	G407-E1205	G407-S065	f72r	CELESTIAL	qokar	OK+AR	[wie zuvor]	1	Setze den Positionsposten [wie zuvor]; von der Ausgangsposition.	Setze denselben Positionsposten; von der Ausgangsposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
361	G407-E1208	G407-S066	f72r	CELESTIAL	okees	OK+EE+S	[wie zuvor]|[wie zuvor]	2	Setze den Positionsposten [wie zuvor] und wähle den Positionsposten [wie zuvor]; auf Grad II.	Setze denselben Positionsposten und wähle denselben Positionsposten; auf Grad II.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
362	G407-E1212	G407-S066	f72r	CELESTIAL	o	O	[wie zuvor]	1	Im laufenden Gang setze die Positionseinheit [wie zuvor]; als Ausführung.	Im laufenden Gang setze dieselbe Positionseinheit; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
363	G407-E1215	G407-S066	f72r	CELESTIAL	chal	CH+AL	[wie zuvor]	1	Nimm den Positionswert [wie zuvor] auf; zur Zielposition.	Nimm denselben Positionswert auf; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
364	G407-E1221	G407-S067	f72r	CELESTIAL	okeo	OK+E+O	[wie zuvor]	1	Setze den Positionswert [wie zuvor]; auf Grad I und als Ausführung.	Setze denselben Positionswert; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
365	G407-E1224	G407-S067	f72r	CELESTIAL	cheo	CH+E+O	[wie zuvor]	1	Nimm den Positionsposten [wie zuvor] auf; auf Grad I und als Ausführung.	Nimm denselben Positionsposten auf; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
366	G407-E1225	G407-S067	f72r	CELESTIAL	keodal	K+E+O+AL	[wie zuvor]	1	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition; auf Grad I und als Ausführung.	Ordne denselben Positionsposten zu; zur Zielposition; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
367	G407-E1232	G407-S067	f72r	CELESTIAL	okalchal	OK+CH+AL	[wie zuvor]|[wie zuvor]	2	Setze den Positionswert [wie zuvor] und nimm den Positionswert [wie zuvor] auf; zur Zielposition.	Setze denselben Positionswert und nimm denselben Positionswert auf; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
368	G407-E1234	G407-S067	f72r	CELESTIAL	al	AL	[wie zuvor]	1	Im laufenden Gang nimm den Positionsposten [wie zuvor] auf; zur Zielposition.	Im laufenden Gang nimm denselben Positionsposten auf; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
369	G407-E1235	G407-S067	f72r	CELESTIAL	o	O	[wie zuvor]	1	Im laufenden Gang nimm den Positionsposten [wie zuvor] auf; als Ausführung.	Im laufenden Gang nimm denselben Positionsposten auf; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
370	G407-E1239	G407-S067	f72r	CELESTIAL	al	AL	[wie zuvor]	1	Im laufenden Gang ordne den Positionswert [wie zuvor] zu; zur Zielposition.	Im laufenden Gang ordne denselben Positionswert zu; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
371	G407-E1243	G407-S067	f72r	CELESTIAL	s	S	[wie zuvor]	1	Wähle den Positionsposten [wie zuvor].	Wähle denselben Positionsposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
372	G407-E1244	G407-S067	f72r	CELESTIAL	ckhal	CH+K+AL	[wie zuvor]|[wie zuvor]	2	Nimm den Positionsposten [wie zuvor] auf und ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	Nimm denselben Positionsposten auf und ordne denselben Positionsposten zu; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
373	G407-E1248	G407-S067	f72r	CELESTIAL	d	D_ADDR	[wie zuvor]	1	Im laufenden Gang ordne den Positionsposten [wie zuvor] zu; an der bezeichneten Stelle.	Im laufenden Gang ordne denselben Positionsposten zu; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
374	G407-E1249	G407-S067	f72r	CELESTIAL	r	R	[wie zuvor]	1	Markiere den Positionsposten [wie zuvor].	Markiere denselben Positionsposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
375	G407-E1251	G407-S067	f72r	CELESTIAL	al	AL	[wie zuvor]	1	Im laufenden Gang markiere den Positionswert [wie zuvor]; zur Zielposition.	Im laufenden Gang markiere denselben Positionswert; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
376	G407-E1253	G407-S067	f72r	CELESTIAL	o	O	[wie zuvor]	1	Im laufenden Gang markiere den Positionsposten [wie zuvor]; als Ausführung.	Im laufenden Gang markiere denselben Positionsposten; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
377	G407-E1255	G407-S067	f72r	CELESTIAL	okedal	OK+AL	[wie zuvor]	1	Setze den Positionswert [wie zuvor]; zur Zielposition.	Setze denselben Positionswert; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
378	G407-E1256	G407-S067	f72r	CELESTIAL	qokeodal	OK+E+O+AL	[wie zuvor]	1	Setze den Positionswert [wie zuvor]; zur Zielposition; auf Grad I und als Ausführung.	Setze denselben Positionswert; zur Zielposition; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
379	G407-E1262	G407-S068	f72r	CELESTIAL	teodal	T+E+O+D_ADDR+AL	[wie zuvor]	1	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Stelle denselben Positionsposten ein; zur Zielposition; auf Grad I und als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
380	G407-E1265	G407-S068	f72r	CELESTIAL	cheol	CH+E+O+L	[wie zuvor]	1	Nimm den Positionsposten [wie zuvor] auf; über die Ringverbindung; auf Grad I und als Ausführung.	Nimm denselben Positionsposten auf; über die Ringverbindung; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
381	G407-E1270	G407-S068	f72r	CELESTIAL	shokal	SH+OK+AL	[wie zuvor]|[wie zuvor]	2	Halte den Positionswert [wie zuvor] und setze den Positionswert [wie zuvor]; zur Zielposition.	Halte denselben Positionswert und setze denselben Positionswert; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
382	G407-E1274	G407-S068	f72r	CELESTIAL	dal	AL	[wie zuvor]	1	Im laufenden Gang setze den Positionsposten [wie zuvor]; zur Zielposition.	Im laufenden Gang setze denselben Positionsposten; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
383	G407-E1278	G407-S069	f72r	CELESTIAL	okal	OK+AL	[wie zuvor]	1	Setze den Positionsposten [wie zuvor]; zur Zielposition.	Setze denselben Positionsposten; zur Zielposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
384	G407-E1281	G407-S070	f72r	CELESTIAL	sheycthy	SH+E+Y+CH+T+Y	[außen]|[innen]|[außen]|[innen]|[außen]|[innen]	6	Halte den Positionsposten [außen] und den Positionsposten [innen], nimm den Positionsposten [außen] und den Positionsposten [innen] auf und stelle den Positionsposten [außen] und den Positionsposten [innen] ein; auf Grad I.	Halte den äußeren Positionsposten und den inneren Positionsposten, nimm den äußeren Positionsposten und den inneren Positionsposten auf und stelle den äußeren Positionsposten und den inneren Positionsposten ein; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
385	G407-E1283	G407-S070	f72r	CELESTIAL	chas	CH+A_ADDR+S	[wie zuvor]|[wie zuvor]	2	Nimm den Positionsposten [wie zuvor] auf und wähle den Positionsposten [wie zuvor]; an der bezeichneten Stelle.	Nimm denselben Positionsposten auf und wähle denselben Positionsposten; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
386	G407-E1291	G407-S071	f72r	CELESTIAL	chs	CH+S	[wie zuvor]|[wie zuvor]	2	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	Nimm denselben Positionswert auf und wähle denselben Positionswert.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
387	G407-E1292	G407-S071	f72r	CELESTIAL	chchs	CH+CH+S	[wie zuvor]|[wie zuvor]|[wie zuvor]	3	Nimm den Positionswert [wie zuvor] auf, nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	Nimm denselben Positionswert auf, nimm denselben Positionswert auf und wähle denselben Positionswert.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
388	G407-E1293	G407-S071	f72r	CELESTIAL	ar	AR	[wie zuvor]	1	Im laufenden Gang wähle den Positionswert [wie zuvor]; von der Ausgangsposition.	Im laufenden Gang wähle denselben Positionswert; von der Ausgangsposition.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
389	G407-E1296	G407-S071	f72r	CELESTIAL	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang stelle den Positionsposten [wie zuvor] ein; von der Ausgangsposition; an der bezeichneten Stelle.	Im laufenden Gang stelle denselben Positionsposten ein; von der Ausgangsposition; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
