group_serial	diagram_id	page	locus	opaque_local_id	visible_owner	visible_surface	namespace_id	local_content_class	detected_literal_atoms	detected_cues	covered_characters	residual_pattern	transfer_class	exact_prose_master_card_id	exact_prose_short_default_de	forward_prediction	forward_predicted_reading_de	existing_astro_component_parse	existing_astro_reading_de	cross_register_reading_de	orientation_rule	crosspage_rule
135	A1	f67r2	f67r2.57	A1:G135	A1_LEFT_OUTER_STAR_STATION_06	otar	F67_LEFT_WHEEL_NS	LEFT_WHEEL_OUTER_STAR_POSITION	OT+AR	OT=ot@0-2|AR=ar@2-4	4/4	····	EXACT_PROSE_SURFACE	MC121	danach von dort	NONE	NONE	danach vom bezeichneten Ausgangsplatz	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: danach vom bezeichneten Ausgangsplatz.	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: danach vom bezeichneten Ausgangsplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
136	A1	f67r2	f67r2.57	A1:G136	A1_LEFT_OUTER_STAR_STATION_06	dy	F67_LEFT_WHEEL_NS	LEFT_WHEEL_OUTER_STAR_POSITION	NONE	NONE	0/2	dy	EXACT_PROSE_SURFACE	MC123	dieser Posten	NONE	NONE	dieser lokale Diagrammposten	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: dieser lokale Diagrammposten.	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
137	A1	f67r2	f67r2.58	A1:G137	A1_LEFT_OUTER_STAR_STATION_07	cho	F67_LEFT_WHEEL_NS	LEFT_WHEEL_OUTER_STAR_POSITION	HO	HO=cho@0-3	3/3	···	EXACT_PROSE_SURFACE	MC034	Zutat	NONE	NONE	Eingangsobjekt oder Eingangsbedingung	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: Eingangsobjekt oder Eingangsbedingung.	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: Eingangsobjekt oder Eingangsbedingung.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
138	A1	f67r2	f67r2.58	A1:G138	A1_LEFT_OUTER_STAR_STATION_07	dal	F67_LEFT_WHEEL_NS	LEFT_WHEEL_OUTER_STAR_POSITION	AL	AL=al@1-3	2/3	d··	EXACT_PROSE_SURFACE	MC154	dorthin	NONE	NONE	zum bezeichneten Zielplatz	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: zum bezeichneten Zielplatz.	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: zum bezeichneten Zielplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
139	A1	f67r2	f67r2.58	A1:G139	A1_LEFT_OUTER_STAR_STATION_07	g	F67_LEFT_WHEEL_NS	LEFT_WHEEL_OUTER_STAR_POSITION	NONE	NONE	0/1	g	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A1_LEFT_OUTER_STAR_STATION_07: Gradwert.	A1_LEFT_OUTER_STAR_STATION_07: Gradwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
140	A1	f67r2	f67r2.59	A1:G140	A1_LEFT_OUTER_STAR_STATION_08	ytchodly	F67_LEFT_WHEEL_NS	LEFT_WHEEL_OUTER_STAR_POSITION	HO	HO=cho@2-5	3/8	yt···dly	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmelsobjekt oder Eingangsbedingung	Sternplatz A1_LEFT_OUTER_STAR_STATION_08: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dly.	Sternplatz A1_LEFT_OUTER_STAR_STATION_08: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dly.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
141	A1	f67r2	f67r2.60	A1:G141	A1_LEFT_OUTER_STAR_STATION_09	octhys	F67_LEFT_WHEEL_NS	LEFT_WHEEL_OUTER_STAR_POSITION	CTH	CTH=cth@1-4	3/6	o···ys	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A1_LEFT_OUTER_STAR_STATION_09: sekundäre Grundbedingung.	A1_LEFT_OUTER_STAR_STATION_09: sekundäre Grundbedingung.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
142	A1	f67r2	f67r2.61	A1:G142	A1_LEFT_OUTER_STAR_STATION_10	ytokar	F67_LEFT_WHEEL_NS	LEFT_WHEEL_OUTER_STAR_POSITION	OK+AR	OK=ok@2-4|AR=ar@4-6	4/6	yt····	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	Sternplatz A1_LEFT_OUTER_STAR_STATION_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yt.	Sternplatz A1_LEFT_OUTER_STAR_STATION_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yt.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
143	A1	f67r2	f67r2.62	A1:G143	A1_LEFT_OUTER_STAR_STATION_11	otolor	F67_LEFT_WHEEL_NS	LEFT_WHEEL_OUTER_STAR_POSITION	OT+OL+OR	OT=ot@0-2|OL=ol@2-4|OR=or@4-6	6/6	······	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen + Bedingungs-, Tabellen- oder Wahlansatz	Sternplatz A1_LEFT_OUTER_STAR_STATION_11: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen + Bedingungs-, Tabellen- oder Wahlansatz.	Sternplatz A1_LEFT_OUTER_STAR_STATION_11: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen + Bedingungs-, Tabellen- oder Wahlansatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
144	A1	f67r2	f67r2.63	A1:G144	A1_LEFT_OUTER_STAR_STATION_12	okodar	F67_LEFT_WHEEL_NS	LEFT_WHEEL_OUTER_STAR_POSITION	OK+AR	OK=ok@0-2|AR=ar@4-6	4/6	··od··	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	Sternplatz A1_LEFT_OUTER_STAR_STATION_12: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	Sternplatz A1_LEFT_OUTER_STAR_STATION_12: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
145	A1	f67r2	f67r2.64	A1:G145	A1_RIGHT_PHASE_STATION_01	s	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	NONE	NONE	0/1	s	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A1_RIGHT_PHASE_STATION_01: Nebenwert.	A1_RIGHT_PHASE_STATION_01: Nebenwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
146	A1	f67r2	f67r2.64	A1:G146	A1_RIGHT_PHASE_STATION_01	air	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	AIR	AIR=air@0-3	3/3	···	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmels-, Ring- oder Zeigerlauf	Radstelle A1_RIGHT_PHASE_STATION_01: Himmels-, Ring- oder Zeigerlauf.	Radstelle A1_RIGHT_PHASE_STATION_01: Himmels-, Ring- oder Zeigerlauf.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
147	A1	f67r2	f67r2.65	A1:G147	A1_RIGHT_PHASE_STATION_02	soear	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	AR	AR=ar@3-5	2/5	soe··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	Radstelle A1_RIGHT_PHASE_STATION_02: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest soe.	Radstelle A1_RIGHT_PHASE_STATION_02: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest soe.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
148	A1	f67r2	f67r2.66	A1:G148	A1_RIGHT_PHASE_STATION_03	cpheey	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	NONE	NONE	0/6	cpheey	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	lange oder volle Diagrammstufe	Radstelle A1_RIGHT_PHASE_STATION_03: lange oder volle Diagrammstufe; lokaler Namensrest cph/y.	Radstelle A1_RIGHT_PHASE_STATION_03: lange oder volle Diagrammstufe; lokaler Namensrest cph/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
149	A1	f67r2	f67r2.67	A1:G149	A1_RIGHT_PHASE_STATION_04	okodar	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	OK+AR	OK=ok@0-2|AR=ar@4-6	4/6	··od··	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	Radstelle A1_RIGHT_PHASE_STATION_04: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	Radstelle A1_RIGHT_PHASE_STATION_04: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
150	A1	f67r2	f67r2.68	A1:G150	A1_RIGHT_PHASE_STATION_05	oepchod	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	HO	HO=cho@3-6	3/7	oep···d	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmelsobjekt oder Eingangsbedingung	Radstelle A1_RIGHT_PHASE_STATION_05: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oepc/d.	Radstelle A1_RIGHT_PHASE_STATION_05: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oepc/d.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
151	A1	f67r2	f67r2.69	A1:G151	A1_RIGHT_PHASE_STATION_06	s	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	NONE	NONE	0/1	s	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A1_RIGHT_PHASE_STATION_06: Nebenwert.	A1_RIGHT_PHASE_STATION_06: Nebenwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
152	A1	f67r2	f67r2.69	A1:G152	A1_RIGHT_PHASE_STATION_06	ay	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	NONE	NONE	0/2	ay	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A1_RIGHT_PHASE_STATION_06: aktueller Hauptwert.	A1_RIGHT_PHASE_STATION_06: aktueller Hauptwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
153	A1	f67r2	f67r2.70	A1:G153	A1_RIGHT_PHASE_STATION_07	osar	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	AR	AR=ar@2-4	2/4	os··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	Radstelle A1_RIGHT_PHASE_STATION_07: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest os.	Radstelle A1_RIGHT_PHASE_STATION_07: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest os.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
154	A1	f67r2	f67r2.71	A1:G154	A1_RIGHT_PHASE_STATION_08	oran	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_PHASE_LIGHT_OR_CALENDAR_CONDITION	OR	OR=or@0-2	2/4	··an	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Bedingungs-, Tabellen- oder Wahlansatz	Radstelle A1_RIGHT_PHASE_STATION_08: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest an.	Radstelle A1_RIGHT_PHASE_STATION_08: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest an.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
155	A1	f67r2	f67r2.72	A1:G155	A1_LEFT_OUTER_RING_TEXT	dar	F67_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_RING_RUBRIC	AR	AR=ar@1-3	2/3	d··	EXACT_PROSE_SURFACE	MC055	aus dem Ansatz	NONE	NONE	vom bezeichneten Ausgangsplatz	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: vom bezeichneten Ausgangsplatz.	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: vom bezeichneten Ausgangsplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
156	A1	f67r2	f67r2.72	A1:G156	A1_LEFT_OUTER_RING_TEXT	aldaiin	F67_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_RING_RUBRIC	AL+AIIN	AL=al@0-2|AIIN=aiin@3-7	6/7	··d····	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest d.	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest d.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
157	A1	f67r2	f67r2.72	A1:G157	A1_LEFT_OUTER_RING_TEXT	ydaiin	F67_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_RING_RUBRIC	AIIN	AIIN=aiin@2-6	4/6	yd····	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Sollwert oder Grad eines Diagrammplatzes	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
158	A1	f67r2	f67r2.72	A1:G158	A1_LEFT_OUTER_RING_TEXT	qkoy	F67_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_RING_RUBRIC	NONE	NONE	0/4	qkoy	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A1_LEFT_OUTER_RING_TEXT: neue Grundklasse.	A1_LEFT_OUTER_RING_TEXT: neue Grundklasse.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
159	A1	f67r2	f67r2.72	A1:G159	A1_LEFT_OUTER_RING_TEXT	ydaiin	F67_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_RING_RUBRIC	AIIN	AIIN=aiin@2-6	4/6	yd····	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Sollwert oder Grad eines Diagrammplatzes	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
160	A1	f67r2	f67r2.72	A1:G160	A1_LEFT_OUTER_RING_TEXT	qofair	F67_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_RING_RUBRIC	AIR	AIR=air@3-6	3/6	qof···	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmels-, Ring- oder Zeigerlauf	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest qof.	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest qof.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
161	A1	f67r2	f67r2.72	A1:G161	A1_LEFT_OUTER_RING_TEXT	ypair	F67_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_RING_RUBRIC	AIR	AIR=air@2-5	3/5	yp···	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmels-, Ring- oder Zeigerlauf	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest yp.	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest yp.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
162	A1	f67r2	f67r2.72	A1:G162	A1_LEFT_OUTER_RING_TEXT	ykoaiin	F67_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_RING_RUBRIC	AIIN	AIIN=aiin@3-7	4/7	yko····	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Sollwert oder Grad eines Diagrammplatzes	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yko.	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yko.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
163	A1	f67r2	f67r2.72	A1:G163	A1_LEFT_OUTER_RING_TEXT	ydoly	F67_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_RING_RUBRIC	OL	OL=ol@2-4	2/5	yd··y	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	im selben Ring, Band oder Satz fortsetzen	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest yd/y.	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest yd/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
164	A1	f67r2	f67r2.72	A1:G164	A1_LEFT_OUTER_RING_TEXT	ytalchos	F67_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_RING_RUBRIC	AL+HO	AL=al@2-4|HO=cho@4-7	5/8	yt·····s	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Zielsektor, Zielstern oder Zielfeld + Himmelsobjekt oder Eingangsbedingung	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest yt/c/s.	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest yt/c/s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
165	A1	f67r2	f67r2.72	A1:G165	A1_LEFT_OUTER_RING_TEXT	oly	F67_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_RING_RUBRIC	OL	OL=ol@0-2	2/3	··y	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	im selben Ring, Band oder Satz fortsetzen	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
166	A1	f67r2	f67r2.72	A1:G166	A1_LEFT_OUTER_RING_TEXT	okey	F67_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_RING_RUBRIC	OK	OK=ok@0-2	2/4	··ey	EXACT_PROSE_SURFACE	MC007	kurz ansetzen	NONE	NONE	in kurzer Stufe setzen	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: in kurzer Stufe setzen.	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: in kurzer Stufe setzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
167	A1	f67r2	f67r2.73	A1:G167	A1_RIGHT_OUTER_RING_TEXT	sshey	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_LOCAL_RING_RUBRIC	NONE	NONE	0/5	sshey	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	abgelesener oder freigegebener Wert	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: abgelesener oder freigegebener Wert; lokaler Namensrest s.	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: abgelesener oder freigegebener Wert; lokaler Namensrest s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
168	A1	f67r2	f67r2.73	A1:G168	A1_RIGHT_OUTER_RING_TEXT	sy	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_LOCAL_RING_RUBRIC	NONE	NONE	0/2	sy	EXACT_PROSE_SURFACE	MC123	dieser Posten	NONE	NONE	dieser lokale Diagrammposten	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: dieser lokale Diagrammposten.	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
169	A1	f67r2	f67r2.73	A1:G169	A1_RIGHT_OUTER_RING_TEXT	shees	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_LOCAL_RING_RUBRIC	NONE	NONE	0/5	shees	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	Position oder Bedingung halten + lange oder volle Diagrammstufe	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Position oder Bedingung halten + lange oder volle Diagrammstufe; lokaler Namensrest s.	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Position oder Bedingung halten + lange oder volle Diagrammstufe; lokaler Namensrest s.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
170	A1	f67r2	f67r2.73	A1:G170	A1_RIGHT_OUTER_RING_TEXT	qeykeey	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_LOCAL_RING_RUBRIC	NONE	NONE	0/7	qeykeey	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	lange oder volle Diagrammstufe	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest qeyk/y.	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest qeyk/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
171	A1	f67r2	f67r2.73	A1:G171	A1_RIGHT_OUTER_RING_TEXT	ykchey	F67_RIGHT_WHEEL_NS	RIGHT_WHEEL_LOCAL_RING_RUBRIC	KCH	KCH=kch@1-4	3/6	y···ey	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Diagrammplatz berechnen oder bearbeiten	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
