unified_order	unified_id	domain	unit_id	page	locus	visible_surface	formal_parse	atomic_default_de	context_expansion_de	interpretation_status	owner_or_namespace
737	A:356	ASTRO	A3	f69v	f69v.3	cheteeser	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_RIGHT_FACE_RAY_WHEEL
738	A:357	ASTRO	A3	f69v	f69v.3	dair	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_RIGHT_FACE_RAY_WHEEL
739	A:358	ASTRO	A3	f69v	f69v.3	chey	Y	dies	dies	EXACT_PROSE_SURFACE	A69_RIGHT_FACE_RAY_WHEEL
740	A:359	ASTRO	A3	f69v	f69v.3	okody	OK+O+Y	ansetzen + Arbeitsgang + dies	ansetzen + Arbeitsgang + dies	POSITION_RESOLVED_COMPONENT_SEQUENCE	A69_RIGHT_FACE_RAY_WHEEL
741	A:360	ASTRO	A3	f69v	f69v.3	dal	AL	Stelle	Stelle	EXACT_PROSE_SURFACE	A69_RIGHT_FACE_RAY_WHEEL
742	A:361	ASTRO	A3	f69v	f69v.3	oteey	OT+EE+Y	nächsten Posten länger halten	nächsten Posten länger halten	EXACT_PROSE_SURFACE	A69_RIGHT_FACE_RAY_WHEEL
743	A:362	ASTRO	A3	f69v	f69v.3	oteey	OT+EE+Y	nächsten Posten länger halten	nächsten Posten länger halten	EXACT_PROSE_SURFACE	A69_RIGHT_FACE_RAY_WHEEL
744	A:363	ASTRO	A3	f69v	f69v.4	okeey	OK+EE+Y	länger ansetzen	länger ansetzen	EXACT_PROSE_SURFACE	A69_LEFT_28_PLACE_WHEEL
745	A:364	ASTRO	A3	f69v	f69v.4	sar	AR	von dort	von dort	EXACT_PROSE_SURFACE	A69_LEFT_28_PLACE_WHEEL
746	A:365	ASTRO	A3	f69v	f69v.5	okeo	OK+E+O	ansetzen + kurz + Arbeitsgang	ansetzen + kurz + Arbeitsgang	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
747	A:366	ASTRO	A3	f69v	f69v.5	dy	Y	dies	dies	EXACT_PROSE_SURFACE	A69_LEFT_28_PLACE_WHEEL
748	A:367	ASTRO	A3	f69v	f69v.6	ochoyk	O+HO+Y+K	Arbeitsgang + Gabe + dies + zufuehren	Arbeitsgang + Gabe + dies + zufuehren	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
749	A:368	ASTRO	A3	f69v	f69v.7	ykeey	Y+K+EE+Y	dies + zufuehren + laenger + dies	dies + zufuehren + laenger + dies	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
750	A:369	ASTRO	A3	f69v	f69v.8	ytory	Y+T+OR+Y	dies + eintragen + Ansatz + dies	dies + eintragen + Ansatz + dies	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
751	A:370	ASTRO	A3	f69v	f69v.9	oeesy	O+EE+Y	Arbeitsgang + laenger + dies	Arbeitsgang + laenger + dies	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
752	A:371	ASTRO	A3	f69v	f69v.10	ytody	Y+T+O+DY	dies + eintragen + Arbeitsgang + Schluss	dies + eintragen + Arbeitsgang + Schluss	POSITION_RESOLVED_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
753	A:372	ASTRO	A3	f69v	f69v.11	okody	OK+O+DY	ansetzen + Arbeitsgang + Schluss	ansetzen + Arbeitsgang + Schluss	POSITION_RESOLVED_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
754	A:373	ASTRO	A3	f69v	f69v.12	otody	OT+O+DY	danach + Arbeitsgang + Schluss	danach + Arbeitsgang + Schluss	POSITION_RESOLVED_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
755	A:374	ASTRO	A3	f69v	f69v.13	okeal	OK+E+AL	ansetzen + kurz + Stelle	ansetzen + kurz + Stelle	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
756	A:375	ASTRO	A3	f69v	f69v.14	okeod	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
757	A:376	ASTRO	A3	f69v	f69v.15	oteeys	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
758	A:377	ASTRO	A3	f69v	f69v.16	oteol	OT+E+OL	danach + kurz + fortsetzen	danach + kurz + fortsetzen	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
759	A:378	ASTRO	A3	f69v	f69v.17	ykeydy	Y+K+E+Y+DY	dies + zufuehren + kurz + dies + Schluss	dies + zufuehren + kurz + dies + Schluss	POSITION_RESOLVED_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
760	A:379	ASTRO	A3	f69v	f69v.18	okeod	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
761	A:380	ASTRO	A3	f69v	f69v.19	saral	AR+AL	von dort + Stelle	von dort + Stelle	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
762	A:381	ASTRO	A3	f69v	f69v.20	saiir	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
763	A:382	ASTRO	A3	f69v	f69v.21	okolar	OK+OL+AR	ansetzen + fortsetzen + von dort	ansetzen + fortsetzen + von dort	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
764	A:383	ASTRO	A3	f69v	f69v.22	ykeody	Y+K+E+O+DY	dies + zufuehren + kurz + Arbeitsgang + Schluss	dies + zufuehren + kurz + Arbeitsgang + Schluss	POSITION_RESOLVED_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
765	A:384	ASTRO	A3	f69v	f69v.23	sarydy	AR+Y+DY	von dort + dies + Schluss	von dort + dies + Schluss	POSITION_RESOLVED_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
766	A:385	ASTRO	A3	f69v	f69v.24	otchy	OT+Y	danach + dies	danach + dies	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
767	A:386	ASTRO	A3	f69v	f69v.25	okeey	OK+EE+Y	länger ansetzen	länger ansetzen	EXACT_PROSE_SURFACE	A69_LEFT_28_PLACE_WHEEL
768	A:387	ASTRO	A3	f69v	f69v.25	dy	Y	dies	dies	EXACT_PROSE_SURFACE	A69_LEFT_28_PLACE_WHEEL
769	A:388	ASTRO	A3	f69v	f69v.26	okey	OK+E+Y	kurz ansetzen	kurz ansetzen	EXACT_PROSE_SURFACE	A69_LEFT_28_PLACE_WHEEL
770	A:389	ASTRO	A3	f69v	f69v.26	d	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
771	A:390	ASTRO	A3	f69v	f69v.27	okeod	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
772	A:391	ASTRO	A3	f69v	f69v.28	okodchy	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
773	A:392	ASTRO	A3	f69v	f69v.29	okeody	OK+E+O+DY	ansetzen + kurz + Arbeitsgang + Schluss	ansetzen + kurz + Arbeitsgang + Schluss	POSITION_RESOLVED_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
774	A:393	ASTRO	A3	f69v	f69v.30	okcheys	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
775	A:394	ASTRO	A3	f69v	f69v.31	oar	O+AR	Arbeitsgang + von dort	Arbeitsgang + von dort	UNIQUE_COMPONENT_SEQUENCE	A69_LEFT_28_PLACE_WHEEL
776	A:395	ASTRO	A3	f69v	f69v.31	alys	NONE	lokale Etikette	lokale Etikette	ASTRO_LOCAL_LABEL	A69_LEFT_28_PLACE_WHEEL
