event_serial	page	locus	record	record_unit_id	field_id	field_ordinal_in_locus	event_index_in_locus	event_index_in_record	surface	joint_tuple_id	formal_formula_opaque	FORMAL_VALUE	terminal_status	strict_control_prompt	V59_R1_MNEMONIC	ATOMIC_OR_WHOLE_CARD_MNEMONIC	mnemonic_scope	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	UNKNOWN_EXEMPLAR_STATUS	source_lineage	V60_R2_WORD_CLASS	V60_R2_DECISION	V60_R2_CONFIDENCE
209	f82r	f82r.23	1	B2	F059	1	7	43	qokeeedy	d25110e0d8488927278f	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	UNKNOWN	UNKNOWN	tauche vollständig ein und beende den Schritt	filtern und ablassen [lokaler B2-Musterbogenschritt 43/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
210	f82r	f82r.23	1	B2	F060	2	8	44	lchedy	de7321bface5628e35d6	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	ABLASSEN?	ABLASSEN?	BIO_LOCAL_ONLY_CLOSE_CONFOUNDED	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	filtern und ablassen [lokaler B2-Musterbogenschritt 44/62; keine Kartenbedeutung]	MEANING_UNCONFIRMED;BIO_LOCAL_ONLY_CLOSE_CONFOUNDED;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_EXACT_CARD_COMPETITION	HANDLUNGSVERB_IN_TERMINALFORMEL	KEEP	.34
211	f82r	f82r.23	1	B2	F061	3	9	45	lar	29e0eb222ef2fb99523a	LINK(<ARG_AR>)	LINK_ACTIVE_STATE	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	schließe den unteren Ablauf	filtern und ablassen [lokaler B2-Musterbogenschritt 45/62; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
212	f82r	f82r.26	1	B2	F062	1	1	46	tshey	d4a31dbcf1ed6d9e5aa9	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	beginne die Spülung	filtern und ablassen [lokaler B2-Musterbogenschritt 46/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
213	f82r	f82r.26	1	B2	F062	1	2	47	qokeedy	7d25241b0e56c836372a	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	UNKNOWN	UNKNOWN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	filtern und ablassen [lokaler B2-Musterbogenschritt 47/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
214	f82r	f82r.26	1	B2	F063	2	3	48	cheal	dd0ecaf5e27d81befffc	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	AN?	AN?	EXPLORATORY_SHARED_EXACT_CARD_MNEMONIC	An die bezeichnete Zielstelle führen	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 48/62; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_EXACT_CARD_COMPETITION	PRAEPOSITION_ODER_RELATIONSPARTIKEL	KEEP	.43
215	f82r	f82r.26	1	B2	F063	2	4	49	lchedar	0f15effeca7ab10bb026	OPAQUE_PAYLOAD + <ARG_AR>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	kühles Wasser	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 49/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
216	f82r	f82r.26	1	B2	F063	2	5	50	ches	db729b598e89e11452e0	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	zu gleichen Anteilen	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 50/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
217	f82r	f82r.26	1	B2	F063	2	6	51	aiin	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	MASS?	MASS?	EXPLORATORY_SHARED_EXACT_CARD_MNEMONIC	Ein vorgeschriebenes Maß	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 51/62; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_EXACT_CARD_COMPETITION	SUBSTANTIV_ODER_MASS_SIGLE	KEEP	.58
218	f82r	f82r.26	1	B2	F063	2	7	52	oteey	5d5e0b288cf36864ed9d	FRAME_OT(OPAQUE_PAYLOAD)	FRAME_OT	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	das bereitete Öl	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 52/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
219	f82r	f82r.26	1	B2	F063	2	8	53	qokaiin	b5fcea1eaed06b2f2291	SET(<ARG_AIIN>)	SET_STANDARD_SLOT	NONCLOSE	STANDARDSLOT_SETZEN	UNKNOWN	UNKNOWN	UNKNOWN	beginne den nächsten abgemessenen Posten	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 53/62; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
220	f82r	f82r.26	1	B2	F063	2	9	54	okey	08bd5ca0c2ad137a056d	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	warmes Wasser	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 54/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
221	f82r	f82r.27	1	B2	F064	1	1	55	pchedy	65df3cd9e59060042d47	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	UNKNOWN	UNKNOWN	ziehe es ab und beende den Schritt	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 55/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
222	f82r	f82r.27	1	B2	F065	2	2	56	rsheal	98bdc4244c84cbef3321	OPAQUE_PAYLOAD + <ARG_AL>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	gieße das erwärmte Wasser ein	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 56/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
223	f82r	f82r.27	1	B2	F065	2	3	57	daldy	78b3b3140714da19090d	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	UNKNOWN	UNKNOWN	wiederhole es an der zweiten Öffnung und beende den Schritt	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 57/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
224	f82r	f82r.27	1	B2	F066	3	4	58	qokeedy	7d25241b0e56c836372a	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	UNKNOWN	UNKNOWN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 58/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
225	f82r	f82r.27	1	B2	F067	4	5	59	rshedy	7f68f60279efe6b28cd7	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	UNKNOWN	UNKNOWN	trinke den angegebenen Anteil und beende den Schritt	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 59/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
226	f82r	f82r.27	1	B2	F068	5	6	60	qoteedy	ff178343c18e287ce3b7	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	FRAME_OT+TERMINAL	TERMINAL	NONE	UNKNOWN	UNKNOWN	UNKNOWN	binde es auf die Stelle und beende den Schritt	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 60/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
227	f82r	f82r.27	1	B2	F069	6	7	61	qokeedy	7d25241b0e56c836372a	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	UNKNOWN	UNKNOWN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 61/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
228	f82r	f82r.27	1	B2	F070	7	8	62	lochedy	f2af6326898fb5b490a4	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	UNKNOWN	UNKNOWN	mische zu gleichen Teilen und beende den Schritt	nachfüllen und übergeben [lokaler B2-Musterbogenschritt 62/62; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
229	f83r	f83r.3	1	B3	F071	1	1	1	olkeedy	3b70942557b3a40e8030	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	UNKNOWN	UNKNOWN	lasse die Flüssigkeit sich setzen und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 1/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
230	f83r	f83r.3	1	B3	F072	2	2	2	qotal	90bcf0a9ec0ef56399e6	MARK(<ARG_AL>)	MARK_OPAQUE_REFERENCE	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	zum unteren Ablauf hin	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 2/86; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
231	f83r	f83r.3	1	B3	F072	2	3	3	chkeedy	a84fbe3ad380df345b97	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	UNKNOWN	UNKNOWN	tauche vollständig ein und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 3/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
232	f83r	f83r.3	1	B3	F073	3	4	4	chey	b921a237be883a820352	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	Diese aktive Portion	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 4/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
233	f83r	f83r.3	1	B3	F073	3	5	5	daiin	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	VORGABEPARAMETER?	MASS?	MASS?	EXPLORATORY_SHARED_EXACT_CARD_MNEMONIC	Ein vorgeschriebenes Maß	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 5/86; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_EXACT_CARD_COMPETITION	SUBSTANTIV_ODER_MASS_SIGLE	KEEP	.58
234	f83r	f83r.3	1	B3	F073	3	6	6	chey	b921a237be883a820352	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	Diese aktive Portion	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 6/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
235	f83r	f83r.3	1	B3	F073	3	7	7	lchedy	de7321bface5628e35d6	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	ABLASSEN?	ABLASSEN?	BIO_LOCAL_ONLY_CLOSE_CONFOUNDED	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 7/86; keine Kartenbedeutung]	MEANING_UNCONFIRMED;BIO_LOCAL_ONLY_CLOSE_CONFOUNDED;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_EXACT_CARD_COMPETITION	HANDLUNGSVERB_IN_TERMINALFORMEL	KEEP	.34
236	f83r	f83r.3	1	B3	F074	4	8	8	qokaiin	b5fcea1eaed06b2f2291	SET(<ARG_AIIN>)	SET_STANDARD_SLOT	NONCLOSE	STANDARDSLOT_SETZEN	UNKNOWN	UNKNOWN	UNKNOWN	beginne den nächsten abgemessenen Posten	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 8/86; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
237	f83r	f83r.3	1	B3	F074	4	9	9	qotal	90bcf0a9ec0ef56399e6	MARK(<ARG_AL>)	MARK_OPAQUE_REFERENCE	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	zum unteren Ablauf hin	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 9/86; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
238	f83r	f83r.3	1	B3	F074	4	10	10	dar	4d4559019a961b834aa1	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	Daraus, aus demselben Ansatz	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 10/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
239	f83r	f83r.6	1	B3	F075	1	1	11	schedy	259b2b3b0bf859882e2c	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	UNKNOWN	UNKNOWN	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 11/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
240	f83r	f83r.6	1	B3	F076	2	2	12	chedchy	5e8441397e7c0faf042b	VARIANT_D(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	gieße das erwärmte Wasser ein	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 12/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
241	f83r	f83r.6	1	B3	F076	2	3	13	qokal	308e8ea2d5d190c498e8	SET(<ARG_AL>)	SET_LOCAL_RELATION_SLOT	NONCLOSE	LOKALEN_RELATIONSSLOT_SETZEN	UNKNOWN	UNKNOWN	UNKNOWN	mische beide Anteile zusammen	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 13/86; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
242	f83r	f83r.6	1	B3	F076	2	4	14	olchedy	28ffbc88b97772a75f1e	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	UNKNOWN	UNKNOWN	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 14/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
243	f83r	f83r.6	1	B3	F077	3	5	15	qokaiin	b5fcea1eaed06b2f2291	SET(<ARG_AIIN>)	SET_STANDARD_SLOT	NONCLOSE	STANDARDSLOT_SETZEN	UNKNOWN	UNKNOWN	UNKNOWN	beginne den nächsten abgemessenen Posten	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 15/86; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
244	f83r	f83r.6	1	B3	F077	3	6	16	chedy	6f7ff8287eddf4da9fdb	VARIANT_D(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	rühre, bis alles gleichmäßig vermischt ist	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 16/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
245	f83r	f83r.6	1	B3	F077	3	7	17	qokeedy	7d25241b0e56c836372a	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	UNKNOWN	UNKNOWN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 17/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
246	f83r	f83r.6	1	B3	F078	4	8	18	lchedy	de7321bface5628e35d6	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	ABLASSEN?	ABLASSEN?	BIO_LOCAL_ONLY_CLOSE_CONFOUNDED	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 18/86; keine Kartenbedeutung]	MEANING_UNCONFIRMED;BIO_LOCAL_ONLY_CLOSE_CONFOUNDED;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_EXACT_CARD_COMPETITION	HANDLUNGSVERB_IN_TERMINALFORMEL	KEEP	.34
247	f83r	f83r.6	1	B3	F079	5	9	19	qoky	276a7c2d74d1143446f4	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	VERWENDEN?	VERWENDEN?	EXPLORATORY_SHARED_EXACT_CARD_MNEMONIC	Die aktive Portion verwenden	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 19/86; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_EXACT_CARD_COMPETITION	VERB_INFINITIV_ODER_IMPERATIV	KEEP	.60
248	f83r	f83r.8	1	B3	F080	1	1	20	pchedal	ba540da978ea132f6da5	OPAQUE_PAYLOAD + <ARG_AL>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	UNKNOWN	UNKNOWN	fülle danach das Gefäß	Mehrbeckenlauf ansetzen [lokaler B3-Musterbogenschritt 20/86; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R2_UNCHANGED	NOT_TARGETED	UNCHANGED_NOT_TARGETED	NOT_TARGETED
