ambiguity_id	attachment_id	ambiguity_class	physical_page	statement_id	event_id	locus	surface_card	component_recipe	focus_core	focus_value_de	chosen_attachment	alternative_attachment	why_open_de	apprentice_rule_choice_de
SAA0319	SA04225	OWNER_OR_NEXT_CARD_ACTION	f89r	P1009-S623	P1008-E1302	f89r2.22	kolches	OL+Y	Y	AKTIVER POSTEN	BESITZER=Gefäß-/Pflanzenteilgruppe F[Y=AKTIVER POSTEN]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0320	SA04238	OWNER_OR_NEXT_CARD_ACTION	f89r	P1009-S626	P1008-E1315	f89r2.23	daiin	AIIN	AIIN	WERT	BESITZER=Gefäß-/Pflanzenteilgruppe F[AIIN=WERT]	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0321	SA04296	R_HEAD_OR_TAIL	f89r	P1009-S627	P1008-E1364	f89r2.26	sy	Y	Y	AKTIVER POSTEN	R=MARKIEREN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0322	SA04297	R_HEAD_OR_TAIL	f89r	P1009-S627	P1008-E1365	f89r2.26	sorcheey	OR+Y	OR	EINHEIT	R=MARKIEREN⟨GEERBT⟩[OR=EINHEIT]	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0323	SA04298	R_HEAD_OR_TAIL	f89r	P1009-S627	P1008-E1365	f89r2.26	sorcheey	OR+Y	Y	AKTIVER POSTEN	R=MARKIEREN⟨GEERBT⟩[Y=AKTIVER POSTEN]	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0324	SA04312	EQUAL_DISTANCE_TWO_HEADS	f89r	P1009-S627	P1008-E1374	f89r2.26	keeokechy	K+EE+O+K+E+CH+Y	E	GRAD I	K=GEBEN[E=GRAD I]	CH=NEHMEN@ATOM6	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: K=GEBEN@ATOM4.
SAA0325	SA04335	R_HEAD_OR_TAIL	f89r	P1009-S627	P1008-E1396	f89r2.28	ain	AIN	AIN	ANTEIL	R=MARKIEREN⟨VORIGE KARTE⟩[AIN=ANTEIL]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0326	SA04336	R_HEAD_OR_TAIL	f89r	P1009-S627	P1008-E1397	f89r2.28	ar	AR	AR	AUSGANG	R=MARKIEREN⟨GEERBT⟩[AR=AUSGANG]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0327	SA04337	R_HEAD_OR_TAIL	f89r	P1009-S627	P1008-E1398	f89r2.28	ain	AIN	AIN	ANTEIL	R=MARKIEREN⟨GEERBT⟩[AIN=ANTEIL]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0328	SA04338	R_HEAD_OR_TAIL	f89r	P1009-S627	P1008-E1400	f89r2.28	daiin	AIIN	AIIN	WERT	R=MARKIEREN⟨GEERBT⟩[AIIN=WERT]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0329	SA04339	R_HEAD_OR_TAIL	f89r	P1009-S627	P1008-E1401	f89r2.28	qoaiin	CARRIER_Q+O+AIIN	AIIN	WERT	R=MARKIEREN⟨GEERBT⟩[AIIN=WERT]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
