running_event_ordinal	event_id	statement_id	physical_page	register	owner_de	locus	card_ordinal_in_statement	surface	component_recipe	action_heads_de	active_head_before_de	arguments_de	relations_de	grades_de	sequence_de	local_channels_de	binding_trace_de	active_head_after_de	closes_gang	duplicate_rule	scope_status
967	P1008-E0260	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	8	aiin	AIIN	NONE	NEHMEN	WERT	NONE	NONE	NONE	NONE	WERT→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
968	P1008-E0261	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	9	oteo	OT+O	NONE	NEHMEN	NONE	NONE	AUSFÜHRUNG	DANACH	NONE	DANACH→NEHMEN | AUSFÜHRUNG→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
969	P1008-E0262	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	10	daiin	AIIN	NONE	NEHMEN	WERT	NONE	NONE	NONE	NONE	WERT→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
970	P1008-E0263	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	11	shokal	OK+AL	SETZEN	NEHMEN	NONE	ZIELORT	NONE	NONE	NONE	SETZEN=KOPF | ZIELORT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
971	P1008-E0264	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	12	otey	OT+E+Y	NONE	SETZEN	AKTIVER POSTEN	NONE	GRAD I	DANACH	NONE	DANACH→SETZEN | GRAD I→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
972	P1008-E0265	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	13	otaiin	OT+AIIN	NONE	SETZEN	WERT	NONE	NONE	DANACH	NONE	DANACH→SETZEN | WERT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
973	P1008-E0266	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	14	otaly	OT+AL+Y	NONE	SETZEN	AKTIVER POSTEN	ZIELORT	NONE	DANACH	NONE	DANACH→SETZEN | ZIELORT→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
974	P1008-E0267	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	15	dal	AL	NONE	SETZEN	NONE	ZIELORT	NONE	NONE	NONE	ZIELORT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
975	P1008-E0268	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	16	okaly	OK+AL	SETZEN	SETZEN	NONE	ZIELORT	NONE	NONE	NONE	SETZEN=KOPF | ZIELORT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
976	P1008-E0269	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	17	dalchdy	AL+CHD+DY	UMSETZEN	SETZEN	NONE	ZIELORT	NONE	NONE	NONE	ZIELORT→SETZEN | UMSETZEN=KOPF | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
977	P1008-E0270	P1009-S059	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	1	eteeey	T+EEE+Y	EINSTELLEN	NONE	AKTIVER POSTEN	NONE	GRAD III	NONE	NONE	EINSTELLEN=KOPF | GRAD III→EINSTELLEN | AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	NO	NONE	SELF_CONTAINED
978	P1008-E0271	P1009-S059	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	2	okal	OK+AL	SETZEN	EINSTELLEN	NONE	ZIELORT	NONE	NONE	NONE	SETZEN=KOPF | ZIELORT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
979	P1008-E0272	P1009-S059	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	3	shey	SH+E+Y	HALTEN	SETZEN	AKTIVER POSTEN	NONE	GRAD I	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | AKTIVER POSTEN→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
980	P1008-E0273	P1009-S059	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	4	qoteeody	OT+EE+DY	NONE	HALTEN	NONE	NONE	GRAD II	DANACH	NONE	DANACH→HALTEN | GRAD II→HALTEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
981	P1008-E0274	P1009-S060	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	1	sheycthy	SH+E+CH+T+Y	HALTEN+NEHMEN+EINSTELLEN	NONE	AKTIVER POSTEN	NONE	GRAD I	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | NEHMEN=KOPF | EINSTELLEN=KOPF | AKTIVER POSTEN→EINSTELLEN	HALTEN	NO	NONE	SELF_CONTAINED
982	P1008-E0275	P1009-S060	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	2	chotal	OT+AL	NONE	HALTEN	NONE	ZIELORT	NONE	DANACH	NONE	DANACH→HALTEN | ZIELORT→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
983	P1008-E0276	P1009-S060	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	3	chas	CH+O+S	NEHMEN+WÄHLEN	HALTEN	NONE	NONE	AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | AUSFÜHRUNG→NEHMEN | WÄHLEN=KOPF	NEHMEN	NO	NONE	SELF_CONTAINED
984	P1008-E0277	P1009-S060	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	4	otoees	OT+EE+Y	NONE	NEHMEN	AKTIVER POSTEN	NONE	GRAD II	DANACH	NONE	DANACH→NEHMEN | GRAD II→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
985	P1008-E0278	P1009-S060	f72r	CELESTIAL	Tierkreis-Ringgruppe E	f72r2.22	5	aiin	AIIN	NONE	NEHMEN	WERT	NONE	NONE	NONE	NONE	WERT→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
986	P1008-E0288	P1009-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe F	f72r2.32	1	otoar	OT+AR	NONE	NONE	NONE	AUSGANG	NONE	DANACH	NONE	DANACH→SETZEN | AUSGANG→SETZEN	NONE	NO	NONE	CARRIED_SCOPE
987	P1008-E0289	P1009-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe F	f72r2.32	2	air	AIR	NONE	NONE	NONE	LAUF	NONE	NONE	NONE	LAUF→SETZEN	NONE	NO	NONE	CARRIED_SCOPE
988	P1008-E0290	P1009-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe F	f72r2.32	3	aloy	AL+Y	NONE	NONE	AKTIVER POSTEN	ZIELORT	NONE	NONE	NONE	ZIELORT→SETZEN | AKTIVER POSTEN→SETZEN	NONE	NO	NONE	CARRIED_SCOPE
989	P1008-E0291	P1009-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe F	f72r2.32	4	okaiin	OK+AIIN	SETZEN	NONE	WERT	NONE	NONE	NONE	NONE	SETZEN=KOPF | WERT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
990	P1008-E0292	P1009-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe F	f72r2.32	5	otees	OT+EE+Y	NONE	SETZEN	AKTIVER POSTEN	NONE	GRAD II	DANACH	NONE	DANACH→SETZEN | GRAD II→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
991	P1008-E0293	P1009-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe F	f72r2.32	6	chs	CH+O+S	NEHMEN+WÄHLEN	SETZEN	NONE	NONE	AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | AUSFÜHRUNG→NEHMEN | WÄHLEN=KOPF	NEHMEN	NO	NONE	SELF_CONTAINED
992	P1008-E0294	P1009-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe F	f72r2.32	7	chchs	CH+CH+S	NEHMEN+NEHMEN+WÄHLEN	NEHMEN	NONE	NONE	NONE	NONE	NONE	NEHMEN=KOPF | NEHMEN=KOPF | WÄHLEN=KOPF	NEHMEN	NO	PACKAGE_SCOPE_DESCENT	SELF_CONTAINED
993	P1008-E0295	P1009-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe F	f72r2.32	8	ar	AR	NONE	NEHMEN	NONE	AUSGANG	NONE	NONE	NONE	AUSGANG→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
994	P1008-E0296	P1009-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe F	f72r2.32	9	aly	AL+Y	NONE	NEHMEN	AKTIVER POSTEN	ZIELORT	NONE	NONE	NONE	ZIELORT→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
995	P1008-E0297	P1009-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe F	f72r2.32	10	taly	T+AL	EINSTELLEN	NEHMEN	NONE	ZIELORT	NONE	NONE	NONE	EINSTELLEN=KOPF | ZIELORT→EINSTELLEN	EINSTELLEN	NO	NONE	SELF_CONTAINED
996	P1008-E0298	P1009-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe F	f72r2.32	11	dar	D_ADDR+AR	NONE	EINSTELLEN	NONE	AUSGANG	NONE	NONE	HIER	HIER→BESITZER | AUSGANG→EINSTELLEN	EINSTELLEN	NO	NONE	CARRIED_SCOPE
997	P1008-E0299	P1009-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe F	f72r2.32	12	otchey	OT+Y	NONE	EINSTELLEN	AKTIVER POSTEN	NONE	NONE	DANACH	NONE	DANACH→EINSTELLEN | AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	NO	NONE	CARRIED_SCOPE
998	P1008-E0300	P1009-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe F	f72r2.32	13	okaiin	OK+AIIN	SETZEN	EINSTELLEN	WERT	NONE	NONE	NONE	NONE	SETZEN=KOPF | WERT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
999	P1008-E0301	P1009-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe F	f72r2.32	14	olaiin	OL+AIIN	NONE	SETZEN	WERT	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→SETZEN | WERT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
1000	P1008-E0302	P1009-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe F	f72r2.32	15	y	Y	NONE	SETZEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
1001	P1008-E0303	P1009-S062	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	1	okeey	OK+EE+Y	SETZEN	NONE	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
1002	P1008-E0304	P1009-S062	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	2	chekoy	CH+K+O+D_ADDR+Y	NEHMEN+GEBEN	SETZEN	AKTIVER POSTEN	NONE	AUSFÜHRUNG	NONE	HIER	NEHMEN=KOPF | GEBEN=KOPF | AUSFÜHRUNG→GEBEN | HIER→BESITZER | AKTIVER POSTEN→GEBEN	NEHMEN	NO	NONE	SELF_CONTAINED
1003	P1008-E0305	P1009-S062	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	3	oteo	OT+O	NONE	NEHMEN	NONE	NONE	AUSFÜHRUNG	DANACH	NONE	DANACH→NEHMEN | AUSFÜHRUNG→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
1004	P1008-E0306	P1009-S062	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	4	ykeey	Y+K+EE+Y	GEBEN	NEHMEN	AKTIVER POSTEN+AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	AKTIVER POSTEN→GEBEN | GEBEN=KOPF | GRAD II→GEBEN | AKTIVER POSTEN→GEBEN	GEBEN	NO	NONE	SELF_CONTAINED
1005	P1008-E0307	P1009-S062	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	5	chedaiin	CHD+AIIN	UMSETZEN	GEBEN	WERT	NONE	NONE	NONE	NONE	UMSETZEN=KOPF | WERT→UMSETZEN	UMSETZEN	NO	NONE	SELF_CONTAINED
1006	P1008-E0308	P1009-S062	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	6	okeeol	OK+EE+OL	SETZEN	UMSETZEN	NONE	NONE	GRAD II	FORTSETZEN	NONE	SETZEN=KOPF | GRAD II→SETZEN | FORTSETZEN→UMSETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
1007	P1008-E0309	P1009-S062	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	7	cheeor	CH+EE+OR	NEHMEN	SETZEN	EINHEIT	NONE	GRAD II	NONE	NONE	NEHMEN=KOPF | GRAD II→NEHMEN | EINHEIT→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
1008	P1008-E0310	P1009-S062	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	8	chocthar	CH+O+CH+T+AR	NEHMEN+NEHMEN+EINSTELLEN	NEHMEN	NONE	AUSGANG	AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | AUSFÜHRUNG→NEHMEN | NEHMEN=KOPF | EINSTELLEN=KOPF | AUSGANG→EINSTELLEN	NEHMEN	NO	NONE	SELF_CONTAINED
1009	P1008-E0311	P1009-S062	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	9	ar	AR	NONE	NEHMEN	NONE	AUSGANG	NONE	NONE	NONE	AUSGANG→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
1010	P1008-E0312	P1009-S062	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	10	oteody	OT+E+O+Y	NONE	NEHMEN	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG	DANACH	NONE	DANACH→NEHMEN | GRAD I→NEHMEN | AUSFÜHRUNG→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
1011	P1008-E0313	P1009-S062	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	11	oteedy	OT+EE+DY	NONE	NEHMEN	NONE	NONE	GRAD II	DANACH	NONE	DANACH→NEHMEN | GRAD II→NEHMEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
1012	P1008-E0314	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	1	okeolaiin	OK+E+OL+AIIN	SETZEN	NONE	WERT	NONE	GRAD I	FORTSETZEN	NONE	SETZEN=KOPF | GRAD I→SETZEN | FORTSETZEN→SETZEN | WERT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
1013	P1008-E0315	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	2	oteey	OT+EE+Y	NONE	SETZEN	AKTIVER POSTEN	NONE	GRAD II	DANACH	NONE	DANACH→SETZEN | GRAD II→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
1014	P1008-E0316	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	3	okarar	OK+AL+AR	SETZEN	SETZEN	NONE	ZIELORT+AUSGANG	NONE	NONE	NONE	SETZEN=KOPF | ZIELORT→SETZEN | AUSGANG→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
1015	P1008-E0317	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	4	teo	E+OL	NONE	SETZEN	NONE	NONE	GRAD I	FORTSETZEN	NONE	GRAD I→SETZEN | FORTSETZEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
1016	P1008-E0318	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	5	sheol	SH+E+OL	HALTEN	SETZEN	NONE	NONE	GRAD I	FORTSETZEN	NONE	HALTEN=KOPF | GRAD I→HALTEN | FORTSETZEN→SETZEN	HALTEN	NO	NONE	CARRIED_SCOPE
1017	P1008-E0319	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	6	al	AL	NONE	HALTEN	NONE	ZIELORT	NONE	NONE	NONE	ZIELORT→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
1018	P1008-E0320	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	7	alaiiin	AL+AIIN	NONE	HALTEN	WERT	ZIELORT	NONE	NONE	NONE	ZIELORT→HALTEN | WERT→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
1019	P1008-E0321	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	8	okeos	OK+E+O	SETZEN	HALTEN	NONE	NONE	GRAD I+AUSFÜHRUNG	NONE	NONE	SETZEN=KOPF | GRAD I→SETZEN | AUSFÜHRUNG→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
1020	P1008-E0322	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	9	alaiin	AL+AIIN	NONE	SETZEN	WERT	ZIELORT	NONE	NONE	NONE	ZIELORT→SETZEN | WERT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
1021	P1008-E0323	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	10	okor	OK+OR	SETZEN	SETZEN	EINHEIT	NONE	NONE	NONE	NONE	SETZEN=KOPF | EINHEIT→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
1022	P1008-E0324	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	11	o	O	NONE	SETZEN	NONE	NONE	AUSFÜHRUNG	NONE	NONE	AUSFÜHRUNG→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
1023	P1008-E0325	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	12	keodar	O+D_ADDR+AR	NONE	SETZEN	NONE	AUSGANG	AUSFÜHRUNG	NONE	HIER	AUSFÜHRUNG→SETZEN | HIER→BESITZER | AUSGANG→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
1024	P1008-E0326	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	13	okee	OK+EE+Y	SETZEN	SETZEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
1025	P1008-E0327	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	14	s	S	WÄHLEN	SETZEN	NONE	NONE	NONE	NONE	NONE	WÄHLEN=KOPF	WÄHLEN	NO	NONE	SELF_CONTAINED
1026	P1008-E0328	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	15	ar	AR	NONE	WÄHLEN	NONE	AUSGANG	NONE	NONE	NONE	AUSGANG→WÄHLEN	WÄHLEN	NO	NONE	CARRIED_SCOPE
1027	P1008-E0329	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	16	aiin	AIIN	NONE	WÄHLEN	WERT	NONE	NONE	NONE	NONE	WERT→WÄHLEN	WÄHLEN	NO	NONE	CARRIED_SCOPE
1028	P1008-E0330	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	17	chekackhy	CH+E+CH+K+Y	NEHMEN+NEHMEN+GEBEN	WÄHLEN	AKTIVER POSTEN	NONE	GRAD I	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | NEHMEN=KOPF | GEBEN=KOPF | AKTIVER POSTEN→GEBEN	NEHMEN	NO	NONE	SELF_CONTAINED
1029	P1008-E0331	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	18	chokees	OK+EE+Y	SETZEN	NEHMEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
1030	P1008-E0332	P1009-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	19	oteedy	OT+EE+DY	NONE	SETZEN	NONE	NONE	GRAD II	DANACH	NONE	DANACH→SETZEN | GRAD II→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
1031	P1008-E0333	P1009-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	1	chekar	CH+K+AR	NEHMEN+GEBEN	NONE	NONE	AUSGANG	NONE	NONE	NONE	NEHMEN=KOPF | GEBEN=KOPF | AUSGANG→GEBEN	NEHMEN	NO	NONE	SELF_CONTAINED
1032	P1008-E0334	P1009-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	2	okar	OK+AR	SETZEN	NEHMEN	NONE	AUSGANG	NONE	NONE	NONE	SETZEN=KOPF | AUSGANG→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
1033	P1008-E0335	P1009-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	3	choly	OL+Y	NONE	SETZEN	AKTIVER POSTEN	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
1034	P1008-E0336	P1009-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	4	ches	CH+E+S	NEHMEN+WÄHLEN	SETZEN	NONE	NONE	GRAD I	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | WÄHLEN=KOPF	NEHMEN	NO	NONE	SELF_CONTAINED
1035	P1008-E0337	P1009-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	5	os	OS	NONE	NEHMEN	NONE	NONE	NONE	NONE	VORBEZUG	VORBEZUG→BESITZER	NEHMEN	NO	NONE	SELF_CONTAINED
1036	P1008-E0338	P1009-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	6	oiin	O+IIN	NONE	NEHMEN	NONE	NONE	AUSFÜHRUNG+STUFE	NONE	NONE	AUSFÜHRUNG→NEHMEN | STUFE→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
1037	P1008-E0339	P1009-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	7	okeeey	OK+EE+Y	SETZEN	NEHMEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
1038	P1008-E0340	P1009-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	8	cheey	SH+EE+Y	HALTEN	SETZEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	HALTEN=KOPF | GRAD II→HALTEN | AKTIVER POSTEN→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
1039	P1008-E0341	P1009-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	9	ches	CH+E+S	NEHMEN+WÄHLEN	HALTEN	NONE	NONE	GRAD I	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | WÄHLEN=KOPF	NEHMEN	NO	NONE	SELF_CONTAINED
1040	P1008-E0342	P1009-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	10	okeody	OK+E+O+D_ADDR+Y	SETZEN	NEHMEN	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG	NONE	HIER	SETZEN=KOPF | GRAD I→SETZEN | AUSFÜHRUNG→SETZEN | HIER→BESITZER | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
1041	P1008-E0343	P1009-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	11	chealdy	AL+Y	NONE	SETZEN	AKTIVER POSTEN	ZIELORT	NONE	NONE	NONE	ZIELORT→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
1042	P1008-E0344	P1009-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	12	shocthy	SH+CH+T+Y	HALTEN+NEHMEN+EINSTELLEN	SETZEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	HALTEN=KOPF | NEHMEN=KOPF | EINSTELLEN=KOPF | AKTIVER POSTEN→EINSTELLEN	HALTEN	NO	NONE	SELF_CONTAINED
1043	P1008-E0345	P1009-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	13	choteey	CH+OT+EE+Y	NEHMEN	HALTEN	AKTIVER POSTEN	NONE	GRAD II	DANACH	NONE	NEHMEN=KOPF | DANACH→HALTEN | GRAD II→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
1044	P1008-E0346	P1009-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	14	sheoly	SH+E+OL	HALTEN	NEHMEN	NONE	NONE	GRAD I	FORTSETZEN	NONE	HALTEN=KOPF | GRAD I→HALTEN | FORTSETZEN→NEHMEN	HALTEN	NO	NONE	CARRIED_SCOPE
1045	P1008-E0347	P1009-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	15	eol	OL	NONE	HALTEN	NONE	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
1046	P1008-E0348	P1009-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	16	sheey	SH+EE+Y	HALTEN	HALTEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	HALTEN=KOPF | GRAD II→HALTEN | AKTIVER POSTEN→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
1047	P1008-E0349	P1009-S064	f72r	CELESTIAL	Tierkreis-Ringgruppe G	f72r3.1	17	chorain	OR+AIN	NONE	HALTEN	EINHEIT+ANTEIL	NONE	NONE	NONE	NONE	EINHEIT→HALTEN | ANTEIL→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
1048	P1008-E0368	P1009-S065	f72r	CELESTIAL	Tierkreis-Ringgruppe H	f72r3.14	1	otochedy	OT+CHD+DY	UMSETZEN	NONE	NONE	NONE	NONE	DANACH	NONE	DANACH→UMSETZEN | UMSETZEN=KOPF | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
1049	P1008-E0369	P1009-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe H	f72r3.14	1	otey	OT+E+Y	NONE	NONE	AKTIVER POSTEN	NONE	GRAD I	DANACH	NONE	DANACH→GEBEN | GRAD I→GEBEN | AKTIVER POSTEN→GEBEN	NONE	NO	NONE	CARRIED_SCOPE
1050	P1008-E0370	P1009-S066	f72r	CELESTIAL	Tierkreis-Ringgruppe H	f72r3.14	2	o	O	NONE	NONE	NONE	NONE	AUSFÜHRUNG	NONE	NONE	AUSFÜHRUNG→GEBEN	NONE	NO	NONE	CARRIED_SCOPE
