book_statement_ordinal	statement_id	physical_page	register	owner_de	event_count	predicate_realization	seed_action_de	inheritance_source_statement_id	action_chain_de	arguments_de	relations_de	grades_de	end_mode	binding_origins	scope_skeleton_de	unbound_modifier_count	scope_result
147	P1009-S147	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
148	P1009-S148	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
149	P1009-S149	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	FUSED_PATH_OPERATION	NONE	NONE	FORTSETZEN	NONE	VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	GANG_CLOSE×1+MASTER_HEAD_AT_CLOSE×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[FORTSETZEN] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
150	P1009-S150	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN	AKTIVER POSTEN×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×2	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[HALTEN] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
151	P1009-S151	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
152	P1009-S152	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
153	P1009-S153	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	FUSED_PATH_OPERATION	NONE	NONE	GEBEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1+SAME_CARD_NEXT_STEP×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[GEBEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
154	P1009-S154	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	GEBEN	AKTIVER POSTEN×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+FORWARD_TO_NEXT_ACTION×3+GANG_CLOSE×1+MASTER_HEAD_AT_CLOSE×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[GEBEN] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
155	P1009-S155	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN	NONE	AUSGANG×1	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1+VISIBLE_OWNER×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[HALTEN] > ARG[NONE] > REL[AUSGANG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
156	P1009-S156	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > HALTEN	ANTEIL×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+SAME_CARD_NEAREST×2	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN > HALTEN] > ARG[ANTEIL×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
157	P1009-S157	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	GEBEN	NONE	ZIELORT×1	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[GEBEN] > ARG[NONE] > REL[ZIELORT×1] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
158	P1009-S158	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	MARKIEREN > HALTEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[MARKIEREN > HALTEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
159	P1009-S159	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	WÄHLEN > SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[WÄHLEN > SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
160	P1009-S160	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
161	P1009-S161	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	ANAPHORIC_ACTION_INHERITANCE	SETZEN	P1009-S160	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	GANG_CLOSE×1+RUNNING_ACTION×2	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
162	P1009-S162	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > GEBEN	AKTIVER POSTEN×2	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+RUNNING_ACTION×1+SAME_CARD_NEAREST×2	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN > GEBEN] > ARG[AKTIVER POSTEN×2] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
163	P1009-S163	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN	AKTIVER POSTEN×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[HALTEN] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
164	P1009-S164	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
165	P1009-S165	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
166	P1009-S166	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	ANAPHORIC_ACTION_INHERITANCE	SETZEN	P1009-S165	SETZEN	AKTIVER POSTEN×1	NONE	GRAD II×2	LICENSED_DY_CLOSE	GANG_CLOSE×1+RUNNING_ACTION×5	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD II×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
167	P1009-S167	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN	EINHEIT×1+AKTIVER POSTEN×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+SAME_CARD_NEAREST×2+VISIBLE_OWNER×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[HALTEN] > ARG[EINHEIT×1+AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
168	P1009-S168	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > GEBEN	NONE	AUSGANG×1	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+RUNNING_ACTION×1+SAME_CARD_LEFT×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[NEHMEN > GEBEN] > ARG[NONE] > REL[AUSGANG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
169	P1009-S169	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > NEHMEN > GEBEN	ANTEIL×1	AUSGANG×2	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×3+GANG_CLOSE×1+RUNNING_ACTION×3+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN > NEHMEN > GEBEN] > ARG[ANTEIL×1] > REL[AUSGANG×2] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
170	P1009-S170	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN > WÄHLEN > SETZEN	AKTIVER POSTEN×1+ANTEIL×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×3+GANG_CLOSE×1+SAME_CARD_NEAREST×3+VISIBLE_OWNER×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[UMSETZEN > WÄHLEN > SETZEN] > ARG[AKTIVER POSTEN×1+ANTEIL×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
171	P1009-S171	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
172	P1009-S172	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	ANAPHORIC_ACTION_INHERITANCE	SETZEN	P1009-S171	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	GANG_CLOSE×1+RUNNING_ACTION×2	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
173	P1009-S173	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+MASTER_HEAD_AT_CLOSE×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
174	P1009-S174	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	7	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > WÄHLEN > HALTEN	WERT×1+AKTIVER POSTEN×1	AUSGANG×2	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×3+FORWARD_TO_NEXT_ACTION×5+GANG_CLOSE×1+RUNNING_ACTION×2+SAME_CARD_NEAREST×1+VISIBLE_OWNER×2	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[NEHMEN > WÄHLEN > HALTEN] > ARG[WERT×1+AKTIVER POSTEN×1] > REL[AUSGANG×2] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
175	P1009-S175	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN > NEHMEN > GEBEN > SETZEN	AKTIVER POSTEN×2	NONE	GRAD I×2	LICENSED_DY_CLOSE	ACTION_HEAD×5+GANG_CLOSE×1+SAME_CARD_NEAREST×4	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[HALTEN > NEHMEN > GEBEN > SETZEN] > ARG[AKTIVER POSTEN×2] > REL[NONE] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
176	P1009-S176	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	WÄHLEN	AKTIVER POSTEN×1	AUSGANG×1	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+MASTER_HEAD_AT_CLOSE×1+RUNNING_ACTION×4+SAME_CARD_LEFT×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[WÄHLEN] > ARG[AKTIVER POSTEN×1] > REL[AUSGANG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
177	P1009-S177	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	ANAPHORIC_ACTION_INHERITANCE	WÄHLEN	P1009-S176	WÄHLEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	GANG_CLOSE×1+RUNNING_ACTION×2	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[WÄHLEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
178	P1009-S178	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	1	ANAPHORIC_ACTION_INHERITANCE	WÄHLEN	P1009-S176	WÄHLEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	GANG_CLOSE×1+RUNNING_ACTION×2	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[WÄHLEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
179	P1009-S179	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	WERT×1+AKTIVER POSTEN×1	NONE	GRAD I×2	LICENSED_DY_CLOSE	ACTION_HEAD×3+GANG_CLOSE×1+SAME_CARD_NEAREST×4	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[SETZEN] > ARG[WERT×1+AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
180	P1009-S180	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN > SETZEN	NONE	NONE	GRAD I×2	LICENSED_DY_CLOSE	ACTION_HEAD×2+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+SAME_CARD_NEAREST×2	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[HALTEN > SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
181	P1009-S181	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN	ANTEIL×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[HALTEN] > ARG[ANTEIL×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
182	P1009-S182	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN	AKTIVER POSTEN×1+EINHEIT×1	NONE	NONE	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	ACTION_HEAD×1+FORWARD_TO_NEXT_ACTION×2+RUNNING_ACTION×2+SAME_CARD_NEAREST×1	BESITZER[großes Bad-/Stationsblatt mit dreieckiger Insel] > HANDLUNG[UMSETZEN] > ARG[AKTIVER POSTEN×1+EINHEIT×1] > REL[NONE] > GRAD[NONE] > NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	0	COMPLETE_SCOPE_READING
183	P1009-S183	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	13	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSETZEN > NEHMEN > SETZEN > NEHMEN > EINSETZEN > HALTEN > NEHMEN > EINSETZEN > NEHMEN > EINSETZEN > HALTEN > EINSETZEN > HALTEN > EINSETZEN > UMSETZEN > WÄHLEN > HALTEN	EINHEIT×1+AKTIVER POSTEN×8+ANTEIL×1	NONE	AUSFÜHRUNG×4+GRAD I×4	LICENSED_DY_CLOSE	ACTION_HEAD×22+GANG_BOUNDARY×2+GANG_CLOSE×1+RUNNING_ACTION×2+SAME_CARD_NEAREST×17+SAME_CARD_NEXT_STEP×1+VISIBLE_OWNER×4	BESITZER[unbebilderter Textabschnitt A0] > HANDLUNG[EINSETZEN > NEHMEN > SETZEN > NEHMEN > EINSETZEN > HALTEN > NEHMEN > EINSETZEN > NEHMEN > EINSETZEN > HALTEN > EINSETZEN > HALTEN > EINSETZEN > UMSETZEN > WÄHLEN > HALTEN] > ARG[EINHEIT×1+AKTIVER POSTEN×8+ANTEIL×1] > REL[NONE] > GRAD[AUSFÜHRUNG×4+GRAD I×4] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
184	P1009-S184	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	7	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > EINSTELLEN > SETZEN > HALTEN	AKTIVER POSTEN×2+ANTEIL×2+EINHEIT×1	AUSGANG×2	GRAD I×2	LICENSED_DY_CLOSE	ACTION_HEAD×5+FORWARD_TO_NEXT_ACTION×3+GANG_CLOSE×1+RUNNING_ACTION×2+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×4+VISIBLE_OWNER×2	BESITZER[unbebilderter Textabschnitt A0] > HANDLUNG[NEHMEN > EINSTELLEN > SETZEN > HALTEN] > ARG[AKTIVER POSTEN×2+ANTEIL×2+EINHEIT×1] > REL[AUSGANG×2] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
185	P1009-S185	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	9	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN > SETZEN > HALTEN > SETZEN	ANTEIL×1+AKTIVER POSTEN×5	ZIELORT×1	GRAD I×4+GRAD II×3	LICENSED_DY_CLOSE	ACTION_HEAD×7+FORWARD_TO_NEXT_ACTION×2+GANG_CLOSE×1+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×12+VISIBLE_OWNER×1	BESITZER[unbebilderter Textabschnitt A0] > HANDLUNG[HALTEN > SETZEN > HALTEN > SETZEN] > ARG[ANTEIL×1+AKTIVER POSTEN×5] > REL[ZIELORT×1] > GRAD[GRAD I×4+GRAD II×3] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
186	P1009-S186	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN > GEBEN	AKTIVER POSTEN×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+RUNNING_ACTION×2+SAME_CARD_NEAREST×1	BESITZER[unbebilderter Textabschnitt A0] > HANDLUNG[HALTEN > GEBEN] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
187	P1009-S187	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	1	ANAPHORIC_ACTION_INHERITANCE	GEBEN	P1009-S186	GEBEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	GANG_CLOSE×1+RUNNING_ACTION×2	BESITZER[unbebilderter Textabschnitt A0] > HANDLUNG[GEBEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
188	P1009-S188	f76r	BIOLOGICAL	unbebilderter Textabschnitt A0	5	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN > UMSETZEN	AKTIVER POSTEN×2+WERT×1	NONE	NONE	VISIBLE_PARAGRAPH_BOUNDARY	ACTION_HEAD×2+FORWARD_TO_NEXT_ACTION×1+RUNNING_ACTION×4+SAME_CARD_NEAREST×1	BESITZER[unbebilderter Textabschnitt A0] > HANDLUNG[HALTEN > UMSETZEN] > ARG[AKTIVER POSTEN×2+WERT×1] > REL[NONE] > GRAD[NONE] > VISIBLE_PARAGRAPH_BOUNDARY	0	COMPLETE_SCOPE_READING
189	P1009-S189	f76r	BIOLOGICAL	unbebilderter Textabschnitt A1	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[unbebilderter Textabschnitt A1] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
190	P1009-S190	f76r	BIOLOGICAL	unbebilderter Textabschnitt A1	7	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > NEHMEN > GEBEN > SETZEN	AKTIVER POSTEN×2+EINHEIT×4	NONE	GRAD II×1+GRAD I×2	LICENSED_DY_CLOSE	ACTION_HEAD×4+GANG_CLOSE×1+RUNNING_ACTION×6+SAME_CARD_NEAREST×4	BESITZER[unbebilderter Textabschnitt A1] > HANDLUNG[SETZEN > NEHMEN > GEBEN > SETZEN] > ARG[AKTIVER POSTEN×2+EINHEIT×4] > REL[NONE] > GRAD[GRAD II×1+GRAD I×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
191	P1009-S191	f76r	BIOLOGICAL	unbebilderter Textabschnitt A1	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	GEBEN	NONE	VERBINDUNG×1	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1+SAME_CARD_RIGHT_FRAME×1	BESITZER[unbebilderter Textabschnitt A1] > HANDLUNG[GEBEN] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
