factorization_group_id	recipe_id	flattened_recipe_trace	shell_factorization_count	shell_shapes	surface_templates	exact_channel_signatures	support_rank	support_tier	running_surface_type_count	running_event_count	running_page_count	running_surfaces	address_full_formula_count	address_full_formula_surfaces	address_hybrid_shell_count	address_hybrid_shell_surfaces	disposition
G468-F0286	G468-R1457	OT+AL+CH+P+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otal{NAME_CORE}cphy|ot{NAME_CORE_1}al{NAME_CORE_2}cphy	G466-C01+G466-C19|G466-C11+G466-C39+G466-C19	351	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0287	G468-R1458	OT+AL+CH+T+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}cth{NAME_CORE_2}daiin|otal{NAME_CORE_1}cth{NAME_CORE_2}aiin	G466-C01+G466-C37+G466-C14|G466-C01+G466-C37+G466-C15	352	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0288	G468-R1461	OT+AL+CH+T+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}cth{NAME_CORE_2}dal|otal{NAME_CORE_1}cth{NAME_CORE_2}al	G466-C01+G466-C37+G466-C24|G466-C01+G466-C37+G466-C31	353	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0289	G468-R1470	OT+AL+CH+T+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}cth{NAME_CORE_2}oiin|otal{NAME_CORE_1}cth{NAME_CORE_2}oin	G466-C01+G466-C37+G466-C21|G466-C01+G466-C37+G466-C26	354	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0290	G468-R1478	OT+AL+D_ADDR+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}dar{NAME_CORE_2}daiin|otal{NAME_CORE_1}dar{NAME_CORE_2}aiin	G466-C01+G466-C38+G466-C14|G466-C01+G466-C38+G466-C15	355	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0291	G468-R1481	OT+AL+D_ADDR+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}dar{NAME_CORE_2}dal|otal{NAME_CORE_1}dar{NAME_CORE_2}al	G466-C01+G466-C38+G466-C24|G466-C01+G466-C38+G466-C31	356	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0292	G468-R1490	OT+AL+D_ADDR+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}dar{NAME_CORE_2}oiin|otal{NAME_CORE_1}dar{NAME_CORE_2}oin	G466-C01+G466-C38+G466-C21|G466-C01+G466-C38+G466-C26	357	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0293	G468-R1498	OT+AL+EE+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otal{NAME_CORE}eey|ot{NAME_CORE_1}al{NAME_CORE_2}eey	G466-C01+G466-C25|G466-C11+G466-C39+G466-C25	358	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0294	G468-R1500	OT+AL+OK+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}ok{NAME_CORE_2}daiin|otal{NAME_CORE_1}ok{NAME_CORE_2}aiin	G466-C01+G466-C41+G466-C14|G466-C01+G466-C41+G466-C15	359	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0295	G468-R1503	OT+AL+OK+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}ok{NAME_CORE_2}dal|otal{NAME_CORE_1}ok{NAME_CORE_2}al	G466-C01+G466-C41+G466-C24|G466-C01+G466-C41+G466-C31	360	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0296	G468-R1512	OT+AL+OK+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}ok{NAME_CORE_2}oiin|otal{NAME_CORE_1}ok{NAME_CORE_2}oin	G466-C01+G466-C41+G466-C21|G466-C01+G466-C41+G466-C26	361	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0297	G468-R1520	OT+AL+OL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otal{NAME_CORE}ol|ot{NAME_CORE_1}al{NAME_CORE_2}ol	G466-C01+G466-C34|G466-C11+G466-C39+G466-C34	362	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0298	G468-R1524	OT+AL+OL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}ol{NAME_CORE_2}dal|otal{NAME_CORE_1}ol{NAME_CORE_2}al	G466-C01+G466-C42+G466-C24|G466-C01+G466-C42+G466-C31	363	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0299	G468-R1533	OT+AL+OL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}ol{NAME_CORE_2}oiin|otal{NAME_CORE_1}ol{NAME_CORE_2}oin	G466-C01+G466-C42+G466-C21|G466-C01+G466-C42+G466-C26	364	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0300	G468-R1542	OT+AL+OR+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otal{NAME_CORE}ory|ot{NAME_CORE_1}al{NAME_CORE_2}ory	G466-C01+G466-C28|G466-C11+G466-C39+G466-C28	365	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0301	G468-R1543	OT+AL+OT+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}ot{NAME_CORE_2}daiin|otal{NAME_CORE_1}ot{NAME_CORE_2}aiin	G466-C01+G466-C43+G466-C14|G466-C01+G466-C43+G466-C15	366	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0302	G468-R1546	OT+AL+OT+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}ot{NAME_CORE_2}dal|otal{NAME_CORE_1}ot{NAME_CORE_2}al	G466-C01+G466-C43+G466-C24|G466-C01+G466-C43+G466-C31	367	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0303	G468-R1555	OT+AL+OT+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}ot{NAME_CORE_2}oiin|otal{NAME_CORE_1}ot{NAME_CORE_2}oin	G466-C01+G466-C43+G466-C21|G466-C01+G466-C43+G466-C26	368	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0304	G468-R1563	OT+AL+SH+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}sh{NAME_CORE_2}daiin|otal{NAME_CORE_1}sh{NAME_CORE_2}aiin	G466-C01+G466-C44+G466-C14|G466-C01+G466-C44+G466-C15	369	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0305	G468-R1566	OT+AL+SH+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}sh{NAME_CORE_2}dal|otal{NAME_CORE_1}sh{NAME_CORE_2}al	G466-C01+G466-C44+G466-C24|G466-C01+G466-C44+G466-C31	370	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0306	G468-R1575	OT+AL+SH+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otal{NAME_CORE_1}sh{NAME_CORE_2}oiin|otal{NAME_CORE_1}sh{NAME_CORE_2}oin	G466-C01+G466-C44+G466-C21|G466-C01+G466-C44+G466-C26	371	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0307	G468-R1584	OT+AL+Y+DY	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otal{NAME_CORE}ydy|ot{NAME_CORE_1}al{NAME_CORE_2}ydy	G466-C01+G466-C30|G466-C11+G466-C39+G466-C30	372	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0308	G468-R1587	OT+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}ar{NAME_CORE_2}daiin|ot{NAME_CORE_1}ar{NAME_CORE_2}aiin	G466-C11+G466-C40+G466-C14|G466-C11+G466-C40+G466-C15	373	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0309	G468-R1590	OT+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}ar{NAME_CORE_2}dal|ot{NAME_CORE_1}ar{NAME_CORE_2}al	G466-C11+G466-C40+G466-C24|G466-C11+G466-C40+G466-C31	374	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0310	G468-R1599	OT+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}ar{NAME_CORE_2}oiin|ot{NAME_CORE_1}ar{NAME_CORE_2}oin	G466-C11+G466-C40+G466-C21|G466-C11+G466-C40+G466-C26	375	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0311	G468-R1609	OT+CH+T+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}cth{NAME_CORE_2}daiin|ot{NAME_CORE_1}cth{NAME_CORE_2}aiin	G466-C11+G466-C37+G466-C14|G466-C11+G466-C37+G466-C15	376	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0312	G468-R1612	OT+CH+T+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}cth{NAME_CORE_2}dal|ot{NAME_CORE_1}cth{NAME_CORE_2}al	G466-C11+G466-C37+G466-C24|G466-C11+G466-C37+G466-C31	377	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0313	G468-R1621	OT+CH+T+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}cth{NAME_CORE_2}oiin|ot{NAME_CORE_1}cth{NAME_CORE_2}oin	G466-C11+G466-C37+G466-C21|G466-C11+G466-C37+G466-C26	378	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0314	G468-R1627	OT+CH+T+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	ot{NAME_CORE}cthy|ot{NAME_CORE_1}cth{NAME_CORE_2}shy	G466-C11+G466-C20|G466-C11+G466-C37+G466-C29	379	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0315	G468-R1629	OT+D_ADDR+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}dar{NAME_CORE_2}daiin|ot{NAME_CORE_1}dar{NAME_CORE_2}aiin	G466-C11+G466-C38+G466-C14|G466-C11+G466-C38+G466-C15	380	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0316	G468-R1632	OT+D_ADDR+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}dar{NAME_CORE_2}dal|ot{NAME_CORE_1}dar{NAME_CORE_2}al	G466-C11+G466-C38+G466-C24|G466-C11+G466-C38+G466-C31	381	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0317	G468-R1641	OT+D_ADDR+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}dar{NAME_CORE_2}oiin|ot{NAME_CORE_1}dar{NAME_CORE_2}oin	G466-C11+G466-C38+G466-C21|G466-C11+G466-C38+G466-C26	382	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0318	G468-R1650	OT+O+IIN	2	PREFIX_CORE_SUFFIX	ot{NAME_CORE}oiin|ot{NAME_CORE}oin	G466-C11+G466-C21|G466-C11+G466-C26	383	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0319	G468-R1651	OT+OK+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}ok{NAME_CORE_2}daiin|ot{NAME_CORE_1}ok{NAME_CORE_2}aiin	G466-C11+G466-C41+G466-C14|G466-C11+G466-C41+G466-C15	384	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0320	G468-R1654	OT+OK+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}ok{NAME_CORE_2}dal|ot{NAME_CORE_1}ok{NAME_CORE_2}al	G466-C11+G466-C41+G466-C24|G466-C11+G466-C41+G466-C31	385	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0321	G468-R1663	OT+OK+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ot{NAME_CORE_1}ok{NAME_CORE_2}oiin|ot{NAME_CORE_1}ok{NAME_CORE_2}oin	G466-C11+G466-C41+G466-C21|G466-C11+G466-C41+G466-C26	386	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0322	G468-R1673	OT+OL+AIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otol{NAME_CORE}ain|ot{NAME_CORE_1}ol{NAME_CORE_2}ain	G466-C02+G466-C22|G466-C11+G466-C42+G466-C22	387	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0323	G468-R1674	OT+OL+AIN+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otol{NAME_CORE}ainy|ot{NAME_CORE_1}ol{NAME_CORE_2}ainy	G466-C02+G466-C16|G466-C11+G466-C42+G466-C16	388	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0324	G468-R1675	OT+OL+AIR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}air{NAME_CORE_2}daiin|otol{NAME_CORE_1}air{NAME_CORE_2}aiin	G466-C02+G466-C36+G466-C14|G466-C02+G466-C36+G466-C15	389	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0325	G468-R1678	OT+OL+AIR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}air{NAME_CORE_2}dal|otol{NAME_CORE_1}air{NAME_CORE_2}al	G466-C02+G466-C36+G466-C24|G466-C02+G466-C36+G466-C31	390	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0326	G468-R1687	OT+OL+AIR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}air{NAME_CORE_2}oiin|otol{NAME_CORE_1}air{NAME_CORE_2}oin	G466-C02+G466-C36+G466-C21|G466-C02+G466-C36+G466-C26	391	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0327	G468-R1696	OT+OL+AL+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}al{NAME_CORE_2}daiin|otol{NAME_CORE_1}al{NAME_CORE_2}aiin	G466-C02+G466-C39+G466-C14|G466-C02+G466-C39+G466-C15	392	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0328	G468-R1699	OT+OL+AL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}al{NAME_CORE_2}dal|otol{NAME_CORE_1}al{NAME_CORE_2}al	G466-C02+G466-C39+G466-C24|G466-C02+G466-C39+G466-C31	393	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0329	G468-R1708	OT+OL+AL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}al{NAME_CORE_2}oiin|otol{NAME_CORE_1}al{NAME_CORE_2}oin	G466-C02+G466-C39+G466-C21|G466-C02+G466-C39+G466-C26	394	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0330	G468-R1717	OT+OL+AR	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otol{NAME_CORE}ar|ot{NAME_CORE_1}ol{NAME_CORE_2}ar	G466-C02+G466-C33|G466-C11+G466-C42+G466-C33	395	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0331	G468-R1718	OT+OL+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}ar{NAME_CORE_2}daiin|otol{NAME_CORE_1}ar{NAME_CORE_2}aiin	G466-C02+G466-C40+G466-C14|G466-C02+G466-C40+G466-C15	396	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0332	G468-R1721	OT+OL+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}ar{NAME_CORE_2}dal|otol{NAME_CORE_1}ar{NAME_CORE_2}al	G466-C02+G466-C40+G466-C24|G466-C02+G466-C40+G466-C31	397	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0333	G468-R1730	OT+OL+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}ar{NAME_CORE_2}oiin|otol{NAME_CORE_1}ar{NAME_CORE_2}oin	G466-C02+G466-C40+G466-C21|G466-C02+G466-C40+G466-C26	398	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0334	G468-R1738	OT+OL+CH+LOCAL_CHAR_F+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otol{NAME_CORE}cfhy|ot{NAME_CORE_1}ol{NAME_CORE_2}cfhy	G466-C02+G466-C18|G466-C11+G466-C42+G466-C18	399	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0335	G468-R1739	OT+OL+CH+P+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otol{NAME_CORE}cphy|ot{NAME_CORE_1}ol{NAME_CORE_2}cphy	G466-C02+G466-C19|G466-C11+G466-C42+G466-C19	400	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0336	G468-R1740	OT+OL+CH+T+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}cth{NAME_CORE_2}daiin|otol{NAME_CORE_1}cth{NAME_CORE_2}aiin	G466-C02+G466-C37+G466-C14|G466-C02+G466-C37+G466-C15	401	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0337	G468-R1743	OT+OL+CH+T+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}cth{NAME_CORE_2}dal|otol{NAME_CORE_1}cth{NAME_CORE_2}al	G466-C02+G466-C37+G466-C24|G466-C02+G466-C37+G466-C31	402	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0338	G468-R1752	OT+OL+CH+T+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}cth{NAME_CORE_2}oiin|otol{NAME_CORE_1}cth{NAME_CORE_2}oin	G466-C02+G466-C37+G466-C21|G466-C02+G466-C37+G466-C26	403	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0339	G468-R1760	OT+OL+D_ADDR+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}dar{NAME_CORE_2}daiin|otol{NAME_CORE_1}dar{NAME_CORE_2}aiin	G466-C02+G466-C38+G466-C14|G466-C02+G466-C38+G466-C15	404	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0340	G468-R1763	OT+OL+D_ADDR+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}dar{NAME_CORE_2}dal|otol{NAME_CORE_1}dar{NAME_CORE_2}al	G466-C02+G466-C38+G466-C24|G466-C02+G466-C38+G466-C31	405	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0341	G468-R1772	OT+OL+D_ADDR+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	otol{NAME_CORE_1}dar{NAME_CORE_2}oiin|otol{NAME_CORE_1}dar{NAME_CORE_2}oin	G466-C02+G466-C38+G466-C21|G466-C02+G466-C38+G466-C26	406	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0342	G468-R1780	OT+OL+EE+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	otol{NAME_CORE}eey|ot{NAME_CORE_1}ol{NAME_CORE_2}eey	G466-C02+G466-C25|G466-C11+G466-C42+G466-C25	407	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
