root	selected_value_de	global_running_event_id	global_statement_id	physical_page	register	owner_de	surface	component_recipe	atom_position	previous_atom	next_atom	other_action_roots	argument_roots	other_relation_roots	has_order	has_grade	has_close	template	imperative_clause_de	cross_register_tier	cross_register_count	semantic_decision
L	VERBINDUNG	G407-E3509	G407-S571	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3512	G407-S572	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lsheedy	L+SH+EE+D_ADDR+Y	FIRST	BOUNDARY	SH	SH	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3521	G407-S575	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	pchedal	P+CHD+AL	FIRST	BOUNDARY	CHD	CHD	NONE	AL	NO	NO	NO	MULTI_ACTION	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3527	G407-S576	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	pchor	P+CH+OR	FIRST	BOUNDARY	CH	CH	OR	NONE	NO	NO	NO	MULTI_ACTION	Setze die Stationseinheit ein und entnimm die Stationseinheit.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3528	G407-S576	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	checphedy	CH+E+CH+P+E+DY	MIDDLE	CH	E	CH|CH	NONE	NONE	NO	YES	YES	MULTI_ACTION	Entnimm die Stationseinheit [wie zuvor], entnimm die Stationseinheit [wie zuvor] und setze die Stationseinheit [wie zuvor] ein; auf Grad I und auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3530	G407-S578	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lsheedy	L+SH+EE+D_ADDR+Y	FIRST	BOUNDARY	SH	SH	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3534	G407-S579	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qopshdy	CARRIER_Q+O+P+SH+D_ADDR+Y	MIDDLE	O	SH	SH	Y	NONE	NO	NO	NO	MULTI_ACTION	Setze den Stationsposten ein und halte den Stationsposten; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3535	G407-S579	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qopy	CARRIER_Q+O+P+Y	MIDDLE	O	Y	NONE	Y	NONE	NO	NO	NO	ACTION_ARGUMENT	Setze den Stationsposten ein; als neuen Einsatz und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3547	G407-S579	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lal	L+AL	FIRST	BOUNDARY	AL	NONE	NONE	AL	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung und zur Zielstation.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3557	G407-S582	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3558	G407-S583	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lo	L+O	FIRST	BOUNDARY	O	NONE	NONE	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3568	G407-S585	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	salcheol	S+AL+CH+E+O+L	LAST	O	BOUNDARY	S|CH	NONE	AL	NO	YES	NO	MULTI_ACTION	Wähle den Stationsposten [wie zuvor] und entnimm den Stationsposten [wie zuvor]; zur Zielstation und über die sichtbare Verbindung; auf Grad I und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3576	G407-S588	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchcphedy	L+CH+CH+P+E+DY	FIRST	BOUNDARY	CH	CH|CH|P	NONE	NONE	NO	YES	YES	MULTI_ACTION	Entnimm den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und setze den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3576	G407-S588	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchcphedy	L+CH+CH+P+E+DY	MIDDLE	CH	E	CH|CH	NONE	L	NO	YES	YES	MULTI_ACTION	Entnimm den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und setze den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3577	G407-S589	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ldar	L+DA+R	FIRST	BOUNDARY	DA	R	NONE	NONE	NO	YES	NO	GRADED_ACTION	Markiere den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf der zweiten Stufe.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3583	G407-S592	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3596	G407-S595	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3600	G407-S597	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chldaiin	L+AIIN	FIRST	BOUNDARY	AIIN	NONE	AIIN	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang bearbeite den Stationswert; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3606	G407-S597	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lkeed	L+K+EE+D_ADDR	FIRST	BOUNDARY	K	K	NONE	NONE	NO	YES	NO	GRADED_ACTION	Führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3611	G407-S597	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	pdalshdy	P+DA+L+SH+D_ADDR+Y	FIRST	BOUNDARY	DA	SH	Y	L	NO	YES	NO	MULTI_ACTION	Setze den Stationsposten ein und halte den Stationsposten; über die sichtbare Verbindung; auf der zweiten Stufe; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3611	G407-S597	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	pdalshdy	P+DA+L+SH+D_ADDR+Y	MIDDLE	DA	SH	P|SH	Y	NONE	NO	YES	NO	MULTI_ACTION	Setze den Stationsposten ein und halte den Stationsposten; über die sichtbare Verbindung; auf der zweiten Stufe; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3612	G407-S597	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shocphedy	SH+O+CH+P+E+DY	MIDDLE	CH	E	SH|CH	NONE	NONE	NO	YES	YES	MULTI_ACTION	Halte den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und setze den Stationsposten [wie zuvor] ein; als Ausführung und auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3615	G407-S599	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	opshedy	O+P+SH+E+Y	MIDDLE	O	SH	SH	Y	NONE	NO	YES	NO	MULTI_ACTION	Setze den Stationsposten ein und halte den Stationsposten; als Ausführung und auf Grad I.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3630	G407-S601	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3645	G407-S607	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lkedy	L+K+E+DY	FIRST	BOUNDARY	K	K	NONE	NONE	NO	YES	YES	GRADED_ACTION	Führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3658	G407-S612	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ldy	L+DY	FIRST	BOUNDARY	DY	NONE	NONE	NONE	NO	NO	YES	INHERITED_RELATION	Im laufenden Gang bearbeite den Stationswert [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3685	G407-S620	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokylddy	OK+Y+L+D_ADDR+DY	MIDDLE	Y	D_ADDR	OK	Y	NONE	NO	NO	YES	ACTION_ARGUMENT_RELATION	Setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung; an der bezeichneten Stelle; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3710	G407-S633	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ldy	L+DY	FIRST	BOUNDARY	DY	NONE	NONE	NONE	NO	NO	YES	INHERITED_RELATION	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; über die sichtbare Verbindung; schließe den Schritt.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3711	G407-S634	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3713	G407-S634	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3722	G407-S635	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3734	G407-S636	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lshedy	L+SH+E+DY	FIRST	BOUNDARY	SH	SH	NONE	NONE	NO	YES	YES	GRADED_ACTION	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3737	G407-S637	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lkedy	L+K+E+DY	FIRST	BOUNDARY	K	K	NONE	NONE	NO	YES	YES	GRADED_ACTION	Führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3738	G407-S638	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3753	G407-S642	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3759	G407-S643	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	l	L	ONLY	BOUNDARY	BOUNDARY	NONE	NONE	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang stelle den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3761	G407-S643	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchdy	L+CHD+Y	FIRST	BOUNDARY	CHD	CHD	Y	NONE	NO	NO	NO	ACTION_ARGUMENT_RELATION	Bearbeite den Stationsposten; über die sichtbare Verbindung.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3773	G407-S646	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3774	G407-S646	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lol	L+OL	FIRST	BOUNDARY	OL	NONE	NONE	NONE	YES	NO	NO	INHERITED_RELATION	Weiter im laufenden Gang entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3785	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3792	G407-S647	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ldalor	L+AL+OR	FIRST	BOUNDARY	AL	NONE	OR	AL	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang entnimm die Stationseinheit; über die sichtbare Verbindung und zur Zielstation.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3828	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3831	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3844	G407-S649	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cphol	CH+P+OL	MIDDLE	CH	OL	CH	NONE	NONE	YES	NO	NO	MULTI_ACTION	Weiter nimm den Drogenposten [wie zuvor] und setze den Drogenposten [wie zuvor] ein.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3846	G407-S649	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	pcheoly	P+CH+E+O+L+Y	FIRST	BOUNDARY	CH	CH	Y	L	NO	YES	NO	MULTI_ACTION	Setze den Drogenposten ein und nimm den Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3846	G407-S649	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	pcheoly	P+CH+E+O+L+Y	MIDDLE	O	Y	P|CH	Y	NONE	NO	YES	NO	MULTI_ACTION	Setze den Drogenposten ein und nimm den Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3857	G407-S650	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3870	G407-S650	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	olsheody	O+L+SH+E+O+D_ADDR+Y	MIDDLE	O	SH	SH	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Halte den Drogenposten; über die Gefäßverbindung; als Ausführung, auf Grad I und als Ausführung; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3882	G407-S651	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	poeear	P+O+EE+AR	FIRST	BOUNDARY	O	NONE	NONE	AR	NO	YES	NO	GRADED_ACTION	Setze die Ansatzeinheit [wie zuvor] ein; vom Ausgangsgefäß; als Ausführung und auf Grad II.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3886	G407-S651	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	poldy	P+OL+D_ADDR+Y	FIRST	BOUNDARY	OL	NONE	Y	NONE	YES	NO	NO	ORDERED_ACTION	Weiter setze den Drogenposten ein; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3897	G407-S652	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	oldal	OL+DA+L	LAST	DA	BOUNDARY	NONE	NONE	NONE	YES	YES	NO	INHERITED_RELATION	Weiter im laufenden Gang halte den Mengenwert [wie zuvor]; über die Gefäßverbindung; auf der zweiten Stufe.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3899	G407-S652	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3911	G407-S652	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3920	G407-S652	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3931	G407-S653	f88v	PHARMA	erste Gefaess-/Zutatengruppe	lkeo	L+K+E+O	FIRST	BOUNDARY	K	K	NONE	NONE	NO	YES	NO	GRADED_ACTION	Gib zu; über die Gefäßverbindung; auf Grad I und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3942	G407-S653	f88v	PHARMA	erste Gefaess-/Zutatengruppe	lchey	L+Y	FIRST	BOUNDARY	Y	NONE	Y	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang setze den Drogenposten als Ansatz an; über die Gefäßverbindung.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E3962	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	okearcheol	OK+E+AR+CH+E+O+L	LAST	O	BOUNDARY	OK|CH	NONE	AR	NO	YES	NO	MULTI_ACTION	Setze den Drogenposten [wie zuvor] als Ansatz an und nimm den Drogenposten [wie zuvor]; vom Ausgangsgefäß und über die Gefäßverbindung; auf Grad I, auf Grad I und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E3971	G407-S657	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	opykey	O+P+Y+K+E+Y	MIDDLE	O	Y	K	Y|Y	NONE	NO	YES	NO	MULTI_ACTION	Setze den Drogenposten [außen] und den Drogenposten [innen] ein und gib den Drogenposten [außen] und den Drogenposten [innen] zu; als Ausführung und auf Grad I.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E4017	G407-S661	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	cpheody	CH+P+E+O+DY	MIDDLE	CH	E	CH	NONE	NONE	NO	YES	YES	MULTI_ACTION	Nimm den Drogenposten [wie zuvor] und setze den Drogenposten [wie zuvor] ein; auf Grad I und als Ausführung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E4028	G407-S663	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	lchdy	L+CHD+Y	FIRST	BOUNDARY	CHD	CHD	Y	NONE	NO	NO	NO	ACTION_ARGUMENT_RELATION	Bearbeite den Drogenposten; über die Gefäßverbindung.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E4065	G407-S667	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe A	chepy	CH+E+P+Y	MIDDLE	E	Y	CH	Y	NONE	NO	YES	NO	MULTI_ACTION	Nimm den Drogenposten und setze den Drogenposten ein; auf Grad I.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E4108	G407-S669	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	tcheol	T+CH+E+O+L	LAST	O	BOUNDARY	T|CH	NONE	NONE	NO	YES	NO	MULTI_ACTION	Stelle ein und nimm; über die Gefäßverbindung; auf Grad I und als Ausführung.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E4111	G407-S669	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	qocphey	CH+P+E+Y	MIDDLE	CH	E	CH	Y	NONE	NO	YES	NO	MULTI_ACTION	Nimm den Drogenposten und setze den Drogenposten ein; auf Grad I.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E4113	G407-S669	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	cheocphey	CH+CH+P+E+Y	MIDDLE	CH	E	CH|CH	Y	NONE	NO	YES	NO	MULTI_ACTION	Nimm den Drogenposten, nimm den Drogenposten und setze den Drogenposten ein; auf Grad I.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E4119	G407-S669	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	l	L	ONLY	BOUNDARY	BOUNDARY	NONE	NONE	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; über die Gefäßverbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E4128	G407-S670	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	cheyl	Y+L	LAST	Y	BOUNDARY	NONE	Y	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang wähle den Drogenposten; über die Gefäßverbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E4143	G407-S672	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe C	pshol	P+SH+OL	FIRST	BOUNDARY	SH	SH	NONE	NONE	YES	NO	NO	MULTI_ACTION	Weiter setze ein und halte.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
