unified_serial	page	reading_unit_id	source_group_id	visible_owner	visible_surface	atom_sequence	card_reading_de	teaching_layer	lookup_mode	concrete_noun_source
600	f68r1	f68r1.5	A2:G029	A2_MULTIPANEL_HEADER_FRAGMENT_05	yky	YK	bezeichnete Klasse oder Haus	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
601	f68r1	f68r1.6	A2:G030	A2_MULTIPANEL_HEADER_FRAGMENT_06	dary	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
602	f68r1	f68r1.7	A2:G031	A2_MULTIPANEL_HEADER_FRAGMENT_07	chkchykoly	KCH+OL	Bearbeiten + Fortsetzen	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
603	f68r1	f68r1.8	A2:G032	A2_CENTRE_KEY_UNRESOLVED	okodaly	OK+OD+AL+Y	dieses markierte Ziel aktivieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
604	f68r1	f68r1.9	A2:G033	A2_STAR_STATION_01	odchecthy	OD+CTH	Bereitbedingung markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
605	f68r1	f68r1.10	A2:G034	A2_STAR_STATION_02	otcheody	OT+CHEO	Folge + Auszug/Ausgabe	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
606	f68r1	f68r1.11	A2:G035	A2_STAR_STATION_03	okoaly	OK+AL+Y	dieses Ziel aktivieren	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
607	f68r1	f68r1.12	A2:G036	A2_STAR_STATION_04	chocfhy	HO	Himmelsobjekt oder Eingangsbedingung	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
608	f68r1	f68r1.13	A2:G037	A2_STAR_STATION_05	octhey	CTH	ausgewählte Grundbedingung	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
609	f68r1	f68r1.14	A2:G038	A2_STAR_STATION_06	otshey	OT+CHEEY	nächster Ablesewert	ASTRO_LOCAL_MODULE	CROSS_REGISTER_CHEEY_READOUT	LOCAL_ASTRO_EXEMPLAR
610	f68r1	f68r1.15	A2:G039	A2_STAR_STATION_07	otydy	OT	Teilsektor oder Untereintrag	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
611	f68r1	f68r1.16	A2:G040	A2_STAR_STATION_08	okear	OK+E+AR	Quelle kurz aktivieren	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
612	f68r1	f68r1.17	A2:G041	A2_STAR_STATION_09	cphocthy	CTH	Himmelsobjekt oder Eingangsbedingung	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
613	f68r1	f68r1.18	A2:G042	A2_STAR_STATION_10	ytchody	YT+HO	bezeichneter Platz oder Phase + HO	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
614	f68r1	f68r1.19	A2:G043	A2_STAR_STATION_11	otys	OT	Teilsektor oder Untereintrag	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
615	f68r1	f68r1.20	A2:G044	A2_STAR_STATION_12	olor	OL+OR	fortgesetzter Bedingungs- oder Tabellensatz	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
616	f68r1	f68r1.21	A2:G045	A2_STAR_STATION_13	ockhy	CKH	durch Sektor, Ring oder Pruefweg fuehren	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
617	f68r1	f68r1.22	A2:G046	A2_STAR_STATION_14	ofcheor	CHEO	Bedingungs-, Tabellen- oder Wahlansatz	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
618	f68r1	f68r1.23	A2:G047	A2_STAR_STATION_15	otchdy	OT+CHD	den folgenden Platz uebertragen und den Eintrag schliessen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
619	f68r1	f68r1.24	A2:G048	A2_STAR_STATION_16	otykchs	OT+KCH	Folge + Bearbeiten	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
620	f68r1	f68r1.25	A2:G049	A2_STAR_STATION_17	otol	OT+OL	danach im selben Ring oder Band fortsetzen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
621	f68r1	f68r1.26	A2:G050	A2_STAR_STATION_18	otor	OT+OR	nächster Satz	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
622	f68r1	f68r1.27	A2:G051	A2_STAR_STATION_19	oiinar	IIN+AR	Stufe mit Quellenbezug	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_IIN_AIIN_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
623	f68r1	f68r1.28	A2:G052	A2_STAR_STATION_20	okoldy	OK+OL+DY_BOUND	Fortsetzung aktivieren und festhalten	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
624	f68r1	f68r1.29	A2:G053	A2_STAR_STATION_21	ykchdy	YK+KCH	bezeichnete Klasse oder Haus + KCH	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
625	f68r1	f68r1.30	A2:G054	A2_STAR_STATION_22	oeeody	EE+OD+Y	diesen Posten in langer Stufe eintragen	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
626	f68r1	f68r1.31	A2:G055	A2_STAR_STATION_23	ocphy	O+CPH_ASTRO+Y	aktuelle Grundauswahl	ASTRO_LOCAL_MODULE	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT	LOCAL_ASTRO_EXEMPLAR
627	f68r1	f68r1.32	A2:G056	A2_STAR_STATION_24	okeeodal	OK+EE+OD+AL	markiertes Ziel länger aktivieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
628	f68r1	f68r1.33	A2:G057	A2_STAR_STATION_25	okshor	OK+HO	Aktivieren + Eingangsposten	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
629	f68r1	f68r1.34	A2:G058	A2_STAR_STATION_26	osdaiin	OS+AIIN	Feld-Sollwert	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
630	f68r1	f68r1.35	A2:G059	A2_STAR_STATION_27	otochedy	OT+CHD	Folge + Umsetzen	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
631	f68r1	f68r1.36	A2:G060	A2_STAR_STATION_28	dolchedy	OL+CHD	Fortsetzen + Umsetzen	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
632	f68r1	f68r1.37	A2:G061	A2_CENTRAL_LEGEND_UNRESOLVED	oky	OK	diesen Diagrammposten setzen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
633	f68r1	f68r1.37	A2:G062	A2_CENTRAL_LEGEND_UNRESOLVED	okchdy	KCH	Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
634	f68r1	f68r1.37	A2:G063	A2_CENTRAL_LEGEND_UNRESOLVED	okardy	OK+AR+DY_BOUND	Quelle aktivieren und Auswahl festhalten	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
635	f68r1	f68r1.37	A2:G064	A2_CENTRAL_LEGEND_UNRESOLVED	qear	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
636	f68r1	f68r1.37	A2:G065	A2_CENTRAL_LEGEND_UNRESOLVED	oygy	O+G+Y	aktueller Grundgrad	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PRIMITIVE_MICROCODE	LOCAL_ASTRO_EXEMPLAR
637	f69v	f69v.1	A3:G001	A3_LEFT_WHEEL_RING_TEXT	dair	AIR	Lauf/Bahn	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
638	f69v	f69v.1	A3:G002	A3_LEFT_WHEEL_RING_TEXT	cheyky	CHEEY+YK	Ablesewert der Klasse/des Hauses	ASTRO_LOCAL_MODULE	CROSS_REGISTER_CHEEY_READOUT	LOCAL_ASTRO_EXEMPLAR
639	f69v	f69v.1	A3:G003	A3_LEFT_WHEEL_RING_TEXT	otaza	OT	naechster Platz oder folgende Bedingung	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
640	f69v	f69v.1	A3:G004	A3_LEFT_WHEEL_RING_TEXT	sar	AR	Quelle	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
641	f69v	f69v.1	A3:G005	A3_LEFT_WHEEL_RING_TEXT	ar	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	LOCAL_ASTRO_WORD	LOCAL_ASTRO_EXEMPLAR
642	f69v	f69v.1	A3:G006	A3_LEFT_WHEEL_RING_TEXT	chykar	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
643	f69v	f69v.1	A3:G007	A3_LEFT_WHEEL_RING_TEXT	okoirsh	OK+SH	aktivieren und halten	ASTRO_LOCAL_MODULE	CROSS_REGISTER_SH_HOLD_ROOT	LOCAL_ASTRO_EXEMPLAR
644	f69v	f69v.1	A3:G008	A3_LEFT_WHEEL_RING_TEXT	ar	AR	Ausgangssektor, Ursprung oder Bezugswert	ASTRO_LOCAL_MODULE	LOCAL_ASTRO_WORD	LOCAL_ASTRO_EXEMPLAR
645	f69v	f69v.1	A3:G009	A3_LEFT_WHEEL_RING_TEXT	chetody	CH+T+OD+Y	aktuellen Phasen-Zustand eintragen	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PHASE_SELECTION_MICROCODE	LOCAL_ASTRO_EXEMPLAR
646	f69v	f69v.1	A3:G010	A3_LEFT_WHEEL_RING_TEXT	okeeos	OK+EE+OS	zweites Feld aktivieren	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
647	f69v	f69v.1	A3:G011	A3_LEFT_WHEEL_RING_TEXT	o	O	Grundwert	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PRIMITIVE_MICROCODE	LOCAL_ASTRO_EXEMPLAR
648	f69v	f69v.1	A3:G012	A3_LEFT_WHEEL_RING_TEXT	tey	T+Y	aktuelle Phase	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PHASE_SELECTION_MICROCODE	LOCAL_ASTRO_EXEMPLAR
649	f69v	f69v.1	A3:G013	A3_LEFT_WHEEL_RING_TEXT	otokeeey	OT+OK+EEE	nächsten Posten vollständig aktivieren	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
650	f69v	f69v.1	A3:G014	A3_LEFT_WHEEL_RING_TEXT	okeeody	OK+EE+OD+Y	diesen Posten länger aktivieren und eintragen	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
651	f69v	f69v.1	A3:G015	A3_LEFT_WHEEL_RING_TEXT	okeey	OK	in langer Stufe setzen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
652	f69v	f69v.1	A3:G016	A3_LEFT_WHEEL_RING_TEXT	doiir	D+O+IIR	fester Grundindex	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	LOCAL_ASTRO_EXEMPLAR
653	f69v	f69v.1	A3:G017	A3_LEFT_WHEEL_RING_TEXT	teeo	EE	lange Tabellenstufe	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
654	f69v	f69v.1	A3:G018	A3_LEFT_WHEEL_RING_TEXT	y	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
655	f69v	f69v.1	A3:G019	A3_LEFT_WHEEL_RING_TEXT	chey	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
656	f69v	f69v.1	A3:G020	A3_LEFT_WHEEL_RING_TEXT	ot	OT	naechster Platz oder folgende Bedingung	ASTRO_LOCAL_MODULE	LOCAL_ASTRO_WORD	LOCAL_ASTRO_EXEMPLAR
657	f69v	f69v.1	A3:G021	A3_LEFT_WHEEL_RING_TEXT	y	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
658	f69v	f69v.1	A3:G022	A3_LEFT_WHEEL_RING_TEXT	okedy	OK	Diagrammposten setzen oder aktivieren	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
659	f69v	f69v.1	A3:G023	A3_LEFT_WHEEL_RING_TEXT	chsdy	CH+S+DY	sekundären Zustand festhalten	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PRIMITIVE_MICROCODE	LOCAL_ASTRO_EXEMPLAR
660	f69v	f69v.1	A3:G024	A3_LEFT_WHEEL_RING_TEXT	okeod	OK+E+OD	kurz aktivieren und markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
661	f69v	f69v.1	A3:G025	A3_LEFT_WHEEL_RING_TEXT	y	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
662	f69v	f69v.1	A3:G026	A3_LEFT_WHEEL_RING_TEXT	dy	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
663	f69v	f69v.1	A3:G027	A3_LEFT_WHEEL_RING_TEXT	choaiin	HO+AIIN	Eingangsposten mit Sollwert	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_IIN_AIIN_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
664	f69v	f69v.1	A3:G028	A3_LEFT_WHEEL_RING_TEXT	okar	OK+AR	Quelle aktivieren	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
665	f69v	f69v.1	A3:G029	A3_LEFT_WHEEL_RING_TEXT	okar	OK+AR	Quelle aktivieren	ASTRO_LOCAL_MODULE	ENRICHED_COMPONENT_READING	LOCAL_ASTRO_EXEMPLAR
666	f69v	f69v.1	A3:G030	A3_LEFT_WHEEL_RING_TEXT	chol	HO	im selben Ring oder Band fortsetzen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
667	f69v	f69v.1	A3:G031	A3_LEFT_WHEEL_RING_TEXT	chees	EE	lange Tabellenstufe	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
668	f69v	f69v.1	A3:G032	A3_LEFT_WHEEL_RING_TEXT	yto	YT	bezeichneter Platz oder Phase	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
669	f69v	f69v.1	A3:G033	A3_LEFT_WHEEL_RING_TEXT	odair	OD+AIR	Lauf oder Bahn markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
670	f69v	f69v.1	A3:G034	A3_LEFT_WHEEL_RING_TEXT	oty	OT	Teilsektor oder Untereintrag	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
671	f69v	f69v.1	A3:G035	A3_LEFT_WHEEL_RING_TEXT	oteeo	OT+EE	nächste lange Stufe	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
672	f69v	f69v.1	A3:G036	A3_LEFT_WHEEL_RING_TEXT	dar	AR	Quelle	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
673	f69v	f69v.1	A3:G037	A3_LEFT_WHEEL_RING_TEXT	o	O	Grundwert	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PRIMITIVE_MICROCODE	LOCAL_ASTRO_EXEMPLAR
674	f69v	f69v.1	A3:G038	A3_LEFT_WHEEL_RING_TEXT	eykeody	E+YK+E+OD+Y	Klassenposten in kurzer Stufe markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
675	f69v	f69v.1	A3:G039	A3_LEFT_WHEEL_RING_TEXT	dchor	HO	Bedingungs-, Tabellen- oder Wahlansatz	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
676	f69v	f69v.1	A3:G040	A3_LEFT_WHEEL_RING_TEXT	char	AR	Quelle	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
677	f69v	f69v.2	A3:G041	A3_MIDDLE_WHEEL_RING_TEXT	yka	YK	bezeichnete Klasse oder Haus	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
678	f69v	f69v.2	A3:G042	A3_MIDDLE_WHEEL_RING_TEXT	chol	HO	im selben Ring oder Band fortsetzen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
679	f69v	f69v.2	A3:G043	A3_MIDDLE_WHEEL_RING_TEXT	ykar	YK+AR	bezeichnete Klasse oder Haus + AR	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
680	f69v	f69v.2	A3:G044	A3_MIDDLE_WHEEL_RING_TEXT	dal	AL	Ziel	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
681	f69v	f69v.2	A3:G045	A3_MIDDLE_WHEEL_RING_TEXT	ykady	YK	bezeichnete Klasse oder Haus	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
682	f69v	f69v.2	A3:G046	A3_MIDDLE_WHEEL_RING_TEXT	iokeeor	OK+EE+OR	Tabellensatz länger aktivieren	ASTRO_LOCAL_MODULE	ASTRO_BOUND_EE_GRADE	LOCAL_ASTRO_EXEMPLAR
683	f69v	f69v.2	A3:G047	A3_MIDDLE_WHEEL_RING_TEXT	cheey	CHEEY	sichtbares Ergebnis / Ablesewert	ASTRO_LOCAL_MODULE	CROSS_REGISTER_CHEEY_READOUT	LOCAL_ASTRO_EXEMPLAR
684	f69v	f69v.2	A3:G048	A3_MIDDLE_WHEEL_RING_TEXT	choly	HO	im selben Ring, Band oder Satz fortsetzen	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
685	f69v	f69v.2	A3:G049	A3_MIDDLE_WHEEL_RING_TEXT	ykeeal	YK+AL	bezeichnete Klasse oder Haus + AL	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
686	f69v	f69v.2	A3:G050	A3_MIDDLE_WHEEL_RING_TEXT	cheo	CHEO	Ablesewert	ASTRO_LOCAL_MODULE	LOCAL_ASTRO_WORD	LOCAL_ASTRO_EXEMPLAR
687	f69v	f69v.2	A3:G051	A3_MIDDLE_WHEEL_RING_TEXT	oaram	AR+AM	Quellaspekt	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
688	f69v	f69v.2	A3:G052	A3_MIDDLE_WHEEL_RING_TEXT	ockhy	CKH	durch Sektor, Ring oder Pruefweg fuehren	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
689	f69v	f69v.2	A3:G053	A3_MIDDLE_WHEEL_RING_TEXT	sheey	NONE	diese Position laenger halten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
690	f69v	f69v.2	A3:G054	A3_MIDDLE_WHEEL_RING_TEXT	aiin	AIIN	Sollwert oder Grad des bezeichneten Himmelsplatzes	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
691	f69v	f69v.2	A3:G055	A3_MIDDLE_WHEEL_RING_TEXT	y	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
692	f69v	f69v.2	A3:G056	A3_MIDDLE_WHEEL_RING_TEXT	daiial	AL	Zielsektor, Zielstern oder Zielfeld	ASTRO_LOCAL_MODULE	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
693	f69v	f69v.2	A3:G057	A3_MIDDLE_WHEEL_RING_TEXT	cheody	CHEO	Ablesewert fest	ASTRO_LOCAL_MODULE	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
694	f69v	f69v.2	A3:G058	A3_MIDDLE_WHEEL_RING_TEXT	cheal	AL	Ziel	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
695	f69v	f69v.2	A3:G059	A3_MIDDLE_WHEEL_RING_TEXT	yetey	SEL+T+Y	ausgewählte aktuelle Phase	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PHASE_SELECTION_MICROCODE	LOCAL_ASTRO_EXEMPLAR
696	f69v	f69v.2	A3:G060	A3_MIDDLE_WHEEL_RING_TEXT	chear	AR	Quelle	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
697	f69v	f69v.2	A3:G061	A3_MIDDLE_WHEEL_RING_TEXT	y	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
698	f69v	f69v.2	A3:G062	A3_MIDDLE_WHEEL_RING_TEXT	dy	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
699	f69v	f69v.2	A3:G063	A3_MIDDLE_WHEEL_RING_TEXT	ykey	YK	bezeichnete Klasse oder Haus	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
700	f69v	f69v.2	A3:G064	A3_MIDDLE_WHEEL_RING_TEXT	ch	CH	Zustand	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PRIMITIVE_MICROCODE	LOCAL_ASTRO_EXEMPLAR
701	f69v	f69v.2	A3:G065	A3_MIDDLE_WHEEL_RING_TEXT	y	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
702	f69v	f69v.2	A3:G066	A3_MIDDLE_WHEEL_RING_TEXT	dy	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
703	f69v	f69v.2	A3:G067	A3_MIDDLE_WHEEL_RING_TEXT	chol	HO	im selben Ring oder Band fortsetzen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
704	f69v	f69v.2	A3:G068	A3_MIDDLE_WHEEL_RING_TEXT	ykar	YK+AR	bezeichnete Klasse oder Haus + AR	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
705	f69v	f69v.2	A3:G069	A3_MIDDLE_WHEEL_RING_TEXT	ol	OL	im selben Ring oder Band fortsetzen	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
706	f69v	f69v.2	A3:G070	A3_MIDDLE_WHEEL_RING_TEXT	y	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
707	f69v	f69v.2	A3:G071	A3_MIDDLE_WHEEL_RING_TEXT	ykeeody	YK+EE+OD+Y	diesen Klassenposten länger markieren	ASTRO_LOCAL_MODULE	ASTRO_OD_MARKED_ENTRY_MODIFIER	LOCAL_ASTRO_EXEMPLAR
708	f69v	f69v.2	A3:G072	A3_MIDDLE_WHEEL_RING_TEXT	chey	NONE	dieser lokale Diagrammposten	ASTRO_LOCAL_MODULE	EXACT_SHARED_SURFACE_READING	LOCAL_ASTRO_EXEMPLAR
709	f69v	f69v.2	A3:G073	A3_MIDDLE_WHEEL_RING_TEXT	dal	AL	Ziel	ASTRO_LOCAL_MODULE	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	LOCAL_ASTRO_EXEMPLAR
