astro_serial	page	locus	diagram_id	group_index_in_locus	surface	astro_token_id	FORMAL_VALUE	ATOMIC_OR_WHOLE_CARD_MNEMONIC	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	UNKNOWN_EXEMPLAR_STATUS	source_class	confidence	source_lineage
248	f68r1	f68r1.34	A2	1	osdaiin	ASTRO_f68r1_034_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.34	räumliche Stern- oder Kalenderstation am Locus f68r1.34 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
249	f68r1	f68r1.35	A2	1	otochedy	ASTRO_f68r1_035_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.35	räumliche Stern- oder Kalenderstation am Locus f68r1.35 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
250	f68r1	f68r1.36	A2	1	dolchedy	ASTRO_f68r1_036_01	ASTRO_LOCAL_SLOT:SPATIAL_LUNAR_STATION	NOT_APPLICABLE_ASTRO_LOCAL	noncentral lunar station at source locus f68r1.36	räumliche Stern- oder Kalenderstation am Locus f68r1.36 nach Bildlage nachschlagen	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SPATIAL_LUNAR_STATION	.30	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
251	f68r1	f68r1.37	A2	1	oky	ASTRO_f68r1_037_01	ASTRO_LOCAL_SLOT:CENTRAL_CATALOGUE_LEGEND	NOT_APPLICABLE_ASTRO_LOCAL	the Moon	räumlicher Sternkatalog: the calendar cycle	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CENTRAL_CATALOGUE_LEGEND	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
252	f68r1	f68r1.37	A2	2	okchdy	ASTRO_f68r1_037_02	ASTRO_LOCAL_SLOT:CENTRAL_CATALOGUE_LEGEND	NOT_APPLICABLE_ASTRO_LOCAL	governs	räumlicher Sternkatalog: governs	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CENTRAL_CATALOGUE_LEGEND	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
253	f68r1	f68r1.37	A2	3	okardy	ASTRO_f68r1_037_03	ASTRO_LOCAL_SLOT:CENTRAL_CATALOGUE_LEGEND	NOT_APPLICABLE_ASTRO_LOCAL	the whole circuit	räumlicher Sternkatalog: the whole circuit	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CENTRAL_CATALOGUE_LEGEND	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
254	f68r1	f68r1.37	A2	4	qear	ASTRO_f68r1_037_04	ASTRO_LOCAL_SLOT:CENTRAL_CATALOGUE_LEGEND	NOT_APPLICABLE_ASTRO_LOCAL	of twenty-eight	räumlicher Sternkatalog: of twenty-eight	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CENTRAL_CATALOGUE_LEGEND	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
255	f68r1	f68r1.37	A2	5	oygy	ASTRO_f68r1_037_05	ASTRO_LOCAL_SLOT:CENTRAL_CATALOGUE_LEGEND	NOT_APPLICABLE_ASTRO_LOCAL	lunar stations	räumlicher Sternkatalog: spatial calendar stations	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	CENTRAL_CATALOGUE_LEGEND	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
256	f69v	f69v.1	A3	1	dair	ASTRO_f69v_001_01	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	apply the remedy	Arbeitsalmanach-Regel: execute the work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
257	f69v	f69v.1	A3	2	cheyky	ASTRO_f69v_001_02	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if adverse, withhold it	Arbeitsalmanach-Regel: if adverse, withhold it	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
258	f69v	f69v.1	A3	3	otaza	ASTRO_f69v_001_03	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	keep the usual measure	Arbeitsalmanach-Regel: keep the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
259	f69v	f69v.1	A3	4	sar	ASTRO_f69v_001_04	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	continue to the next station	Arbeitsalmanach-Regel: continue to the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
260	f69v	f69v.1	A3	5	ar	ASTRO_f69v_001_05	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	repeat only once	Arbeitsalmanach-Regel: repeat only once	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
261	f69v	f69v.1	A3	6	chykar	ASTRO_f69v_001_06	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	close the consultation	Arbeitsalmanach-Regel: close the consultation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
262	f69v	f69v.1	A3	7	okoirsh	ASTRO_f69v_001_07	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon reaches the station	Arbeitsalmanach-Regel: when the calendar cycle reaches the station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
263	f69v	f69v.1	A3	8	ar	ASTRO_f69v_001_08	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	inspect the pictured schedule	Arbeitsalmanach-Regel: inspect the pictured schedule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
264	f69v	f69v.1	A3	9	chetody	ASTRO_f69v_001_09	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if the condition is favourable	Arbeitsalmanach-Regel: if the condition is favourable	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
265	f69v	f69v.1	A3	10	okeeos	ASTRO_f69v_001_10	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	apply the remedy	Arbeitsalmanach-Regel: execute the work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
266	f69v	f69v.1	A3	11	o	ASTRO_f69v_001_11	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if adverse, withhold it	Arbeitsalmanach-Regel: if adverse, withhold it	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
267	f69v	f69v.1	A3	12	tey	ASTRO_f69v_001_12	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	keep the usual measure	Arbeitsalmanach-Regel: keep the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
268	f69v	f69v.1	A3	13	otokeeey	ASTRO_f69v_001_13	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	continue to the next station	Arbeitsalmanach-Regel: continue to the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
269	f69v	f69v.1	A3	14	okeeody	ASTRO_f69v_001_14	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	repeat only once	Arbeitsalmanach-Regel: repeat only once	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
270	f69v	f69v.1	A3	15	okeey	ASTRO_f69v_001_15	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	close the consultation	Arbeitsalmanach-Regel: close the consultation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
271	f69v	f69v.1	A3	16	doiir	ASTRO_f69v_001_16	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon reaches the station	Arbeitsalmanach-Regel: when the calendar cycle reaches the station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
272	f69v	f69v.1	A3	17	teeo	ASTRO_f69v_001_17	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	inspect the pictured schedule	Arbeitsalmanach-Regel: inspect the pictured schedule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
273	f69v	f69v.1	A3	18	y	ASTRO_f69v_001_18	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if the condition is favourable	Arbeitsalmanach-Regel: if the condition is favourable	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
274	f69v	f69v.1	A3	19	chey	ASTRO_f69v_001_19	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	apply the remedy	Arbeitsalmanach-Regel: execute the work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
275	f69v	f69v.1	A3	20	ot	ASTRO_f69v_001_20	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if adverse, withhold it	Arbeitsalmanach-Regel: if adverse, withhold it	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
276	f69v	f69v.1	A3	21	y	ASTRO_f69v_001_21	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	keep the usual measure	Arbeitsalmanach-Regel: keep the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
277	f69v	f69v.1	A3	22	okedy	ASTRO_f69v_001_22	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	continue to the next station	Arbeitsalmanach-Regel: continue to the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
278	f69v	f69v.1	A3	23	chsdy	ASTRO_f69v_001_23	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	repeat only once	Arbeitsalmanach-Regel: repeat only once	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
279	f69v	f69v.1	A3	24	okeod	ASTRO_f69v_001_24	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	close the consultation	Arbeitsalmanach-Regel: close the consultation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
280	f69v	f69v.1	A3	25	y	ASTRO_f69v_001_25	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon reaches the station	Arbeitsalmanach-Regel: when the calendar cycle reaches the station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
281	f69v	f69v.1	A3	26	dy	ASTRO_f69v_001_26	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	inspect the pictured schedule	Arbeitsalmanach-Regel: inspect the pictured schedule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
282	f69v	f69v.1	A3	27	choaiin	ASTRO_f69v_001_27	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if the condition is favourable	Arbeitsalmanach-Regel: if the condition is favourable	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
283	f69v	f69v.1	A3	28	okar	ASTRO_f69v_001_28	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	apply the remedy	Arbeitsalmanach-Regel: execute the work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
284	f69v	f69v.1	A3	29	okar	ASTRO_f69v_001_29	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if adverse, withhold it	Arbeitsalmanach-Regel: if adverse, withhold it	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
285	f69v	f69v.1	A3	30	chol	ASTRO_f69v_001_30	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	keep the usual measure	Arbeitsalmanach-Regel: keep the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
286	f69v	f69v.1	A3	31	chees	ASTRO_f69v_001_31	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	continue to the next station	Arbeitsalmanach-Regel: continue to the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
287	f69v	f69v.1	A3	32	yto	ASTRO_f69v_001_32	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	repeat only once	Arbeitsalmanach-Regel: repeat only once	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
288	f69v	f69v.1	A3	33	odair	ASTRO_f69v_001_33	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	close the consultation	Arbeitsalmanach-Regel: close the consultation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
289	f69v	f69v.1	A3	34	oty	ASTRO_f69v_001_34	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon reaches the station	Arbeitsalmanach-Regel: when the calendar cycle reaches the station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
290	f69v	f69v.1	A3	35	oteeo	ASTRO_f69v_001_35	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	inspect the pictured schedule	Arbeitsalmanach-Regel: inspect the pictured schedule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
291	f69v	f69v.1	A3	36	dar	ASTRO_f69v_001_36	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if the condition is favourable	Arbeitsalmanach-Regel: if the condition is favourable	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
292	f69v	f69v.1	A3	37	o	ASTRO_f69v_001_37	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	apply the remedy	Arbeitsalmanach-Regel: execute the work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
293	f69v	f69v.1	A3	38	eykeody	ASTRO_f69v_001_38	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if adverse, withhold it	Arbeitsalmanach-Regel: if adverse, withhold it	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
294	f69v	f69v.1	A3	39	dchor	ASTRO_f69v_001_39	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	keep the usual measure	Arbeitsalmanach-Regel: keep the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
295	f69v	f69v.1	A3	40	char	ASTRO_f69v_001_40	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	continue to the next station	Arbeitsalmanach-Regel: continue to the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
