event_serial	event_id	section	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display_only	image_owner_id	owner_break_before	owner_reset	literal_visible_layer	autonomous_primary_token	optional_questioned_master_gloss	occurrence_bound_exemplar	source_token_count	read_action	line_crossing	terminal_status	source_class	source_expansion_confidence	strongest_rival	strongest_contradiction	semantic_ceiling	source_lineage
129	E129	BIOLOGICAL	B1	f81v	f81v.17	F028	B1-S006	0f18de177ed7c878bf95	dl	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:0f18de177ed7c878bf95; SURFACE:dl]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.17	NONCLOSE	TYPED_EXEMPLAR_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Rücklauf im unteren Becken auffangen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
130	E130	BIOLOGICAL	B1	f81v	f81v.17	F028	B1-S006	4da0f0f7b5fc7ac20067	ral	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:4da0f0f7b5fc7ac20067; SURFACE:ral]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Und lasse es abkühlen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.17	NONCLOSE	TYPED_EXEMPLAR_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Rücklauf erneut zuführen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
131	E131	BIOLOGICAL	B1	f81v	f81v.18	F029	B1-S007	87411f84689b4f93a303	qokchdy	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:87411f84689b4f93a303; SURFACE:qokchdy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Erwärme es einmal und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.18	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
132	E132	BIOLOGICAL	B1	f81v	f81v.18	F030	B1-S008	b921a237be883a820352	chey	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:b921a237be883a820352; SURFACE:chey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Diese aktive Portion]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.18	NONCLOSE	RECORD_LOCAL_LINK_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
133	E133	BIOLOGICAL	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	ol	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:dcda95c81a5460feb191; SURFACE:ol]	[FORMAL_LINK_OR_SLOT]	ET?=UND/AUCH?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	1	READ_ONE_VISIBLE_SOURCE_TOKEN	NO:f81v.18	NONCLOSE	RECORD_LOCAL_LINK_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F030; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
134	E134	BIOLOGICAL	B1	f81v	f81v.18	F030	B1-S008	d904bf7b044dd3922781	cheky	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:d904bf7b044dd3922781; SURFACE:cheky]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Bei sanfter Wärme]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.18	NONCLOSE	RECORD_LOCAL_LINK_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Rückstand vom Filter abnehmen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
135	E135	BIOLOGICAL	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	ol	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:dcda95c81a5460feb191; SURFACE:ol]	[FORMAL_LINK_OR_SLOT]	ET?=UND/AUCH?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	1	READ_ONE_VISIBLE_SOURCE_TOKEN	NO:f81v.18	NONCLOSE	RECORD_LOCAL_LINK_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F030; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
136	E136	BIOLOGICAL	B1	f81v	f81v.18	F030	B1-S008	bc4f1f5c006c74a4d26d	shedy	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d; SURFACE:shedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.18	TERMINAL	RECORD_LOCAL_LINK_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
137	E137	BIOLOGICAL	B1	f81v	f81v.18	F031	B1-S009	7db18b2f0fb7ed0fcfd3	qokedy	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3; SURFACE:qokedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.18	TERMINAL	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
138	E138	BIOLOGICAL	B1	f81v	f81v.18	F032	B1-S010	7db18b2f0fb7ed0fcfd3	qokedy	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3; SURFACE:qokedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.18	TERMINAL	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
139	E139	BIOLOGICAL	B1	f81v	f81v.18	F033	B1-S011	2cc8bb3c2af19607888f	chckhy	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:2cc8bb3c2af19607888f; SURFACE:chckhy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Durch die verbundenen Läufe]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.18	NONCLOSE	LOCAL_ACTION_OR_CONDITION_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Arbeitsziel an der Station bereitstellen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
140	E140	BIOLOGICAL	B1	f81v	f81v.18	F033	B1-S011	276a7c2d74d1143446f4	qoky	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:276a7c2d74d1143446f4; SURFACE:qoky]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die Badecharge am vorgesehenen Waschplatz gebrauchen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.18	NONCLOSE	LOCAL_ACTION_OR_CONDITION_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F033; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
141	E141	BIOLOGICAL	B1	f81v	f81v.21	F034	B1-S012	be0974b366c981dc1eef	lsho	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:be0974b366c981dc1eef; SURFACE:lsho]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Beginne die Spülung]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.21	NONCLOSE	TYPED_EXEMPLAR_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
142	E142	BIOLOGICAL	B1	f81v	f81v.21	F034	B1-S012	08bd5ca0c2ad137a056d	qokey	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:08bd5ca0c2ad137a056d; SURFACE:qokey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Warmes Wasser]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.21	NONCLOSE	TYPED_EXEMPLAR_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Restcharge zurückführen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
143	E143	BIOLOGICAL	B1	f81v	f81v.21	F034	B1-S012	2e7e89e0bd12b999c280	lshedy	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:2e7e89e0bd12b999c280; SURFACE:lshedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Wasche einmal und beende diesen Durchgang]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.21	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: vorigen Arbeitsstand aufnehmen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
144	E144	BIOLOGICAL	B1	f81v	f81v.21	F035	B1-S013	2e7e89e0bd12b999c280	lshedy	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:2e7e89e0bd12b999c280; SURFACE:lshedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Wasche einmal und beende diesen Durchgang]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.21	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
145	E145	BIOLOGICAL	B1	f81v	f81v.21	F036	B1-S014	6f7ff8287eddf4da9fdb	chedy	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb; SURFACE:chedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.21	NONCLOSE	RECORD_LOCAL_LINK_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: obere Rinne füllen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
146	E146	BIOLOGICAL	B1	f81v	f81v.21	F036	B1-S014	c205570c49d4d93c23d3	qolky	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:c205570c49d4d93c23d3; SURFACE:qolky]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die betroffene Stelle]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.21	NONCLOSE	RECORD_LOCAL_LINK_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge über das Gefälle umlaufen lassen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
147	E147	BIOLOGICAL	B1	f81v	f81v.21	F036	B1-S014	433713294b25b0a12f66	lchedal	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:433713294b25b0a12f66; SURFACE:lchedal]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Das untere Becken]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.21	NONCLOSE	RECORD_LOCAL_LINK_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Rücklauf im unteren Becken auffangen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
148	E148	BIOLOGICAL	B1	f81v	f81v.21	F036	B1-S014	dcda95c81a5460feb191	qol	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:dcda95c81a5460feb191; SURFACE:qol]	[FORMAL_LINK_OR_SLOT]	ET?=UND/AUCH?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	1	READ_ONE_VISIBLE_SOURCE_TOKEN	NO:f81v.21	NONCLOSE	RECORD_LOCAL_LINK_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F036; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
149	E149	BIOLOGICAL	B1	f81v	f81v.21	F036	B1-S014	b6b654722e55729cc947	otar	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:b6b654722e55729cc947; SURFACE:otar]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Benutze danach den unteren Ablauf]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.21	NONCLOSE	RECORD_LOCAL_LINK_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: obere Rinne füllen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
150	E150	BIOLOGICAL	B1	f81v	f81v.24	F037	B1-S015	a7af89ab31ce5e247395	ytey	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:a7af89ab31ce5e247395; SURFACE:ytey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Fülle danach das Gefäß]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.24	NONCLOSE	TYPED_EXEMPLAR_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
151	E151	BIOLOGICAL	B1	f81v	f81v.24	F037	B1-S015	07913ef9b1fb773cd325	okchedy	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:07913ef9b1fb773cd325; SURFACE:okchedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse es abkühlen und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.24	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
152	E152	BIOLOGICAL	B1	f81v	f81v.24	F038	B1-S016	308e8ea2d5d190c498e8	qokal	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:308e8ea2d5d190c498e8; SURFACE:qokal]	[FORMAL:FORMAL_RELATION_SLOT_CHANNEL; KEIN WORT]	NONE	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	1	READ_FORMAL_CHANNEL	NO:f81v.24	NONCLOSE	LOCAL_ACTION_OR_CONDITION_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
153	E153	BIOLOGICAL	B1	f81v	f81v.24	F038	B1-S016	0275fbf14e07935b0a45	okeey	B1_SHARED_TWO_ROW_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B1_SHARED_TWO_ROW_POOL; EXEMPLAR] > [OPAQUE_CARD:0275fbf14e07935b0a45; SURFACE:okeey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f81v.24	NONCLOSE	LOCAL_ACTION_OR_CONDITION_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
