ledger_serial	unified_id	section	unit_id	page	formal_recovery_confidence	occurrence_content_confidence	portable_word_confidence	global_purpose_confidence	strongest_local_rival	strongest_local_contradiction	global_counterevidence	containment	status
251	P:E251	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.46	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F081; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
252	P:E252	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.34	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Badehaus-technischer Rivale am selben Besitzer: Durchgang beobachten; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
253	P:E253	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.34	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Badehaus-technischer Rivale am selben Besitzer: Restcharge im Auffanggefäß sammeln; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
254	P:E254	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.46	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F082; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
255	P:E255	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.40	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Badehaus-technischer Rivale am selben Besitzer: Restcharge zurückführen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
256	P:E256	BIOLOGICAL	B3	f83r	MEDIUM__V79_OPERATIONAL_SELECTION__SEMANTIC_GLOSS_UNIDENTIFIED	0.46	OPTIONAL_MASTER_QUESTION_GLOSS_ONLY	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
257	P:E257	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.34	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Badehaus-technischer Rivale am selben Besitzer: Leitung bis zum klaren Lauf spülen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
258	P:E258	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.34	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Badehaus-technischer Rivale am selben Besitzer: Spülrest getrennt auffangen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
259	P:E259	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.46	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
260	P:E260	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.34	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
261	P:E261	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.40	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
262	P:E262	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.46	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Badehaus-technischer Rivale am selben Besitzer: Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
263	P:E263	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.34	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
264	P:E264	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.22	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
265	P:E265	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.22	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
266	P:E266	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.22	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
267	P:E267	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.22	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
268	P:E268	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
269	P:E269	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
270	P:E270	BIOLOGICAL	B3	f83r	MEDIUM__V79_OPERATIONAL_SELECTION__SEMANTIC_GLOSS_UNIDENTIFIED	0.24	OPTIONAL_MASTER_QUESTION_GLOSS_ONLY	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
271	P:E271	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
272	P:E272	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
273	P:E273	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
274	P:E274	BIOLOGICAL	B3	f83r	HIGH__FROZEN_NONWORD_CHANNEL	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
275	P:E275	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
276	P:E276	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
277	P:E277	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
278	P:E278	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
279	P:E279	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
280	P:E280	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.22	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
281	P:E281	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.22	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
282	P:E282	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
283	P:E283	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.22	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
284	P:E284	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.22	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
285	P:E285	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
286	P:E286	BIOLOGICAL	B3	f83r	HIGH_EXACT_IDENTITY__NO_FUNCTION_OR_CONTENT_ROLE	0.18	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
