seam_ordinal	statement_id	physical_page	register	left_event_id	right_event_id	direction	mixed_state_nonstate	state_endpoint_event_id	state_endpoint_changed	shared_action_contacts	shared_action_contact_count	full_action_frame_exact_before	full_action_frame_exact_after	action_head_exact_before	action_head_exact_after	left_gdt567_clause_de	right_gdt567_clause_de	left_action_voice_clause_de	right_action_voice_clause_de	guard
1211	G407-S069	f72r	CELESTIAL	G407-E1279	G407-E1280	NONSTATE_TO_STATE	YES	G407-E1280	NO	SH:halte	1	1	1	1	1	Halte den Positionsposten; auf Grad I.	Danach: halte den Positionsposten; auf Grad II; zur Ausführung; schließe den Schritt.	Halte den Positionsposten; auf Grad I.	Danach: halte den Positionsposten; auf Grad II; zur Ausführung; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1212	G407-S070	f72r	CELESTIAL	G407-E1281	G407-E1282	NONSTATE_TO_STATE	YES	G407-E1282	NO	T:stelle	1	1	1	1	1	Halte den Positionsposten [außen] und den Positionsposten [innen], nimm den Positionsposten [außen] und den Positionsposten [innen] auf und stelle den Positionsposten [außen] und den Positionsposten [innen] ein; auf Grad I.	Danach: stelle den Positionsposten ein; zur Zielposition.	Halte den Positionsposten [außen] und den Positionsposten [innen], nimm den Positionsposten [außen] und den Positionsposten [innen] auf und stelle den Positionsposten [außen] und den Positionsposten [innen] ein; auf Grad I.	Danach: stelle den Positionsposten ein; zur Zielposition.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1213	G407-S070	f72r	CELESTIAL	G407-E1282	G407-E1283	STATE_TO_NONSTATE	YES	G407-E1282	NO	NONE	0	0	0	0	0	Danach: stelle den Positionsposten ein; zur Zielposition.	Nimm den Positionsposten [wie zuvor] auf und wähle den Positionsposten [wie zuvor]; an der bezeichneten Stelle.	Danach: stelle den Positionsposten ein; zur Zielposition.	Nimm den Positionsposten [wie zuvor] auf und wähle den Positionsposten [wie zuvor]; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1214	G407-S070	f72r	CELESTIAL	G407-E1283	G407-E1284	NONSTATE_TO_STATE	YES	G407-E1284	NO	S:wähle	1	1	1	1	1	Nimm den Positionsposten [wie zuvor] auf und wähle den Positionsposten [wie zuvor]; an der bezeichneten Stelle.	Danach: wähle den Positionsposten; auf Grad II.	Nimm den Positionsposten [wie zuvor] auf und wähle den Positionsposten [wie zuvor]; an der bezeichneten Stelle.	Danach: wähle den Positionsposten; auf Grad II.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1215	G407-S070	f72r	CELESTIAL	G407-E1284	G407-E1285	STATE_TO_NONSTATE	YES	G407-E1284	NO	S:wähle	1	1	1	1	1	Danach: wähle den Positionsposten; auf Grad II.	Im laufenden Gang wähle den Positionswert.	Danach: wähle den Positionsposten; auf Grad II.	Im laufenden Gang wähle den Positionswert.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1216	G407-S071	f72r	CELESTIAL	G407-E1286	G407-E1287	STATE_TO_NONSTATE	YES	G407-E1286	NO	NONE	0	0	0	0	0	Danach: zur Ausführung; von der Ausgangsposition.	Entlang der Ringbahn.	Danach: zur Ausführung; von der Ausgangsposition.	Entlang der Ringbahn.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1217	G407-S071	f72r	CELESTIAL	G407-E1287	G407-E1288	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entlang der Ringbahn.	Bezug: den Positionsposten; zur Zielposition; als Ausführung.	Entlang der Ringbahn.	Bezug: den Positionsposten; zur Zielposition; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1218	G407-S071	f72r	CELESTIAL	G407-E1288	G407-E1289	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Bezug: den Positionsposten; zur Zielposition; als Ausführung.	Setze den Positionswert.	Bezug: den Positionsposten; zur Zielposition; als Ausführung.	Setze den Positionswert.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1219	G407-S071	f72r	CELESTIAL	G407-E1289	G407-E1290	NONSTATE_TO_STATE	YES	G407-E1290	NO	NONE	0	0	0	0	0	Setze den Positionswert.	Danach: wähle den Positionswert; auf Grad II.	Setze den Positionswert.	Danach: wähle den Positionswert; auf Grad II.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1220	G407-S071	f72r	CELESTIAL	G407-E1290	G407-E1291	STATE_TO_NONSTATE	YES	G407-E1290	NO	S:wähle	1	1	1	1	1	Danach: wähle den Positionswert; auf Grad II.	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	Danach: wähle den Positionswert; auf Grad II.	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1221	G407-S071	f72r	CELESTIAL	G407-E1291	G407-E1292	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	Nimm den Positionswert [wie zuvor] auf, nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	Nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	Nimm den Positionswert [wie zuvor] auf, nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1222	G407-S071	f72r	CELESTIAL	G407-E1292	G407-E1293	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Nimm den Positionswert [wie zuvor] auf, nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	Im laufenden Gang wähle den Positionswert [wie zuvor]; von der Ausgangsposition.	Nimm den Positionswert [wie zuvor] auf, nimm den Positionswert [wie zuvor] auf und wähle den Positionswert [wie zuvor].	Im laufenden Gang wähle den Positionswert [wie zuvor]; von der Ausgangsposition.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1223	G407-S071	f72r	CELESTIAL	G407-E1293	G407-E1294	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang wähle den Positionswert [wie zuvor]; von der Ausgangsposition.	Im laufenden Gang wähle den Positionsposten; zur Zielposition.	Im laufenden Gang wähle den Positionswert [wie zuvor]; von der Ausgangsposition.	Im laufenden Gang wähle den Positionsposten; zur Zielposition.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1224	G407-S071	f72r	CELESTIAL	G407-E1294	G407-E1295	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang wähle den Positionsposten; zur Zielposition.	Stelle den Positionsposten ein; zur Zielposition.	Im laufenden Gang wähle den Positionsposten; zur Zielposition.	Stelle den Positionsposten ein; zur Zielposition.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1225	G407-S071	f72r	CELESTIAL	G407-E1295	G407-E1296	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Stelle den Positionsposten ein; zur Zielposition.	Im laufenden Gang stelle den Positionsposten [wie zuvor] ein; von der Ausgangsposition; an der bezeichneten Stelle.	Stelle den Positionsposten ein; zur Zielposition.	Im laufenden Gang stelle den Positionsposten [wie zuvor] ein; von der Ausgangsposition; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1226	G407-S071	f72r	CELESTIAL	G407-E1296	G407-E1297	NONSTATE_TO_STATE	YES	G407-E1297	NO	T:stelle	1	1	1	1	1	Im laufenden Gang stelle den Positionsposten [wie zuvor] ein; von der Ausgangsposition; an der bezeichneten Stelle.	Danach: stelle den Positionsposten ein.	Im laufenden Gang stelle den Positionsposten [wie zuvor] ein; von der Ausgangsposition; an der bezeichneten Stelle.	Danach: stelle den Positionsposten ein.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1227	G407-S071	f72r	CELESTIAL	G407-E1297	G407-E1298	STATE_TO_NONSTATE	YES	G407-E1297	NO	NONE	0	0	0	0	0	Danach: stelle den Positionsposten ein.	Setze den Positionswert.	Danach: stelle den Positionsposten ein.	Setze den Positionswert.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1228	G407-S071	f72r	CELESTIAL	G407-E1298	G407-E1299	NONSTATE_TO_STATE	YES	G407-E1299	NO	OK:setze	1	1	1	1	1	Setze den Positionswert.	Weiter: setze den Positionswert.	Setze den Positionswert.	Weiter: setze den Positionswert.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1229	G407-S071	f72r	CELESTIAL	G407-E1299	G407-E1300	STATE_TO_NONSTATE	YES	G407-E1299	NO	OK:setze	1	1	1	1	1	Weiter: setze den Positionswert.	Im laufenden Gang setze den Positionsposten.	Weiter: setze den Positionswert.	Im laufenden Gang setze den Positionsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1230	G407-S072	f72r	CELESTIAL	G407-E1301	G407-E1302	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Positionsposten; auf Grad II.	Nimm den Positionsposten auf und ordne den Positionsposten zu; als Ausführung.	Setze den Positionsposten; auf Grad II.	Nimm den Positionsposten auf und ordne den Positionsposten zu; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1231	G407-S072	f72r	CELESTIAL	G407-E1302	G407-E1303	NONSTATE_TO_STATE	YES	G407-E1303	YES	K:ordne	1	0	1	0	1	Nimm den Positionsposten auf und ordne den Positionsposten zu; als Ausführung.	Danach: gib den Positionsposten; auf Grad I; zur Ausführung.	Nimm den Positionsposten auf und ordne den Positionsposten zu; als Ausführung.	Danach: ordne den Positionsposten zu; auf Grad I; zur Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1232	G407-S072	f72r	CELESTIAL	G407-E1303	G407-E1304	STATE_TO_NONSTATE	YES	G407-E1303	YES	K:ordne	1	0	1	0	1	Danach: gib den Positionsposten; auf Grad I; zur Ausführung.	Ordne den Positionsposten [außen] und den Positionsposten [innen] zu; auf Grad II.	Danach: ordne den Positionsposten zu; auf Grad I; zur Ausführung.	Ordne den Positionsposten [außen] und den Positionsposten [innen] zu; auf Grad II.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1233	G407-S072	f72r	CELESTIAL	G407-E1304	G407-E1305	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Ordne den Positionsposten [außen] und den Positionsposten [innen] zu; auf Grad II.	Bearbeite den Positionswert.	Ordne den Positionsposten [außen] und den Positionsposten [innen] zu; auf Grad II.	Bearbeite den Positionswert.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1234	G407-S072	f72r	CELESTIAL	G407-E1305	G407-E1306	NONSTATE_TO_STATE	YES	G407-E1306	NO	NONE	0	0	0	0	0	Bearbeite den Positionswert.	Weiter: setze den Positionswert; auf Grad II.	Bearbeite den Positionswert.	Weiter: setze den Positionswert; auf Grad II.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1235	G407-S072	f72r	CELESTIAL	G407-E1306	G407-E1307	STATE_TO_NONSTATE	YES	G407-E1306	NO	NONE	0	0	0	0	0	Weiter: setze den Positionswert; auf Grad II.	Nimm die Positionseinheit auf; auf Grad II.	Weiter: setze den Positionswert; auf Grad II.	Nimm die Positionseinheit auf; auf Grad II.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1236	G407-S072	f72r	CELESTIAL	G407-E1307	G407-E1308	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Nimm die Positionseinheit auf; auf Grad II.	Nimm die Positionseinheit [wie zuvor] auf, nimm die Positionseinheit [wie zuvor] auf und stelle die Positionseinheit [wie zuvor] ein; von der Ausgangsposition; als Ausführung.	Nimm die Positionseinheit auf; auf Grad II.	Nimm die Positionseinheit [wie zuvor] auf, nimm die Positionseinheit [wie zuvor] auf und stelle die Positionseinheit [wie zuvor] ein; von der Ausgangsposition; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1237	G407-S072	f72r	CELESTIAL	G407-E1308	G407-E1309	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Nimm die Positionseinheit [wie zuvor] auf, nimm die Positionseinheit [wie zuvor] auf und stelle die Positionseinheit [wie zuvor] ein; von der Ausgangsposition; als Ausführung.	Im laufenden Gang stelle die Positionseinheit [wie zuvor] ein; von der Ausgangsposition.	Nimm die Positionseinheit [wie zuvor] auf, nimm die Positionseinheit [wie zuvor] auf und stelle die Positionseinheit [wie zuvor] ein; von der Ausgangsposition; als Ausführung.	Im laufenden Gang stelle die Positionseinheit [wie zuvor] ein; von der Ausgangsposition.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1238	G407-S072	f72r	CELESTIAL	G407-E1309	G407-E1310	NONSTATE_TO_STATE	YES	G407-E1310	NO	T:stelle	1	1	1	1	1	Im laufenden Gang stelle die Positionseinheit [wie zuvor] ein; von der Ausgangsposition.	Danach: stelle den Positionsposten ein; auf Grad I; zur Ausführung.	Im laufenden Gang stelle die Positionseinheit [wie zuvor] ein; von der Ausgangsposition.	Danach: stelle den Positionsposten ein; auf Grad I; zur Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1239	G407-S072	f72r	CELESTIAL	G407-E1310	G407-E1311	STATE_TO_STATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Danach: stelle den Positionsposten ein; auf Grad I; zur Ausführung.	Danach: stelle den Positionsposten ein; auf Grad II; schließe den Schritt.	Danach: stelle den Positionsposten ein; auf Grad I; zur Ausführung.	Danach: stelle den Positionsposten ein; auf Grad II; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1240	G407-S073	f72r	CELESTIAL	G407-E1312	G407-E1313	STATE_TO_STATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Weiter: setze den Positionswert; auf Grad I.	Danach: setze den Positionsposten; auf Grad II.	Weiter: setze den Positionswert; auf Grad I.	Danach: setze den Positionsposten; auf Grad II.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1241	G407-S073	f72r	CELESTIAL	G407-E1313	G407-E1314	STATE_TO_NONSTATE	YES	G407-E1313	NO	OK:setze	1	1	1	1	1	Danach: setze den Positionsposten; auf Grad II.	Setze den Positionsposten [wie zuvor]; von der Ausgangsposition [außen] und von der Ausgangsposition [innen].	Danach: setze den Positionsposten; auf Grad II.	Setze den Positionsposten [wie zuvor]; von der Ausgangsposition [außen] und von der Ausgangsposition [innen].	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1242	G407-S073	f72r	CELESTIAL	G407-E1314	G407-E1315	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Positionsposten [wie zuvor]; von der Ausgangsposition [außen] und von der Ausgangsposition [innen].	Stelle den Positionsposten [wie zuvor] ein; auf Grad I und als Ausführung.	Setze den Positionsposten [wie zuvor]; von der Ausgangsposition [außen] und von der Ausgangsposition [innen].	Stelle den Positionsposten [wie zuvor] ein; auf Grad I und als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1243	G407-S073	f72r	CELESTIAL	G407-E1315	G407-E1316	NONSTATE_TO_STATE	YES	G407-E1316	NO	NONE	0	0	0	0	0	Stelle den Positionsposten [wie zuvor] ein; auf Grad I und als Ausführung.	Weiter: halte den Positionsposten; auf Grad I.	Stelle den Positionsposten [wie zuvor] ein; auf Grad I und als Ausführung.	Weiter: halte den Positionsposten; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1244	G407-S073	f72r	CELESTIAL	G407-E1316	G407-E1317	STATE_TO_NONSTATE	YES	G407-E1316	NO	SH:halte	1	1	1	1	1	Weiter: halte den Positionsposten; auf Grad I.	Im laufenden Gang halte den Positionsposten [wie zuvor]; zur Zielposition.	Weiter: halte den Positionsposten; auf Grad I.	Im laufenden Gang halte den Positionsposten [wie zuvor]; zur Zielposition.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1245	G407-S073	f72r	CELESTIAL	G407-E1317	G407-E1318	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang halte den Positionsposten [wie zuvor]; zur Zielposition.	Im laufenden Gang halte den Positionswert; zur Zielposition; mit der lokalen Variante.	Im laufenden Gang halte den Positionsposten [wie zuvor]; zur Zielposition.	Im laufenden Gang halte den Positionswert; zur Zielposition; mit der lokalen Variante.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1246	G407-S073	f72r	CELESTIAL	G407-E1318	G407-E1319	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang halte den Positionswert; zur Zielposition; mit der lokalen Variante.	Setze den Positionswert [wie zuvor] und wähle den Positionswert [wie zuvor]; auf Grad I und als Ausführung.	Im laufenden Gang halte den Positionswert; zur Zielposition; mit der lokalen Variante.	Setze den Positionswert [wie zuvor] und wähle den Positionswert [wie zuvor]; auf Grad I und als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1247	G407-S073	f72r	CELESTIAL	G407-E1319	G407-E1320	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Positionswert [wie zuvor] und wähle den Positionswert [wie zuvor]; auf Grad I und als Ausführung.	Im laufenden Gang wähle den Positionswert; zur Zielposition.	Setze den Positionswert [wie zuvor] und wähle den Positionswert [wie zuvor]; auf Grad I und als Ausführung.	Im laufenden Gang wähle den Positionswert; zur Zielposition.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1248	G407-S073	f72r	CELESTIAL	G407-E1320	G407-E1321	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang wähle den Positionswert; zur Zielposition.	Setze die Positionseinheit.	Im laufenden Gang wähle den Positionswert; zur Zielposition.	Setze die Positionseinheit.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1249	G407-S073	f72r	CELESTIAL	G407-E1321	G407-E1322	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze die Positionseinheit.	Im laufenden Gang setze die Positionseinheit [wie zuvor]; als Ausführung.	Setze die Positionseinheit.	Im laufenden Gang setze die Positionseinheit [wie zuvor]; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1250	G407-S073	f72r	CELESTIAL	G407-E1322	G407-E1323	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze die Positionseinheit [wie zuvor]; als Ausführung.	Im laufenden Gang setze die Positionseinheit [wie zuvor]; von der Ausgangsposition; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang setze die Positionseinheit [wie zuvor]; als Ausführung.	Im laufenden Gang setze die Positionseinheit [wie zuvor]; von der Ausgangsposition; als Ausführung; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1251	G407-S073	f72r	CELESTIAL	G407-E1323	G407-E1324	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze die Positionseinheit [wie zuvor]; von der Ausgangsposition; als Ausführung; an der bezeichneten Stelle.	Setze die Positionseinheit [wie zuvor]; auf Grad II.	Im laufenden Gang setze die Positionseinheit [wie zuvor]; von der Ausgangsposition; als Ausführung; an der bezeichneten Stelle.	Setze die Positionseinheit [wie zuvor]; auf Grad II.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1252	G407-S073	f72r	CELESTIAL	G407-E1324	G407-E1325	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze die Positionseinheit [wie zuvor]; auf Grad II.	Wähle die Positionseinheit [wie zuvor].	Setze die Positionseinheit [wie zuvor]; auf Grad II.	Wähle die Positionseinheit [wie zuvor].	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1253	G407-S073	f72r	CELESTIAL	G407-E1325	G407-E1326	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Wähle die Positionseinheit [wie zuvor].	Im laufenden Gang wähle die Positionseinheit [wie zuvor]; von der Ausgangsposition.	Wähle die Positionseinheit [wie zuvor].	Im laufenden Gang wähle die Positionseinheit [wie zuvor]; von der Ausgangsposition.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1254	G407-S073	f72r	CELESTIAL	G407-E1326	G407-E1327	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang wähle die Positionseinheit [wie zuvor]; von der Ausgangsposition.	Im laufenden Gang wähle den Positionswert.	Im laufenden Gang wähle die Positionseinheit [wie zuvor]; von der Ausgangsposition.	Im laufenden Gang wähle den Positionswert.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1255	G407-S073	f72r	CELESTIAL	G407-E1327	G407-E1328	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang wähle den Positionswert.	Nimm den Positionsposten auf, nimm den Positionsposten auf und ordne den Positionsposten zu; auf Grad I.	Im laufenden Gang wähle den Positionswert.	Nimm den Positionsposten auf, nimm den Positionsposten auf und ordne den Positionsposten zu; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1256	G407-S073	f72r	CELESTIAL	G407-E1328	G407-E1329	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Nimm den Positionsposten auf, nimm den Positionsposten auf und ordne den Positionsposten zu; auf Grad I.	Setze den Positionsposten [wie zuvor] und wähle den Positionsposten [wie zuvor]; auf Grad II.	Nimm den Positionsposten auf, nimm den Positionsposten auf und ordne den Positionsposten zu; auf Grad I.	Setze den Positionsposten [wie zuvor] und wähle den Positionsposten [wie zuvor]; auf Grad II.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1257	G407-S073	f72r	CELESTIAL	G407-E1329	G407-E1330	NONSTATE_TO_STATE	YES	G407-E1330	NO	S:wähle	1	1	1	1	1	Setze den Positionsposten [wie zuvor] und wähle den Positionsposten [wie zuvor]; auf Grad II.	Danach: wähle den Positionsposten; auf Grad II; schließe den Schritt.	Setze den Positionsposten [wie zuvor] und wähle den Positionsposten [wie zuvor]; auf Grad II.	Danach: wähle den Positionsposten; auf Grad II; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1258	G407-S074	f72r	CELESTIAL	G407-E1331	G407-E1332	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Nimm den Positionsposten [wie zuvor] auf und ordne den Positionsposten [wie zuvor] zu; von der Ausgangsposition.	Setze den Positionsposten [wie zuvor]; von der Ausgangsposition.	Nimm den Positionsposten [wie zuvor] auf und ordne den Positionsposten [wie zuvor] zu; von der Ausgangsposition.	Setze den Positionsposten [wie zuvor]; von der Ausgangsposition.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1259	G407-S074	f72r	CELESTIAL	G407-E1332	G407-E1333	NONSTATE_TO_STATE	YES	G407-E1333	NO	OK:setze	1	1	1	1	1	Setze den Positionsposten [wie zuvor]; von der Ausgangsposition.	Weiter: setze den Positionsposten.	Setze den Positionsposten [wie zuvor]; von der Ausgangsposition.	Weiter: setze den Positionsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1260	G407-S074	f72r	CELESTIAL	G407-E1333	G407-E1334	STATE_TO_NONSTATE	YES	G407-E1333	NO	NONE	0	0	0	0	0	Weiter: setze den Positionsposten.	Nimm den Positionsposten [wie zuvor] auf und wähle den Positionsposten [wie zuvor]; auf Grad I.	Weiter: setze den Positionsposten.	Nimm den Positionsposten [wie zuvor] auf und wähle den Positionsposten [wie zuvor]; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
