state_edition_ordinal	event_id	statement_id	physical_page	register	owner_id	surface	final_context_recipe	gdt567_owner_voice_clause_de	action_voice_working_clause_de	owner_bound_control_clause_de	generic_action_chain_de	owner_action_chain_de	action_voice_changed	action_voice_equals_owner_bound	action_voice_card_count	action_voice_card_ids	state_atom_alignment	guard	effective_action_roots	action_topology	effective_argument_roots
200	G407-E1014	G407-S051	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	olar	OL+AR	Weiter: setze den Positionswert; von der Ausgangsposition.	Weiter: setze den Positionswert; von der Ausgangsposition.	Weiter im laufenden Gang setze den Positionswert [wie zuvor]; von der Ausgangsposition.	setze den Positionswert	setze den Positionswert	NO	NO	1	GDT568-A03	1:OL=weiter | 2:AR=vom Ausgang	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	AIIN
201	G407-E1030	G407-S052	f68r1	CELESTIAL	mehrteilige Sternstellentafel	choteey	CH+OT+EE+Y	Danach: nimm den Positionsposten; auf Grad II.	Danach: nimm den Positionsposten auf; auf Grad II.	Danach nimm den Positionsposten auf; auf Grad II.	nimm den Positionsposten	nimm den Positionsposten auf	YES	NO	1	GDT568-A08	1:CH=nehmen | 2:OT=danach | 3:EE=auf Grad II | 4:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
202	G407-E1031	G407-S052	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cphol	CH+P+OL	Weiter: nimm den Positionsposten und setze den Positionsposten ein.	Weiter: nimm den Positionsposten auf und setze den Positionsposten ein.	Weiter nimm den Positionsposten [wie zuvor] auf und setze den Positionsposten [wie zuvor] ein.	nimm den Positionsposten und setze den Positionsposten ein	nimm den Positionsposten auf und setze den Positionsposten ein	YES	NO	2	GDT568-A08|GDT568-A20	1:CH=nehmen | 2:P=einsetzen | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH|P	A+A	Y
203	G407-E1033	G407-S052	f68r1	CELESTIAL	mehrteilige Sternstellentafel	opcheeol	O+P+CH+EE+OL	Weiter: setze den Positionsposten ein und nimm den Positionsposten; zur Ausführung; auf Grad II.	Weiter: setze den Positionsposten ein und nimm den Positionsposten auf; zur Ausführung; auf Grad II.	Weiter setze den Positionsposten [wie zuvor] ein und nimm den Positionsposten [wie zuvor] auf; als Ausführung und auf Grad II.	setze den Positionsposten ein und nimm den Positionsposten	setze den Positionsposten ein und nimm den Positionsposten auf	YES	NO	2	GDT568-A20|GDT568-A08	1:O=zur Ausführung | 2:P=einsetzen | 3:CH=nehmen | 4:EE=auf Grad II | 5:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	P|CH	A+A	Y
204	G407-E1034	G407-S052	f68r1	CELESTIAL	mehrteilige Sternstellentafel	otor	OT+OR	Danach: nimm die Positionseinheit.	Danach: nimm die Positionseinheit auf.	Danach im laufenden Gang nimm die Positionseinheit auf.	nimm die Positionseinheit	nimm die Positionseinheit auf	YES	NO	1	GDT568-A08	1:OT=danach | 2:OR=die Einheit	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	OR
205	G407-E1038	G407-S052	f68r1	CELESTIAL	mehrteilige Sternstellentafel	otchl	OT+CH+L	Danach: nimm den Positionsposten; über die Ringverbindung.	Danach: nimm den Positionsposten auf; über die Ringverbindung.	Danach nimm den Positionsposten [wie zuvor] auf; über die Ringverbindung.	nimm den Positionsposten	nimm den Positionsposten auf	YES	NO	1	GDT568-A08	1:OT=danach | 2:CH=nehmen | 3:L=über die Verbindung	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
206	G407-E1039	G407-S052	f68r1	CELESTIAL	mehrteilige Sternstellentafel	qokeeedy	OK+EEE+DY	Setze den Positionsposten; auf Grad III; schließe den Schritt.	Setze den Positionsposten; auf Grad III; schließe den Schritt.	Setze den Positionsposten [wie zuvor]; auf Grad III; schließe den Schritt.	setze den Positionsposten	setze den Positionsposten	NO	NO	1	GDT568-A03	1:OK=setzen | 2:EEE=auf Grad III | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
207	G407-E1042	G407-S053	f68r1	CELESTIAL	mehrteilige Sternstellentafel	yteody	Y+T+E+O+DY	Stelle den Positionsposten ein; auf Grad I; zur Ausführung; schließe den Schritt.	Stelle den Positionsposten ein; auf Grad I; zur Ausführung; schließe den Schritt.	Stelle den Positionsposten ein; auf Grad I und als Ausführung; schließe den Schritt.	stelle den Positionsposten ein	stelle den Positionsposten ein	NO	NO	1	GDT568-A17	1:Y=den Posten | 2:T=einstellen | 3:E=auf Grad I | 4:O=zur Ausführung | 5:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	Y
208	G407-E1058	G407-S054	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chkchykoly	CH+K+CH+Y+K+OL+Y	Weiter: nimm die beiden Positionsposten und gib die beiden Positionsposten und nimm die beiden Positionsposten und gib die beiden Positionsposten.	Weiter: nimm die beiden Positionsposten auf und ordne die beiden Positionsposten zu und nimm die beiden Positionsposten auf und ordne die beiden Positionsposten zu.	Weiter nimm den Positionsposten [außen] und den Positionsposten [innen] auf, ordne den Positionsposten [außen] und den Positionsposten [innen] zu, nimm den Positionsposten [außen] und den Positionsposten [innen] auf und ordne den Positionsposten [außen] und den Positionsposten [innen] zu.	nimm die beiden Positionsposten und gib die beiden Positionsposten und nimm die beiden Positionsposten und gib die beiden Positionsposten	nimm die beiden Positionsposten auf und ordne die beiden Positionsposten zu und nimm die beiden Positionsposten auf und ordne die beiden Positionsposten zu	YES	NO	2	GDT568-A08|GDT568-A11	1:CH=nehmen | 2:K=geben | 3:CH=nehmen | 4:Y=den Posten | 5:K=geben | 6:OL=weiter | 7:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH|K|CH|K	A+A+A+A	Y|Y
209	G407-E1061	G407-S055	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteeodaiin	OT+EE+O+D_ADDR+AIIN	Danach: setze den Positionswert ein; auf Grad II; zur Ausführung; an der bezeichneten Stelle.	Danach: setze den Positionswert ein; auf Grad II; zur Ausführung; an der bezeichneten Stelle.	Danach im laufenden Gang setze den Positionswert ein; auf Grad II und als Ausführung; an der bezeichneten Stelle.	setze den Positionswert ein	setze den Positionswert ein	NO	NO	1	GDT568-A20	1:OT=danach | 2:EE=auf Grad II | 3:O=zur Ausführung | 4:D_ADDR=hier | 5:AIIN=den Wert	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	P	A	AIIN
210	G407-E1065	G407-S055	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteokeey	OT+E+O+K+EE+Y	Danach: gib den Positionsposten; auf Grad I; zur Ausführung; auf Grad II.	Danach: ordne den Positionsposten zu; auf Grad I; zur Ausführung; auf Grad II.	Danach ordne den Positionsposten zu; auf Grad I, als Ausführung und auf Grad II.	gib den Positionsposten	ordne den Positionsposten zu	YES	NO	1	GDT568-A11	1:OT=danach | 2:E=auf Grad I | 3:O=zur Ausführung | 4:K=geben | 5:EE=auf Grad II | 6:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
211	G407-E1068	G407-S055	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteey	OT+EE+Y	Danach: gib den Positionsposten; auf Grad II.	Danach: ordne den Positionsposten zu; auf Grad II.	Danach im laufenden Gang ordne den Positionsposten zu; auf Grad II.	gib den Positionsposten	ordne den Positionsposten zu	YES	NO	1	GDT568-A11	1:OT=danach | 2:EE=auf Grad II | 3:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
212	G407-E1071	G407-S055	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	otchy	OT+CH+Y	Danach: nimm den Positionsposten.	Danach: nimm den Positionsposten auf.	Danach nimm den Positionsposten auf.	nimm den Positionsposten	nimm den Positionsposten auf	YES	NO	1	GDT568-A08	1:OT=danach | 2:CH=nehmen | 3:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
213	G407-E1076	G407-S055	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	otcheodal	OT+CH+E+O+D_ADDR+AL	Danach: nimm den Positionsposten; auf Grad I; zur Ausführung; an der bezeichneten Stelle; zur Zielposition.	Danach: nimm den Positionsposten auf; auf Grad I; zur Ausführung; an der bezeichneten Stelle; zur Zielposition.	Danach nimm den Positionsposten [wie zuvor] auf; zur Zielposition; auf Grad I und als Ausführung; an der bezeichneten Stelle.	nimm den Positionsposten	nimm den Positionsposten auf	YES	NO	1	GDT568-A08	1:OT=danach | 2:CH=nehmen | 3:E=auf Grad I | 4:O=zur Ausführung | 5:D_ADDR=hier | 6:AL=zum Zielort	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
214	G407-E1077	G407-S055	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	sheealody	SH+EE+AL+O+DY	Halte den Positionsposten; auf Grad II; zur Zielposition; zur Ausführung; schließe den Schritt.	Halte den Positionsposten; auf Grad II; zur Zielposition; zur Ausführung; schließe den Schritt.	Halte den Positionsposten [wie zuvor]; zur Zielposition; auf Grad II und als Ausführung; schließe den Schritt.	halte den Positionsposten	halte den Positionsposten	NO	NO	1	GDT568-A10	1:SH=halten | 2:EE=auf Grad II | 3:AL=zum Zielort | 4:O=zur Ausführung | 5:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
215	G407-E1079	G407-S056	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	otar	OT+AR	Danach: nimm den Positionsposten; von der Ausgangsposition.	Danach: nimm den Positionsposten auf; von der Ausgangsposition.	Danach im laufenden Gang nimm den Positionsposten [wie zuvor] auf; von der Ausgangsposition.	nimm den Positionsposten	nimm den Positionsposten auf	YES	NO	1	GDT568-A08	1:OT=danach | 2:AR=vom Ausgang	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
216	G407-E1081	G407-S056	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteodar	OT+E+O+D_ADDR+AR	Danach: setze den Positionsposten; auf Grad I; zur Ausführung; an der bezeichneten Stelle; von der Ausgangsposition.	Danach: setze den Positionsposten; auf Grad I; zur Ausführung; an der bezeichneten Stelle; von der Ausgangsposition.	Danach im laufenden Gang setze den Positionsposten [wie zuvor]; von der Ausgangsposition; auf Grad I und als Ausführung; an der bezeichneten Stelle.	setze den Positionsposten	setze den Positionsposten	NO	NO	1	GDT568-A03	1:OT=danach | 2:E=auf Grad I | 3:O=zur Ausführung | 4:D_ADDR=hier | 5:AR=vom Ausgang	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
217	G407-E1086	G407-S056	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteoshar	OT+E+O+SH+AR	Danach: halte den Positionswert; auf Grad I; zur Ausführung; von der Ausgangsposition.	Danach: halte den Positionswert; auf Grad I; zur Ausführung; von der Ausgangsposition.	Danach halte den Positionswert [wie zuvor]; von der Ausgangsposition; auf Grad I und als Ausführung.	halte den Positionswert	halte den Positionswert	NO	NO	1	GDT568-A10	1:OT=danach | 2:E=auf Grad I | 3:O=zur Ausführung | 4:SH=halten | 5:AR=vom Ausgang	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	AIIN
218	G407-E1088	G407-S056	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteey	OT+EE+Y	Danach: setze den Positionsposten; auf Grad II.	Danach: setze den Positionsposten; auf Grad II.	Danach im laufenden Gang setze den Positionsposten; auf Grad II.	setze den Positionsposten	setze den Positionsposten	NO	NO	1	GDT568-A03	1:OT=danach | 2:EE=auf Grad II | 3:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
219	G407-E1090	G407-S056	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteey	OT+EE+Y	Danach: stelle den Positionsposten ein; auf Grad II.	Danach: stelle den Positionsposten ein; auf Grad II.	Danach im laufenden Gang stelle den Positionsposten ein; auf Grad II.	stelle den Positionsposten ein	stelle den Positionsposten ein	NO	NO	1	GDT568-A17	1:OT=danach | 2:EE=auf Grad II | 3:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	Y
220	G407-E1093	G407-S056	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	arol	AR+OL	Weiter: gib die Positionseinheit; von der Ausgangsposition.	Weiter: ordne die Positionseinheit zu; von der Ausgangsposition.	Weiter im laufenden Gang ordne die Positionseinheit [wie zuvor] zu; von der Ausgangsposition.	gib die Positionseinheit	ordne die Positionseinheit zu	YES	NO	1	GDT568-A11	1:AR=vom Ausgang | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	OR
221	G407-E1097	G407-S057	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	oteeos	OT+EE+O+S_ADDR	Danach: nimm; auf Grad II; zur Ausführung; an der bezeichneten Stelle.	Danach: nimm auf; auf Grad II; zur Ausführung; an der bezeichneten Stelle.	Danach im laufenden Gang nimm auf; auf Grad II und als Ausführung; an der bezeichneten Stelle.	nimm	nimm auf	YES	NO	1	GDT568-A08	1:OT=danach | 2:EE=auf Grad II | 3:O=zur Ausführung | 4:S_ADDR=hier	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	NONE
222	G407-E1104	G407-S057	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	oty	OT+Y	Danach: setze den Positionsposten.	Danach: setze den Positionsposten.	Danach im laufenden Gang setze den Positionsposten.	setze den Positionsposten	setze den Positionsposten	NO	NO	1	GDT568-A03	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
223	G407-E1105	G407-S057	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	oto	OT+O	Danach: setze den Positionsposten; zur Ausführung.	Danach: setze den Positionsposten; zur Ausführung.	Danach im laufenden Gang setze den Positionsposten [wie zuvor]; als Ausführung.	setze den Positionsposten	setze den Positionsposten	NO	NO	1	GDT568-A03	1:OT=danach | 2:O=zur Ausführung	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
224	G407-E1109	G407-S057	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	otchr	OT+CH+R	Danach: nimm den Positionsposten und markiere den Positionsposten.	Danach: nimm den Positionsposten auf und markiere den Positionsposten.	Danach nimm den Positionsposten [wie zuvor] auf und markiere den Positionsposten [wie zuvor].	nimm den Positionsposten und markiere den Positionsposten	nimm den Positionsposten auf und markiere den Positionsposten	YES	NO	2	GDT568-A08|GDT568-A19	1:OT=danach | 2:CH=nehmen | 3:R=markieren	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH|R	A+A	Y
225	G407-E1112	G407-S057	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	shepchol	SH+E+P+CH+OL	Weiter: halte den Positionsposten und setze den Positionsposten ein und nimm den Positionsposten; auf Grad I.	Weiter: halte den Positionsposten und setze den Positionsposten ein und nimm den Positionsposten auf; auf Grad I.	Weiter halte den Positionsposten [wie zuvor], setze den Positionsposten [wie zuvor] ein und nimm den Positionsposten [wie zuvor] auf; auf Grad I.	halte den Positionsposten und setze den Positionsposten ein und nimm den Positionsposten	halte den Positionsposten und setze den Positionsposten ein und nimm den Positionsposten auf	YES	NO	3	GDT568-A10|GDT568-A20|GDT568-A08	1:SH=halten | 2:E=auf Grad I | 3:P=einsetzen | 4:CH=nehmen | 5:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH|P|CH	A+A+A	Y
226	G407-E1113	G407-S057	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	otor	OT+OR	Danach: nimm die Positionseinheit.	Danach: nimm die Positionseinheit auf.	Danach im laufenden Gang nimm die Positionseinheit auf.	nimm die Positionseinheit	nimm die Positionseinheit auf	YES	NO	1	GDT568-A08	1:OT=danach | 2:OR=die Einheit	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	OR
227	G407-E1120	G407-S057	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	otal	OT+AL	Danach: halte den Positionsposten; zur Zielposition.	Danach: halte den Positionsposten; zur Zielposition.	Danach im laufenden Gang halte den Positionsposten [wie zuvor]; zur Zielposition.	halte den Positionsposten	halte den Positionsposten	NO	NO	1	GDT568-A10	1:OT=danach | 2:AL=zum Zielort	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
228	G407-E1122	G407-S057	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	shldy	SH+L+DY	Halte den Positionsposten; über die Ringverbindung; schließe den Schritt.	Halte den Positionsposten; über die Ringverbindung; schließe den Schritt.	Halte den Positionsposten [wie zuvor]; über die Ringverbindung; schließe den Schritt.	halte den Positionsposten	halte den Positionsposten	NO	NO	1	GDT568-A10	1:SH=halten | 2:L=über die Verbindung | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
229	G407-E1123	G407-S058	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	otaly	OT+AL+Y	Danach: halte den Positionsposten; zur Zielposition.	Danach: halte den Positionsposten; zur Zielposition.	Danach im laufenden Gang halte den Positionsposten; zur Zielposition.	halte den Positionsposten	halte den Positionsposten	NO	NO	1	GDT568-A10	1:OT=danach | 2:AL=zum Zielort | 3:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
230	G407-E1124	G407-S058	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	okol	OK+OL	Weiter: setze den Positionsposten.	Weiter: setze den Positionsposten.	Weiter setze den Positionsposten [wie zuvor].	setze den Positionsposten	setze den Positionsposten	NO	NO	1	GDT568-A03	1:OK=setzen | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
231	G407-E1128	G407-S059	f71v	CELESTIAL	dritte lokale Ringgruppe	otaiin	OT+AIIN	Danach: wähle den Positionswert.	Danach: wähle den Positionswert.	Danach im laufenden Gang wähle den Positionswert.	wähle den Positionswert	wähle den Positionswert	NO	NO	1	GDT568-A14	1:OT=danach | 2:AIIN=den Wert	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	S	A	AIIN
232	G407-E1135	G407-S059	f71v	CELESTIAL	dritte lokale Ringgruppe	oteey	OT+EE+Y	Danach: nimm den Positionsposten; auf Grad II.	Danach: nimm den Positionsposten auf; auf Grad II.	Danach im laufenden Gang nimm den Positionsposten auf; auf Grad II.	nimm den Positionsposten	nimm den Positionsposten auf	YES	NO	1	GDT568-A08	1:OT=danach | 2:EE=auf Grad II | 3:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
233	G407-E1137	G407-S060	f72r	CELESTIAL	Tierkreis-Ringgruppe A	oteeo	OT+EE+O	Danach: auf Grad II; zur Ausführung.	Danach: auf Grad II; zur Ausführung.	Danach auf Grad II und als Ausführung.	NONE	NONE	NO	NO	0	NONE	1:OT=danach | 2:EE=auf Grad II | 3:O=zur Ausführung	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	NONE	NO_ACTION	NONE
234	G407-E1139	G407-S060	f72r	CELESTIAL	Tierkreis-Ringgruppe A	chlol	L+OL	Weiter: stelle den Positionsposten ein; über die Ringverbindung.	Weiter: stelle den Positionsposten ein; über die Ringverbindung.	Weiter im laufenden Gang stelle den Positionsposten [wie zuvor] ein; über die Ringverbindung.	stelle den Positionsposten ein	stelle den Positionsposten ein	NO	NO	1	GDT568-A17	1:L=über die Verbindung | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	Y
235	G407-E1141	G407-S060	f72r	CELESTIAL	Tierkreis-Ringgruppe A	olcheor	OL+CH+E+O+DY	Weiter: nimm den Positionsposten; auf Grad I; zur Ausführung; schließe den Schritt.	Weiter: nimm den Positionsposten auf; auf Grad I; zur Ausführung; schließe den Schritt.	Weiter nimm den Positionsposten [wie zuvor] auf; auf Grad I und als Ausführung; schließe den Schritt.	nimm den Positionsposten	nimm den Positionsposten auf	YES	NO	1	GDT568-A08	1:OL=weiter | 2:CH=nehmen | 3:E=auf Grad I | 4:O=zur Ausführung | 5:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
236	G407-E1143	G407-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe A	oteey	OT+EE+Y	Danach: nimm den Positionsposten; auf Grad II.	Danach: nimm den Positionsposten auf; auf Grad II.	Danach im laufenden Gang nimm den Positionsposten auf; auf Grad II.	nimm den Positionsposten	nimm den Positionsposten auf	YES	NO	1	GDT568-A08	1:OT=danach | 2:EE=auf Grad II | 3:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
237	G407-E1145	G407-S061	f72r	CELESTIAL	Tierkreis-Ringgruppe A	oteedy	OT+EE+DY	Danach: bearbeite den Positionsposten; auf Grad II; schließe den Schritt.	Danach: bearbeite den Positionsposten; auf Grad II; schließe den Schritt.	Danach im laufenden Gang bearbeite den Positionsposten [wie zuvor]; auf Grad II; schließe den Schritt.	bearbeite den Positionsposten	bearbeite den Positionsposten	NO	NO	1	GDT568-A15	1:OT=danach | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CHD	A	Y
238	G407-E1147	G407-S062	f72r	CELESTIAL	Tierkreis-Ringgruppe A	chol	OL	Weiter: setze den Positionsposten.	Weiter: setze den Positionsposten.	Weiter im laufenden Gang setze den Positionsposten [wie zuvor].	setze den Positionsposten	setze den Positionsposten	NO	NO	1	GDT568-A03	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
239	G407-E1148	G407-S062	f72r	CELESTIAL	Tierkreis-Ringgruppe A	chokeol	OK+E+OL	Weiter: setze den Positionsposten; auf Grad I.	Weiter: setze den Positionsposten; auf Grad I.	Weiter setze den Positionsposten [wie zuvor]; auf Grad I.	setze den Positionsposten	setze den Positionsposten	NO	NO	1	GDT568-A03	1:OK=setzen | 2:E=auf Grad I | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
240	G407-E1151	G407-S062	f72r	CELESTIAL	Tierkreis-Ringgruppe A	okeedy	OK+EE+DY	Setze den Positionsposten; auf Grad II; schließe den Schritt.	Setze den Positionsposten; auf Grad II; schließe den Schritt.	Setze den Positionsposten [wie zuvor]; auf Grad II; schließe den Schritt.	setze den Positionsposten	setze den Positionsposten	NO	NO	1	GDT568-A03	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
241	G407-E1152	G407-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe A	sheoltey	SH+E+OL+T+E+Y	Weiter: halte den Positionsposten und stelle den Positionsposten ein; auf Grad I; auf Grad I.	Weiter: halte den Positionsposten und stelle den Positionsposten ein; auf Grad I; auf Grad I.	Weiter halte den Positionsposten und stelle den Positionsposten ein; auf Grad I und auf Grad I.	halte den Positionsposten und stelle den Positionsposten ein	halte den Positionsposten und stelle den Positionsposten ein	NO	NO	2	GDT568-A10|GDT568-A17	1:SH=halten | 2:E=auf Grad I | 3:OL=weiter | 4:T=einstellen | 5:E=auf Grad I | 6:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH|T	A+A	Y
242	G407-E1159	G407-S063	f72r	CELESTIAL	Tierkreis-Ringgruppe A	shol	SH+OL	Weiter: halte den Positionsposten.	Weiter: halte den Positionsposten.	Weiter halte den Positionsposten [wie zuvor].	halte den Positionsposten	halte den Positionsposten	NO	NO	1	GDT568-A10	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
