group_serial	unit_id	page	locus	event_index	opaque_local_id	local_owner	local_namespace	locus_primitive_sequence	copy_instruction_de	semantic_reading
301	A3	f69v	f69v.2	6	A3:G046	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 6 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
302	A3	f69v	f69v.2	7	A3:G047	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 7 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
303	A3	f69v	f69v.2	8	A3:G048	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 8 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
304	A3	f69v	f69v.2	9	A3:G049	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 9 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
305	A3	f69v	f69v.2	10	A3:G050	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 10 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
306	A3	f69v	f69v.2	11	A3:G051	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 11 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
307	A3	f69v	f69v.2	12	A3:G052	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 12 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
308	A3	f69v	f69v.2	13	A3:G053	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 13 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
309	A3	f69v	f69v.2	14	A3:G054	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 14 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
310	A3	f69v	f69v.2	15	A3:G055	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 15 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
311	A3	f69v	f69v.2	16	A3:G056	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 16 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
312	A3	f69v	f69v.2	17	A3:G057	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 17 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
313	A3	f69v	f69v.2	18	A3:G058	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 18 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
314	A3	f69v	f69v.2	19	A3:G059	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 19 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
315	A3	f69v	f69v.2	20	A3:G060	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 20 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
316	A3	f69v	f69v.2	21	A3:G061	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 21 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
317	A3	f69v	f69v.2	22	A3:G062	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 22 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
318	A3	f69v	f69v.2	23	A3:G063	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 23 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
319	A3	f69v	f69v.2	24	A3:G064	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 24 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
320	A3	f69v	f69v.2	25	A3:G065	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 25 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
321	A3	f69v	f69v.2	26	A3:G066	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 26 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
322	A3	f69v	f69v.2	27	A3:G067	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 27 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
323	A3	f69v	f69v.2	28	A3:G068	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 28 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
324	A3	f69v	f69v.2	29	A3:G069	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 29 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
325	A3	f69v	f69v.2	30	A3:G070	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 30 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
326	A3	f69v	f69v.2	31	A3:G071	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 31 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
327	A3	f69v	f69v.2	32	A3:G072	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 32 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
328	A3	f69v	f69v.2	33	A3:G073	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 33 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
329	A3	f69v	f69v.2	34	A3:G074	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 34 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
330	A3	f69v	f69v.2	35	A3:G075	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 35 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
331	A3	f69v	f69v.2	36	A3:G076	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 36 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
332	A3	f69v	f69v.2	37	A3:G077	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 37 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
333	A3	f69v	f69v.2	38	A3:G078	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 38 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
334	A3	f69v	f69v.3	1	A3:G079	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
335	A3	f69v	f69v.3	2	A3:G080	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
336	A3	f69v	f69v.3	3	A3:G081	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
337	A3	f69v	f69v.3	4	A3:G082	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 4 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
338	A3	f69v	f69v.3	5	A3:G083	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 5 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
339	A3	f69v	f69v.3	6	A3:G084	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 6 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
340	A3	f69v	f69v.3	7	A3:G085	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 7 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
341	A3	f69v	f69v.3	8	A3:G086	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 8 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
342	A3	f69v	f69v.3	9	A3:G087	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 9 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
343	A3	f69v	f69v.3	10	A3:G088	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 10 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
344	A3	f69v	f69v.3	11	A3:G089	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 11 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
345	A3	f69v	f69v.3	12	A3:G090	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 12 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
346	A3	f69v	f69v.3	13	A3:G091	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 13 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
347	A3	f69v	f69v.3	14	A3:G092	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 14 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
348	A3	f69v	f69v.3	15	A3:G093	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 15 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
349	A3	f69v	f69v.3	16	A3:G094	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 16 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
350	A3	f69v	f69v.3	17	A3:G095	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 17 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
351	A3	f69v	f69v.3	18	A3:G096	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 18 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
352	A3	f69v	f69v.3	19	A3:G097	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 19 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
353	A3	f69v	f69v.3	20	A3:G098	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 20 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
354	A3	f69v	f69v.3	21	A3:G099	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 21 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
355	A3	f69v	f69v.3	22	A3:G100	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 22 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
