event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	contextual_event_reading_de	statement_continuation	previous_semantic_segmentation	previous_stable_concrete_nucleus_de	previous_concrete_word_reading_de	previous_contextual_event_reading_de	paradigm_revision	revision_strength	component_completion_previous_segmentation	component_completion_previous_nucleus_de	component_completion_previous_gloss_de	component_completion_previous_context_de	component_completion_source	component_completion_strength	direction_previous_segmentation	direction_previous_nucleus_de	direction_previous_gloss_de	direction_previous_context_de	direction_revision_source	direction_revision_strength	quantity_previous_segmentation	quantity_previous_nucleus_de	quantity_previous_gloss_de	quantity_previous_context_de	quantity_revision_source	quantity_revision_strength	workshop_slots	state_endpoint_previous_segmentation	state_endpoint_previous_nucleus_de	state_endpoint_previous_gloss_de	state_endpoint_previous_context_de	state_endpoint_revision_family	state_endpoint_revision_strength	filtration_previous_segmentation	filtration_previous_nucleus_de	filtration_previous_gloss_de	filtration_previous_context_de	filtration_revision_family	filtration_revision_strength	application_previous_segmentation	application_previous_nucleus_de	application_previous_gloss_de	application_previous_context_de	application_revision_family	application_revision_strength	r3_previous_segmentation	r3_previous_nucleus_de	r3_previous_gloss_de	r3_previous_context_de	r3_revision_family	r3_revision_strength	r3_revision_note	selected_previous_segmentation	selected_previous_nucleus_de	selected_previous_gloss_de	selected_previous_context_de	selected_medium_family	selected_medium_rationale	r3_thermal_previous_segmentation	r3_thermal_previous_nucleus_de	r3_thermal_previous_gloss_de	r3_thermal_previous_context_de	r3_thermal_family	r3_thermal_status	r3_thermal_note	selected_thermal_previous_segmentation	selected_thermal_previous_nucleus_de	selected_thermal_previous_gloss_de	selected_thermal_previous_context_de	selected_thermal_source	selected_thermal_family	selected_thermal_reason
236	E236	B3	f83r	f83r.3	F074	B3-S004	b5fcea1eaed06b2f2291	qokaiin	OK_SET+AIIN_TARGET_MEASURE	OK=einstellen; AIIN=Sollmaß	auf Sollmaß einstellen	Auf Sollmaß einstellen	CONTINUES_ACROSS_LINE	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+AIIN	OK=in den laufenden Arbeitsgang setzen; vorgeschriebenes Maß	nach Maß einsetzen; den Einsatz bemessen	Nach Maß einsetzen; den Einsatz bemessen	MEASURE_COMPOSITION	SELECTED_PRODUCTIVE	QUANTITY+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+AIIN_MEASURE	OK=einstellen; AIIN=Maß	auf das vorgeschriebene Maß einstellen	Auf das vorgeschriebene Maß einstellen	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+AIIN_MEASURE	OK=einstellen; AIIN=Maß	auf das vorgeschriebene Maß einstellen	Auf das vorgeschriebene Maß einstellen	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OK+AIIN_MEASURE	OK=einstellen; AIIN=Maß	auf das vorgeschriebene Maß einstellen	Auf das vorgeschriebene Maß einstellen	AIIN_MEASURE	REVISED_R3	OK turns the stored measure into an instruction to set it.	OK_SET+AIIN_TARGET_MEASURE	OK=einstellen; AIIN=Sollmaß	auf Sollmaß einstellen	Auf Sollmaß einstellen	R3_STRUCTURAL_BASE	AIIN_MEASURE	R3 retained after four-role comparison.
237	E237	B3	f83r	f83r.3	F074	B3-S004	90bcf0a9ec0ef56399e6	qotal	OT_FOLLOW+AL_SITE	OT=Folge; AL=Stelle	Folgestelle	Folgestelle	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ot=danach + al=Stelle	danach + Stelle	danach zur Ablaufstelle	den unteren Ablauf	DIRECTION_WORKSHOP	SELECTED_RECURRENT_COMPOSITION					UNCHANGED	UNCHANGED	TARGET					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OT+AL_TARGET	OT=danach; AL=Zielstelle	danach zur Zielstelle	Danach zur Zielstelle	AL_SITE	SELECTED_RECURRENT_COMPOSITION	OT_NEXT+AL_SITE	OT=danach; AL=Stelle	danach zur Stelle	Danach zur Stelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OT_NEXT+AL_SITE	OT=danach; AL=Stelle	danach zur Stelle	Danach zur Stelle	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OT_NEXT+AL_SITE	OT=danach; AL=Stelle	danach zur Stelle	Danach zur Stelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OT_NEXT+AL_SITE	OT=danach; AL=Stelle	danach zur Stelle	Danach zur Stelle	FOUR_ROLE_LEXICAL_REPAIR	ORDER_OT	Nominal OT compound is more compositional than the phrase 'danach zur Stelle'.
238	E238	B3	f83r	f83r.3	F074	B3-S004	4d4559019a961b834aa1	dar	AR_SOURCE	AR=Quelle oder Vorrat; aus/von	aus demselben Vorrat	Aus demselben Vorrat	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ar=aus	aus	aus demselben Ansatz	Daraus, aus demselben Ansatz	DIRECTION_WORKSHOP	SELECTED_RECURRENT					UNCHANGED	UNCHANGED	SOURCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	AR_SOURCE	AR=Quelle oder Vorrat; aus/von	aus demselben Vorrat	Aus demselben Vorrat	UNCHANGED	UNCHANGED	NOT_APPLICABLE	AR_SOURCE	AR=Quelle oder Vorrat; aus/von	aus demselben Vorrat	Aus demselben Vorrat	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	AR_SOURCE	AR=Quelle oder Vorrat; aus/von	aus demselben Vorrat	Aus demselben Vorrat	UNCHANGED	UNCHANGED	NOT_APPLICABLE	AR_SOURCE	AR=Quelle oder Vorrat; aus/von	aus demselben Vorrat	Aus demselben Vorrat	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
239	E239	B3	f83r	f83r.6	F075	B3-S005	259b2b3b0bf859882e2c	schedy	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE	che=ausspülen + dy=Ende	ausspülen + Ende	ausspülen; Ende	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	CHED_PARADIGM	HIGH_STRUCTURE__LOW_MEANING					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	UNCHANGED	UNCHANGED	NOT_APPLICABLE	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	UNCHANGED	UNCHANGED	NOT_APPLICABLE	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
240	E240	B3	f83r	f83r.6	F076	B3-S006	5e8441397e7c0faf042b	chedchy	CHED+CHY[wrapped Y_REFERENT]	CHED=umsetzen oder zuführen; CHY=laufender Posten	den laufenden Posten zuführen oder umsetzen	Den laufenden Posten zuführen oder umsetzen	CONTINUES_ACROSS_LINE	chedchy=warmes Wasser eingießen	warmes Wasser eingießen	warmes Wasser eingießen	Gieße das erwärmte Wasser ein	CHED_PARADIGM	MEDIUM_STRUCTURE__LOW_MEANING	CHED+CHY	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; CHY=Y-Hülle beziehungsweise laufender Ansatz	Ansatz zuführen oder umsetzen	Ansatz zuführen oder umsetzen	Y_CHY	SELECTED_CONTEXT_BOUND					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CHED+CHY[wrapped Y_REFERENT]	CHED=umsetzen oder zuführen; CHY=laufender Posten	den laufenden Posten zuführen oder umsetzen	Den laufenden Posten zuführen oder umsetzen	UNCHANGED	UNCHANGED	NOT_APPLICABLE	CHED+CHY[wrapped Y_REFERENT]	CHED=umsetzen oder zuführen; CHY=laufender Posten	den laufenden Posten zuführen oder umsetzen	Den laufenden Posten zuführen oder umsetzen	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	CHED+CHY[wrapped Y_REFERENT]	CHED=umsetzen oder zuführen; CHY=laufender Posten	den laufenden Posten zuführen oder umsetzen	Den laufenden Posten zuführen oder umsetzen	UNCHANGED	UNCHANGED	NOT_APPLICABLE	CHED+CHY[wrapped Y_REFERENT]	CHED=umsetzen oder zuführen; CHY=laufender Posten	den laufenden Posten zuführen oder umsetzen	Den laufenden Posten zuführen oder umsetzen	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
241	E241	B3	f83r	f83r.6	F076	B3-S006	308e8ea2d5d190c498e8	qokal	Q_RENDERER+OK+AL_SITE	OK=einsetzen; AL=Stelle	an die Stelle setzen	An die Stelle setzen	CONTINUES_ACROSS_LINE	ok=geben + al=Stelle	geben + Stelle	an Stelle geben	Den aktiven Posten an der örtlich bezeichneten Station führen	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED	OK+AL	OK=in den laufenden Arbeitsgang setzen; Zielstelle	an der Zielstelle anwenden; dorthin führen	An der Zielstelle anwenden; dorthin führen	DIRECTION_WORKSHOP	SELECTED_RECURRENT_COMPOSITION					UNCHANGED	UNCHANGED	TARGET+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	Q_RENDERER+OK+AL_TARGET	OK=in Arbeit setzen; AL=Zielstelle	an der Zielstelle einsetzen	An der Zielstelle einsetzen	AL_SITE	SELECTED_RECURRENT_COMPOSITION	Q_RENDERER+OK+AL_SITE	OK=einsetzen; AL=Stelle	an die Stelle setzen	An die Stelle setzen	UNCHANGED	UNCHANGED	NOT_APPLICABLE	Q_RENDERER+OK+AL_SITE	OK=einsetzen; AL=Stelle	an die Stelle setzen	An die Stelle setzen	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	Q_RENDERER+OK+AL_SITE	OK=einsetzen; AL=Stelle	an die Stelle setzen	An die Stelle setzen	UNCHANGED	UNCHANGED	NOT_APPLICABLE	Q_RENDERER+OK+AL_SITE	OK=einsetzen; AL=Stelle	an die Stelle setzen	An die Stelle setzen	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
242	E242	B3	f83r	f83r.6	F076	B3-S006	28ffbc88b97772a75f1e	olchedy	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	OL=fortsetzen; CHED=führen; Endkarte=Schluss	fortsetzen; Schluss	Fortsetzen; Schluss	CONTINUES_ACROSS_LINE	ol=weiter + dy=Ende	weiter + Ende	beiseitestellen; Ende	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	CHED_PARADIGM	MEDIUM_HIGH					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ORDER+OPERATION+FLOW_TRANSFER+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OL+CHED+TERMINAL_Y / RENDERER_Q+OL+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OL=weiter oder mit Vorigem; Q ohne Semantik; OL=weiter oder mit Vorigem; umhüllte DY-Abschlusskonstruktion	weiterführen; Schluss	Weiterführen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OL+CHED+TERMINAL_Y / RENDERER_Q+OL+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OL=weiter oder mit Vorigem; Q ohne Semantik; OL=weiter oder mit Vorigem; umhüllte DY-Abschlusskonstruktion	weiterführen; Schluss	Weiterführen; Schluss	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OL+CHED+TERMINAL_Y / RENDERER_Q+OL+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OL=weiter oder mit Vorigem; Q ohne Semantik; OL=weiter oder mit Vorigem; umhüllte DY-Abschlusskonstruktion	weiterführen; Schluss	Weiterführen; Schluss	ORDER_GRID	REVISED_R3	Continuation plus transfer and close.	OL_CONTINUE+CHED_TRANSFER+DY_CLOSE	OL=mit Vorigem; CHED=führen; DY=Schluss	Vorigen weiterführen; Schluss	Vorigen weiterführen; Schluss	FOUR_ROLE_LEXICAL_REPAIR	ORDER_OL	The visible owner supplies the transferred item; the portable value is continuation plus close.
243	E243	B3	f83r	f83r.6	F077	B3-S007	b5fcea1eaed06b2f2291	qokaiin	OK_SET+AIIN_TARGET_MEASURE	OK=einstellen; AIIN=Sollmaß	auf Sollmaß einstellen	Auf Sollmaß einstellen	CONTINUES_ACROSS_LINE	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+AIIN	OK=in den laufenden Arbeitsgang setzen; vorgeschriebenes Maß	nach Maß einsetzen; den Einsatz bemessen	Nach Maß einsetzen; den Einsatz bemessen	MEASURE_COMPOSITION	SELECTED_PRODUCTIVE	QUANTITY+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+AIIN_MEASURE	OK=einstellen; AIIN=Maß	auf das vorgeschriebene Maß einstellen	Auf das vorgeschriebene Maß einstellen	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+AIIN_MEASURE	OK=einstellen; AIIN=Maß	auf das vorgeschriebene Maß einstellen	Auf das vorgeschriebene Maß einstellen	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OK+AIIN_MEASURE	OK=einstellen; AIIN=Maß	auf das vorgeschriebene Maß einstellen	Auf das vorgeschriebene Maß einstellen	AIIN_MEASURE	REVISED_R3	OK turns the stored measure into an instruction to set it.	OK_SET+AIIN_TARGET_MEASURE	OK=einstellen; AIIN=Sollmaß	auf Sollmaß einstellen	Auf Sollmaß einstellen	R3_STRUCTURAL_BASE	AIIN_MEASURE	R3 retained after four-role comparison.
244	E244	B3	f83r	f83r.6	F077	B3-S007	6f7ff8287eddf4da9fdb	chedy	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE	ch(e)d=rühren	rühren	rühren	Rühren bis zur Gleichmäßigkeit	CHED_PARADIGM	HIGH_STRUCTURE__MEDIUM_MEANING	CHD+Y / CHED+Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; Y=laufender Ansatz	Ansatz umsetzen oder durcharbeiten	Ansatz umsetzen oder durcharbeiten	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	UNCHANGED	UNCHANGED	NOT_APPLICABLE	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	UNCHANGED	UNCHANGED	NOT_APPLICABLE	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
245	E245	B3	f83r	f83r.6	F077	B3-S007	7d25241b0e56c836372a	qokeedy	OK_SET+GRADE_2+DY_CLOSE	OK=ansetzen; EE=Stufe II; DY=Schluss	länger ansetzen; Schluss	Länger ansetzen; Schluss	CONTINUES_ACROSS_LINE	okee=baden + dy=Ende	baden + Ende	baden; Ende	Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+STATE_GRADE+CLOSE	OK+EE+DY	E-Grad=SUSTAINED_CONTACT; Zustand=CLOSED	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED	OK+GRADE_2+DY_CLOSE	OK=einsetzen; EE=anhaltend; Endkarte=Schluss	länger einweichen; Schluss	Länger einweichen; Schluss	CONTACT_GRID	SELECTED_RECURRENT_GRID	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	OK_GRID	REVISED_R3	Second ranked committed OK state.	OK_SET+GRADE_2+DY_CLOSE	OK=ansetzen; EE=Stufe II; DY=Schluss	länger ansetzen; Schluss	Länger ansetzen; Schluss	R3_STRUCTURAL_BASE	OK_GRID	R3 retained after four-role comparison.
246	E246	B3	f83r	f83r.6	F078	B3-S008	de7321bface5628e35d6	lchedy	L+CHED+DY_TERMINAL	L=hinaus; CHED=führen; DY=Schluss	hinausführen; Schluss	Hinausführen; Schluss	CONTINUES_ACROSS_LINE	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CHED_PARADIGM	HIGH_WITHIN_WORKING_MODEL					UNCHANGED	UNCHANGED	L+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; umhüllte DY-Abschlusskonstruktion	abführen; Schluss	Abführen; Schluss	DIRECTION_WORKSHOP	SELECTED_STRONG					UNCHANGED	UNCHANGED	OPERATION+FLOW_TRANSFER+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	L+CHED+DY_TERMINAL	L=hinaus; CHED=führen; DY=Schluss	hinausführen; Schluss	Hinausführen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE	L+CHED+DY_TERMINAL	L=hinaus; CHED=führen; DY=Schluss	hinausführen; Schluss	Hinausführen; Schluss	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	L+CHED+DY_TERMINAL	L=hinaus; CHED=führen; DY=Schluss	hinausführen; Schluss	Hinausführen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE	L+CHED+DY_TERMINAL	L=hinaus; CHED=führen; DY=Schluss	hinausführen; Schluss	Hinausführen; Schluss	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
247	E247	B3	f83r	f83r.6	F079	B3-S009	276a7c2d74d1143446f4	qoky	OK_SET+Y_OPEN	OK=ansetzen; Y=offener Posten	Posten ansetzen	Posten ansetzen	CONTINUES_ACROSS_LINE	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+Y	E-Grad=UNMARKED; Zustand=OPEN_ACTIVE	aktiven Ansatz einsetzen oder anwenden	Aktiven Ansatz einsetzen oder anwenden	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION	OK+Y_REFERENT	OK=in Arbeit setzen; Y=laufender Posten	den laufenden Posten anwenden oder in Arbeit nehmen	Den laufenden Posten anwenden oder in Arbeit nehmen	OK_STATE_GRID	SELECTED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+Y_CURRENT_ITEM	OK=in Arbeit setzen; Y=aktueller Posten	den laufenden Posten einsetzen	Den laufenden Posten einsetzen	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OK+Y_CURRENT_ITEM	OK=in Arbeit setzen; Y=aktueller Posten	den laufenden Posten einsetzen	Den laufenden Posten einsetzen	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OK+Y_CURRENT_ITEM	OK=in Arbeit setzen; Y=aktueller Posten	den laufenden Posten einsetzen	Den laufenden Posten einsetzen	OK_GRID	REVISED_R3	Ungraded open base of the OK grid.	OK_SET+Y_OPEN	OK=ansetzen; Y=offener Posten	Posten ansetzen	Posten ansetzen	R3_STRUCTURAL_BASE	OK_GRID	R3 retained after four-role comparison.
248	E248	B3	f83r	f83r.8	F080	B3-S010	ba540da978ea132f6da5	pchedal	P+CHED+AL_SITE	P+CHED=hineinführen; AL=Stelle	Einfüllstelle	Einfüllstelle	CONTINUES_ACROSS_LINE	pchedal=Gefäß füllen	Gefäß füllen	Gefäß füllen	Fülle danach das Gefäß	CHED_PARADIGM	LOW	P+CHED+AL	CHD~CHED=umsetzen/in einen Arbeitsgang führen; P=ein oder zum Empfänger; provisorisch; AL=Stelle	Einfüll- oder Transferstelle	Einfüll- oder Transferstelle	TRANSFER_ORDER	SELECTED_CONTEXT_BOUND	P+CHED+AL	P+CHED=in oder zum Empfänger führen; AL=Stelle	Einfüllstelle	Einfüllstelle	DIRECTION_WORKSHOP	SELECTED_COMPOSITIONAL					UNCHANGED	UNCHANGED	TARGET					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	P+CHED+AL_TARGET	P+CHED=hineinführen; AL=Empfangsstelle	Einfüllstelle	Einfüllstelle	AL_SITE_EXTENSION	SELECTED_SINGLETON_COMPOSITION	P+CHED+AL_SITE	P+CHED=hineinführen; AL=Stelle	Einfüllstelle	Einfüllstelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE	P+CHED+AL_SITE	P+CHED=hineinführen; AL=Stelle	Einfüllstelle	Einfüllstelle	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	P+CHED+AL_SITE	P+CHED=hineinführen; AL=Stelle	Einfüllstelle	Einfüllstelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE	P+CHED+AL_SITE	P+CHED=hineinführen; AL=Stelle	Einfüllstelle	Einfüllstelle	R3_STRUCTURAL_BASE	UNCHANGED	R3 retained after four-role comparison.
249	E249	B3	f83r	f83r.8	F080	B3-S010	c45ebac60774620561e2	otedy	OT_FOLLOW+GRADE_1+DY_CLOSE	OT=Folge; E=Stufe I; DY=Schluss	kurzer Folgeschritt; Schluss	Kurzer Folgeschritt; Schluss	CONTINUES_ACROSS_LINE	ote=bis klar + dy=Ende	bis klar + Ende	bis klar; Ende	Lasse es bis zur Klarheit ziehen und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PROVISIONAL_COMPOSITION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ORDER+STATE_GRADE+CLOSE	OT+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	danach kurz oder gewöhnlich einwirken lassen und abschließen	Danach kurz oder gewöhnlich einwirken lassen und abschließen	OT_STATE_GRID	SELECTED_RECURRENT					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OT_NEXT+GRADE_1+DY_CLOSE	OT=danach; E=kurz; Endkarte=Schluss	danach kurz einwirken lassen; Schluss	Danach kurz einwirken lassen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE	OT_NEXT+GRADE_1+DY_CLOSE	OT=danach; E=kurz; Endkarte=Schluss	danach kurz einwirken lassen; Schluss	Danach kurz einwirken lassen; Schluss	R3_ACCEPTED	R3 material/flow distinction accepted without central change.	OT_NEXT+GRADE_1+DY_CLOSE	OT=danach; E=kurz; Endkarte=Schluss	danach kurz einwirken lassen; Schluss	Danach kurz einwirken lassen; Schluss	OT_GRADE_GRID	REVISED_R3	The old 'einwirken' expansion was not in the visible construction.	OT_FOLLOW+GRADE_1+DY_CLOSE	OT=Folge; E=Stufe I; DY=Schluss	kurzer Folgeschritt; Schluss	Kurzer Folgeschritt; Schluss	R3_STRUCTURAL_BASE	OT_GRADE_GRID	R3 retained after four-role comparison.
