statement_id	scribe_id	visible_surface_sequence	decoded_master_card_sequence	decoded_master_head_sequence	decoded_tuple_sequence	expected_tuple_sequence	decoded_meaning_sequence_de	expected_meaning_sequence_de	tuple_roundtrip	meaning_roundtrip	context_used_for_card_identity
B3-S013	S2_Q_CELL_SCRIBE	qokaiin chkain qcthey qokedy	MC120 MC105 MC073 MC083	okaiin chkain qcthey qokedy	b5fcea1eaed06b2f2291 9da1b6ac2c929daea697 6b89d6dd70635bc60fe0 7db18b2f0fb7ed0fcfd3	b5fcea1eaed06b2f2291 9da1b6ac2c929daea697 6b89d6dd70635bc60fe0 7db18b2f0fb7ed0fcfd3	auf Sollmaß einstellen -> eine Portion -> kurz bereithalten -> kurz ansetzen; Schluss	auf Sollmaß einstellen -> eine Portion -> kurz bereithalten -> kurz ansetzen; Schluss	PASS	PASS	NO
B3-S013	S3_S_LINE_SCRIBE	okaiin chkain qcthey qokedy	MC120 MC105 MC073 MC083	okaiin chkain qcthey qokedy	b5fcea1eaed06b2f2291 9da1b6ac2c929daea697 6b89d6dd70635bc60fe0 7db18b2f0fb7ed0fcfd3	b5fcea1eaed06b2f2291 9da1b6ac2c929daea697 6b89d6dd70635bc60fe0 7db18b2f0fb7ed0fcfd3	auf Sollmaß einstellen -> eine Portion -> kurz bereithalten -> kurz ansetzen; Schluss	auf Sollmaß einstellen -> eine Portion -> kurz bereithalten -> kurz ansetzen; Schluss	PASS	PASS	NO
B3-S013	S4_MIXED_COMPACT	qokaiin kain qcthey qokedy	MC120 MC105 MC073 MC083	okaiin chkain qcthey qokedy	b5fcea1eaed06b2f2291 9da1b6ac2c929daea697 6b89d6dd70635bc60fe0 7db18b2f0fb7ed0fcfd3	b5fcea1eaed06b2f2291 9da1b6ac2c929daea697 6b89d6dd70635bc60fe0 7db18b2f0fb7ed0fcfd3	auf Sollmaß einstellen -> eine Portion -> kurz bereithalten -> kurz ansetzen; Schluss	auf Sollmaß einstellen -> eine Portion -> kurz bereithalten -> kurz ansetzen; Schluss	PASS	PASS	NO
B3-S014	S1_BARE_MASTER	okair sheedy	MC081 MC003	okair sheedy	7d2404c835b10a2c06af 03626ca94cb17800d767	7d2404c835b10a2c06af 03626ca94cb17800d767	Wasser einlassen -> länger absetzen; Schluss	Wasser einlassen -> länger absetzen; Schluss	PASS	PASS	NO
B3-S014	S2_Q_CELL_SCRIBE	okair sheedy	MC081 MC003	okair sheedy	7d2404c835b10a2c06af 03626ca94cb17800d767	7d2404c835b10a2c06af 03626ca94cb17800d767	Wasser einlassen -> länger absetzen; Schluss	Wasser einlassen -> länger absetzen; Schluss	PASS	PASS	NO
B3-S014	S3_S_LINE_SCRIBE	okair sheedy	MC081 MC003	okair sheedy	7d2404c835b10a2c06af 03626ca94cb17800d767	7d2404c835b10a2c06af 03626ca94cb17800d767	Wasser einlassen -> länger absetzen; Schluss	Wasser einlassen -> länger absetzen; Schluss	PASS	PASS	NO
B3-S014	S4_MIXED_COMPACT	okair sheedy	MC081 MC003	okair sheedy	7d2404c835b10a2c06af 03626ca94cb17800d767	7d2404c835b10a2c06af 03626ca94cb17800d767	Wasser einlassen -> länger absetzen; Schluss	Wasser einlassen -> länger absetzen; Schluss	PASS	PASS	NO
B3-S015	S1_BARE_MASTER	lchedy	MC155	lchedy	de7321bface5628e35d6	de7321bface5628e35d6	abführen; Schluss	abführen; Schluss	PASS	PASS	NO
B3-S015	S2_Q_CELL_SCRIBE	lchedy	MC155	lchedy	de7321bface5628e35d6	de7321bface5628e35d6	abführen; Schluss	abführen; Schluss	PASS	PASS	NO
B3-S015	S3_S_LINE_SCRIBE	lchedy	MC155	lchedy	de7321bface5628e35d6	de7321bface5628e35d6	abführen; Schluss	abführen; Schluss	PASS	PASS	NO
B3-S015	S4_MIXED_COMPACT	lchedy	MC155	lchedy	de7321bface5628e35d6	de7321bface5628e35d6	abführen; Schluss	abführen; Schluss	PASS	PASS	NO
B3-S016	S1_BARE_MASTER	lo okchedy	MC030 MC005	lo okchedy	2b7fa918d1b2f5c656e3 07913ef9b1fb773cd325	2b7fa918d1b2f5c656e3 07913ef9b1fb773cd325	abfuehren -> umsetzen; Schluss	abfuehren -> umsetzen; Schluss	PASS	PASS	NO
B3-S016	S2_Q_CELL_SCRIBE	lo okchedy	MC030 MC005	lo okchedy	2b7fa918d1b2f5c656e3 07913ef9b1fb773cd325	2b7fa918d1b2f5c656e3 07913ef9b1fb773cd325	abfuehren -> umsetzen; Schluss	abfuehren -> umsetzen; Schluss	PASS	PASS	NO
B3-S016	S3_S_LINE_SCRIBE	lo okchedy	MC030 MC005	lo okchedy	2b7fa918d1b2f5c656e3 07913ef9b1fb773cd325	2b7fa918d1b2f5c656e3 07913ef9b1fb773cd325	abfuehren -> umsetzen; Schluss	abfuehren -> umsetzen; Schluss	PASS	PASS	NO
B3-S016	S4_MIXED_COMPACT	lo okchedy	MC030 MC005	lo okchedy	2b7fa918d1b2f5c656e3 07913ef9b1fb773cd325	2b7fa918d1b2f5c656e3 07913ef9b1fb773cd325	abfuehren -> umsetzen; Schluss	abfuehren -> umsetzen; Schluss	PASS	PASS	NO
B3-S017	S1_BARE_MASTER	qokeedy	MC082	qokeedy	7d25241b0e56c836372a	7d25241b0e56c836372a	länger ansetzen; Schluss	länger ansetzen; Schluss	PASS	PASS	NO
B3-S017	S2_Q_CELL_SCRIBE	qokeedy	MC082	qokeedy	7d25241b0e56c836372a	7d25241b0e56c836372a	länger ansetzen; Schluss	länger ansetzen; Schluss	PASS	PASS	NO
B3-S017	S3_S_LINE_SCRIBE	qokeedy	MC082	qokeedy	7d25241b0e56c836372a	7d25241b0e56c836372a	länger ansetzen; Schluss	länger ansetzen; Schluss	PASS	PASS	NO
B3-S017	S4_MIXED_COMPACT	qokeedy	MC082	qokeedy	7d25241b0e56c836372a	7d25241b0e56c836372a	länger ansetzen; Schluss	länger ansetzen; Schluss	PASS	PASS	NO
B3-S018	S1_BARE_MASTER	cheedy	MC128	cheedy	bc4f1f5c006c74a4d26d	bc4f1f5c006c74a4d26d	absetzen; Schluss	absetzen; Schluss	PASS	PASS	NO
B3-S018	S2_Q_CELL_SCRIBE	cheedy	MC128	cheedy	bc4f1f5c006c74a4d26d	bc4f1f5c006c74a4d26d	absetzen; Schluss	absetzen; Schluss	PASS	PASS	NO
B3-S018	S3_S_LINE_SCRIBE	shedy	MC128	cheedy	bc4f1f5c006c74a4d26d	bc4f1f5c006c74a4d26d	absetzen; Schluss	absetzen; Schluss	PASS	PASS	NO
B3-S018	S4_MIXED_COMPACT	shedy	MC128	cheedy	bc4f1f5c006c74a4d26d	bc4f1f5c006c74a4d26d	absetzen; Schluss	absetzen; Schluss	PASS	PASS	NO
B3-S019	S1_BARE_MASTER	qokshedy	MC151	qokshedy	db167f8e9b53eefb58f8	db167f8e9b53eefb58f8	absetzen; Schluss	absetzen; Schluss	PASS	PASS	NO
B3-S019	S2_Q_CELL_SCRIBE	qokshedy	MC151	qokshedy	db167f8e9b53eefb58f8	db167f8e9b53eefb58f8	absetzen; Schluss	absetzen; Schluss	PASS	PASS	NO
B3-S019	S3_S_LINE_SCRIBE	qokshedy	MC151	qokshedy	db167f8e9b53eefb58f8	db167f8e9b53eefb58f8	absetzen; Schluss	absetzen; Schluss	PASS	PASS	NO
B3-S019	S4_MIXED_COMPACT	qokshedy	MC151	qokshedy	db167f8e9b53eefb58f8	db167f8e9b53eefb58f8	absetzen; Schluss	absetzen; Schluss	PASS	PASS	NO
B3-S020	S1_BARE_MASTER	al lchedy	MC154 MC155	al lchedy	dd0ecaf5e27d81befffc de7321bface5628e35d6	dd0ecaf5e27d81befffc de7321bface5628e35d6	dorthin -> abführen; Schluss	dorthin -> abführen; Schluss	PASS	PASS	NO
B3-S020	S2_Q_CELL_SCRIBE	al lchedy	MC154 MC155	al lchedy	dd0ecaf5e27d81befffc de7321bface5628e35d6	dd0ecaf5e27d81befffc de7321bface5628e35d6	dorthin -> abführen; Schluss	dorthin -> abführen; Schluss	PASS	PASS	NO
B3-S020	S3_S_LINE_SCRIBE	sal lchedy	MC154 MC155	al lchedy	dd0ecaf5e27d81befffc de7321bface5628e35d6	dd0ecaf5e27d81befffc de7321bface5628e35d6	dorthin -> abführen; Schluss	dorthin -> abführen; Schluss	PASS	PASS	NO
B3-S020	S4_MIXED_COMPACT	sal lchedy	MC154 MC155	al lchedy	dd0ecaf5e27d81befffc de7321bface5628e35d6	dd0ecaf5e27d81befffc de7321bface5628e35d6	dorthin -> abführen; Schluss	dorthin -> abführen; Schluss	PASS	PASS	NO
B3-S021	S1_BARE_MASTER	okaiin checthy al chey aiin shedal shecthy chey al checthy dalchdy	MC120 MC161 MC154 MC123 MC039 MC113 MC137 MC123 MC154 MC161 MC031	okaiin checthy al chey aiin shedal shecthy chey al checthy dalchdy	b5fcea1eaed06b2f2291 e0b630cb1b5df5e7105b dd0ecaf5e27d81befffc b921a237be883a820352 2f1c5e56e8f0ff459065 abb23e5e6936b4147f76 cb57b696b815fdef9cb7 b921a237be883a820352 dd0ecaf5e27d81befffc e0b630cb1b5df5e7105b 2bc2ed2630dbdaaa6b59	b5fcea1eaed06b2f2291 e0b630cb1b5df5e7105b dd0ecaf5e27d81befffc b921a237be883a820352 2f1c5e56e8f0ff459065 abb23e5e6936b4147f76 cb57b696b815fdef9cb7 b921a237be883a820352 dd0ecaf5e27d81befffc e0b630cb1b5df5e7105b 2bc2ed2630dbdaaa6b59	auf Sollmaß einstellen -> bereit -> dorthin -> dieser Posten -> Sollmaß -> dort absetzen -> kurz bereit halten -> dieser Posten -> dorthin -> bereit -> dorthin umsetzen; Schluss	auf Sollmaß einstellen -> bereit -> dorthin -> dieser Posten -> Sollmaß -> dort absetzen -> kurz bereit halten -> dieser Posten -> dorthin -> bereit -> dorthin umsetzen; Schluss	PASS	PASS	NO
B3-S021	S2_Q_CELL_SCRIBE	qokaiin checthy al chey aiin shedal shecthy chey al checthy dalchdy	MC120 MC161 MC154 MC123 MC039 MC113 MC137 MC123 MC154 MC161 MC031	okaiin checthy al chey aiin shedal shecthy chey al checthy dalchdy	b5fcea1eaed06b2f2291 e0b630cb1b5df5e7105b dd0ecaf5e27d81befffc b921a237be883a820352 2f1c5e56e8f0ff459065 abb23e5e6936b4147f76 cb57b696b815fdef9cb7 b921a237be883a820352 dd0ecaf5e27d81befffc e0b630cb1b5df5e7105b 2bc2ed2630dbdaaa6b59	b5fcea1eaed06b2f2291 e0b630cb1b5df5e7105b dd0ecaf5e27d81befffc b921a237be883a820352 2f1c5e56e8f0ff459065 abb23e5e6936b4147f76 cb57b696b815fdef9cb7 b921a237be883a820352 dd0ecaf5e27d81befffc e0b630cb1b5df5e7105b 2bc2ed2630dbdaaa6b59	auf Sollmaß einstellen -> bereit -> dorthin -> dieser Posten -> Sollmaß -> dort absetzen -> kurz bereit halten -> dieser Posten -> dorthin -> bereit -> dorthin umsetzen; Schluss	auf Sollmaß einstellen -> bereit -> dorthin -> dieser Posten -> Sollmaß -> dort absetzen -> kurz bereit halten -> dieser Posten -> dorthin -> bereit -> dorthin umsetzen; Schluss	PASS	PASS	NO
B3-S021	S3_S_LINE_SCRIBE	okaiin checthy al shy aiin shedal shecthy chey al shcthy dalchdy	MC120 MC161 MC154 MC123 MC039 MC113 MC137 MC123 MC154 MC161 MC031	okaiin checthy al chey aiin shedal shecthy chey al checthy dalchdy	b5fcea1eaed06b2f2291 e0b630cb1b5df5e7105b dd0ecaf5e27d81befffc b921a237be883a820352 2f1c5e56e8f0ff459065 abb23e5e6936b4147f76 cb57b696b815fdef9cb7 b921a237be883a820352 dd0ecaf5e27d81befffc e0b630cb1b5df5e7105b 2bc2ed2630dbdaaa6b59	b5fcea1eaed06b2f2291 e0b630cb1b5df5e7105b dd0ecaf5e27d81befffc b921a237be883a820352 2f1c5e56e8f0ff459065 abb23e5e6936b4147f76 cb57b696b815fdef9cb7 b921a237be883a820352 dd0ecaf5e27d81befffc e0b630cb1b5df5e7105b 2bc2ed2630dbdaaa6b59	auf Sollmaß einstellen -> bereit -> dorthin -> dieser Posten -> Sollmaß -> dort absetzen -> kurz bereit halten -> dieser Posten -> dorthin -> bereit -> dorthin umsetzen; Schluss	auf Sollmaß einstellen -> bereit -> dorthin -> dieser Posten -> Sollmaß -> dort absetzen -> kurz bereit halten -> dieser Posten -> dorthin -> bereit -> dorthin umsetzen; Schluss	PASS	PASS	NO
B3-S021	S4_MIXED_COMPACT	qokaiin cthy al y saiin shedal shecthy y sal cthy dalchdy	MC120 MC161 MC154 MC123 MC039 MC113 MC137 MC123 MC154 MC161 MC031	okaiin checthy al chey aiin shedal shecthy chey al checthy dalchdy	b5fcea1eaed06b2f2291 e0b630cb1b5df5e7105b dd0ecaf5e27d81befffc b921a237be883a820352 2f1c5e56e8f0ff459065 abb23e5e6936b4147f76 cb57b696b815fdef9cb7 b921a237be883a820352 dd0ecaf5e27d81befffc e0b630cb1b5df5e7105b 2bc2ed2630dbdaaa6b59	b5fcea1eaed06b2f2291 e0b630cb1b5df5e7105b dd0ecaf5e27d81befffc b921a237be883a820352 2f1c5e56e8f0ff459065 abb23e5e6936b4147f76 cb57b696b815fdef9cb7 b921a237be883a820352 dd0ecaf5e27d81befffc e0b630cb1b5df5e7105b 2bc2ed2630dbdaaa6b59	auf Sollmaß einstellen -> bereit -> dorthin -> dieser Posten -> Sollmaß -> dort absetzen -> kurz bereit halten -> dieser Posten -> dorthin -> bereit -> dorthin umsetzen; Schluss	auf Sollmaß einstellen -> bereit -> dorthin -> dieser Posten -> Sollmaß -> dort absetzen -> kurz bereit halten -> dieser Posten -> dorthin -> bereit -> dorthin umsetzen; Schluss	PASS	PASS	NO
B3-S022	S1_BARE_MASTER	otchedy	MC057	otchedy	4de12cf322dfb76ded1e	4de12cf322dfb76ded1e	Folgeumsetzung; Schluss	Folgeumsetzung; Schluss	PASS	PASS	NO
B3-S022	S2_Q_CELL_SCRIBE	qotchedy	MC057	otchedy	4de12cf322dfb76ded1e	4de12cf322dfb76ded1e	Folgeumsetzung; Schluss	Folgeumsetzung; Schluss	PASS	PASS	NO
B3-S022	S3_S_LINE_SCRIBE	otchedy	MC057	otchedy	4de12cf322dfb76ded1e	4de12cf322dfb76ded1e	Folgeumsetzung; Schluss	Folgeumsetzung; Schluss	PASS	PASS	NO
B3-S022	S4_MIXED_COMPACT	qotchedy	MC057	otchedy	4de12cf322dfb76ded1e	4de12cf322dfb76ded1e	Folgeumsetzung; Schluss	Folgeumsetzung; Schluss	PASS	PASS	NO
B3-S023	S1_BARE_MASTER	lchedy	MC155	lchedy	de7321bface5628e35d6	de7321bface5628e35d6	abführen; Schluss	abführen; Schluss	PASS	PASS	NO
B3-S023	S2_Q_CELL_SCRIBE	lchedy	MC155	lchedy	de7321bface5628e35d6	de7321bface5628e35d6	abführen; Schluss	abführen; Schluss	PASS	PASS	NO
B3-S023	S3_S_LINE_SCRIBE	lchedy	MC155	lchedy	de7321bface5628e35d6	de7321bface5628e35d6	abführen; Schluss	abführen; Schluss	PASS	PASS	NO
B3-S023	S4_MIXED_COMPACT	lchedy	MC155	lchedy	de7321bface5628e35d6	de7321bface5628e35d6	abführen; Schluss	abführen; Schluss	PASS	PASS	NO
B3-S024	S1_BARE_MASTER	dchedy	MC025	dchedy	259b2b3b0bf859882e2c	259b2b3b0bf859882e2c	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B3-S024	S2_Q_CELL_SCRIBE	dchedy	MC025	dchedy	259b2b3b0bf859882e2c	259b2b3b0bf859882e2c	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B3-S024	S3_S_LINE_SCRIBE	schedy	MC025	dchedy	259b2b3b0bf859882e2c	259b2b3b0bf859882e2c	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B3-S024	S4_MIXED_COMPACT	schedy	MC025	dchedy	259b2b3b0bf859882e2c	259b2b3b0bf859882e2c	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B3-S025	S1_BARE_MASTER	qokchdy	MC088	qokchdy	87411f84689b4f93a303	87411f84689b4f93a303	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B3-S025	S2_Q_CELL_SCRIBE	qokchdy	MC088	qokchdy	87411f84689b4f93a303	87411f84689b4f93a303	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B3-S025	S3_S_LINE_SCRIBE	qokchdy	MC088	qokchdy	87411f84689b4f93a303	87411f84689b4f93a303	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B3-S025	S4_MIXED_COMPACT	qokchdy	MC088	qokchdy	87411f84689b4f93a303	87411f84689b4f93a303	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B3-S026	S1_BARE_MASTER	cheedar chldaiin chdy okain checthy chealror olkeedy	MC042 MC144 MC074 MC017 MC161 MC146 MC045	cheedar chldaiin chdy okain checthy chealror olkeedy	342c3f0777337648f4b3 d72f71baff01cd0a0406 6f7ff8287eddf4da9fdb 1645e612504fcef59ced e0b630cb1b5df5e7105b d788d8d72d41b25a3c71 3b70942557b3a40e8030	342c3f0777337648f4b3 d72f71baff01cd0a0406 6f7ff8287eddf4da9fdb 1645e612504fcef59ced e0b630cb1b5df5e7105b d788d8d72d41b25a3c71 3b70942557b3a40e8030	von dort umsetzen -> Absetzmaß -> umsetzen -> eine Portion zugeben -> bereit -> Ansatz von dort zur Zielstelle -> länger sammeln; Schluss	von dort umsetzen -> Absetzmaß -> umsetzen -> eine Portion zugeben -> bereit -> Ansatz von dort zur Zielstelle -> länger sammeln; Schluss	PASS	PASS	NO
B3-S026	S2_Q_CELL_SCRIBE	cheedar chldaiin chdy okain checthy chealror olkeedy	MC042 MC144 MC074 MC017 MC161 MC146 MC045	cheedar chldaiin chdy okain checthy chealror olkeedy	342c3f0777337648f4b3 d72f71baff01cd0a0406 6f7ff8287eddf4da9fdb 1645e612504fcef59ced e0b630cb1b5df5e7105b d788d8d72d41b25a3c71 3b70942557b3a40e8030	342c3f0777337648f4b3 d72f71baff01cd0a0406 6f7ff8287eddf4da9fdb 1645e612504fcef59ced e0b630cb1b5df5e7105b d788d8d72d41b25a3c71 3b70942557b3a40e8030	von dort umsetzen -> Absetzmaß -> umsetzen -> eine Portion zugeben -> bereit -> Ansatz von dort zur Zielstelle -> länger sammeln; Schluss	von dort umsetzen -> Absetzmaß -> umsetzen -> eine Portion zugeben -> bereit -> Ansatz von dort zur Zielstelle -> länger sammeln; Schluss	PASS	PASS	NO
B3-S026	S3_S_LINE_SCRIBE	cheedar chldaiin chdy okain checthy chealror solkeedy	MC042 MC144 MC074 MC017 MC161 MC146 MC045	cheedar chldaiin chdy okain checthy chealror olkeedy	342c3f0777337648f4b3 d72f71baff01cd0a0406 6f7ff8287eddf4da9fdb 1645e612504fcef59ced e0b630cb1b5df5e7105b d788d8d72d41b25a3c71 3b70942557b3a40e8030	342c3f0777337648f4b3 d72f71baff01cd0a0406 6f7ff8287eddf4da9fdb 1645e612504fcef59ced e0b630cb1b5df5e7105b d788d8d72d41b25a3c71 3b70942557b3a40e8030	von dort umsetzen -> Absetzmaß -> umsetzen -> eine Portion zugeben -> bereit -> Ansatz von dort zur Zielstelle -> länger sammeln; Schluss	von dort umsetzen -> Absetzmaß -> umsetzen -> eine Portion zugeben -> bereit -> Ansatz von dort zur Zielstelle -> länger sammeln; Schluss	PASS	PASS	NO
B3-S026	S4_MIXED_COMPACT	cheedar chldaiin chdy okain shcthy chealror olkeedy	MC042 MC144 MC074 MC017 MC161 MC146 MC045	cheedar chldaiin chdy okain checthy chealror olkeedy	342c3f0777337648f4b3 d72f71baff01cd0a0406 6f7ff8287eddf4da9fdb 1645e612504fcef59ced e0b630cb1b5df5e7105b d788d8d72d41b25a3c71 3b70942557b3a40e8030	342c3f0777337648f4b3 d72f71baff01cd0a0406 6f7ff8287eddf4da9fdb 1645e612504fcef59ced e0b630cb1b5df5e7105b d788d8d72d41b25a3c71 3b70942557b3a40e8030	von dort umsetzen -> Absetzmaß -> umsetzen -> eine Portion zugeben -> bereit -> Ansatz von dort zur Zielstelle -> länger sammeln; Schluss	von dort umsetzen -> Absetzmaß -> umsetzen -> eine Portion zugeben -> bereit -> Ansatz von dort zur Zielstelle -> länger sammeln; Schluss	PASS	PASS	NO
B3-S027	S1_BARE_MASTER	qoteedy	MC173	qoteedy	ff178343c18e287ce3b7	ff178343c18e287ce3b7	lange Folge; Schluss	lange Folge; Schluss	PASS	PASS	NO
B3-S027	S2_Q_CELL_SCRIBE	qoteedy	MC173	qoteedy	ff178343c18e287ce3b7	ff178343c18e287ce3b7	lange Folge; Schluss	lange Folge; Schluss	PASS	PASS	NO
B3-S027	S3_S_LINE_SCRIBE	qoteedy	MC173	qoteedy	ff178343c18e287ce3b7	ff178343c18e287ce3b7	lange Folge; Schluss	lange Folge; Schluss	PASS	PASS	NO
B3-S027	S4_MIXED_COMPACT	qoteedy	MC173	qoteedy	ff178343c18e287ce3b7	ff178343c18e287ce3b7	lange Folge; Schluss	lange Folge; Schluss	PASS	PASS	NO
B3-S028	S1_BARE_MASTER	okeey qokedy	MC002 MC083	okeey qokedy	0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	länger ansetzen -> kurz ansetzen; Schluss	länger ansetzen -> kurz ansetzen; Schluss	PASS	PASS	NO
B3-S028	S2_Q_CELL_SCRIBE	qokeey qokedy	MC002 MC083	okeey qokedy	0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	länger ansetzen -> kurz ansetzen; Schluss	länger ansetzen -> kurz ansetzen; Schluss	PASS	PASS	NO
B3-S028	S3_S_LINE_SCRIBE	okeey qokedy	MC002 MC083	okeey qokedy	0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	länger ansetzen -> kurz ansetzen; Schluss	länger ansetzen -> kurz ansetzen; Schluss	PASS	PASS	NO
B3-S028	S4_MIXED_COMPACT	qokeey qokedy	MC002 MC083	okeey qokedy	0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	länger ansetzen -> kurz ansetzen; Schluss	länger ansetzen -> kurz ansetzen; Schluss	PASS	PASS	NO
B3-S029	S1_BARE_MASTER	cheol cheeety qokedy	MC153 MC094 MC083	cheol cheeety qokedy	dcda95c81a5460feb191 9247e38d29c79a0d2fa5 7db18b2f0fb7ed0fcfd3	dcda95c81a5460feb191 9247e38d29c79a0d2fa5 7db18b2f0fb7ed0fcfd3	fortsetzen -> ganzen Teilposten -> kurz ansetzen; Schluss	fortsetzen -> ganzen Teilposten -> kurz ansetzen; Schluss	PASS	PASS	NO
B3-S029	S2_Q_CELL_SCRIBE	qol cheeety qokedy	MC153 MC094 MC083	cheol cheeety qokedy	dcda95c81a5460feb191 9247e38d29c79a0d2fa5 7db18b2f0fb7ed0fcfd3	dcda95c81a5460feb191 9247e38d29c79a0d2fa5 7db18b2f0fb7ed0fcfd3	fortsetzen -> ganzen Teilposten -> kurz ansetzen; Schluss	fortsetzen -> ganzen Teilposten -> kurz ansetzen; Schluss	PASS	PASS	NO
B3-S029	S3_S_LINE_SCRIBE	sol cheeety qokedy	MC153 MC094 MC083	cheol cheeety qokedy	dcda95c81a5460feb191 9247e38d29c79a0d2fa5 7db18b2f0fb7ed0fcfd3	dcda95c81a5460feb191 9247e38d29c79a0d2fa5 7db18b2f0fb7ed0fcfd3	fortsetzen -> ganzen Teilposten -> kurz ansetzen; Schluss	fortsetzen -> ganzen Teilposten -> kurz ansetzen; Schluss	PASS	PASS	NO
B3-S029	S4_MIXED_COMPACT	sol cheeety qokedy	MC153 MC094 MC083	cheol cheeety qokedy	dcda95c81a5460feb191 9247e38d29c79a0d2fa5 7db18b2f0fb7ed0fcfd3	dcda95c81a5460feb191 9247e38d29c79a0d2fa5 7db18b2f0fb7ed0fcfd3	fortsetzen -> ganzen Teilposten -> kurz ansetzen; Schluss	fortsetzen -> ganzen Teilposten -> kurz ansetzen; Schluss	PASS	PASS	NO
B3-S030	S1_BARE_MASTER	choky aiin schedair otchedy	MC026 MC039 MC116 MC057	choky aiin schedair otchedy	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065 b154ff779abe5f196c80 4de12cf322dfb76ded1e	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065 b154ff779abe5f196c80 4de12cf322dfb76ded1e	Posten ansetzen -> Sollmaß -> Wasser weiterleiten -> Folgeumsetzung; Schluss	Posten ansetzen -> Sollmaß -> Wasser weiterleiten -> Folgeumsetzung; Schluss	PASS	PASS	NO
B3-S030	S2_Q_CELL_SCRIBE	qoky aiin schedair otchedy	MC026 MC039 MC116 MC057	choky aiin schedair otchedy	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065 b154ff779abe5f196c80 4de12cf322dfb76ded1e	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065 b154ff779abe5f196c80 4de12cf322dfb76ded1e	Posten ansetzen -> Sollmaß -> Wasser weiterleiten -> Folgeumsetzung; Schluss	Posten ansetzen -> Sollmaß -> Wasser weiterleiten -> Folgeumsetzung; Schluss	PASS	PASS	NO
B3-S030	S3_S_LINE_SCRIBE	choky aiin schedair otchedy	MC026 MC039 MC116 MC057	choky aiin schedair otchedy	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065 b154ff779abe5f196c80 4de12cf322dfb76ded1e	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065 b154ff779abe5f196c80 4de12cf322dfb76ded1e	Posten ansetzen -> Sollmaß -> Wasser weiterleiten -> Folgeumsetzung; Schluss	Posten ansetzen -> Sollmaß -> Wasser weiterleiten -> Folgeumsetzung; Schluss	PASS	PASS	NO
B3-S030	S4_MIXED_COMPACT	qoky aiin schedair otchedy	MC026 MC039 MC116 MC057	choky aiin schedair otchedy	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065 b154ff779abe5f196c80 4de12cf322dfb76ded1e	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065 b154ff779abe5f196c80 4de12cf322dfb76ded1e	Posten ansetzen -> Sollmaß -> Wasser weiterleiten -> Folgeumsetzung; Schluss	Posten ansetzen -> Sollmaß -> Wasser weiterleiten -> Folgeumsetzung; Schluss	PASS	PASS	NO
B3-S031	S1_BARE_MASTER	qokeedy	MC082	qokeedy	7d25241b0e56c836372a	7d25241b0e56c836372a	länger ansetzen; Schluss	länger ansetzen; Schluss	PASS	PASS	NO
B3-S031	S2_Q_CELL_SCRIBE	qokeedy	MC082	qokeedy	7d25241b0e56c836372a	7d25241b0e56c836372a	länger ansetzen; Schluss	länger ansetzen; Schluss	PASS	PASS	NO
B3-S031	S3_S_LINE_SCRIBE	qokeedy	MC082	qokeedy	7d25241b0e56c836372a	7d25241b0e56c836372a	länger ansetzen; Schluss	länger ansetzen; Schluss	PASS	PASS	NO
B3-S031	S4_MIXED_COMPACT	qokeedy	MC082	qokeedy	7d25241b0e56c836372a	7d25241b0e56c836372a	länger ansetzen; Schluss	länger ansetzen; Schluss	PASS	PASS	NO
