group_serial	page	diagram_id	locus	group_in_locus	opaque_group_id	namespace_id	visible_owner	compiler_track	locate_step	read_step	record_step	orientation	crosspage_join	prose_primitive_import	creative_page_default
339	f69v	A3	f69v.3	6	A3:G084	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 6 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
340	f69v	A3	f69v.3	7	A3:G085	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 7 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
341	f69v	A3	f69v.3	8	A3:G086	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 8 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
342	f69v	A3	f69v.3	9	A3:G087	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 9 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
343	f69v	A3	f69v.3	10	A3:G088	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 10 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
344	f69v	A3	f69v.3	11	A3:G089	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 11 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
345	f69v	A3	f69v.3	12	A3:G090	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 12 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
346	f69v	A3	f69v.3	13	A3:G091	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 13 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
347	f69v	A3	f69v.3	14	A3:G092	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 14 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
348	f69v	A3	f69v.3	15	A3:G093	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 15 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
349	f69v	A3	f69v.3	16	A3:G094	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 16 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
350	f69v	A3	f69v.3	17	A3:G095	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 17 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
351	f69v	A3	f69v.3	18	A3:G096	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 18 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
352	f69v	A3	f69v.3	19	A3:G097	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 19 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
353	f69v	A3	f69v.3	20	A3:G098	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 20 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
354	f69v	A3	f69v.3	21	A3:G099	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 21 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
355	f69v	A3	f69v.3	22	A3:G100	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 22 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
356	f69v	A3	f69v.3	23	A3:G101	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 23 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
357	f69v	A3	f69v.3	24	A3:G102	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 24 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
358	f69v	A3	f69v.3	25	A3:G103	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 25 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
359	f69v	A3	f69v.3	26	A3:G104	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 26 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
360	f69v	A3	f69v.3	27	A3:G105	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 27 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
361	f69v	A3	f69v.3	28	A3:G106	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 28 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
362	f69v	A3	f69v.3	29	A3:G107	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.3 IN F69_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 29 OF 29	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
363	f69v	A3	f69v.4	1	A3:G108	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_01	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.4 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
364	f69v	A3	f69v.4	2	A3:G109	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_01	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.4 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
365	f69v	A3	f69v.5	1	A3:G110	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_02	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.5 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
366	f69v	A3	f69v.5	2	A3:G111	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_02	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.5 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
367	f69v	A3	f69v.6	1	A3:G112	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_03	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.6 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
368	f69v	A3	f69v.7	1	A3:G113	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_04	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.7 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
369	f69v	A3	f69v.8	1	A3:G114	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_05	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.8 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
370	f69v	A3	f69v.9	1	A3:G115	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_06	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.9 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
371	f69v	A3	f69v.10	1	A3:G116	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_07	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.10 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
372	f69v	A3	f69v.11	1	A3:G117	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_08	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.11 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
373	f69v	A3	f69v.12	1	A3:G118	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_09	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.12 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
374	f69v	A3	f69v.13	1	A3:G119	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_10	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.13 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
375	f69v	A3	f69v.14	1	A3:G120	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_11	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.14 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
376	f69v	A3	f69v.15	1	A3:G121	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_12	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.15 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
377	f69v	A3	f69v.16	1	A3:G122	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_13	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.16 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
378	f69v	A3	f69v.17	1	A3:G123	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_14	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.17 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
379	f69v	A3	f69v.18	1	A3:G124	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_15	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.18 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
380	f69v	A3	f69v.19	1	A3:G125	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_16	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.19 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
381	f69v	A3	f69v.20	1	A3:G126	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_17	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.20 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
382	f69v	A3	f69v.21	1	A3:G127	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_18	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.21 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
383	f69v	A3	f69v.22	1	A3:G128	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_19	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.22 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
384	f69v	A3	f69v.23	1	A3:G129	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_20	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.23 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
385	f69v	A3	f69v.24	1	A3:G130	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_21	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.24 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
386	f69v	A3	f69v.25	1	A3:G131	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_22	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.25 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
387	f69v	A3	f69v.25	2	A3:G132	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_22	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.25 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
388	f69v	A3	f69v.26	1	A3:G133	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_23	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.26 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
389	f69v	A3	f69v.26	2	A3:G134	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_23	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.26 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
390	f69v	A3	f69v.27	1	A3:G135	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_24	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.27 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
391	f69v	A3	f69v.28	1	A3:G136	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_25	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.28 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
392	f69v	A3	f69v.29	1	A3:G137	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_26	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.29 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
393	f69v	A3	f69v.30	1	A3:G138	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_27	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.30 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
394	f69v	A3	f69v.31	1	A3:G139	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_28	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.31 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
395	f69v	A3	f69v.31	2	A3:G140	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_28	ASTRO_LOCATE_READ_RECORD	LOCATE f69v.31 IN F69_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Drei getrennte Himmels-Bedingungsräder
