world	frequency_degree_gain_bits	topology_only_gain_bits	full_incidence_gain_bits	max_three_gain_bits
1810	-53385.632210260352	-38025.816871437353	-73061.467761138221	-38025.816871437353
1811	-51868.169855966989	-32382.891755909448	-68973.090814899828	-32382.891755909448
1812	-50722.242544427776	-35606.186982718449	-69491.394824192277	-35606.186982718449
1813	-50637.762559968192	-35833.892426246013	-70251.973843666303	-35833.892426246013
1814	-50213.491736102100	-34201.113430861129	-68733.334473369614	-34201.113430861129
1815	-47403.833544210800	-35750.950560628349	-66997.490123244206	-35750.950560628349
1816	-49358.717049276725	-34533.611543079402	-68073.664557764874	-34533.611543079402
1817	-50682.525846837663	-36863.224434333177	-70127.013272790704	-36863.224434333177
1818	-50724.444176482612	-36495.194267229825	-70494.305189013132	-36495.194267229825
1819	-52351.072591783755	-35218.608941395069	-71945.155343903083	-35218.608941395069
1820	-47993.263750600971	-35100.504101874074	-68083.220210834246	-35100.504101874074
1821	-49675.142851346769	-32415.371875667322	-68079.303131425302	-32415.371875667322
1822	-49293.794963712535	-37151.230316131448	-69293.078804814213	-37151.230316131448
1823	-48969.227027835193	-33491.364085647001	-68668.953204829450	-33491.364085647001
1824	-51924.314060428427	-35493.285300040130	-70366.834995624391	-35493.285300040130
1825	-50133.253317157069	-36755.005092451713	-70779.892092345399	-36755.005092451713
1826	-53757.809930205665	-36626.265705688871	-72964.611099846370	-36626.265705688871
1827	-46489.497626097815	-32861.749176178273	-65770.908895533590	-32861.749176178273
1828	-50666.008133782016	-32947.842899758733	-69481.991011418897	-32947.842899758733
1829	-51232.760066958886	-35306.463287789244	-70920.698001667450	-35306.463287789244
1830	-49599.944110340351	-34329.566692149237	-69339.404039795569	-34329.566692149237
1831	-51067.622260079603	-35333.349403856824	-69717.745817020084	-35333.349403856824
1832	-49570.192113330566	-34572.277993071424	-68489.986353656088	-34572.277993071424
1833	-52400.210580247018	-35229.867063815844	-72035.708794924300	-35229.867063815844
1834	-50782.088014987807	-35519.280387510560	-70521.778253959725	-35519.280387510560
1835	-49293.117203398382	-32423.085935798441	-68232.354014452387	-32423.085935798441
1836	-51665.639532807450	-34334.178092585556	-70023.521697893084	-34334.178092585556
1837	-49773.151789046162	-34195.150585615505	-68367.550007987840	-34195.150585615505
1838	-50852.149067367762	-37467.639851474618	-71222.859981213420	-37467.639851474618
1839	-48988.581487237141	-33970.712502011840	-68464.150611064426	-33970.712502011840
1840	-50549.267693720496	-34552.800673354686	-69561.006049200572	-34552.800673354686
1841	-49648.998126327766	-35119.186258829162	-68266.425564659061	-35119.186258829162
1842	-51383.557983382612	-32448.503367443616	-69200.880018458847	-32448.503367443616
1843	-49860.845035392857	-35531.461809253451	-69719.584352996957	-35531.461809253451
1844	-51585.736347181199	-36232.520096070773	-71016.364057850165	-36232.520096070773
1845	-49664.932105907086	-35314.011444362717	-69636.769251883627	-35314.011444362717
1846	-51067.789410482364	-34036.286535444982	-70077.124721578919	-34036.286535444982
1847	-49416.826989853616	-34203.450390804603	-68041.292761940727	-34203.450390804603
1848	-49969.106099350625	-32461.432188873994	-69004.274854476418	-32461.432188873994
1849	-50905.341941566629	-36249.981167025318	-70956.431324676596	-36249.981167025318
1850	-48818.043473910140	-33554.515477371016	-67600.085404579120	-33554.515477371016
1851	-50670.421282098570	-35746.970469586136	-70298.913373087489	-35746.970469586136
1852	-51994.952683064184	-35859.453204410929	-71657.391130266755	-35859.453204410929
1853	-50560.983702254882	-37158.622521383310	-70169.615113843261	-37158.622521383310
1854	-49667.527460736608	-35231.046649055184	-68430.705543367847	-35231.046649055184
1855	-50865.674664498372	-34857.987619634936	-70616.933574585608	-34857.987619634936
1856	-52665.853562863573	-36648.958095856106	-71670.876060755443	-36648.958095856106
1857	-50977.040919969142	-35650.367431252002	-69081.501620204945	-35650.367431252002
1858	-50145.749990525655	-33658.480984110822	-69035.136089949054	-33658.480984110822
1859	-52702.874629823011	-37349.786468254511	-72489.549887279136	-37349.786468254511
1860	-49591.397740090855	-33022.556198675520	-69713.308031046661	-33022.556198675520
1861	-50285.808795701923	-36989.556097196692	-69801.060586252846	-36989.556097196692
1862	-47405.646998584736	-33185.278041587721	-66385.211630276593	-33185.278041587721
1863	-48957.684724936786	-33379.483372035451	-68252.921444830732	-33379.483372035451
1864	-49730.273272033162	-33926.714218665293	-68905.328054694211	-33926.714218665293
1865	-50324.723360263401	-34553.395297005976	-68678.666558649071	-34553.395297005976
1866	-47996.721814931181	-33541.507822550368	-67310.448820223115	-33541.507822550368
1867	-47513.018760854327	-35125.880779166626	-67711.340431057935	-35125.880779166626
1868	-48939.470627643313	-33350.497868948347	-68315.913187700047	-33350.497868948347
1869	-51166.127658148776	-33919.741081408814	-70954.051224709823	-33919.741081408814
1870	-49612.608985717074	-34378.736600630800	-68458.363416161286	-34378.736600630800
1871	-52874.767644430634	-38889.611899277719	-72739.480580295989	-38889.611899277719
1872	-49874.472202474513	-35463.392173177606	-68614.024794590587	-35463.392173177606
1873	-48294.050140524923	-33992.465261467354	-67481.096458654763	-33992.465261467354
1874	-48723.128964919371	-33226.670549517323	-67102.219611567925	-33226.670549517323
1875	-49959.756889963195	-34516.786168098915	-68512.107469531169	-34516.786168098915
1876	-49054.050876271409	-33444.923264254699	-67560.385846535064	-33444.923264254699
1877	-48477.673129129333	-36288.959270263920	-67471.449808780992	-36288.959270263920
1878	-49670.507989920341	-34984.837578398954	-69737.605693558842	-34984.837578398954
1879	-49116.737845959586	-35801.769555337953	-68440.308757937950	-35801.769555337953
1880	-49797.648230734252	-35075.504360369654	-69853.484395998996	-35075.504360369654
1881	-51480.924983856341	-34988.621296074518	-71535.128459009851	-34988.621296074518
1882	-51095.021619415849	-34661.817807684572	-71193.471622883662	-34661.817807684572
1883	-49545.107879670701	-34956.632807330956	-70261.299874188844	-34956.632807330956
1884	-48064.926541395173	-31227.575032573219	-66941.163761043746	-31227.575032573219
1885	-49488.646653878102	-34402.518836123891	-68960.209106397422	-34402.518836123891
1886	-48852.042756427392	-31267.461465618897	-66926.154971916680	-31267.461465618897
1887	-48414.768005597478	-35035.663410437286	-68942.245342671580	-35035.663410437286
1888	-50163.441964281432	-35847.930568946394	-70172.836323717274	-35847.930568946394
1889	-47852.353293134220	-33440.485638343263	-66507.877140237557	-33440.485638343263
1890	-50957.783838733238	-35638.961333341438	-70592.669811946645	-35638.961333341438
1891	-50168.283909597041	-36749.144417971533	-70284.202055915986	-36749.144417971533
1892	-48360.051793235034	-34747.526180231864	-67170.808942104588	-34747.526180231864
1893	-48771.359953221086	-32374.682309108477	-67193.791091137828	-32374.682309108477
1894	-51252.202999290224	-35215.521951234601	-70264.381409626803	-35215.521951234601
1895	-51169.389792162743	-35179.499184923967	-70230.128504957291	-35179.499184923967
1896	-49338.866582092342	-34757.383920437613	-69327.649630521046	-34757.383920437613
1897	-47632.751483495311	-34830.037713418409	-67361.469260599246	-34830.037713418409
1898	-50438.764581545380	-34038.985350681854	-69538.746448490710	-34038.985350681854
1899	-48505.241903170005	-33595.232903027056	-67738.303003983077	-33595.232903027056
1900	-48817.523147225787	-33047.339556555431	-68092.148090493443	-33047.339556555431
1901	-50896.011657715484	-34252.398229665923	-69223.202440869776	-34252.398229665923
1902	-50240.667493595305	-38010.041912099558	-69884.685663111639	-38010.041912099558
1903	-50396.040492914093	-34333.517755414126	-69671.125274830672	-34333.517755414126
1904	-48346.967858613352	-33751.476239513613	-67754.911745105856	-33751.476239513613
1905	-50434.297435652326	-34927.705557909649	-70387.593009564996	-34927.705557909649
1906	-51291.676656104064	-33995.560026024017	-71329.344956456698	-33995.560026024017
1907	-48187.119901268794	-30567.946286284412	-66269.901585263709	-30567.946286284412
1908	-50128.251025980055	-32949.383504347061	-68938.636567447975	-32949.383504347061
1909	-49777.926198887253	-35138.972199517324	-69290.915756871080	-35138.972199517324
1910	-48228.981325830959	-33538.978317380366	-67304.977417192466	-33538.978317380366
1911	-50095.417405853943	-34778.433390012142	-69394.889295400251	-34778.433390012142
1912	-48933.585994379326	-32812.977200387941	-67708.952677425856	-32812.977200387941
1913	-49622.411128106185	-30205.437882751947	-68705.027605202937	-30205.437882751947
1914	-47752.832793892572	-34072.810961733725	-66906.249784114305	-34072.810961733725
1915	-49020.469765570451	-32839.415523674499	-66850.178786978169	-32839.415523674499
1916	-49827.604845053553	-36481.554791825009	-69395.936713578878	-36481.554791825009
1917	-49104.235861016517	-34334.376185330308	-68341.678428918807	-34334.376185330308
1918	-51652.380447043179	-33468.656551726650	-69636.936728959787	-33468.656551726650
1919	-52381.117827443399	-35235.317470237380	-70406.844424483294	-35235.317470237380
1920	-51157.411589475108	-34473.546397124046	-70790.789573163041	-34473.546397124046
1921	-49646.128910984575	-34191.435571799608	-68779.381265202101	-34191.435571799608
1922	-49641.668535247183	-32329.383209940930	-68569.924403109893	-32329.383209940930
1923	-51591.141539269658	-35423.128234060285	-70754.144394161514	-35423.128234060285
1924	-49893.318163847536	-33829.935080819712	-68184.335376133036	-33829.935080819712
1925	-49091.306332864297	-35088.614122349107	-68097.896380381528	-35088.614122349107
1926	-49600.049549947908	-34614.078005673611	-68261.441084408070	-34614.078005673611
1927	-48841.108171143926	-33849.527256815636	-68692.525527376521	-33849.527256815636
1928	-48712.203908881012	-36366.046192830021	-69718.159769326783	-36366.046192830021
1929	-50230.815194304887	-32345.769809721507	-68761.357706962590	-32345.769809721507
1930	-53125.563894151252	-34037.832453743555	-71854.219792660049	-34037.832453743555
1931	-51865.751349566679	-35088.005990997895	-71195.420197676111	-35088.005990997895
1932	-49700.655666498657	-32098.990579479516	-67517.921819478506	-32098.990579479516
1933	-48145.446654920954	-32345.838420313077	-66326.195777638437	-32345.838420313077
1934	-49714.548362665097	-33738.909361928279	-67017.219733062229	-33738.909361928279
1935	-48634.233729614141	-33670.450636936068	-66972.316372109621	-33670.450636936068
1936	-51557.849694357938	-33999.050772435883	-71416.536700811266	-33999.050772435883
1937	-49844.015870863273	-34048.687999881629	-68865.394805488613	-34048.687999881629
1938	-49878.988611298715	-34321.998096299030	-70196.532394177048	-34321.998096299030
1939	-52314.959376541745	-37377.525280792659	-72125.804304040532	-37377.525280792659
1940	-50502.614778317053	-35121.277670570351	-70746.807960820821	-35121.277670570351
1941	-48339.066575355435	-32358.477239257416	-67632.683878365395	-32358.477239257416
1942	-53132.376391421487	-34206.169835735389	-72325.355577312934	-34206.169835735389
1943	-50990.210922030288	-34624.981279778855	-71187.344936308087	-34624.981279778855
1944	-50306.884721978509	-33988.772174060054	-69851.904609011035	-33988.772174060054
1945	-48512.062602935403	-33782.319402079884	-66834.548835973808	-33782.319402079884
1946	-51021.306433061058	-35278.920262447959	-70953.802707038325	-35278.920262447959
1947	-53368.559241583011	-35884.450384600917	-72278.202705403848	-35884.450384600917
1948	-52868.612697451375	-35045.357148505049	-72716.942131475167	-35045.357148505049
1949	-49872.360909506315	-38863.453611299570	-70490.205777146519	-38863.453611299570
1950	-47872.737477223782	-34124.773743077007	-67287.525846053817	-34124.773743077007
1951	-49562.082966902883	-33538.987334725767	-69461.013044113177	-33538.987334725767
1952	-48808.820109245797	-31761.427210132042	-68224.161911149073	-31761.427210132042
1953	-49356.081304608408	-34341.380323308142	-68066.001847618711	-34341.380323308142
1954	-51435.102624642444	-35988.017437533956	-71197.369727988102	-35988.017437533956
1955	-52070.703233877146	-33633.276683164513	-69555.297579295031	-33633.276683164513
1956	-50690.670814866964	-36456.043104396216	-70691.550688873016	-36456.043104396216
1957	-48432.181657456938	-35493.189110230436	-67234.772067265367	-35493.189110230436
1958	-49466.972753889073	-33979.561068661766	-68868.091493547487	-33979.561068661766
1959	-50449.617624299091	-37271.554866373583	-70301.039051884989	-37271.554866373583
1960	-51563.284394099152	-33933.996547707051	-70377.853576256588	-33933.996547707051
1961	-49523.325450832141	-32937.115120431721	-68374.802277989249	-32937.115120431721
1962	-51280.387907699253	-33988.705472367030	-70122.141971164965	-33988.705472367030
1963	-48321.361963710900	-33054.242711152394	-66967.284562042390	-33054.242711152394
1964	-51881.603402489382	-35127.784794266699	-71110.137322576571	-35127.784794266699
1965	-48206.261423718752	-35104.942860008618	-68346.587282079636	-35104.942860008618
1966	-50640.639053019346	-35242.442572526837	-70461.531977257997	-35242.442572526837
1967	-49927.755757755913	-35506.706634650021	-68933.725316438358	-35506.706634650021
1968	-50050.317664513794	-33857.498539736778	-68735.780355166615	-33857.498539736778
1969	-52912.318397267270	-36728.721781127191	-71927.110872803314	-36728.721781127191
1970	-48764.218980325684	-33578.236775901787	-67751.781175751006	-33578.236775901787
1971	-51407.185381055926	-36255.953355864585	-71206.508435468568	-36255.953355864585
1972	-50589.034217281034	-32508.121241835004	-69645.987823791947	-32508.121241835004
1973	-47710.488849096138	-34137.688774636023	-67528.872547623396	-34137.688774636023
1974	-50017.039021134937	-33095.707805614220	-69043.640375568895	-33095.707805614220
1975	-49375.767141103235	-34809.318877426762	-68339.680993348768	-34809.318877426762
1976	-48801.441314712742	-35274.403040329875	-68917.241943426721	-35274.403040329875
1977	-48955.442904770651	-34306.234433064667	-68588.707387784525	-34306.234433064667
1978	-50364.169620344881	-37103.450825994631	-69518.414612961555	-37103.450825994631
1979	-49747.928555474697	-33914.074998159893	-67882.696253573304	-33914.074998159893
1980	-48318.431236573735	-31934.045883912757	-67865.116220845390	-31934.045883912757
1981	-49566.581595842079	-35039.279904535637	-69222.434393203410	-35039.279904535637
1982	-52617.473403529904	-35206.242631095141	-71872.460669988475	-35206.242631095141
1983	-51685.062649955165	-34160.166799635925	-70368.635791219276	-34160.166799635925
1984	-49521.361428699078	-34319.967109583093	-70359.271537529858	-34319.967109583093
1985	-49943.572961429301	-33370.661509972284	-69310.396347481685	-33370.661509972284
1986	-51331.207689153605	-33384.376523981977	-70217.358402698053	-33384.376523981977
1987	-49123.777361908222	-33432.271145123028	-67848.571252966867	-33432.271145123028
1988	-49381.757943586039	-34384.249751742369	-69881.937640965567	-34384.249751742369
1989	-50804.839554682709	-32688.171668592244	-69394.017325589259	-32688.171668592244
1990	-49043.788893190562	-35399.159701486780	-69730.046109405186	-35399.159701486780
1991	-51245.523053710145	-34911.362178843061	-70650.237490080006	-34911.362178843061
1992	-48919.208381776909	-32823.296888533121	-67913.684100881233	-32823.296888533121
1993	-51479.179399134693	-33856.497449690716	-71432.693385105595	-33856.497449690716
1994	-50552.846293226597	-34320.646780511415	-69580.712364146690	-34320.646780511415
1995	-49726.754254191510	-33210.600609442503	-68442.214556537147	-33210.600609442503
1996	-51193.383181223973	-32647.370254325953	-69754.520940399656	-32647.370254325953
1997	-49054.000374882111	-34452.457500298413	-68884.914454741054	-34452.457500298413
1998	-49152.475313345800	-33068.145863318292	-67790.292831488186	-33068.145863318292
1999	-49856.688599862951	-33754.826813276843	-69095.585838742292	-33754.826813276843
2000	-50728.485059357190	-34648.911691401619	-70179.085545918730	-34648.911691401619
2001	-47076.234601909666	-32646.472219179752	-66179.629027143339	-32646.472219179752
2002	-48784.892711207023	-34682.006027165735	-68262.357063874195	-34682.006027165735
2003	-49159.429435668913	-33898.401319433950	-68372.100554729390	-33898.401319433950
2004	-49211.324889660267	-32896.785517528428	-67409.283496037329	-32896.785517528428
2005	-49551.987644847533	-30933.747079844492	-66935.966081562743	-30933.747079844492
2006	-48815.176767023389	-35137.076386342836	-68957.083909111243	-35137.076386342836
2007	-49993.525595646730	-32608.208041111153	-68959.201153863236	-32608.208041111153
2008	-50200.082733965042	-35816.964736601687	-70666.290874155835	-35816.964736601687
2009	-47075.326473304391	-32352.602701660497	-65298.775078903054	-32352.602701660497
2010	-50503.941612379516	-34376.596769732678	-68968.809500503965	-34376.596769732678
2011	-50324.463078300534	-33670.485412117559	-69250.826536765817	-33670.485412117559
2012	-50740.817978773062	-33682.766233656366	-70012.535476652425	-33682.766233656366
2013	-49079.551679261407	-35499.648857417793	-68350.599588097291	-35499.648857417793
2014	-52943.480708705363	-35887.256318970030	-71880.868710893905	-35887.256318970030
2015	-47715.765412499830	-34394.123407552084	-66987.631246462101	-34394.123407552084
2016	-50947.507295326701	-34252.648621388798	-69390.163321667409	-34252.648621388798
2017	-49492.911644366715	-35745.009013100040	-68727.514614538290	-35745.009013100040
2018	-50991.009519755920	-35754.924840797881	-71064.694772280011	-35754.924840797881
2019	-47546.039903472883	-31683.983235246309	-65536.211251148387	-31683.983235246309
2020	-51793.484032208275	-36047.943629143359	-72356.571833749651	-36047.943629143359
2021	-49955.189305689477	-34135.100080167751	-68944.138455092383	-34135.100080167751
2022	-50201.144875285900	-34589.325420169611	-68942.091445195285	-34589.325420169611
2023	-49795.457087735478	-32285.977116187329	-68504.629468890707	-32285.977116187329
2024	-50852.713296556634	-34285.845386571309	-70202.635452472619	-34285.845386571309
2025	-48369.999127677671	-35481.816807062620	-66850.394232871709	-35481.816807062620
2026	-51728.283623861535	-37907.070147086837	-72014.136391411637	-37907.070147086837
2027	-49701.998803159433	-36685.973145730735	-68781.178163631121	-36685.973145730735
2028	-47381.096733054997	-31746.189234219361	-65848.816707471968	-31746.189234219361
2029	-51061.067729672577	-36326.605847369865	-70997.825226152141	-36326.605847369865
2030	-49973.361574677750	-34267.069033589964	-69896.054391918457	-34267.069033589964
2031	-50027.319651566140	-33354.591056995996	-68555.450674007123	-33354.591056995996
2032	-51923.810124837612	-35986.264125639238	-70927.798885146054	-35986.264125639238
2033	-47733.935807836504	-34572.659829200697	-67493.151927428058	-34572.659829200697
2034	-48989.378725585600	-32488.351702241278	-66683.794952055468	-32488.351702241278
2035	-50347.964231924314	-34854.814294759351	-68855.158001514443	-34854.814294759351
2036	-50552.522889049069	-34785.573040106254	-69155.507692612169	-34785.573040106254
2037	-47762.366195070623	-33297.207252891145	-67274.623701975084	-33297.207252891145
2038	-50452.605152732620	-33273.448050684601	-69023.353159742779	-33273.448050684601
2039	-47363.042941103020	-33581.920090842039	-66662.864117045101	-33581.920090842039
2040	-48303.297975103589	-33331.915530710881	-68566.178628424270	-33331.915530710881
2041	-50619.752643051557	-35242.713903884571	-70413.754134851697	-35242.713903884571
2042	-49400.300418365667	-33157.902752539252	-66827.216865759561	-33157.902752539252
2043	-50812.944804953826	-34786.269961402671	-69954.739305261392	-34786.269961402671
2044	-51208.598331230736	-34672.035748543021	-70058.334951708879	-34672.035748543021
2045	-52574.526686694597	-33344.110701016412	-71507.945364558764	-33344.110701016412
2046	-50499.285608757818	-35637.497510567380	-70567.700233060139	-35637.497510567380
2047	-51133.286038434147	-35136.281288060214	-70758.307183261772	-35136.281288060214
