assignment_ordinal	cohort	event_id	statement_id	physical_page	register	surface	recipe	argument_state_projection	argument_occurrence_in_recipe	argument_multiplicity_in_recipe	argument_sequence	argument	argument_value_de	argument_atom_position	recipe_atom_count	left_control	right_control	carrier_envelope	carrier_role	content_block	argument_position_in_block	left_content_before_argument	right_content_after_argument	is_last_argument_in_recipe	compact_carrier_reading_de	envelope_template_de	complete_carrier_reading_de	literal_projection_reading_de	statement_position	statement_final	current_reading_de	y_dy_atom_distinction	guard	substitution_family_id
137	OLD26_GDT407	G407-E1769	G407-S160	f75r	BIOLOGICAL	yshedy	Y+SH+E+DY	Y+DY	1	1	Y	Y	POSTEN	1	4	START	DY	START>A<DY	CLOSING_ARGUMENT	Y+SH+E	1	NONE	SH+E	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	SINGLETON_STATEMENT	YES	AKTIVER POSTEN · HALTEN · GRAD I · SCHLUSS	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
138	OLD26_GDT407	G407-E1773	G407-S164	f75r	BIOLOGICAL	otey	OT+E+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	E+Y	2	E	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INITIAL	NO	DANACH · GRAD I · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F03
139	OLD26_GDT407	G407-E1792	G407-S176	f75r	BIOLOGICAL	qoteey	OT+EE+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	EE+Y	2	EE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INITIAL	NO	DANACH · GRAD II · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F06
140	OLD26_GDT407	G407-E1795	G407-S177	f75r	BIOLOGICAL	yshedy	Y+SH+E+DY	Y+DY	1	1	Y	Y	POSTEN	1	4	START	DY	START>A<DY	CLOSING_ARGUMENT	Y+SH+E	1	NONE	SH+E	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	STATEMENT_FINAL	YES	AKTIVER POSTEN · HALTEN · GRAD I · SCHLUSS	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
141	OLD26_GDT407	G407-E1810	G407-S184	f75r	BIOLOGICAL	olaiin	OL+AIIN	OL+AIIN	1	1	AIIN	AIIN	WERT	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	AIIN	1	NONE	NONE	YES	FORTSETZEN · WERT	weiter mit ARG als aktuellem Träger	weiter mit dem Wert als aktuellem Träger	TRÄGER FORTSETZEN → WERT	STATEMENT_INTERNAL	NO	FORTSETZEN · WERT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
142	OLD26_GDT407	G407-E1819	G407-S186	f75r	BIOLOGICAL	oty	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
143	OLD26_GDT407	G407-E1832	G407-S192	f75r	BIOLOGICAL	olor	OL+OR	OL+OR	1	1	OR	OR	EINHEIT	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	OR	1	NONE	NONE	YES	FORTSETZEN · EINHEIT	weiter mit ARG als aktuellem Träger	weiter mit der Einheit als aktuellem Träger	TRÄGER FORTSETZEN → EINHEIT	STATEMENT_FINAL	YES	FORTSETZEN · EINHEIT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
144	OLD26_GDT407	G407-E1833	G407-S193	f76r	BIOLOGICAL	potchokor	P+OT+CH+OK+OR	OT+OR	1	1	OR	OR	EINHEIT	5	5	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	CH+OK+OR	3	CH+OK	NONE	YES	DANACH · EINHEIT	danach ARG als nächsten Träger eröffnen	danach die Einheit als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → EINHEIT	STATEMENT_INITIAL	NO	EINSETZEN · DANACH · NEHMEN · SETZEN · EINHEIT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
145	OLD26_GDT407	G407-E1846	G407-S194	f76r	BIOLOGICAL	qotddyar	OT+D_ADDR+D_ADDR+Y+AR	OT+Y	1	1	Y	Y	POSTEN	4	5	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	D_ADDR+D_ADDR+Y+AR	3	D_ADDR+D_ADDR	AR	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INITIAL	NO	DANACH · HIER · HIER · AKTIVER POSTEN · AUSGANG	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
146	OLD26_GDT407	G407-E1866	G407-S198	f76r	BIOLOGICAL	qoty	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
147	OLD26_GDT407	G407-E1876	G407-S200	f76r	BIOLOGICAL	otey	OT+E+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	E+Y	2	E	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · GRAD I · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F03
148	OLD26_GDT407	G407-E1883	G407-S203	f76r	BIOLOGICAL	solchedy	S+OL+CHD+Y	OL+Y	1	1	Y	Y	POSTEN	4	4	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	CHD+Y	2	CHD	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	WÄHLEN · FORTSETZEN · UMSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
149	OLD26_GDT407	G407-E1916	G407-S211	f76r	BIOLOGICAL	olkeey	OL+K+EE+Y	OL+Y	1	1	Y	Y	POSTEN	4	4	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	K+EE+Y	3	K+EE	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · GEBEN · GRAD II · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
150	OLD26_GDT407	G407-E1919	G407-S211	f76r	BIOLOGICAL	otchy	OT+CH+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	CH+Y	2	CH	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · NEHMEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F07
151	OLD26_GDT407	G407-E1935	G407-S214	f76r	BIOLOGICAL	oty	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
152	OLD26_GDT407	G407-E1957	G407-S219	f76r	BIOLOGICAL	otey	OT+E+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	E+Y	2	E	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INITIAL	NO	DANACH · GRAD I · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F03
153	OLD26_GDT407	G407-E1963	G407-S220	f76r	BIOLOGICAL	chorshedy	CH+OR+SH+E+DY	OR+DY	1	1	OR	OR	EINHEIT	2	5	START	DY	START>A<DY	CLOSING_ARGUMENT	CH+OR+SH+E	2	CH	SH+E	YES	EINHEIT · ABSCHLIESSEN	ARG führen und den Schritt abschließen	die Einheit führen und den Schritt abschließen	EINHEIT → SCHRITT ABSCHLIESSEN	SINGLETON_STATEMENT	YES	NEHMEN · EINHEIT · HALTEN · GRAD I · SCHLUSS	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
154	OLD26_GDT407	G407-E1984	G407-S224	f76r	BIOLOGICAL	qotey	OT+E+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	E+Y	2	E	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INITIAL	NO	DANACH · GRAD I · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F03
155	OLD26_GDT407	G407-E1985	G407-S224	f76r	BIOLOGICAL	qotain	OT+AIN	OT+AIN	1	1	AIN	AIN	ANTEIL	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AIN	1	NONE	NONE	YES	DANACH · ANTEIL	danach ARG als nächsten Träger eröffnen	danach den Anteil als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → ANTEIL	STATEMENT_INTERNAL	NO	DANACH · ANTEIL	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
156	OLD26_GDT407	G407-E2000	G407-S228	f76r	BIOLOGICAL	qolchey	OL+Y	OL+Y	1	1	Y	Y	POSTEN	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
157	OLD26_GDT407	G407-E2015	G407-S235	f76r	BIOLOGICAL	qolchey	OL+Y	OL+Y	1	1	Y	Y	POSTEN	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
158	OLD26_GDT407	G407-E2016	G407-S235	f76r	BIOLOGICAL	qotain	OT+AIN	OT+AIN	1	1	AIN	AIN	ANTEIL	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AIN	1	NONE	NONE	YES	DANACH · ANTEIL	danach ARG als nächsten Träger eröffnen	danach den Anteil als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → ANTEIL	STATEMENT_INTERNAL	NO	DANACH · ANTEIL	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
159	OLD26_GDT407	G407-E2026	G407-S238	f76r	BIOLOGICAL	olain	OL+AIN	OL+AIN	1	1	AIN	AIN	ANTEIL	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	AIN	1	NONE	NONE	YES	FORTSETZEN · ANTEIL	weiter mit ARG als aktuellem Träger	weiter mit dem Anteil als aktuellem Träger	TRÄGER FORTSETZEN → ANTEIL	STATEMENT_INTERNAL	NO	FORTSETZEN · ANTEIL	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
160	OLD26_GDT407	G407-E2029	G407-S239	f76r	BIOLOGICAL	qotaly	OT+AL+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AL+Y	2	AL	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INITIAL	NO	DANACH · ZIELORT · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F05
161	OLD26_GDT407	G407-E2040	G407-S243	f76r	BIOLOGICAL	olchy	OL+CH+Y	OL+Y	1	1	Y	Y	POSTEN	3	3	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	CH+Y	2	CH	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · NEHMEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
162	OLD26_GDT407	G407-E2044	G407-S244	f76r	BIOLOGICAL	olaiin	OL+AIIN	OL+AIIN	1	1	AIIN	AIIN	WERT	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	AIIN	1	NONE	NONE	YES	FORTSETZEN · WERT	weiter mit ARG als aktuellem Träger	weiter mit dem Wert als aktuellem Träger	TRÄGER FORTSETZEN → WERT	STATEMENT_INITIAL	NO	FORTSETZEN · WERT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
163	OLD26_GDT407	G407-E2053	G407-S246	f76r	BIOLOGICAL	alolor	OL+OR	OL+OR	1	1	OR	OR	EINHEIT	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	OR	1	NONE	NONE	YES	FORTSETZEN · EINHEIT	weiter mit ARG als aktuellem Träger	weiter mit der Einheit als aktuellem Träger	TRÄGER FORTSETZEN → EINHEIT	STATEMENT_INTERNAL	NO	FORTSETZEN · EINHEIT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
164	OLD26_GDT407	G407-E2054	G407-S246	f76r	BIOLOGICAL	olain	OL+AIN	OL+AIN	1	1	AIN	AIN	ANTEIL	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	AIN	1	NONE	NONE	YES	FORTSETZEN · ANTEIL	weiter mit ARG als aktuellem Träger	weiter mit dem Anteil als aktuellem Träger	TRÄGER FORTSETZEN → ANTEIL	STATEMENT_INTERNAL	NO	FORTSETZEN · ANTEIL	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
165	OLD26_GDT407	G407-E2077	G407-S249	f76r	BIOLOGICAL	qolain	OL+AIN	OL+AIN	1	1	AIN	AIN	ANTEIL	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	AIN	1	NONE	NONE	YES	FORTSETZEN · ANTEIL	weiter mit ARG als aktuellem Träger	weiter mit dem Anteil als aktuellem Träger	TRÄGER FORTSETZEN → ANTEIL	STATEMENT_INITIAL	NO	FORTSETZEN · ANTEIL	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
166	OLD26_GDT407	G407-E2085	G407-S249	f76r	BIOLOGICAL	oly	OL+Y	OL+Y	1	1	Y	Y	POSTEN	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
167	OLD26_GDT407	G407-E2115	G407-S253	f76r	BIOLOGICAL	cheolchey	CH+E+OL+CH+E+Y	OL+Y	1	1	Y	Y	POSTEN	6	6	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	CH+E+Y	3	CH+E	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	NEHMEN · GRAD I · FORTSETZEN · NEHMEN · GRAD I · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
168	OLD26_GDT407	G407-E2123	G407-S253	f76r	BIOLOGICAL	olky	OL+K+Y	OL+Y	1	1	Y	Y	POSTEN	3	3	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	K+Y	2	K	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · GEBEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F04
169	OLD26_GDT407	G407-E2163	G407-S262	f76r	BIOLOGICAL	ollchy	OL+L+CH+Y	OL+Y	1	1	Y	Y	POSTEN	4	4	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	L+CH+Y	3	L+CH	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INITIAL	NO	FORTSETZEN · VERBINDUNG · NEHMEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
170	OLD26_GDT407	G407-E2167	G407-S262	f76r	BIOLOGICAL	oly	OL+Y	OL+Y	1	1	Y	Y	POSTEN	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
171	OLD26_GDT407	G407-E2194	G407-S264	f76r	BIOLOGICAL	oly	OL+Y	OL+Y	1	1	Y	Y	POSTEN	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_FINAL	YES	FORTSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
172	OLD26_GDT407	G407-E2195	G407-S265	f76r	BIOLOGICAL	oteey	OT+EE+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	EE+Y	2	EE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INITIAL	NO	DANACH · GRAD II · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F06
173	OLD26_GDT407	G407-E2207	G407-S270	f76r	BIOLOGICAL	oty	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INITIAL	NO	DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
174	OLD26_GDT407	G407-E2211	G407-S271	f76r	BIOLOGICAL	qolchey	OL+Y	OL+Y	1	1	Y	Y	POSTEN	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	FORTSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
175	OLD26_GDT407	G407-E2221	G407-S272	f76r	BIOLOGICAL	oty	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
176	OLD26_GDT407	G407-E2243	G407-S277	f76r	BIOLOGICAL	qolain	OL+AIN	OL+AIN	1	1	AIN	AIN	ANTEIL	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	AIN	1	NONE	NONE	YES	FORTSETZEN · ANTEIL	weiter mit ARG als aktuellem Träger	weiter mit dem Anteil als aktuellem Träger	TRÄGER FORTSETZEN → ANTEIL	STATEMENT_INITIAL	NO	FORTSETZEN · ANTEIL	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
