global_running_event_id	global_statement_id	physical_page	register	owner_de	surface	component_recipe	explicit_action_roots	inherited_action_root	focus_attachment_count	adjacent_pair_count	has_close	local_action_rules	local_owner_rules	factorized_action_replay_status	imperative_clause_de
G407-E1567	G407-S114	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shokain	SH+OK+AIN	SH|OK	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsanteil und setze den Stationsanteil im Stationsgang an.
G407-E1568	G407-S114	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chy	Y	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Stationsposten im Stationsgang an.
G407-E1569	G407-S114	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	okshedy	OK+SH+E+DY	OK|SH	NONE	1	1	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an und halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E1570	G407-S115	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokain	OK+AIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil im Stationsgang an.
G407-E1571	G407-S115	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	CHD+Y	CHD	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den Stationsposten.
G407-E1572	G407-S115	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	pchedar	P+CHD+AR	P|CHD	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; von der Ausgangsstation.
G407-E1573	G407-S115	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shepchy	SH+E+P+Y	SH|P	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten und setze den Stationsposten ein; auf Grad I.
G407-E1574	G407-S115	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lshedary	L+SH+E+D_ADDR+AR+Y	SH	NONE	4	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten; über die sichtbare Verbindung und von der Ausgangsstation; auf Grad I; an der bezeichneten Stelle.
G407-E1575	G407-S115	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dal	AL	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Stationsposten [wie zuvor]; zur Zielstation.
G407-E1576	G407-S115	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shal	SH+AL	SH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten [wie zuvor]; zur Zielstation.
G407-E1577	G407-S115	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shy	Y	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Stationsposten.
G407-E1578	G407-S115	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	kol	K+OL	K	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter führe den Stationsposten [wie zuvor] zu.
G407-E1579	G407-S115	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	SH+E+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E1580	G407-S116	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokam	OK+AM_ADDR	OK	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; an der bezeichneten Stelle.
G407-E1581	G407-S116	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sol	OL	NONE	OK	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.
G407-E1582	G407-S116	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sheedy	SH+EE+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.
G407-E1583	G407-S117	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qol	OL	NONE	SH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].
G407-E1584	G407-S117	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	SH+E+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E1585	G407-S118	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qol	OL	NONE	SH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].
G407-E1586	G407-S118	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	otain	OT+AIN	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang halte den Stationsanteil.
G407-E1587	G407-S118	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	char	AR	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Stationsanteil [wie zuvor]; von der Ausgangsstation.
G407-E1588	G407-S118	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sar	S+AR	S	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Stationsanteil [wie zuvor]; von der Ausgangsstation.
G407-E1589	G407-S118	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	oly	OL+Y	NONE	S	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang wähle den Stationsposten.
G407-E1590	G407-S118	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokshedy	OK+SH+E+DY	OK|SH	NONE	1	1	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an und halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E1591	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qol	OL	NONE	SH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].
G407-E1592	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	SH+E+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten; auf Grad I.
G407-E1593	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qoky	OK+Y	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten im Stationsgang an.
G407-E1594	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	SH+E+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten; auf Grad I.
G407-E1595	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ey	E+Y	NONE	SH	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Stationsposten; auf Grad I.
G407-E1596	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokain	OK+AIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil im Stationsgang an.
G407-E1597	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ar	AR	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Stationsanteil [wie zuvor] im Stationsgang an; von der Ausgangsstation.
G407-E1598	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ry	R+Y	R	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Markiere den Stationsposten.
G407-E1599	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	SH+E+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten; auf Grad I.
G407-E1600	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qor	OR	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte die Stationseinheit.
G407-E1601	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chey	Y	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Stationsposten.
G407-E1602	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lchey	L+Y	NONE	SH	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Stationsposten; über die sichtbare Verbindung.
G407-E1603	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lo	L+O	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; als Ausführung.
G407-E1604	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ydain	Y+AIN	NONE	SH	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Stationsposten und den Stationsanteil.
G407-E1605	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	SH+E+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten; auf Grad I.
G407-E1606	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokain	OK+AIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil im Stationsgang an.
G407-E1607	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	oqokain	O+OK+AIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil im Stationsgang an; als Ausführung.
G407-E1608	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chey	Y	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Stationsposten im Stationsgang an.
G407-E1609	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qckhsy	CH+K+Y	CH|K	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten und führe den Stationsposten zu.
G407-E1610	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	or	OR	NONE	K	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang führe die Stationseinheit zu.
G407-E1611	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ysheor	Y+SH+E+OR	SH	NONE	3	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten und die Stationseinheit; auf Grad I.
G407-E1612	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ol	OL	NONE	SH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang halte die Stationseinheit [wie zuvor].
G407-E1613	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lor	L+OR	NONE	SH	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte die Stationseinheit; über die sichtbare Verbindung.
G407-E1614	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	am	AM_ADDR	NONE	SH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte die Stationseinheit [wie zuvor]; an der bezeichneten Stelle.
G407-E1615	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	odar	O+D_ADDR+AR	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte die Stationseinheit [wie zuvor]; von der Ausgangsstation; als Ausführung; an der bezeichneten Stelle.
G407-E1616	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	SH+E+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten; auf Grad I.
G407-E1617	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokain	OK+AIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil im Stationsgang an.
G407-E1618	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	CHD+Y	CHD	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den Stationsposten.
G407-E1619	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	or	OR	NONE	CHD	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang bearbeite die Stationseinheit.
G407-E1620	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shey	SH+E+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten; auf Grad I.
G407-E1621	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	kar	K+AR	K	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Führe den Stationsposten [wie zuvor] zu; von der Ausgangsstation.
G407-E1622	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	CHD+Y	CHD	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den Stationsposten.
G407-E1623	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sar	S+AR	S	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.
G407-E1624	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	pchey	P+Y	P	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten ein.
G407-E1625	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	kshey	K+SH+E+Y	K|SH	NONE	2	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Führe den Stationsposten zu und halte den Stationsposten; auf Grad I.
G407-E1626	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokeey	OK+EE+Y	OK	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten im Stationsgang an; auf Grad II.
G407-E1627	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokal	OK+AL	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.
G407-E1628	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sshey	S+SH+E+Y	S|SH	NONE	2	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Stationsposten und halte den Stationsposten; auf Grad I.
G407-E1629	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qol	OL	NONE	SH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].
G407-E1630	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chedyqokam	CHD+Y+OK+AM_ADDR	CHD|OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den Stationsposten und setze den Stationsposten im Stationsgang an; an der bezeichneten Stelle.
G407-E1631	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokain	OK+AIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsanteil im Stationsgang an.
G407-E1632	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	olkeey	OL+K+EE+Y	K	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter führe den Stationsposten zu; auf Grad II.
G407-E1633	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qolkary	OL+K+AR+Y	K	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter führe den Stationsposten zu; von der Ausgangsstation.
G407-E1634	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sain	S+AIN	S	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Stationsanteil.
G407-E1635	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	checthy	CH+T+Y	CH|T	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Entnimm den Stationsposten und stelle den Stationsposten ein.
G407-E1636	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lor	L+OR	NONE	T	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang stelle die Stationseinheit ein; über die sichtbare Verbindung.
G407-E1637	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ol	OL	NONE	T	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang stelle die Stationseinheit [wie zuvor] ein.
G407-E1638	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sain	S+AIN	S	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Stationsanteil.
G407-E1639	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shckhy	SH+CH+K+Y	SH|CH|K	NONE	1	2	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu.
G407-E1640	G407-S119	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokeedy	OK+EE+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.
G407-E1641	G407-S120	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shy	Y	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Stationsposten im Stationsgang an.
G407-E1642	G407-S120	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dy	Y	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Stationsposten im Stationsgang an.
G407-E1643	G407-S120	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qokeedy	OK+EE+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.
G407-E1644	G407-S121	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	lchedy	L+CHD+DY	CHD	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.
G407-E1645	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ram	R+AM_ADDR	R	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Markiere den Stationsposten [wie zuvor]; an der bezeichneten Stelle.
G407-E1646	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dain	AIN	NONE	R	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang markiere den Stationsanteil.
G407-E1647	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ol	OL	NONE	R	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang markiere den Stationsanteil [wie zuvor].
G407-E1648	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	sheol	SH+E+OL	SH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter halte den Stationsanteil [wie zuvor]; auf Grad I.
G407-E1649	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dain	AIN	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Stationsanteil.
G407-E1650	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ol	OL	NONE	SH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang halte den Stationsanteil [wie zuvor].
G407-E1651	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qoly	OL+Y	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang halte den Stationsposten.
G407-E1652	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dar	D_ADDR+AR	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Stationsposten [wie zuvor]; von der Ausgangsstation; an der bezeichneten Stelle.
G407-E1653	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	ajy	A_ADDR+Y	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Stationsposten; an der bezeichneten Stelle.
G407-E1654	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	pdalshor	P+D_ADDR+AL+SH+OR	P|SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze die Stationseinheit ein und halte die Stationseinheit; zur Zielstation; an der bezeichneten Stelle.
G407-E1655	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shtol	SH+T+OL	SH|T	NONE	0	1	NO	PAIR:SH>T	NONE	LOCAL_ACTION_APPENDIX_REQUIRED	Weiter halte die Stationseinheit [wie zuvor] und stelle die Stationseinheit [wie zuvor] ein.
G407-E1656	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	qoty	OT+Y	NONE	T	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang stelle den Stationsposten ein.
G407-E1657	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	pshar	P+SH+AR	P|SH	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] ein und halte den Stationsposten [wie zuvor]; von der Ausgangsstation.
G407-E1658	G407-S122	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	shedy	SH+E+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E1659	G407-S123	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	okaldy	OK+AL+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation; schließe den Schritt.
G407-E1660	G407-S124	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dar	D_ADDR+AR	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation; an der bezeichneten Stelle.
G407-E1661	G407-S124	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	otar	OT+AR	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.
